"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","previousCatalogNumber","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","class","typeStatus"
"46","2009-11-04 15:51:00-02","MO","MOBOT","1791192","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W. Benn.","A.W. Bennett","J.B.E. Pohl","Pohl 377",NA,NA,NA,"South America","Brazil",NA,"Serra do Urubu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2008-05-27 22:02:00-03","MO","MOBOT","2364952","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W. Benn.","J.F. Pastore (CEN)","Howard S. Irwin","Irwin 25798","1970","1","31","South America","Brazil","Minas Gerais","Serra dos Óculos. Cerrado and gallery woods, ca. 55 km NE of Patrocínio.",NA,NA,"1050.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-12-19 11:20:11-03","UFG","UFG","45203","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W. Benn.","Resende, I.L.M.","Resende, I.L.M.","1160","2009","02","03",NA,"Brasil","Goiás",NA,"-48.6081008911133","-16.658899307251",NA,NA,NA,NA,"UFG0045203","UFG0045203","Silvânia","46044","auto",NA,"2010","01","15","-48513.95","-16572.7083",NA,NA,NA,NA
"49","2019-12-19 11:20:11-03","UFG","UFG","45206","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W. Benn.","Resende, I.L.M.","Resende, I.L.M.","1339","2009","03","03",NA,"Brasil","Goiás",NA,"-48.6081008911133","-16.658899307251",NA,NA,NA,NA,"UFG0045206","UFG0045206","Silvânia","46044","auto",NA,"2010","01","15","-48513.95","-16572.7083",NA,NA,NA,NA
"50","2019-12-19 11:20:11-03","UFG","UFG","45200","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W. Benn.","Resende, I.L.M.","Resende, I.L.M.","997","2009","01","13",NA,"Brasil","Goiás",NA,"-48.6081008911133","-16.658899307251",NA,NA,NA,NA,"UFG0045200","UFG0045200","Silvânia","46044","auto",NA,"2010","01","15","-48513.95","-16572.7083",NA,NA,NA,NA
"51","2020-09-02 16:38:19-03","Cenargen","CEN","69112","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","J. F. B. Pastore","Roberto Fontes Vieira","2002","1997","07","13",NA,"Brasil","MT","Serra Azul, cerca de 5 km de Barra do Garças, estrada para Cristo Redentor.","-52.25","-15.883333","550","550","Unicata","Botões florais verdes, raiz com odor característico de salicilato de metila; corola roxa.","CEN00069112","CEN00069112","BARRA DO GARCAS",NA,NA,NA,"2017","02",NA,"-52.25","-15.883333",NA,"1",NA,NA
"52","2020-09-02 16:38:19-03","Cenargen","CEN","86959","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","J. F. B. Pastore","Marcelo Fragomeni Simon","1945","2013","08","21",NA,"Brasil","MG","Estrada vicinal entre Delfinópolis e Condomínio de Pedra.",NA,"-20.342777","780","780","Exsicatas","Flores roxas. Frequente no local.","CEN00086959","CEN00086959","DELFINOPOLIS",NA,NA,NA,"2013","08",NA,"-46799166.0","-20.342777",NA,"3",NA,NA
"53","2020-09-02 16:38:19-03","Cenargen","CEN","49299","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","J. F. B. Pastore","Rosana Romero","6380","2002","10","07",NA,"Brasil","MG","Estrada para Gurita.","-46.871111","-20.281111","816","816","Unicata","Cálice e Corola róseos. Crista alva.","CEN00049299","CEN00049299","DELFINOPOLIS",NA,NA,NA,"2003","11",NA,"-46.871111","-20.281111",NA,"1",NA,NA
"54","2020-09-02 16:38:16-03","Cenargen","CEN","104293","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","J. F. B. Pastore","João Bernardo de Azevedo Bringel Jr.","1104","2014","11","30",NA,"Brasil","MG","Sudeste do PARNA da Serra da Canastra, estrada para Chapadão.","-46.261944","-20.607222","1270","1270","Unicata",NA,"CEN00104293","CEN00104293","CAPITOLIO",NA,NA,NA,"2018","01",NA,"-46.261944","-20.607222",NA,"2",NA,NA
"55","2020-09-02 16:38:19-03","Cenargen","CEN","86943","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","J. F. B. Pastore","Marcelo Fragomeni Simon","1929","2013","08","20",NA,"Brasil","MG","Fazenda do Ézio, 4 km ao Norte de Delfinópolis.","-46.832222","-20.315277","730","730","Exsicatas","Erva ereta com 50 cm. Flores roxas.","CEN00086943","CEN00086943","DELFINOPOLIS",NA,NA,NA,"2013","08",NA,"-46.832222","-20.315277",NA,"3",NA,NA
"56","2020-09-02 16:38:16-03","Cenargen","CEN","49292","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","J. F. B. Pastore","Rosana Romero","1207","1994","10","14",NA,"Brasil","MG","Próximo a guarita de Sacramento, PARNA Serra da Canastra.","-47.439998626709","-19.8652992248535",NA,NA,"Exsicatas","Herbáceo ca. 0,4 m. Corola rósea. Doação da Universidade Federal de Uberlândia - Herbário da Biociências.","CEN00049292","CEN00049292","SACRAMENTO","69737","auto",NA,"2003","11",NA,NA,NA,NA,"1",NA,NA
"57","2020-09-02 16:38:16-03","Cenargen","CEN","49290","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","J. F. B. Pastore","Rosana Romero","4364","1997","06","29",NA,"Brasil","MG","Cachoeira dos Rolinhos, parte de baixo. Parque Nacional da Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,NA,"Exsicatas","Cálice e corola púrpura. Tubo estaminal amarelado. Doação do Herbário Uberlandensis - HUFU. Depto. Biociências/CEBIM/UFU.","CEN00049290","CEN00049290","SAO ROQUE DE MINAS","57119","auto",NA,"2003","11",NA,NA,NA,NA,"1",NA,NA
"58","2020-09-02 16:38:16-03","Cenargen","CEN","49295","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","J. F. B. Pastore","Rosana Romero","4645","1997","10","16",NA,"Brasil","MG","Entrada para Sacramento, entrada para a Garagem de Pedras, Parque Nacional da Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,NA,"Exsicatas","Cálice verde. Corola rósea. Crista estaminal. Doação do Herbário Uberlandensis - HUFU. Depto. Biociências/CEBIM/UFU.","CEN00049295","CEN00049295","SAO ROQUE DE MINAS","57119","auto",NA,"2003","11",NA,NA,NA,NA,"1",NA,NA
"59","2020-09-02 16:38:16-03","Cenargen","CEN","49291","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","J. F. B. Pastore","Jimi Naoki Nakajima","2707","1997","08","22",NA,"Brasil","MG","Estrada para o Vale dos Cândidos, Garagem de Pedras, Parque Nacional da Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,NA,"Exsicatas","Cálice e corola púrpura. Crista estaminal amarelada. Doação do Herbarium Uberlandensis - HUFU. Depto. Biociências/CEBIM/UFU.","CEN00049291","CEN00049291","SAO ROQUE DE MINAS","57119","auto",NA,"2003","11",NA,NA,NA,NA,"1",NA,NA
"60","2020-09-02 16:38:19-03","Cenargen","CEN","49297","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","J. F. B. Pastore","Rosana Romero","2894","1995","09","27",NA,"Brasil","MG","Estrada para Sacramento, 3 km após a Garagem de Pedras.","-46.3657989501953","-20.2453002929688",NA,NA,"Exsicatas","Herbáceo ca. 0,5 m. Cálice roxo. Corola lilás. Estames verde. Doação do Herbarium Uberlandensis - HUFU (10084). Depto. Biociências/CEBIM/UFU.","CEN00049297","CEN00049297","SAO ROQUE DE MINAS","57119","auto",NA,"2003","11",NA,NA,NA,NA,"1",NA,NA
"61","2020-09-02 16:38:16-03","Cenargen","CEN","49289","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","J. F. B. Pastore","Rosana Romero","2252","1995","05","13",NA,"Brasil","MG","Estrada S. Roque - Sacramento, Garagem de Pedras. Campo limpo associado a afloramento rochoso.","-46.3657989501953","-20.2453002929688",NA,NA,"Exsicatas","Corola púrpura, crista branco-avermelhada. Doação do Herbarium Uberlandensis - HUFU.","CEN00049289","CEN00049289","SAO ROQUE DE MINAS","57119","auto",NA,"2003","11",NA,NA,NA,NA,"1",NA,NA
"62","2020-09-02 16:38:19-03","Cenargen","CEN","49296","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","J. F. B. Pastore","Rosana Romero","3084","1995","11","18",NA,"Brasil","MG","Guarita de Sacramento.","-46.3657989501953","-20.2453002929688",NA,NA,"Exsicatas","Herbáceo ca. 0,4 m. Cálice e corola rósea. Coluna estaminal creme. Doação do Herbário Uberlandensis - HUFU N° 10378.","CEN00049296","CEN00049296","SAO ROQUE DE MINAS","57119","auto",NA,"2003","11",NA,NA,NA,NA,"1",NA,NA
"63","2020-09-02 16:38:16-03","Cenargen","CEN","104288","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","J. F. B. Pastore","João Bernardo de Azevedo Bringel Jr.","1098","2014","11","29",NA,"Brasil","MG","Parte leste do PARNA da Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,NA,"Unicata",NA,"CEN00104288","CEN00104288","SAO ROQUE DE MINAS","57119","auto",NA,"2018","01",NA,NA,NA,NA,"2",NA,NA
"64","2020-09-02 16:38:19-03","Cenargen","CEN","49298","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","J. F. B. Pastore","Rosana Romero","6537","2002","11","19",NA,"Brasil","MG","Trilha Casca Danta, Parque Nacional da Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,NA,"Exsicatas","Herbácea com 0,4 m. Cálice vinho, corola lilás, botões lilás, frutos verdes. Doação do Herbário Uberlandensis - HUFU. Depto. Biociências/CEBIM/UFU.","CEN00049298","CEN00049298","SAO ROQUE DE MINAS","57119","auto",NA,"2003","11",NA,NA,NA,NA,"1",NA,NA
"65","2020-09-02 16:38:16-03","Cenargen","CEN","49288","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","J. F. B. Pastore","Rosana Romero","4116","1997","04","17",NA,"Brasil","MG","Trilha do Paredão (caminho), Parque Nacional da Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,NA,"Unicata","Cálice e corola púrpura. Coluna estaminal branca. Doação do Herbário Uberlandensis - HUFU. Depto. Biociências/CEBIM/UFU.","CEN00049288","CEN00049288","SAO ROQUE DE MINAS","57119","auto",NA,"2003","11",NA,NA,NA,NA,"1",NA,NA
"66","2020-09-02 16:38:19-03","Cenargen","CEN","78567","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.",NA,"Tânia Maria Moura - UEG","36","2008","04","13",NA,"Brasil","GO","Serra de Caldas (Pescan)","-48.625","-17.74169921875",NA,NA,"Exsicatas","Corola rosa. Doação do Herbário UEG/MORRINHOS - GOIÁS.","CEN00078567","CEN00078567","CALDAS NOVAS","36612","auto",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"67","2020-09-02 16:38:16-03","Cenargen","CEN","49294","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","J. F. B. Pastore","Rosana Romero","2513","1995","07","17",NA,"Brasil","MG","Cachoeira da Casca D'Anta, PARNA Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,NA,"Exsicatas","Herbácea ca. 0,4 m.Trilha para a guarita de baixo. Flores liláses. Doação do Herbarium Uberlandensis - HUFU. Depto. Biociências/CEBIM/UFU.","CEN00049294","CEN00049294","SAO ROQUE DE MINAS","57119","auto",NA,"2003","11",NA,NA,NA,NA,"1",NA,NA
"68","2020-09-02 16:38:16-03","Cenargen","CEN","49293","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","J. F. B. Pastore","Jimi Naoki Nakajima","1236","1995","07","18",NA,"Brasil","MG","Estrada para o Retiro de Pedras, PARNA Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,NA,"Exsicatas","Herbácea ca. 0,3 m. Cálice e corola púrpura. Doação do Herbário Uberlandensis - HUFU. Depto. Biociências/CEBIM/UFU.","CEN00049293","CEN00049293","SAO ROQUE DE MINAS","57119","auto",NA,"2003","11",NA,NA,NA,NA,"1",NA,NA
"69","2020-09-02 16:38:19-03","Cenargen","CEN","98529","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","J. F. B. Pastore","João Aguiar Nogueira Batista","2334","2007","12","12",NA,"Brasil","MG","Parque nacional da Serra da Canastra, cerca de 28,5 km a partir da portaria principal de São Roque de Minas cerca 7,6 km após a entrada da Casca D'anta","-46.3657989501953","-20.2453002929688",NA,NA,"Exsicatas","Área anteriormente queimada, Doação Herbário do Departamento de Botânica ICB - UFMG - Plantas do Brasil - BHCB 120015.","CEN00098529","CEN00098529 CEN00098529_2 CEN00098529_3","SAO ROQUE DE MINAS","57119","auto",NA,"2018","01",NA,NA,NA,NA,"1",NA,NA
"70","2020-09-02 16:38:19-03","Cenargen","CEN","49300","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","J. F. B. Pastore","Maria Ana Farinaccio","385","1999","09","30",NA,"Brasil","MG","Parque Nacional da Serra da Canastra. Trilha para parte inferior da Cachoeira dos Casca d' Anta, partindo para o alto da serra. Elev. entre 900 e 1200 m.","-46.3657989501953","-20.2453002929688",NA,NA,"Exsicatas","Flores rosa-escuras, ovário verde. Doação da Universidade de São Paulo - Herbário SPF.","CEN00049300","CEN00049300","SAO ROQUE DE MINAS","57119","auto",NA,"2003","11",NA,NA,NA,NA,"1",NA,NA
"71","2019-11-13 11:29:17-03","USP","SPF","194613","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, JA","Macedo, EE","312","1997","11","22",NA,"Brasil","São Paulo","Parque Estadual das Furnas do Bom Jesus","-47.433333","-23.216667",NA,NA,NA,NA,"SPF00194613",NA,"Pedregulho",NA,NA,NA,"2007","07",NA,"-47.433333","-23.216667",NA,NA,NA,NA
"72","2019-11-13 11:29:17-03","USP","SPF","129717","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, JFB","Pirani, JR","4158","1998","03","03",NA,"Brasil","Minas Gerais","Serra da Carapina","-43.683333","-18.916667","1180","1260",NA,NA,"SPF00129717",NA,"Congonhas do Norte",NA,NA,NA,"2010",NA,NA,"-43.683333","-18.916667",NA,NA,NA,NA
"73","2019-11-13 11:29:17-03","USP","SPF","172877","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Sasaki, D","Sasaki, D","205","2003","03","18",NA,"Brasil","São Paulo","Estreito","-47.273056","-20.164444","720","720",NA,NA,"SPF00172877",NA,"Pedregulho",NA,NA,NA,"2003",NA,NA,"-47.273056","-20.164444",NA,NA,NA,NA
"74","2019-11-13 11:29:17-03","USP","SPF","172878","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Sasaki, D","Sasaki, D","250","2003","03","19",NA,"Brasil","São Paulo","Parque Estadual das Furnas do Bom Jesus","-47.460278","-20.247778","1000","1000",NA,NA,"SPF00172878",NA,"Pedregulho",NA,NA,NA,"2003",NA,NA,"-47.460278","-20.247778",NA,NA,NA,NA
"75","2019-11-13 11:29:17-03","USP","SPF","172879","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Sasaki, D","Sasaki, D","288","2003","04","16",NA,"Brasil","São Paulo","Parque Estadual das Furnas do Bom Jesus","-47.460278","-20.247778","1000","1000",NA,NA,"SPF00172879",NA,"Pedregulho",NA,NA,NA,"2003",NA,NA,"-47.460278","-20.247778",NA,NA,NA,NA
"76","2019-11-13 11:29:17-03","USP","SPF","172880","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Sasaki, D","Sasaki, D","361","2003","04","17",NA,"Brasil","São Paulo","Estreito","-47.273056","-20.164444","720","720",NA,NA,"SPF00172880",NA,"Pedregulho",NA,NA,NA,"2003",NA,NA,"-47.273056","-20.164444",NA,NA,NA,NA
"77","2019-11-13 11:29:17-03","USP","SPF","172881","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Sasaki, D","Sasaki, D","551","2003","06","20",NA,"Brasil","São Paulo","Estreito","-47.273056","-20.164444","720","720",NA,NA,"SPF00172881",NA,"Pedregulho",NA,NA,NA,"2003",NA,NA,"-47.273056","-20.164444",NA,NA,NA,NA
"78","2019-11-13 11:29:17-03","USP","SPF","172882","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Aguiar, AC","Sasaki, D","573","2003","06","20",NA,"Brasil","São Paulo","Parque Estadual das Furnas do Bom Jesus","-47.460278","-20.247778","1000","1000",NA,NA,"SPF00172882",NA,"Pedregulho",NA,NA,NA,"2004","10",NA,"-47.460278","-20.247778",NA,NA,NA,NA
"79","2019-11-13 11:29:17-03","USP","SPF","172883","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Sasaki, D","Sasaki, D","606","2003","07","07",NA,"Brasil","São Paulo","Parque Estadual das Furnas do Bom Jesus","-47.460278","-20.247778","1000","1000",NA,NA,"SPF00172883",NA,"Pedregulho",NA,NA,NA,"2003",NA,NA,"-47.460278","-20.247778",NA,NA,NA,NA
"80","2019-11-13 11:29:17-03","USP","SPF","33096","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, JFB","Furlan, A","CFSC8431","1982","04","23",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.816667","-18.833333",NA,NA,NA,NA,"SPF00033096",NA,"Congonhas do Norte",NA,NA,NA,"2010","07",NA,"-43.816667","-18.833333",NA,NA,NA,NA
"81","2019-11-13 11:29:17-03","USP","SPF","92519","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, JFB","Giulietti, AM","CFCR13593","1994","01","12",NA,"Brasil","Minas Gerais",NA,"-46.411389","-20.266389","1176","1176",NA,NA,"SPF00092519",NA,"São Roque de Minas",NA,NA,NA,"2010","08",NA,"-46.411389","-20.266389",NA,NA,NA,NA
"82","2019-11-13 11:29:17-03","USP","SPF","138488","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, JFB","Farinaccio, MA","385","1999","09","30",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688","900","1200",NA,NA,"SPF00138488",NA,"São Roque de Minas","57119","auto",NA,"2010","08",NA,NA,NA,NA,NA,NA,NA
"83","2019-11-13 11:29:17-03","USP","SPF","128581","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, JFB","Marcondes-Ferreira, W","1476","1997","11","05",NA,"Brasil","São Paulo","Estreito","-47.4700012207031","-20.25",NA,NA,NA,NA,"SPF00128581",NA,"Pedregulho","27552","auto",NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-10-07 09:29:47-03","UEFS","HUEFS","66076","PreservedSpecimen","Plantae","Angiospermae","Fabales","Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.",NA,"Pastore, J.F.B.","3944","2012","02","09",NA,"Brasil","Minas Gerais","Canastra - Serra da Babilonia, Logo após Delfinópolis. Entre Delfinópolis e São Roque de Minas.","-46.8539009094238","-20.343900680542",NA,NA,NA,NA,"HUEFS0066076",NA,"Delfinópolis","41380","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"85","2019-10-07 09:29:47-03","UEFS","HUEFS","184724","PreservedSpecimen","Plantae","Angiospermae","Fabales","Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.",NA,"Pastore, J.F.B.","3948","2012","02","09",NA,"Brasil","Minas Gerais","Canastra - Serra da Babilonia, Logo após Delfinópolis. Entre Delfinópolis e São Roque de Minas.","-46.8539009094238","-20.343900680542",NA,NA,NA,NA,"HUEFS0184724","HUEFS0184724","Delfinópolis","41380","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"86","2019-10-07 09:29:47-03","UEFS","HUEFS","184795","PreservedSpecimen","Plantae","Angiospermae","Fabales","Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.",NA,"Pastore, J.F.B.","4021","2012","02","11",NA,"Brasil","Minas Gerais","Estrada de terra entre São Roque de Minas e Bambuí","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"HUEFS0184795","HUEFS0184795","São Roque de Minas","57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"87","2019-10-07 09:29:47-03","UEFS","HUEFS","184709","PreservedSpecimen","Plantae","Angiospermae","Fabales","Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.",NA,"Pastore, J.F.B.","3933","2012","02","09",NA,"Brasil","Minas Gerais","Canastra - Serra da Babilônia. MG-438 Entre Ibiraci e Delfinópolis",NA,"-20.25",NA,NA,NA,NA,"HUEFS0184709","HUEFS0184709","Delfinópolis",NA,NA,NA,NA,NA,NA,NA,"20S15'",NA,NA,"Rosanae",NA
"88","2019-09-04 18:37:43-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Polygalaceae","Polygala","juncoides","Polygala juncoides",NA,NA,"P. W. Lund",NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]"
"89","2019-09-04 19:01:50-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis",NA,NA,"J. B. E. Pohl","377",NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]"
"90","2020-02-17 11:30:19-03","UEG","HUEG","1156","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W. Benn.","Proença, C.E.B.","Ianhez, M.; Faria Júnior, J.E.Q.","998","2006","08","24","Southern America","Brasil","Goiás","Parque Estadual serra dos Pireneus.","-48.9592018127441","-15.852499961853",NA,NA,NA,NA,"HUEG001156",NA,"Pirenópolis","40887","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-02-17 11:30:19-03","UEG","HUEG","1155","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W. Benn.","Proença, C.E.B.; Faria Júnior, J.E.Q.","Ramos, P.C.M.; Miranda; et al.","750","2003","11","22","Southern America","Brasil","Goiás","Parque Estadual serra dos Pireneus.","-48.9592018127441","-15.852499961853",NA,NA,NA,"Herbácea; Campo rupestre, próximo a um campo úmido.","HUEG001155",NA,"Pirenópolis","40887","auto",NA,"2006","08","24",NA,NA,NA,NA,NA,NA
"92","2019-11-01 15:08:16-03","UnB","UB","157018","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W. Benn.","Pastore, JFB","Irwin, HS; Onishi, E; Fonseca, SF; Souza, R; Santos, RR; Ramos, J","25798","1970","01","31","Southern America","Brasil","Minas Gerais","Ca. 55km NE of Patrocínio",NA,NA,"1050","1050",NA,"Slender herb 0,75m. Perianth dull lilac-purple.; Gallery margin. Cerrado and gallery woods",NA,NA,NA,NA,NA,NA,"2003","11",NA,NA,NA,NA,NA,NA,NA
"93","2019-05-06 12:01:51-03","UFU","HUFU","12263","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, J.","Castro, N.M.","483","1995","03","24",NA,"Brasil","Minas Gerais","Serra do cipó, Estrada Lagoa Santa - Conceição do Mato Dentro. Km 108.",NA,NA,NA,NA,NA,"Herbácea com flores lilás.","HUFU00024353","HUFU00024353",NA,NA,NA,NA,"2016","04",NA,NA,NA,NA,NA,NA,NA
"94","2020-08-04 12:48:57-03","UFU","HUFU","42920","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Melo, K.B.S.","Nakajima, J.N.; Romero, R.; Arantes, A.A.A.; Rezende, T.M. & Hattori, E.K.O.","3973","2005","09","30",NA,"Brasil","Minas Gerais","Região da Represa de Furnas, Estrada para Pedreira Souza, ca. 2 km da Rodovia MG 050.",NA,NA,NA,NA,NA,"planta ca. de 0,5 m. Cálice e corola lilás.; Campo rupestre.","HUFU00036297","HUFU00036297",NA,NA,NA,NA,"2006","09","13",NA,NA,NA,NA,NA,NA
