"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","dayIdentified","fieldNumber","individualCount","typeStatus"
"19","2020-11-19 10:25:26-03","CPAP","CPAP","16251","PreserverdSpecimen","Plantae",NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","Hatschbach, G.","62379","1995","05",NA,"Brasil","MT","Rodovia MT-248, km 14 de Jauru para Figueirópolis d'Oeste",NA,"Escandente. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Orla da mata da encosta de morro. SUBSTRATO: . RELEVO: .",NA,NA,"M. S. Ferrucci","08","Jauru","-58.8664016723633","-15.3418998718262",NA,NA,NA,NA,"1995",NA,"40234","auto",NA,NA,NA,NA,NA
"20","2020-11-19 10:25:26-03","CPAP","CPAP","15255","PreserverdSpecimen","Plantae",NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","Hatschbach, G.","62789","1995","05",NA,"Brasil","MT","Águas Quentes",NA,"Escandente. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Orla de mata. SUBSTRATO: . RELEVO: .",NA,NA,"M. S. Ferrucci","15","Santo Antonio do Leverger","-56.0766983032227","-15.8655996322632",NA,NA,NA,NA,"1995",NA,"183847","auto",NA,NA,NA,NA,NA
"21","2015-07-02 14:04:14-03","JBP","HPL","7763","S","Plantae",NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth","H. Lorenzi et al.","4759","2004","03",NA,"Brasil","GO","Coletado nas proximidades da estrada para Estância, em área de mata ciliar. S 17° 08' 53; W 51° 53' 16 - 839 m.s.m.",NA,NA,NA,NA,"M.S. Ferrucci","13","Caiapônia","-51.8103","-16.9567",NA,NA,NA,NA,"2005","01","77016","auto",NA,"10",NA,NA,NA
"22","2021-04-07 11:48:42-03","UFMS","CGMS","13330","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","A. Pott; V.J. Pott; S. Aragaki; A.C.M. Cristaldo; D.R. Espírito Santo","11694","2004","04",NA,"Brasil","Mato Grosso do Sul","Rio Sucuriú.",NA,"Flor branca. Estames amarelos. Habitat: Floresta ripária em transição por cerradão. Solo arenoso com afloramento de arenito. Relevo encosta. Habito: Trepadeira. Esparsa.","CGMS1042741",NA,NA,"06","Costa Rica","-53.165","-18.9013889","490","490","-53,165","-18,9013889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-01 16:41:00-03","UNICAMP","UEC","168375","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","Ferrucci, MS; Dematteis, M; Pieszko, GE; Urdampilleta, JD","2408","2006","04",NA,"Bolivia","Santa Cruz","10 Km E de San Javier, camino a Concepción.&nf;En cerrado arbustivo, suelo negro.",NA,"Trepadora, flores blancas.","UEC091212","UEC091212","Ferrucci, MS","01","Ñuflo de Chaves","-62.402222","-16.288889","438","438","-62.402222","-16.288889","2006",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:41:00-03","UNICAMP","UEC","168386","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","Ferrucci, MS; Dematteis, M; Peieszko, G; Urdampilleta, JD","2377","2006","04",NA,"Bolivia","Santa Cruz","7km SW de San Javier",NA,"trepadora, con látex blanco, flores blancas, frutos inmaduros; Borde de monte, vegetations secundária. Trepadora, con látex blanco, flores, frutos inmaduros","UEC091206","UEC091206","Ferrucci, MS","01","Nuflo de Chavez","-62.51","-16.310833","486","486","-62.51","-16.310833","2006",NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-08-20 10:26:01-03","UNICAMP","UEC","175748","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","Santos, H","131/ 2012","2012","08",NA,"Brazil","São Paulo","Mata Santa Genebra - Mata de Planalto",NA,NA,"UEC051724","UEC051724","Santos, H","09","Campinas","-47.127222","-22.816667",NA,NA,"-47.127222","-22.816667","2012","12",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:41:00-03","UNICAMP","UEC","105865","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","Marcondes-Ferreira, W; Barosela, JR; Sciamarelli, A; Moraes, MD","889","1994","03",NA,"Brazil","São Paulo","Fazenda da Barra, na estrada de Batatais-Jardinópolis. Mata na encosta de morro, ao longo de um riacho (nas duas margens).",NA,"trepadeira de beira de mata com flores brancas","UEC033599","UEC033599","Ferrucci, MS","19","Batatais","-47.5800018310547","-20.8899993896484",NA,NA,NA,NA,"2003",NA,"22006","auto",NA,NA,NA,NA,NA
"27","2021-03-01 16:41:00-03","UNICAMP","UEC","49905","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","Bernacci, LC","202","1986","04",NA,"Brazil","São Paulo","Faz. Sta. Carlota",NA,"trepadeira com frutos da florada anterior, e botões. Beira de rio em mata de planalto.","UEC033600","UEC033600","Ferrucci, MS","19","Cajuru","-47.2999992370605","-21.2700004577637",NA,NA,NA,NA,"1997",NA,"21243","auto",NA,NA,NA,NA,NA
"28","2021-03-01 16:41:00-03","UNICAMP","UEC","78794","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","Bernacci, LC; Sciamarelli, A; Moreira, JLA; Andrade, PRP; Belinello, R; Silva, AMC;","1826","1995","05",NA,"Brazil","São Paulo","antigo porto militão",NA,"trepadeira lenhosa, látex pouco abundante leitoso, frutos imaturos.; mata mesófila","UEC033597","UEC033597","Bernacci, LC","18","Cardoso","-49.9099998474121","-20.0799999237061",NA,NA,NA,NA,"1995","05","22486","auto",NA,"18",NA,NA,NA
"29","2020-06-29 09:32:26-03","UFRRJ","RBR","29980","S","Plantae",NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","R.C. Mendonça","4731","2002","03",NA,"Brasil","Goiás","Fazenda Coqueiro, Prop. Sr. Divino Pereira Dutra. Altitude: 905m. Coordenadas: 15°54#?#07' S 48°47#?#43' W",NA,NA,"RBR00029980",NA,"G.V. Somner","14","Corumbá de Goiás","-48.8086013793945","-15.9236001968384",NA,NA,NA,NA,"2007","12","41388","auto",NA,"06",NA,NA,NA
"30","2020-06-29 09:32:26-03","UFRRJ","RBR","29981","S","Plantae",NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","F.C.A. Oliveira","1109","2000","06",NA,"Brasil","Goiás","Rio São Domingos, estrada de chão entre Vazante e São Domingos. Coord: 13°28#?#16' S e 46°34#?#29' W",NA,NA,"RBR00029981",NA,"G.V. Somner","16","São Domingos","-46.3182983398438","-13.3983001708984",NA,NA,NA,NA,"2007","12","73215","auto",NA,"06",NA,NA,NA
"31","2020-12-21 16:44:41-03","MBM","MBM","179246","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","Hatschbach, G.; Pott, A.; Silva, J.M.; Pott, A.; Silva, J.M.","62379",NA,NA,"Southern America","Brazil","Mato Grosso","Rod. MT-248, km 14 de Jauru para Figueirópolis do Oeste",NA,NA,"MBM179246","MBM179246","Ferrucci, M.S.",NA,"Jauru","-58.8664016723633","-15.3418998718262",NA,NA,NA,NA,NA,NA,"40234","auto",NA,NA,NA,NA,NA
"32","2020-12-21 16:44:41-03","MBM","MBM","91522","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","Hoehne, W.","s.n.",NA,NA,"Southern America","Brazil","São Paulo","Jales",NA,NA,"MBM091522","MBM091522","Hoehne, W.",NA,"Jales","-50.5400009155273","-20.2600002288818",NA,NA,NA,NA,NA,NA,"16486","auto",NA,NA,NA,NA,NA
"33","2020-12-21 16:44:41-03","MBM","MBM","247413","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","Hatschbach, G.; Schinini, A.; Barboza, E.; Schinini, A.; Barboza, E.","70964",NA,NA,"Southern America","Brazil","Goiás","Fazenda Santa Maria, próximo a Mandassaia",NA,NA,"MBM247413","MBM247413","Ferrucci, M.S.",NA,"Campos Belos","-46.7717018127441","-13.0367002487183",NA,NA,NA,NA,NA,NA,"70364","auto",NA,NA,NA,NA,NA
"34","2020-12-21 16:44:41-03","MBM","MBM","174316","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","Hatschbach, G.; Pott, A.; Silva, J.M.; Pott, A.; Silva, J.M.","62789",NA,NA,"Southern America","Brazil","Mato Grosso","Águas Quentes",NA,NA,"MBM174316","MBM174316","Ferrucci, M.S.",NA,"Santo Antônio do Leverger","-56.0766983032227","-15.8655996322632",NA,NA,NA,NA,NA,NA,"183847","auto",NA,NA,NA,NA,NA
"35","2020-12-21 16:44:41-03","MBM","MBM","165331","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","59841",NA,NA,"Southern America","Brazil","Minas Gerais","Rod. BR-030, Tejuco",NA,NA,"MBM165331","MBM165331","Ferrucci, M.S.",NA,"Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA
"36","2015-09-04 20:04:45-03","MNHN","RECOLNAT_MNHN_P","P06602207","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","Irwin, H.S.|Grear, R.Souza.J.W.|Santos, ?R.",NA,"1966","6",NA,"Brasil","Goiás","Creek margin, ca. 78 km S.E. of Aragarças, road to Piranhas.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06602207' target='other'> <mi>dwc_moreinfo</mi></a>","P06602207","P06602207_01",NA,"22",NA,NA,NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17595",NA,NA
"37","2015-09-04 20:04:45-03","MNHN","RECOLNAT_MNHN_P","P06602209","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","Regnell",NA,"1848","4",NA,"Brasil","São Paulo",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06602209' target='other'> <mi>dwc_moreinfo</mi></a>","P06602209","P06602209_01",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2015-09-04 20:04:45-03","MNHN","RECOLNAT_MNHN_P","P06602210","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","Glaziou",NA,"1895","7",NA,"Brasil",NA,"Goyaz. Meia Ponte a Bernardo, route de Goyaz.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06602210' target='other'> <mi>dwc_moreinfo</mi></a>","P06602210","P06602210_01",NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20859",NA,NA
"39","2015-09-04 20:04:45-03","MNHN","RECOLNAT_MNHN_P","P06602211","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","Burchell",NA,NA,NA,NA,"Brasil",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06602211' target='other'> <mi>dwc_moreinfo</mi></a>","P06602211","P06602211_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6978",NA,NA
"40","2015-09-04 20:04:45-03","MNHN","RECOLNAT_MNHN_P","P06602208","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","Glaziou, A.",NA,"1895","7",NA,"Brasil","Alagoas",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06602208' target='other'> <mi>dwc_moreinfo</mi></a>","P06602208","P06602208_01",NA,"21","Roteiro","-35.9777984619141","-9.83277988433838",NA,NA,NA,NA,NA,NA,"12081","auto",NA,NA,"20859",NA,NA
"41","2020-12-11 11:41:26-03","UFMG","BHCB","36859","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.",NA,"s.n.",NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Lagoa da Prata","-45.5435981750488","-20.0224990844727",NA,NA,NA,NA,NA,NA,"21026","auto",NA,NA,NA,NA,NA
"42","2020-12-11 11:41:26-03","UFMG","BHCB","33521","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.",NA,"s.n.",NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Nova Ponte","-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"43","2020-12-11 11:41:26-03","UFMG","BHCB","33521","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.",NA,"s.n.",NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Nova Ponte","-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"44","2020-12-11 11:41:26-03","UFMG","BHCB","33447","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.",NA,"s.n.",NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA
"45","2020-12-11 11:41:26-03","UFMG","BHCB","33447","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.",NA,"s.n.",NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA
"46","2013-01-03 12:36:00-02","MO","MOBOT","100554942","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","J.P. Coulleri|J.D. Urdampilleta|J.R. Gómez Herrera","Coulleri 152","2011","4","South America","Bolivia","Santa Cruz","11.5 km SE de Ascención de Los Guarayos, camino a El Puente por ruta 9.",NA,NA,NA,NA,"J.P. Coulleri (CTES)","14","Guarayos","-63.1333333","-15.9736111","244.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"47","2018-04-25 09:05:00-03","MO","MOBOT","101041333","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","J.P. Coulleri|M. Silvia Ferrucci|et al.","Coulleri 613","2013","7","South America","Bolivia","Santa Cruz","27.6 km SE de Santa Rosa de la Roca, camino a San Ignacio.",NA,NA,NA,NA,"J.P. Coulleri","21","Chiquitos","-60.8405555","-16.5622222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"48","2013-01-28 05:13:00-02","MO","MOBOT","1092754","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","René Guillén V.|J. Guillén|M. Roca|M. Lazo|R. Dorado","Guillén Villarroel 4257","1996","4","South America","Bolivia","Santa Cruz","Inmediaciones del Parque Nacional Noel Kempff Mercado, a 24 km al W de la comunidad de San José de Campamento, sobre el camino hacia el empalme a Piso Firme, al contorno de la parcela de 500 m x 500 m. Bosque semideciduo. Suelos arcillo-arenosos de color oscuro.",NA,NA,NA,NA,"Acevedo (US)","22","Velasco","-61.24277","-15.24611","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2012-04-12 05:10:00-03","MO","MOBOT","1196566","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Serjania","platycarpa","Serjania platycarpa","Benth.","Alfredo F. Fuentes|et al.","Fuentes Claros 1862","1997","5","South America","Bolivia","Santa Cruz","Santo Corazón, nacientes del Río del mismo, 7 km al NO del pueblo. Cerrado con Callisthene, Curatella y Qualea; en la llanura coluvio aluvial a la salida del Río de la serranía.",NA,NA,NA,NA,"A. Fuentes (LPB)","1","Angel Sandoval",NA,NA,"470.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
