"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","month","day","coordinatePrecision","geoFlag"
"1","2021-03-15 16:37:00-03","NY","NYBG","137747","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Verbenaceae","Lippia","campestris","Lippia campestris","Moldenke","type fragment","P. K. H. Dusén","s.n.","1911","South America","Brazil","Paraná","Jaguariaíva","Jaguariahyva","-49.713647","-24.340602","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=355737' target='other'> <mi>dwc_moreinfo</mi></a>","NY00137747","NY00137747_01",NA,NA,NA,NA,NA
"2","2020-12-21 16:47:11-03","MBM","MBM","37823","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","campestris","Lippia campestris","Moldenke",NA,"Hatschbach, G.","37599","1975","Southern America","Brazil","Mato Grosso","Chapada dos Guimarães","Rio da Caca","-55.749698638916","-15.460599899292",NA,NA,"MBM037823","MBM037823","Moldenke, H.N.","11","15","107042","auto"
