"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"48","2019-08-20 10:00:38-03","UNICAMP","UEC","62599","S","Plantae","Orchidaceae","Corymborchis","flava","Corymborchis flava","(Sw.) Kuntze",NA,NA,NA,NA,"Bernacci, LC","1993","02","03","Brazil","São Paulo","Atibaia","Parque Municipal da Grota Funda, Mata mesófila de altitude com afloramentos rochosos no interior, intercalada com afloramentos expostos.","-46.5499992370605","-23.1100006103516",NA,NA,"Planta terrícola ca. 0,6-0,7 m alt., flores amarelas em botão, restos da inflorescência anterior na quinta folha abaixo da inflorescência em desenvolvimento.","UEC064466","UEC064466","28473","900","1400","Liliopsida",NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA
"49","2019-08-20 10:00:38-03","UNICAMP","UEC","63200","S","Plantae","Orchidaceae","Corymborchis","flava","Corymborchis flava","(Sw.) Kuntze","Pansarin, ER","2000","11",NA,"Bernacci, LC","1989","06","28","Brazil","São Paulo","Campinas","Fazenda São Vicente, Interior da mata.","-47.060001373291","-22.8999996185303",NA,NA,"Erva ca. 0,5 m alt.; frutos imaturos verde-amarelados.","UEC064464","UEC064464","25562",NA,NA,"Liliopsida",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA
"50","2019-08-20 10:00:38-03","UNICAMP","UEC","105356","S","Plantae","Orchidaceae","Corymborchis","flava","Corymborchis flava","(Sw.) Kuntze","Pansarin, ER","2006","09",NA,"Pansarin, ER","1999","02","21","Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,NA,"UEC064463","UEC064463","409",NA,NA,"Liliopsida",NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA
"51","2020-10-14 10:03:58-03","FURB","FURB","10534","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Ceolin, LM","2009","03","23","Dreveck, S.; Carneiro, F.E.","2009","02","23","Brasil","Santa Catarina","Itá","Fonte Preta.","-52.4213889","-27.2227778","-52.4213889","-27.2227778","Florística IFFSC 1861(Erva Terrícola) Habitat: Floresta Estacional Decidual; borda da mata Habito: herbácea; flor amarela","FURB34746","FURB34746","647","540","540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-10-14 10:03:58-03","FURB","FURB","11651","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Stival-Santos, A","2009","01","29","Stival-Santos, A.; Silveira, S.","2009","01","29","Brasil","Santa Catarina","Palmitos","Linha Santa Catarina.","-53.1","-27.0913889","-53.1000000","-27.0913889","Florística IFFSC 2179(Erva Terrícola) Habitat: Floresta Estacional Decidual; borda da mata Habito: herbácea; flor amarela","FURB34740","FURB34740","420","320","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-10-14 10:03:58-03","FURB","FURB","14312","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Mancinelli, WS","2010","10","10","Korte, A.; Kniess, A.","2009","09","22","Brasil","Santa Catarina","Vidal Ramos","Mina Bugre.","-49.32","-27.3597222","-49.3200000","-27.3597222","Florística IFFSC 423 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Médio a avançado Habito: erva terrícola;","FURB34759","FURB34759","281","598","598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-10-14 10:03:58-03","FURB","FURB","18036","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Stival-Santos, A","2009","12","14","Stival-Santos, A.; Legal, E. & Silveira, S.","2009","12","14","Brasil","Santa Catarina","São João Batista","Canudos.","-48.8675","-27.3597222","-48.8675000","-27.3597222","Florística IFFSC 428 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: herbácea; flor esverdeada","FURB34748","FURB34748","1444","231","231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-10-14 10:03:58-03","FURB","FURB","19540","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Stival-Santos, A","2009","12","09","Stival-Santos, A.; Legal, E. & Silveira, S.","2009","12","09","Brasil","Santa Catarina","Tijucas","Oliveira.","-48.7797223","-27.1802778","-48.7797223","-27.1802778","Florística IFFSC 523 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; comum no interior do fragmento Habito: erva terrícola; flor botão floral","FURB34749","FURB34749","1420","186","186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-10-14 10:03:58-03","FURB","FURB","20095","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Verdi, M","2010","02","01","Verdi, M.; Souza, N.L. de & Klemz, G.","2010","02","01","Brasil","Santa Catarina","Cocal do Sul","Linha Cabral.","-49.3155556","-28.6177778","-49.3155556","-28.6177778","Florística IFFSC 50 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: herbácea; flor amarela","FURB34744","FURB34744","3549","61","61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-10-14 10:03:58-03","FURB","FURB","20415","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Mancinelli, WS","2010","10","10","Dreveck, S.; Carneiro, F.E.","2010","01","26","Brasil","Santa Catarina","Jaraguá do Sul","Garibaldi.","-49.1758334","-26.5522222","-49.1758334","-26.5522222","Florística IFFSC 907 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: herbácea;","FURB34758","FURB34758","1583","180","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-10-14 10:03:58-03","FURB","FURB","21510","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Stival-Santos, A","2010","02","20","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","02","20","Brasil","Santa Catarina","Águas Mornas","Canto do Schutch.","-48.87","-27.63","-48.8700000","-27.6300000","Florística IFFSC 316 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: erva terrícola; flor amarela","FURB34753","FURB34753","1773","413","413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-10-14 10:03:58-03","FURB","FURB","21557","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Verdi, M","2010","03","23","Verdi, M.; Souza, N.L. de & Klemz, G.","2010","02","17","Brasil","Santa Catarina","Urussanga","Linha Pacheco.","-49.23","-28.4402777","-49.2300000","-28.4402777","Florística IFFSC 77 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: erva terrícola; flor amarela","FURB34742","FURB34742","3618","165","165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-10-14 10:03:58-03","FURB","FURB","21950","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Verdi, M","2010","02","22","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2010","02","22","Brasil","Santa Catarina","Orleans","Barra do Rio Novo.","-49.3191667","-28.3480555","-49.3191667","-28.3480555","Florística IFFSC 97 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: terrícola; flor amarela","FURB34739","FURB34739","3730","206","206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-10-14 10:03:58-03","FURB","FURB","22484","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Cadorin, TJ","2010","03","10","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","03","10","Brasil","Santa Catarina","Florianópolis","Parque Municipal da Lagoa do Peri.","-48.535","-27.7241667","-48.5350000","-27.7241667","Florística IFFSC e8003a (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: erva terrícola; flor amarela","FURB34750","FURB34750","1456","317","317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-10-14 10:03:58-03","FURB","FURB","22597","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Schmitt, JL","2010","03","12","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","03","12","Brasil","Santa Catarina","Florianópolis","Vargem Grande.","-48.43","-27.4791667","-48.4300000","-27.4791667","Florística IFFSC e8005a (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: erva terrícola; flor amarela","FURB34743","FURB34743","1601","211","211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-10-14 10:03:58-03","FURB","FURB","23321","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Schmitt, J","2010","04","20","Schmitt, J.L.; Cadorin, T.J. & Caglioni, E.","2010","04","06","Brasil","Santa Catarina","Botuverá","Cinema.","-49.23","-27.27","-49.2300000","-27.2700000","Florística IFFSC e466b (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: erva terrícola; Fruto em desenvolvimento; flor amarela","FURB34741","FURB34741","1906","569","569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-10-14 10:03:58-03","FURB","FURB","23937","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Verdi, M","2010","04","28","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","04","10","Brasil","Santa Catarina","São Martinho","Estrada Geral São Luiz/SC - 407.","-48.9583333","-28.1683334","-48.9583333","-28.1683334","Florística IFFSC 147 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: erva terrícola; flor amarela","FURB34745","FURB34745","4322","89","89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-10-14 10:03:58-03","FURB","FURB","24095","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Verdi, M","2010","04","09","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","04","09","Brasil","Santa Catarina","Rio Fortuna","Rio Indaiá.","-49.0497222","-28.1694445","-49.0497222","-28.1694445","Florística IFFSC 146 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: erva terrícola; flor amarela","FURB34751","FURB34751","4272","229","229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-10-14 10:03:58-03","FURB","FURB","24906","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Verdi, M","2010","05","05","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","05","05","Brasil","Santa Catarina","Santa Rosa de Lima","Nova Fátima.","-49.1369444","-28.0805556","-49.1369444","-28.0805556","Florística IFFSC 170 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: erva terrícola; flor amarela","FURB34735","FURB34735","4663","276","276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-10-14 10:03:58-03","FURB","FURB","25285","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Schmitt, JL","2010","04","27","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","04","27","Brasil","Santa Catarina","Praia Grande","Trilha do Rio do Boi.","-50.0744445","-29.205","-50.0744445","-29.2050000","Florística IFFSC e01a (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: erva terrícola; Fruto verde;","FURB34736","FURB34736","2101","330","330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-10-14 10:03:58-03","FURB","FURB","25878","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"Korte, A.; Kniess, A.","2010","05","07","Brasil","Santa Catarina","Pouso Redondo","Alto Pombinhas.","-50.0416666","-27.2705556","-50.0416666","-27.2705556","Florística IFFSC 457 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Inicial; interior do fragmento Habito: erva terrícola;","FURB34733","FURB34733_1 FURB34733_2","3154","475","475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-10-14 10:03:58-03","FURB","FURB","26076","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Rigon-Junior, MJ","2010","08","10","Korte, A.; Kniess, A.","2010","05","19","Brasil","Santa Catarina","Apiúna","Ribeirão Vinte.","-49.4108333","-27.09","-49.4108333","-27.0900000","Florística IFFSC 575 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: erva terrícola;","FURB34737","FURB34737","3288","333","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-10-14 10:03:58-03","FURB","FURB","30341","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Schmitt, JL","2010","10","13","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","06","24","Brasil","Santa Catarina","Praia Grande","Trilha do Rio do Boi.","-50.0744445","-29.205","-50.0744445","-29.2050000","Florística IFFSC e01b (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: erva terrícola; Fruto verde;","FURB34756","FURB34756","2822","330","330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-10-14 10:03:58-03","FURB","FURB","30393","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Cadorin, TJ","2010","08","15","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","06","21","Brasil","Santa Catarina","Florianópolis","Vargem Grande.","-48.43","-27.4791667","-48.4300000","-27.4791667","Florística IFFSC e8005b (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: erva terrícola; Fruto com fruto;","FURB34738","FURB34738","2738","211","211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-10-14 10:03:58-03","FURB","FURB","31056","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"Korte, A.; Kniess, A.","2010","06","29","Brasil","Santa Catarina","José Boiteux","Rio Platê.","-49.6805556","-26.8202778","-49.6805556","-26.8202778","Florística IFFSC 743 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: erva terrícola; Fruto com fruto;","FURB34732","FURB34732","3938","394","394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-10-14 10:03:58-03","FURB","FURB","31719","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Korte, A","2010","10","13","Korte, A.; Kniess, A.","2010","10","13","Brasil","Santa Catarina","Águas Mornas","Rio Miguel.","-48.9608333","-27.7202778","-48.9608333","-27.7202778","Florística IFFSC 284 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: erva terrícola;","FURB34755","FURB34755","4727","460","460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-10-14 10:03:58-03","FURB","FURB","34309","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Korte, A","2011","03","22","Korte, A.","2011","03","07","Brasil","Santa Catarina","Massaranduba","Guarani.","-48.96","-26.6344444","-48.9600000","-26.6344444","Florística IFFSC 863 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Médio Habito: erva terrícola; flor amarela","FURB34757","FURB34757","6153","335","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-08 08:54:17-03","FURB","FURB","34395","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Caetano, JO","2011","03","31","Caetano, J.O.","2011","03","30","Brasil","Santa Catarina","Benedito Novo","Alto Benedito.","-49.4175","-26.7738889","-49.4175000","-26.7738889",NA,"FURB34754","FURB34754","7","295","295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-11-08 08:54:17-03","FURB","FURB","38101","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Kassner-Filho, A","2012","04","03","Sevegnani, L.","2012","04","02","Brasil","Santa Catarina","Blumenau","RPPN Bugerkopf.","-49.075","-27.0052778","-49.0750000","-27.0052778",NA,"FURB34734","FURB34734",NA,"200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-11-08 08:54:17-03","FURB","FURB","40767","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Funez, L.A.","2013","03","31","Funez, L.A.","2013","03","31","Brasil","Santa Catarina","Blumenau","RPPN Bugerkopf, trilha da cachoeira.","-49.0725","-27.0061111","-49.0725000","-27.0061111",NA,"FURB34752","FURB34752","1944","302","302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-10-14 10:03:58-03","FURB","FURB","49730","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Schwirkowski, P","2016","03","26","Schwirkowski, P.","2016","03","26","Brasil","Santa Catarina","São Bento do Sul","Rio Natal. No riacho próximo à entrada da rua em direção ao Morro da Igreja.","-49.2744445","-26.3572222","-49.2744445","-26.3572222",NA,"FURB49730","FURB49730","1662","250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-09 14:47:03-03","FURB","FURB","52988","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Kassner-Filho, A","2017","03","11","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2017","03","11","Brasil","Santa Catarina","Benedito Novo",NA,"-49.5","-26.82","-49.5000000","-26.8200000",NA,"FURB52988","FURB52988","43","690","690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-11-08 08:54:17-03","FURB","FURB","55056","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Kassner-Filho, A.","2017","09","29","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2017","09","29","Brasil","Santa Catarina","Rio Fortuna",NA,"-49.1369444","-28.0805556","-49.1369444","-28.0805556","fruto imaturo Habitat: interior do fragmento Habito: erva","FURB55056","FURB55056","1092","276","276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-10-14 10:03:58-03","FURB","FURB","57203","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Kassner-Filho, A.","2018","02","16","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2018","02","16","Brasil","Santa Catarina","José Boiteux",NA,"-49.68","-26.82","-49.6800000","-26.8200000","flor amarela Habitat: interior do fragmento florestal Habito: erva","FURB57203","FURB57203","2050","394","394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-10-14 10:03:58-03","FURB","FURB","59489","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Kassner-Filho, A.","2018","06","16","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","06","16","Brasil","Santa Catarina","Urussanga",NA,"-49.23","-28.4402777","-49.2300000","-28.4402777","fruto imaturo Habitat: interior da unidade amostral Habito: erva terrícola","FURB59489","FURB59489","2852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-11-08 08:54:17-03","FURB","FURB","7438","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Ceolin, LM","2008","05","08","Ceolin, L.M.","2008","05","08","Brasil","Santa Catarina","Blumenau","Mata nos arredores da FURB.","-49.0791667","-26.9052778","-49.0791667","-26.9052778",NA,"FURB02734","FURB02734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-10-14 10:03:58-03","FURB","FURB","9092","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Ceolin, LM","2008","04","08","Gasper, A.L. de; Dreveck, S. & Brogni, E.","2008","04","08","Brasil","Santa Catarina","Santa Terezinha","Morro do Taió.","-50.04","-26.73","-50.0400000","-26.7300000","Florística IFFSC 796. Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior Habito: terrícola; flor amarela","FURB34747","FURB34747","1675","765","765",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-03-16 17:50:18-03","UCS","HUCS","41901","PreservedSpecimen","Plantae","Orchidaceae","Corymborchis","flava","Corymborchis flava","(Sw.) Kuntze","Verdi, M.","2010","04","28","Verdi, M.","2010","04","10","Brasil","Santa Catarina","São Martinho","Estrada geral São Luiz , SC 407","-48.958333","-28.168333","-48.958333","-28.168333","Joinvillea 14153.; Floresta Ombrófila Densa, estadio avançado de sucessão, terrícola",NA,NA,"4322","89","89","Angiospermae","Asparagales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-08-16 08:40:23-03","UTFPR","HCF","25264","S","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","M.G. Caxambu","2018","04","20","E.L. Siqueira","2018","03","28","Brasil","PR","Nova Tebas","Estação Ecológica Municipal Dr. Orlando","-51.907417","-24.355778","51°54'26,7 W","24°21'20,8 S","erva ca. 0,40 m, heliófita, ereta. Flores amarelas.",NA,NA,"2565","414","414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-08-16 08:40:23-03","UTFPR","HCF","19098","S","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","M.G. Caxambu","2016","02","10","M.G. Caxambu","2016","02","25","Brasil","PR","Foz do Iguaçu","Parque Nacional do Iguaçu, trilha do","-54.434611","-25.614194","54°26'04,6 W","25°36'51,1 S","erva ca. 1,30 m, ciófila, terrestre. Flores amarelas.",NA,NA,"7268","217","217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-08-16 08:40:23-03","UTFPR","HCF","23140","S","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","M.G. Caxambu","2017","08","16","E.L. Siqueira","2017","08","02","Brasil","PR","Nova Tebas","Estação Ecológica Municipal Reinaldo","-51.952583","-24.367972","51°57'09,3 W","24°22'04,7 S","erva ca. 1 m, semi-ciófila. Frutos verdes.",NA,NA,"2282","585","585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-08-16 08:40:23-03","UTFPR","HCF","19035","S","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","M.G. Caxambu","2016","02","23","M.G. Caxambu","2016","02","11","Brasil","PR","Céu Azul","Parque Nacional do Iguaçu, Trilha do Rio","-53.821806","-25.132722","53°49'18,5 W","25°07'57,8 S","erva ca. 1 m, semi-ciófila, terrestre. Flores amarelas.",NA,NA,"7232","664","664",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-08-16 08:40:23-03","UTFPR","HCF","19027","S","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","M.G. Caxambu","2016","02","23","M.G. Caxambu","2016","02","04","Brasil","PR","Mato Rico","Estação Ecológica Municipal Colombo","-52.237056","-24.748667","52°14'13,4 W","24°44'55,2 S","erva ciófila, terrestre, ca. 0,50 m. Flores amarelas. Ocasional.",NA,NA,"7224","670","670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-08-16 08:40:23-03","UTFPR","HCF","25939","S","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","M.G. Caxambu","2018","07","30","E.L. Siqueira","2018","04","09","Brasil","PR","Moreira Sales","RPPN Moreira Sales","-53.033611","-24.067639","53°02'01 W","24°04'03,5 S","erva ciófila, ereta, ca. 1 m. Flores amarelas.",NA,NA,"2656","488","488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-08-16 08:40:23-03","UTFPR","HCF","4791","S","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","M.G. Caxambu","2007","03","01","L.A. Martins","2007","02","02","Brasil","PR","Campo Mourão","Parque Estadual Lago Azul (PELA)","-52.3830986022949","-24.0456008911133",NA,NA,"herbácea, ciófila, ca. 1 m, na beira da trilha. Flores amarelas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA
"93","2020-09-02 11:21:30-03","UFSM","SMDB","13820","S","Plantae","Orchidaceae","Corymborchis","flava","Corymborchis flava","(Sw.) Kuntze","Portalet, A","2011",NA,NA,"Portalet, A; Radtke, G","2011","03",NA,"Brasil","Rio Grande do Sul","Santa Maria","Bairro Camobi - morro do Elefante","-53.8069000244141","-29.6842002868652",NA,NA,"Terrícola de interior de mata, planta com folhas alternas, plissadas e oblongo-lanceoladas. Caule fino e raízes finas, haste floral em corimbo com flores amarelas","SMDB013820",NA,"106",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA
