"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","typeStatus","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","previousCatalogNumber","fieldNumber","individualCount","sex"
"227","2019-08-27 13:31:49-03","IAP","PACA-AGP","4455","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.","Daniel Ruschel","2003","03","14","Rambo, B.","1941","02","08","Brasil","RS","São Francisco de Paula","Fazenda Englert","-50.5835990905762","-29.4480991363525",NA,NA,"Habitat: In araucarieto Fenofase: inflorescencia nova","PACA004455",NA,NA,NA,NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,"76715","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"228","2019-08-27 13:31:49-03","IAP","PACA-AGP","97220","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.","J. Mauhs",NA,NA,NA,"Mauhs, J.","1993","11","06","Brasil","RS","São Francisco de Paula","FLONA","-50.5835990905762","-29.4480991363525",NA,NA,"HEDU 9982 Habitat: Interior de mata nativa Hábito: arbusto","PACA097220",NA,NA,NA,NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,"76715","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"229","2019-10-18 16:50:12-03","IAP","PACA-AGP","108065","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.","Sobral",NA,NA,NA,"R. Zaremba","1998","09","18","Brasil","RS","São Francisco de Paula","Flona A1","-50.5835990905762","-29.4480991363525",NA,NA,"Habitat: interior de mata","PACA108065",NA,"384",NA,NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,"76715","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"230","2019-08-27 13:31:49-03","IAP","PACA-AGP","95553","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.","C. Mondin","1998","10",NA,"Mondin, C.","1998","09","18","Brasil","RS","São Francisco de Paula","FLONA, ÁREA 3","-50.5835990905762","-29.4480991363525",NA,NA,"HASU 6888&nf;c/ ca. 50 cm alt. Habitat: Na mata Hábito: erva","PACA095553",NA,"1465",NA,NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,"76715","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"231","2019-08-27 13:31:49-03","IAP","PACA-AGP","95554","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.","Stephen F. Smith","1995","09",NA,"R. Wasum et al.","1995","07","12","Brasil","RS","São Francisco de Paula","Floresta Nacional III","-50.5835990905762","-29.4480991363525",NA,NA,"HASU 6590&nf;HUCS 10703 Habitat: Interior de mata","PACA095554",NA,NA,NA,NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,"76715","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"232","2019-08-27 13:31:49-03","IAP","PACA-AGP","25153","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.","Daniel Ruschel","2003","03","14","F. Theissen SJ","1907",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,"Habitat: In silvula campestri Fenofase: flor","PACA025153",NA,NA,NA,NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"233","2019-08-27 13:31:49-03","IAP","PACA-AGP","33372","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.","Elsie F. Guimarães","1985","01",NA,"W. Weber SJ","1946","09","10","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,"Habitat: In silva campestri Fenofase: flor","PACA033372",NA,NA,NA,NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"234","2019-08-27 13:31:49-03","IAP","PACA-AGP","7652","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.","Daniel Ruschel","2003","03","14","F. Theissen SJ","1907",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,"Habitat: In silva campestri Fenofase: fruto submaturo","PACA007652",NA,"363",NA,NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"235","2019-08-27 13:31:49-03","IAP","PACA-AGP","41882","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.","Daniel Ruschel","2003","03","14","Rambo, B.","1949","06","06","Brasil","RS","São Leopoldo","Reutersberg","-51.1472015380859","-29.7602996826172",NA,NA,"Habitat: In silva primaeva Fenofase: infl. novissimis","PACA041882",NA,NA,NA,NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"236","2019-08-27 13:31:49-03","IAP","PACA-AGP","42741","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.","Daniel Ruschel","2003","03","14","Rambo, B.","1949","08","05","Brasil","RS","Sapucaia do Sul",NA,"-51.1483001708984","-29.8246994018555",NA,NA,"Habitat: In silva campestri Fenofase: infl. semievolutis","PACA042741",NA,NA,NA,NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,"7291","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"237","2019-08-27 13:31:49-03","IAP","PACA-AGP","42042","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.","Daniel Ruschel","2003","03","14","Rambo, B.","1949","06","18","Brasil","RS","Sapucaia do Sul","ad montem Sapucaia","-51.1483001708984","-29.8246994018555",NA,NA,"Habitat: In silva primaeva Fenofase: fruto maturo","PACA042042",NA,NA,NA,NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,"7291","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"238","2019-08-27 13:31:49-03","IAP","PACA-AGP","30577","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.","Daniel Ruschel","2003","03","14","Reitz, R.","1943","10","20","Brasil","SC","Araranguá","Turvo","-49.4858016967773","-28.934700012207",NA,NA,"Habitat: In silva Fenofase: fruto submaturo","PACA030577",NA,"937",NA,NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,"19353","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"239","2019-08-27 13:31:49-03","IAP","PACA-AGP","61030","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.","Daniel Ruschel","2003","03","14","J. Mattos","1956","12","25","Brasil","SC","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,"Habitat: In araucarieto Fenofase: flor","PACA061030",NA,NA,NA,NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,"70701","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"240","2019-08-27 13:31:49-03","IAP","PACA-AGP","31586","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.","Daniel Ruschel","2003","03","14","Rambo, B.","1946","02","05","Brasil","SC","Sombrio","Araranguá","-49.61669921875","-29.113899230957",NA,NA,"Habitat: In silva Fenofase: fruto submaturo","PACA031586",NA,NA,NA,NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,"16515","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"241","2020-12-20 21:18:52-03","UFV","VIC","30775","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud",NA,NA,NA,NA,"Botelho, M.V.J.; Botelho, M.V.J.","1995","09","23","Brasil","Paraná","Tibagi","Rio Tibagi,saida para Castro","-50.4136009216309","-24.5093994140625",NA,NA,"Herbácea.","VIC030775","VIC030775","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA
"242","2020-12-20 21:18:52-03","UFV","VIC","30782","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud",NA,NA,NA,NA,"Chagas, F.; Silva","1985","05","30","Brasil","Paraná","Londrina","Floresta Godoy","-51.1627998352051","-23.3103008270264",NA,NA,"Arbusto de 1 m de floresta,inflorescência esverdeada,escassa na área.","VIC030782","VIC030782","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"243","2020-12-20 21:18:52-03","UFV","VIC","30783","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud",NA,NA,NA,NA,"Francisco, E.M.; et al.","1999","09","23","Brasil","Paraná","Cornélio Procópio","Mata São francisco","-50.6467018127441","-23.1811008453369",NA,NA,"Arbusto de 1 m, frutos imaturos verde trilha de mata.","VIC030783","VIC030783","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"23842","auto",NA,NA,NA,NA,NA,NA,NA
"244","2020-02-27 16:44:09-03","UFSC","CTBS","2045","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.","Oliveira, A.A.","2010","08","18","Verdi, M.; Souza, N.L.; Klemz, G. & Klettenberg, D.H.","2010","04","03","Brasil","Santa Catarina","Laguna","Laranjeiras","-48.87","-28.44","48°52'12W","28°26'24S","Floresta Ombrófila Densa; Estágio Médio; interior do fragmento; arbustiva;",NA,NA,"4631","246","246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FURB 25980",NA,NA,NA
"245","2020-02-27 16:44:09-03","UFSC","CTBS","2126","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.","Oliveira, A.A.","2010","08","18","Verdi, M.; Souza, N.L.; Klemz, G. & Klettenberg, D.H.","2010","05","05","Brasil","Santa Catarina","Rio Fortuna","Nova Fátima","-49.136944","-28.080556","49°08'13W","28°04'50S","Floresta Ombrófila Densa; Estágio Médio; arbusto.",NA,NA,"4648","276","276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FURB 25918",NA,NA,NA
"246","2020-02-27 16:44:09-03","UFSC","CTBS","2127","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.","Guimarães, E.","2010","06",NA,"Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","03","16","Brasil","Santa Catarina","Florianópolis","Pântano do Sul ( Parque Municipal da Lagoinha Leste)","-48.4925","-27.775278","48°29'33W","27°46'31S","Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento; arbusto.",NA,NA,"1698","46","46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FURB 22998",NA,NA,NA
"247","2021-03-24 17:09:47-03","UFES","SAMES","7369","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.","Guimarães,E.",NA,NA,NA,"Verdi,M.; Klettenberg,D.H.;Klemz,G.",NA,NA,NA,"Brasil","Santa Catarina","Jacinto Machado","Tenente","-49.763599395752","-28.9974994659424","-498600000.0","-290700000.0","Habitat: Floresta Ombrófila Densa Habito: Arbusto","SAMES07369",NA,"2672","80","80",NA,NA,NA,NA,NA,NA,"23999","auto",NA,NA,NA,NA,NA,NA,NA
"248","2021-03-24 17:09:47-03","UFES","SAMES","7010","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.",NA,NA,NA,NA,"Korte,A.","2011","03","10","Brasil","Santa Catarina","Trombudo Central",NA,"-49.7902984619141","-27.2992000579834","-495136111.0","-272136111.0","Habito: Arbusto","SAMES07010",NA,"324",NA,NA,NA,NA,NA,NA,NA,NA,"10681","auto",NA,NA,NA,NA,NA,NA,NA
"249","2021-03-24 17:09:47-03","UFES","SAMES","6934","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.",NA,NA,NA,NA,"Verdi,M.; Souza,N.L.;Klemz,G.;Klettenberg,D.H.","2014","04","28","Brasil","Santa Catarina","Garopaba","Morro de Ressacada.","-48.6133003234863","-28.0233001708984","-484125000.0","-280447222.0","Habito: Arbusto","SAMES06934",NA,"4505",NA,NA,NA,NA,NA,NA,NA,NA,"11115","auto",NA,NA,NA,NA,NA,NA,NA
"250","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0044525","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.","R. Callejas",NA,NA,NA,"P. I. Oliveira","1984","8","23","Brazil","Parana",NA,"Parque Barigui (mun. Curitiba).","-49.237331","-25.442591",NA,NA,"Sublenhosa 1 m; espigas alvas.",NA,NA,"814","880",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2019-11-21 14:41:58-03","UFJF","CESJ","61343","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","Steud.","L.H.Soares-Silva","2011","03","28","L.H.Soares-Silva; R.Farias; J.A. Carvalho","2002","01","11","Brasil","Goiás","Alto Paraíso de Goiás","Camping Portal da Chapada, Lat.: 14º09'53S, Lon.:47º35'58W, Alt.:1164m.","-47.5099983215332","-14.1324996948242",NA,NA,"Mata de galeria. Inflorescência castanha. Arbusto, 0,8m alt.","CESJ061343",NA,"1184",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,"44724","auto",NA,NA,NA,NA,NA,NA,NA
"252","2019-11-21 14:41:58-03","UFJF","CESJ","38270","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","Steud.","M.Carvalho-Silva","2001",NA,NA,"G. Hatschbach; et al.","1995","10","24","Brasil","Mato Grosso","Porto Estrela","Rod. MT-343, Córrego Ribeirão","-57.2275009155273","-15.3243999481201",NA,NA,"Erva, 35cm, espigas alvas. Mata.","CESJ038270",NA,"63816",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,"59745","auto",NA,NA,NA,NA,NA,NA,NA
"253","2019-11-21 14:41:58-03","UFJF","CESJ","32192","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","Steud.","G. Hatschbach","1999",NA,NA,"J. Carneiro","1999","07","20","Brasil","Paraná","Jundiaí do Sul","Fazenda Monte Verde","-50.247501373291","-23.4367008209229",NA,NA,"Subarbusto delgado, 1m, espigas alvas. Mata degradada.","CESJ032192",NA,"s.n.",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,"17300","auto",NA,NA,NA,NA,NA,NA,NA
"254","2019-11-21 14:41:58-03","UFJF","CESJ","64595","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","Steud.","J. Cordeiro; E. Barboza","2008",NA,NA,"E.L. Siqueira; et al.","2007","11","10","Brasil","Paraná","Dois Vizinhos","Campus da UTFPR - arredores","-53.125639","-25.687444","-53.125639","-25.687444","Arbusto ca. 1,8m, heliófito. Com frutos espiciformes.","CESJ064595",NA,"95","513","513","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2019-11-21 14:41:58-03","UFJF","CESJ","61754","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","Steud.","E.F.Guimarães","2009","08","11","V.M.Cotarelli; E.M.Francisco","2008","05","21","Brasil","Paraná","Londrina","Estancia Patrial, Lat:23º22'S; Lon:51º14'W","-51.1627998352051","-23.3103008270264",NA,NA,"Herbácea, 50m alt., inflorescência clara.","CESJ061754",NA,"116",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"256","2019-11-21 14:41:58-03","UFJF","CESJ","62242","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","Steud.","E.F.Guimarães","2009","08","11","V.M.Cotarelli; E.M.Francisco","2008","11","04","Brasil","Paraná","Londrina","Faz Santa Helena, Lat.: 23º24'S; Lon.: 51º14'W","-51.1627998352051","-23.3103008270264",NA,NA,"Planta escandente, inflorescências tipo espiga, verde escuras.","CESJ062242",NA,"362",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"257","2021-04-07 11:47:05-03","UFMS","CGMS","78387","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.",NA,NA,NA,NA,"C. Stellfeld","1956","08","19","Brasil","Paraná","Catupê","Aviário Estadual.",NA,NA,NA,NA,"Espigas brancas. Habitat: Capão higrófilo. Habito: Erva.","CGMS1111398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2021-04-07 11:47:05-03","UFMS","CGMS","63408","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.","M. Carvalho-Silva","2001",NA,NA,"G. Hatschbach; A. Pott; V.J. Pott; E. Barbosa","1995","10","24","Brasil","Mato Grosso","Porto Estrela","Rodovia MT-343, Córrego Ribeirão.","-57.2275009155273","-15.3243999481201",NA,NA,"Espiga alva. Habitat: Mata. Habito: Erva, 35 cm de altura.","CGMS1096376",NA,"63816",NA,NA,NA,NA,NA,NA,NA,NA,"59745","auto",NA,NA,NA,NA,NA,NA,NA
"259","2021-04-07 11:47:05-03","UFMS","CGMS","41239","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.","E.F. Guimarães","2009","08","11","A.O.S. Vieira; et al.","1987","08","01","Brasil","Paraná","Londrina","Fazenda Jacoticaba Maravilha.","-51.1627998352051","-23.3103008270264",NA,NA,"Inflorescência branca. Doação FUEL.","CGMS1071221",NA,"185",NA,NA,NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"260","2021-04-07 11:47:05-03","UFMS","CGMS","39196","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.","E.F. Guimarães","2009","08","11","K.K. Kita; E.D. Mauri; A. Ferreira",NA,NA,NA,"Brasil","Paraná","Maringá",NA,"-51.9385986328125","-23.4253005981445",NA,NA,"Inflorescência verde. Doação HUEM.","CGMS1068578",NA,"1130",NA,NA,NA,NA,NA,NA,NA,NA,"19250","auto",NA,NA,NA,NA,NA,NA,NA
"261","2021-04-07 11:47:05-03","UFMS","CGMS","78386","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.",NA,NA,NA,NA,"R. Kummrow; G. Pringle, O.S. Ribas","1988","08","23","Brasil","Paraná","Rio Negro","Lajeado.","-49.7975006103516","-26.1058006286621",NA,NA,NA,"CGMS1111397",NA,"3058",NA,NA,NA,NA,NA,NA,NA,NA,"31514","auto",NA,NA,NA,NA,NA,NA,NA
"262","2021-03-01 16:37:58-03","UNICAMP","UEC","121793","S","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steub.","Souza, VC",NA,NA,NA,"Souza, FM; Duarte, AR; Sampaio, D; Bernhardt, R; Rodrigues, RR; et al.","2001","04","12","Brazil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Rio Branco. Ca. 700- 800 m.s.m. Transição Floresta Altomontana- Floresta de encosta com campos adjacentes.","-46.7","-23.983333","-46.7","-23.983333","Arbusto, ca. 2,5 m alt. Espigas verdes.","UEC150049","UEC150049","96",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2021-03-01 16:37:58-03","UNICAMP","UEC","121794","S","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steub.","Souza, VC",NA,NA,NA,"Souza, FM; Duarte, AR; Sampaio, D; Bernhardt, R; Rodrigues, RR; et al.","2001","04","17","Brazil","São Paulo","Itanhaém","Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos. 30-180 msm.","-46.824417","-24.041222","-46.824417","-24.041222","Arbusto, ca. 1,5m alt. Espigas verdes.","UEC150041","UEC150041","228",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2020-02-10 17:56:31-03","UNICAMP","UEC","148792","S","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steub.","Guimarães, EF","2008","10",NA,"Aranha, BA","2006","10","22","Brazil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela J","-45.084167","-23.366389","-45.084167","-23.366389",NA,"UEC150043","UEC150043","315","380","380","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2021-03-01 16:37:58-03","UNICAMP","UEC","160929","S","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steub.","Cavalin, PO","2010","06",NA,"Cavalin, PO","2009","11","12","Brazil","São Paulo","Ubatuba","Fazenda Capricórnio","-45.092778","-23.396667","-45.092778","-23.396667","Sub-bosque Floresta Ombrófila Densa.","UEC039352","UEC039352","41","348","395","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2020-02-10 17:56:31-03","UNICAMP","UEC","188294","S","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steub.",NA,NA,NA,NA,"Verdi, M; Souza, NL; Klemz, G; Klettenberg, DH","2010","04","28","Brazil","Santa Catarina",NA,NA,"-48.683333","-28.066667","-48.683333","-28.066667",NA,"UEC115976","UEC115976","4505","147","147","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2021-03-01 16:37:58-03","UNICAMP","UEC","89214","S","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steub.",NA,NA,NA,NA,"Barbosa, MR; et al.","1993","11","15","Brazil","Rio de Janeiro","Parati","Praia das Laranjeiras, Floresta de Encosta.","-44.656944","-23.328333","-44.656944","-23.328333","Arbusto, ca. 1,10m altura.","UEC150050","UEC150050","29174",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2021-03-01 16:37:58-03","UNICAMP","UEC","146507","S","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steub.","Ruschel, D","2005",NA,NA,"Kinupp, VF; et al.","1997","08","01","Brazil","Paraná","Cambé","Parque Municipal Danziger Hof","-51.2783012390137","-23.2758007049561",NA,NA,"Erva 1,5 m; inflorescências cremes; Mata ciliar.&nf;Nome vulgar: Erva-de-junta, pimenteira.","UEC150044","UEC150044","697",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"29438","auto",NA,NA,NA,NA,NA,NA,NA
"269","2021-03-01 16:37:58-03","UNICAMP","UEC","146508","S","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steub.","Ruschel, D","2005",NA,NA,"Pavão, OC; et al.","1999","07","08","Brazil","Paraná","Cornélio Procópio","Mata São Francisco","-50.6467018127441","-23.1811008453369",NA,NA,"Arbusto 1,0 m; flores brancas; frutos jovens; trilha da mata.","UEC150045","UEC150045","s.n.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"23842","auto",NA,NA,NA,NA,NA,NA,NA
"270","2021-03-01 16:37:58-03","UNICAMP","UEC","51164","S","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steub.","Callejas, R","1985",NA,NA,"Oliveira, PI","1984","08","23","Brazil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,"Sublenhosa 1 m; espigas alvas. Do capão.","UEC150047","UEC150047","814",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"271","2021-03-01 16:37:58-03","UNICAMP","UEC","56419","S","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steub.","Waechter, JL","1988","10","14","Jarenkow, JA; Waechter, JL","1986","07","29","Brazil","Rio Grande do Sul","Capão do Leão","Horto Botânico Irmão Teodoro Luis","-52.4838981628418","-31.7632999420166",NA,NA,"Subarbusto, interior de mata, com ca. 50 cm de altura. Espigas brancas.","UEC150046","UEC150046","454",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"28605","auto",NA,NA,NA,NA,NA,NA,NA
"272","2021-03-01 16:37:58-03","UNICAMP","UEC","81574","S","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steub.","Waechter, JL","1991","04","01","Jarenkow, JA; Waechter, JL","1990","08","31","Brazil","Rio Grande do Sul","Torres","Tajuva","-49.7268981933594","-29.3353004455566",NA,NA,"Arbusto em interior de mata pluvial de encosta atlântica. Espigas esbranquiçadas.","UEC150042","UEC150042","1705",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA
"273","2021-03-01 16:37:58-03","UNICAMP","UEC","86995","S","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steub.",NA,NA,NA,NA,"Figueiredo, RA","1996","11","01","Brazil","São Paulo","Jundiaí","Estação Experimental do IAC","-46.8800010681152","-23.1800003051758",NA,NA,"Arbusto, inflorescências creme, odor cítrico adocicado.","UEC150048","UEC150048","35309",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA
"274","2020-12-04 13:19:34-03","UDESC","LUSC","8555","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides xylosteoides",NA,"Guimarães, E.","2011","05","18","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","03","16","Brasil","Santa Catarina","Florianópolis","Pântano do Sul ( Parque Municipal da Lagoinha do Leste ).","-48.5491981506348","-27.596700668335",NA,NA,NA,"LUSC008988","LUSC008988","1698",NA,NA,NA,NA,NA,NA,NA,"xylosteoides","27000","auto",NA,NA,NA,NA,NA,NA,NA
"275","2019-01-17 11:26:53-02","PUCRS","MPUC","17560","S","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.","P.J.S. Silva Filho","2011","01","01",NA,"2010","09","01","Brasil","RS","Viamão","Parque Saint#?#Hilaire","-51.0155556","-30.2766667","-51.0155556000","-30.2766667000",NA,NA,NA,NA,NA,NA,NA,"Piperales","South America",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"1157","1",NA
