"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","typeStatus","recordNumber","continentOcean","coordinatePrecision","geoFlag"
"1","2020-11-04 11:06:58-03","ESALQ","ESA","78171","PreservedSpecimen","Plantae","Magnoliophyta","Eriocaulaceae","Paepalanthus","lepidus","Paepalanthus lepidus","Andrade, E.L.","2009","Souza, V.C.; Romão, G.O.; Sampaio, D.","2002","03","01","Brasil","Minas Gerais","Santana do Riacho","Estrada Santana do Riacho - Lapinha, ca. 7 km após Santana do Riacho. Campo rupestre","-434.151","-190.743","-434,151","-190,743","1100","1100","Erva; capítulos creme.","ESA078171","ESA078171",NA,NA,NA,NA,NA,NA
"2","2020-12-11 11:44:05-03","UFMG","BHCB","62728","PreservedSpecimen","Plantae","Monocotyledon","Eriocaulaceae","Paepalanthus","lepidus","Paepalanthus lepidus",NA,NA,"Silveira, A de","1905","04",NA,"Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,"Provavelmente Isotypus; Coletada em abr/1905",NA,NA,"Silveira","Isotypus","374","Southern America",NA,NA
"3","2021-03-08 15:43:58-03","MN","R-TIPOS","140556a","PreservedSpecimen","Plantae",NA,"Eriocaulaceae","Paepalanthus","lepidus","Paepalanthus lepidus","Hensold, N.","1986","Silveira, A.A.","1905","04",NA,"Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,"R000140556a","R000140556a_001","Silveira","Isotypus","HS - 374",NA,NA,NA
"4","2021-03-08 15:43:58-03","MN","R-TIPOS","140556b","PreservedSpecimen","Plantae",NA,"Eriocaulaceae","Paepalanthus","lepidus","Paepalanthus lepidus","Hensold, N.","1986","Silveira, A.A.","1905","04",NA,"Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,"R000140556b","R000140556b_001","Silveira","Isotypus","HS - 374",NA,NA,NA
"5","2021-03-08 15:43:58-03","MN","R-TIPOS","140556c","PreservedSpecimen","Plantae",NA,"Eriocaulaceae","Paepalanthus","lepidus","Paepalanthus lepidus","Hensold, N.","1986","Silveira, A.A.","1905","04",NA,"Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,"R000140556c","R000140556c_001","Silveira","Isotypus","HS - 374",NA,NA,NA
"6","2021-03-08 15:43:58-03","MN","R-TIPOS","140556","PreservedSpecimen","Plantae",NA,"Eriocaulaceae","Paepalanthus","lepidus","Paepalanthus lepidus","Hensold, N.","1986","Silveira, A.A.","1905","04",NA,"Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,"R000140556","R000140556_001","Silveira","Holotypus","HS - 374",NA,NA,NA
"7","2019-11-21 10:03:41-03","IBt","SP","209810","S","Plantae",NA,"Eriocaulaceae","Paepalanthus","lepidus","Paepalanthus lepidus",NA,NA,"Semir, J; Giulietti, AM","1974","05","21","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,"Silveira",NA,"CFSC5041",NA,"26557","auto"
"8","2019-11-21 10:03:41-03","IBt","SP","209806","S","Plantae",NA,"Eriocaulaceae","Paepalanthus","lepidus","Paepalanthus lepidus",NA,NA,"Giulietti, AM; Menezes, NL","1973","02","26","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,"Silveira",NA,"CFSC4002",NA,"26557","auto"
"9","2019-11-21 10:03:41-03","IBt","SP","209799","S","Plantae",NA,"Eriocaulaceae","Paepalanthus","lepidus","Paepalanthus lepidus",NA,NA,"Giulietti, AM; Menezes, NL","1973","02","26","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,"Silveira",NA,"CFSC4003",NA,"26557","auto"
