"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","sex"
"11","2021-04-05 14:26:02-03","UNESC","CRI","12150","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","vellosiana","Psychotria vellosiana","Benth.","Dreveck, S","Dreveck, S.; Carneiro, F.E.","2009","11","24","Brasil","Santa Catarina","Corupá","Sertãozinho.","-49.41","-26.369722","49º24'36''W","26º22'11''S","CRI010328","CRI010328","2009","11","24","1404","857","857","Florística IFFSC 991 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea; Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:34:06-03","UNESC","CRI","1552","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","vellosiana","Psychotria vellosiana","Benth.","Piero Delprete","R. R. B. Negrelle","1992","01","14","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha.","-48.616389","-26.1175","48º36'59''W","26º7'3''S","CRI009403","CRI009403","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:26:02-03","UNESC","CRI","9043","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","vellosiana","Psychotria vellosiana","Benth.","Marcos Sobral","A. Stival-Santos; E. Legal & S. Silveira","2010","04","06","Brasil","Santa Catarina","Angelina","Linha do Chaves.","-48.96","-27.54","48º57'36''W","27º32'24''S","CRI009599","CRI009599","2010","08","15","2348","718","718","Floresta Ombrófila Densa Habitat: interior do fragmento Habito: arbusto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:34:06-03","UNESC","CRI","3596","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","vellosiana","Psychotria vellosiana","Benth.","Marcos Sobral","V. Citadini-Zanette; et al.","1995","11","03","Brasil","Santa Catarina","Morro Grande","Pingador, Três Barras.","-49.721111","-28.801111","49º43'16''W","28º48'4''S","CRI009422","CRI009422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:26:02-03","UNESC","CRI","15032","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","vellosiana","Psychotria vellosiana","Benth.","Gasper, AL de","Korte, A.; Kniess, A.","2010","10","20","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Rio da Nova Descoberta. Rio da Nova Descoberta.","-48.780833","-27.81","48º46'51''W","27º48'36''S","CRI014384","CRI014384","2010","11","09","4642","558","558","Florística IFFSC 255 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbusto; flor branca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:26:02-03","UNESC","CRI","3372","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","vellosiana","Psychotria vellosiana","Benth.","Piero Delprete","Vanilde Citadini-Zanette; Clair Maria Martinello & C. E. Dário","1993","02","02","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","CRI009399","CRI009399",NA,NA,NA,"1968","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:34:06-03","UNESC","CRI","10188","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","vellosiana","Psychotria vellosiana","Benth.","G. C. Trentin","G. C. Trentin","2011","05","30","Brasil","Paraná","Arapongas","Rodovia PR 218 Km 230.","-51.426389","-23.415556","51º25'35''W","23º24'56''S","CRI009595","CRI009595","2011",NA,NA,NA,NA,NA,"Habito: arvoreta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:26:02-03","UNESC","CRI","12148","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","vellosiana","Psychotria vellosiana","Benth.","Gasper, AL de","Korte, A.; Kruger, A.","2009","08","11","Brasil","Santa Catarina","Ituporanga",NA,"-49.5","-27.36","49º30'W","27º21'36''S","CRI010326","CRI010326","2009","09","05","34","670","670","Coleta Extra IFFSC (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Inicial Habito: árvore;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-05 14:34:06-03","UNESC","CRI","3313","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","vellosiana","Psychotria vellosiana","Benth.","Marcos Sobral","Vanilde Citadini-Zanette","1992","08","28","Brasil","Santa Catarina","São Pedro de Alcântara",NA,"-48.805556","-27.566667","48º48'20''W","27º33'60''S","CRI009421","CRI009421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-05 14:26:02-03","UNESC","CRI","12149","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","vellosiana","Psychotria vellosiana","Benth.","Oliveira, AA de","Korte, A.; Kniess, A.","2009","11","10","Brasil","Santa Catarina","Presidente Nereu","Rio Novo.","-49.230556","-27.180278","49º13'50''W","27º10'49''S","CRI010327","CRI010327","2010","01","25","890","617","617","Florística IFFSC 518 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arvoreta; flor branca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-05 14:34:06-03","UNESC","CRI","8747","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","vellosiana","Psychotria vellosiana","Benth.","A. L. de Gasper","N. L. de Souza; E. Brogni & R. Farage-Freitas","2009","01","15","Brasil","Santa Catarina","Águas Mornas","RPPN Rio das Lontras.","-48.823889","-27.694444","48º49'26''W","27º41'40''S","CRI009603","CRI009603","2009","01","15","121","477","477","Floresta Ombrófila Densa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-05 14:34:06-03","UNESC","CRI","9357","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","vellosiana","Psychotria vellosiana","Benth.","A. A. de Oliveira","M. Verdi","2010","02","13","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.078889","-26.921944","49º4'44''W","26º55'19''S","CRI009596","CRI009596","2010","05","28","3610","87","87","Floresta Ombrófila Densa Habito: arbustiva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-05 14:34:06-03","UNESC","CRI","11975","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","vellosiana","Psychotria vellosiana","Benth.","Rafael Martins","Peterson Teodoro Padilha; Thiago Disner & Rafael Martins","2011","12","07","Brasil","Santa Catarina","Grão Pará",NA,"-49.216389","-28.185556","49º12'59''W","28º11'8''S","CRI010121","CRI010121","2011","12","07",NA,"104","104","Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-09-23 10:43:11-03","E","E","187424","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","sessilis","Psychotria sessilis",NA,NA,"Thomaz, L.D.","1994","03","22","BR",NA,NA,NA,NA,NA,NA,NA,"E00187424",NA,NA,NA,NA,"1753",NA,NA,"<a href=http://data.rbge.org.uk/herb/E00187424 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:194815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-09-23 10:43:11-03","E","E","85652","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","sessilis","Rudgea sessilis",NA,NA,"Semir, J., & Giulietti, A.M.","1974","05","21","BR",NA,NA,NA,NA,NA,NA,NA,"E00085652",NA,NA,NA,NA,"5035",NA,NA,"<a href=http://data.rbge.org.uk/herb/E00085652 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:94911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-09-23 10:43:11-03","E","E","85651","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","sessilis","Rudgea sessilis",NA,NA,"Joly, A.B., Giulietti, A.M. Menezes, N.L. et al","1973","10","20","BR",NA,NA,NA,NA,NA,NA,NA,"E00085651",NA,NA,NA,NA,"4657",NA,NA,"<a href=http://data.rbge.org.uk/herb/E00085651 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:94912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-09-23 10:43:11-03","E","E","85642","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","sessilis","Rudgea sessilis",NA,NA,"Gardner, George",NA,NA,NA,"BR",NA,NA,NA,NA,NA,NA,NA,"E00085642",NA,NA,NA,NA,"4729",NA,NA,"<a href=http://data.rbge.org.uk/herb/E00085642 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:94921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","132685","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","hancorniaefolia","Psychotria hancorniaefolia variifolia","Müll.Arg.",NA,"G. Gardner",NA,NA,NA,"Brazil","Minas Gerais",NA,"Ad Duro Branco, in paludosis [=In paludosis ad Ouro Branco, Minas Gerais]",NA,NA,NA,NA,"NY00132685","NY00132685_01",NA,NA,NA,"4728",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=152818' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales","variifolia","isosyntype",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","132686","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","hancorniaefolia","Psychotria hancorniaefolia variifolia","Müll.Arg.",NA,"J. S. Blanchet","1841",NA,NA,"Brazil","Bahia",NA,"Igreja Velha.",NA,NA,NA,NA,"NY00132686","NY00132686_01",NA,NA,NA,"3357",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=152819' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales","variifolia","isosyntype",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","132684","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","hancorniifolia","Psychotria hancorniifolia angustifolia","Müll.Arg.",NA,"J. B. E. Pohl",NA,NA,NA,"Brazil",NA,NA,"Serra Tingua. Brasilia.",NA,NA,NA,NA,"NY00132684","NY00132684_01",NA,NA,NA,"1913",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=115043' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales","angustifolia","isosyntype",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","132684","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","hancorniifolia","Psychotria hancorniifolia angustifolia","Müll.Arg.",NA,"J. B. E. Pohl",NA,NA,NA,"Brazil",NA,NA,"Serra Tingua. Brasilia.",NA,NA,NA,NA,"NY00132684","NY00132684_01",NA,NA,NA,"1913",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=115043' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales","angustifolia","isosyntype",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","501976","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","longipes","Psychotria longipes","Müll.Arg.","L. B. Smith","R. Reitz","1954","03","01","Brazil","Santa Catarina","Ibirama","Horto Florestal I.N.P.","-49.5178","-27.0569",NA,NA,"NY00501976","NY00501976_01",NA,NA,NA,"1675","300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=631085' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","501982","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","longipes","Psychotria longipes","Müll.Arg.","L. B. Smith","R. Reitz","1955","12","20","Brazil","Santa Catarina","Itajaí","Morro da Ressacada","-48.6617","-26.9081",NA,NA,"NY00501982","NY00501982_01",NA,NA,NA,"2310","250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=631086' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","501973","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","longipes","Psychotria longipes","Müll.Arg.","L. B. Smith","J. P. P. Carauta","1967","08","16","Brazil","Rio de Janeiro","Rio de Janeiro","Estr. da vista Chinesa","-43.257166","-22.971675",NA,NA,"NY00501973","NY00501973_01",NA,NA,NA,"6938",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=631092' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","501967","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","longipes","Psychotria longipes","Müll.Arg.","J. A. Steyermark","A. F. M. Glaziou","1888","11","09","Brazil","Rio de Janeiro","Nova Friburgo","Alto Macahé","-42.5308","-22.2819",NA,NA,"NY00501967","NY00501967_01",NA,NA,NA,"17696",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=631099' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","02103712","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","longipes","Psychotria longipes","Müll.Arg.","C. M. Taylor","R. A. X. Borges","2006","12","09","Brazil","Bahia","Camacan","RPPN Serra Bonita. 9,7 km de Camacã na estrada para Jacarecí. Daí 6 km SW na estrada para a RPPN e Torre da Embratel.","-39.5653","-15.3917",NA,NA,"NY02103712","NY02103712_01",NA,NA,NA,"283","900","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2150001' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","501975","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","longipes","Psychotria longipes","Müll.Arg.","L. B. Smith","G. G. Hatschbach","1967","11","14","Brazil","Paraná","Campina Grande do Sul","Sitio de Belizario","-49.0553","-25.3058",NA,NA,"NY00501975","NY00501975_01",NA,NA,NA,"17818","1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=631091' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","501984","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","longipes","Psychotria longipes","Müll.Arg.","L. B. Smith","R. Reitz","1958","12","30","Brazil","Santa Catarina","Rio do Sul","Alto Matador","-49.563988","-27.247405",NA,NA,"NY00501984","NY00501984_01",NA,NA,NA,"6103","800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=631090' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","501977","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","longipes","Psychotria longipes","Müll.Arg.","L. B. Smith","R. M. Klein","1956","06","14","Brazil","Santa Catarina","Ibirama","Horto Florestal I.N.P.","-49.5178","-27.0569",NA,NA,"NY00501977","NY00501977_01",NA,NA,NA,"2088","300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=631087' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","501979","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","longipes","Psychotria longipes","Müll.Arg.","L. B. Smith","L. B. Smith","1956","12","09","Brazil","Santa Catarina","Campo Alegre","Pinheiral, lower slopes of Morro Iquererim","-49.2656","-26.1925",NA,NA,"NY00501979","NY00501979_01",NA,NA,NA,"8504","1000","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=631094' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","501983","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","longipes","Psychotria longipes","Müll.Arg.","L. B. Smith","R. Reitz","1957","05","26","Brazil","Santa Catarina","Joinville","Estrada Dona Francisca","-48.8456","-26.3044",NA,NA,"NY00501983","NY00501983_01",NA,NA,NA,"4264","550","550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=631089' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1015330","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","longipes","Psychotria longipes","Müll.Arg.","C. M. Taylor","P. Fiaschi","2004","03","18","Brazil","Bahia","Uruçuca","Estrada de Serra Grande para Uruçuca. Área do inventário do plano de manejo. Mata da torre do celular.","-39.115","-14.4997",NA,NA,"NY01015330","NY01015330_01",NA,NA,NA,"2060","380","380","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1021192' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","501970","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","longipes","Psychotria longipes","Müll.Arg.","J. A. Steyermark","P. K. H. Dusén","1911","04","14","Brazil","Paraná","Ponta Grossa",NA,"-50.1617","-25.095",NA,NA,"NY00501970","NY00501970_01",NA,NA,NA,"11625","880","880","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=631097' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","501968","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","longipes","Psychotria longipes","Müll.Arg.","J. A. Steyermark","G. G. Hatschbach","1965","11",NA,"Brazil","Paraná","Sao José dos Pinhais","Barro Branco","-49.2064","-25.5347",NA,NA,"NY00501968","NY00501968_01",NA,NA,NA,"13134","800","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=631100' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","501978","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","longipes","Psychotria longipes","Müll.Arg.","L. B. Smith","R. Reitz","1956","05","03","Brazil","Santa Catarina","Palhoça","Piloes","-48.694057","-27.77489",NA,NA,"NY00501978","NY00501978_01",NA,NA,NA,"3199","250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=631088' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","501980","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","longipes","Psychotria longipes","Müll.Arg.","L. B. Smith","R. M. Klein","1949","12","02","Brazil","Santa Catarina","Brusque","Mata do Hoffmann","-48.9","-27.1",NA,NA,"NY00501980","NY00501980_01",NA,NA,NA,"193","50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=631083' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
