"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","geoFlag","continentOcean","preparationType","barcode","imagecode","typeStatus","fieldNumber","class","individualCount","previousCatalogNumber"
"11","2020-11-04 11:06:57-03","ESALQ","ESA","24222","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala",NA,"Trovó, M.L.O.","2009",NA,NA,"Sano, P.T. et al.",NA,"1994","03","20","Brasil","Minas Gerais","Augusto de Lima",NA,"-44.2668991088867","-18.1091995239258",NA,NA,"34209",NA,NA,NA,"auto",NA,NA,"ESA024222","ESA024222",NA,NA,NA,NA,NA
"12","2020-11-04 11:06:57-03","ESALQ","ESA","61076","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala",NA,"Trovó, M.L.O.","2009",NA,NA,"Souza, V.C.; Souza, J.P.; Elias, S.I.; Forster, W.; Oliveira, A.C.P.","22571.0","1999","05","16","Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral. Campo rupestre.","-441.602","-174.154","-441,602","-174,154",NA,NA,NA,"erva; capítulos creme.",NA,NA,NA,"ESA061076","ESA061076",NA,NA,NA,NA,NA
"13","2021-01-14 15:27:58-03","MN","R","236124","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland",NA,NA,NA,NA,"Guarçoni, E.; Sartori, M.A.","746","2004","05","15","Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral. Pedra Alta.","-44.1721992492676","-17.7574996948242",NA,NA,"37503","1042","1042",NA,"auto",NA,NA,"R010060913",NA,NA,NA,NA,NA,NA
"14","2016-02-02 14:38:05-02","BGBM","B","B 10 0247898","S","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland",NA,NA,NA,NA,"W. Schwacke","8489","1892","04","06","Brazil",NA,NA,"Brasilia: [Prov. Minas Geraës] inter Biribiry et Diamantina.",NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100247898 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,"Middle and South America",NA,"B100247898","B100247898","isosyntype",NA,NA,NA,NA
"15","2016-02-02 14:38:05-02","BGBM","B","B 10 0247899","S","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland",NA,NA,NA,NA,"A. F. M. Glaziou","20001","1892","04","14","Brazil",NA,NA,"Brasilia. Minas [Geraës]: Diamantina au Curalinho.",NA,NA,NA,NA,NA,NA,NA,"Herbarium Ign. Urban <a href=http://herbarium.bgbm.org/object/B100247899 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,"Middle and South America",NA,"B100247899","B100247899","isosyntype",NA,NA,NA,NA
"16","2019-11-21 14:35:10-03","UFJF","CESJ","14022","PreservedSpecimen","Plantae","Angiosperma",NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland","A.M. Giulietti","1983",NA,NA,"M.C. Brügger; L. Krieger","CESJ14022","1976","01","28","Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,NA,"No campo arenoso, lugares mais úmidos, formando tufos. Cada roseta com um só capítulo, este amarelo.","auto","América do Sul",NA,"CESJ014022",NA,NA,NA,NA,NA,NA
"17","2019-11-21 14:35:10-03","UFJF","CESJ","56222","PreservedSpecimen","Plantae","Angiosperma",NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland","L. Echternacht; M.L.O. Trovó","2009","08","26","V.C. Souza; J. Paula-Souza; S.I.Elias; W. Forster; A.P.C. Oliveira","22571","1999","05","16","Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral, 17º41'54 S; 44º16'02 W.","-44.1721992492676","-17.7574996948242",NA,NA,"37503",NA,NA,"Campo rupestre. Erva; capítulos creme.","auto","América do Sul",NA,"CESJ056222",NA,NA,NA,NA,NA,NA
"18","2019-11-06 09:55:06-03","UFOP","OUPR","32204","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland","Echternacht, L.","2009","08","26","Souza, V.C.; Souza, J.P.; Elias, S.I.; Forster, W. & Oliveira, A.C.P.","22571","1999","05","16","Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.267222","-17.070944","-44.267222","-17.070944",NA,NA,NA,"Erva. Capítulos creme. Campo rupestre.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:23:33-03","MBM","MBM","383908","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland","Sauthier, L.J.","2018","08","17","Barboza, E.; Cordeiro, J.; Brotto, M.L.; Vaz, J.; Cordeiro, J.; Brotto, M.L.; Vaz, J.","3899","2013","04","30","Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.193056","-17.708333","-44.193056","-17.708333",NA,"1000","1000","Erva, 25cm, inflorescências alvas.; Local úmido em campo cerrado.",NA,"Southern America",NA,"MBM383908","MBM383908",NA,NA,NA,NA,NA
"20","2020-12-21 16:23:33-03","MBM","MBM","57316","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland","Moldenke, H.N.",NA,NA,NA,"Hatschbach, G.","40914","1978","01","25","Brazil","Minas Gerais","Diamantina","Entre Soupa e São João da Aliança","-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,NA,NA,"auto","Southern America",NA,"MBM057316","MBM057316",NA,NA,NA,NA,NA
"21","2020-12-21 16:23:33-03","MBM","MBM","193539","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland","Giulietti, A.M.",NA,NA,NA,"Giulietti, A.M.; et al.; et al.","s.n.","1981","08","30","Brazil","Minas Gerais","Diamantina","Estrada Diamantina - Conselheiro Mata","-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,NA,NA,"auto","Southern America",NA,"MBM193539","MBM193539",NA,NA,NA,NA,NA
"22","2020-12-21 16:23:33-03","MBM","MBM","113521","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland","Giulietti, A.M.",NA,NA,NA,"Hatschbach, G.; et al.; et al.","50941","1987","03","16","Brazil","Minas Gerais","Diamantina","Rodovia Guinda - Conselheiro Mata","-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,NA,NA,"auto","Southern America",NA,"MBM113521","MBM113521",NA,NA,NA,NA,NA
"23","2020-12-21 16:23:33-03","MBM","MBM","258263","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland","Hensold, N.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","72027","2001","05","15","Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,"37503",NA,NA,NA,"auto","Southern America",NA,"MBM258263","MBM258263",NA,NA,NA,NA,NA
"24","2020-12-21 16:23:33-03","MBM","MBM","206604","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland","Hensold, N.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","66201","1997","03","14","Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,"37503",NA,NA,NA,"auto","Southern America",NA,"MBM206604","MBM206604",NA,NA,NA,NA,NA
"25","2020-12-21 16:23:33-03","MBM","MBM","193542","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland","Giulietti, A.M.",NA,NA,NA,"Rossi, L.; et al.; et al.","s.n.","1981","04","17","Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,"37503",NA,NA,NA,"auto","Southern America",NA,"MBM193542","MBM193542",NA,NA,NA,NA,NA
"26","2020-12-21 16:23:33-03","MBM","MBM","187537","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland","Hensold, N.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","64313","1996","01","16","Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,"37503",NA,NA,NA,"auto","Southern America",NA,"MBM187537","MBM187537",NA,NA,NA,NA,NA
"27","2015-10-02 07:11:34-03","MNHN","RECOLNAT_MNHN_P","P00742019","PreservedSpecimen",NA,NA,NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland","Giulietti",NA,NA,NA,"Glaziou, A.",NA,"1892","4","14","brésil",NA,NA,"Curalinho",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00742019' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb","P00742019","P00742019_01","syntype","20001",NA,NA,NA
"28","2015-10-02 07:11:22-03","MNHN","RECOLNAT_MNHN_P","P00742020","PreservedSpecimen",NA,NA,NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland","Giulietti",NA,NA,NA,"Glaziou, A.",NA,"1892","4","14","brésil",NA,NA,"Curalinho",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00742020' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb","P00742020","P00742020_01","syntype","20001",NA,NA,NA
"29","2015-09-03 18:32:21-03","MNHN","RECOLNAT_MNHN_P","P00742022","PreservedSpecimen",NA,NA,NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland","Giulietti",NA,NA,NA,"Glaziou, A.",NA,"1892","4","14","brésil",NA,NA,"Curalinho",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00742022' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb","P00742022","P00742022_01","syntype","20001",NA,NA,NA
"30","2020-12-11 11:44:01-03","UFMG","BHCB","36781","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-11 11:44:01-03","UFMG","BHCB","136657","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland",NA,NA,NA,NA,"Souza, VC de; Souza, JP; Elias, SI; Forster, W; Oliveira, ACP","22571","1999","05","16","Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral, Campo rupestre.","-44.266944","-17.698333","-44.266944","-17.698333",NA,NA,NA,"Erva; capítulos creme.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-11 11:44:01-03","UFMG","BHCB","166402","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland",NA,"2012","04","29","Echternacht, LA; Bastos, TV","2247","2012","04","29","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto, Chapada do Couto. Nos arredores do alojamento de pesquisadores.","-43.353611","-18.216111","-43.353611","-18.216111",NA,"1494","1494","NULL; Campo rupestre, vegetação herbácea rala. Solo de areia branca, quartzí",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-11 11:44:01-03","UFMG","BHCB","195055","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland",NA,"2019",NA,NA,"Silva, APRO; Paucar, JOA; Siriani-Oliveira, S; Moura, IO","26","2019","03","25","Brasil","Minas Gerais","Itabira","Parque Estadual Mata do Limoeiro, Borda da trilha para a cachoeira do Derrubado e Gruta do Limoeiro","-43.461667","-19.5875","-43.461667","-19.5875",NA,"692","692","Prensado em álcool. Disciplina Taxonomia de campo_2019; Herbácea; Mata ripária",NA,"Southern America",NA,"BHCB195055",NA,NA,NA,NA,NA,NA
"34","2020-12-11 11:44:01-03","UFMG","BHCB","197611","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland",NA,"2019","06","01","Ferreira, VL; Araujo, FF; Marques, GM; Moreira, VA","238","2019","03","28","Brasil","Minas Gerais","Itabira","Serra dos Alves, Ipoema. Trilha Morro do redondo. Trilha da Igreja","-43.949444","-19.928056","-43.949444","-19.928056",NA,"755","755","Campo Rupestre",NA,"Southern America",NA,"BHCB197611",NA,NA,NA,NA,NA,NA
"35","2020-12-11 11:44:01-03","UFMG","BHCB","73217","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland",NA,"2017","12",NA,"Schwacke, CAW","8489","1892","04","06","Brasil","Minas Gerais","Diamantina",NA,"-43.666667","-18.25","-43.666667","-18.25",NA,NA,NA,"Flor alba",NA,"Southern America",NA,"BHCB043598",NA,"Isolectotypus",NA,NA,NA,NA
"36","2020-12-11 11:44:01-03","UFMG","BHCB","20698","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland",NA,NA,NA,NA,"Braga, MMN; Chaves, ALF","433","1991","12","02","Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,NA,NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-11 11:44:01-03","UFMG","BHCB","20698","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland",NA,NA,NA,NA,"Braga, MMN; Chaves, ALF","433","1991","12","02","Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,NA,NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-11 17:18:47-03","UFPR","UPCB","15504","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland","Giulietti, A.M.","1987","01","01","Hatschbach, G.","50491","1987","03","16","Brasil","Minas Gerais","Diamantina","Rodovia Guinda-Conselheiro Mata","-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,NA,"Campo rupestre, solo arenoso úmido..","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2009-12-04 15:26:00-02","MO","MOBOT","3038078","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland","N. Hensold",NA,NA,NA,"Gert G. Hatschbach|Maria M. Hatschbach|E.L. Barbosa","Hatschbach 66201","1997",NA,NA,"Brazil","Minas Gerais",NA,"Serra do Cabral (Mun. Joaquim Felício)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-01-19 05:29:00-02","MO","MOBOT","3038906","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland","A.M. Giulietti",NA,NA,NA,"Ana M. Giulietti","Giulietti 928-80","1980",NA,NA,"Brazil","Minas Gerais",NA,"Diamantina: Margem da Estrada Corinto-Conceiçãp da Mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-01-19 05:29:00-02","MO","MOBOT","3039199","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland","A.M. Giulietti",NA,NA,NA,"Ana M. Giulietti","Giulietti 6339","1984",NA,NA,"Brazil","Minas Gerais",NA,"Joaquim Felicio: Serra do Cabral. Bocaina.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"42","2015-08-13 05:50:00-03","MO","MOBOT","3040132","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland",NA,NA,NA,NA,"R.M. Harley","Harley 24974","1988",NA,NA,"Brazil","Minas Gerais",NA,"Mun.: Buenópolis. Serra do Cabral, a 10-15 km da cidade, na estrada para a Lapa Pintada. Campo arenoso e brejo com mata de galeria. Capítulos cremes. Solos arenoso.","-44.25","-17.88333",NA,NA,NA,"1100.00000000","1200.00000000",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-08-01 18:19:16-03","UNESP-IBILCE","SJRP","18340","PreservedSpecimen","Plantae","Tracheophyta","Eriocaulales","Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhl.","N. Hensold",NA,NA,NA,"G. Hatschbach",NA,NA,NA,NA,"Brasil","Minas Gerais","Joaquim Felício","serra do cabral","-44.1721992492676","-17.7574996948242",NA,NA,"37503",NA,NA,"Campo rupestre, solo turfoso, úmido;","auto","América do Sul",NA,NA,NA,NA,NA,"Liliopsida",NA,NA
"44","2019-06-10 10:10:38-03","FZB-BH","BHZB","10475","S","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala",NA,"A.M, Giulietti","2015","02","10","Ferreira Junior, C.A. et al.","1384","2014","04","11","Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço, Topo do Ermo Açu","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,NA,"Roseta minúscula, cespitosa.Com duplicata.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-09-12 05:00:02-03","US","US","2840086","PreservedSpecimen","Plantae",NA,"Eriocaulales","Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland",NA,NA,NA,NA,"G. Hatschbach","40914","1978","1","25","Brazil","Minas Gerais","Diamantina","entre Soupa e S. João da Chapada","-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,NA,NA,"auto","South America - Neotropics",NA,"US01933255","US01933255_01",NA,NA,"Monocotyledonae","1",NA
"46","2020-09-12 05:00:02-03","US","US","2759051","PreservedSpecimen","Plantae",NA,"Eriocaulales","Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland",NA,NA,NA,NA,"H. S. Irwin, R. R. Santos, R. Souza, R. R. Santos & J. Ramos","27140","1970","3","7","Brazil","Minas Gerais",NA,"Ca. 8 Km W of Joaquim Felício",NA,NA,NA,NA,NA,"1200",NA,NA,NA,"South America - Neotropics",NA,"US01933254","US01933254_01",NA,NA,"Monocotyledonae","1",NA
"47","2021-03-15 18:26:44-03","USP","SPF","221549","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland","Echternacht, L","2012","03","11","Echternacht, L","2204","2012","03","11","Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó, Trilha para o Travessão.","-43.543611","-19.317778","-43.543611","-19.317778",NA,"1280","1280","Erva abundante localmente.; Campo rupestre, vegetação herbácea rala. Solo cascalhento, quartzítico, seco.",NA,NA,NA,"SPF00221549",NA,NA,NA,NA,NA,NA
"48","2021-03-15 18:26:44-03","USP","SPF","221583","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland","Echternacht, L","2012","04","29","Echternacht, L","2247","2012","04","29","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto, Chapada do Couto. Nos arredores do alojamento de pesquisadores.","-43.353611","-18.216111","-43.353611","-18.216111",NA,"1494","1494","Campo rupestre, vegetação herbácea rala. Solo de areia branca, quartzítico.",NA,NA,NA,"SPF00221583",NA,NA,NA,NA,NA,NA
