"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","yearIdentified","monthIdentified","dayIdentified","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","infraspecificEpithet","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus"
"46","2021-04-07 11:47:42-03","UFMS","CGMS","13647","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","A. Pott","V.J. Pott; A. Pott; A.C.M. Cristaldo; S. Aragaki; D.R. Espírito Santo","6989","2004","04","05",NA,"Brasil","Mato Grosso do Sul","Costa Rica","Fazenda Potreiro do Sucuriú, próximo à ponte da cachoeira, lado esquerdo do Rio Sucuriú.",NA,"Flor ausente. Habitat: Mata de galeria. Solo rocha arenítica. Relevo inclinado. Habito: Erva cespitosa aquática anfíbia. Frequente. 1,30-1,70 m de altura.","CGMS1043099",NA,"(Morong) Lindm.",NA,NA,NA,"-53.1630556","-18.9819445","-53,1630556","-18,9819445","504","504",NA,NA,NA,NA,NA,NA,NA
"47","2021-04-07 11:47:42-03","UFMS","CGMS","20853","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","A. Guglieri","A. Guglieri; F.J.M. Caporal","1521","2007","07","28",NA,"Brasil","Mato Grosso do Sul","Corguinho","Recanto Anjo de Luz.",NA,"Panicoideae; Desenvolvimento de linhas de pesquisa do curso de Mestrado em Biologia Vegetal da Universidade Federal de Mato Grosso do Sul, pela implantação de pesquisa na região do Pantanal e áreas limítrofes - PRODOC/CAPES - Coord.:","CGMS1050256",NA,"(Morong) Lindm.",NA,NA,NA,"-54.8293991088867","-19.8316993713379",NA,NA,NA,NA,NA,NA,"56513","auto",NA,NA,NA
"48","2019-11-27 13:51:57-03","UFS","ASE","13894","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Flora do Brasil 2020","Rodrigues-da-Silva, R","543","2002","03","11","Southern America","Brasil","Distrito Federal","Brasília","DF 003 EPIA, Entre a Granja do Torto e o Parque Nacional.",NA,"Erva comum ereta. Inflorescência, paniculata densa.; Erva comum ereta. Inflorescência, paniculata densa.; Brejo (Água Mineral, Corrego Bananal).","ASE0006754","ASE0006754","(Morong) Landim","2019","11","04","-47.929444","-15.779722","-47.929444","-15.779722",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-01 16:20:39-03","UNICAMP","UEC","62172","S","Plantae","Liliopsida",NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Filgueiras, TS","Filgueiras, TS","1801","1989","02","23",NA,"Brazil","Distrito Federal","Brasília","Planaltina, Reserva Ecológica das Águas Emendadas",NA,"Planta ereta. Ca. 1,8m de altura. Inflorescência arroxeadas.; Brejo, crescendo ao lado de Panicum subtiramulosum. Frequente apenas nesse local.","UEC056638","UEC056638","(Morong) Lind","1990",NA,NA,"-47.65","-15.583333","-47.65","-15.583333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:41:02-03","MBM","MBM","208150","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Parodi, L.R.","Martínez, E.M.","8137",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,"MBM208150",NA,"(Mor.) Lindm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:41:02-03","MBM","MBM","417545","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Filgueiras, T.S.","Filgueiras, T.S.; Porto, J.L.R.; Porto, J.L.R.","1801","1989","03","23","Southern America","Brazil","Distrito Federal",NA,"Reserva Biológica Águas Emendadas",NA,"Vereda grande, nascente dos córregos Vareda Grande (bácia amazônica) e Fumal (bacia platina). Local recentemente queimado, porém é um brejo.","MBM417545","MBM417545","(Mor.) Lindm.","1990",NA,NA,"-47.65","-15.583333","-47.65","-15.583333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:41:02-03","MBM","MBM","45362","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Rosengurtt, B.","Pedersen, T.M.","9430",NA,NA,NA,"Southern America","Paraguay",NA,NA,NA,NA,NA,"MBM045362","MBM045362","(Mor.) Lindm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:41:02-03","MBM","MBM","15728","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Renvoize, S.A.","Hatschbach, G.","25120",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Rio Brilhante","Rio Anhanduí",NA,NA,"MBM015728","MBM015728","(Mor.) Lindm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:41:02-03","MBM","MBM","414523","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"Pott, V.J.; Pott. A.; Cristaldo, A.C.M.; Hatschbach, G.; Pott. A.; Cristaldo, A.C.M.; Hatschbach, G.","5981","2002","11","11","Southern America","Brazil","Mato Grosso do Sul","Bonito","Fazenda Baía das Garças, Próximo à sede, direção cachoeiras do Aquidaban.",NA,"Erva cespitosa.; Brejo graminoso (1,3m de altura), com Eryngium floribundum. Solo calcário encharcado com musgos e matéria orgânica. Relevo plano.","MBM414523",NA,"(Mor.) Lindm.",NA,NA,NA,"-56.851667","-21.024722","-56.851667","-21.024722","540","540",NA,NA,NA,NA,NA,NA,NA
"55","2020-10-01 14:27:08-03","JBB","HEPH","19403","S","Plantae","Monocotyledon","Poales","Poaceae","Setaria","paucifolia","Setaria paucifolia","Nóbrega, MGG","Nóbrega, MGG","1966","2003","06","19","Southern America","Brasil","Distrito Federal","Samambaia","Parque Boca da Mata atrás da Fábrica da Coca-Cola",NA,NA,NA,NA,"(Morong) Lindm.","2003",NA,NA,"-42.142222","-15.861944","-42.142222","-15.861944",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-21 15:54:15-03","JBB","HEPH","35825","S","Plantae","Monocotyledon","Poales","Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"Petracco, P; Senna, E","9","2009","08","08","Southern America","Brasil","Goiás","Formosa","Lagoa Cabocla 2, CIF, ponto 2.",NA,"Projeto Biodiversidade de áreas úmidas.",NA,NA,"(Morong) Lindm.",NA,NA,NA,"-47.3125","-15.5625","-47.3125","-15.5625",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-11 11:45:19-03","UFMG","BHCB","46052","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-02-11 17:21:20-03","UFPR","UPCB","9209","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Renvoize, S.A.","Hatschbach, G.","25120","1970","10","23",NA,"Brasil","Mato Grosso do Sul","Rio Brilhante","Rio Anhandui",NA,"Brejo..","UPCB0040279","UPCB0040279","Lindm.","1972","01","01","-54.5463981628418","-21.8019008636475",NA,NA,NA,NA,NA,NA,"65544","auto",NA,NA,NA
"59","2008-05-27 22:02:00-03","MO","MOBOT","230732","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Gerrit Davidse (MO)","Elsa M. Zardini|M. Velázquez","Zardini 17040","1989","12","14","South America","Paraguay","Paraguarí",NA,"Arroyo Yuquyty, 7 km E of Nueva Italia. Savanna.",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,"-57.41666","-25.6",NA,NA,NA,NA,NA,NA,NA,NA,"223","4",NA
"60","2019-05-03 06:42:00-03","MO","MOBOT","1420835","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Gerrit Davidse, May 2001 (MO)","Elsa M. Zardini|R. Brítez","Zardini 53025","1999","12","14","South America","Paraguay","Caazapá",NA,"Estancia Tapytá of Shell Forestry Limited.",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,"-55.7630556","-26.2738889",NA,NA,"150.00000000",NA,NA,NA,NA,NA,"1192","4",NA
"61","2008-05-27 22:02:00-03","MO","MOBOT","1430683","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Gerrit Davidse, May 2001 (MO)","Elsa M. Zardini|D. Quintana","Zardini 53875","2000","1","15","South America","Paraguay","Concepción",NA,"Estancia Lapuri, between Estancia Arrecife and road to Valle Mi. Cerrado forest and scrubs on granites.",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,"-57.47611","-22.35972",NA,NA,"300.00000000",NA,NA,NA,NA,NA,"1200","4",NA
"62","2015-09-08 09:59:00-03","MO","MOBOT","1541336","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Gerrit Davidse, Sept 2001 (MO)","Elsa M. Zardini|Leongino Guerrero","Zardini 55313","2000","11","30","South America","Paraguay","Misiones",NA,"Around San Miguel.",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,"-57.0694445","-26.4830556",NA,NA,NA,NA,NA,NA,NA,NA,"1219","4",NA
"63","2017-02-07 12:19:00-02","MO","MOBOT","1542628","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Gerrit Davidse, Sept 2001 (MO)","Elsa M. Zardini|Leongino Guerrero","Zardini 55894","2000","12","4","South America","Paraguay","Misiones",NA,"Around Ayolas.",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,"-56.77","-27.3091667",NA,NA,NA,NA,NA,NA,NA,NA,"1224","6",NA
"64","2018-05-17 05:28:00-03","MO","MOBOT","1545587","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Gerrit Davidse, May 2001 (MO)","María E. Múlgura|et al.","Múlgura 1962","1997","12","18","South America","Argentina","Corrientes",NA,"Dpto. Santo Tomé, Ruta 14, a unos 2 km arroyo Chirimay",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,"-55.7","-28.08333",NA,NA,"120.00000000",NA,NA,NA,NA,NA,NA,NA,NA
"65","2013-08-23 04:12:00-03","MO","MOBOT","1794153","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"Ricardo Callejas","Callejas Posada 3481","1987","5","14","South America","Colombia","Antioquia","Valdivia","Corregimiento Puerto Valdivia, 8 Km de Pto Valdivia, Mina de Oro El 15. Escombrera a orilla de rio de 8 dias de abandono, colecciones en base de la escombrera y hacia el rio,",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,"-75.43333","7.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2012-04-30 16:58:00-03","MO","MOBOT","2230446","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"Teodore Meyer","Meyer 11577","1947","1","27","South America","Argentina","Misiones","San Ignacio","San Ignacio",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,"-55.5333333","-27.2666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"67","2018-05-17 05:28:00-03","MO","MOBOT","2230559","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Pensiero, J. F., Jun","María E. Múlgura|F. Biganzoli|H. Illarraga|Andrea S. Vega","Múlgura 1962","1997","12","18","South America","Argentina","Corrientes","Santo Tomé","Ruta 14, a unos 2 km arroyo Chirimay",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,"-55.7","-28.08333",NA,NA,"120.00000000",NA,NA,NA,NA,NA,NA,NA,NA
"68","2011-02-22 06:39:00-03","MO","MOBOT","2231069","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Pensiero, J. F., Jun","F. Biganzoli|Paola Peralta|G. Márquez","Biganzoli 1696","2004","1","28","South America","Argentina","Misiones","Concepción","Estancia de Elsa Prates sobre el río Uruguay. Bajo inundable, suelo con agua permanente en campo pastoreado",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,"-55.55416","-28.09",NA,NA,"160.00000000",NA,NA,NA,NA,NA,NA,NA,NA
"69","2016-11-15 05:15:00-02","MO","MOBOT","2249114","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Nicora, E. G.","Antonio C. Krapovickas|et al.","Krapovickas 28914","1976","1","27","South America","Argentina","Misiones","Apóstoles","Ruta Provincial 2, 4 km NE de Azara",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,"-55.68333","-28.06666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2011-12-22 05:00:00-02","MO","MOBOT","226552","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Parodi","Teodoro Rojas","Rojas 9147A","1946","2","24","South America","Paraguay","Central",NA,"San Lorenzo del Campo Grande.",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,"-57.53333","-25.33333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2010-11-21 08:41:00-02","MO","MOBOT","2297553","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"G.J. Schwarz","Schwarz 3864","1947","1","13","South America","Argentina","Misiones","San Javier","Puerto Rosario",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,"-55.01666","-27.78333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2008-05-27 22:02:00-03","MO","MOBOT","231120","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Gerrit Davidse (MO)","David R. Brunner|Reinilda Duré","Brunner 1047","1984","12","26","South America","Paraguay","Paraguarí",NA,"Parque Nacional Ybycui, cuenca del Arroyo Corrientes, nordeste del parque. Bosque mediano, semi-humedo, de hasta 20 m de altura. Areas aisladas de vegetacion tipica del cerrado y de campos humedos de pastos, cyperaceas y briofitos.",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,"-56.8","-26.05",NA,NA,NA,NA,NA,NA,NA,NA,"84-17","3",NA
"73","2011-06-09 17:27:00-03","MO","MOBOT","232601","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Gerrit Davidse (MO)","Elsa M. Zardini|Tulio Tillería","Zardini 34917","1993","2","10","South America","Paraguay","Paraguarí",NA,"National Park Ybycu'í. Northeastern area of park. Arroyo Corrientes, Salto Mbocaruzú. Inundated savanna.",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,"-56.76666","-26",NA,NA,NA,NA,NA,NA,NA,NA,"803","5",NA
"74","2018-05-17 05:29:00-03","MO","MOBOT","2345166","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Morrone, O., /05/","Fernando O. Zuloaga|Osvaldo Morrone|María E. Múlgura|A. Vega","Zuloaga 4916","1995","2","25","South America","Argentina","Misiones","Apóstoles","Escuela Agrotécnica Pascual Gentilini",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,"-55.66666","-27.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2011-01-31 07:11:00-02","MO","MOBOT","2345185","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Nicora, E. G.","L.R. Parodi","Parodi 4141",NA,NA,NA,"South America","Argentina","Misiones","Capital","Posadas, Establecimiento Santa Inés",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,"-55.9","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2016-01-21 12:53:00-02","MO","MOBOT","240153","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Gerrit Davidse (MO)","Elsa M. Zardini|U. Velázquez","Zardini 24683","1990","12","1","South America","Paraguay","Caaguazú",NA,"Arroyo Guaranungua, 28 km S of Arroyo Yhú.",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,"-55.9166667","-25.3666667",NA,NA,"200.00000000","300.00000000",NA,NA,NA,NA,"488","4",NA
"77","2008-05-27 22:02:00-03","MO","MOBOT","240302","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Gerrit Davidse (MO)","Elsa M. Zardini|R. Velázquez","Zardini 26773","1991","3","3","South America","Paraguay","Cordillera",NA,"Tobatí. Ybytú Silla mesa. Northern area. Inundated savanna.",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,"-57.11666","-25.2",NA,NA,"297.00000000",NA,NA,NA,NA,NA,"560","4",NA
"78","2016-01-21 11:48:00-02","MO","MOBOT","240561","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Gerrit Davidse (MO)","Elsa M. Zardini","Zardini 8186","1988","12","3","South America","Paraguay","Cordillera",NA,"Meseta Ybytú. Silla, Serranía de Tobatí.",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,"-57.1166667","-25.2",NA,NA,"297.00000000",NA,NA,NA,NA,NA,"88-116","4",NA
"79","2015-05-05 09:16:00-03","MO","MOBOT","241007","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Gerrit Davidse (MO)","Elsa M. Zardini|U. Velázquez","Zardini 26880","1991","3","3","South America","Paraguay","Cordillera",NA,"Tobatí. Ybytú Silla mesa. Middle area.",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,"-57.1166667","-25.2",NA,NA,"297.00000000",NA,NA,NA,NA,NA,"563","4",NA
"80","2015-05-05 09:16:00-03","MO","MOBOT","241068","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Gerrit Davidse (MO)","Elsa M. Zardini|U. Velázquez","Zardini 26886","1991","3","3","South America","Paraguay","Cordillera",NA,"Tobatí. Ybytú Silla mesa. Middle area.",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,"-57.1166667","-25.2",NA,NA,"297.00000000",NA,NA,NA,NA,NA,"563","3",NA
"81","2009-10-18 08:03:00-02","MO","MOBOT","2431258","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Nicora, E. G.","F. M. Rodríguez","Rodríguez 675","1913","12","23","South America","Argentina","Misiones","Candelaria","Santa Ana",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,"-55.58333","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2009-08-18 12:11:00-03","MO","MOBOT","2431274","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"Erik L. Ekman","Ekman 662","1908","1","16","South America","Argentina","Misiones","Candelaria","Bonpland",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,"-55.48333","-27.48333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2009-08-18 12:11:00-03","MO","MOBOT","2431290","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"Erik L. Ekman","Ekman 661","1907","12","12","South America","Argentina","Misiones","Capital","Posadas",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,"-55.9","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2016-11-01 10:28:00-02","MO","MOBOT","243236","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Gerrit Davidse (MO)","Elsa M. Zardini|U. Velázquez","Zardini 18989","1990","2","10","South America","Paraguay","Central",NA,"Estero del Ypoá, 10 km SW of Nueva Italia, south of Cañada.",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,"-57.4666667","-25.3333333",NA,NA,"200.00000000",NA,NA,NA,NA,NA,"287","4",NA
"85","2008-05-27 22:02:00-03","MO","MOBOT","243981","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","G. Davidse (MO)","Elsa M. Zardini|Bonifacia Benítez B.","Zardini 38187","1994","1","27","South America","Paraguay","Caaguazú",NA,"Arroyo Yoyvy, between Caaguazú and Yhú. Peatbog.",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,"-56","-25.18333",NA,NA,NA,NA,NA,NA,NA,NA,"874","4",NA
"86","2011-03-24 16:39:00-03","MO","MOBOT","2514304","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Caponio, I., //","M. Silvia Ferrucci|Aurelio Schinini|Marita Dematteis","Ferrucci 1502","1999","12","15","South America","Paraguay",NA,NA,"Ruta 3, 48 km N del río Aquidabán",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2011-03-24 16:39:00-03","MO","MOBOT","2514319","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Caponio, I., //","M. Silvia Ferrucci|Aurelio Schinini|Marita Dematteis","Ferrucci 1649","1999","12","18","South America","Paraguay",NA,NA,"Colonia Santa Clara, ca. de Cerro Corá",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2009-06-24 20:50:00-03","MO","MOBOT","2987646","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"Jason R. Swallen","Swallen 9358","1946","6","1","South America","Brazil",NA,NA,"Common in bahado, Maracajú, Territory of Ponta Porã.",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2008-05-27 22:02:00-03","MO","MOBOT","2987769","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","T.S. Filgueiras","Tarciso S. Filgueiras","Filgueiras 1801","1989",NA,NA,"South America","Brazil","Distrito Federal",NA,"Reserva Ecológica das Aguas Emendadas, Planaltina(DF).",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,"-47.65","-15.58333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2012-04-30 16:51:00-03","MO","MOBOT","2988100","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"Teodore Meyer","Meyer 11425","1947",NA,NA,"South America","Argentina","Misiones","Capital","Santa Inés.",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2008-05-27 22:02:00-03","MO","MOBOT","984450","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","G. Davidse (MO)","Elsa M. Zardini|Leongino Guerrero","Zardini 42069","1994","12","28","South America","Paraguay","Caaguazú",NA,"East of Caaguazú. Swamps.",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,"-55.79833","-25.39194",NA,NA,"300.00000000",NA,NA,NA,NA,NA,"986","4",NA
"92","2015-02-17 12:27:00-02","MO","MOBOT","1818668","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Gerrit Davidse, 2003 (MO)","Elsa M. Zardini|R. Gamarra","Zardini 59779","2002","12","9","South America","Paraguay","Itapúa",NA,"Yacyreta dam island reserve: around entrance.",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,"-56.7644444","-27.4138889",NA,NA,NA,NA,NA,NA,NA,NA,"1277","4",NA
"93","2008-05-27 22:02:00-03","MO","MOBOT","242996","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Gerrit Davidse (MO)","Elsa M. Zardini|C. Velázquez","Zardini 25153","1990","12","8","South America","Paraguay","Paraguarí",NA,"Arroyo Yuquyty, 7 km E of Nueva Italia. Inundated savanna.",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,"-57.41666","-25.6",NA,NA,NA,NA,NA,NA,NA,NA,"504","8",NA
"94","2016-01-21 11:54:00-02","MO","MOBOT","242571","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Gerrit Davidse (MO)","Elsa M. Zardini|U. Velázquez","Zardini 25077","1990","12","8","South America","Paraguay","Paraguarí",NA,"Between Nueva Italia and Yuquyty, on a hill.",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,"-57.4333333","-25.6166667",NA,NA,NA,NA,NA,NA,NA,NA,"502","4",NA
"95","2013-03-23 09:36:00-03","MO","MOBOT","2479126","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia paucifolia",NA,"C. Jürgens","Jürgens 260","1905",NA,NA,"South America","Brazil","Rio Grande do Sul",NA,"Campos de Ijuhy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"paucifolia",NA,NA,NA,NA,NA
"96","2010-01-25 20:06:00-02","MO","MOBOT","2514340","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia paucifolia",NA,"Troels M. Pedersen","Pedersen 9430","1969","11","28","South America","Paraguay","San Pedro",NA,"Lima. Estancia Carumbé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"paucifolia",NA,NA,NA,NA,NA
"97","2019-12-19 11:20:09-03","UFG","UFG","14428","S","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Filgueiras, T.S.","Filgueiras, T.S.","1801","1989","11","23",NA,"Brasil","Distrito Federal","Brasília","Reserva Ecológica das Águas Emendadas",NA,"Planta ereta, ca. 1,8 metro de altura. Inflorescência arroxeadas. Brejo, crescendo ao lado de Panicum Subtiramulusum. Frequente apenas nesse local.","UFG0014428","UFG0014428","(Morong) Lindm.","1990","12","30","-47.65","-15.583333","-47.65","-15.583333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-09-12 05:00:02-03","US","US","3049701","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Setaria","paucifolia","Setaria paucifolia planifolia",NA,"E. Hassler","8183","1901","12",NA,"South America","Paraguay",NA,NA,"Apa River.",NA,NA,"US00409929",NA,"Hack.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","planifolia",NA,NA,NA,"1","Type fragment"
