"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified"
"1","2021-03-15 16:37:00-03","NY","NYBG","1802311","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","euryphylla","Byrsonima euryphylla","Pilg.","W. A. Ducke","s.n.","1916","09","26","South America","Brazil","Pará","Gurupá, riachos d'agua preta.","-51.1","-1.666667","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2019112' target='other'> <mi>dwc_moreinfo</mi></a>","NY01802311","NY01802311_01",NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","1802312","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","euryphylla","Byrsonima euryphylla","Pilg.","J. M. Pires","51809","1961","09",NA,"South America","Brazil","Pará","Vicinity of Belém.","-48.833333","-1.75","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2019134' target='other'> <mi>dwc_moreinfo</mi></a>","NY01802312","NY01802312_01",NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","1802313","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","euryphylla","Byrsonima euryphylla","Pilg.","P. B. Cavalcante","1815","1967","10","03","South America","Brazil","Pará","Estrada Baía do Sol ao Mosqueiro mata rala, alta, solo arenoso.","-48.41202","-1.09803","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2019136' target='other'> <mi>dwc_moreinfo</mi></a>","NY01802313","NY01802313_01",NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","1802310","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","euryphylla","Byrsonima euryphylla","Pilg.","P. B. Cavalcante","1815","1967","10","03","South America","Brazil","Pará","Estrada Baía do Sol ao Mosqueiro mata rala, alta, solo arenoso.","-48.41202","-1.09803","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2019094' target='other'> <mi>dwc_moreinfo</mi></a>","NY01802310","NY01802310_01",NA,NA,NA,NA,NA,NA
"5","2021-03-30 12:43:30-03","EAO","IAN","100949","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malpighiaceae","Byrsonima","euryphylla","Byrsonima euryphylla","Pilg.","Lanjouw, J; Lindeman, JC","470","1948","09","25","Southern America","Suriname",NA,"Along road from Moengo tapoe to Albina, near km 12.","-56.5","3.6",NA,"Small tree, 5m tall; flowers white, buds pinkish calyces yellowish.","IAN100949",NA,"Anderson, WR","1992","-56.5","3.6",NA,NA
"6","2021-03-30 12:43:30-03","EAO","IAN","121984","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malpighiaceae","Byrsonima","euryphylla","Byrsonima euryphylla","Pilg.","Pires, JM; Silva, NT da","11274","1967","11","04","Southern America","Brasil","Pará","Ilha do Mosqueiro, terreno arenoso, mata baixa de terra firme.",NA,NA,NA,"Árvore de 12m de altura.","IAN121984",NA,"Anderson, WR","1975",NA,NA,NA,NA
"7","2021-03-30 12:43:30-03","EAO","IAN","196250","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malpighiaceae","Byrsonima","euryphylla","Byrsonima euryphylla","Pilg.","Ivan, MSD","91","2014","11","03","Southern America","Brasil","Pará","Conglomerado PA_2255. Subunidade 03. Subparcela 04. Árvore nº 19.","-48.7","-6.2",NA,NA,"IAN196250",NA,"Equipe IFN-PA","2018","-48.7","-6.2","03","26"
"8","2020-08-31 09:03:43-03","INPA","INPA","12038","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Malpighiaceae","Byrsonima","euryphylla","Byrsonima euryphylla","Pilg.","Ducke, A","MG16541","1916","09","26","Southern America","Brasil","Pará","Gurupã","-51","-0.5",NA,NA,"INPA0012038","INPA0012038 INPA0012038_e INPA0012038_e1","Anderson, WR","1975","-51","-0.5",NA,NA
