"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount","infraspecificEpithet"
"199","2019-10-07 09:37:10-03","UEFS","HUEFS","83034","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Sapindaceae","Matayba","marginata","Matayba marginata","Radlk.","R.L.Coelho","Silva, J.M.","3083","1999","10","04",NA,"Brasil","Paraná","Tunas do Paraná","Pacas","-49.0858001708984","-24.9743995666504",NA,NA,NA,NA,"HUEFS0083034","HUEFS0083034","41885","auto","Rosanae","2009","10",NA,NA,NA,NA,NA,NA,NA
"200","2019-10-07 09:37:10-03","UEFS","HUEFS","139383","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Sapindaceae","Matayba","marginata","Matayba marginata","Radlk.",NA,"Mendes, M.S.","643","2008","08",NA,NA,"Brasil","Bahia","Caetité","Região de Brejinho das Ametistas; Área da Bahia Mineração.","-42.534444","-14.328333","1085","1085",NA,"Cerrado.","HUEFS0139383","HUEFS0139383",NA,NA,"Rosanae",NA,NA,NA,"42W32'4''","14S19'42''",NA,NA,NA,NA
"201","2015-03-27 15:27:30-03","F","FMNH-SEEDPLANTS","V0302001F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapindaceae","Matayba","marginata","Matayba marginata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0302001F","V0302001F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2015-03-27 15:25:07-03","F","FMNH-SEEDPLANTS","V0273743F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapindaceae","Matayba","marginata","Matayba marginata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0273743F","V0273743F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2015-03-27 15:27:29-03","F","FMNH-SEEDPLANTS","V0302000F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapindaceae","Matayba","marginata","Matayba marginata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0302000F","V0302000F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2015-03-27 15:27:30-03","F","FMNH-SEEDPLANTS","V0302002F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapindaceae","Matayba","marginata","Matayba marginata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0302002F","V0302002F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2015-03-27 15:27:30-03","F","FMNH-SEEDPLANTS","V0302003F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapindaceae","Matayba","marginata","Matayba marginata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0302003F","V0302003F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2015-03-27 15:27:31-03","F","FMNH-SEEDPLANTS","V0302004F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapindaceae","Matayba","marginata","Matayba marginata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0302004F","V0302004F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2017-09-20 12:46:34-03","F","FMNH-SEEDPLANTS","V0323310F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapindaceae","Matayba","marginata","Matayba marginata",NA,NA,"R. de Mello-Silva et al.","1435","1997","9","27","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0323310F","V0323310F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2020-04-29 16:30:24-03","UFVJM","HDJF","2045","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Sapindaceae","Matayba","marginata","Matayba marginata","Radlk.","Pinheiro, AC","Souto, A","s.n.","2014","01","16","Southern America","Brasil","Minas Gerais","Diamantina","Campus JK, próximo da área de compostagem.","-43.583333","-18.203333",NA,NA,NA,NA,"HDJF002045","HDJF002045_01",NA,NA,NA,"2013","03","06","-43.583333","-18.203333",NA,NA,NA,NA
"209","2019-01-25 15:46:55-02","IAC","IAC","14132","S","Plantae",NA,NA,"Sapindaceae-4.Sapindoideae","Matayba","marginata","Matayba marginata","Radlk.","D.M. Dedecca","D.M. Dedecca","s/nº","1951","01","15",NA,"Brasil","Minas Gerais","Ouro Preto","Serra do Cruzeiro.","-43.5081","-20.2875",NA,NA,NA,"Identificação confirmada por R.L.G. Coelho 21/02/2008",NA,NA,NA,NA,NA,"1951","01","15","-43.5081","-20.2875",NA,NA,NA,NA
"210","2020-07-23 12:18:39-03","CEPLAC","CEPEC","124676","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Matayba","marginata","Matayba marginata",NA,"D. C. Zappi","B. R. Silva","1347",NA,NA,NA,NA,"Brasil","Minas Gerais","LIMA DUARTE",NA,"-43.793098449707","-21.8425006866455",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2019-11-01 15:10:34-03","UnB","UB","18991","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Sapindaceae","Matayba","marginata","Matayba marginata","Radlk.","Proença, CEB","Irwin, HS; Harley, RM; Onishi, E","29644","1971","02","02","Southern America","Brasil","Minas Gerais",NA,"Ca. 3km N. of Mariana, road to Santa Barbara",NA,NA,"1500","1500",NA,"Seeds black.; Shrub 1,5m. Flor cream. Fruto red.; . Solo: Hills with iron-rich canga soil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2019-11-01 15:10:34-03","UnB","UB","18992","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Sapindaceae","Matayba","marginata","Matayba marginata","Radlk.","Pirani, JR","Pirani, JR; Mello-Silva, R; Cordeiro, I; Assis, MC","s.n.","1987","11","03","Southern America","Brasil","Minas Gerais","Grão Mogol","Riacho Ribeirão","-42.9","-16.55","850","1000",NA,"Heliófilo. Sementes negras com arilo alvo.; Arbusto 1,5m. Fruto avermelhado.; Entre rochas.",NA,NA,NA,NA,NA,NA,NA,NA,"-42.9","-16.55",NA,NA,NA,NA
"213","2019-11-01 15:10:34-03","UnB","UB","18990","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Sapindaceae","Matayba","marginata","Matayba marginata","Radlk.","Coelho, RLG","Salimena, FRG; Verardo, SMS; Mello-Silva, R","CESJ27551","1994","09","08","Southern America","Brasil","Minas Gerais","Lima Duarte","Parque Florestal Estadual do Ibitipoca. NA descida para a Cachoeira dos Macacos","-43.793098449707","-21.8425006866455",NA,NA,NA,"Arvoreta 2m. Flor esverdeada; .",NA,NA,"30417","auto",NA,"2009","09","24",NA,NA,NA,NA,NA,NA
"214","2019-05-06 12:02:25-03","UFU","HUFU","35395","S","Plantae",NA,NA,"Sapindaceae","Matayba","marginata","Matayba marginata","Radlk.","Somner, G.V.","Salimena, F.R.G.; Verardo, S.M.S. & Mello-Silva, R.","s.n.","1994","09","08",NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Na descida para a cachoeira dos Macacos.","-43.793098449707","-21.8425006866455",NA,NA,NA,"Arvoreta, ca. 2 m. Flores esverdeadas.","HUFU00024828","HUFU00024828","30417","auto",NA,"2000","04","12",NA,NA,NA,NA,NA,NA
"215","2021-03-04 15:46:34-03","IF","SPSF","36853","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Matayba","marginata","Matayba marginata",NA,NA,"G. Hatschbach & M.Hatschbach & E.Barbosa","67320","1997","11","20","América do Sul","Brasil","MG","Senador Mourão","arredores",NA,NA,NA,NA,NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: carrascal&nf;;",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2021-03-04 15:46:34-03","IF","SPSF","14070","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Matayba","marginata","Matayba marginata","Radlk.","R.L.S.Coelho","J.B.Baitello","400","1989","11","22","América do Sul","Brasil","SP","Cunha","P.E.Serra do Mar - Núcleo Cunha","-44.9599990844727","-23.0699996948242",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: Bacia D; linha do Topo;",NA,NA,"38855","auto","Magnoliopsida","2009","09","23",NA,NA,NA,NA,NA,NA
"217","2017-09-11 17:13:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Matayba","marginata","Matayba marginata elongata","Radlk.",NA,"Glaziou, AFM","Hb. Eichl.13413",NA,NA,NA,"Southern America","Brazil",NA,NA,"In B",NA,NA,NA,NA,NA,"m. Nov. 1881, flor.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"elongata"
"218","2017-09-11 17:13:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Matayba","marginata","Matayba marginata elongata","Radlk.",NA,"Schwacke, A","Hb. Ber.9179",NA,NA,NA,"Southern America","Brazil",NA,NA,"In B",NA,NA,NA,NA,NA,"m. Febr. 1893, fruct.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"elongata"
"219","2017-09-11 17:13:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Matayba","marginata","Matayba marginata elongata","Radlk.",NA,"Sellow, F","Hb. Ber.1271",NA,NA,NA,"Southern America","Brazil",NA,NA,"In B",NA,NA,NA,NA,NA,"a. 1831; flor.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"elongata"
"220","2017-09-11 17:13:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Matayba","marginata","Matayba marginata elongata","Radlk.",NA,"Schwacke, A","Hb. Ber.8711",NA,NA,NA,"Southern America","Brazil",NA,NA,"In B",NA,NA,NA,NA,NA,"m. Oct. 1892, flor.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"elongata"
"221","2017-09-11 17:13:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Matayba","marginata","Matayba marginata genuina","Radlk.",NA,"Magalhães Gomes, FP","1295",NA,NA,NA,"Southern America","Brazil",NA,NA,"In B",NA,NA,NA,NA,NA,"m. Oct. 1893, flor.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"genuina"
"222","2017-09-11 17:13:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Matayba","marginata","Matayba marginata genuina","Radlk.",NA,"Claussen, P","1528",NA,NA,NA,"Southern America","Brazil",NA,NA,"In B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"genuina"
"223","2017-09-11 17:13:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Matayba","marginata","Matayba marginata genuina","Radlk.",NA,"Silveira, AA","2033",NA,NA,NA,"Southern America","Brazil",NA,NA,"In B",NA,NA,NA,NA,NA,"m. Apr. 1894, fruct.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"genuina"
"224","2017-09-11 17:13:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Matayba","marginata","Matayba marginata genuina","Radlk.",NA,"Claussen, P","291",NA,NA,NA,"Southern America","Brazil",NA,NA,"In B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"genuina"
"225","2017-09-11 17:13:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Matayba","marginata","Matayba marginata genuina","Radlk.",NA,"Fra. Custódio","Hb. Franqu217",NA,NA,NA,"Southern America","Brazil",NA,NA,"In B",NA,NA,NA,NA,NA,"flor.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"genuina"
"226","2017-09-11 17:13:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Matayba","marginata","Matayba marginata genuina","Radlk.",NA,"Sellow, F","1113",NA,NA,NA,"Southern America","Brazil",NA,NA,"In B",NA,NA,NA,NA,NA,"m. Dec. 1830, fruct. immat.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"genuina"
"227","2017-09-11 17:13:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Matayba","marginata","Matayba marginata genuina","Radlk.",NA,"Glaziou, AFM","Hb. Berol.20235",NA,NA,NA,"Southern America","Brazil",NA,NA,"In B",NA,NA,NA,NA,NA,"m. Dec. 1893, flor.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"genuina"
"228","2017-09-11 17:13:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Matayba","marginata","Matayba marginata genuina","Radlk.",NA,"Sellow, F","B1901",NA,NA,NA,"Southern America","Brazil",NA,NA,"In B",NA,NA,NA,NA,NA,"m. Jan. 1819, fruct.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"genuina"
"229","2017-09-11 17:13:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Matayba","marginata","Matayba marginata genuina","Radlk.",NA,"Claussen, P","Hb. Par.,1528",NA,NA,NA,"Southern America","Brazil",NA,NA,"In B",NA,NA,NA,NA,NA,"m. Febr., fruct.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"genuina"
"230","2017-09-11 17:13:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Matayba","marginata","Matayba marginata genuina","Radlk.",NA,"Sellow, F","1040",NA,NA,NA,"Southern America","Brazil",NA,NA,"In B",NA,NA,NA,NA,NA,"Flor. Erro INB revisado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"genuina"
"231","2017-09-11 17:13:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Matayba","marginata","Matayba marginata genuina","Radlk.",NA,"Schwacke, A","9543",NA,NA,NA,"Southern America","Brazil",NA,NA,"In B",NA,NA,NA,NA,NA,"m. Oct. 1893, flor.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"genuina"
"232","2017-09-11 17:13:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Matayba","marginata","Matayba marginata genuina","Radlk.",NA,"Martius, C","Hb. Monac.925",NA,NA,NA,"Southern America","Brazil",NA,NA,"In B",NA,NA,NA,NA,NA,"m. Mart. 1818, fruct.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"genuina"
"233","2017-09-11 17:13:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Matayba","marginata","Matayba marginata genuina","Radlk.",NA,"Schüch (Barão de Capanema), G","Hb. Vindobs.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"In B",NA,NA,NA,NA,NA,"flor.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"genuina"
"234","2017-09-11 17:13:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Matayba","marginata","Matayba marginata genuina","Radlk.",NA,"Sellow, F","c1389",NA,NA,NA,"Southern America","Brazil",NA,NA,"In B",NA,NA,NA,NA,NA,"m. Jan. 1819, fruct.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"genuina"
"235","2019-11-21 10:19:00-03","IBt","SP","269662","S","Plantae",NA,NA,"Sapindaceae","Matayba","marginata","Matayba marginata","Radlk.","Pirani, JR","Harley, RM; et al.","25002","1988","10","14",NA,"Brasil","Minas Gerais","Grão Mogol","Serra do Calixto, 11km do Francisco Sá, perto da estrada para Grão Mongol.","-43.4","-16.483333","1050","1050",NA,NA,"SP046296","SP046296",NA,NA,NA,"1994",NA,NA,"-43.4","-16.483333",NA,NA,NA,NA
"236","2019-11-21 10:19:00-03","IBt","SP","234653","S","Plantae",NA,NA,"Sapindaceae","Matayba","marginata","Matayba marginata","Radlk.","Coelho, RLG","Wanderley, MGL; Kral, R","1456","1988","11","02",NA,"Brasil","Minas Gerais","Cristália","Morro do Chapéu","-42.8622016906738","-16.8003005981445","1200","1200",NA,NA,"SP046297","SP046297","30029","auto",NA,"2010","02","01",NA,NA,NA,NA,NA,NA
"237","2019-11-21 10:19:00-03","IBt","SP","313605","S","Plantae",NA,NA,"Sapindaceae","Matayba","marginata","Matayba marginata","Radlk.","Coelho, RLG","Mello-Silva, R; Kawasaki, ML; Rapini, A","1435","1997","09","27",NA,"Brasil","Minas Gerais","Grão Mogol","Contrafortes a leste da trilha da tropa, que vai da cidade até Periperi passando pelo alto da serra, nas encostas à esquerda do Ribeirão do Inferno. Altos da serra.","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"SP046300","SP046300","67219","auto",NA,"2007","03","21",NA,NA,NA,NA,NA,NA
"238","2019-11-21 10:19:00-03","IBt","SP","269527","S","Plantae",NA,NA,"Sapindaceae","Matayba","marginata","Matayba marginata","Radlk.","Ferrucci, MS","Pirani, JR; et al.","CFCR8539","1985","09","05",NA,"Brasil","Minas Gerais","Grão Mogol","Jambeiro, a 7km de Grão Mongol.","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"SP046303","SP046303","67219","auto",NA,"1987",NA,NA,NA,NA,NA,NA,NA,NA
"239","2019-11-21 10:19:00-03","IBt","SP","360958","S","Plantae",NA,NA,"Sapindaceae","Matayba","marginata","Matayba marginata","Radlk.","Sommer, GV","Salimena, FRG; Verardo, SMS; Mello-Silva, R","s.n.","1994","09","08",NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Na descida para a cachoeira dos Macacos.","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"SP046301","SP046301","30417","auto",NA,"2000","04","12",NA,NA,NA,NA,NA,NA
"240","2019-11-21 10:19:00-03","IBt","SP","221662","S","Plantae",NA,NA,"Sapindaceae","Matayba","marginata","Matayba marginata","Radlk.",NA,"Giulietti, AM; et al.","CFCR7685","1985","03","31",NA,"Brasil","Minas Gerais","Rio Vermelho","Pedra Menina, Morro do Ambrósio","-43.0092010498047","-18.2936000823975",NA,NA,NA,NA,"SP046298","SP046298","26996","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2019-11-21 10:19:00-03","IBt","SP","198646","S","Plantae",NA,NA,"Sapindaceae","Matayba","marginata","Matayba marginata","Radlk.",NA,"Furlan, A; Giulietti, AM; Harley, RM; Wanderley, MGL; Varanda, E","CFCR4469","1984","07","14",NA,"Brasil","Minas Gerais","Rio Vermelho","Pedra Menina, Morro do Ambrósio","-43.0092010498047","-18.2936000823975",NA,NA,NA,NA,"SP046299","SP046299","26996","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2019-11-21 10:19:00-03","IBt","SP","183999","S","Plantae",NA,NA,"Sapindaceae","Matayba","marginata","Matayba marginata","Radlk.","Coelho, RLG","Pirani, JR; Vital, DM; Favalli, E","349","1982","12","17",NA,"Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça, Perto da Capelinha.","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,"SP046302","SP046302","33136","auto",NA,"2007","03","21",NA,NA,NA,NA,NA,NA
"243","2019-11-21 10:19:00-03","IBt","SP","370756","S","Plantae",NA,NA,"Sapindaceae","Matayba","marginata","Matayba marginata","Radlk.","Ferrucci, MS","Silva, JM; Abe, LM","3083","1999","10","04",NA,"Brasil","Paraná","Tunas do Paraná","Pacas.","-49.0858001708984","-24.9743995666504",NA,NA,NA,NA,"SP046295","SP046295","41885","auto",NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA
"244","2014-09-23 10:59:40-03","G","G","G00007877","S","Plantae",NA,NA,"Sapindaceae","Matayba","marginata","Matayba marginata","Radlk.","in Hb. G","Claussen, P.","291",NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=83957&base=img&lang=en","G00007877","G00007877",NA,NA,NA,NA,NA,NA,"-53.08972222","-10.77305556","ISOSYNTYPUS of Matayba marginata Radlk.",NA,NA,NA
"245","2020-08-07 17:12:08-03","IEPA","HAMAB",NA,"PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Matayba","marginata","Matayba marginata",NA,NA,"Daly, DC","726","1980","10","20",NA,"Brasil","Maranhão",NA,NA,"-43.783333","-4.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.783333","-4.7",NA,NA,NA,NA
