"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","order","typeStatus","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","class","fieldNumber","individualCount","sex"
"47","2021-01-26 14:12:45-03","CPACT","ECT","1707","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.","T.Perleberg","2008","01","20","T.Perleberg","190","2007","10","20","Brasil","Rio Grande do Sul","Pelotas","Distrito de Rincão da Cruz, Morro Quilongongo. Nome comum: orquídea. Altitude obida a partir dos dados de coordenadas geográficas.","-52.541667","-31.408056","52º32'30''W","31º24'29''S",NA,"ECT0001707","Embryophyta",NA,NA,NA,"223","223",NA,"ECT0001707",NA,NA,NA,NA,NA,NA,NA
"48","2020-09-12 05:00:02-03","US","US","601715","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","cheirostyloides","Hapalorchis cheirostyloides","Schltr.",NA,NA,NA,NA,"H. F. Pittier","5992","1913","3","19","Venezuela","Miranda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orchidales","Isotype","South America - Neotropics","500","1000",NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA
"49","2020-09-12 05:00:02-03","US","US","987199","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","cheirostyloides","Hapalorchis cheirostyloides","Schltr.",NA,NA,NA,NA,"H. F. Pittier","7070","1917","3","25","Venezuela","Federal District","Caracas",NA,NA,NA,NA,NA,NA,NA,NA,"Orchidales",NA,"South America - Neotropics","1200","1400",NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA
"50","2020-09-12 05:00:02-03","US","US","2564116","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus",NA,NA,NA,NA,NA,"G. Hatschbach","14663","1966","9","5","Brazil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,"US00478215",NA,"Orchidales",NA,"South America",NA,NA,NA,"US00478215_01","46557","auto",NA,"Monocotyledonae",NA,"1",NA
"51","2019-12-09 17:30:35-03","UFPR","EFC","16080","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.","Santos, T.F.","2017","07","25","Völtz, R.R.; Brotto, M.L.","1377","2017","07","22","Brasil","Paraná","Morretes","PARANA Saint-Hilaire/Lange","-48.6941","-25.6218","-48.6941","-25.6218","Erva terrestre no interior de Floresta Ombrófila Densa Montana; flores alvas. Floresta Ombrófila Densa Montana","EFC016080",NA,NA,NA,NA,"1175","1175",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-12-09 17:30:35-03","UFPR","EFC","14660","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.","Souza, I.","2018","06","08","Blum, C.T.","1828","2014","09","15","Brasil","Paraná","Curitiba","Capão do Cifloma","-49.24","-25.4477","-49.2400","-25.4477","Erva epífita a 1,8m altura do solo; flores brancas; interior da Floresta Ombrófila Mista em estágio médio.","EFC014660",NA,NA,NA,NA,"920","920",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-12-09 17:30:35-03","UFPR","EFC","16019","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.","Souza, I.","2017","09","13","Souza, I.",NA,"2017","09","13","Brasil","Paraná","Curitiba","Capão do Cifloma","-49.2403","-25.4481","-49.2403","-25.4481","Epífita a 1,6m, em local sombreado. Sépalas alvas, pétalas verdes, labelo com base amarelada e 3 listras verdes. Floresta Ombrófila Densa Montana","EFC016019",NA,NA,NA,NA,"922","922",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-25 13:53:06-03","UNIVILLE","JOI","4526","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.","Mancinelli, W. S.","2014","12","12","Meyer, F.S.",NA,"2004","06","17","Brasil","Santa Catarina","São Bento do Sul","CEPA Rugendas, Rio Natal - Trilha E.A.","-49.3786010742188","-26.2502994537354",NA,NA,"; HABITO: Epífita","JOI004526",NA,NA,NA,NA,"680","680",NA,NA,"23090","auto",NA,NA,NA,NA,NA
"55","2021-03-25 13:53:06-03","UNIVILLE","JOI","4527","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.","Mancinelli, W. S.","2014","12","12",NA,NA,"2004","06","17","Brasil","Santa Catarina","São Bento do Sul","Trilha E.A.- EPA Rugendas.","-49.3786010742188","-26.2502994537354",NA,NA,NA,"JOI004527",NA,NA,NA,NA,"680","680",NA,NA,"23090","auto",NA,NA,NA,NA,NA
"56","2019-10-07 09:20:05-03","UEFS","HUEFS","89687","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","cheirostyloides","Hapalorchis cheirostyloides","Schltr.",NA,NA,NA,NA,"Pittier, H.","5992","1913","03","19","Venezuela",NA,NA,"Guinand: Siguire Valley.",NA,NA,NA,NA,NA,"HUEFS0089687","Angiospermae","Asparagales","Isótipo",NA,"500","1000",NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA
"57","2020-07-23 12:17:19-03","CEPLAC","CEPEC","114428","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus",NA,"Sem Informação",NA,NA,NA,"Lopes, M. M. M.","1036","2006","08","11","Brasil","Bahia","CAMACAN","RPPN Serra Bonita. 10 km W de Camacã na estrada para Jacarecí, 6 km SW na estrada para a RPPN e Torre de transmissão; Trilha do Mirante.","-39.565278","-15.391667","39W33'55","15S23'30","UNICATA.",NA,NA,NA,NA,NA,"850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-07-23 12:17:19-03","CEPLAC","CEPEC","126525","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus",NA,"Sem Informação",NA,NA,NA,"Perdiz, R. de O.","492","2009","08","14","Brasil","Bahia","CAMACAN","Trilha da Bapeba.","-39.565278","-15.391667","39W33'55","15S23'30","Flores em álcool. Amostra de DNA. Fotos.",NA,NA,NA,NA,NA,"835","835",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-02-12 15:02:22-03","UFSCar","SPSC","7402","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.","A.W.C. Ferreira",NA,NA,NA,"A.W.C. Ferreira",NA,"2006","07","17","Brasil","São Paulo","São Carlos","Parque Ecológico de São Carlos. Córrego Espraiado",NA,NA,"9999","9999","Cerradao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-08-20 20:37:53-03","UFSC","FLOR","3901","PreservedSpecimen","Plantae","Orchidaceae","Cyclopogon","pauciflorus","Cyclopogon pauciflorus","(Porto & Brade) Pabst","Pabst, G.","1976",NA,NA,"Bresolin, A.","825","1973","09","19","Brasil","Santa Catarina","Florianópolis","Peri de Cima, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"terrícola","FLOR0003901",NA,"Asparagales",NA,NA,"150","150",NA,NA,"27000","auto",NA,NA,NA,NA,NA
"61","2020-08-20 20:37:53-03","UFSC","FLOR","2597","PreservedSpecimen","Plantae","Orchidaceae","Cyclopogon","pauciflorus","Cyclopogon pauciflorus","(Porto & Brade) Pabst","Pabst, G.","1974",NA,NA,"Bresolin, A.","345","1971","08","20","Brasil","Santa Catarina","Palhoça","Morro do Cambirela.","-48.6678009033203","-27.645299911499",NA,NA,"epífito, flor verde-clara. Exemplar único.","FLOR0002597",NA,"Asparagales",NA,NA,"600","600",NA,NA,"31105","auto",NA,NA,NA,NA,NA
"62","2020-08-20 20:37:53-03","UFSC","FLOR","1419","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.","Pabst, G.","1967",NA,NA,"Hatschbach, G.; Guimarães, O.","14663","1966","09","05","Brasil","Paraná","Ponta Grossa","Parque Vila Velha.","-50.1618995666504","-25.0949993133545",NA,NA,"flor alva","FLOR0001419",NA,"Asparagales",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"63","2020-08-20 14:54:47-03","UFSC","FLOR","1472","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.","Pabst, G.","1968","01","07","Klein, R.M.; Bresolin, A.","7509","1967","07","26","Brasil","Santa Catarina","Florianópolis","Pântano do Sul, Morro do Saquinho, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"flor branca. Exemplar único.","FLOR0001472",NA,"Asparagales",NA,NA,"300","300",NA,NA,"27000","auto",NA,NA,NA,NA,NA
"64","2014-10-09 13:58:31-03","UHH","HBG","502001","S","Plantae","Orchidaceae","Sauroglossum","candidum","Sauroglossum candidum","Kraenzl.","E.A. Christenson","1993","05",NA,"Lindman, C.A.M.","A.437","1892","10","15","Brazil",NA,NA,"Rio Grande do Sul, Porto Alegro, Parthenon, locis umbrosis dumetosum in Rumo et ad folia putrida, planta terrestris saprophytica",NA,NA,NA,NA,"ex Herb. Brasil. Regnell. Musei bot. Stockholm. Exped. Imae Regnellian. Phanerogamae<br>ex Herb. Kränzlin NEOTROP<br>Herbarium Hamburgense evacuated and inaccessible 1943-1992","HBG502001",NA,NA,NA,"South America",NA,NA,NA,"HBG502001",NA,NA,NA,NA,NA,NA,NA
"65","2014-10-09 13:58:31-03","UHH","HBG","501492","S","Plantae","Orchidaceae","Spiranthes","lineata","Spiranthes lineata","Lindl.","A. Cogniaux",NA,NA,NA,"Ule, E.",NA,"1887","10",NA,"Brazil",NA,NA,"Rio de Janeiro, im Walde des Corcovado",NA,NA,NA,NA,NA,"HBG501492",NA,NA,NA,"South America",NA,NA,NA,"HBG501492",NA,NA,NA,NA,NA,NA,NA
"66","2014-10-09 13:58:31-03","UHH","HBG","502558","S","Plantae","Orchidaceae","Spiranthes","lineata","Spiranthes lineata","Lindl.","Cogniaux, A.",NA,NA,NA,"Ule, E.",NA,"1887","08",NA,"Brazil",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,"Herb. Ule<br>with drawings by Szlachetko<br>see also HBG501491 and HBG502557 NEOTROP","HBG502558",NA,NA,"Type ?","South America",NA,NA,NA,"HBG502558",NA,NA,NA,NA,NA,NA,NA
"67","2014-10-09 13:58:31-03","UHH","HBG","502557","S","Plantae","Orchidaceae","Spiranthes","lineata","Spiranthes lineata","Lindl.","Cogniaux, A.",NA,NA,NA,"Ule, E.",NA,"1887","08",NA,"Brazil",NA,NA,"Rio de Janeiro, vom Morro da Nova Cintra",NA,NA,NA,NA,"Herb. Ule<br>with drawings by Szlachetko<br>see also HBG501491 and HBG502558 NEOTROP","HBG502557",NA,NA,"Type ?","South America",NA,NA,NA,"HBG502557",NA,NA,NA,NA,NA,NA,NA
"68","2014-10-09 13:58:31-03","UHH","HBG","502559","S","Plantae","Orchidaceae","Spiranthes","lineata","Spiranthes lineata","Lindl.","Cogniaux, A.",NA,NA,NA,"Ule, E.",NA,"1886","10",NA,"Brazil",NA,NA,"I. St. Catharina, an Sträuchern, Weg nach dem Flaggenberg",NA,NA,NA,NA,NA,"HBG502559",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Spiranthes","lineata","Spiranthes lineata","Lindl.",NA,NA,NA,NA,"Lorentz, PG","s.n.",NA,NA,NA,"Argentina","Salta","Orán","Etiam in Argentinae prov. Oran prope S. Andres",NA,NA,NA,NA,"Floret Septembri-Octobri",NA,NA,NA,NA,"Southern America",NA,NA,NA,"P03P4N0041",NA,NA,NA,NA,NA,NA,NA
"70","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Spiranthes","lineata","Spiranthes lineata","Lindl.",NA,NA,NA,NA,"Hieronymus, GHEW","286",NA,NA,NA,"Argentina","Salta","Orán","Etiam in Argentinae prov. Oran prope S. Andres",NA,NA,NA,NA,"Floret Septembri-Octobri",NA,NA,NA,NA,"Southern America",NA,NA,NA,"P03P4N0041",NA,NA,NA,NA,NA,NA,NA
"71","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Spiranthes","lineata","Spiranthes lineata","Lindl.",NA,NA,NA,NA,"Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Brazil","Minas Gerais","Carmo do Rio Claro","in capoeiras secus Rio Correnteza ad Carmo do Rio Claro prov. Minas Geraës","-46.1189","-20.9719",NA,NA,"Floret Septembri-Octobri",NA,NA,NA,NA,"Southern America",NA,NA,NA,"P03P4N0041","25874","auto",NA,NA,NA,NA,NA
"72","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Spiranthes","lineata","Spiranthes lineata","Lindl.",NA,NA,NA,NA,"Descourtilz, ME","s.n.",NA,NA,NA,"Brazil","São Paulo",NA,"in sylvis densissimis",NA,NA,NA,NA,"Floret Septembri-Octobri",NA,NA,NA,NA,"Southern America",NA,NA,NA,"P03P4N0041",NA,NA,NA,NA,NA,NA,NA
"73","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Spiranthes","lineata","Spiranthes lineata","Lindl.",NA,NA,NA,NA,"Martius, CFP","s.n.",NA,NA,NA,"Brazil","São Paulo",NA,"in sylvis densissimis",NA,NA,NA,NA,"Floret Septembri-Octobri",NA,NA,NA,NA,"Southern America",NA,NA,NA,"P03P4N0041",NA,NA,NA,NA,NA,NA,NA
"74","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Spiranthes","lineata","Spiranthes lineata","Lindl.",NA,NA,NA,NA,"Regnell, AF","ser. III.1195",NA,NA,NA,"Brazil","Minas Gerais","Caldas","ad Pedra Branca prope Caldas","-46.3861","-21.9236",NA,NA,"Floret Septembri-Octobri",NA,NA,NA,NA,"Southern America",NA,NA,NA,"P03P4N0041","25710","auto",NA,NA,NA,NA,NA
"75","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Spiranthes","lineata","Spiranthes lineata","Lindl.",NA,NA,NA,NA,"Warming, JEB","s.n.",NA,NA,NA,"Brazil","Minas Gerais","Lagoa Santa","in truncis arborum putridis et in solo sylvestri ad Lagoa Santa","-43.8897","-19.6272",NA,NA,"Floret Septembri-Octobri",NA,NA,NA,NA,"Southern America",NA,NA,NA,"P03P4N0041","12338","auto",NA,NA,NA,NA,NA
"76","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Spiranthes","lineata","Spiranthes lineata","Lindl.",NA,NA,NA,NA,"Glaziou, AFM","6455",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in sylvis virgineis ad Serra dos Orgâos prov. Rio de Janeiro",NA,NA,NA,NA,"Floret Septembri-Octobri",NA,NA,NA,NA,"Southern America",NA,NA,NA,"P03P4N0041",NA,NA,NA,NA,NA,NA,NA
"77","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Spiranthes","tenuis","Spiranthes tenuis","(Lindl.) Benth. ex Fawc.",NA,NA,NA,NA,"Martin, CV","s.n.",NA,NA,NA,"French Guiana",NA,NA,"in Guiana gallica",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Spiranthes","tenuis","Spiranthes tenuis","(Lindl.) Benth. ex Fawc.",NA,NA,NA,NA,"Mélinon, M","131",NA,NA,NA,"French Guiana",NA,NA,"in Guiana gallica",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Spiranthes","tenuis","Spiranthes tenuis","(Lindl.) Benth. ex Fawc.",NA,NA,NA,NA,"Leprieur, FMR","105",NA,NA,NA,"French Guiana",NA,NA,"in Guiana gallica",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-02-08 12:52:16-03","UFRGS","ICN","145728","S","Plantae","Orchidaceae","Hapalorchis","cf. lineatus","Hapalorchis cf. lineatus",NA,"Singer, R",NA,NA,NA,"Buzatto, CR","279","2006","10","09","Brasil","RS","Porto Alegre","Morro Santana","-51.2299995422363","-30.0331001281738",NA,NA,NA,"ICN00040233","Monocotyledon",NA,NA,"América do Sul",NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"81","2010-08-16 16:41:16-03","AMES","HU-HERB","AMES 00100234","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","cheirostyloides","Hapalorchis cheirostyloides","Schlechter",NA,NA,NA,NA,"H. F. Pittier","5992",NA,NA,NA,"Venezuela","Miranda",NA,"Guinand Estate (Cardenas), Siquire Valley",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype","South America","500","1000","Microscope slide,Sheet",NA,NA,NA,NA,NA,"5992",NA,"undetermined"
"82","2010-08-16 16:39:24-03","AMES","HU-HERB","AMES 00100235","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","cheirostyloides","Hapalorchis cheirostyloides","Schlechter","G. A. Romero & I. Ferreras",NA,NA,NA,"H. F. Pittier","7070","1917","3","25","Venezuela",NA,NA,"Middle Catuche wood, above Caracas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","1200","1400","Microscope slide,Other",NA,NA,NA,NA,NA,"7070",NA,"undetermined"
"83","2011-06-21 11:20:55-03","AMES","HU-HERB","AMES 00083594","PreservedSpecimen","Plantae","Orchidaceae","Sauroglossum","candidum","Sauroglossum candidum","Kraenzlin",NA,NA,NA,NA,"C. A. M. Lindman","437","1892","10","15","Brazil","Rio Grande do Sul",NA,"Porto Alegre",NA,NA,NA,NA,NA,NA,NA,NA,"Type material","South America",NA,NA,"Microscope slide,Sheet",NA,NA,NA,NA,NA,"437",NA,NA
"84","2011-06-21 11:20:55-03","AMES","HU-HERB","AMES 00104121","PreservedSpecimen","Plantae","Orchidaceae","Sauroglossum","candidum","Sauroglossum candidum","Kraenzlin",NA,NA,NA,NA,"C. A. M. Lindman","437","1892","10","15","Brazil","Rio Grande do Sul",NA,"Porto Alegre",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype","South America",NA,NA,"Microscope slide,Sheet",NA,NA,NA,NA,NA,"437",NA,"undetermined"
"85","2012-12-03 15:15:57-02","AMES","HU-HERB","AMES 00084016","PreservedSpecimen","Plantae","Orchidaceae","Spiranthes","tenuis","Spiranthes tenuis","Lindley",NA,NA,NA,NA,"Jos. Martin","s.n.",NA,NA,NA,"French Guiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type material","South America",NA,NA,"Microscope slide,Other",NA,NA,NA,NA,NA,"s.n.",NA,NA
"86","2012-12-03 15:15:57-02","AMES","HU-HERB","AMES 00104547","PreservedSpecimen","Plantae","Orchidaceae","Spiranthes","tenuis","Spiranthes tenuis","Lindley",NA,NA,NA,NA,"Jos. Martin","s.n.",NA,NA,NA,"French Guiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Drawing of type","South America",NA,NA,"Microscope slide,Other",NA,NA,NA,NA,NA,"s.n.",NA,"undetermined"
