"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","infraspecificEpithet","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","previousCatalogNumber","sex"
"270","2015-09-05 11:37:28-03","MNHN","RECOLNAT_MNHN_P","P06761136","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","São José & Romaniuc Neto",NA,"Gardner",NA,NA,NA,NA,"Brasil","Brésil. Piauhy. Piauí, Nordeste, Brasil, América do Sul","hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06761136' target='other'> <mi>dwc_moreinfo</mi></a>","P06761136","P06761136_01",NA,"Piauí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2310",NA,NA
"271","2015-09-05 11:37:28-03","MNHN","RECOLNAT_MNHN_P","P06761137","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","São José & Romaniuc Neto",NA,"Gardner, M.",NA,NA,NA,NA,"Brasil","Brésil. Province de Piauhy. Piauí, Nordeste, Brasil, América do Sul","hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06761137' target='other'> <mi>dwc_moreinfo</mi></a>","P06761137","P06761137_01",NA,"Piauí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2310",NA,NA
"272","2015-09-05 11:37:28-03","MNHN","RECOLNAT_MNHN_P","P06761138","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","São José & Romaniuc Neto",NA,"Burchell, W.J.",NA,NA,NA,NA,"Brasil","Brésil. Brasil, América do Sul","hb","Catalogus Geographicus Plantarum Brasiliae Tropicae. s.d. Donné par la Direction du Jardin Royal de KEW 1870 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06761138' target='other'> <mi>dwc_moreinfo</mi></a>","P06761138","P06761138_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8363",NA,NA
"273","2015-09-05 11:37:52-03","MNHN","RECOLNAT_MNHN_P","P06822820","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Jansen-Jacobs, M.J.|Welle, B.J.H.|Haripersaud, P.P.|Muller, O.|Zee, M.",NA,"1999","9",NA,"Guiana","Upper Essequibo Region, Rewa River, near Camp 2 at foot of Spider Mountains. Guiana , América do Sul","hb","Flora of Guyana. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06822820' target='other'> <mi>dwc_moreinfo</mi></a>","P06822820","P06822820_01","19",NA,NA,"-58.53333","3.13333","220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6004",NA,NA
"274","2015-09-05 11:42:36-03","MNHN","RECOLNAT_MNHN_P","P06828877","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Nadeaud",NA,NA,NA,NA,"Uruguai","Champs du Cerro de Montevideo. Uruguai","hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828877' target='other'> <mi>dwc_moreinfo</mi></a>","P06828877","P06828877_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2015-09-05 11:42:36-03","MNHN","RECOLNAT_MNHN_P","P06828878","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Nadeaud",NA,NA,NA,NA,"Uruguai","Uruguay. Cerro de Montevideo. Uruguai","hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828878' target='other'> <mi>dwc_moreinfo</mi></a>","P06828878","P06828878_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2015-09-05 11:42:36-03","MNHN","RECOLNAT_MNHN_P","P06828879","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Lorentz, P.",NA,"1877","5",NA,"Argentina","Argentina. Concepcion del Uruguay. Argentina, América do Sul","hb","Flora Entreriana. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828879' target='other'> <mi>dwc_moreinfo</mi></a>","P06828879","P06828879_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"954",NA,NA
"277","2015-09-05 11:42:36-03","MNHN","RECOLNAT_MNHN_P","P06828880","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Fruchard",NA,"1871","3",NA,"Uruguai","Montevideo. Cerro Cuchilla Juanico. Uruguai","hb",". xbre et janvier 1865. Reçu le 15 mai 1883 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828880' target='other'> <mi>dwc_moreinfo</mi></a>","P06828880","P06828880_01","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2015-09-05 11:36:41-03","MNHN","RECOLNAT_MNHN_P","P06761046","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","São José & Romaniuc Neto",NA,"Berg, C.C.|Steward, W.C.|Ramos, J.F.|Monteiro, O.P.|Lima, J.F.",NA,"1973","10",NA,"Brasil","On road from Humboldt Centre to port on Rio Aripuanã; rocky soil. Mato Grosso, Centro-oeste, Brasil, América do Sul","hb","Plants of Brazilian Amazonia State of Mato Grosso. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06761046' target='other'> <mi>dwc_moreinfo</mi></a>","P06761046","P06761046_01","16","Mato Grosso",NA,"-59.35","-10.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2015-09-05 11:42:36-03","MNHN","RECOLNAT_MNHN_P","P06828882","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Fruchard",NA,"1876","10",NA,"Uruguai","Cerro de Montevideu. Uruguai","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828882' target='other'> <mi>dwc_moreinfo</mi></a>","P06828882","P06828882_01","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2015-09-05 11:42:36-03","MNHN","RECOLNAT_MNHN_P","P06828883","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Fruchard",NA,"1876","6",NA,"Uruguai","Montevideo. Ste. Lucia. Uruguai","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828883' target='other'> <mi>dwc_moreinfo</mi></a>","P06828883","P06828883_01","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2015-09-05 11:42:37-03","MNHN","RECOLNAT_MNHN_P","P06828884","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Fruchard",NA,"1876","6",NA,"Uruguai","Montevideo. Bois de Ste. Lucia. Uruguai","hb",". . Reçu le 15 mai 1883 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828884' target='other'> <mi>dwc_moreinfo</mi></a>","P06828884","P06828884_01","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2015-09-05 11:42:37-03","MNHN","RECOLNAT_MNHN_P","P06828885","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Fruchard",NA,"1876","6",NA,"Uruguai","Montevideo. Las Piedras. Uruguai","hb",". . Reçu le 15 mai 1883 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828885' target='other'> <mi>dwc_moreinfo</mi></a>","P06828885","P06828885_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2015-09-05 11:42:37-03","MNHN","RECOLNAT_MNHN_P","P06828886","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Gay",NA,"1828","9",NA,"Uruguai","Montevideo. Uruguai","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828886' target='other'> <mi>dwc_moreinfo</mi></a>","P06828886","P06828886_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"972",NA,NA
"284","2015-09-05 11:42:37-03","MNHN","RECOLNAT_MNHN_P","P06828887","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Funck",NA,"1843","1",NA,"Venezuela","Caracas. [Guanajuana]. Venezuela","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828887' target='other'> <mi>dwc_moreinfo</mi></a>","P06828887","P06828887_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"107",NA,NA
"285","2015-09-05 11:42:37-03","MNHN","RECOLNAT_MNHN_P","P06828888","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Funck",NA,NA,NA,NA,"Venezuela","Guanaguana. Venezuela","hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828888' target='other'> <mi>dwc_moreinfo</mi></a>","P06828888","P06828888_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"107",NA,NA
"286","2015-09-05 11:42:37-03","MNHN","RECOLNAT_MNHN_P","P06828890","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Prévost, M.F.",NA,"1986","3",NA,"Guyane française","Guyane. Bord de la Piste de St Elie. Guiana Francesa","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828890' target='other'> <mi>dwc_moreinfo</mi></a>","P06828890","P06828890_01","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2130",NA,NA
"287","2015-09-05 11:42:37-03","MNHN","RECOLNAT_MNHN_P","P06828891","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Jansen-Jacobs, M.J.|ter Welle, B.J.H.|Simmons, C.|Jacobs-Brouwer, A.|James, V.|Andrew, R.",NA,"1995","7",NA,"Guiana","Guyana. Kanuku Mts., Moco Moco R. Guiana , América do Sul","hb","Flora of Guyana. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828891' target='other'> <mi>dwc_moreinfo</mi></a>","P06828891","P06828891_01","13",NA,NA,"-59.65","3.3","135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4436",NA,NA
"288","2015-09-05 11:42:37-03","MNHN","RECOLNAT_MNHN_P","P06828892","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Grosourdy",NA,NA,NA,NA,"Venezuela","Amérique Équatoriale. Guyana - Canton de Upata. Mission du Caroni, habitation Sta. Rosa. Venezuela","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828892' target='other'> <mi>dwc_moreinfo</mi></a>","P06828892","P06828892_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2015-09-05 11:45:32-03","MNHN","RECOLNAT_MNHN_P","P06828983","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Nadeaud, J.",NA,NA,NA,NA,"Brasil","Brésil. Brasil, América do Sul","hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828983' target='other'> <mi>dwc_moreinfo</mi></a>","P06828983","P06828983_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2015-09-21 19:11:49-03","MNHN","RECOLNAT_MNHN_P","P06828985","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Smith",NA,"Reitz|Klein",NA,"1965","12",NA,"Brésil","Furnas, Vila Velha, Ponta Grossa, Parana","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828985' target='other'> <mi>dwc_moreinfo</mi></a>","P06828985","P06828985_01 P06828985_02","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17518",NA,NA
"291","2015-09-05 11:45:32-03","MNHN","RECOLNAT_MNHN_P","P06828986","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Rodriguez",NA,"1910","4",NA,"Argentine","Campos secos","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828986' target='other'> <mi>dwc_moreinfo</mi></a>","P06828986","P06828986_01 P06828986_02","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gob. de Misiones Bonpland/264",NA,NA
"292","2015-09-05 11:45:32-03","MNHN","RECOLNAT_MNHN_P","P06828987","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Pedersen, T.M.",NA,NA,NA,NA,"Argentina","Estancia Las Tres Marias, Dep. Empedrado, Prov. Corrientes. Top of the bank of the R. Paraná Dry. Argentina, América do Sul","hb","Plantae Argentinenses. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828987' target='other'> <mi>dwc_moreinfo</mi></a>","P06828987","P06828987_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6646",NA,NA
"293","2015-09-05 11:45:33-03","MNHN","RECOLNAT_MNHN_P","P06828988","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Molfino, J.F.",NA,"1922","1",NA,"Argentina","Argentina. Posadas. Argentina, América do Sul","hb","Flora Argentina - Gobernación de Misiones. I.1922. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828988' target='other'> <mi>dwc_moreinfo</mi></a>","P06828988","P06828988_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2015-09-05 11:45:33-03","MNHN","RECOLNAT_MNHN_P","P06828989","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Lourteig, A.|Schinini, A.|Maruñak, V.",NA,"1973","11",NA,"Argentina","Prov. Corrientes, Dep. Ituzaingó. Frente a saltos del Apipé. Argentina, América do Sul","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828989' target='other'> <mi>dwc_moreinfo</mi></a>","P06828989","P06828989_01","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2927",NA,NA
"295","2015-09-05 11:45:33-03","MNHN","RECOLNAT_MNHN_P","P06828991","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Lemen",NA,NA,NA,NA,"Argentina","Buenosaires. Argentina, América do Sul","hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828991' target='other'> <mi>dwc_moreinfo</mi></a>","P06828991","P06828991_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","2015-09-05 11:45:33-03","MNHN","RECOLNAT_MNHN_P","P06828992","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Pedersen, T.M.",NA,"1959","10",NA,"Paraguai","near San Ignacio, Dep. Misiones. Paraguai","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828992' target='other'> <mi>dwc_moreinfo</mi></a>","P06828992","P06828992_01","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5224",NA,NA
"297","2015-09-05 11:45:33-03","MNHN","RECOLNAT_MNHN_P","P06828993","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Hassler, E.",NA,NA,NA,NA,"Paraguai","Sierra de Amambay. Paraguai","hb","Plantae Paraguarienses 1907/08 itinera in Paraguaria septentrionali. s.d. Reçues le 27 Juillet 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828993' target='other'> <mi>dwc_moreinfo</mi></a>","P06828993","P06828993_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10542",NA,NA
"298","2015-09-05 11:45:33-03","MNHN","RECOLNAT_MNHN_P","P06828994","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Hassler, E.",NA,"1907","1",NA,"Paraguai","Sierra de Amambay. Paraguai","hb","Plantes du Paraguay. Dr. E. Hassler, Plantae Paraguariensis 1907/08. itinera in Paraguaria septentrionali. jul. Custos herbarii nostri T. Rojas. Reçues le 27 juillet 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828994' target='other'> <mi>dwc_moreinfo</mi></a>","P06828994","P06828994_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10509",NA,NA
"299","2015-09-05 11:45:33-03","MNHN","RECOLNAT_MNHN_P","P06828995","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Hassler, E.",NA,NA,NA,NA,"Paraguai",". Paraguai","hb","Plantae Paraguarienses 1885-1895. s.d. Reçu le 3 juillet 1897 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828995' target='other'> <mi>dwc_moreinfo</mi></a>","P06828995","P06828995_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"927",NA,NA
"300","2015-09-05 11:45:34-03","MNHN","RECOLNAT_MNHN_P","P06828996","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Balansa, B.",NA,"1875","4",NA,"Paraguai","Paraguay. Paraguai","hb",". . Reçu le 7 mai 1878 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828996' target='other'> <mi>dwc_moreinfo</mi></a>","P06828996","P06828996_01","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1984",NA,NA
"301","2015-09-05 11:45:34-03","MNHN","RECOLNAT_MNHN_P","P06828997","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Goudot, J.",NA,"1844","1",NA,"Colômbia","Nelle. Grenade. Llanos St. Juan. Colômbia, América do Sul","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828997' target='other'> <mi>dwc_moreinfo</mi></a>","P06828997","P06828997_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"302","2015-09-05 11:45:34-03","MNHN","RECOLNAT_MNHN_P","P06828998","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Andeer",NA,NA,NA,NA,"Paraguai",". Paraguai","hb","Plantes du Paraguay. s.d. Donné par M. Drake. Reçu le 22 octobre 1897 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828998' target='other'> <mi>dwc_moreinfo</mi></a>","P06828998","P06828998_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","2015-09-05 11:45:34-03","MNHN","RECOLNAT_MNHN_P","P06828999","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Andeer",NA,NA,NA,NA,"Paraguai",". Paraguai","hb","Plantes du Paraguay. s.d. Donné par M. Drake. Reçu le 22 octobre 1897 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828999' target='other'> <mi>dwc_moreinfo</mi></a>","P06828999","P06828999_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","2015-09-05 11:45:34-03","MNHN","RECOLNAT_MNHN_P","P06829000","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Andeer, M.",NA,NA,NA,NA,"Paraguai","Tarapê. Paraguai","hb","Planted du Paraguay. . Donné par M. Drake. Reçu le 22 octobre 1897 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06829000' target='other'> <mi>dwc_moreinfo</mi></a>","P06829000","P06829000_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","2015-09-05 11:45:34-03","MNHN","RECOLNAT_MNHN_P","P06829001","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Andeer, M.",NA,NA,NA,NA,"Paraguai","Tarapê. Paraguai","hb","Plantes du Paraguay. s.d. Donné par M Drake. Reçu le 22 octobre 1897 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06829001' target='other'> <mi>dwc_moreinfo</mi></a>","P06829001","P06829001_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","2015-09-05 11:44:55-03","MNHN","RECOLNAT_MNHN_P","P06877343","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Balansa, B.",NA,"1874","9",NA,"Paraguay","Dora-Juana, près de Villa-Rica","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06877343' target='other'> <mi>dwc_moreinfo</mi></a>","P06877343","P06877343_01","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1983",NA,NA
"307","2015-09-05 11:44:55-03","MNHN","RECOLNAT_MNHN_P","P06877349","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Balansa, B.",NA,"1875","4",NA,"Paraguai","Paraguay. Paraguari. Paraguai","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06877349' target='other'> <mi>dwc_moreinfo</mi></a>","P06877349","P06877349_01","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1984",NA,NA
"308","2015-09-05 11:36:41-03","MNHN","RECOLNAT_MNHN_P","P06761063","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","São José & Romaniuc Neto",NA,"Spruce, R.",NA,"1852","1",NA,"Brasil","Brésil. Prope San Gabriel de Cachoeira, ad Rio Negro, Brasiliae borealis. São Gabriel da Cachoeira, Amazonas, Norte, Brasil, América do Sul","hb",". Jan.-Aug. 1852. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06761063' target='other'> <mi>dwc_moreinfo</mi></a>","P06761063","P06761063_01","1","Amazonas","São Gabriel da Cachoeira","-67.0892028808594","-0.130278006196022",NA,NA,"377621","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2196",NA,NA
"309","2015-09-05 11:36:41-03","MNHN","RECOLNAT_MNHN_P","P06761049","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","São José & Romaniuc Neto",NA,"Glaziou, A.",NA,"1893","7",NA,"Brasil",". Itatiaia, Rio de Janeiro, Sudeste, Brasil, América do Sul","hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06761049' target='other'> <mi>dwc_moreinfo</mi></a>","P06761049","P06761049_01","1","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8019 A",NA,NA
"310","2015-09-05 11:37:28-03","MNHN","RECOLNAT_MNHN_P","P06761135","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","São José & Romaniuc Neto",NA,"Glaziou, A.",NA,"1879","12",NA,"Brasil","Serra do Tinguá. Nova Friburgo, Rio de Janeiro, Sudeste, Brasil, América do Sul","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06761135' target='other'> <mi>dwc_moreinfo</mi></a>","P06761135","P06761135_01","20","Rio de Janeiro","Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11571",NA,NA
