"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","relatedCatalogItem","yearIdentified","coordinatePrecision","geoFlag"
"1","2021-03-15 16:37:00-03","NY","NYBG","585704","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Heteropterys","brasiliensis","Heteropterys brasiliensis","Regel & Körn.","A. M. Amorim","A. M. Amorim","3086","1999","07","01","South America","Brazil","São Paulo","Parque Estadual da Serra do mar. Núcleo Curucutu. Trilha do Marco","900","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=598602' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585704","NY00585704_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","743233","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Heteropterys","brasiliensis","Heteropterys brasiliensis","Regel & Körn.",NA,"L. Riedel","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=911334' target='other'> <mi>dwc_moreinfo</mi></a>","NY00743233","NY00743233_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-07-10 09:47:08-03","MBML","MBML-HERBARIO","26686",NA,"Plantae",NA,NA,"Malpighiaceae","Heteropterys","brasiliensis","Heteropterys brasiliensis","Regel & Körn.","R.F. Almeida/IX-2012","V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen, Clara.","1995","2006","03","15",NA,"Brasil","Espírito Santo","Assentamento 16 de Abril","150","150",NA,"Liana 10m, frutos imaturos verdes, folha face abaxial dourada. Interior de mata.","MBML026686","MBML026686",NA,"Águia Branca","-40.734722","-18.907028","40W44'5","18S54'25,3",NA,NA,NA,NA
"4","2020-07-10 09:47:08-03","MBML","MBML-HERBARIO","36641",NA,"Plantae",NA,NA,"Malpighiaceae","Heteropterys","brasiliensis","Heteropterys brasiliensis","Regel & Körn.","R.F. Almeida/IX-2012","A. M. Amorim; et al","7514","2008","07","16",NA,"Brasil","Espírito Santo","Área de Proteção Ambiental da Pedra do Elefante",NA,NA,NA,NA,"MBML036641","MBML036641",NA,"Nova Venécia","-40.432778","-18.7825","40W25'58","18S46'57",NA,NA,NA,NA
"5","2020-07-23 12:11:23-03","CEPLAC","CEPEC","82566","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","brasiliensis","Heteropterys brasiliensis",NA,"A. M. Amorim","R. J. F. Garcia","978","1996","12","20",NA,"Brasil","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Mirante.",NA,NA,NA,NA,NA,NA,NA,"SÃO PAULO","-46.742778","-23.991667","46W44'34","23S59'30","30/12/2001",NA,NA,NA
"6","2019-11-21 10:08:44-03","IBt","SP","305927","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","brasiliensis","Heteropterys brasiliensis","Regnell & Körn.","Amorim, AM; Mamede, MCH","Garcia, RJF; Nunes, JVC; Sordi, SJ; Oliveira, LF; Soares, JM","978","1996","12","20",NA,"Brasil","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu, Trilha do Mirante",NA,NA,NA,NA,"SP017827","SP017827",NA,"São Paulo","-46.742778","-23.991667","-46.742778","-23.991667",NA,"2004",NA,NA
"7","2019-11-21 10:08:44-03","IBt","SP","344518","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","brasiliensis","Heteropterys brasiliensis","Regnell & Körn.","Amorim, AM; Mamede, MCH","Amorim, AM; Garcia, RJF; Sampaio, LCM; Mayworm, MA","3086","1999","07","01",NA,"Brasil","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu, Trilha do Marco","900","900",NA,NA,"SP017826","SP017826",NA,"São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"2002","53584","auto"
