"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount","sex"
"49","2019-11-21 14:38:12-03","UFJF","CESJ","16538","PreservedSpecimen","Plantae","Angiosperma",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Sette-Camara","L. Krieger","CESJ16538","1952","05","05","América do Sul","Brasil","Minas Gerais",NA,"Serra de Ibitipoca",NA,NA,NA,NA,NA,"Nos barrancos de arenito, em lugares frescos, flor roxa.","CESJ016538",NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-21 14:38:12-03","UFJF","CESJ","24631","PreservedSpecimen","Plantae","Angiosperma",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","E.Fromm-Trinta","M.C. Brügger; et al.","s.n.","1991","03","23","América do Sul","Brasil","Minas Gerais","São Francisco do Prata","Serra das Flores",NA,NA,NA,NA,NA,"Planta delicada, junto a musgos e gramíneas, sobre lâmina d'água rasa e corrente, nas formações dos arenitos. Flores azul-arroxeadas.","CESJ024631",NA,"1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-21 14:38:12-03","UFJF","CESJ","50331","PreservedSpecimen","Plantae","Angiosperma",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","J.H.C. Ribeiro","F.R.G. Salimena; I.A. Costa; P.H. Nobre","2690","2008","03","02","América do Sul","Brasil","Minas Gerais","Lima Duarte","Serra Negra, Fazenda Serra Negra, Cachoeira da Mamãe Oxum,","-43.836722","-21.935167","961","961",NA,NA,"CESJ050331",NA,"2010",NA,NA,NA,NA,"10",NA,"-43.836722","-21.935167",NA,NA,NA,NA
"52","2019-11-21 14:38:12-03","UFJF","CESJ","9385","PreservedSpecimen","Plantae","Angiosperma",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","B.Sette-Camara","U.C. Câmara","s.n.","1970","09","30","América do Sul","Brasil","Minas Gerais",NA,"Serra de Ibitipoca",NA,NA,NA,NA,NA,"Em lugares úmidos.","CESJ009385",NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-06-30 18:32:26-03","UFJF","CESJ","32445","PreservedSpecimen","Plantae","Angiosperma",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","M.A. Heluey","M.A. Heluey; R.C. Araújo","34","2001","02","08","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"Erva, flor roxa, cálice pentalobada","CESJ032445",NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-11-21 14:38:12-03","UFJF","CESJ","25152","PreservedSpecimen","Plantae","Angiosperma",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","E.Fromm-Trinta","M.C. Brügger; et al.","s.n.","1990","05","01","América do Sul","Brasil","Minas Gerais","Lima Duarte","Serra Negra, Faz. dos Avelinos.","-43.793098449707","-21.8425006866455",NA,NA,NA,"Planta pequena até 10 cm entre musgos nos paredões molhados dos regatos, nas encostas do quartzito, acima de 1500m alt.","CESJ025152",NA,"1989","30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-01 16:32:54-03","UNICAMP","UEC","99041","S","Plantae","Magnoliopsida",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Gonella, PM","Goldenberg, R; Semir, J; Romero, R; Dutilh, JHA","s.n.","1998","02","13",NA,"Brazil","Minas Gerais",NA,"Estrada Furnas - Capitólio, vegetação sobre canyon, as margens da represa de Furnas.",NA,NA,NA,NA,NA,"Flores violeta.; Ao lado da represa de Furnas.",NA,NA,"2009",NA,NA,NA,NA,"07","31",NA,NA,NA,NA,NA,NA
"56","2021-03-01 16:32:54-03","UNICAMP","UEC","123467","S","Plantae","Magnoliopsida",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Gonella, PM","San Martin-Gajardo, I; Freitas, L","162001","2001","04","29",NA,"Brazil","Minas Gerais","Catas Altas","Campo rupestre. caminho para o pico do sol.","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Erva com 10 cm de altura, corola violeta.; Ocorrendo em área brejosa junto à espécies de Lamiacea, Xyridacea e Melastomataceae.",NA,NA,"2009","11966","auto",NA,NA,"07","31",NA,NA,NA,NA,NA,NA
"57","2021-03-01 16:32:54-03","UNICAMP","UEC","39375","S","Plantae","Magnoliopsida",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Corrêa, MA","Leitão Filho, HF; Martins, FR; Semir, J; Tamashiro, JY","17255","1985","06","03",NA,"Brazil","Minas Gerais","Gouveia","Campo rupestre, estrada diamantina, km 98","-43.7407989501953","-18.4543991088867",NA,NA,NA,"flores lilás.; campo rupestre",NA,NA,"1997","37970","auto",NA,NA,"08","08",NA,NA,NA,NA,NA,NA
"58","2021-03-01 16:32:54-03","UNICAMP","UEC","9282","S","Plantae","Magnoliopsida",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Corrêa, MA","Joly, AB; Joly, AB; Gemtchujnicov, I; Semir, J; Giulietti, AM; Joly, AM; Martins, F","771","1972","03","04",NA,"Brazil","Minas Gerais","Jaboticatubas","Km 115 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,NA,"Flores roxas, crescendo em vãos de pedras, em posição vertical, erva até 12 cm.; planta crescendo em vãos de pedras",NA,NA,"1997","31264","auto",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA
"59","2021-03-01 16:32:54-03","UNICAMP","UEC","9281","S","Plantae","Magnoliopsida",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Corrêa, MA","Joly, AB; Martins, FR; Semir, J; Joly, AM","2109","1972","05","27",NA,"Brazil","Minas Gerais","Jaboticatubas","Km 142 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,NA,"erva, flores azuis-roxas, 12 a 15 cm.",NA,NA,"1998","31264","auto",NA,NA,"01","28",NA,NA,NA,NA,NA,NA
"60","2021-03-01 16:32:54-03","UNICAMP","UEC","103034","S","Plantae","Magnoliopsida",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Gonella, PM","Kinoshita, LS; Simões, AO","s.n.","1996","12","12",NA,"Brazil","Minas Gerais","São Roque de Minas","Serra da Canastra, Vale da nascente do ria São Francisco.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"erva 0,2 m de altura, Cálice vináceo, corola lilás com guias amarelas.",NA,NA,"2009","57119","auto",NA,NA,"07","31",NA,NA,NA,NA,NA,NA
"61","2021-03-01 16:32:54-03","UNICAMP","UEC","105598","S","Plantae","Magnoliopsida",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Gonella, PM","Feres, FR; Belinello, R; Crespo, S","9947","1999","03","04",NA,"Brazil","Minas Gerais","Serro","Afloramento rochoso ao lado direito da estrada, proximo à nascente do Rio Jequitinhonha.","-43.3793983459473","-18.604700088501",NA,NA,NA,"pétalas lilases.; solo encharcado.",NA,NA,"2009","37754","auto",NA,NA,"07","31",NA,NA,NA,NA,NA,NA
"62","2019-11-06 09:56:04-03","UFOP","OUPR","10974","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Fromm-Trinta, E.","Schwacke, C.A.W.","7945","1892","03","21",NA,"Brasil","Minas Gerais","Diamantina","Riacho das Varas, Norte de Minas Gerais","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Ex Herb. Magalhães Gomes 2751",NA,NA,"1987","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:31:29-03","MBM","MBM","272106","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A. St.-Hil.","Souza, J.P.","Souza, V.C.; et al.; et al.","25437","2001","07","08","Southern America","Brazil","Minas Gerais","Diamantina","Estrada entre Diamantina e Conselheiro Mata","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"MBM272106","MBM272106",NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:31:29-03","MBM","MBM","415449","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A. St.-Hil.","Gonella, P.M.","Mello-Silva, R.; Forzza, R.C.; Forzza, R.C.","1758","2000","01","30","Southern America","Brazil","Minas Gerais","Diamantina","Serra dos Cristais, torre de repetição de TV, estrada vicinal para Aracuaí (BR 367), 200 m antes do posto da Polícia Rodoviária","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Grande população no brejo. Flores roxas com estrias cor-de-vinho e calo amarelo.; Brejo de encosta com afloramentos rochosos.","MBM415449",NA,"2007","101169","auto",NA,NA,"10","01",NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:31:29-03","MBM","MBM","239990","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A. St.-Hil.","Souza, J.P.","Souza, V.C.; et al.; et al.","22422",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,"MBM239990","MBM239990",NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2015-09-19 13:41:10-03","MNHN","RECOLNAT_MNHN_P","P00603410","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Saint-Hilaire","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Minas Geraes Montagnes élevées, bord de ruisseaux dans la Serra da Lapa, province de Minas",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00603410' target='other'> <mi>dwc_moreinfo</mi></a>","P00603410","P00603410_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"holotype","B2 2162",NA,NA
"67","2015-09-19 13:41:18-03","MNHN","RECOLNAT_MNHN_P","P00603411","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Saint-Hilaire","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Minas Geraes Montagnes élevées, bord de ruisseaux dans la Serra da Lapa, province de Minas",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00603411' target='other'> <mi>dwc_moreinfo</mi></a>","P00603411","P00603411_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","B2 2162",NA,NA
"68","2015-09-19 13:41:25-03","MNHN","RECOLNAT_MNHN_P","P00603412","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Saint-Hilaire","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Minas Geraes Montagnes élevées, bord de ruisseaux dans la Serra da Lapa, province de Minas",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00603412' target='other'> <mi>dwc_moreinfo</mi></a>","P00603412","P00603412_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","B2 2162",NA,NA
"69","2015-09-04 08:08:19-03","MNHN","RECOLNAT_MNHN_P","P03575329","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.",NA,"Regnell",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03575329' target='other'> <mi>dwc_moreinfo</mi></a>","P03575329","P03575329_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 848",NA,NA
"70","2015-09-04 08:08:20-03","MNHN","RECOLNAT_MNHN_P","P03575330","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03575330' target='other'> <mi>dwc_moreinfo</mi></a>","P03575330","P03575330_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19871",NA,NA
"71","2015-09-04 08:08:20-03","MNHN","RECOLNAT_MNHN_P","P03575332","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.",NA,"Glaziou, A.",NA,"1876","2","10",NA,"Brasil","São Paulo",NA,"Campos da Bocaina.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03575332' target='other'> <mi>dwc_moreinfo</mi></a>","P03575332","P03575332_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8281 a",NA,NA
"72","2015-09-04 08:08:20-03","MNHN","RECOLNAT_MNHN_P","P03575334","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.",NA,"Saint-Hilaire",NA,"1816","1","1",NA,"Brasil","Minas Gerais",NA,"Brésil. - Province de Minas Geraes.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03575334' target='other'> <mi>dwc_moreinfo</mi></a>","P03575334","P03575334_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D 242",NA,NA
"73","2015-09-04 08:08:20-03","MNHN","RECOLNAT_MNHN_P","P03575333","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.",NA,"Regnell",NA,"1870","4","20",NA,"Brasil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03575333' target='other'> <mi>dwc_moreinfo</mi></a>","P03575333","P03575333_01",NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA,"III 848",NA,NA
"74","2015-09-04 08:08:20-03","MNHN","RECOLNAT_MNHN_P","P03575331","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.",NA,"Glaziou, A.",NA,"1884","2","9",NA,"Brasil","Minas Gerais","Conceição do Mato Dentro",NA,"-43.4249992370605","-19.0372009277344",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03575331' target='other'> <mi>dwc_moreinfo</mi></a>","P03575331","P03575331_01",NA,"60318","auto",NA,NA,NA,NA,NA,NA,NA,"15182",NA,NA
"75","2020-12-11 11:37:09-03","UFMG","BHCB","50934","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-11 11:37:09-03","UFMG","BHCB","142225","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.",NA,"Oliveira, CT; Arruda, AJ","319","2009","02","17","Southern America","Brasil","Minas Gerais","Catas Altas","RPPN Santuário do Caraça, Pico da Carapuça","-43.472778","-20.089167","1919","1919",NA,"erva de 10 cm, flores roxas cescendo em solo úmido.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.472778","-20.089167",NA,NA,NA,NA
"77","2020-12-11 11:37:09-03","UFMG","BHCB","56638","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.",NA,"Lombardi, JA","4214","2001","02","13","Southern America","Brasil","Minas Gerais","Diamantina","APA Pau-de-Fruta - COPASA","-43.65","-18.25",NA,NA,NA,"Campo alagado turfoso. Erva, caule arroxeado, flores amarelas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.65","-18.25",NA,NA,NA,NA
"78","2020-12-11 11:37:09-03","UFMG","BHCB","56641","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.",NA,"Lombardi, JA","4217","2001","02","13","Southern America","Brasil","Minas Gerais","Diamantina","APA Pau-de-Fruta - COPASA","-43.65","-18.25",NA,NA,NA,"Campo alagado turfoso. Erva, flores roxas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.65","-18.25",NA,NA,NA,NA
"79","2020-12-11 11:37:09-03","UFMG","BHCB","6229","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.",NA,"Zappi, DC; et al.","s.n.","1986","01","27","Southern America","Brasil","Minas Gerais","Trinta Réis",NA,NA,NA,NA,NA,NA,"Solo arenoso;local pedregoso;erva;flor branca;mancha amarela na pétala maior;cálcar violáceo;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-11 11:37:09-03","UFMG","BHCB","67781","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.",NA,"Barreto, HLM","8915",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Conceição",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-11 11:37:09-03","UFMG","BHCB","70293","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.",NA,"Souza, VC de","25437",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-11 11:37:09-03","UFMG","BHCB","67780","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.",NA,"Barreto, HLM","1067",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Santa Luzia",NA,"-43.8513984680176","-19.7696990966797",NA,NA,NA,NA,NA,NA,NA,"19939","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-11 11:37:09-03","UFMG","BHCB","2649","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.",NA,"Souza, HC","s.n.","1987","01","21","Southern America","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca.","-43.793098449707","-21.8425006866455",NA,NA,NA,"Campo;erva-10cm;flores roxas;",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-11 11:37:09-03","UFMG","BHCB","51362","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.",NA,"Lombardi, JA","3761",NA,NA,NA,"Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto.","-43.3908004760742","-18.0041999816895",NA,NA,NA,NA,NA,NA,NA,"26697","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-11 11:37:09-03","UFMG","BHCB","51527","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.",NA,"Lombardi, JA; et al.","3897",NA,NA,NA,"Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto.","-43.3908004760742","-18.0041999816895",NA,NA,NA,NA,NA,NA,NA,"26697","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-05-25 15:13:54-03","FSU","FSU","000078595","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.",NA,"H. Maxwell, H. S. Irwin, D. C. Wasshausen","20665",NA,NA,NA,NA,"Brazil",NA,NA,NA,"-53.09728997","-10.78430668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2018-10-09 16:31:36-03","UFLA","ESAL","29435","S","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Gonella, PM","Mansanares, ME; Campos, CF; Andrade, E; Rei","2673","2012","01","24",NA,"Brasil","Minas Gerais","Minduri","Chapada das Perdizes, Ponto 19 - afloramento na beira da estrada antes da plantração de eucalipto","-44.586111","-21.603889",NA,NA,NA,"B- Utricularia; Flor com cálice vináceo e orola arroxeada, guias de néctar amarelos e brancos.; Campo brejoso",NA,NA,"2018",NA,NA,NA,NA,"05",NA,"-44.586111","-21.603889",NA,NA,NA,NA
"88","2019-06-10 10:10:57-03","FZB-BH","BHZB","8883","S","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea",NA,NA,"Ordones, J. et al.","1791","2012","04","19",NA,"Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo dos Gerais,","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Solo arenoso. s/ponto",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-09-12 05:00:02-03","US","US","1336244","PreservedSpecimen","Plantae",NA,"Scrophulariales","Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A. St.-Hil.",NA,"A. Regnell","848","1861","4","12","South America - Neotropics","Brazil","Minas Gerais",NA,"Prov. Minas Geraës, Caldas.",NA,NA,NA,NA,NA,NA,"US03214848","US03214848_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"90","2020-09-12 05:00:02-03","US","US","1932838","PreservedSpecimen","Plantae",NA,"Scrophulariales","Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A. St.-Hil.",NA,"L. O. Williams & V. Assis","6902","1945","5","3","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra da Pedra Redonda, 4 km. west of Sêrro, Municipio of Sêrro.",NA,NA,NA,NA,NA,NA,"US03214851","US03214851_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"91","2020-09-12 05:00:02-03","US","US","200863","PreservedSpecimen","Plantae",NA,"Scrophulariales","Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A. St.-Hil.",NA,"A. Regnell","848","1861","4","30","South America - Neotropics","Brazil","Minas Gerais",NA,"Minas Geraes.",NA,NA,NA,NA,NA,NA,"US03214849","US03214849_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"92","2020-09-12 05:00:02-03","US","US","1199793","PreservedSpecimen","Plantae",NA,"Scrophulariales","Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A. St.-Hil.",NA,"E. H. Ule","2624","1892","3",NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"US03214850","US03214850_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"93","2020-09-12 05:00:02-03","US","US","2752698","PreservedSpecimen","Plantae",NA,"Scrophulariales","Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A. St.-Hil.",NA,"W. Anderson, M. Stieber & J. H. Kirkbride","35652","1972","2","7","South America - Neotropics","Brazil","Minas Gerais",NA,"The Planalto do Brasil, Serra do Espinhaço, Ca. 17km SW of Gouveia, Município de Gouveia; Km. 258 on M.G. 259.",NA,NA,"1000","1050",NA,NA,"US03214853","US03214853_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"94","2020-09-12 05:00:02-03","US","US","3620195","PreservedSpecimen","Plantae",NA,"Scrophulariales","Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A. St.-Hil.",NA,"N. Ritter, G. E. Crow, M. Garvizu, M. Ritter & J. Crow","3614","1996","8","16","South America - Neotropics","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado.La Meseta.E of Los Fierros.",NA,NA,"760",NA,NA,NA,"US01318239",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"95","2020-09-12 05:00:02-03","US","US","2752696","PreservedSpecimen","Plantae",NA,"Scrophulariales","Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A. St.-Hil.",NA,"H. S. Irwin, R. M. Harley & E. Onishi","29060","1971","1","25","South America - Neotropics","Brazil","Minas Gerais",NA,"The Planalto do Brasil, Serra do Espinhaço, Wet places at base of rock faces. Sandstone summit of Serra da Caraça.",NA,NA,"1750","1950",NA,NA,"US03214852","US03214852_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"96","2020-09-02 16:30:31-03","Cenargen","CEN","93637","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.",NA,"Renato de Mello-Silva","3159","2009","02","06",NA,"Brasil","MG","GOUVEIA","Contagem. Fazenda Galheiros, de Júlio Caetano Rodrigues (vulgo Júlio Barbalho), ca. 3 km em estrada vicinal saindo a leste da rodovia Gouveia - Curvelo (BR 259), ao sul da fazenda Contagem.","-43.7407989501953","-18.4543991088867",NA,NA,"Exsicatas","Sopés da extremidade norte da Serra do Indaial, base de inselberg próximo ao Ribeirão da Contagem. Lajeados planos com ilhas de vegetação herbáceo-arbustiva. Grande população em solo arenoso encharcado. Corola roxo claro na face abaxial e roxo com faixa central vinho em cada lacínio da corola na face adaxial. Fauce creme. Doação Universidade de São Paulo - Herbário SPF.","CEN00093637","CEN00093637",NA,"37970","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"97","2020-09-02 16:30:31-03","Cenargen","CEN","93639","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.",NA,"Hilda Maria Longhi Wagner - CFCR","9232","1986","01","27",NA,"Brasil",NA,NA,"Minas Gerais - Trinta Réis - Estrada de Serro Diamantina.",NA,NA,NA,NA,"Exsicatas","Flor branca com mancha amarela na pétala maior. Cálcar violáceo. Doação Departamento de Botânica - Universidade de São Paulo. Flora de Campos Rupestres.","CEN00093639","CEN00093639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
