id,scientific.name,accepted.name,family,genus,specific.epiteth,infra.epiteth,taxon.rank,authorship,taxon.status,name.status,search.str,threat.status,notes,original.search
19716,Pterolepis polygonoides (DC.) Triana,NA,Melastomataceae,Pterolepis,polygonoides,NA,species,(DC.) Triana,accepted,correct,Pterolepis polygonoides,NA,,Pterolepis polygonoides
12223,Skeptrostachys arechavaletanii (Barb.Rodr.) Garay,NA,Orchidaceae,Skeptrostachys,arechavaletanii,NA,species,(Barb.Rodr.) Garay,accepted,correct,Skeptrostachys arechavaletanii,NA,,Skeptrostachys arechavaletanii
12223,Skeptrostachys arechavaletanii (Barb.Rodr.) Garay,NA,Orchidaceae,Skeptrostachys,arechavaletanii,NA,species,(Barb.Rodr.) Garay,accepted,correct,Skeptrostachys arechavaletanii,NA,,Skeptrostachys arechavaletanii
12223,Skeptrostachys arechavaletanii (Barb.Rodr.) Garay,NA,Orchidaceae,Skeptrostachys,arechavaletanii,NA,species,(Barb.Rodr.) Garay,accepted,correct,Skeptrostachys arechavaletanii,NA,,Skeptrostachys arechavaletanii
11599,Galeandra junceoides Barb.Rodr.,NA,Orchidaceae,Galeandra,junceoides,NA,species,Barb.Rodr.,accepted,correct,Galeandra junceoides,NA,,Galeandra junceoides
11599,Galeandra junceoides Barb.Rodr.,NA,Orchidaceae,Galeandra,junceoides,NA,species,Barb.Rodr.,accepted,correct,Galeandra junceoides,NA,,Galeandra junceoides
11599,Galeandra junceoides Barb.Rodr.,NA,Orchidaceae,Galeandra,junceoides,NA,species,Barb.Rodr.,accepted,correct,Galeandra junceoides,NA,,Galeandra junceoides
11599,Galeandra junceoides Barb.Rodr.,NA,Orchidaceae,Galeandra,junceoides,NA,species,Barb.Rodr.,accepted,correct,Galeandra junceoides,NA,,Galeandra junceoides
11599,Galeandra junceoides Barb.Rodr.,NA,Orchidaceae,Galeandra,junceoides,NA,species,Barb.Rodr.,accepted,correct,Galeandra junceoides,NA,,Galeandra junceoides
11599,Galeandra junceoides Barb.Rodr.,NA,Orchidaceae,Galeandra,junceoides,NA,species,Barb.Rodr.,accepted,correct,Galeandra junceoides,NA,,Galeandra junceoides
11599,Galeandra junceoides Barb.Rodr.,NA,Orchidaceae,Galeandra,junceoides,NA,species,Barb.Rodr.,accepted,correct,Galeandra junceoides,NA,,Galeandra junceoides
11599,Galeandra junceoides Barb.Rodr.,NA,Orchidaceae,Galeandra,junceoides,NA,species,Barb.Rodr.,accepted,correct,Galeandra junceoides,NA,,Galeandra junceoides
11599,Galeandra junceoides Barb.Rodr.,NA,Orchidaceae,Galeandra,junceoides,NA,species,Barb.Rodr.,accepted,correct,Galeandra junceoides,NA,,Galeandra junceoides
13134,Colanthelia rhizantha (Hack.) McClure,NA,Poaceae,Colanthelia,rhizantha,NA,species,(Hack.) McClure,accepted,correct,Colanthelia rhizantha,NA,,Colanthelia rhizantha
13153,Danthonia secundiflora J.Presl,NA,Poaceae,Danthonia,secundiflora,NA,species,J.Presl,accepted,correct,Danthonia secundiflora,NA,,Danthonia secundiflora
13252,Guadua paraguayana Döll,NA,Poaceae,Guadua,paraguayana,NA,species,Döll,accepted,correct,Guadua paraguayana,NA,,Guadua paraguayana
13252,Guadua paraguayana Döll,NA,Poaceae,Guadua,paraguayana,NA,species,Döll,accepted,correct,Guadua paraguayana,NA,,Guadua paraguayana
129969,Morronea trichidiachnis (Döll) Zuloaga & Scataglini,NA,Poaceae,Morronea,trichidiachnis,NA,species,(Döll) Zuloaga & Scataglini,accepted,correct,Morronea trichidiachnis,NA,,Morronea trichidiachnis
13036,Axonopus capillaris (Lam.) Chase,NA,Poaceae,Axonopus,capillaris,NA,species,(Lam.) Chase,accepted,correct,Axonopus capillaris,NA,,Axonopus capillaris
13646,Streptochaeta spicata Schrad. ex Nees,NA,Poaceae,Streptochaeta,spicata,NA,species,Schrad. ex Nees,accepted,correct,Streptochaeta spicata,LC,,Streptochaeta spicata
13646,Streptochaeta spicata Schrad. ex Nees,NA,Poaceae,Streptochaeta,spicata,NA,species,Schrad. ex Nees,accepted,correct,Streptochaeta spicata,LC,,Streptochaeta spicata
13646,Streptochaeta spicata Schrad. ex Nees,NA,Poaceae,Streptochaeta,spicata,NA,species,Schrad. ex Nees,accepted,correct,Streptochaeta spicata,LC,,Streptochaeta spicata
13133,Colanthelia macrostachya (Nees) McClure,NA,Poaceae,Colanthelia,macrostachya,NA,species,(Nees) McClure,accepted,correct,Colanthelia macrostachya,EN,,Colanthelia macrostachya
13301,Leersia ligularis Trin.,NA,Poaceae,Leersia,ligularis,NA,species,Trin.,accepted,correct,Leersia ligularis,VU,,Leersia ligularis
13301,Leersia ligularis Trin.,NA,Poaceae,Leersia,ligularis,NA,species,Trin.,accepted,correct,Leersia ligularis,VU,,Leersia ligularis
13310,Luziola bahiensis (Steud.) Hitchc.,NA,Poaceae,Luziola,bahiensis,NA,species,(Steud.) Hitchc.,accepted,correct,Luziola bahiensis,NA,,Luziola bahiensis
13310,Luziola bahiensis (Steud.) Hitchc.,NA,Poaceae,Luziola,bahiensis,NA,species,(Steud.) Hitchc.,accepted,correct,Luziola bahiensis,NA,,Luziola bahiensis
602709,Besleria diabolica G.E. Ferreira & Chautems,NA,Gesneriaceae,Besleria,diabolica,NA,species,G.E. Ferreira & Chautems,accepted,NA,Besleria diabolica,NA,,Besleria diabolica
602709,Besleria diabolica G.E. Ferreira & Chautems,NA,Gesneriaceae,Besleria,diabolica,NA,species,G.E. Ferreira & Chautems,accepted,NA,Besleria diabolica,NA,,Besleria diabolica
111642,Macroscepis magnifica Malme,NA,Apocynaceae,Macroscepis,magnifica,NA,species,Malme,accepted,correct,Macroscepis magnifica,DD,,Macroscepis magnifica
4877,Widgrenia corymbosa Malme,NA,Apocynaceae,Widgrenia,corymbosa,NA,species,Malme,accepted,correct,Widgrenia corymbosa,NA,,Widgrenia corymbosa
4877,Widgrenia corymbosa Malme,NA,Apocynaceae,Widgrenia,corymbosa,NA,species,Malme,accepted,correct,Widgrenia corymbosa,NA,,Widgrenia corymbosa
92094,Selaginella mendoncae Hieron.,NA,Selaginellaceae,Selaginella,mendoncae,NA,species,Hieron.,accepted,correct,Selaginella mendoncae,VU,,Selaginella mendoncae
91190,Didymoglossum ovale E.Fourn.,NA,Hymenophyllaceae,Didymoglossum,ovale,NA,species,E.Fourn.,accepted,correct,Didymoglossum ovale,LC,,Didymoglossum ovale
128555,Phlegmariurus taxifolius (Sw.) Á. Löve & D. Löve,NA,Lycopodiaceae,Phlegmariurus,taxifolius,NA,species,(Sw.) Á. Löve & D. Löve,accepted,correct,Phlegmariurus taxifolius,EN,,Phlegmariurus taxifolius
128909,Stenogrammitis limula (H. Christ) Labiak,NA,Polypodiaceae,Stenogrammitis,limula,NA,species,(H. Christ) Labiak,accepted,correct,Stenogrammitis limula,CR,,Stenogrammitis limula
8379,Aiouea acarodomatifera Kosterm.,NA,Lauraceae,Aiouea,acarodomatifera,NA,species,Kosterm.,accepted,correct,Aiouea acarodomatifera,LC,,Aiouea acarodomatifera
30190,Cinnamomum hirsutum Lorea-Hern.,NA,Lauraceae,Cinnamomum,hirsutum,NA,species,Lorea-Hern.,NA,not published,Cinnamomum hirsutum,NA,was misspelled|check undefined status,Cinnamomum hirsutum
607778,Cinnamomum pseudoglaziovii (Lorea-Hern.) Van der Werff,NA,Lauraceae,Cinnamomum,pseudoglaziovii,NA,species,(Lorea-Hern.) Van der Werff,accepted,NA,Cinnamomum pseudoglaziovii,NA,,Cinnamomum pseudoglaziovii
8381,Aiouea saligna Meisn.,NA,Lauraceae,Aiouea,saligna,NA,species,Meisn.,accepted,correct,Aiouea saligna,NA,,Aiouea saligna
8383,Aniba firmula (Nees & Mart.) Mez,NA,Lauraceae,Aniba,firmula,NA,species,(Nees & Mart.) Mez,accepted,correct,Aniba firmula,NA,,Aniba firmula
8412,Cryptocarya subcorymbosa Mez,NA,Lauraceae,Cryptocarya,subcorymbosa,NA,species,Mez,accepted,correct,Cryptocarya subcorymbosa,NA,,Cryptocarya subcorymbosa
618352,Ocotea koscinskii Baitello & Brotto,NA,Lauraceae,Ocotea,koscinskii,NA,species,Baitello & Brotto,accepted,correct,Ocotea koscinskii,NA,,Ocotea koscinskii
17947,Ocotea leucoxylon (Sw.) Laness.,NA,Lauraceae,Ocotea,leucoxylon,NA,species,(Sw.) Laness.,accepted,correct,Ocotea leucoxylon,NA,,Ocotea leucoxylon
122880,"Ocotea paranaensis Brotto, Baitello, Cervi & E.P.Santos",NA,Lauraceae,Ocotea,paranaensis,NA,species,"Brotto, Baitello, Cervi & E.P.Santos",accepted,correct,Ocotea paranaensis,NA,,Ocotea paranaensis
