IPF,Grupo_Especialista,Nome_especialista,obs_nomenclatura,NOVA AVALIACÃO,obs_extinção,Info_gerais,grupo,familia,genero,epiteto_especifico,especie,autor_nome_cient,nivel_taxonomico,subespecie,autor_subesp,variedade,autor_varied,sinonimia,fonte_sinonímia,observacao_nomenclatural,herbario_origem,tombo_herbario_origem,cod_barras_herbario_origem,duplicata,herbario_receptor,tombo_herbario_receptor,cod_barras_herbario_receptor,Nome_coletor,numero_coletor,ano_coleta,mes_coleta,dia_coleta,estado,municipio,localidade,observação,long_original,lat_original,datum_original,altitude,determinador,ano_determinacao,mes_determinacao,dia_determinacao,tipo_veg_habitat,fonte_dados,planta_cultivada,cat_ameaca,PAN,nome_PAN,UC_federal,nome_UC_federal,UC_estadual,nome_UC_estadual,UC_municipal,nome_UC_municipal,apta,fontes,notas
lista_novas_anexo_P4,Grupo Poaceae,"Shirasuna, R.T.",s.i.,SIM,s.i.,s.i.,Angiospermas,Melastomataceae,Pterolepis,polygonoides,Pterolepis polygonoides,(DC.) Triana,especie,NA,NA,NA,NA,NA,NA,NOVO REGISTRO NO ESTADO SP,SP (Não foi registrado?),NA,NA,NA,NA,NA,NA,"Shirasuna, R.T.",2834.0,2010.0,5.0,6.0,SP,São Paulo,Parelheiros,NA,NA,NA,NA,795.0,"Shirasuna, R.T.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lista_novas_anexo_P4,Grupo Poaceae,"Shirasuna, R.T.",s.i.,SIM,s.i.,s.i.,Angiospermas,Orchidaceae,Skeptrostachys,arechavaletanii,Skeptrostachys arechavaletanii,(Barb.Rodr.) Garay,especie,NA,NA,NA,NA,NA,NA,NA,SP 427265,427265.0,NA,NA,NA,NA,NA,"Shirasuna, R.T. & Chiea, S.A.C.",2903.0,2010.0,11.0,11.0,SP,São Paulo,Parelheiros,NA,NA,NA,NA,NA,"Catharino, E.L.M.",2010.0,11.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,apta,UICN_API,NA
lista_novas_anexo_P4,Grupo Poaceae,"Shirasuna, R.T.",s.i.,SIM,s.i.,s.i.,Angiospermas,Orchidaceae,Skeptrostachys,arechavaletanii,Skeptrostachys arechavaletanii,(Barb.Rodr.) Garay,especie,NA,NA,NA,NA,NA,NA,NA,SP 25512,25512.0,NA,NA,NA,NA,NA,"Brade, A.C.",6211.0,1912.0,12.0,NA,SP,São Paulo,Jaraguá,Pq. Estadual do Jaragua,NA,NA,NA,NA,"Guimarães, LRS",2011.0,1.0,28.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,apta,UICN_API,NA
lista_novas_anexo_P4,Grupo Poaceae,"Shirasuna, R.T.",s.i.,SIM,s.i.,s.i.,Angiospermas,Orchidaceae,Skeptrostachys,arechavaletanii,Skeptrostachys arechavaletanii,(Barb.Rodr.) Garay,especie,NA,NA,NA,NA,NA,NA,NA,SP 24485,24485.0,NA,NA,NA,NA,NA,"Hoehne, F.C.",s.n.,1929.0,11.0,8.0,SP,Cotia,NA,NA,NA,NA,NA,NA,"Guimarães, LRS",2011.0,1.0,28.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,apta,UICN_API,NA
lista_novas_anexo_P4,Grupo Poaceae,"Shirasuna, R.T.",s.i.,SIM,s.i.,s.i.,Angiospermas,Orchidaceae,Galeandra,junceoides,Galeandra junceoides,Barb.Rodr.,especie,NA,NA,NA,NA,NA,NA,NA,SP (sem registro?),NA,NA,NA,NA,NA,NA,"Shirasuna, R.T.",3846.0,2015.0,2.0,4.0,SP,São Paulo,Parelheiros,Parque Natural Municipal do Jaceguava,2346038.0,4646045.0,NA,754.0,"Shirasuna, R.T. & Catharino, E.L.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lista_novas_anexo_P4,Grupo Poaceae,"Shirasuna, R.T.",s.i.,SIM,s.i.,s.i.,Angiospermas,Orchidaceae,Galeandra,junceoides,Galeandra junceoides,Barb.Rodr.,especie,NA,NA,NA,NA,NA,NA,NA,SP,78601.0,NA,NA,NA,NA,NA,"Mimura, I.",185.0,1961.0,12.0,30.0,SP,São José dos Campos,NA,NA,NA,NA,NA,NA,"Buono, F.A.",1994.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lista_novas_anexo_P4,Grupo Poaceae,"Shirasuna, R.T.",s.i.,SIM,s.i.,s.i.,Angiospermas,Orchidaceae,Galeandra,junceoides,Galeandra junceoides,Barb.Rodr.,especie,NA,NA,NA,NA,NA,NA,NA,SP,93389.0,NA,NA,NA,NA,NA,"Mimura, I.",317.0,1962.0,2.0,27.0,SP,São José dos Campos,NA,NA,NA,NA,NA,NA,"Buono, F.A.",1994.0,11.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lista_novas_anexo_P4,Grupo Poaceae,"Shirasuna, R.T.",s.i.,SIM,s.i.,s.i.,Angiospermas,Orchidaceae,Galeandra,junceoides,Galeandra junceoides,Barb.Rodr.,especie,NA,NA,NA,NA,NA,NA,NA,SPSF,29074.0,NA,NA,NA,NA,NA,"Baitello, J.B.",1017.0,2001.0,1.0,27.0,SP,Franco da Rocha,Parque Estadual do Juquery,NA,NA,NA,NA,NA,"Barros, F. de",2003.0,8.0,29.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lista_novas_anexo_P4,Grupo Poaceae,"Shirasuna, R.T.",s.i.,SIM,s.i.,s.i.,Angiospermas,Orchidaceae,Galeandra,junceoides,Galeandra junceoides,Barb.Rodr.,especie,NA,NA,NA,NA,NA,NA,NA,SP47519,47519.0,NA,NA,NA,NA,NA,"Handro,O.",s.n.,1938.0,12.0,28.0,SP,São Paulo,São Paulo,Parque Estadual das Fontes do Ipiranga,NA,NA,NA,NA,"Handro, O.",1938.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lista_novas_anexo_P4,Grupo Poaceae,"Shirasuna, R.T.",s.i.,SIM,s.i.,s.i.,Angiospermas,Orchidaceae,Galeandra,junceoides,Galeandra junceoides,Barb.Rodr.,especie,NA,NA,NA,NA,NA,NA,NA,SP,8309.0,NA,NA,NA,NA,NA,"Gehrt, A.",s.n.,1923.0,3.0,1.0,SP,São Paulo,Jaragua,Encosta do Morro,NA,NA,NA,NA,"Gehrt, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
