"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"47","2015-09-03 18:50:09-03","MNHN","RECOLNAT_MNHN_P","P00506511","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.",NA,"Warming, E.",NA,"1864","10","2",NA,"Brésil",NA,NA,"Lagao Santa",NA,NA,NA,NA,"hb","donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00506511' target='other'> <mi>dwc_moreinfo</mi></a>","P00506511","P00506511_01 P00506511_02",NA,NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA
"48","2015-09-03 21:36:04-03","MNHN","RECOLNAT_MNHN_P","P01949843","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.",NA,"Argent, G.|Ramos, J.|Souza, R.|Richards, P.W.",NA,"1967","9","24",NA,"Brasil","Mato Grosso",NA,"Brickworks near Olaria, just S.W. of Xavantina.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01949843' target='other'> <mi>dwc_moreinfo</mi></a>","P01949843","P01949843_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6508",NA,NA
"49","2015-09-03 21:36:04-03","MNHN","RECOLNAT_MNHN_P","P01949844","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.",NA,"Glaziou, A.",NA,"1895","9","16",NA,"Brasil","Goiás",NA,"Brésil. Goyaz. [Serra] dos Cristaes",NA,NA,NA,NA,"hb","Herbier de A. Glaziou doneé par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01949844' target='other'> <mi>dwc_moreinfo</mi></a>","P01949844","P01949844_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22339",NA,NA
"50","2015-09-03 21:36:04-03","MNHN","RECOLNAT_MNHN_P","P01949845","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.",NA,"Loefgren",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01949845' target='other'> <mi>dwc_moreinfo</mi></a>","P01949845","P01949845_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"174",NA,NA
"51","2015-09-03 21:36:04-03","MNHN","RECOLNAT_MNHN_P","P01949846","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.",NA,"Loefgren, A.",NA,"1887","9","22",NA,"Brasil","São Paulo",NA,"Chapada grande.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01949846' target='other'> <mi>dwc_moreinfo</mi></a>","P01949846","P01949846_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"174",NA,NA
"52","2017-10-12 15:40:36-03","MNHN","RECOLNAT_MNHN_P","P01949847","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.",NA,"Glaziou, A.",NA,"1895","9","16",NA,"Brasil",NA,NA,"Serra dos Cristais, Goyaz",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01949847' target='other'> <mi>dwc_moreinfo</mi></a>","P01949847","P01949847_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22339",NA,NA
"53","2015-09-03 21:35:32-03","MNHN","RECOLNAT_MNHN_P","P01949842","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.",NA,"Harley, R.M.|Souza, R.",NA,"1968","8","20",NA,"Brasil","Mato Grosso",NA,NA,"-51.76667","-12.81667",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01949842' target='other'> <mi>dwc_moreinfo</mi></a>","P01949842","P01949842_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10161",NA,NA
"54","2015-09-03 21:35:22-03","MNHN","RECOLNAT_MNHN_P","P01949841","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.",NA,"Riedel",NA,"1824","9","1",NA,"Brasil","Minas Gerais","Caeté","Prope Caeté","-43.6697006225586","-19.8799991607666",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01949841' target='other'> <mi>dwc_moreinfo</mi></a>","P01949841","P01949841_01","22051","auto",NA,NA,NA,NA,NA,NA,NA,"586",NA,NA
"55","2015-09-03 23:49:25-03","MNHN","RECOLNAT_MNHN_P","P02205930","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.",NA,"Prance, G.T.|Lleras, E.|Coelho, D.F.",NA,"1973","10","19",NA,"Brasil","Mato Grosso","Chapada dos Guimarães","Road behind Veu de Noiva.","-55.749698638916","-15.460599899292","720",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02205930' target='other'> <mi>dwc_moreinfo</mi></a>","P02205930","P02205930_01","107042","auto",NA,NA,NA,NA,NA,NA,NA,"19207",NA,NA
"56","2020-10-01 14:26:31-03","JBB","HEPH","13817","S","Plantae","Monocotyledon","Poales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler","Araújo, AC","Oliveira, RC; Munhoz, CBR","913","1997","09","23","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, Próximo a área de lazer, caminho para a CAESB","-47.85","-15.866667","1025","1150",NA,"Rara",NA,NA,NA,NA,"2008","-47.85","-15.866667",NA,NA,NA,NA,NA,NA,NA
"57","2020-12-11 11:43:53-03","UFMG","BHCB","31008","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Moeda","Serra da Moeda","-44.0527992248535","-20.3330993652344",NA,NA,NA,NA,NA,NA,"14750","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-11 11:43:53-03","UFMG","BHCB","11572","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"Carvalho, QO","s.n.","1987","10","25","Southern America","Brasil","Minas Gerais","Itabirito","Serra de Itabirito.","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-11 11:43:53-03","UFMG","BHCB","14016","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"Silva, FRC","s.n.","1988","10","02","Southern America","Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco., Vertente sul.","-43.6918983459473","-20.5207996368408","1150","1150",NA,"Campo rupestre. Herbáceo.",NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-11 11:43:53-03","UFMG","BHCB","8732","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"Andrade, PM de","s.n.","1985","04","15","Southern America","Brasil","Minas Gerais","Santana do Riacho","Usina Coronel Américo Teixeira (UCAT).","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Cerrado;herbáceo;",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2014-12-05 10:36:00-02","MO","MOBOT","3131626","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.","C.B. Clarke","J.E.B. Warming","Warming s.n.","1853","10","24","South America","Brazil","Minas Gerais","Lagoa Santa","In Campis glarcosis..","-43.8897018432617","-19.6271991729736",NA,NA,NA,NA,NA,NA,"12338","auto",NA,NA,NA,NA,NA,NA,"Holotype",NA,"1",NA
"62","2009-08-21 06:48:00-03","MO","MOBOT","2902785","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.","T. Koyama","Howard S. Irwin|Thomas R. Soderstrom","Irwin 6757","1964","10","10","South America","Brazil","Mato Grosso",NA,"Vicinity of Xavantina. Burned-over cerrado, ca. 70 km N. of Xavantina.","-52.33333","-14.66666","300.00000000","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2013-06-05 09:15:00-03","MO","MOBOT","100601162","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.","A.C. Araujo","J.R.I. Wood|D. Soto","Wood 27215","2011","3","8","South America","Bolivia","Santa Cruz","Chiquitos","Cerro Motacú en la zone de Santiago de Chiquitos.","-59.6808334","-18.2766667","934.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"64","2009-07-17 14:12:00-03","MO","MOBOT","2902873","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.","T. Koyama","Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 9857","1965","11","3","South America","Brazil","Goiás",NA,"Serra dos Cristais. Campo, 3 km. W. of Cristalina.","-48.0007333","-17.0005167","1175.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2013-01-03 05:09:00-02","MO","MOBOT","3131629","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.","A.C. Araujo","Ghillean T. Prance|Eduardo Lleras|Dionizio F. Coêlho","Prance 19207","1973","10","19","South America","Brazil","Mato Grosso",NA,"Road behind Veu de Noiva; Chapada dos Guimarães. Cerrado.",NA,NA,"720.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2010-10-26 14:55:00-02","MO","MOBOT","100316180","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"Stephan G. Beck","Beck 20528","1991","10","18","South America","Bolivia","Beni","Vaca Diez",NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"67","2009-07-17 14:12:00-03","MO","MOBOT","2902927","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.","T. Koyama","Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 10460","1965","11","18","South America","Brazil","Goiás",NA,"Serra do Rio Preto. Locally common. Cerrado and thin woods bordering seasonal creek, ca. 8 km. E. of Cabeceiras.","-47.0008167","-16.0008278","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2015-08-13 05:50:00-03","MO","MOBOT","3131627","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.","A.C. Araujo","R.M. Harley","Harley 26297","1988","11","26","South America","Brazil","Bahia",NA,"Mun.: Rio de Contas. Pico das Almas. Vertente norte. Area de campos e mata, noreste do Campo do Queiroz. En campo limpo pedregoso.","-41.96666","-13.51666","1550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2015-09-18 07:23:00-03","MO","MOBOT","100837437","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"Ana C. G. Araújo|W. Wayt Thomas|et al.","Araújo 1240","2000","1","28","South America","Brazil","Bahia","Rio de Contas","Pico das Almas, Campo Queiroz.","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"70","2009-08-21 06:48:00-03","MO","MOBOT","3131631","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.","A.C. Araujo","Howard S. Irwin|Thomas R. Soderstrom","Irwin 7339","1964","10","25","South America","Brazil","Goiás",NA,"Serra do Caiapó. Cerrado at summit of mesa, near escarpment, ca. 50 km S of Caiaponia on road to Jataí.","-51.78333","-17.2","800.00000000","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2009-07-17 14:12:00-03","MO","MOBOT","2886486","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.","T. Koyama","Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 10740","1965","11","30","South America","Brazil","Goiás",NA,"Serra dos Pirineus. Rocky cerrado, canga soil, ca 14 km S of Corumbá de Goiás.","-49","-16","975.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-08-31 09:20:50-03","INPA","INPA","42698","S","Plantae","Monocotyledon","Poales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler","Araújo, AC de","Prance, GT","19207","1973","10","19","Southern America","Brasil","Mato Grosso","Chapada dos Guimarães","Véu de Noiva, Road behind Véu de Noiva.","-55.832445","-15.40761",NA,NA,NA,NA,"INPA0042698","INPA0042698 INPA0042698_e INPA0042698_e1",NA,NA,"2001","-55.832445","-15.40761",NA,NA,NA,NA,NA,NA,NA
"73","2020-08-31 09:20:50-03","INPA","INPA","206290","S","Plantae","Monocotyledon","Poales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler","Koyama, TM","Ratter, JA","4239","1978","11","01","Southern America","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa, Fazenda Água Limpa, University of Brasília field station, near Vargem Bonita, c. 18 km, SSW of Brasília TV tower.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"INPA0206290","INPA0206290 INPA0206290_e","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-04 11:05:05-03","UFRB","HURB","7324","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler","P.Webeer","Fonseca, W.O.; Pece, G.A.","32a","2012","06","04",NA,"Brasil","Bahia","Palmeiras","Vale do Capão, Parque Nacional da Chapada Diamantina; Próx. Vila do Caeté-açu","-41.5588989257812","-12.5289001464844",NA,NA,NA,NA,"HURB000007324",NA,"20767","auto","2017",NA,NA,NA,"06","06",NA,NA,NA,NA
"75","2019-12-19 11:18:31-03","UFG","UFG","12647","S","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler","Araújo, A.C.","Brooks, R.R.; Reeves, R.D.","10631","1988","04","19",NA,"Brasil","Goiás","Goianésia",NA,"-49.05","-15.066667",NA,NA,NA,NA,"UFG0012647","UFG0012647",NA,NA,"2002","-49.05","-15.066667",NA,"12","30",NA,NA,NA,NA
"76","2019-12-19 11:18:31-03","UFG","UFG","7133","S","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"Rizzo, J.A.; Barbosa, A.","7133","1971","10","16",NA,"Brasil","Goiás","Amorinópolis","Serra dos Caiapós","-51.0936012268066","-16.6191997528076",NA,NA,NA,NA,"UFG0007133","UFG0007133","22710","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-01-26 13:53:48-03","IMA","MAC","63930","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler","W.Thomas","J.G.Faria; B.M.T.Faria-Walter; J.B.","178","1999","06","09",NA,"Brasil","Brasília","Distrito Federal","Fazenda Sucupira, Lado direito, antes da 1ª ponte na estrada principal da fazenda.","-47.864472","-15.799767",NA,NA,NA,"Cerrado.","MAC0063930",NA,NA,NA,"2010","-47.864472","-15.799767",NA,"06",NA,NA,NA,NA,NA
"78","2021-03-01 11:55:56-03","UFPE","UFP","16835","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.",NA,"Mayo, SJ","1219","1995","12","30",NA,"Brasil","Bahia","Rio das Contas",NA,NA,NA,NA,NA,NA,"Erva solitaria, não formando tufos, brácteas patentes com base branca e conpiscua.; Erva solitaria, não formando tufos, brácteas patentes com base branca e conpiscua.","UFP016835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-01 11:55:56-03","UFPE","UFP","19455","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.",NA,"Alves, M; Costa; Silva, M; Loyola, M; Rocha, EA; Gomes, V; Gonçalves, F","1356","1997","10","21",NA,"Brasil","Bahia","Rio das Contas",NA,"-41.941694","-13.523056","1600","1600",NA,"Herbácea, ocasional.; Herbácea, ocasional.","UFP019455",NA,NA,NA,NA,"-41.941694","-13.523056",NA,NA,NA,NA,NA,NA,NA
"80","2021-03-01 11:55:56-03","UFPE","UFP","42223","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.","Araújo, AC","M.B.Ronhel; J.L.Silva","s.n.","2002","03","12",NA,"Brasil","Minas Gerais","Uberaba",NA,"-47.9319000244141","-19.7483005523682",NA,NA,NA,"Erva. Campo hidromórfico em área de cerrado.; Erva. Campo hidromórfico em área de cerrado.","UFP042223",NA,"73879","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-09-12 05:00:02-03","US","US","2706552","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"G. Hatschbach","22332","1971","10","7","South America","Brazil","Paraná",NA,"Vila Velha (mun. Ponta Grossa)",NA,NA,NA,NA,NA,NA,"US02257627","US02257627_01",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"82","2020-09-12 05:00:02-03","US","US","1833852","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"J. T. Baldwin","3061","1943","9","26","South America - Neotropics","Brazil","Mato Grosso",NA,"Braco, Rio Arinos",NA,NA,NA,NA,NA,NA,"US02257623","US02257623_01",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"83","2020-09-12 05:00:02-03","US","US","203594","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"A. Regnell","III 1310","1864","4","22","South America - Neotropics","Brazil","Minas Gerais",NA,"Caldas",NA,NA,NA,NA,NA,NA,"US02257624","US02257624_01",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"84","2020-09-12 05:00:02-03","US","US","2121683","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"L. B. Smith","6950","1952","4","28","South America - Neotropics","Brazil","Minas Gerais",NA,"Municipio Jaboticatubas, 10 km ao norte de Lagoa Santa, Km 56 da Estrada Belo Horizonte-Conceicao","-55","-19.67","900",NA,NA,NA,"US02257629","US02257629_01",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"85","2020-09-12 05:00:02-03","US","US","2838232","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"G. T. Prance, E. Lleras & D. F. Coêlho","19207","1973","10","19","South America - Neotropics","Brazil","Mato Grosso",NA,"Brazilian Amazonia, Road behind Veu de Noiva; Chapada dos Guimaraes",NA,NA,"720",NA,NA,NA,"US02257626","US02257626_01",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"86","2020-09-12 05:00:02-03","US","US","2752987","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"H. S. Irwin, R. Souza & R. Reis dos Santos","10740","1965","11","30","South America - Neotropics","Brazil","Goiás",NA,"Planalto do Brasil, Serra dos Pirineus, Rocky cerrado, cango soil, ca. 14 km. S. of Corumba de Goias",NA,NA,"975",NA,NA,NA,"US02257628","US02257628_01",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"87","2020-09-12 05:00:02-03","US","US","3667916","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"J. R. I. Wood","27215","2011","3","8","South America - Neotropics","Bolivia","Santa Cruz",NA,"Prov. Chiquitos, Cerro Motacu, en la zona de Santiago de Chiquitos","-59.6808","-18.2767","934",NA,NA,NA,"US02257622","US02257622_01",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"88","2020-09-12 05:00:02-03","US","US","818792","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"A. Regnell","III 1310","1969","9","22","South America - Neotropics","Brazil","Minas Gerais",NA,"Caldas",NA,NA,NA,NA,NA,NA,"US02257625","US02257625_01",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"89","2019-11-13 11:18:54-03","USP","SPF","150981","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler","Anônimo","Araújo, AC","1254","2000","01","29",NA,"Brasil","Bahia","Rio de Contas",NA,"-41.803028","-13.588194",NA,NA,NA,NA,"SPF00150981",NA,NA,NA,NA,"-41.803028","-13.588194",NA,NA,NA,NA,NA,NA,NA
"90","2019-11-13 11:18:54-03","USP","SPF","186029","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler","Araújo, AC","Monteiro, RF","208","2007","11","13",NA,"Brasil","Minas Gerais","Jaboticatubas",NA,"-43.93","-19.467222","715","715",NA,NA,"SPF00186029",NA,NA,NA,"2010","-43.93","-19.467222",NA,NA,NA,NA,NA,NA,NA
"91","2019-11-13 11:18:54-03","USP","SPF","89663","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler","Simpson, DA","Harley, RM","26297","1988","11","26",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas, Vertente Norte. Noroeste do Campo do Queiroz.","-41.966667","-13.516667","1550","1550",NA,NA,"SPF00089663",NA,NA,NA,NA,"-41.966667","-13.516667",NA,NA,NA,NA,NA,NA,NA
"92","2019-11-13 11:18:54-03","USP","SPF","150982","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler","Anônimo","Araújo, AC","1216","2000","01","26",NA,"Brasil","Bahia","Lençóis","Morro do Pai Inácio, Lado leste do Morro, em frente à Pousada Pai Inácio.","-41.3899993896484","-12.563099861145",NA,NA,NA,NA,"SPF00150982",NA,"47385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-10-07 09:21:02-03","UEFS","HUEFS","206049","PreservedSpecimen","Plantae","Angiospermae","Poales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"Carneiro-Torres, D.S.","1194","2014","01","25",NA,"Brasil","Bahia","Rio de Contas","Caminho para o Campo do Queiroz sentido Pico das Almas.","-41.945278","-13.516111","1491","1491",NA,NA,"HUEFS0206049","HUEFS0206049",NA,NA,NA,"41W56'43''","13S30'58''","Lilianae",NA,NA,NA,NA,NA,NA
"94","2019-10-07 09:21:02-03","UEFS","HUEFS","123164","PreservedSpecimen","Plantae","Angiospermae","Poales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"Funch, R.","673","2005","02","06",NA,"Brasil","Bahia","Mucugê","Chapadinha.","-41.1525","-13.223889",NA,NA,NA,"Floresta Secundária.","HUEFS0123164","HUEFS0123164",NA,NA,NA,"41W9'9''","13S13'26''","Lilianae",NA,NA,NA,NA,NA,NA
"95","2019-10-07 09:21:02-03","UEFS","HUEFS","32259","PreservedSpecimen","Plantae","Angiospermae","Poales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"Harley, R.M.","26297","1988","11","26",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas. Vertente norte. Áreas de campos e mata , noroeste do Campo de Queiroz.","-41.966667","-13.516667","1550","1550",NA,"Campo limpo e pedregoso.","HUEFS0032259","HUEFS0032259",NA,NA,NA,"41W58'","13S31'","Lilianae",NA,NA,NA,NA,NA,NA
"96","2019-10-07 09:21:02-03","UEFS","HUEFS","47851","PreservedSpecimen","Plantae","Angiospermae","Poales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"Araújo, A.","1254","2000","01","29",NA,"Brasil","Bahia","Rio de Contas","0.8Km N na rodovia para Jussiape.","-41.803056","-13.588333",NA,NA,NA,"Campo Rupestre. Abundante em solo argiloso seco com cascalho. Erva cespitosa.","HUEFS0047851","HUEFS0047851",NA,NA,NA,"41W48'11''","13S35'18''","Lilianae",NA,NA,NA,NA,NA,NA
"97","2019-10-07 09:21:02-03","UEFS","HUEFS","20888","PreservedSpecimen","Plantae","Angiospermae","Poales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler","M.Alves","Guedes, M.L.S.","PCD730","1994","09","25",NA,"Brasil","Bahia","Palmeiras","Pai Inácio.","-41.466667","-12.45","885","885",NA,"Degraus rochosos. Arenitos com solos pedregosos.","HUEFS0020888","HUEFS0020888",NA,NA,"2000","41W28'","12S27'","Lilianae","02",NA,NA,NA,NA,NA
"98","2019-10-07 09:21:02-03","UEFS","HUEFS","123104","PreservedSpecimen","Plantae","Angiospermae","Poales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"Funch, R.","551","2005","01","12",NA,"Brasil","Bahia","Ibicoara","Pau Ferrada (Batava) Baixão.","-41.391667","-13.121667",NA,NA,NA,"Cerrado (latossolo vermelho).","HUEFS0123104","HUEFS0123104",NA,NA,NA,"41W23'30''","13S7'18''","Lilianae",NA,NA,NA,NA,NA,NA
