"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","phylum","imagecode","typeStatus","class","continentOcean","individualCount","order","minimumElevationInMeters","maximumElevationInMeters"
"15","2020-06-29 09:30:40-03","UFRRJ","RBR","1221","S","Plantae","Leguminosae","Inga","cabelo","Inga cabelo","T.D.Penn.","I.A. Silva","6","1978","07","20","Brasil","Espírito Santo","Linhares","Estrada contra-mão, lado esquerdo, a 80 m da est. 154","-40.0722007751465","-19.3910999298096",NA,NA,"48094",NA,"RBR00001221","auto","T.A. Amorim","2018","08","23",NA,"RBR00001221","Isotipo",NA,NA,NA,NA,NA,NA
"16","2013-04-01 09:17:52-03","IPT","BCTW","7153","S","Plantae",NA,"Inga","cabelo","Inga cabelo","T.D. Penn.",NA,NA,NA,NA,NA,"Brasil","Espírito Santo","Linhares","Reserva Florestal da Cia Vale do Rio Doce (CVRD)","-40.0722","-19.3911",NA,NA,"48094",NA,NA,"auto",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"17","2020-12-11 11:36:04-03","UFMG","BHCB","46440","PreservedSpecimen","Plantae","Fabaceae","Inga","cabelo","Inga cabelo","T.D.Penn.",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-07-08 16:18:00-03","MO","MOBOT","101203588","PreservedSpecimen","Plantae","Fabaceae","Inga","cabelo","Inga cabelo","T.D. Penn.","I.A. Silva","Silva 6","1978","7","20","Brazil","Espírito Santo","Linhares","Reserva Forestal da CVRD.","-40.0722007751465","-19.3910999298096",NA,NA,"48094",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"Holotype",NA,"South America","1",NA,NA,NA
"19","2020-06-15 15:30:42-03","UNESP-RC","HRCB","15792","PreservedSpecimen","Plantae","Fabaceae","Inga","cabelo","Inga cabelo","T.D. Penn.","Folli, D.A.","1397","1991","08","27","Brasil","Maranhão","Linhares Esp. Santo","No aceiro da mata, próximo a igreja velha",NA,NA,NA,NA,NA,"árvore em Floresta Alta, +- 5m de altura e fuste de +- 2m, DAP 5,7 cm, da copa +- 3m. Com flor branca e botão verde. Fuste achatado e casca áspera.",NA,NA,"Garcia, F.C.P.","1999","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-06-15 15:30:42-03","UNESP-RC","HRCB","15795","PreservedSpecimen","Plantae","Fabaceae","Inga","cabelo","Inga cabelo","T.D. Penn.","Folli, D.A.","822","1988","12","06","Brasil","Maranhão","Linhares Esp. Santo","Estrada Imbiruçu, Km 0,300, lado direito",NA,NA,NA,NA,NA,"árvore em Floresta Alta, +- 9m de altura e fuste de +- 4m, DAP 11 cm, da copa +- 9m. Com fruto maduro de amarela. Fuste cilíndrico e casca áspera, Matriz 01 - Coleta de Frutos D.A. Folli 467.",NA,NA,"Garcia, F.C.P.","1999","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-06-15 15:30:42-03","UNESP-RC","HRCB","15802","PreservedSpecimen","Plantae","Fabaceae","Inga","cabelo","Inga cabelo","T.D. Penn.","Folli, D.A.","467","1983","10","24","Brasil","Maranhão","Linhares Esp. Santo","Estrada Imbiruçu, Km 0,360 lado direito",NA,NA,NA,NA,NA,"árvore em Floresta Alta, +- 9m de altura e fuste de +- 4m, DAP 11 cm, da copa +- 9m. Com fruto imaturo de cor verde- escuro. Fuste cilíndrico e casca áspera, Matriz 01 - Coleta de Frutos D.A. Folli 82",NA,NA,"Garcia, F.C.P.","1999","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-02-25 10:12:04-03","CVRD","CVRD","8840","PreservedSpecimen","Plantae","Fabaceae","Inga","cabelo","Inga cabelo","T.D. Penn.","Folli, D.A.","4907","2004","08","23","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"48094","<ll>dwc_commonname:</ll> Ingá cabelo","CVRD008840","auto","Domingos A. Folli","2004","08","23","Magnoliophyta","CVRD008840",NA,"Magnoliopsida","América do Sul",NA,"Fabales",NA,NA
"23","2021-02-25 10:12:04-03","CVRD","CVRD","9642","PreservedSpecimen","Plantae","Fabaceae","Inga","cabelo","Inga cabelo","T.D. Penn.","Folli, D.A.","5325","2006","07","18","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"48094","<ll>dwc_commonname:</ll> Ingá cabelo","CVRD009642","auto","Domingos A. Folli","2006","07","18","Magnoliophyta",NA,NA,"Magnoliopsida","América do Sul",NA,"Fabales",NA,NA
"24","2021-02-25 10:12:04-03","CVRD","CVRD","8292","PreservedSpecimen","Plantae","Fabaceae","Inga","cabelo","Inga cabelo","T.D. Penn.","Folli, D.A.","4585","2003","08","27","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"48094","<ll>dwc_commonname:</ll> Ingá cabelo","CVRD008292","auto","Domingos A. Folli","2003","08","27","Magnoliophyta",NA,NA,"Magnoliopsida","América do Sul",NA,"Fabales",NA,NA
"25","2021-02-25 10:12:04-03","CVRD","CVRD","62","PreservedSpecimen","Plantae","Fabaceae","Inga","cabelo","Inga cabelo","T.D. Penn.","Silva, I.A.","6","1978","07","20","BRASIL","ES","Linhares","80m depois da Est. Mantegueira, próxima a uma Baba de boi, Murta e Arapoca.","-40.0722007751465","-19.3910999298096",NA,NA,"48094","<ll>dwc_commonname:</ll> Ingá cabelo","CVRD000062","auto","Terry D. Pennington","1994","04","30","Magnoliophyta","CVRD000062","ISOTYPUS","Magnoliopsida","América do Sul",NA,"Fabales",NA,NA
"26","2021-02-25 10:12:04-03","CVRD","CVRD","7013","PreservedSpecimen","Plantae","Fabaceae","Inga","cabelo","Inga cabelo","T.D. Penn.","Folli, D.A.","4005","2001","08","15","BRASIL","ES","Linhares","Aceiro com Bobbio","-40.0722007751465","-19.3910999298096",NA,NA,"48094","<ll>dwc_commonname:</ll> Ingá cabelo","CVRD007013","auto","Terry D. Pennington","2006","12","20","Magnoliophyta",NA,NA,"Magnoliopsida","América do Sul",NA,"Fabales",NA,NA
"27","2021-02-25 10:12:04-03","CVRD","CVRD","2117","PreservedSpecimen","Plantae","Fabaceae","Inga","cabelo","Inga cabelo","T.D. Penn.","Folli, D.A.","822","1988","07","06","BRASIL","ES","Linhares","Coleta de fruto DAF. 467","-40.0722007751465","-19.3910999298096",NA,NA,"48094","<ll>dwc_commonname:</ll> Ingá cabelo","CVRD002117","auto","Terry D. Pennington","1998","04","14","Magnoliophyta",NA,"PARATYPUS","Magnoliopsida","América do Sul",NA,"Fabales",NA,NA
"28","2021-02-25 10:12:04-03","CVRD","CVRD","1062","PreservedSpecimen","Plantae","Fabaceae","Inga","cabelo","Inga cabelo","T.D. Penn.","Folli, D.A.","467","1983","10","24","BRASIL","ES","Linhares","Coleta de fruto DAF.822","-40.0722007751465","-19.3910999298096",NA,NA,"48094","<ll>dwc_commonname:</ll> Ingá cabelo","CVRD001062","auto","Terry D. Pennington","1998","04","14","Magnoliophyta","CVRD001062","PARATYPUS","Magnoliopsida","América do Sul",NA,"Fabales",NA,NA
"29","2021-02-25 10:12:04-03","CVRD","CVRD","3368","PreservedSpecimen","Plantae","Fabaceae","Inga","cabelo","Inga cabelo","T.D. Penn.","Folli, D.A.","1397","1991","08","27","BRASIL","ES","Linhares","Localizada no aceiro da mata, próximo a Igreja velha.","-40.0722007751465","-19.3910999298096",NA,NA,"48094","<ll>dwc_commonname:</ll> Ingá cabelo","CVRD003368","auto","Terry D. Pennington","1998","04","14","Magnoliophyta",NA,"PARATYPUS","Magnoliopsida","América do Sul",NA,"Fabales",NA,NA
"30","2021-02-25 10:12:04-03","CVRD","CVRD","8919","PreservedSpecimen","Plantae","Fabaceae","Inga","cabelo","Inga cabelo","T.D. Penn.","Siqueira, G.S.","117","2004","09","30","BRASIL","ES","Linhares","RFL-133/98","-40.0722007751465","-19.3910999298096",NA,NA,"48094","<ll>dwc_commonname:</ll> Ingá cabelo","CVRD008919","auto","Geovane S. Siqueira","2004","09","30","Magnoliophyta",NA,NA,"Magnoliopsida","América do Sul",NA,"Fabales",NA,NA
"31","2020-05-08 11:10:26-03","UEFS","HUEFS","204312","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Inga","cabelo","Inga cabelo","T.D.Penn.","Neves, D.R.M.","1214","2013","05","21","Brasil","Espírito Santo","Linhares","Reserva Natural Vale, a estrada Gávea KM 14, na parcela 7 do projeto de monitoramento da dinâmica da flora árborea.","-39.928611","-19.149722","39W55'43''","19S8'59''",NA,"Mussununga.","HUEFS0204312",NA,NA,NA,NA,NA,"Angiospermae",NA,NA,"Rosanae",NA,NA,"Fabales","19","19"
"32","2021-03-04 11:16:35-03","UEFS","HUEFS","199145","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Inga","cabelo","Inga cabelo","T.D.Penn.","Demuner, V.","1335","2000","08","03","Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis (Cachoeira do Struts).","-40.6002998352051","-19.9356002807617",NA,NA,"23813",NA,"HUEFS0199145","auto","A.P.Chagas","2013","06",NA,"Angiospermae",NA,NA,"Rosanae",NA,NA,"Fabales",NA,NA
"33","2019-11-01 14:59:50-03","UnB","UB","113581","PreservedSpecimen","Plantae","Fabaceae","Inga","cabelo","Inga cabelo","T.D. Penn.","Anderson, WR; Stieber, M; Kirkbride Junior, JH","36030","1972","02","15","Brasil","Minas Gerais",NA,"Foothills east and south of Pico do Itambé, about halfway between summit and Santo Antonio de Itambé",NA,NA,NA,NA,NA,"Stamens white.; Shrub 1-2m. Flor greenish-white; .",NA,NA,"Garcia, FCP","1999","02",NA,"Dicotyledoneae",NA,NA,NA,"Southern America",NA,NA,"950","1150"
"34","2019-11-21 10:05:47-03","IBt","SP","169971","S","Plantae","Fabaceae","Inga","cabelo","Inga cabelo","T.D.Penn.","Kuhlmann, JG","6492","1943","02","19","Brasil","Minas Gerais","Rio Doce","Goitacazes","-42.8958015441895","-20.2446994781494",NA,NA,"14517",NA,"SP025329","auto","Pennington, TD","1996",NA,NA,NA,"SP025329",NA,NA,NA,NA,NA,NA,NA
