"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","typeStatus","infraspecificEpithet","relatedCatalogItem","previousCatalogNumber","sex"
"111","2019-02-15 11:32:28-02","IPA","IPA","58165","S","Plantae","Plantae",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Schult.) Seub.","Gomes, M.L.","Gomes, M.L.","56","1995","05","12","Southern America","Brasil","Pernambuco","Estação Experiemntal do IPA, pimenteira.","-38.321111","-7.983333","500","500",NA,"Interesse econômico: forrageira.; Volúvel; flor bege; frequência alta.; Terreno argiloso; pastagem natural; caatinga.","IPA0058165",NA,"Serra Talhada",NA,NA,"1995","05","12","-38.321111","-7.983333",NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-02-15 11:32:28-02","IPA","IPA","68799","S","Plantae","Plantae",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Schult.) Seub.","Cano, O.","Roxana Barreto; Alcina Viana; Andrade, M.J.G.; Alcina Viana; Andrade, M.J.G.","17","2000","06","20","Southern America","Brasil","Pernambuco","estrada Sertânia -Custódia, beira da estrada.","-37.321667","-8.063611","619","619",NA,"Ocasional. Escandente sobre arbusto, ca. 2m de altura.&nf;; Caatinga arbustiva. Solo areno-argiloso.","IPA0068799",NA,"Sertânia",NA,NA,"2005","04","19","-37.321667","-8.063611",NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-02-15 11:32:28-02","IPA","IPA","81552","S","Plantae","Plantae",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Schult.) Seub.","Costa e Silva, M.B.","Alunos de Farmácia UFPE","16","2004","06",NA,"Southern America","Brasil","Paraíba",NA,NA,NA,NA,NA,NA,"Erva.","IPA0081552",NA,"São José de Espinhara",NA,NA,"2004","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2019-02-15 11:32:28-02","IPA","IPA","81553","S","Plantae","Plantae",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Schult.) Seub.","Costa e Silva, M.B.","Alunos de Farmácia UFPE","17","2004","06",NA,"Southern America","Brasil","Paraíba",NA,NA,NA,NA,NA,NA,"Erva.","IPA0081553",NA,"São José de Espinhara",NA,NA,"2004","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-02-15 11:32:28-02","IPA","IPA","82815","S","Plantae","Plantae",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Schult.) Seub.","Costa; Silva, M.B.","Rita Pereira; Costa; Silva, M.B.; Santos, E. .A.; Alcina Viana; Silva, J.S.; Ros; Costa; Silva, M.B.; Santos, E. .A.; Alcina Viana; Silva, J.S.; Rosselini, R.","2813","2008","06","17","Southern America","Brasil","Pernambuco","Margens da Br-232 próximo ao posto São Caetano",NA,NA,NA,NA,NA,"Caatinga","IPA0082815",NA,"São Caetano",NA,NA,"2008","11","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-02-15 11:32:28-02","IPA","IPA","84654","S","Plantae","Plantae",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Schult.) Seub.","Cano, O.","Lyra-Lemos, R.P.; Santana, C.; Marculino, E.; Cavalcante, F.; Santana, C.; Marculino, E.; Cavalcante, F.","6259","2002","02","24","Southern America","Brasil","Alagoas","área de lajeiro, 1 km depois da entrada para Ilha do Ferro.","-37.503611","-9.711111",NA,NA,NA,"Erva ereta. Inflorescência creme.","IPA0084654",NA,"Pão de Açucar",NA,NA,"2010","06","07","-37.503611","-9.711111",NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-02-15 11:32:28-02","IPA","IPA","85997","S","Plantae","Plantae",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Schult.) Seub.","Cano, O.","Trajano, A.","47","2009","04","21","Southern America","Brasil","Paraíba","Comunidade Rural - Barrocas","-36.362778","-7.057222",NA,NA,NA,"Herbácea ca. 76cm; flores brancas.; Caatinga.","IPA0085997",NA,"Soledade",NA,NA,"2011",NA,NA,"-36.362778","-7.057222",NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-02-15 11:32:28-02","IPA","IPA","89224","S","Plantae","Plantae",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Schult.) Seub.","Equipe do Herbário-IPA","Christina Niegl","s.n.","2014","02","01","Southern America","Brasil","Pernambuco","Comunidade Apolônio Sales","-38.250833","-8.956667",NA,NA,NA,"Material em estudo para dissertação de mestrado da aluna Christina Niegl da Universidade de Hohenhein-Alemanha.","IPA0089224",NA,"Petrolândia",NA,NA,"2014","04","08","-38.250833","-8.956667",NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-02-15 11:32:28-02","IPA","IPA","89439","S","Plantae","Plantae",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Schult.) Seub.","Cano, O.","Machado-Filho, H.O.","371","2014","04","14","Southern America","Brasil","Paraíba","margem do Açude Camalaú.","-36.823333","-7.888889","421","421",NA,"Arbusto piloso; inflorescência alva.; Vegetação ciliar.","IPA0089439",NA,"Camalaú",NA,NA,"2014","09",NA,"-36.823333","-7.888889",NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-02-15 11:32:28-02","IPA","IPA","91816","S","Plantae","Plantae",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Schult.) Seub.","Oliveira, M.A.","Moraes, T.M.","649","2017","06","22","Southern America","Brasil","Pernambuco","Conglomerado do Inventário Florestal Nacional.&nf; PE_228 , 2-10-H","-39.960278","-9.000278",NA,NA,NA,"Herbácea ca. 25cm. de altura; flores amarelas.; Caatinga; solo pedregoso; relêvo ondulado.","IPA0091816","IPA0091816","Santa Maria da Boa Vista",NA,NA,"2017","08","08","-39.960278","-9.000278",NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-07-26 11:39:16-03","IPA","IPA","93160","S","Plantae","Plantae",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Schult.) Seub.","Cano, O.","Cardins, I.S.A.","115","2016","03","07","Southern America","Brasil","Ceará","Boa Dávila","-40.308611","-5.396389",NA,NA,NA,"Material botânico em estudo no PROPGEO - CCT - Projeto Estratégias de Recomposição Produtiva em Terras Secas Degradadas ou em Processo de Desertificação; Depressão sertaneja. Solo argiloso.","IPA0093160",NA,"Independência",NA,NA,"2017","07","12","-40.308611","-5.396389",NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-02-15 11:32:28-02","IPA","IPA","21744","S","Plantae","Plantae",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Schult.) Seub.",NA,"Luetzelburg","23655","1933","03","23","Southern America","Brasil","Ceará",NA,"-39.4094009399414","-7.23416996002197",NA,NA,NA,"Efémera; flor lilás.","IPA0021744",NA,"Crato","30071","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-02-15 11:32:28-02","IPA","IPA","86773","S","Plantae","Plantae",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Schult.) Seub.","Cano, O.","Randau, K.","331","2010","04","03","Southern America","Brasil","Paraíba","Campus da UFCG, ao lado do bloco H.","-36.1535987854004","-6.48361015319824",NA,NA,NA,"Erva; flor branca.; Caatinga aberta.","IPA0086773",NA,"Cuité","29051","auto","2011","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-02-15 11:32:28-02","IPA","IPA","67097","S","Plantae","Plantae",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Schult.) Seub.",NA,"Grisi Veloso, T.M.","258","2001","07","19","Southern America","Brasil","Paraíba","Curimataú","-35.5400009155273","-6.75500011444092",NA,NA,NA,"Erva; flor branca.","IPA0067097",NA,"Solânea","23851","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-02-15 11:32:28-02","IPA","IPA","49466","S","Plantae","Plantae",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Schult.) Seub.","Rita Pereira","Rita Pereira","s.n.","1988","06",NA,"Southern America","Brasil","Paraíba","próximo ao açude.","-36.3628005981445","-7.05721998214722",NA,NA,NA,"Caatinga.","IPA0049466",NA,"Soledade","21726","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-02-15 11:32:28-02","IPA","IPA","17686","S","Plantae","Plantae",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Schult.) Seub.","Pedersen, T.M.","S/C","s.n.","1941","04","16","Southern America","Brasil","Paraíba","São Gonçalo","-38.228099822998","-6.7591700553894",NA,NA,NA,NA,"IPA0017686",NA,"Sousa","21208","auto","1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-02-15 11:32:28-02","IPA","IPA","18926","S","Plantae","Plantae",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Schult.) Seub.",NA,"Academia Brasileira de Ciências","67","1971","04","18","Southern America","Brasil","Pernambuco","arredores.","-40.5008010864258","-9.39861011505127",NA,NA,NA,"Erva em touceira, flores amarelo-palha.; Solo arenoso.","IPA0018926",NA,"Petrolina","90462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-02-15 11:32:28-02","IPA","IPA","85620","S","Plantae","Plantae",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Schult.) Seub.","Cano, O.","Osniel Faria","s.n.","2011","01","19","Southern America","Brasil","Pernambuco","Estação Experimental do IPA","-38.2983016967773","-7.99194002151489",NA,NA,NA,"Material oriundo do Levantamento Florístico de Forrageiras da Unidade Experimental sob orientação dos Professores: Dr. Mário Lira e Mércia Virgínia do Depto. de Zootecnia-UFRPE.; Caatinga.","IPA0085620",NA,"Serra Talhada","55090","auto","2011","03","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-02-15 11:32:28-02","IPA","IPA","85621","S","Plantae","Plantae",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Schult.) Seub.","Cano, O.","Osniel Faria","s.n.","2011","01","19","Southern America","Brasil","Pernambuco","Estação Experimental do IPA","-38.2983016967773","-7.99194002151489",NA,NA,NA,"Material oriundo do Levantamento Florístico de Forrageiras da Unidade Experimental sob orientação dos Professores: Dr. Mário Lira e Mércia Virgínia do Depto. de Zootecnia-UFRPE.; Caatinga.","IPA0085621",NA,"Serra Talhada","55090","auto","2011","03","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-02-15 11:32:28-02","IPA","IPA","54269","S","Plantae","Plantae",NA,"Amaranthaceae","Froelichia","lanata","Froelichia lanata","Moq.","Noblick, L.R.","Valeriano, A.","s.n.","1973","04","15","Southern America","Brasil","Bahia","Lagoa do Abaeté, Itapuã.","-38.510799407959","-12.9710998535156",NA,NA,NA,"Caule verde arroxeado, apenas próximo aos nós.","IPA0054269",NA,"Salvador","26018","auto","1979","10","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-08-27 13:28:26-03","IAP","PACA-AGP","85796","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Roem. & Schult.) Seub.","M.S. Marchioretto","F.P. Bandeira","188","1995","07","01",NA,"Brasil","BA","povoado de Brejo do Burgo","-38.2546997070312","-9.33806037902832",NA,NA,NA,"erva ereta, folhas membranáceas discolores, tomentosas, inflorescências cremes; Habitat: em solo arenoso, área antropizada (pasto) Hábito: Erva ereta","PACA085796",NA,"Glória","51769","auto","2001","06","15",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"132","2019-08-27 13:28:26-03","IAP","PACA-AGP","73233","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Roem. & Schult.) Seub.","L. R. Noblick","A. Valeriano",NA,"1973","04","15",NA,"Brasil","BA","Lagoa do Abaeté - Itapuã","-38.510799407959","-12.9710998535156",NA,NA,NA,"Caule verde arroxeado, apenas próximo aos nós.","PACA073233",NA,"Salvador","26018","auto","1979","10","05",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"133","2019-08-27 13:28:26-03","IAP","PACA-AGP","85788","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Roem. & Schult.) Seub.","M. S. Marchioretto","L.W. Lima-Verde",NA,"1997","02","26",NA,"Brasil","CE","Estação Ecológica de Aiuaba","-40.1236000061035","-6.57360982894897",NA,NA,NA,"erva 0,50 m; EAC 26871; Habitat: na caatinga arbustivo-arbórea Hábito: erva","PACA085788",NA,"Aiuaba","68662","auto","2001","07",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"134","2019-08-27 13:28:26-03","IAP","PACA-AGP","85790","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Roem. & Schult.) Seub.","M.S. Marchioretto","F.S. Cavalcanti",NA,"1995","02","25",NA,"Brasil","CE","margem direita da estrada","-39.3116989135742","-4.35889005661011",NA,NA,NA,"flor creme pálida,","PACA085790",NA,"Canindé","56338","auto","2001","07",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"135","2019-08-27 13:28:26-03","IAP","PACA-AGP","85791","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Roem. & Schult.) Seub.","M.S. Marchioretto","M.A. Figueiredo",NA,"1994","03","28",NA,"Brasil","CE","Ubauná","-40.6567001342773","-3.53332996368408",NA,NA,NA,"flor branca Hábito: erva","PACA085791",NA,"Coreaú","38552","auto","2001","07",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"136","2019-08-27 13:28:26-03","IAP","PACA-AGP","85794","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Roem. & Schult.) Seub.","M.S. Marchioretto","M.I. Bezerra-Loiola",NA,"1995","05","06",NA,"Brasil","CE","Santuário Nossa Senhora Imaculada, Rainha do Sertão","-39.0153007507324","-4.97138977050781",NA,NA,NA,"Habitat: na caatinga arbustiva Hábito: trepadeira","PACA085794",NA,"Quixadá","41968","auto","2001","07",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"137","2019-08-27 13:28:26-03","IAP","PACA-AGP","85820","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Roem. & Schult.) Seub.","M.S. Marchioretto","V.L. Nascimento","66","1992","03","31",NA,"Brasil","PB","Sítio Bravo","-36.2872009277344","-7.48889017105103",NA,NA,NA,"flor branca","PACA085820",NA,"Cabaceiras","16607","auto","2002","03",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"138","2019-08-27 13:28:26-03","IAP","PACA-AGP","85329","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Roem. & Schult.) Seub.","M.S. Marchioretto","F.G. Alcoforado Filho",NA,"1994","03","16",NA,"Brasil","PI","Paraguai","-42.1781005859375","-7.23111009597778",NA,NA,NA,"flor branca Hábito: erva","PACA085329",NA,"Colônia do Piauí","28927","auto","1998","10",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"139","2019-08-27 13:28:26-03","IAP","PACA-AGP","85334","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Roem. & Schult.) Seub.","M.S. Marchioretto","F.M.T. Freire",NA,"1982","03","11",NA,"Brasil","PI","Campo Bonito, PARNA de Sete Cidades","-41.7092018127441","-3.92806005477905",NA,NA,NA,"flor branca Habitat: cerrado, substrato arenoso Hábito: erva","PACA085334",NA,"Piracuruca","41625","auto","2001","09",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"140","2019-08-27 13:28:26-03","IAP","PACA-AGP","85333","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Roem. & Schult.) Seub.","M.S. Marchioretto","Arrais",NA,"1980","03","02",NA,"Brasil","PI",NA,"-41.323299407959","-5.50361013412476",NA,NA,NA,"flor branca Habitat: na capoeira Hábito: erva","PACA085333",NA,"São Miguel do Tapuio","93464","auto","1998","10",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"141","2019-08-27 13:28:26-03","IAP","PACA-AGP","85321","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Roem. & Schult.) Seub.","M.S. Marchioretto","J. Mattos",NA,"1962","03",NA,NA,"Brasil","PI",NA,NA,NA,NA,NA,NA,"Herbácea, inflorescência branco-acinzentada;","PACA085321",NA,"Alto Alegre",NA,NA,"1998","10",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"142","2019-08-27 13:28:26-03","IAP","PACA-AGP","109056","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Roem. & Schult.) Seub.","M.S. Marchieretto","M. Oliveira","4866","2010","04","27",NA,"Brasil","PE","Lote II, próximo ao canal datransposição.","-39.348056","-8.392556","385","385",NA,"HVASF 8376. Hábito: arbustiva Ecossistema: CAATINGA","PACA109056",NA,"Cabrobó",NA,NA,"2011","06",NA,"39°20'53,00W","08°23'33,20S","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"143","2019-08-27 13:28:26-03","IAP","PACA-AGP","73232","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Roem. & Schult.) Seub.","M.S. Machioretto","A. Valeriano",NA,"1973","04","28",NA,"Brasil","BA",NA,NA,NA,NA,NA,NA,"Habitat: Caatinga","PACA073232",NA,"Joazeiro",NA,NA,"2001","10",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"144","2020-12-21 16:36:49-03","IAP","PACA-AGP","85338","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Roem. & Schult.) Seub.","M. S. Marchioretto","Furlan, A.",NA,"1980","12","03",NA,"Brasil","BA",NA,NA,NA,NA,NA,NA,"erva 50cm, flores amarelas; Habitat: solo areneso Hábito: erva","PACA085338",NA,"Santo Inácio",NA,NA,"1998","10",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"145","2019-08-27 13:28:26-03","IAP","PACA-AGP","85348","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Roem. & Schult.) Seub.","M. S. Marchioretto","G. Eiten","4956","1962","07","16",NA,"Brasil","PE","ca. 16km N of Cabrobró, near placed called Pau Ferro, on road from Terra Nova to Cabrobró",NA,NA,NA,NA,NA,"flowers light yellow;","PACA085348",NA,"Cabrobró",NA,NA,"1998","10",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"146","2019-08-27 13:28:26-03","IAP","PACA-AGP","85349","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Roem. & Schult.) Seub.","M.S. Marchioretto","J. de S. Silva","600","1978","05","21",NA,"Brasil","BA",NA,NA,NA,NA,NA,NA,"planta rasteira com flores amareladas","PACA085349",NA,"Cocorobó",NA,NA,"1998","10",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"147","2019-08-27 13:28:26-03","IAP","PACA-AGP","85350","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Roem. & Schult.) Seub.","M.S. Marchioretto","L.R. Noblick","2733","1983","09","07",NA,"Brasil","BA","BR-116, entre o contorno da C. Nova/Cidade Feira de Santana","-38.966667","-12.25",NA,NA,NA,"erva pilosa com ramos decumbentes arroxeados, flores de corolas lilases; ocasional; Habitat: área brejosa","PACA085350",NA,"Feira de Santana",NA,NA,"1998","10",NA,"38°58'W","12°15'S","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"148","2019-08-27 13:28:26-03","IAP","PACA-AGP","85352","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Roem. & Schult.) Seub.","M.S. Marchioretto","Valeriano",NA,"1973","04","15",NA,"Brasil","BA","Largo do Abaeté",NA,NA,NA,NA,NA,"planta pioneira, caule verde arroxeado; Habitat: nas dunas","PACA085352",NA,"Itapoã",NA,NA,"1998","10",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"149","2019-08-27 13:28:26-03","IAP","PACA-AGP","86004","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Roem. & Schult.) Seub.","M.S. Marchioretto","J.M. Costa","457","2002","02","13",NA,"Brasil","PI","BR 020/BR 316","-41.268617","-7.10465","310","310",NA,"50cm, flores brancas, fruto ausente, freq. regular, nectarífera Habitat: na caatinga, substrato arenoso Hábito: subarbusto","PACA086004",NA,"Picos",NA,NA,"2002","05",NA,"41°16.117'W","07°06.279'S","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"150","2020-12-21 16:36:49-03","IAP","PACA-AGP","85801","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Roem. & Schult.) Seub.","T. M. Pedersen","Krapovickas, A.","12863","1967","04","05",NA,"Brasil","BA","Flamengo, Rio Barrinha",NA,NA,NA,NA,NA,"conf. M. S. Marchioretto em 10.2001","PACA085801",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"151","2019-08-27 13:28:26-03","IAP","PACA-AGP","85818","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Roem. & Schult.) Seub.","M.S. Marchioretto","L.P. Xavier",NA,"1971","08","29",NA,"Brasil","CE","Aracati",NA,NA,NA,NA,NA,NA,"PACA085818",NA,"Jaguarana",NA,NA,"2002","03",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"152","2019-08-27 13:28:26-03","IAP","PACA-AGP","85819","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Roem. & Schult.) Seub.","M.S. Marchioretto","L.P. Xavier",NA,"1941","10","20",NA,"Brasil","PE","Surubim",NA,NA,NA,NA,NA,NA,"PACA085819",NA,NA,NA,NA,"2002","03",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"153","2019-08-27 13:28:26-03","IAP","PACA-AGP","86003","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Roem. & Schult.) Seub.","M.S. Marchioretto","J.M. Costa","279","2001","04","10",NA,"Brasil","PI","Fazenda Angelim","-41.841528","-4.119278","135","135",NA,"40cm, comportamento independente, flor branco-amarelada, freq. Abundante; TEPB 14539; Habitat: no cerrado, substrato arenoso Hábito: subarbusto","PACA086003",NA,"Brasileira",NA,NA,"2002","05",NA,"41°50'29,5''W","04°07'9,4S","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"154","2019-08-27 13:28:26-03","IAP","PACA-AGP","86005","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Roem. & Schult.) Seub.","M.S. Marchioretto","R.R. Farias","484","2002","04","14",NA,"Brasil","PI","Baixão da Cobra","-42.072306","-4.870389",NA,NA,NA,"flores brancas, freq. boa Habitat: substrato pedregoso Hábito: erva","PACA086005",NA,"Campo Maior",NA,NA,"2002","05",NA,"42°04'20,3W","04°52'13,4S","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"155","2019-08-27 13:28:26-03","IAP","PACA-AGP","87609","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Roem. & Schult.) Seub.","M.S. Marchioretto","J.M. Costa","122","2004","02","21",NA,"Brasil","PI",NA,"-41.683333","-5.216667","200","200",NA,"40cm flor branca-amarelada, freq. abundante Habitat: cerrado ruderal solo arenoso Hábito: erva","PACA087609",NA,"Castelo do Piauí",NA,NA,"2004",NA,NA,"41° 41'W","05° 13'S","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"156","2019-08-27 13:28:26-03","IAP","PACA-AGP","85787","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Roem. & Schult.) Seub.","M. S. Marchioretto","M.I. Bezerra-Loiola",NA,"1996","05","30",NA,"Brasil","CE","Estação Ecológica de Aiuaba, Arara","-40.1236000061035","-6.57360982894897",NA,NA,NA,"erva 0,60m; EAC 26867; Habitat: na caatinga arb.- arbórea Hábito: erva","PACA085787",NA,"Aiuaba","68662","auto","1996","06",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"157","2019-08-27 13:28:26-03","IAP","PACA-AGP","85789","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Roem. & Schult.) Seub.","M. S. Marchioretto","A.M.S. Bittencourt","2","2000","05","10",NA,"Brasil","CE","Fazenda Cacimba Salgada","-39.7832984924316","-3.74610996246338",NA,NA,NA,"EAC 29461","PACA085789",NA,"Irauçuba","47778","auto","2001","07",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"158","2019-08-27 13:28:26-03","IAP","PACA-AGP","85792","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","(Roem. & Schult.) Seub.","M. S. Marchioretto","D. Macedo",NA,"1995","03","09",NA,"Brasil","CE","Fazenda Mulungu","-38.621898651123","-5.89056015014648",NA,NA,NA,"Hábito: erva","PACA085792",NA,"Jaguaribe","45831","auto","2001","07",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
