"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","day","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount"
"46","2020-07-10 09:47:10-03","MBML","MBML-HERBARIO","15666",NA,"Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"L. Kollmann; et al","4951","2001","11",NA,"Brasil","Espírito Santo","Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"Trepadeira no sol. Flores amarelas.","MBML015666","MBML015666","06","-40.553056","-19.9075",NA,NA,"Santa Teresa","W.R. Anderson/2010",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA
"47","2020-07-10 09:47:10-03","MBML","MBML-HERBARIO","15978",NA,"Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"L. Kollmann; et al","5300","2002","01",NA,"Brasil","Espírito Santo","Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"Trepadeira no sol. Frutos verdes.","MBML015978","MBML015978","10","-40.553056","-19.9075",NA,NA,"Santa Teresa","W.R. Anderson/2010",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA
"48","2020-07-10 09:47:10-03","MBML","MBML-HERBARIO","16037",NA,"Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"L. Kollmann; et al","5253","2002","01",NA,"Brasil","Espírito Santo","Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"Trepadeira no sol. Flores laranjas.","MBML016037","MBML016037","09","-40.553056","-19.9075",NA,NA,"Santa Teresa","W.R. Anderson/2010",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA
"49","2020-07-10 09:47:10-03","MBML","MBML-HERBARIO","16328",NA,"Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"L. Kollmann; et al","5659","2002","03",NA,"Brasil","Espírito Santo","Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"Trepadeira no sol. Frutos verdes.","MBML016328","MBML016328","13","-40.553056","-19.9075",NA,NA,"Santa Teresa","R.F. Almeida/IX-2012",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA
"50","2020-07-10 09:47:10-03","MBML","MBML-HERBARIO","18584",NA,"Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"R.R. Vervloet; et al","1447","2002","12",NA,"Brasil","Espírito Santo","Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"Trepadeira, a 2m do solo, flores laranja, borda de matra, altitude 825m.","MBML018584","MBML018584","10","-40.553056","-19.9075",NA,NA,"Santa Teresa","R.F. Almeida/IX-2012",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA
"51","2020-07-10 09:47:10-03","MBML","MBML-HERBARIO","18635",NA,"Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"R.R. Vervloet; et al","1433","2002","12",NA,"Brasil","Espírito Santo","Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"Trepadeira, a 8m do solo, flores de cor laranja amarelado, baixada, dossel 15m, altitude 790m.","MBML018635","MBML018635","04","-40.553056","-19.9075",NA,NA,"Santa Teresa","R.F. Almeida/IX-2012",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA
"52","2020-07-10 09:47:10-03","MBML","MBML-HERBARIO","19014",NA,"Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"R.R. Vervloet; et al","1611","2003","01",NA,"Brasil","Espírito Santo","Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"Trepadeira, a 3m do solo, flores amarelas com estames brancos, baixada, dossel 8m, altitude 810m.","MBML019014","MBML019014","07","-40.553056","-19.9075",NA,NA,"Santa Teresa","R.F. Almeida/IX-2012",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA
"53","2020-07-10 09:47:10-03","MBML","MBML-HERBARIO","19034",NA,"Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"R.R. Vervloet; et al","1675","2003","01",NA,"Brasil","Espírito Santo","Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"Trepadeira, frutos a 3m do solo, fundo de vale, beira de córrego, dossel 15m.","MBML019034","MBML019034","09","-40.553056","-19.9075",NA,NA,"Santa Teresa","R.F. Almeida/IX-2012",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA
"54","2020-07-10 09:47:10-03","MBML","MBML-HERBARIO","19566",NA,"Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"R.R. Vervloet; et al","1746","2003","01",NA,"Brasil","Espírito Santo","Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"Trepadeira, a 3m do solo, de cor verde rosada, borda de mata, meia encosta.","MBML019566","MBML019566","23","-40.553056","-19.9075",NA,NA,"Santa Teresa","W.R. Anderson/2010",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA
"55","2020-07-10 09:47:10-03","MBML","MBML-HERBARIO","21697",NA,"Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"L. Kollmann; et al","6319","2003","12",NA,"Brasil","Espírito Santo","Caramuru",NA,"Liana no sol. Flores laranjas.","MBML021697","MBML021697","27","-40.676944","-20.096389",NA,NA,"Santa Maria de Jetibá","W.R. Anderson/2010",NA,NA,NA,"40W40'37","20S5'47",NA,NA,NA,NA,NA,NA,NA
"56","2020-07-10 09:47:10-03","MBML","MBML-HERBARIO","21808",NA,"Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"L. Kollmann","6337","2004","01",NA,"Brasil","Espírito Santo","Penha",NA,"Liana no sol. Frutos verdes.","MBML021808","MBML021808","01","-40.552778","-19.953333",NA,NA,"Santa Teresa","W.R. Anderson/2010",NA,NA,NA,"40W33'10","19S57'12",NA,NA,NA,NA,NA,NA,NA
"57","2020-07-10 09:47:10-03","MBML","MBML-HERBARIO","23446",NA,"Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"L. Kollmann; et al","7334","2005","01",NA,"Brasil","Espírito Santo","Santo Henrique",NA,"Trepadeira no sol. Frutos verdes.","MBML023446","MBML023446","26","-40.553889","-19.836389",NA,NA,"Santa Teresa","W.R. Anderson/2010",NA,NA,NA,"40W33'14","19S50'11",NA,NA,NA,NA,NA,NA,NA
"58","2020-07-10 09:47:10-03","MBML","MBML-HERBARIO","23454",NA,"Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"L. Kollmann; et al","7341","2005","01",NA,"Brasil","Espírito Santo","Santo Henrique",NA,"Trepadeira no sol. Frutos verdes.","MBML023454","MBML023454","26","-40.553889","-19.836389",NA,NA,"Santa Teresa","R.F. Almeida/IX-2012",NA,NA,NA,"40W33'14","19S50'11",NA,NA,NA,NA,NA,NA,NA
"59","2020-07-10 09:47:10-03","MBML","MBML-HERBARIO","25652",NA,"Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"L. Kollmann; et al","8490","2005","12",NA,"Brasil","Espírito Santo","Santo Henrique",NA,"Liana no sol. Flores amarelas.","MBML025652","MBML025652","02","-40.553889","-19.836389",NA,NA,"Santa Teresa","W.R. Anderson/2010",NA,NA,NA,"40W33'14","19S50'11",NA,NA,NA,NA,NA,NA,NA
"60","2020-07-10 09:47:10-03","MBML","MBML-HERBARIO","32515",NA,"Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"V. Demuner; T. A. Cruz, M.Belizário.","4776","2007","12",NA,"Brasil","Espírito Santo","Liberdade (Água Viva, Pedra do Cruzeiro), propr.: Aguilar A. Lorenccini",NA,"Liana 8m frutos verdes. Interior de mata queimada.","MBML032515","MBML032515","12","-40.549167","-19.345833","300","300","Marilândia","W.R. Anderson/2010",NA,NA,NA,"40W32'57","19S20'45",NA,NA,NA,NA,NA,NA,NA
"61","2020-07-10 09:47:10-03","MBML","MBML-HERBARIO","33802",NA,"Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"A. M. Amorim; et al","7152","2008","02",NA,"Brasil","Espírito Santo","Reserva Biológica Duas Bocas",NA,"Liana na orla da trilha. Frutos verdes. Material prensado em álcool.","MBML033802","MBML033802","16","-40.481944","-20.3025",NA,NA,"Cariacica","R.F. Almeida/IX-2012",NA,NA,NA,"40W28'55","20S18'9",NA,NA,NA,NA,NA,NA,NA
"62","2020-07-10 09:47:10-03","MBML","MBML-HERBARIO","37074",NA,"Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"E.J. Lucas; et al","799","2006","11",NA,"Brasil","Espírito Santo","Alto Santo Antônio",NA,NA,"MBML037074","MBML037074","29","-40.572222","-19.870278",NA,NA,"Santa Teresa","R.F. Almeida/IX-2012",NA,NA,NA,"40W34'20","19S52'13",NA,NA,NA,NA,NA,NA,NA
"63","2020-07-10 09:47:10-03","MBML","MBML-HERBARIO","38602",NA,"Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"C. N. de Fraga; R.Goldenberg & R.C.Forzza","2365","2009","01",NA,"Brasil","Espírito Santo","Parque Estadual do Forno Grande. Trilha na mata para o Forninho. Floresta Ombrófila Densa Altomontana com inselbergues",NA,"Trepadeira, ciófila. Folhas discolores. Flores com glândulas verdes, pétalas amarelas com base avermelhada.","MBML038602","MBML038602","21","-41.083611","-20.516111","1100","1100","Castelo","C. Pessoa/10-06-2015",NA,NA,NA,"41W5'1","20S30'58",NA,NA,NA,NA,NA,NA,NA
"64","2020-07-10 09:47:10-03","MBML","MBML-HERBARIO","6137",NA,"Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"L. Kollmann","60","1990","11",NA,"Brasil","Espírito Santo","Rio Nove",NA,"Trepadeira, flor amarela, alto de encosta.","MBML006137","MBML006137","08","-40.645833","-19.981944",NA,NA,"Santa Maria de Jetibá","W.R. Anderson/2010",NA,NA,NA,"40W38'45","19S58'55",NA,NA,NA,NA,NA,NA,NA
"65","2020-07-10 09:47:10-03","MBML","MBML-HERBARIO","22171",NA,"Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"A. M. Amorim; et al","3338","2000","02",NA,"Brasil","Espírito Santo","Estrada em direção a São Bento de Urânia",NA,"Liana robusta na orla da mata, ca. 10m alt. Folhas marcadamente discolores, a face superior verde-escuro e a inferior verde-pálido a cinérea. Frutos imaturos verdes.","MBML022171","MBML022171","19","-40.917222","-20.471667",NA,NA,"Vitor Hugo","P.H.D. Barros/Maio-2019",NA,NA,NA,"40W55'2","20S28'18",NA,NA,NA,NA,NA,NA,NA
"66","2020-09-12 05:00:02-03","US","US","1673935","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Hiraea","poeppigiana","Hiraea poeppigiana","A. Juss.","Isolectotype","E. F. Poeppig","2799",NA,NA,"South America - Neotropics","Brazil",NA,"Rio Negro.",NA,NA,"US00108491","US00108491_01",NA,NA,NA,NA,NA,NA,"Anderson, W. R., (MICH), University of Michigan",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"67","2020-09-12 05:00:02-03","US","US","2058689","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Mascagnia","subsericea","Mascagnia subsericea","Cuatrec.","Holotype","H. García Barriga","14089","1951","12","South America - Neotropics","Colombia","Amazônas","Rio Apaporis, entre los Rios Kananari y Pacoa, Soratama.",NA,NA,"US00108466",NA,"15",NA,NA,"250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"68","2020-09-12 05:00:02-03","US","US","3434658","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A. Juss.) W.R. Anderson",NA,"H. D. Clarke, R. Williams & C. Perry","8061","1999","8","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Wassarai Mts., summit of unnamed peak, 8 km S of S. Kassikaityu R.",NA,NA,"US00709399","US00709399_01","31","-59.2381","1.5825","715",NA,NA,"Anderson, W. R., (MICH), University of Michigan",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"69","2020-09-12 05:00:02-03","US","US","2532949","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A. Juss.) W.R. Anderson",NA,"G. Hatschbach","7922","1961","4","South America - Neotropics","Brazil","Guaíra","7 Quedas; as margens do Rio Paraná",NA,NA,"US01870256","US01870256_01 US01870256_02","6",NA,NA,"220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"70","2020-09-12 05:00:02-03","US","US","703548","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A. Juss.) W.R. Anderson",NA,"L. Riedel","s.n.","1823","11","South America - Neotropics","Brazil",NA,NA,NA,NA,"US01870258","US01870258_01 US01870258_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"71","2020-09-12 05:00:02-03","US","US","3446489","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A. Juss.) W.R. Anderson",NA,"H. D. Clarke, R. Williams & C. Perry","8508","1999","9","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Wassarai Mts., slopes of unnamed peak, 12 km S of S. Kassikaityu R., 1.0-1.5 km E of camp",NA,NA,"US00746512",NA,"12","-59.2383","1.565","500","750",NA,"De Almeida, R. F., (HUEFS), Universidade Estadual de Feira de Santana (BRAZIL)",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"72","2020-09-12 05:00:02-03","US","US","703549","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A. Juss.) W.R. Anderson",NA,"L. Riedel","s.n.","1823","9","South America - Neotropics","Brazil",NA,NA,NA,NA,"US01870257","US01870257_01 US01870257_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"73","2020-09-12 05:00:02-03","US","US","3474418","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A. Juss.) W.R. Anderson",NA,"H. D. Clarke, R. Williams & C. Perry","8439","1999","9","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Wassarai Mts., slopes of unnamed peak, 12 km S of S. Kassikaityu R., 0.5-1.0 km E of camp",NA,NA,"US00825967",NA,"11","-59.2383","1.565","350","500",NA,"De Almeida, R. F., (HUEFS), Universidade Estadual de Feira de Santana (BRAZIL)",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"74","2020-09-02 16:32:19-03","Cenargen","CEN","48919","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Glocimar Pereira-Silva","6890","2002","11",NA,"Brasil","GO","Margem esquerda do rio Alagado, próximo à captação d#?#água da Saneago.","Exsicatas","Botões florais verdes.","CEN00048919","CEN00048919","07","-48.196388",NA,"725","725","LUZIANIA","M. C. H. Mamede",NA,NA,"2007","-48.196388","-1628278.0","03",NA,NA,NA,NA,NA,"3"
"75","2020-09-02 16:32:19-03","Cenargen","CEN","49915","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Glocimar Pereira-Silva","7003","2002","11",NA,"Brasil","GO","Margem esquerda do rio Alagado, cerca de 3 km ao acesso 2 à Fazenda Alagado II. Beira do rio. AID.","Exsicatas","Folhas discolores, face abaxial brilhante.","CEN00049915","CEN00049915","10","-47.9502983093262","-16.2525005340576","800","800","LUZIANIA","M. C. H. Mamede","83221","auto","2007","-4817778.0","-1623028.0","03",NA,NA,NA,NA,NA,"4"
"76","2021-03-15 18:28:32-03","USP","SPF","166023","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Fiaschi, P","2006","2004","03",NA,"Brasil","Espírito Santo","Estrada de Linhares para o Pontal do Vale, ca. 8.1 km após o viaduto, ramal à direita para Povoação. Ca. 22,2 km da estrada.",NA,"Trepadeira, coletada na orla da mata. Folhas discolores, face abaxial com indumento ocre-cinéreo brilhante. Botões verdes, flores com pétalas amarelas e elaióforos verde-claros.","SPF00166023","SPF00166023","04","-39.8875","-19.506111",NA,NA,"Linhares","Almeida, RF",NA,NA,"2012","-39.8875","-19.506111","09",NA,NA,NA,NA,NA,NA
"77","2021-03-15 18:28:32-03","USP","SPF","200928","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Fiaschi, P","3532","2011","01",NA,"Brasil","Espírito Santo","ES 080 (estrada não-pavimentada ligando a ES 261 a Santa Leopoldina), ca. 8 km S da ES 261, num ramal de 1 km de extensão rumo à Cachoeira do Recanto, no Rio da Prata (afluente do Rio Santa Maria). Mata ripária do Rio da Prata, perturbada, submata co",NA,"Trepadeira na orla da mata. Folhas fortemente discolores, verde-escuras na face adaxial, ocráceas na abaxial. Frutos imaturos verde-claros.","SPF00200928","SPF00200928","22","-40.546028","-20.001278","564","564","Santa Leopoldina","Almeida, RF",NA,NA,"2013","-40.546028","-20.001278","05",NA,NA,NA,NA,NA,NA
"78","2019-11-13 11:24:35-03","USP","SPF","97698","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Araújo, AC","30028","1993","11",NA,"Brasil","São Paulo",NA,NA,NA,"SPF00097698","SPF00097698","10","-44.85","-23.35",NA,NA,"Ubatuba","Almeida, RF",NA,NA,"2013","-44.85","-23.35","05",NA,NA,NA,NA,NA,NA
"79","2021-03-15 18:28:32-03","USP","SPF","144022","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Rapini, A","892","2000","11",NA,"Brasil","São Paulo","Parque Estadual da Serra do Mar, Núcleo Cubatão.",NA,"Trepadeira na beira da estrada, entre a trilha da Bica e a trilha do Rio Passariúva; folhas abaxialmente brilhantes. Cálice e elaióforos esverdeados; corola amarela. Anteras alaranjadas passando a avermelhadas, quando velhas.","SPF00144022","SPF00144022","11","-46.4199981689453","-23.8899993896484",NA,NA,"Cubatão","Almeida, RF","15123","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-09-04 20:02:45-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Tetrapterys","poeppigiana","Tetrapterys poeppigiana",NA,"Type [status unknown]","C. F. P. von Martius",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"81","2015-03-13 18:29:07-03","F","FMNH-SEEDPLANTS","V0224658F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Tetrapterys","poeppigiana","Tetrapterys poeppigiana",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0224658F","V0224658F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"82","2015-03-13 18:48:58-03","F","FMNH-SEEDPLANTS","V0224659F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Tetrapterys","poeppigiana","Tetrapterys poeppigiana",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0224659F","V0224659F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"83","2015-03-13 18:48:58-03","F","FMNH-SEEDPLANTS","V0224660F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Tetrapterys","poeppigiana","Tetrapterys poeppigiana",NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,NA,NA,"V0224660F","V0224660F_01",NA,"-74.14","-9.1839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"84","2020-07-23 12:11:45-03","CEPLAC","CEPEC","100497","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana",NA,NA,"P. Fiaschi","2006","1956","03",NA,"Brasil","Espírito Santo","Estrada Linhares para o Pontal do vale, ca. 8,1Km após o viaduto, ramal à direita para Povoação.. Ca. 22,2Km da estrada.",NA,NA,NA,NA,"05","-39.8875","-19.506111",NA,NA,"LINHARES","R. F. Almeida",NA,NA,NA,"39W53'15","19S30'22",NA,NA,NA,"03/12/2013",NA,NA,NA
"85","2020-07-23 12:11:45-03","CEPLAC","CEPEC","129108","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana",NA,NA,"H. C. de Lima","4311","1991","11",NA,"Brasil","Rio de Janeiro","Estação Ecológica Estadual de Paraíso. Margens do Rio Paraíso. Próx. A represa da CEDAE. Área FP20.",NA,NA,NA,NA,"20","-42.933333","-22.533333",NA,NA,"GUAPIMIRIM","A. M. Amorim",NA,NA,NA,"42W56'0","22S32'0",NA,NA,NA,"30/12/2012",NA,NA,NA
"86","2020-07-23 12:11:45-03","CEPLAC","CEPEC","154012","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana",NA,NA,"M.O.O. Pellegrini","490",NA,NA,NA,"Brasil","Bahia",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,"R.F. Almeida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-07-23 12:11:45-03","CEPLAC","CEPEC","51871","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana",NA,NA,"A. M. Amorim","284","1990","11",NA,"Brasil","Bahia","Reserva Ecológica de Macaé de Cima, marg. Rio das Flores antes subida para parcela I.",NA,NA,NA,NA,"28",NA,NA,NA,NA,"nova friburgo","A. M. Amorim",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2012",NA,NA,NA
"88","2020-07-23 12:11:45-03","CEPLAC","CEPEC","78320","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana",NA,NA,"D. Sucre","10950",NA,NA,NA,"Brasil","Rio de Janeiro","Sem informação.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A. M. Amorim",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2012",NA,NA,NA
"89","2020-07-23 12:11:44-03","CEPLAC","CEPEC","133464","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana",NA,NA,"V. Demuner","306",NA,NA,NA,"Brasil","Espírito Santo",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,"-40.6002998352051","-19.9356002807617",NA,NA,"SANTA TERESA","R.F.Almeida","23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-07-23 12:11:45-03","CEPLAC","CEPEC","138058","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana",NA,NA,"L. Kollmann","4951",NA,NA,NA,"Brasil","Espírito Santo",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,"-40.6002998352051","-19.9356002807617",NA,NA,"SANTA TERESA","R.F.Almeida","23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-07-23 12:11:45-03","CEPLAC","CEPEC","51869","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana",NA,NA,"A. M. Amorim","295","1991","01",NA,"Brasil","Rio de Janeiro","Reserva Ecológica de Macaé de Cima, logo após o Sitio I.",NA,NA,NA,NA,"16","-42.5311012268066","-22.2819004058838",NA,NA,"nova friburgo","A. M. Amorim","33190","auto",NA,NA,NA,NA,NA,NA,"30/12/2012",NA,NA,NA
"92","2020-07-23 12:11:45-03","CEPLAC","CEPEC","51865","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana",NA,NA,"A. M. Amorim","283","1990","11",NA,"Brasil","Rio de Janeiro","Reserva Ecológica de Macaé de Cima, margem do Rio das Flores, prox. ao Sitio Sophronites.",NA,NA,NA,NA,"28","-42.5311012268066","-22.2819004058838",NA,NA,"nova friburgo","A. M. Amorim","33190","auto",NA,NA,NA,NA,NA,NA,"30/12/2012",NA,NA,NA
