"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","individualCount","relatedCatalogItem"
"51","2021-03-01 16:31:55-03","UNICAMP","UEC","206256","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Pereira, OJ; Zambom, O; Assis, AM","5938","1997","03","10",NA,"Brazil","Espírito Santo","Linhares","Fazenda São Jorge.","-40.122778","-19.653889",NA,"Planta com 5m de altura. Fruto verde. Folha com face abaxial ferruginea e adaxial verde.; Restinga, Mata periodicamente inundada.","UEC164982",NA,"Shimizu, GH; Martins, MV",NA,NA,NA,NA,"2018","04",NA,"-40.122778","-19.653889",NA,NA,NA,NA
"52","2021-03-01 16:31:55-03","UNICAMP","UEC","172026","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Morokawa, R; et al.","311","2011","04","15",NA,"Brazil","Espírito Santo","Linhares","Reserva Natural Vale, Trilha da Peroba Osso.","-40.639667","-19.276611",NA,"Árvore, ca. 9m alt.; Ramos com látex incolor e casca estriada. Folhas discolores; Cálice ferrugíneo e corola esverdeada com estrias ferrugíneas; Frutos imaturos verdes com látex alaranjado.; Floresta de Tabuleiro.","UEC045023","UEC045023","Martins, MV",NA,NA,NA,NA,"2017",NA,NA,"-40.639667","-19.276611",NA,NA,NA,NA
"53","2021-03-01 16:31:55-03","UNICAMP","UEC","162932","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Romão, GO; Souza, VC; Scalon, VR; Ogrzewalska, M; et al.","1274","2006","04","08",NA,"Brazil","Espírito Santo","Linhares","Reserva da Companhia Vale do Rio Doce Estrada Roxinho, próximo ao aceiro catelã. Mata ciliar em área de Mata de Tabuleiro.","-40.102222","-19.274167",NA,"Árvore da borda entre a floresta e a estrada, ca 12 m cálice cor de ferro, corola esverdeada, estmaes brancos, frutos jovens verdes.","UEC019633","UEC019633","Martins, MV","47","47",NA,NA,"2017",NA,NA,"-40.102222","-19.274167",NA,NA,NA,NA
"54","2021-03-01 16:31:55-03","UNICAMP","UEC","162938","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Lucas, EJ; Mazine, FF; Brummitt, NA; Campos, OR; Flores, TB; et al.","815","2006","11","29",NA,"Brazil","Espírito Santo","Santa Teresa","Alto Santo Antônio Estrada de terra visinho a Reserva Agusto Ruschi.","-40.572222","-19.870278",NA,"Arbusto de 2.5 m de altura, fruto verde.","UEC019629","UEC019629","Martins, MV","790","790",NA,NA,"2017",NA,NA,"-40.572222","-19.870278",NA,NA,NA,NA
"55","2021-03-01 16:31:55-03","UNICAMP","UEC","167474","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Rando, JG; Valeriano, DDB; Martins, EGA; Souza, VC; Scalon, VR","151","2006","04","04",NA,"Brazil","Espírito Santo","Linhares","Reserva da Companhia Vale do Rio Doce. Borda da trilha da Bicuíba.","-40.078333","-19.263333",NA,"Árvore com 7 m de alt. Flores com sépalas ferrugíneas, corola alva com linhas vináceas. Presença de látex nos ramos.; Mata de Tabuleiro.","UEC091427","UEC091427","Martins, MV",NA,NA,NA,NA,"2017",NA,NA,"-40.078333","-19.263333",NA,NA,NA,NA
"56","2021-03-01 16:31:55-03","UNICAMP","UEC","167480","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Ferreira, MAP; Lorenzo, L; Rodrigues, CDN; Viani, RAG; Souza, VC; Scalon, VR","M607","2006","04","08",NA,"Brazil","Espírito Santo","Linhares","Reserva da Companhia Vale do Rio Doce. Estrada roxinho, próximo ao aceiro Catelã.","-40.102222","-19.274167",NA,"Arbusto, 2,5 m. Cálice verde, corola alva com pontuações vináceas.; Mata ciliar em área de mata de tabuleiro.","UEC091438","UEC091438","Martins, MV","47","47",NA,NA,"2017",NA,NA,"-40.102222","-19.274167",NA,NA,NA,NA
"57","2019-08-20 10:15:57-03","UNICAMP","UEC","179706","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Flores, TB; Romão, GO","1263","2012","08","28",NA,"Brazil","Espírito Santo","Conceição da Barra","Reserva Biológica do Córrego Grande-Estrada no meio da reserva.","-39.823694","-18.282278",NA,NA,"UEC081864","UEC081864","Martins, MV",NA,NA,NA,NA,"2017",NA,NA,"-39.823694","-18.282278",NA,NA,NA,NA
"58","2021-03-01 16:31:55-03","UNICAMP","UEC","203426","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Forzza, RC; Assis, LCS; Jardim, JG; Lima, LR; Lucas, E; Silva, BR; Edwards, S","2855","2004","03","02",NA,"Brazil","Rio de Janeiro","Santa Maria Madalena","Brasil, Rio de Janeiro, Santa Maria Madalena.Subida para a Pedra do Desengano.","-41.932778","-21.875278",NA,"Arvoreta 4 metros de altura, folhas discolores com nervura ferrugínea na face abaxial, cálice ferrugíneo, corola alvo-esverdeada, estames alvos.","UEC176434","UEC176434","Shimizu, GH; Martins, MV","822","822",NA,NA,"2018","01",NA,"-41.932778","-21.875278",NA,NA,NA,NA
"59","2021-03-01 16:31:55-03","UNICAMP","UEC","204044","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Martinelli, G; Pougy, N; Maurenza, D; Carvalho, C","20698","2018","11","25",NA,"Brazil","Bahia","Caravelas","Distrito de Barcelona. Fazenda Reunidas Ideal, localidade de Santa Rosa.","-40.046389","-17.541111",NA,"Arbusto, 4m, semi-heliófila; Folhas na face ventral verde, face dorsal cor de cobre; botões florais ferrugíneo-vinosos.; Mata Atlantica Sul Bahiana,Secundária.","UEC166789","UEC166789","Gomes, M","170","170",NA,NA,"2019","03","28","-40.046389","-17.541111",NA,NA,NA,NA
"60","2020-02-03 10:09:04-03","UNICAMP","UEC","206254","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Vargas, LC; Breda, J","s.n.","2011","02","08",NA,"Brazil","Espírito Santo","Domingos Martins","Alto Paraju: Fazenda Terra Nova.","-41.108889","-20.609167",NA,NA,"UEC164984",NA,"Shimizu, GH; Martins, MV",NA,NA,NA,NA,"2018","04",NA,"-41.108889","-20.609167",NA,NA,NA,NA
"61","2021-03-01 16:31:55-03","UNICAMP","UEC","206253","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Pereira, OJ; Espindola, E","6786","2001","01","22",NA,"Brazil","Espírito Santo","Domingos Martins","Rio Jucu.","-40.658075","-20.310294",NA,"Planta com 5m de altura.; Mata Atlântica, Floresta ciliar.","UEC164985",NA,"Shimizu, GH; Martins, MV",NA,NA,NA,NA,"2020","01",NA,"-40.658075","-20.310294",NA,NA,NA,NA
"62","2021-03-01 16:31:55-03","UNICAMP","UEC","203809","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Valadares, RT; Koski, D","1197","2012","01","14",NA,"Brazil","Espírito Santo","Vila Velha","Morro do Moreno","-40.469722","-20.551389",NA,"Arbusto, ca de 3m de altura. Ramos ferrugíneos, Látex laranja.; Mata de encosta.","UEC164989",NA,"Shimizu, GH; Martins, MV",NA,NA,NA,NA,"2020","01",NA,"-40.469722","-20.551389",NA,NA,NA,NA
"63","2020-02-03 10:09:04-03","UNICAMP","UEC","203806","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Fernandes, HQB","2922","1990","05","26",NA,"Brazil","Espírito Santo","Ibiraçu","Brasil, Espírto Santo, Ibiraçu.","-40.626111","-20.388611",NA,NA,"UEC178606",NA,"Shimizu, GH; Martins, MV",NA,NA,NA,NA,"2018","05",NA,"-40.626111","-20.388611",NA,NA,NA,NA
"64","2020-02-03 10:09:04-03","UNICAMP","UEC","206257","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Assis, AM; Vago, A; Santos, R; Cribari, RS","2536","2010","08","07",NA,"Brazil","Espírito Santo","Serra","Mestre Álvaro: Vertente sudeste. Acesso pelo Bairro Jardim Tropical (FURNAS).","-40.875833","-20.506667",NA,NA,"UEC164981",NA,"Shimizu, GH; Martins, MV","380","380",NA,NA,"2018","04",NA,"-40.875833","-20.506667",NA,NA,NA,NA
"65","2021-03-01 16:31:55-03","UNICAMP","UEC","38883","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Saavedra, MM; Tavares, LF; Souza, MC; et al.","615","2008","01","10",NA,"Brazil","Espírito Santo","São Matheus","Entrada ao lado do posta da Petrobrás, próximo ao Km 78 da BR 101, ca. 1 Km em direção a Comunidade Quilombola Divino Espírito Santo. Mata alta de tabuleiro.","-39.915556","-18.808056",NA,"Árvore, ca. 4 m alt., folhas discolores, face abaxial com indumento ferrugíneo, botões florais recobertos de indumento ferrugíneo.","UEC091027","UEC091027","Martins, MV","37","37",NA,NA,"2017",NA,NA,"-39.915556","-18.808056",NA,NA,NA,NA
"66","2021-03-01 16:31:55-03","UNICAMP","UEC","203402","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Medeiros, EVS; Leite, WBO","254","2003","03","15",NA,"Brazil","Bahia","Mata de São João","Brasil, Bahia, Mata de São João.Vila Sauípe;atrás da casa da filha de D. Mirene.","-38.2991981506348","-12.5303001403809",NA,"Subarbusto cerca de 70 cm de altura, caule liso, cor avermelhado/acinzentado, possui um látex laranja, usado para tingir palha.Folhas cartáceas, quando jovens cobriadas e adultas verdes na face adaxial e verde/amarelada na face abaxi","UEC178400","UEC178400","Shimizu, GH; Martins, MV",NA,NA,"47329","auto","2018","10","02",NA,NA,NA,NA,NA,NA
"67","2021-03-01 16:31:55-03","UNICAMP","UEC","206255","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Pirani, JR; Kallunki, J; Cordeiro, I; Moraes, PLR","3038","1994","02","19",NA,"Brazil","Espírito Santo","Conceição da Barra","Reserva Biológica do Córrego Grande (IBAMA), a 31km de Pedro Canário (na Avenida Aracruz) e 6km da Base do IBAMA.","-39.7322006225586","-18.5932998657227",NA,"Árvore 6m alt. da orla da mata. Folhas discolores. Cálice ferrugíneo, pétalas alvo-esverdeadas, estames alvos.; Floresta de Tabuleiro, muito pertubada.","UEC164983",NA,"Shimizu, GH; Martins, MV",NA,NA,"41644","auto","2020","01",NA,NA,NA,NA,NA,NA,NA
"68","2019-08-20 10:15:57-03","UNICAMP","UEC","36421","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Pereira, OJ","452","1984","06","16",NA,"Brazil","Espírito Santo","Domingos Martins","Rod. Vitória-Belo Horizonte, km 85 Pedra","-40.6591987609863","-20.3633003234863",NA,"Fruto, Arvoreta de 1m . Frutos.","UEC146898","UEC146898",NA,NA,NA,"48150","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-01 16:31:55-03","UNICAMP","UEC","206276","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Farias, GL","357","1990","03","08",NA,"Brazil","Espírito Santo","Linhares","Reserva Biológica de Comboio-IBAMA-Regência-Linhares-ES-Brasil.Estrada Porteira.","-40.0722007751465","-19.3910999298096",NA,"Porte:Arbóreo&nf;Forma Vida:Terrestre&nf;Cor Exsudação:Amarelo&nf;Descamação:Em Ripas&nf;Forma Fuste:Cilíndrico&nf;Superfície Casca:Sulcada&nf;Altura Total (m):7&nf;Altura Fuste (m):4&nf;Cap Fuste (cm):34,87&nf;Diâmetro Copa (m):2&nf;Exsudação:Látex; Mu","UEC164957","UEC164957","Shimizu, GH; Martins, MV",NA,NA,"48094","auto","2017","05",NA,NA,NA,NA,NA,NA,NA
"70","2021-03-01 16:31:55-03","UNICAMP","UEC","206275","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Souza, V","160","1991","08","22",NA,"Brazil","Espírito Santo","Linhares","Reserva Biológica de Comboio-IBAMA-Regência-Linhares-ES-Brasil.Localizada ao lado esquerdo do Arrastão da porteira dse dois cadeados.","-40.0722007751465","-19.3910999298096",NA,"Porte:Arbóreo&nf;Forma Vida:Terrestre&nf;Cor Fruto Imaturo:Verde&nf;Cor Exsudação:Incolor&nf;Descamação:Ausente&nf;Forma Fuste:Cilíndrico&nf;Superfície Casca:Áspera&nf;Altura Total (m):5&nf;Altura Fuste (m):1,5&nf;Cap Fuste (cm):36,13&nf;Diâmetro Copa (","UEC164966","UEC164966","Shimizu, GH; Martins, MV",NA,NA,"48094","auto","2017","05",NA,NA,NA,NA,NA,NA,NA
"71","2021-03-01 16:31:55-03","UNICAMP","UEC","206272","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Souza, V","128","1991","08","16",NA,"Brazil","Espírito Santo","Linhares","Reserva Nacional Vale-Linhares-ES-Brasil.Próximo a estrada, sentido ao aceiro.Estrada Baba de boi.","-40.0722007751465","-19.3910999298096",NA,"Forma de Vida:Terrestre&nf;Porte:Arbóreo&nf;Cor Fruto Imaturo:Verde&nf;Cor Exsudação:Laranja&nf;Descamação:Em placas&nf;Forma Fuste:Superfic. sulcado&nf;Superfície Casca:Sulcada&nf;Altura Total (m):6&nf;Altura Fuste (m):2&nf;Cap Fuste (cm):27,02&nf;Diâm","UEC173431","UEC173431","Shimizu, GH; Martins, MV","1000","1000","48094","auto","2020","01",NA,NA,NA,NA,NA,NA,NA
"72","2021-03-01 16:31:55-03","UNICAMP","UEC","203414","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Bovini, MG; Myssen, CM","2577","2006","08","02",NA,"Brazil","Espírito Santo","Santa Teresa","Brasil, Espírito Santo, Santa Teresa.Reserva Biológica Augusto Rushi.Estrada para Nova Lombardia.","-40.6002998352051","-19.9356002807617",NA,"Arvoreta cerca de 4 metros de altura, semi-heliófila.Folhas cartáceas, concolores.Frutos amadurecendo, nigrescentes.","UEC178452","UEC178452","Shimizu, GH; Martins, MV",NA,NA,"23813","auto","2019","12","17",NA,NA,NA,NA,NA,NA
"73","2021-03-01 16:31:55-03","UNICAMP","UEC","206251","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Souza, MC; Morim, MP; Menezes, LFT","521","2007","06","05",NA,"Brazil","Espírito Santo","São Mateus","Reserva Biológica de Sooretama, Estrada que vai para a sede da Reserva, passando da sede na primeira bifurcação vire a direita.","-39.8588981628418","-18.716100692749",NA,"Árvore, ca. de 5m de altura com frutos verdes. Látex vermelho.; Mata Atlântica.","UEC164987",NA,"Shimizu, GH; Martins, MV",NA,NA,"56510","auto","2020","01",NA,NA,NA,NA,NA,NA,NA
"74","2021-03-01 16:31:55-03","UNICAMP","UEC","193954","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Bortolazzi, RLC; Moraes, GAP","287","1998","10","28",NA,"Brazil","Minas Gerais","Marliéria","Estrada do Aníbal, Trilha de acesso a Lagoa do Aníbal - Pq. Est. do Rio Doce.","-42.7322006225586","-19.7122001647949",NA,"Árvore ca. 6m de altura. Inflorescências com botões cor ferrugem, pétalas caducas, estames pilosos brancos e creme.","UEC160700","UEC160700","Lopes, WP",NA,NA,"28215","auto","1998","11","04",NA,NA,NA,NA,NA,NA
"75","2021-03-01 16:31:55-03","UNICAMP","UEC","184055","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Scarponi, TM; Nascimento, LS; Ammon, RA; Hottz, D","15","2014","05","23",NA,"Brazil","Rio de Janeiro","Cambuci","Conglomerado 216-4-9-12-R. UTM E(195402m) N(7618541m). Fuso do GPS (24K)","-41.9110984802246","-21.5753002166748",NA,"Árvore de 4m de altura, casca internamente clara, externamente marrom escuro, grossa, laminada. Base reta. Fruto imaturo com 2 centímetros, de forma globoide, marrom seco.; Conglomerado situado em área de Floresta Secundária, perturbad","UEC107700","UEC107700","Gomes, M","691","691","29128","auto","2014","09","27",NA,NA,NA,NA,NA,NA
"76","2019-08-20 10:15:57-03","UNICAMP","UEC","145326","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Silva Neto, SJ","1524","2001","11","14",NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Trilha para o rancho dos Bobos, Mato escuro.","-43.2075004577637","-22.9027996063232",NA,"Árvore ciófila, cerca de 15 m. de altura; látex laranja; folhas discolores cartáceas; botões ferrugíneas.","UEC146901","UEC146901","Forzza, RC",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-01 16:31:55-03","UNICAMP","UEC","177325","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Martinelli, G; et al.","8467","1982","05","26",NA,"Brazil","Rio de Janeiro","Silva Jardim","Reserva de Poço das Antas, Fazenda Portuense.","-42.3917007446289","-22.6508007049561",NA,"Arbusto 3m, marcadamente discolores; face dorsal verde-ferrugínea; frutos imaturos com cálice persistentes.","UEC002904","UEC002904",NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-11-19 14:07:21-03","UFRPE","PEUFR","19050","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt.","A.B. Marcon; F.A.Lucena; M.Oliveira; M.Tschá","26","1995","13","15",NA,"Brasil","Pernambuco","Bonito","Reserva Ecológica Municipal da Prefeitura de Bonito","-35.7285995483398","-8.47027969360352",NA,"Árvore com ca. 3,5m; caule marrom; eixo da inflorescência ferrugíneo frutos verdes.","PEUFR019050",NA,"M.F. Sales",NA,NA,"20932","auto","1995","06","17",NA,NA,NA,NA,NA,NA
"79","2019-11-19 14:07:21-03","UFRPE","PEUFR","19049","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt.","E.Menezes; F.Villarouco; E.Rodrigues; M.B.Costa e Silva.","54","1995","03","15",NA,"Brasil","Pernambuco","Bonito","Reserva Ecológica Municipal da Prefeitura de Bonito","-35.7285995483398","-8.47027969360352",NA,"Subarbusto com ca. 1,0m ; inflorescência botão verde-ferrugíneo; flor com sépalas ferrugem; pétalas verde clara; anteras creme; ovário alaranjado; filetes esbranquiçados; estilete e estigma creme-esverdeado.","PEUFR019049",NA,"M.F. Sales",NA,NA,"20932","auto","1996","06","17",NA,NA,NA,NA,NA,NA
"80","2019-11-06 09:55:50-03","UFOP","OUPR","17572","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana","Perto de Mariana","-43.4160995483398","-20.377799987793",NA,"Ex Herb. Escola de Minas n. 1446",NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-11-06 09:55:50-03","UFOP","OUPR","17571","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Badini, J.; Zurlo, M.A.","s.n.","1970","11","13",NA,"Brasil","Minas Gerais","Ouro Preto","Cachoeira das Andorinhas, Entrada da casa da Gerry","-43.5080986022949","-20.2875003814697",NA,"Arbusto, flor amarela. Beira de estrada",NA,NA,"Badini, J.",NA,NA,"44599","auto","1970","11","13",NA,NA,NA,NA,NA,NA
"82","2019-11-06 09:55:50-03","UFOP","OUPR","17574","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Badini, J.; Zurlo, M.A.","s.n.","1971","02","08",NA,"Brasil","Minas Gerais","Ouro Preto","Campo Grande, Próximo ao Sítio da Gerry","-43.5080986022949","-20.2875003814697",NA,"Arbusto. Beira de estrada",NA,NA,"Badini, J.; Zurlo, M.A.",NA,NA,"44599","auto","1971","02","08",NA,NA,NA,NA,NA,NA
"83","2019-11-06 09:55:50-03","UFOP","OUPR","17573","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Badini, J.; Zurlo, M.A.","s.n.","1971","12","03",NA,"Brasil","Minas Gerais","Ouro Preto","Sitio do Mario Sales, Entrada","-43.5080986022949","-20.2875003814697",NA,"Arbusto, flores amarelas. Campo",NA,NA,"Badini, J.; Zurlo, M.A.",NA,NA,"44599","auto","1971","12","03",NA,NA,NA,NA,NA,NA
"84","2019-12-18 15:50:46-03","UFOP","OUPR","33438","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Braga, J.M.A.; et al.","1856","1995","01","25",NA,"Brasil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas, Estrada para Juturnaiba, trilha para a parcela I (baixada).","-42.3917007446289","-22.6508007049561",NA,"Árvore, ca. 4 metros de altura. Látex aquoso amarelo-alaranjado. Folhas membranáceas com face abaxial ferruginea. Flores com cálice castanho-ferrugíneo e corola alvacenta. Frutos imaturos verdes. Mata alterada densa de baixada. &nf;Programa Mata At",NA,NA,"Vieira, C.M.",NA,NA,"29995","auto","1995","10","24",NA,NA,NA,NA,NA,NA
"85","2014-10-14 15:56:46-03","BS","M","M-0112257","S","Plantae","Magnoliophyta","Malpighiales","Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brasilia inter virgulta prope Marianae civitatem.",NA,NA,NA,NA,"M0112257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","TYPE",NA,NA
"86","2014-10-14 15:56:46-03","BS","M","M-0112258","S","Plantae","Magnoliophyta","Malpighiales","Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brasilia.",NA,NA,NA,NA,"M0112258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","TYPE",NA,NA
"87","2020-04-27 16:10:11-03","UFES","VIES","42744","S","Plantae",NA,NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Gurtler, J.; Nepomuceno, A.; Sossai, B. G.; Nichio-Amaral, R.; Mello, B. N.; Miranda, V.S.","612","2019","03","27",NA,"Brasil","Espírito Santo","Conceição da Barra","Área de clareira com entrada pela trilha do paliteiro. Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,"VIES042744","VIES042744",NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-04-27 16:10:11-03","UFES","VIES","42596","S","Plantae",NA,NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Nichio-Amaral, R.; Alves-Araújo, A.; Nepomuceno, A.; Miranda, V.S.; Sossai, B.G.; Mendes, B.S.; Dias, L.F.D.","585","2019","02","20",NA,"Brasil","Espírito Santo","Conceição da Barra","Fragmento próximo a trilha do paliteiro. Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,"VIES042596","VIES042596",NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-04-27 16:10:11-03","UFES","VIES","27175","S","Plantae",NA,NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Monteiro, M.M.","146","2009","03","08",NA,"Brasil","Espírito Santo","Conceição da Barra","Itaúnas. Vegetação de restinga seca à margem da estrada principal da vila de Itaúnas. Área de PEI.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES027175","VIES027175","M.V. Martins & G.H. Shimizu",NA,NA,"41644","auto","2017","12",NA,NA,NA,NA,NA,NA,NA
"90","2020-04-27 16:10:11-03","UFES","VIES","27176","S","Plantae",NA,NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Giaretta, A.O.; Figueiredo, D.D.; Lobão, A.Q. & Menezes, L.F.T.","452","2009","02","12",NA,"Brasil","Espírito Santo","Conceição da Barra","Reserva do Córrego Grande.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES027176","VIES027176","M.V. Martins & G.H. Shimizu",NA,NA,"41644","auto","2017","12",NA,NA,NA,NA,NA,NA,NA
"91","2020-04-27 16:10:11-03","UFES","VIES","42641","S","Plantae",NA,NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Mendes, B.S.; Sossai, B.G.; Mello, B.N.; Mendes, B.; Miranda, V.S.; Pena, N.T.L.; Oliveira, R.M.; Nunes, P.M.; Dias, L.D.F.","150","2019","02","06",NA,"Brasil","Espírito Santo","Conceição da Barra","Trilha da Lagoa Seca. Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,"VIES042641","VIES042641",NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-04-27 16:10:11-03","UFES","VIES","42255","S","Plantae",NA,NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Sossai, B.G.; Souza, T.; Alves-Araújo, A.","140","2018","04","03",NA,"Brasil","Espírito Santo","Conceição da Barra","Trilha do Canastra. Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,"VIES042255","VIES042255",NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-04-27 16:10:11-03","UFES","VIES","29766","S","Plantae",NA,NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Costa, M.B.","44","2012","10","08",NA,"Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica Córrego Grande.","-39.821667","-18.242222",NA,NA,"VIES029766","VIES029766","Folli, D.A.",NA,NA,NA,NA,NA,NA,NA,"39º49'18''W","18º14'32''S",NA,NA,NA,NA
"94","2020-04-27 16:10:11-03","UFES","VIES","452","S","Plantae",NA,NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Pereira, O.J.; Gomes, J.M.L.; Martins, M.L.L.; Pereira, S.V. & Simões, J.M.","3080","1984","06","16",NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,"VIES000452","VIES000452","Tamashiro, J.Y.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-04-27 16:10:11-03","UFES","VIES","27136","S","Plantae",NA,NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Broggio, I.S.; Oliveira, A.G.; Menezes, L.F.T.; Rocha, T.L. & Rossini, J.","63","2010","08","04",NA,"Brasil","Espírito Santo","Conceição da Barra","Floresta Nacional do Rio Preto.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES027136","VIES027136","M.V. Martins & G.H. Shimizu",NA,NA,"41644","auto","2017","12",NA,NA,NA,NA,NA,NA,NA
