"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","recordNumber","day","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"209","2019-10-09 11:16:26-03","UFBA","ALCB","55767","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vog.","Vanni, R","2000",NA,NA,"Ferrucci, MS; Schinini, A; Dematteis, M","1999","12","Paraguay",NA,NA,"Dpto. Amambay. Ruta 3, 41km N del río Aquidabán.",NA,NA,NA,NA,NA,NA,"Orilla de camino. Arbusto de 1.5m de alt. Flores blancas.","ALCB031486","1472","15","ALCB031486","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2019-10-09 11:16:26-03","UFBA","ALCB","71365","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vog.","Queiroz, EP; Oliveira-Alves, A","2006","03",NA,"Queiroz, EP","2006","01","Brasil","Bahia","Planaltino","Sudoeste, Campinhos","-40.418333","-13.164722","-40.418333","-13.164722",NA,NA,"7 m. Folíolos cartáceos, glabros. Frutos verdes.; região de mata de cipó.","ALCB031484","1357","09","ALCB031484","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2019-10-09 11:16:26-03","UFBA","ALCB","80245","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vog.",NA,NA,NA,NA,"Conceição, AA; Harley, RM; Santos, RM; Rocha, DSB","2007","04","Brasil","Bahia","Paramirim","Chapada Diamantina, Chapada Diamantina","-42.245556","-13.297222","-42.245556","-13.297222","593","593","7m de alt. Fruto verde na base e verde-amarelado nos 2/3 superior.","ALCB031488","1928","28","ALCB031488","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2019-10-09 11:16:26-03","UFBA","ALCB","85062","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vog.","Queiroz, LP de","2008","07",NA,"Guedes, ML; Gomes, FS","2008","05","Brasil","Bahia","Caetité","Serra Geral, Bloco IV parcela 03. Ind. 02","-42.508611","-14.018611","-42.508611","-14.018611","1047","1047","de ca 6 m de altura. Folíolos cartáceos discolores. Material estéril. Parcela 03, Ind. 2.","ALCB031485","14558","23","ALCB031485","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2019-10-09 11:16:26-03","UFBA","ALCB","90161","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vog.","Queiroz, EP","2008","10",NA,"Queiroz, EP","2008","08","Brasil","Bahia","São Desidério","Oeste, Faz. Sikuê","-45.566667","-12.963611","-45.566667","-12.963611",NA,NA,"ca. 4,5. Folíolos coriáceos. Frutos marrons","ALCB031489","3112","23","ALCB031489","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2019-10-09 11:16:26-03","UFBA","ALCB","128456","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium acutifolium","Vogel","Guedes, ML","2017","07",NA,"Guedes, ML; Santos, JA; Jesus, AM de; et al.","2017","06","Brasil","Bahia","Wagner","Chapada Diamantina, Mata do CETEP.","-41.166667","-12.683333","-41.166667","-12.683333",NA,NA,"Folhas com folíolos cartáceos. Frutos sâmaras.","ALCB045388","25695","16","ALCB045388","Southern America",NA,NA,"Dicotyledon",NA,"acutifolium",NA,NA,NA,NA,NA,NA,NA,NA
"215","2019-10-09 11:16:26-03","UFBA","ALCB","130121","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium acutifolium","Vogel","Guedes, ML","2018","01",NA,"Guedes, ML; Araújo, F; Alunos de Botânica BIOC05","2017","11","Brasil","Bahia","Wagner","Chapada Diamantina, na Cidade.","-43.883333","-12.283333","-43.883333","-12.283333",NA,NA,"Folhas com folíolos membranáceos, discolores. Fruto do tipo sâmara, imatura, verde.","ALCB045959","25995","18","ALCB045959","Southern America",NA,NA,"Dicotyledon",NA,"acutifolium",NA,NA,NA,NA,NA,NA,NA,NA
"216","2019-10-09 11:16:26-03","UFBA","ALCB","115412","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium acutifolium","Vogel","Ramos, G","2014","11","07","Guedes, ML; Roque, N; Campos, L; Gandara, A","2014","08","Brasil","Bahia","Licínio de Almeida","Fazenda Xaxá, na margem do rio.","-42.546944","-14.655833","-42.546944","-14.655833","923","923","de ca 6 m de altura. Folhas com folíolos cartáceos, discolores. Fruto sâmara imaturos verdes e maduros marrons.","ALCB031496","22148","07","ALCB031496","Southern America",NA,NA,"Dicotyledon",NA,"acutifolium",NA,NA,NA,NA,NA,NA,NA,NA
"217","2019-10-09 11:16:26-03","UFBA","ALCB","104602","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vog.","Guedes, ML","2012","04",NA,"Oliveira, DSC de; Guedes, ML; Melo, E; et al.","2012","03","Brasil","Paraíba","Pilões","Serra do Espinho","-35.709167","-6.969444","-35.709167","-6.969444","260","260","de ca 8 m de altura, espinescente. Frutos sâmaras imaturas.",NA,"35","06",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2019-10-09 11:16:26-03","UFBA","ALCB","73008","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vog.","Rudd, VE","1992",NA,NA,"Hatschbach, G; Hatschbach, M; Guimarães, D","1991","02","Brasil","Bahia","Bom Jesus da Lapa","Médio São Francisco, Juá","-43.418098449707","-13.2550001144409",NA,NA,NA,NA,"6 m.","ALCB031483","55136","14","ALCB031483","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,"66899","auto",NA,NA,NA,NA,NA
"219","2019-10-09 11:16:26-03","UFBA","ALCB","112065","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vog.","Mendoça, CV","2003",NA,NA,"Hatschbach, G; Silva, JM; Deodato, F","1996","11","Brasil","Mato Grosso","Pontes e Lacerda","Torre Repetidora Pontes e Lacerda.","-59.3353004455566","-15.2260999679565",NA,NA,NA,NA,"5m, flor alva.; da encosta do morro, solo rochoso.","ALCB031493","65479","09","ALCB031493","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,"110136","auto",NA,NA,NA,NA,NA
"220","2019-10-09 11:16:26-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vog.","Vanni, R","2000",NA,NA,"Ferrucci, MS","1999","12","Brasil","Mato Grosso do Sul","Amambai","Ruta 3, 41,0km N del río Aquidabán. Orilla de camino","-55.2257995605469","-23.1042003631592",NA,NA,NA,NA,"De 1,50m de altura. Flores blancas.",NA,"s/n","15",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,"73676","auto",NA,NA,NA,NA,NA
"221","2019-10-09 11:16:26-03","UFBA","ALCB","128456","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium acutifolium","Vogel","Guedes, ML","2017","07",NA,"Guedes, ML; Santos, JA; Jesus, AM de; et al.","2017","06","Brasil","Bahia","Wagner","Chapada Diamantina, Mata do CETEP.","-41.166667","-12.683333","-41.166667","-12.683333",NA,NA,"Folhas com folíolos cartáceos. Frutos sâmaras.","ALCB045388","25695","16","ALCB045388","Southern America",NA,NA,"Dicotyledon",NA,"acutifolium",NA,NA,NA,NA,NA,NA,NA,NA
"222","2019-10-09 11:16:26-03","UFBA","ALCB","130121","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium acutifolium","Vogel","Guedes, ML","2018","01",NA,"Guedes, ML; Araújo, F; Alunos de Botânica BIOC05","2017","11","Brasil","Bahia","Wagner","Chapada Diamantina, na Cidade.","-43.883333","-12.283333","-43.883333","-12.283333",NA,NA,"Folhas com folíolos membranáceos, discolores. Fruto do tipo sâmara, imatura, verde.","ALCB045959","25995","18","ALCB045959","Southern America",NA,NA,"Dicotyledon",NA,"acutifolium",NA,NA,NA,NA,NA,NA,NA,NA
"223","2019-10-09 11:16:26-03","UFBA","ALCB","115412","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium acutifolium","Vogel","Ramos, G","2014","11","07","Guedes, ML; Roque, N; Campos, L; Gandara, A","2014","08","Brasil","Bahia","Licínio de Almeida","Fazenda Xaxá, na margem do rio.","-42.546944","-14.655833","-42.546944","-14.655833","923","923","de ca 6 m de altura. Folhas com folíolos cartáceos, discolores. Fruto sâmara imaturos verdes e maduros marrons.","ALCB031496","22148","07","ALCB031496","Southern America",NA,NA,"Dicotyledon",NA,"acutifolium",NA,NA,NA,NA,NA,NA,NA,NA
"224","2020-02-08 09:13:34-03","NBC","NL-BOTANY","U.1303353","PreservedSpecimen","Plantae","Leguminosae-Pap.","Machaerium","acutifolium","Machaerium acutifolium","Vogel","Gottsberger IS",NA,NA,NA,"Gottsberger IS; Campos CJ","1974","11","Brazil","São Paulo",NA,NA,"-48.416667","-22.75","-48.416667","-22.75",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1303353 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1303353",NA,"22","NL-U1303353","Southern America",NA,NA,NA,"Fabales",NA,NA,NA,NA,"Magnoliopsidae","U 0100495",NA,NA,NA
"225","2020-02-08 09:13:34-03","NBC","NL-BOTANY","U.1244201","PreservedSpecimen","Plantae","Leguminosae-Pap.","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Krukoff BA","1939","07","Bolivia",NA,NA,"Departmant of La Paz: Province of S. Yungas: Basin of Rio Bopi, San Bartolome (near Calisaya).",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1244201 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1244201",NA,"01","NL-U1244201","Southern America",NA,NA,NA,"Fabales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"226","2020-02-08 09:13:34-03","NBC","NL-BOTANY","L 0019059","PreservedSpecimen","Plantae","Leguminosae-Pap.","Machaerium","acutifolium","Machaerium acutifolium","Vogel","Rudd VE","1971","09","01","Sello F",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200019059 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0019059",NA,NA,"NL-L0019059","Southern America",NA,NA,NA,"Fabales",NA,"isotype",NA,NA,"Magnoliopsidae","9081182871",NA,NA,NA
"227","2020-02-08 09:13:34-03","NBC","NL-BOTANY","L.1939674","PreservedSpecimen","Plantae","Leguminosae-Pap.","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Pedersen TM","1965","12","Paraguay",NA,NA,"Plants of Paraguay, Yaguarón.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1939674 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1939674",NA,"15","NL-L1939674","Southern America",NA,NA,NA,"Fabales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"228","2020-02-08 09:13:34-03","NBC","NL-BOTANY","L.1939675","PreservedSpecimen","Plantae","Leguminosae-Pap.","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Balansa B","1882","03","Paraguay",NA,NA,"Pl. du Paraguay, Guarapi, dans les bois.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1939675 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1939675",NA,"26","NL-L1939675","Southern America",NA,NA,NA,"Fabales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"229","2020-02-08 09:13:34-03","NBC","NL-BOTANY","L.1939676","PreservedSpecimen","Plantae","Leguminosae-Pap.","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Balansa B","1882","03","Paraguay",NA,NA,"Pl. du Paraguay, Guarapi, dans les bois.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1939676 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1939676",NA,"26","NL-L1939676","Southern America",NA,NA,NA,"Fabales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"230","2020-02-08 09:13:34-03","NBC","NL-BOTANY","L.1939677","PreservedSpecimen","Plantae","Leguminosae-Pap.","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Balansa B","1879","06","Paraguay",NA,NA,"Pl. du Paraguay, Plateau rocailleum su Cerro de Yaguaron.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1939677 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1939677",NA,"17","NL-L1939677","Southern America",NA,NA,NA,"Fabales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"231","2020-02-08 09:13:34-03","NBC","NL-BOTANY","L.1939678","PreservedSpecimen","Plantae","Leguminosae-Pap.","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Balansa B","1879","06","Paraguay",NA,NA,"Pl. du Paraguay, Plateau rocailleum su Cerro de Yaguaron.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1939678 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1939678",NA,"17","NL-L1939678","Southern America",NA,NA,NA,"Fabales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"232","2020-02-08 09:13:34-03","NBC","NL-BOTANY","L.1939679","PreservedSpecimen","Plantae","Leguminosae-Pap.","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Hassler E","1913","11","Paraguay",NA,NA,"Plantae Paraguarienses, prope San Bercanchico.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1939679 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1939679",NA,"01","NL-L1939679","Southern America",NA,NA,NA,"Fabales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"233","2020-02-08 09:13:34-03","NBC","NL-BOTANY","L.1939680","PreservedSpecimen","Plantae","Leguminosae-Pap.","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Hassler E","1913","11","Paraguay",NA,NA,"Plantae Paraguarienses, prope San Bercanchico.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1939680 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1939680",NA,"01","NL-L1939680","Southern America",NA,NA,NA,"Fabales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"234","2020-02-08 09:13:34-03","NBC","NL-BOTANY","U 0277934","PreservedSpecimen","Plantae","Leguminosae-Pap.","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,"Brazil","Paraná",NA,"S of Cêrro Azul",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200277934 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0277934",NA,NA,NA,"Southern America",NA,NA,NA,"Fabales",NA,NA,NA,NA,"Magnoliopsidae","Uw13544",NA,NA,NA
"235","2020-02-08 09:13:34-03","NBC","NL-BOTANY","U 0278000","PreservedSpecimen","Plantae","Leguminosae-Pap.","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,"Brazil","Paraná",NA,"S of Cêrro Azul",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200278000 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0278000",NA,NA,NA,"Southern America",NA,NA,NA,"Fabales",NA,NA,NA,NA,"Magnoliopsidae","Uw13591",NA,NA,NA
"236","2020-02-08 09:13:34-03","NBC","NL-BOTANY","U 0278605","PreservedSpecimen","Plantae","Leguminosae-Pap.","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,"Brazil","Paraná",NA,"vicinity of Pôrto Byinton",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200278605 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0278605",NA,NA,NA,"Southern America",NA,NA,NA,"Fabales",NA,NA,NA,NA,"Magnoliopsidae","Uw13281",NA,NA,NA
"237","2020-02-08 09:13:34-03","NBC","NL-BOTANY","U.1303347","PreservedSpecimen","Plantae","Leguminosae-Pap.","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Mexia YEJ","1930","02","Brazil",NA,NA,"State of Minas Geraes, near western boundary in woods.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1303347 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1303347",NA,"25","NL-U1303347","Southern America",NA,NA,NA,"Fabales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"238","2020-02-08 09:13:34-03","NBC","NL-BOTANY","U.1303348","PreservedSpecimen","Plantae","Leguminosae-Pap.","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Ratter JA; Ferreira A; Castro RA de; Andrelinho","1968","07","Brazil",NA,NA,"State of Mato Grosso, close to base camp of the expedition.","-51.866667","-12.9","-51.866667","-12.9",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1303348 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1303348",NA,"04","NL-U1303348","Southern America",NA,NA,NA,"Fabales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"239","2020-02-08 09:13:34-03","NBC","NL-BOTANY","U.1303349","PreservedSpecimen","Plantae","Leguminosae-Pap.","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Harley RM; Souza R; Castro R de","1968","11","Brazil",NA,NA,"State of Mato Grosso, Canceleiro, 69.4km North along road from base camp.","-51.766667","-12.816667","-51.766667","-12.816667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1303349 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1303349",NA,"01","NL-U1303349","Southern America",NA,NA,NA,"Fabales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"240","2020-02-08 09:13:34-03","NBC","NL-BOTANY","U.1303350","PreservedSpecimen","Plantae","Leguminosae-Pap.","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Gentry AH; Zardini EM; Fernandes A","1985","02","Brazil",NA,NA,"Ceara: Cerradao forest, top of Chapada de Araripe, ca. 10km S of Crato.","-39.5","-7.466667","-39.5","-7.466667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1303350 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1303350",NA,"13","NL-U1303350","Southern America",NA,NA,NA,"Fabales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"241","2020-02-08 09:13:34-03","NBC","NL-BOTANY","U.1303351","PreservedSpecimen","Plantae","Leguminosae-Pap.","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Ramos J; Sousa R","1967","10","Brazil",NA,NA,"Mato Grosso, collected near base camp of the expidition, 270km N of Xavantina.","-51.866667","-12.9","-51.866667","-12.9",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1303351 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1303351",NA,"01","NL-U1303351","Southern America",NA,NA,NA,"Fabales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"242","2020-02-08 09:13:34-03","NBC","NL-BOTANY","U.1303352","PreservedSpecimen","Plantae","Leguminosae-Pap.","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Silva NT","1963","11","Brazil",NA,NA,"State of Goiás, Colecão de madeira.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1303352 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1303352",NA,"08","NL-U1303352","Southern America",NA,NA,NA,"Fabales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"243","2020-02-08 09:13:34-03","NBC","NL-BOTANY","U.1303354","PreservedSpecimen","Plantae","Leguminosae-Pap.","Machaerium","acutifolium","Machaerium acutifolium","Vogel","Vanni RO",NA,NA,NA,"Ferrucci MS; Schinini A; Dematteis M","1999","12","Paraguay","Amambay",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1303354 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1303354",NA,"15","NL-U1303354","Southern America",NA,NA,NA,"Fabales",NA,NA,NA,NA,"Magnoliopsidae","U 0082340",NA,NA,NA
"244","2020-02-08 09:13:34-03","NBC","NL-BOTANY","U.1303355","PreservedSpecimen","Plantae","Leguminosae-Pap.","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Harley RM; et al.","1974","03","Brazil",NA,NA,"Estado de bahia, Serra do Curral Feio, 26km North West of Laggionha (which is 5.5km S.W. of Delfino) on side road to Minas do Mimoso.","-41.383333","-10.266667","-41.383333","-10.266667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1303355 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1303355",NA,"07","NL-U1303355","Southern America",NA,NA,NA,"Fabales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"245","2020-02-08 09:13:34-03","NBC","NL-BOTANY","U.1303357","PreservedSpecimen","Plantae","Leguminosae-Pap.","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Ducke A","1916","04","Brazil",NA,NA,"Monte Alegre (civit. Para), Colonia Hauajury in silvis secundarus.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1303357 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1303357",NA,"26","NL-U1303357","Southern America",NA,NA,NA,"Fabales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"246","2020-02-08 09:13:34-03","NBC","NL-BOTANY","U.1303359","PreservedSpecimen","Plantae","Leguminosae-Pap.","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","08","Brazil",NA,NA,"Est. PArana, S. of Cerro Azul, Forest on crest and flanks of ridge above valley of Rio Pontagrossa.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1303359 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1303359",NA,"09","NL-U1303359","Southern America",NA,NA,NA,"Fabales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"247","2020-02-08 09:13:34-03","NBC","NL-BOTANY","U.1303360","PreservedSpecimen","Plantae","Leguminosae-Pap.","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Harley RM; et al.","1981","08","Brazil",NA,NA,"Est. da Bahia, 5km to the North of Tabocas, which is 10km N.W. of Serra Dourada.","-44.033333","-12.65","-44.033333","-12.65",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1303360 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1303360",NA,"20","NL-U1303360","Southern America",NA,NA,NA,"Fabales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"248","2020-02-08 09:13:34-03","NBC","NL-BOTANY","U.1303361","PreservedSpecimen","Plantae","Leguminosae-Pap.","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Harley RM; et al.","1981","08","Brazil",NA,NA,"Est. da Bahia, Basin of the upper Sao Fransisco River, Fazenda Imbuzeiro da Onca, ca. 8km from Bom Jesus da Lapa, on by-road to Calderao.","-43.366667","-13.15","-43.366667","-13.15",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1303361 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1303361",NA,"20","NL-U1303361","Southern America",NA,NA,NA,"Fabales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"249","2020-02-08 09:13:34-03","NBC","NL-BOTANY","U.1303362","PreservedSpecimen","Plantae","Leguminosae-Pap.","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","06","Brazil",NA,NA,"Est. Parana, Vicinity of Porto Byington, forest on steep slope towards varzea land of Rio Parana.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1303362 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1303362",NA,"23","NL-U1303362","Southern America",NA,NA,NA,"Fabales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"250","2020-02-08 09:13:34-03","NBC","NL-BOTANY","U.1303363","PreservedSpecimen","Plantae","Leguminosae-Pap.","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Ratter JA; Fonseca SG da; Castro RA de","1972","08","Brazil",NA,NA,"Vale de Sonhos (80km N of Barra do Garcas on the road to Xavantina).","-52.333333","-15.666667","-52.333333","-15.666667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1303363 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1303363",NA,"22","NL-U1303363","Southern America",NA,NA,NA,"Fabales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"251","2020-02-08 09:13:34-03","NBC","NL-BOTANY","U.1303364","PreservedSpecimen","Plantae","Leguminosae-Pap.","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Balansa B","1879","06","Paraguay",NA,NA,"Pl. du Paraguay, Plateau rocailleum su Cerro de Yaguaron.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1303364 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1303364",NA,"17","NL-U1303364","Southern America",NA,NA,NA,"Fabales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
