"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","monthIdentified","dayIdentified"
"11","2021-03-01 16:20:05-03","UNICAMP","UEC","205257","S","Plantae","Liliopsida",NA,"Orchidaceae","Brasiliorchis","phoenicanthera","Brasiliorchis phoenicanthera","(Barb.Rodr.) R. Singer, S. Koehler & Carnevali",NA,"Polizelli Ricci, NA","NAPR84","2018","07","18",NA,"Brazil","Santa Catarina","Entre Bom Jardim e Novo Horizonte",NA,NA,NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira","UEC183081","UEC183081","Terra Nova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-01 16:20:05-03","UNICAMP","UEC","205258","S","Plantae","Liliopsida",NA,"Orchidaceae","Brasiliorchis","phoenicanthera","Brasiliorchis phoenicanthera","(Barb.Rodr.) R. Singer, S. Koehler & Carnevali",NA,"Polizelli Ricci, NA","NAPR67","2018","06","11",NA,"Brazil","São Paulo","Local perto do ferry-boat, antes de Cananeia, litoral sul de SP",NA,NA,NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira","UEC183078","UEC183078","Perto de Cananeia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:20:05-03","UNICAMP","UEC","205928","S","Plantae","Liliopsida",NA,"Orchidaceae","Brasiliorchis","phoenicanthera","Brasiliorchis phoenicanthera","(Barb.Rodr.) R. Singer, S. Koehler & Carnevali",NA,"Polizelli Ricci, NA","NAPR54","2018","08","28",NA,"Brazil","Sem procedência","Sem procedência",NA,NA,NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira","UEC183076","UEC183076","Sem procedência",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-01 16:20:05-03","UNICAMP","UEC","38869","S","Plantae","Liliopsida",NA,"Orchidaceae","Brasiliorchis","phoenicanthera","Brasiliorchis phoenicanthera","(Barb.Rodr.) R. Singer, S. Koehler & Carnevali",NA,"Polizelli Ricci, NA","NAPR68","2018","06","11",NA,"Brazil","São Paulo","Local perto do ferry-boat, antes de Cananeia, litoral sul de SP",NA,NA,NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira","UEC183098","UEC183098","Perto de Cananeia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:20:05-03","UNICAMP","UEC","205259","S","Plantae","Liliopsida",NA,"Orchidaceae","Brasiliorchis","phoenicanthera","Brasiliorchis phoenicanthera","(Barb.Rodr.) R. Singer, S. Koehler & Carnevali",NA,"Polizelli Ricci, NA","NAPR78","2018","07","18",NA,"Brazil","Amazonas","Sem procedência","-68.8724975585938","-3.37832999229431",NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira","UEC183079","UEC183079","São Paulo de Olivença","362329","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:20:05-03","UNICAMP","UEC","203985","S","Plantae","Liliopsida",NA,"Orchidaceae","Brasiliorchis","phoenicanthera","Brasiliorchis phoenicanthera","(Barb.Rodr.) R. Singer, S. Koehler & Carnevali",NA,"Polizelli Ricci, NA","NAPR133","2018","07","31",NA,"Brazil","Bahia","Bairro do Pau Brasil (10 Km do município)","-39.5311012268066","-17.0391998291016",NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira","UEC183104","UEC183104","Itamarajú","55932","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:20:05-03","UNICAMP","UEC","205915","S","Plantae","Liliopsida",NA,"Orchidaceae","Brasiliorchis","phoenicanthera","Brasiliorchis phoenicanthera","(Barb.Rodr.) R. Singer, S. Koehler & Carnevali",NA,"Polizelli Ricci, NA","NAPR96","2018","07","12",NA,"Brazil","Bahia","Vila Taquarinha","-39.5508003234863","-18.0863990783691",NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira","UEC183090","UEC183090","Mucuri","78440","auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:20:02-03","UNICAMP","UEC","203073","S","Plantae","Liliopsida",NA,"Orchidaceae","Brasiliorchis","phoenicanthera","Brasiliorchis phoenicanthera","(Barb.Rodr.) R. Singer, S. Koehler & Carnevali",NA,"Polizelli Ricci, NA","NAPR123","2018","07","30",NA,"Brazil","Mato Grosso do Sul","Entre Naviraí e Porto Caiuá","-54.8055992126465","-22.2210998535156",NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira","UEC183089","UEC183089","Dourados","74744","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:20:02-03","UNICAMP","UEC","203075","S","Plantae","Liliopsida",NA,"Orchidaceae","Brasiliorchis","phoenicanthera","Brasiliorchis phoenicanthera","(Barb.Rodr.) R. Singer, S. Koehler & Carnevali",NA,"Polizelli Ricci, NA","NAPR132","2018","08","13",NA,"Brazil","Minas Gerais","Estrada Almenara-Jacinto (10 Km do município)","-40.2933006286621","-16.1443996429443",NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira","UEC183084","UEC183084","Jacinto","35578","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:20:05-03","UNICAMP","UEC","205253","S","Plantae","Liliopsida",NA,"Orchidaceae","Brasiliorchis","phoenicanthera","Brasiliorchis phoenicanthera","(Barb.Rodr.) R. Singer, S. Koehler & Carnevali",NA,"Polizelli Ricci, NA","NAPR95","2018","07","12",NA,"Brazil","Minas Gerais","Entre colônia do Epaminondas e Taquarinha (Bahia)","-41.505298614502","-17.8575000762939",NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira","UEC183092","UEC183092","Teófilo Otoni","62594","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:20:05-03","UNICAMP","UEC","205264","S","Plantae","Liliopsida",NA,"Orchidaceae","Brasiliorchis","phoenicanthera","Brasiliorchis phoenicanthera","(Barb.Rodr.) R. Singer, S. Koehler & Carnevali",NA,"Polizelli Ricci, NA","NAPR94","2018","07","18",NA,"Brazil","Paraná","Divisa com Arapoti, no cerrado e mata ciliar perto da ponte que separa os municípios","-49.7057991027832","-24.2511005401611",NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira","UEC183096","UEC183096","Jaguariaiva","44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:20:05-03","UNICAMP","UEC","205254","S","Plantae","Liliopsida",NA,"Orchidaceae","Brasiliorchis","phoenicanthera","Brasiliorchis phoenicanthera","(Barb.Rodr.) R. Singer, S. Koehler & Carnevali",NA,"Polizelli Ricci, NA","NAPR93","2018","07","18",NA,"Brazil","Paraná","Divisa com Arapoti, no cerrado e mata ciliar perto da ponte que separa os municípios","-49.7057991027832","-24.2511005401611",NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira","UEC183099","UEC183099","Jaguariaiva","44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-01 16:20:05-03","UNICAMP","UEC","204007","S","Plantae","Liliopsida",NA,"Orchidaceae","Brasiliorchis","phoenicanthera","Brasiliorchis phoenicanthera","(Barb.Rodr.) R. Singer, S. Koehler & Carnevali",NA,"Polizelli Ricci, NA","NAPR183","2019","04","11",NA,"Brazil","Paraná","Divisa com Arapoti, no cerrado e mata ciliar perto da ponte que separa os municípios","-49.7057991027832","-24.2511005401611",NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira","UEC183109","UEC183109","Jaguariaiva","44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:20:05-03","UNICAMP","UEC","204005","S","Plantae","Liliopsida",NA,"Orchidaceae","Brasiliorchis","phoenicanthera","Brasiliorchis phoenicanthera","(Barb.Rodr.) R. Singer, S. Koehler & Carnevali",NA,"Polizelli Ricci, NA","NAPR181","2019","04","11",NA,"Brazil","Paraná","Divisa com Arapoti, no cerrado e mata ciliar perto da ponte que separa os municípios","-49.7057991027832","-24.2511005401611",NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira","UEC183107","UEC183107","Jaguariaiva","44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:20:02-03","UNICAMP","UEC","203099","S","Plantae","Liliopsida",NA,"Orchidaceae","Brasiliorchis","phoenicanthera","Brasiliorchis phoenicanthera","(Barb.Rodr.) R. Singer, S. Koehler & Carnevali",NA,"Polizelli Ricci, NA","NAPR107","2018","07","12",NA,"Brazil","Santa Catarina","8km antes da sede","-51.1483001708984","-26.4731006622314",NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira","UEC183091","UEC183091","Matos Costa","17656","auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:20:02-03","UNICAMP","UEC","203098","S","Plantae","Liliopsida",NA,"Orchidaceae","Brasiliorchis","phoenicanthera","Brasiliorchis phoenicanthera","(Barb.Rodr.) R. Singer, S. Koehler & Carnevali",NA,"Polizelli Ricci, NA","NAPR106","2018","07","12",NA,"Brazil","Santa Catarina","8km antes da sede","-51.1483001708984","-26.4731006622314",NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira","UEC183088","UEC183088","Matos Costa","17656","auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:20:05-03","UNICAMP","UEC","204006","S","Plantae","Liliopsida",NA,"Orchidaceae","Brasiliorchis","phoenicanthera","Brasiliorchis phoenicanthera","(Barb.Rodr.) R. Singer, S. Koehler & Carnevali",NA,"Polizelli Ricci, NA","NAPR182","2019","04","11",NA,"Brazil","São Paulo","Fazenda Santa Rita","-48.8400001525879","-24.5",NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira","UEC183106","UEC183106","Apiaí","37738","auto",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:20:05-03","UNICAMP","UEC","205914","S","Plantae","Liliopsida",NA,"Orchidaceae","Brasiliorchis","phoenicanthera","Brasiliorchis phoenicanthera","(Barb.Rodr.) R. Singer, S. Koehler & Carnevali",NA,"Polizelli Ricci, NA","NAPR160","2018","06","12",NA,"Brazil","São Paulo","Praia de Boraceia","-46.138599395752","-23.8544006347656",NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira","UEC183097","UEC183097","Bertioga","37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:20:05-03","UNICAMP","UEC","205985","S","Plantae","Liliopsida",NA,"Orchidaceae","Brasiliorchis","phoenicanthera","Brasiliorchis phoenicanthera","(Barb.Rodr.) R. Singer, S. Koehler & Carnevali",NA,"Polizelli Ricci, NA","NAPR61","2018","07","30",NA,"Brazil","São Paulo","Praia de Boraceia","-46.138599395752","-23.8544006347656",NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira","UEC183101","UEC183101","Bertioga","37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:20:05-03","UNICAMP","UEC","205942","S","Plantae","Liliopsida",NA,"Orchidaceae","Brasiliorchis","phoenicanthera","Brasiliorchis phoenicanthera","(Barb.Rodr.) R. Singer, S. Koehler & Carnevali",NA,"Polizelli Ricci, NA","NAPR166","2018","06","11",NA,"Brazil","São Paulo","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira","UEC183105","UEC183105","Cananeia","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:20:02-03","UNICAMP","UEC","203074","S","Plantae","Liliopsida",NA,"Orchidaceae","Brasiliorchis","phoenicanthera","Brasiliorchis phoenicanthera","(Barb.Rodr.) R. Singer, S. Koehler & Carnevali",NA,"Polizelli Ricci, NA","NAPR98","2018","07","12",NA,"Brazil","São Paulo","Divisa SP-RJ (Estrada de Cunha-Parati)","-44.9599990844727","-23.0699996948242",NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira","UEC183085","UEC183085","Cunha","38855","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:20:05-03","UNICAMP","UEC","205263","S","Plantae","Liliopsida",NA,"Orchidaceae","Brasiliorchis","phoenicanthera","Brasiliorchis phoenicanthera","(Barb.Rodr.) R. Singer, S. Koehler & Carnevali",NA,"Polizelli Ricci, NA","NAPR62","2018","07","24",NA,"Brazil","São Paulo","Bairro do Penteado","-46.810001373291","-23.8299999237061",NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira","UEC183095","UEC183095","Embu-Guaçú","15311","auto",NA,NA,NA,"90","1000",NA,NA,NA
"33","2021-03-01 16:20:02-03","UNICAMP","UEC","203101","S","Plantae","Liliopsida",NA,"Orchidaceae","Brasiliorchis","phoenicanthera","Brasiliorchis phoenicanthera","(Barb.Rodr.) R. Singer, S. Koehler & Carnevali",NA,"Polizelli Ricci, NA","NAPR52","2018","07","30",NA,"Brazil","São Paulo","Reserva Biológica de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira","UEC183083","UEC183083","Santo André","27258","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:20:05-03","UNICAMP","UEC","205933","S","Plantae","Liliopsida",NA,"Orchidaceae","Brasiliorchis","phoenicanthera","Brasiliorchis phoenicanthera","(Barb.Rodr.) R. Singer, S. Koehler & Carnevali",NA,"Polizelli Ricci, NA","NAPR60","2018","07","30",NA,"Brazil","São Paulo","Alto da Serra","-46.560001373291","-23.6900005340576",NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira","UEC183094","UEC183094","São Bernardo Do Campo","31119","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:20:02-03","UNICAMP","UEC","203096","S","Plantae","Liliopsida",NA,"Orchidaceae","Brasiliorchis","phoenicanthera","Brasiliorchis phoenicanthera","(Barb.Rodr.) R. Singer, S. Koehler & Carnevali",NA,"Polizelli Ricci, NA","NAPR154","2018","07","31",NA,"Brazil","São Paulo","Parque Estadual das Fontes do Ipiranga (PEFI)","-46.6300010681152","-23.5400009155273",NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira","UEC183086","UEC183086","São Paulo","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:20:05-03","UNICAMP","UEC","205255","S","Plantae","Liliopsida",NA,"Orchidaceae","Brasiliorchis","phoenicanthera","Brasiliorchis phoenicanthera","(Barb.Rodr.) R. Singer, S. Koehler & Carnevali",NA,"Polizelli Ricci, NA","NAPR159","2018","06","12",NA,"Brazil","São Paulo","Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira","UEC183103","UEC183103","Teodoro Sampaio","54606","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:20:05-03","UNICAMP","UEC","203982","S","Plantae","Liliopsida",NA,"Orchidaceae","Brasiliorchis","phoenicanthera","Brasiliorchis phoenicanthera","(Barb.Rodr.) R. Singer, S. Koehler & Carnevali",NA,"Polizelli Ricci, NA","NAPR158","2018","06","12",NA,"Brazil","São Paulo","Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira","UEC183093","UEC183093","Teodoro Sampaio","54606","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-08-20 10:00:54-03","UNICAMP","UEC","140133","S","Plantae","Liliopsida",NA,"Orchidaceae","Maxillaria","phoenicanthera","Maxillaria phoenicanthera","Barb.Rodr.",NA,"s/ coletor","s.n.",NA,NA,NA,NA,"Brazil","São Paulo","Cultivada no Orquidário da ESALQ (29750)","-47.6399993896484","-22.7199993133545",NA,"Data de floração: 11/08/2003. Cultivada no Orquidário da ESALQ (29750).","UEC001955","UEC001955","Piracicaba","44778","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-08-20 10:00:54-03","UNICAMP","UEC","140064","S","Plantae","Liliopsida",NA,"Orchidaceae","Maxillaria","phoenicanthera","Maxillaria phoenicanthera","Barb.Rodr.","Singer, RB","s/ coletor","s.n.",NA,NA,NA,NA,"Brazil","São Paulo","Cultivada no Instituto de Botânica de São Paulo (23750).","-46.6300010681152","-23.5400009155273",NA,"Cultivada no Instituto de Botânica de São Paulo (23750).","UEC001957","UEC001957","São Paulo","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-11 11:44:20-03","UFMG","BHCB","14760","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Brasiliorchis","phoenicanthera","Brasiliorchis phoenicanthera","(Barb.Rodr.) R.B.Singer, et al.",NA,"Souza, HC de; et al.","s.n.","1987","06","23","Southern America","Brasil","Minas Gerais","P.E. do Ibitipoca, Mata dos Ratos da Dodora.","-43.793098449707","-21.8425006866455",NA,"Pétalas e sépalas amarelos vivos.",NA,NA,"Lima Duarte","30417","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-07-10 09:48:11-03","MBML","MBML-HERBARIO","14077",NA,"Plantae",NA,NA,"Orchidaceae","Brasiliorchis","phoenicanthera","Brasiliorchis phoenicanthera","(Barb.Rodr.) R.B.Singer, S.Koehler & Carnevali","Machnicki-Reis,M.; Smidt, E.C./11-2019","V. Demuner; et al","1565","2000","11","30",NA,"Brasil","Espírito Santo","Valsugana Velha, Prop. A. Bringenti","-40.593889","-19.973333",NA,"Epífita sobre árvore caída, flores com sépalas e pétalas amarelas com pintas vináceas na face externa. Terreno íngrime sombreado. Herb/Cult.","MBML014077","MBML014077","Santa Teresa",NA,NA,NA,"40W35'38","19S58'24",NA,NA,NA,NA,NA
"42","2020-07-10 09:48:11-03","MBML","MBML-HERBARIO","16627",NA,"Plantae",NA,NA,"Orchidaceae","Brasiliorchis","phoenicanthera","Brasiliorchis phoenicanthera","(Barb.Rodr.) R.B.Singer, S.Koehler & Carnevali","Machnicki-Reis,M.; Smidt, E.C./11-2019","C. N. de Fraga; et al",NA,"2000","06","14",NA,"Brasil","Espírito Santo","MBML, Orquidário","-40.599722","-19.935972",NA,"(Vide material em álcool e exsicata MBML 4903. Loc.: ES, Santa Teresa, MBML, Parque. Col.: L. Kollmann 10 Data: 20/06/1988). Flor em 14/06/2000.","MBML016627","MBML016627","Santa Teresa",NA,NA,NA,"40W35'59","19S56'9,5",NA,NA,NA,NA,NA
"43","2020-07-10 09:48:11-03","MBML","MBML-HERBARIO","4903",NA,"Plantae",NA,NA,"Orchidaceae","Brasiliorchis","phoenicanthera","Brasiliorchis phoenicanthera","(Barb.Rodr.) R.B.Singer, S.Koehler & Carnevali","Machnicki-Reis,M.; Smidt, E.C./11-2019","L. Kollmann","10","1988","06","20",NA,"Brasil","Espírito Santo","Museu de Biologia Mello Leitão, Parque","-40.6","-19.936111",NA,"Pétalas e sépalas brancas amareladas, mais amarelado p/ dentro. Pontuações purpurescente sobre sépala e pétala (por fora), e coluna (por dentro). Antera purpurescente e labelo branco com pontuações purpurescentes formando linhas sobre","MBML004903","MBML004903","Santa Teresa",NA,NA,NA,"40W36'0","19S56'10",NA,NA,NA,NA,NA
"44","2020-07-10 09:48:11-03","MBML","MBML-HERBARIO","42978",NA,"Plantae",NA,NA,"Orchidaceae","Brasiliorchis","phoenicanthera","Brasiliorchis phoenicanthera","(Barb.Rodr.) R.B.Singer, S.Koehler & Carnevali","Machnicki-Reis,M.; Smidt, E.C./11-2019","N. Sanson","10126","2010",NA,NA,NA,"Brasil","Espírito Santo",NA,"-41.2439002990723","-20.3682994842529",NA,NA,"MBML042978","MBML042978","Conceição do Castelo","17824","auto",NA,NA,NA,NA,NA,NA,NA,NA
