"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","infraspecificEpithet","typeStatus","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"438","2020-12-21 16:13:00-03","MBM","MBM","218507","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Thomas, W.W.; et al.; et al.","11144","1996","03","25","Southern America","Brazil","Bahia","Porto Seguro","Parque Nacional Monte Pascoal","-39.0647010803223","-16.4496994018555",NA,NA,"MBM218507","MBM218507",NA,NA,NA,NA,NA,"68835","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","2020-12-21 16:13:00-03","MBM","MBM","254610","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Thomas, W.W.; et al.; et al.","11144","1996","03","25","Southern America","Brazil","Bahia","Porto Seguro","Parque Nacional Monte Pascoal","-39.0647010803223","-16.4496994018555",NA,NA,"MBM254610","MBM254610","Leeuwenberg, A.J.M.",NA,NA,NA,NA,"68835","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","2020-12-21 16:13:00-03","MBM","MBM","285615","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Hatschbach, G.; et al.; et al.","75124","2003","06","09","Southern America","Brazil","Espírito Santo","Conceição da Barra","Ligaão entre a Rod. ES-421 e Itaúnas","-39.7322006225586","-18.5932998657227",NA,NA,"MBM285615","MBM285615","Hatschbach, G.",NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","2020-12-21 16:13:00-03","MBM","MBM","251571","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","71546","2000","10","23","Southern America","Brazil","Espírito Santo","Itapemirim","Região do Gomes","-40.8339004516602","-21.011100769043",NA,NA,"MBM251571","MBM251571","Leeuwenberg, A.J.M.",NA,NA,NA,NA,"28626","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","2020-12-21 16:13:00-03","MBM","MBM","251572","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","71532","2000","10","23","Southern America","Brazil","Espírito Santo","Itapemirim","Região do Gomes","-40.8339004516602","-21.011100769043",NA,NA,"MBM251572","MBM251572","Leeuwenberg, A.J.M.",NA,NA,NA,NA,"28626","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","2020-12-21 16:13:00-03","MBM","MBM","179207","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Webster, G.L.","29666","1992","08","08","Southern America","Brazil","Espírito Santo","Linhares","Reserva Biológica de Comboios","-40.0722007751465","-19.3910999298096",NA,NA,"MBM179207","MBM179207",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","2020-12-21 16:13:00-03","MBM","MBM","84893","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","46922","1983","10","17","Southern America","Brazil","Espírito Santo","Linhares","Rodovia para Povoação","-40.0722007751465","-19.3910999298096",NA,NA,"MBM084893","MBM084893","Leeuwenberg, A.J.M.",NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","2020-12-21 16:13:00-03","MBM","MBM","172521","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","61198","1994","10","10","Southern America","Brazil","Espírito Santo","Venda Nova do Imigrante","Rod. BR-262, 3-5km a leste de Venda Nova do Imigrante","-41.1347007751465","-20.3397006988525",NA,NA,"MBM172521",NA,"Leeuwenberg, A.J.M.",NA,NA,NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","2020-12-21 16:13:00-03","MBM","MBM","71142","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Hatschbach, G.","44295","1981","10","17","Southern America","Brazil","Minas Gerais","Campanário","Rod. BR-116, 10km N de Campanário","-41.7482986450195","-18.2385997772217",NA,NA,"MBM071142","MBM071142","Leeuwenberg, A.J.M.",NA,NA,NA,NA,"21003","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","2020-12-21 16:13:00-03","MBM","MBM","188027","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Lopes, M.A.; et al.; et al.","557","1984","10","22","Southern America","Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,"MBM188027","MBM188027","Leeuwenberg, A.J.M.",NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","2020-12-21 16:13:00-03","MBM","MBM","291015","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","R.M. Castro","473","2001","06","09","Southern America","Brazil","Minas Gerais","Descoberto","Reserva Biológica do Grama","-42.9674987792969","-21.4596996307373",NA,NA,"MBM291015","MBM291015","Koch, I.",NA,NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","2020-12-21 16:13:00-03","MBM","MBM","291014","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Pifano, D.S.; et al.; et al.","418","2002","10","26","Southern America","Brazil","Minas Gerais","Juiz de Fora","Morro do Imperador","-43.3502998352051","-21.7642002105713",NA,NA,"MBM291014","MBM291014","Pifano, D.S.",NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","2020-12-21 16:13:00-03","MBM","MBM","167649","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Harley, R.M.; et al.; et al.","25169","1988","10","18","Southern America","Brazil","Minas Gerais","Pedra Azul","Estrada para Rod. BR-116, 8km O da cidade","-41.2971992492676","-16.0053005218506",NA,NA,"MBM167649","MBM167649","Leeuwenberg, A.J.M.",NA,NA,NA,NA,"39993","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","2020-12-21 16:13:00-03","MBM","MBM","39533","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Kummrow, R.","982","1975","11","11","Southern America","Brazil","Paraná","Antonina","Rio Sapitanduva","-48.7118988037109","-25.4286003112793",NA,NA,"MBM039533","MBM039533","Leeuwenberg, A.J.M.",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","2020-12-21 16:13:00-03","MBM","MBM","19984","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Pabst, G.","4417","1958","03","09","Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Ilha do Governador","-43.2075004577637","-22.9027996063232",NA,NA,"MBM019984","MBM019984","Leeuwenberg, A.J.M.",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","2020-12-21 16:13:00-03","MBM","MBM","36278","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Pereira, E.","4886","1959","04","27","Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"MBM036278","MBM036278","Leeuwenberg, A.J.M.",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","2020-12-21 16:13:00-03","MBM","MBM","247644","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Cavalcanti, D.C.","284","1996","01","22","Southern America","Brazil","São Paulo","Guaratinguetá","Reserva Florestal da Escola de Especialistas de Aeronáutica","-45.189998626709","-22.8099994659424",NA,NA,"MBM247644","MBM247644","Ferreira Neto, W.M.",NA,NA,NA,NA,"27040","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","2020-12-21 16:13:00-03","MBM","MBM","22699","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Pabst, G.","7391","1963","10","06","Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Ilha do Governador","-43.2075004577637","-22.9027996063232",NA,NA,"MBM022699","MBM022699","Leeuwenberg, A.J.M.",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","2019-10-11 15:59:06-03","UESC","UESC","2119","S","Plantae","Angiospermae","Florideophycidae","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart","Thomas, W.W.","11144","1996","03","25",NA,"Brasil","Bahia","Porto Seguro",NA,"-40.574722","-15.264722",NA,"Southern Bahian Wet Forest.; Shrub, 2,5 m.; Latex white.","UESC0002119",NA,NA,NA,NA,"150","400",NA,NA,NA,NA,NA,"40W34'29''","15S15'53''","Dicotyledoneae",NA,NA,NA,NA
"457","2015-09-04 13:58:33-03","MNHN","RECOLNAT_MNHN_P","P04231876","PreservedSpecimen",NA,NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04231876' target='other'> <mi>dwc_moreinfo</mi></a>","P04231876","P04231876_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 200 2ºpart",NA,NA
"458","2015-09-04 13:58:34-03","MNHN","RECOLNAT_MNHN_P","P04231882","PreservedSpecimen",NA,NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04231882' target='other'> <mi>dwc_moreinfo</mi></a>","P04231882","P04231882_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 515",NA,NA
"459","2016-10-27 15:55:34-02","MNHN","RECOLNAT_MNHN_P","P01061899","PreservedSpecimen",NA,NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Marquete, R.|Guimarães, E.F.|Cid Ferreira, C.A.|Queiroz, G.",NA,"2015","10","23",NA,"Brésil","São Paulo",NA,"São Paulo, Ilhabela","-45.40583","-23.85389","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01061899' target='other'> <mi>dwc_moreinfo</mi></a>","P01061899","P01061899_01","Marquete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4482",NA,NA
"460","2020-10-01 14:20:55-03","JBB","HEPH","33992","S","Plantae","Dicotyledon","Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Maruyama, A; Silva, AG","943","2017","09","19","Southern America","Brasil","Rio de Janeiro","Barra Mansa","Próximo a estrada Virgíliio Vilela, borda","-44.309722","-22.473056",NA,NA,NA,NA,"Maruyama, A",NA,NA,NA,NA,NA,NA,"2017","09","19","-44.309722","-22.473056",NA,NA,NA,NA,NA
"461","2020-10-01 14:20:55-03","JBB","HEPH","17873","S","Plantae","Dicotyledon","Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Hatschbach, G","71546","2000","10","23","Southern America","Brasil","Espírito Santo","Itapemirim","Região do Gomes","-40.8339004516602","-21.011100769043",NA,NA,NA,NA,"Leeuwenberg, AJM",NA,NA,NA,NA,"28626","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","2021-01-15 17:52:56-03","UFMG","BHCB","191317","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Giacomin, LL; Oliveira, CT","492","2008","12","22","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Proximidades do núcleo urbano de Revés do Belém. Ca. de 1 km do núcleo urbano.","-42.475944","-19.585583",NA,"Arvoreta, 6 m. Frutos verdes.; Mata ciliar.","BHCB191317",NA,NA,NA,NA,"249","249",NA,NA,NA,NA,NA,"-42.475944","-19.585583",NA,NA,NA,NA,NA
"463","2020-12-11 11:32:01-03","UFMG","BHCB","199899","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Rezende, SG","7022","2018","12","06","Southern America","Brasil","Minas Gerais","Barão de Cocais","Cocais","-43.398333","-19.835278",NA,"Árvore; Floresta Estacional Semidecidual em Estágio Médio de Regeneração","BHCB199899",NA,NA,NA,NA,"670","670",NA,NA,NA,NA,NA,"-43.398333","-19.835278",NA,NA,NA,NA,NA
"464","2021-01-15 17:52:56-03","UFMG","BHCB","79988","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Mota, RC da","1814","2002","10","10","Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo.","-43.563358","-19.1003",NA,"Arvoreta, corola creme, aroma adocicado. Látex branco.; Em mata ciliar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.563358","-19.1003",NA,NA,NA,NA,NA
"465","2021-01-15 17:52:56-03","UFMG","BHCB","79990","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Mota, RC da; Viana, PL","1816","2002","11","08","Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo.","-43.615017","-19.073631",NA,"Árvore; flores cremes; aroma adocicado.; Coletada em borda de mata semidecídua.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.615017","-19.073631",NA,NA,NA,NA,NA
"466","2021-01-15 17:52:56-03","UFMG","BHCB","94263","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Ferreira, RM; França, GS; Stehmann, JR","56","2004","12","08","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti., Área do Reservatório.","-43.365283","-19.892506",NA,"Arbustivo, 2m, flores brancas.; Subosque.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.365283","-19.892506",NA,NA,NA,NA,NA
"467","2020-12-11 11:32:01-03","UFMG","BHCB","66144","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Barreto, HLM","10194",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","2020-12-11 11:32:01-03","UFMG","BHCB","55838","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Barreto, HLM","10194",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","2021-01-15 17:52:56-03","UFMG","BHCB","2147","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Sem coletor","s.n.","1960",NA,NA,"Southern America","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,"árvore",NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","2021-01-15 17:52:56-03","UFMG","BHCB","15528","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Pedralli, G; et al.","s.n.","1986","10","16","Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,"Arbusto com látex.; Cerrado.",NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","2021-01-15 17:52:56-03","UFMG","BHCB","170252","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Kamino, LHY; Maielo Silva, L","1124","2008","09","04","Southern America","Brasil","Minas Gerais","Central de Minas","Beira de Estrada - Casa Sr. João","-41.3064002990723","-18.7618999481201",NA,"Árbore, 5m. Frutos imaturos",NA,NA,NA,NA,NA,NA,NA,"13657","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","2021-01-15 17:52:56-03","UFMG","BHCB","170253","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Kamino, LHY; Maielo Silva, L","1125","2008","09","04","Southern America","Brasil","Minas Gerais","Central de Minas","Beira de Estrada - Casa Sr. João. Ponto 501","-41.3064002990723","-18.7618999481201",NA,"Arbóreo, 2,5m; Flores alvas.",NA,NA,NA,NA,NA,NA,NA,"13657","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","2021-01-15 17:52:56-03","UFMG","BHCB","34221","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Hatschbach, G","61198","1994","10","10","Southern America","Brasil","Espírito Santo","Venda Nova do Imigrante","BR - 262, 3 - 5 km leste de Venda Nova do Imigrante.","-41.1347007751465","-20.3397006988525",NA,"Árvore, 6 metros, látex alvo, flor alva. Odorífera.; Base de paredões rochosos.",NA,NA,NA,NA,NA,NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","2021-01-15 17:52:56-03","UFMG","BHCB","5122","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Ferrari, JM","21","1978","09",NA,"Southern America","Brasil","Minas Gerais","Belo Horizonte","Campus da UFMG, Escola de Veterinária.","-43.937801361084","-19.9207992553711",NA,"Terrestre. Arbóreo.",NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","2021-01-15 17:52:56-03","UFMG","BHCB","2146","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Oliveira, JA de","s.n.","1978","10",NA,"Southern America","Brasil","Minas Gerais","Belo Horizonte","Campus da UFMG. ICB.","-43.937801361084","-19.9207992553711",NA,"Arbusto, terrestre.",NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","2021-01-15 17:52:56-03","UFMG","BHCB","20783","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Pereira, AB","s.n.","1992","11","24","Southern America","Brasil","Minas Gerais","Belo Horizonte","Campus da UFMG, ICB. Depto. de Botânica.","-43.937801361084","-19.9207992553711",NA,"Arbóreo, 10 metros, flores amarelas.; Cultivado.",NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","2021-01-15 17:52:56-03","UFMG","BHCB","171915","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Pivari, MOD; Miranda, E; Tomich, S","1831","2014","03","19","Southern America","Brasil","Minas Gerais","Barão de Cocais","Complexo Minas Centrais-Mina de Brucutu, Cava da Divisa","-43.4872016906738","-19.94580078125",NA,"Arvoreta cerca de 3m de altura em Floresta Estacional Semidecidual, frutos verdes.",NA,NA,NA,NA,NA,NA,NA,"21378","auto","2014","03",NA,NA,NA,NA,NA,NA,NA,NA
"478","2021-01-15 17:52:56-03","UFMG","BHCB","1956","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Lopes, MA; Andrade, PM de","624","1985","06","19","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga.","-42.1391983032227","-19.7896995544434",NA,"Arbóreo; fruto verde, colocada anteriormente com flores.; Mata Atlântica. Matão; próxima à represinha.",NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","2021-01-15 17:52:56-03","UFMG","BHCB","11422","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Andrade, IR","250","1987","10","31","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Coletada na estrada do Matão.","-42.1391983032227","-19.7896995544434",NA,"Arbórea, 10 metros, látex, corola branca, contorta, base da corola amarelada.; Mata Atlântica.",NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","2021-01-15 17:52:56-03","UFMG","BHCB","17767","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Costa, LV","274","1988","10","18","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Estrada Nilo - D. Raimunda","-42.1391983032227","-19.7896995544434",NA,"Arbóreo, 5 metros, pétalas brancas, látex branco, cheirosa.; Mata Atlântica.",NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","2021-01-15 17:52:56-03","UFMG","BHCB","6160","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Andrade, PM de; Lopes, MA","557","1984","10","22","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Matão.","-42.1391983032227","-19.7896995544434",NA,"Arbóreo; 6 metros, flores brancas.; Mata Atlântica.",NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","2021-01-15 17:52:56-03","UFMG","BHCB","55839","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Barreto, HLM","8685","1939","05","21","Southern America","Brasil","Minas Gerais","Belo Horizonte","Estação Experimental, Procedente de Pedro Leopoldo.","-43.937801361084","-19.9207992553711",NA,"Arbusto, 3 metros, flor alva e odorífera.; Cultivada.",NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","2021-01-15 17:52:56-03","UFMG","BHCB","28588","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Stehmann, JR; Sobral, M","1138","1992","08","08","Southern America","Brasil","Minas Gerais","Itambé do Mato Dentro","Estrada para a Serra da Cabeça de Boi.","-43.3210983276367","-19.414400100708",NA,"Coletada amostra para análise química.; Árvore, ca. 6 metros de altura. Corola branca.; Em campo pastejado.",NA,NA,NA,NA,NA,NA,NA,"22479","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","2021-01-15 17:52:56-03","UFMG","BHCB","5282","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Lopes, MA; Andrade, PM de","107","1984","03","20","Southern America","Brasil","Minas Gerais","Caratinga","Fazenda Montes Claros. Mata do Jaó.","-42.1391983032227","-19.7896995544434",NA,"Árvore lactosante; placenta desenvolvida da a porção vermelha do fruto;; Mata Atlântica.",NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","2021-01-15 17:52:56-03","UFMG","BHCB","64","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Sem coletor","s.n.","1956","07","01","Southern America","Brasil","Minas Gerais","Belo Horizonte","Instituto Agronômico.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","2021-03-10 17:21:22-03","UFMG","BHCB","200689","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Silva, AMM; Faria, FS","s.n.","2019","09","10","Southern America","Brasil","Minas Gerais","Belo Horizonte","Museu de História Natural e Jardim Botânico UFMG, área da brita","-43.937801361084","-19.9207992553711",NA,"Floresta Estacional Semidecidual","BHCB200689",NA,NA,NA,NA,NA,NA,"17082","auto","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","2021-01-15 17:52:56-03","UFMG","BHCB","20860","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Stehmann, JR; Arantes, AA","s.n.","1992","11","01","Southern America","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Trilha da Campolina.","-42.7322006225586","-19.7122001647949",NA,"Arbóreo.; Mata primária.",NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","2021-01-15 17:52:56-03","UFMG","BHCB","71749","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Hatschbach, G; Hatschbach, M; Silva, JM","71524","2000","10","22","Southern America","Brasil","Espírito Santo","Brejetuba","Rancho Dantas","-41.2902984619141","-20.1460990905762",NA,"Árvore, 6 metros, látex alvo, flor creme.; Floresta Atlântica.",NA,NA,NA,NA,NA,NA,NA,"23265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
