"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","identifiedBy","stateProvince","locality","imagecode","scientificNameAuthorship","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"184","2020-06-29 09:29:50-03","UFRRJ","RBR","30630","S","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","L.F.T. Menezes","1044","2003","09","13",NA,"Brasil",NA,NA,NA,"RBR00030630",NA,NA,NA,"Rio de Janeiro","Estrada para Mar de Espanha - MG","RBR00030630","(Vell.) Bureau ex Verl.","Sapucaia","-42.9143981933594","-21.9950008392334",NA,NA,NA,NA,NA,NA,"27567","auto",NA,NA,NA,NA,NA,NA
"185","2020-06-29 09:29:50-03","UFRRJ","RBR","17","S","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","L. Brito","s.n.","1911",NA,NA,NA,"Brasil",NA,NA,NA,"RBR00000017",NA,NA,"R.A. Coelho",NA,NA,"RBR00000017","(Vell.) Bureau ex Verl.","Brasil",NA,NA,NA,NA,NA,NA,"2016","11",NA,NA,"18",NA,NA,NA,NA,NA
"186","2020-06-29 09:29:50-03","UFRRJ","RBR","3070","S","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","A. Gentry","49647","1985","01","17",NA,"Brasil",NA,NA,NA,"RBR00003070",NA,NA,NA,"Minas Gerais","'14 km S of Ipanema, alt. 400 m.; road to Manhuaçu, small forest remnant beside road.19°40#?# S - 41°45#?# W'","RBR00003070","(Vell.) Bureau ex Verl.","Ipanema","-41.7131004333496","-19.8008003234863",NA,NA,NA,NA,NA,NA,"26330","auto",NA,NA,NA,NA,NA,NA
"187","2013-04-01 09:20:27-03","IPT","BCTW","2762","S","Plantae",NA,"Zeyheria","tuberculosa","Zeyheria tuberculosa",NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"Minas Gerais",NA,NA,"Bureau","Coronel Pacheco","-43.2656","-21.5878",NA,NA,NA,NA,NA,NA,"10350","auto",NA,"Magnoliopsida",NA,NA,NA,NA
"188","2013-04-01 09:20:27-03","IPT","BCTW","18504","S","Plantae",NA,"Zeyheria","tuberculosa","Zeyheria tuberculosa",NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"São Paulo",NA,NA,"Vellozo Bureau","Pinhalzinho","-46.59","-22.77",NA,NA,NA,NA,NA,NA,"10137","auto",NA,"Magnoliopsida",NA,NA,NA,NA
"189","2013-04-01 09:20:27-03","IPT","BCTW","14686","S","Plantae",NA,"Zeyheria","tuberculosa","Zeyheria tuberculosa",NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,"ESALQ",NA,"Magnoliophyta",NA,NA,"São Paulo",NA,NA,"Bureau","Piracicaba","-47.64","-22.72",NA,NA,NA,NA,NA,NA,"44778","auto",NA,"Magnoliopsida",NA,NA,NA,NA
"190","2013-04-01 09:20:27-03","IPT","BCTW","18723","S","Plantae",NA,"Zeyheria","tuberculosa","Zeyheria tuberculosa","Mattos Filho, A.","301","1963","07","06",NA,"Brasil",NA,NA,"Árvore de cerrado com 15 metros de altura por 0,4 metros de diâmetro",NA,"Magnoliophyta",NA,"J. Corrêa Gomes Jr.","Goiás",NA,NA,"Vellozo Bureau","Luziânia","-47.9503","-16.2525",NA,NA,NA,NA,NA,NA,"83221","auto",NA,"Magnoliopsida",NA,NA,NA,NA
"191","2013-04-01 09:20:27-03","IPT","BCTW","18724","S","Plantae",NA,"Zeyheria","tuberculosa","Zeyheria tuberculosa","Duarte, A.P.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"Espírito Santo","Estrada entre Iconha e Guapari",NA,"Vellozo Bureau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"192","2021-03-21 19:33:15-03","UFC","EAC","11317","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Fernandes, A.; Matos, F.J.A.","EAC11317","1982","05","15","Southern America","Brasil",NA,NA,"Árvore.; Mata seca","EAC0011317","Dicotyledon",NA,"Gentry, A.","Bahia","Fazenda Embiraçu","EAC0011317","(Vell.) Bureau","Formosa do Rio Preto","-45.1930999755859","-11.0482997894287",NA,NA,NA,NA,"1985",NA,"155006","auto",NA,NA,NA,NA,NA,NA
"193","2021-03-21 19:33:15-03","UFC","EAC","33637","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Soares, A.A.","s.n.","2004","03","22","Southern America","Brasil",NA,NA,"Flor com pétalas com amarelas, face interna avermelhada no interior e marrom na face externa.","EAC0033637","Dicotyledon",NA,"Nunes, E.","Ceará","Serra das Almas","EAC0033637","(Vell.) Bureau","Crateús","-40.6775016784668","-5.1783299446106",NA,NA,NA,NA,"2004","05","43216","auto","05",NA,NA,NA,NA,NA
"194","2021-03-21 19:33:15-03","UFC","EAC","56067","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Castro, A.S.F.","2774","2014","01","02","Southern America","Brasil",NA,NA,"Árvore.; Mata úmida.","EAC0056067","Dicotyledon",NA,"Castro, A.S.F.","Ceará","Garapa","EAC0056067","(Vell.) Bureau","Graça","-40.752799987793","-4.04611015319824",NA,NA,NA,NA,"2014","01","12534","auto",NA,NA,NA,NA,NA,NA
"195","2021-03-21 19:33:15-03","UFC","EAC","30911","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Castro, A.S.F.","1056","2001","09","08","Southern America","Brasil",NA,NA,"Árvore.; Mata Seca","EAC0030911","Dicotyledon",NA,"Castro, A.S.F.","Ceará","Bom Jesus, encosta Serra da Ibiapaba","EAC0030911_1 EAC0030911_2","(Vell.) Bureau","Mucambo","-40.7467002868652","-3.90944004058838",NA,NA,NA,NA,"2001","09","12652","auto","08",NA,NA,NA,NA,NA
"196","2021-03-21 19:33:15-03","UFC","EAC","48907","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Silveira, E.R.; Chaguinha","s.n.","2010","08","26","Southern America","Brasil",NA,NA,"Árvore, flor verde, fruto verde e peludo","EAC0048907","Dicotyledon",NA,"Nunes, E.","Ceará",NA,"EAC0048907","(Vell.) Bureau","Tianguá","-40.99169921875","-3.7322199344635",NA,NA,NA,NA,"2011","03","36695","auto","16",NA,NA,NA,NA,NA
"197","2021-03-21 19:33:15-03","UFC","EAC","22261","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Araújo, F.S.","887","1994","07","21","Southern America","Brasil",NA,NA,"Árvore, material tese de doutorado.; Carrasco","EAC0022261","Dicotyledon",NA,"Andrade, I.M.","Ceará","Planalto da Ibiapaba, Jaburuna Sul","EAC0022261","(Vell.) Bureau","Ubajara","-40.9211006164551","-3.85443997383118",NA,NA,NA,NA,NA,NA,"27385","auto",NA,NA,NA,NA,NA,NA
"198","2021-03-21 19:33:15-03","UFC","EAC","27955","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Fernandes, A.; Nunes, E.; Paula-Zárate, E.L.","EAC27955","1999","01","21","Southern America","Brasil",NA,NA,"Mata úmida","EAC0027955","Dicotyledon",NA,"Fernandes, A.; Nunes, E.","Ceará","Planalto da Ibiapaba, PARNA","EAC0027955","(Vell.) Bureau","Ubajara","-40.9211006164551","-3.85443997383118",NA,NA,NA,NA,"1999","02","27385","auto","11",NA,NA,NA,NA,NA
"199","2021-03-21 19:33:15-03","UFC","EAC","6490","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Fernandes, A.; Martins, P.; Matos, F.J.A.","EAC6490","1979","06","14","Southern America","Brasil",NA,NA,"Carrasco","EAC0006490","Dicotyledon",NA,"Scudeller, V.V.","Ceará","Serra da Ibiapaba, Sítio Pará.","EAC0006490","(Vell.) Bureau","Viçosa do Ceará","-41.0922012329102","-3.56222009658813",NA,NA,NA,NA,"1997","10","34051","auto",NA,NA,NA,NA,NA,NA
"200","2021-03-21 19:33:15-03","UFC","EAC","5633","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Fernandes, A.; Martins, P.; Castro, A.J.","EAC5633","1979","02","21","Southern America","Brasil",NA,NA,"Capoeira","EAC0005633","Dicotyledon",NA,"Gentry, A.","Piauí","Depois do Pontão, próximo ao limite MA","EAC0005633","(Vell.) Bureau",NA,NA,NA,NA,NA,NA,NA,"1985",NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2021-03-21 19:33:15-03","UFC","EAC","58144","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Castro, A.S.F.","2835","2014","12","30","Southern America","Brasil",NA,NA,"Árvore.","EAC0058144","Dicotyledon",NA,"Castro, A.S.F.","Ceará","Pará/Mararupá.","EAC0058144","(Vell.) Bureau","Mauriti","-38.7743988037109","-7.38917016983032",NA,NA,NA,NA,"2014","12","29154","auto","30",NA,NA,NA,NA,NA
"202","2021-03-21 19:33:15-03","UFC","EAC","25482","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Andrade, M.","s.n.","1997","09","18","Southern America","Brasil",NA,NA,"Árvore cultivada.; Cerrado","EAC0025482","Dicotyledon",NA,"Fernandes, A.; Nunes, E.","Maranhão","Dentro da Reserva Florestal da Companhia Vale do R","EAC0025482","(Vell.) Bureau","Santa Luzia","-45.6582984924316","-3.96333003044128",NA,NA,NA,NA,"1997","09","96308","auto","26",NA,NA,NA,NA,NA
"203","2021-03-21 19:33:15-03","UFC","EAC","8458","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Fernandes, A.; Nunes, E.","EAC8458","1980","04","20","Southern America","Brasil",NA,NA,"Árvore de 7-9m, flor alaranjada.; Cerrado","EAC0008458","Dicotyledon",NA,"Gentry, A.","Maranhão","Estrada p/ Pastos Bons, BR 230","EAC0008458","(Vell.) Bureau","São joão dos Patos","-43.7022018432617","-6.49499988555908",NA,NA,NA,NA,"1985",NA,"47367","auto",NA,NA,NA,NA,NA,NA
"204","2019-11-25 12:11:41-03","UFSM","SMDB","6979","S","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Chagas; Silva, F","1471","1991","12","10",NA,"Brasil",NA,NA,"Árvore com 25 metros de altura, botões florais marrons, flores amarelas pouco frequente .","SMDB006979",NA,NA,"Soares-Silva, LH","Paraná","Parque Estadual Mata dos Godoy",NA,"(Vell.) Bureau","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"205","2020-12-21 16:18:35-03","MBM","MBM","396748","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Brotto, M.L.; Völtz, R.R.; Völtz, R.R.","1913","2015","04","01","Southern America","Brazil",NA,NA,"Árvore de 10m de altura; frutos verde-claros.; Floresta Ombrófila Densa Submontana.","MBM396748",NA,NA,"Brotto, M.L.","Rio de Janeiro",NA,"MBM396748","(Vell.) Bur. ex Verlot","Santa Maria Madalena","-41.946389","-21.885139","694","694","-41.946389","-21.885139","2015","04",NA,NA,"13",NA,NA,NA,NA,NA
"206","2020-12-21 16:18:35-03","MBM","MBM","422672","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Brotto, M.L.; Cordeiro, J.; Cordeiro, J.","3382","2019","04","02","Southern America","Brazil",NA,NA,"Arbusto com 2 m de altura; flor externamente castanha, internamente amarelo com alaranjado.; Floresta Ombrófila Densa Submontana.","MBM422672",NA,NA,"Kaehler, M.","Espírito Santo","Rodovia ES-264",NA,"(Vell.) Bur. ex Verlot","Santa Leopoldina","-40.465833","-20.055833","220","220","-40.465833","-20.055833","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2020-12-21 16:18:35-03","MBM","MBM","204115","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Hatschbach, G.; Ribas, O.S.; Deodato, F.; Ribas, O.S.; Deodato, F.","65845","1997","01","16","Southern America","Brazil",NA,NA,NA,"MBM204115",NA,NA,"Hatschbach, G.","Bahia","Palmeira",NA,"(Vell.) Bur. ex Verlot","Caetité","-42.4749984741211","-14.0693998336792",NA,NA,NA,NA,NA,NA,"53684","auto",NA,NA,NA,NA,NA,NA
"208","2020-12-21 16:18:35-03","MBM","MBM","139681","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Hage, J.L.; et al.; et al.","2273","1990","08","29","Southern America","Brazil",NA,NA,NA,"MBM139681",NA,NA,"Santos, T.S. dos","Bahia","Rod. BA-052, 9km","MBM139681","(Vell.) Bur. ex Verlot","Jacobina","-40.5182991027832","-11.1806001663208",NA,NA,NA,NA,NA,NA,"62396","auto",NA,NA,NA,NA,NA,NA
"209","2020-12-21 16:18:35-03","MBM","MBM","268460","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Silva, M.M. da; et al.; et al.","310","2000","02","26","Southern America","Brazil",NA,NA,NA,"MBM268460",NA,NA,"Silva, M.M. da","Bahia","Entroncamento - Jequié","MBM268460","(Vell.) Bur. ex Verlot","Maracás","-40.4308013916016","-13.4411001205444",NA,NA,NA,NA,NA,NA,"50558","auto",NA,NA,NA,NA,NA,NA
"210","2020-12-21 16:18:35-03","MBM","MBM","270448","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Forzza, R.C.; et al.; et al.","2050","2002","01","13","Southern America","Brazil",NA,NA,NA,"MBM270448",NA,NA,"Augustin, J.O.","Minas Gerais","Reserva Biológica do Grama","MBM270448","(Vell.) Bur. ex Verlot","Descoberto","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA
"211","2020-12-21 16:18:35-03","MBM","MBM","104685","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Hatschbach, G.; et al.; et al.","50171","1985","11","20","Southern America","Brazil",NA,NA,NA,"MBM104685",NA,NA,"Gentry, A.","Minas Gerais","Virgem da Lapa, arredores","MBM104685","(Vell.) Bur. ex Verlot","Virgem da Lapa","-42.3431015014648","-16.8043994903564",NA,NA,NA,NA,NA,NA,"37634","auto",NA,NA,NA,NA,NA,NA
"212","2020-12-21 16:18:35-03","MBM","MBM","395404","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Engels, M.E.; Michelon, C.; Ferneda Rocha, L.C.; Pereira, S.; Michelon, C.; Ferneda Rocha, L.C.; Pereira, S.","1250","2013","07","16","Southern America","Brazil",NA,NA,"Arbórea. Tronco com casca fenestrada. Folhas com face adaxial verde, abaxial prateada. Folhas com nervação sulcada, reticulada. Fruto caído. Castanho paleáceo meio parateado, felpudo, macio.; Floresta Estacional Semidecidual.","MBM395404",NA,NA,"Engels, M.E.; Imig, D.C.","Paraná","Estação Ecológica do Caiuá, trilha da Cachoeira","MBM395404","(Vell.) Bur. ex Verlot","Diamante do Norte","-52.8596992492676","-22.656400680542",NA,NA,NA,NA,"2013","07","16110","auto","18",NA,NA,NA,NA,NA
"213","2020-12-21 16:18:35-03","MBM","MBM","417859","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Guedes, M.L.; Santos, J.A.; Jesus, A.M.; Santos, J.A.; Jesus, A.M.","25698","2017","06","16","Southern America","Brazil",NA,NA,"Árvore. Folhas digitadas. Folíolos cartáceos, discolores, face abaxial com indumento acinzentado. Fruto cápsula sublenhosa, mais ou menos orbicular, com superfície tuberculado-equinada.; Floresta Estacional Decidual.","MBM417859",NA,NA,"Guedes, M.L.","Bahia","Chapada Diamantina, Mata do CETEP",NA,"(Vell.) Bur. ex Verlot","Wagner","-41.166667","-12.683333",NA,NA,"-41.166667","-12.683333","2017","07",NA,NA,NA,NA,NA,NA,NA,NA
"214","2020-12-21 16:18:35-03","MBM","MBM","401549","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Espírito-Santo, F.S.; Nascimento, M.F.; Nascimento, M.F.","118","2010","07","04","Southern America","Brazil",NA,NA,"Árvore com ca. 5m alt. Folíolos coriáceos, discolores, face adaxial verde-oliva, abaxial cinéria. Cápsulas orbiculares, amarronzadas, fimbriadas.","MBM401549",NA,NA,"Espírito-Santo, F.S.","Bahia","Distrito de Coité, lado direito da rodovia BA 131 (Senhor do Bonfim - Antônio Gonçalves)","MBM401549","(Vell.) Bur. ex Verlot","Senhor do Bonfim","-40.216111","-10.501944","569","569","-40.216111","-10.501944","2010","07",NA,NA,NA,NA,NA,NA,NA,NA
"215","2020-12-21 16:18:35-03","MBM","MBM","55977","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Krapovickas, A.; et al.; et al.","32105","1977","05","01","Southern America","Bolivia",NA,NA,NA,"MBM055977",NA,NA,NA,NA,NA,"MBM055977","(Vell.) Bur. ex Verlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2020-12-21 16:18:35-03","MBM","MBM","221961","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67630","1998","03","11","Southern America","Brazil",NA,NA,NA,"MBM221961",NA,NA,"Hatschbach, G.","Bahia","Serra Geral, Serra do Brejo Grande","MBM221961","(Vell.) Bur. ex Verlot","Boquira","-42.730598449707","-12.8231000900269",NA,NA,NA,NA,NA,NA,"36950","auto",NA,NA,NA,NA,NA,NA
"217","2020-12-21 16:18:35-03","MBM","MBM","201696","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Hatschbach, G.; Silva, J.M.; Deodato, F.; Silva, J.M.; Deodato, F.","65280","1996","07","08","Southern America","Brazil",NA,NA,NA,"MBM201696",NA,NA,"Hatschbach, G.","Espírito Santo","Ca. 10km da rodovia para Afonso Cláudio","MBM201696","(Vell.) Bur. ex Verlot","Laranja da Terra","-41.0567016601562","-19.8988990783691",NA,NA,NA,NA,NA,NA,"17356","auto",NA,NA,NA,NA,NA,NA
"218","2020-12-21 16:18:35-03","MBM","MBM","111542","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Hatschbach, G.; Silva, J.M.; Silva, J.M.","50867","1987","01","11","Southern America","Brazil",NA,NA,NA,"MBM111542",NA,NA,"Gentry, A.","Paraná","Fazenda Cruzeiro","MBM111542","(Vell.) Bur. ex Verlot","Colorado","-51.9730987548828","-22.8374996185303",NA,NA,NA,NA,NA,NA,"18711","auto",NA,NA,NA,NA,NA,NA
"219","2020-12-21 16:18:35-03","MBM","MBM","115114","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Pastore, U.; Klein, R.M.; Klein, R.M.","160","1986","10","28","Southern America","Brazil",NA,NA,NA,"MBM115114",NA,NA,"Pinto, G.C.P.","São Paulo","Reserva Florestal, Morro do Diabo","MBM115114","(Vell.) Bur. ex Verlot","Teodoro Sampaio","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA
"220","2020-12-21 16:18:35-03","MBM","MBM","251400","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Carneiro, J.","835","1999","12","10","Southern America","Brazil",NA,NA,NA,"MBM251400",NA,NA,"Hatschbach, G.","Paraná","Sítio João Donha","MBM251400","(Vell.) Bur. ex Verlot","Ribeirão do Pinhal","-50.3567008972168","-23.4074993133545",NA,NA,NA,NA,NA,NA,"21709","auto",NA,NA,NA,NA,NA,NA
"221","2020-12-21 16:18:35-03","MBM","MBM","119624","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Roderjan, C.V.; Kuniyoshi, Y.S.; Kuniyoshi, Y.S.","604","1987","02","23","Southern America","Brazil",NA,NA,NA,"MBM119624",NA,NA,"Hatschbach, G.","Paraná","Santo Antônio do Caiuá","MBM119624","(Vell.) Bur. ex Verlot","Santo Antônio do Caiuá","-52.3422012329102","-22.7346992492676",NA,NA,NA,NA,NA,NA,"15782","auto",NA,NA,NA,NA,NA,NA
"222","2019-11-01 15:28:05-03","PUC-RIO","FCAB","7342","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","A.G. Christo; E.B. Silva; O.J. Pereira","205","2003","03","28",NA,"Brasil",NA,NA,"Árvore, ca. de 5m de altura; folhas discolores; frutos jovens, pilosos.; Coletada na parte baixa do parque.","007342",NA,"Angiospermae","O.J. Pereira","Espírito Santo","Parque Municipal do Mochuara",NA,"(Vell.) Bureau ex Verl.","Cariacica","-40.4199981689453","-20.2639007568359",NA,NA,NA,NA,"2003","03","18507","auto","28",NA,NA,NA,NA,NA
"223","2019-08-15 09:03:20-03","UESC","UESC","5020","S","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Oliveira, R.P.","461","2000","04","03",NA,"Brasil",NA,NA,"Borda de mata decídua.; Árvore ca. 6m alt.","UESC0005020","Angiospermae","Florideophycidae",NA,"Bahia",NA,NA,"(Vell.) Bureau ex-Verl.","Formosa do Rio Preto","-45.279167","-11.076944","527","527","45W16'45''","11S4'37''",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"224","2019-08-15 09:03:20-03","UESC","UESC","16187","S","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Alba L. F. Chaves","6","2012","11","26",NA,"Brasil",NA,NA,"Caatinga.; Árvore com aproximadamente 5 m de altura.","UESC0016187","Angiospermae","Florideophycidae",NA,"Bahia",NA,NA,"(Vell.) Bureau ex-Verl.","Jequié","-40.0835990905762","-13.8575000762939",NA,NA,NA,NA,NA,NA,"49443","auto",NA,"Dicotyledoneae",NA,NA,NA,NA
"225","2019-08-15 09:03:20-03","UESC","UESC","4886","S","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Ribeiro, T.","138","2001","04","05",NA,"Brasil",NA,NA,"Vegetação Arbórea semi-caducifolia.; Árvore com 8 m de altura.","UESC0004886","Angiospermae","Florideophycidae",NA,"Bahia",NA,NA,"(Vell.) Bureau ex-Verl.","Miguel Calmon","-40.554444","-11.4075","820","820","40W33'16''","11S24'27''",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"226","2019-11-12 14:46:56-03","IFGoiano","IFRV","467","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Michellia Pereira Soares",NA,"2013","04","17",NA,"Brasil",NA,NA,"cerrado","IFRV00000467",NA,NA,NA,"Goiás","UniRV.",NA,"(Vell.) Bureau ex Verl.","Rio Verde","-50.9281005859375","-17.7980995178223",NA,NA,"-509677778.0","177841666.0",NA,NA,"96378","auto",NA,NA,NA,NA,NA,NA
"227","2015-09-04 08:03:06-03","MNHN","RECOLNAT_MNHN_P","P03586268","PreservedSpecimen",NA,"Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Harley, R.M.|Santos, T.S.|Pinheiro, R.S.|Mayo, S.J.|Storr, R.M.",NA,"1977","2","13",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03586268' target='other'> <mi>dwc_moreinfo</mi></a>","P03586268",NA,NA,NA,"Bahia","15-20km from Andaraí, along the road to Itaeté wich branches East off road to Mucugê. 400m.","P03586268_01","(Vell.) Bureau",NA,"-41.2","-12.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18645",NA,NA,NA
"228","2015-09-04 08:03:27-03","MNHN","RECOLNAT_MNHN_P","P03586269","PreservedSpecimen",NA,"Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Glaziou, A.",NA,"1878","12","9",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03586269' target='other'> <mi>dwc_moreinfo</mi></a>","P03586269",NA,NA,NA,"Rio de Janeiro","Sto. Antonio.","P03586269_01","(Vell.) Bureau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11247",NA,NA,NA
"229","2015-09-04 08:03:27-03","MNHN","RECOLNAT_MNHN_P","P03586270","PreservedSpecimen",NA,"Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Glaziou, A.",NA,"1878","12","9",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03586270' target='other'> <mi>dwc_moreinfo</mi></a>","P03586270",NA,NA,NA,"Rio de Janeiro","Sto. Antonio.","P03586270_01","(Vell.) Bureau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11247",NA,NA,NA
"230","2015-09-04 08:03:28-03","MNHN","RECOLNAT_MNHN_P","P03586272","PreservedSpecimen",NA,"Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Mosén",NA,"1875","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03586272' target='other'> <mi>dwc_moreinfo</mi></a>","P03586272",NA,NA,NA,"São Paulo",NA,"P03586272_01","(Vell.) Bureau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3910",NA,NA,NA
"231","2015-09-04 08:03:28-03","MNHN","RECOLNAT_MNHN_P","P03586286","PreservedSpecimen",NA,"Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Mello, C.",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03586286' target='other'> <mi>dwc_moreinfo</mi></a>","P03586286",NA,NA,NA,NA,NA,"P03586286_01","(Vell.) Bureau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA
