"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","class","order","scientificNameAuthorship","year","month","day","imagecode","phylum","identifiedBy","recordNumber","stateProvince","decimalLongitude","decimalLatitude","minimumElevationInMeters","county","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","maximumElevationInMeters"
"11","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005481","PreservedSpecimen","Plantae","Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"A. Schinini;",NA,"Argentina","Dep. Esquina. Esquina.",NA,NA,"Erecto 1m alt, ligulas amarillo-anaranjadas",NA,NA,"Asterales","Benth. & Hook.f.","1986","11","4",NA,"Magnoliophyta",NA,"34950","Corrientes","-59.532","-30.017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005482","PreservedSpecimen","Plantae","Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"A. Schinini;",NA,"Argentina","Dep. Bermejo, Isla del Cerrito, confluencia de los rios Paraguay y Parana.",NA,NA,"Erecta, 1m alt, ramosa, ligulas amarillo-ro",NA,NA,"Asterales","Benth. & Hook.f.","1993","1","18",NA,"Magnoliophyta","C. L. Cristóbal","27532","Chaco","-58.647","-27.316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-11-21 14:31:14-03","UFJF","CESJ","58693","PreservedSpecimen","Plantae","Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"A. Schinini; et al.","América do Sul","Paraguai","41 Km SW de Pedro Juan Caballero, por Ruta 5. Itapopó.",NA,NA,"Arbusto 2 m alt. ramoso; hojas ásperas, verde claro. Flores anaranjadas, lígula amarillo-oro. Escaso.","CESJ058693",NA,NA,"(Hook. & Am.) Benth & Hook.","1997","12","12","CESJ058693","Angiosperma","M. Dematteis","35416","Amambay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-11-21 14:31:14-03","UFJF","CESJ","55308","PreservedSpecimen","Plantae","Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"J.M. Silva; E. Barbosa","América do Sul","Brasil","Morraria do Sul",NA,NA,"Ereta, flor alvacenta. Margem do rio encachoeirado.","CESJ055308",NA,NA,"(Hook. & Am.) Benth & Hook.","2006","06","12","CESJ055308","Angiosperma","H.Robinson","4975","Mato Grosso do Sul","-56.7150001525879","-20.5386009216309",NA,"Bodoquena","2008","47684","auto",NA,NA,NA,NA,NA,NA,NA
"15","2021-04-07 11:41:17-03","UFMS","CGMS","39973","PreservedSpecimen","Plantae","Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"D.T. Azevedo; D.B. Borges; A.P.P. Oliveira; L.V. Silva; F. A. Ferreira",NA,"Brasil","Base de Estudo do Pantanal/ Rio Miranda.",NA,NA,"Capitulo amarelo. SemFruto. Habitat: Mata ciliar. Solo arenoso. Habito: Erva emergente.","CGMS1069352",NA,NA,"(Hook. & Arn.) Benth. & Hook.","2012","10","16",NA,NA,"F.A. Ferreira","186","Mato Grosso do Sul","-57.0166667","-19.5780556",NA,"Corumbá","2012",NA,NA,"10","16","-57,0166667","-19,5780556",NA,NA,NA
"16","2021-04-07 11:41:17-03","UFMS","CGMS","39931","PreservedSpecimen","Plantae","Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"D.T. Azevedo; D.B. Borges; A.P.P. Oliveira; L.V. Silva; A. Pott",NA,"Brasil","Parque Nacional da Serra da Bodoquena/ Rio Taquaral.",NA,NA,"Capitulo amarelo. SemFruto. Habitat: Campo aberto. Habito: Erva.","CGMS1069310",NA,NA,"(Hook. & Arn.) Benth. & Hook.","2012","10","18",NA,NA,"A. Pott","144","Mato Grosso do Sul","-56.7833333","-20.4444444",NA,"Bonito","2012",NA,NA,"10","18","-56,7833333","-20,4444444",NA,NA,NA
"17","2020-12-21 16:14:12-03","MBM","MBM","048448","PreservedSpecimen","Plantae","Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"Krapovickas, A.; Cristóbal, C.L.; Cristóbal, C.L.","Southern America","Argentina","Costa del Río Paraná.",NA,NA,"Subarbusto erecto de 1,50 m de altura, flores amarillas.","MBM048448",NA,NA,"(Hook. & Arn.) Benth. & Hook f. ex Baker","1976","08","17","MBM048448",NA,NA,"29596","Corrientes",NA,NA,NA,"Capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:14:12-03","MBM","MBM","110969","PreservedSpecimen","Plantae","Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"Schinini, A.; Niklas, C.; Vodicka, M.; Niklas, C.; Vodicka, M.","Southern America","Argentina","Pto. Antequera.",NA,NA,"2-3 m de alto. Flores amarillo-oro.; Ribera inundable del Río Paraná.","MBM110969",NA,NA,"(Hook. & Arn.) Benth. & Hook f. ex Baker","1985","04","25","MBM110969",NA,NA,"24317","Chaco",NA,NA,NA,"Primero de Mayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:14:12-03","MBM","MBM","156043","PreservedSpecimen","Plantae","Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"Gravetto, M.; Milano; Milano","Southern America","Argentina","Puerto Constanza",NA,NA,NA,"MBM156043",NA,NA,"(Hook. & Arn.) Benth. & Hook f. ex Baker","1948","04",NA,"MBM156043",NA,"Cabrera, A.L.","5037","Entre Ríos",NA,NA,NA,"Gualeguaychú","1970",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:14:12-03","MBM","MBM","162543","PreservedSpecimen","Plantae","Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"Schinini, A.","Southern America","Argentina","Isla del Cerrito",NA,NA,"Erecta, 1 m altura, ramosa, lígulas amarillo-oro.; Crece en suelos inundables, a media sombra.","MBM162543",NA,NA,"(Hook. & Arn.) Benth. & Hook f. ex Baker","1993","01","18","MBM162543",NA,"Cristóbal, C.L.","27532","Chaco",NA,NA,NA,"Bermejo","1993",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:14:12-03","MBM","MBM","280375","PreservedSpecimen","Plantae","Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"Schinini, A.; Dematteis, M.; Dematteis, M.","Southern America","Paraguay",NA,NA,NA,"Arbusto 2 m de altura, ramoso, hojas asperas, verde claro. Flores anaranjadas, ligulas amarillo-oro. Escaso.","MBM280375",NA,NA,"(Hook. & Arn.) Benth. & Hook f. ex Baker","1997","12","12","MBM280375",NA,"Dematteis, M.","35416","Amambay",NA,NA,NA,"Pedro Juan Caballero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:14:12-03","MBM","MBM","45769","PreservedSpecimen","Plantae","Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"Krapovickas, A.; Cristóbal, C.L.; Irigoyen, J.; Schinini, A.; Cristóbal, C.L.; Irigoyen, J.; Schinini, A.","Southern America","Argentina",NA,NA,NA,"Subarbusto más o menos 2 m de altura, flores amarillas.; Islas.","MBM045769",NA,NA,"(Hook. & Arn.) Benth. & Hook f. ex Baker","1974","11","30","MBM045769",NA,"Cabrera, A.L.","26888","Corrientes",NA,NA,NA,"Esquina","1976",NA,NA,"04",NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:14:12-03","MBM","MBM","55878","PreservedSpecimen","Plantae","Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"Arbo, M.M.","Southern America","Argentina",NA,NA,NA,NA,"MBM055878",NA,NA,"(Hook. & Arn.) Benth. & Hook f. ex Baker","1977","08",NA,"MBM055878",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:14:12-03","MBM","MBM","55878","PreservedSpecimen","Plantae","Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"Arbo, M.M.","Southern America","Argentina",NA,NA,NA,"Flores amarillo intenso.; Costa del Río.","MBM055878",NA,NA,"(Hook. & Arn.) Benth. & Hook f. ex Baker","1977","08",NA,"MBM055878",NA,NA,"1523","Corrientes",NA,NA,NA,"Capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:14:12-03","MBM","MBM","56016","PreservedSpecimen","Plantae","Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"Cristóbal, C.L.","Southern America","Argentina","Isla Brasilera",NA,NA,"Erecta, 60-80 cm alt. Flores amarillas.; Borde de cultivo sobre la costa.","MBM056016",NA,NA,"(Hook. & Arn.) Benth. & Hook f. ex Baker","1977","05","29","MBM056016",NA,"Cabrera, A.L.","1540","Chaco",NA,NA,NA,"Bermejo","1977",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:14:12-03","MBM","MBM","67368","PreservedSpecimen","Plantae","Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"Schinini, A.","Southern America","Argentina","Isla Soto",NA,NA,"Flores amarillo-naranja.; En pajonal de panucum prionitis.","MBM067368",NA,NA,"(Hook. & Arn.) Benth. & Hook f. ex Baker","1978","11","28","MBM067368",NA,NA,"16138","Chaco",NA,NA,NA,"San Fernando",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:14:12-03","MBM","MBM","70428","PreservedSpecimen","Plantae","Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"Saénz, A.A.","Southern America","Argentina","La Balandra, Costa del Río de La Plata.",NA,NA,NA,"MBM070428",NA,NA,"(Hook. & Arn.) Benth. & Hook f. ex Baker","1978","03","09","MBM070428",NA,"Saénz, A.A.","69","Buenos Aires",NA,NA,NA,"La Plata","1978",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:14:12-03","MBM","MBM","70428","PreservedSpecimen","Plantae","Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"Sáenz, A.A.","Southern America","Argentina",NA,NA,NA,NA,"MBM070428",NA,NA,"(Hook. & Arn.) Benth. & Hook f. ex Baker","1978","03","09","MBM070428",NA,"Sáenz, A.A.","69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:14:12-03","MBM","MBM","318431","PreservedSpecimen","Plantae","Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"Silva, J.M.; Barboza, E.; Barboza, E.","Southern America","Brazil","Rio Paraguai.",NA,NA,"Arbusto, 1 m, capítulo amarelo.; Margem do rio.","MBM318431",NA,NA,"(Hook. & Arn.) Benth. & Hook f. ex Baker","2006","06","12","MBM318431",NA,"Robinson, H.","4875","Mato Grosso do Sul","-57.8824996948242","-21.6989002227783",NA,"Porto Murtinho","2006","185577","auto",NA,NA,NA,NA,NA,NA,NA
"30","2015-09-04 05:06:37-03","MNHN","RECOLNAT_MNHN_P","P02514663","PreservedSpecimen",NA,"Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"Balansa|Benjamin",NA,"Paraguay","Paraguari, dans les pâturages.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02514663' target='other'> <mi>dwc_moreinfo</mi></a>","P02514663",NA,NA,"Benth. & Hook.f.","1875","1","1","P02514663_01",NA,NA,NA,"Paraguarí","-57.15032","-25.62878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2015-09-04 05:06:37-03","MNHN","RECOLNAT_MNHN_P","P02514664","PreservedSpecimen",NA,"Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,NA,NA,"Paraguay",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02514664' target='other'> <mi>dwc_moreinfo</mi></a>","P02514664",NA,NA,"Benth. & Hook.f.","1876","12","1","P02514664_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2015-09-04 05:06:37-03","MNHN","RECOLNAT_MNHN_P","P02514668","PreservedSpecimen",NA,"Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,NA,NA,"Paraguay","Bords souvent submergés du Rio - Paraguay à l'assomption.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02514668' target='other'> <mi>dwc_moreinfo</mi></a>","P02514668",NA,NA,"Benth. & Hook.f.","1874","4","28","P02514668_01",NA,NA,NA,"Asunción - Distrito Capital","-57.63777","-25.27906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2015-09-04 05:06:37-03","MNHN","RECOLNAT_MNHN_P","P02514666","PreservedSpecimen",NA,"Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"Balansa|Benjamin",NA,"Paraguay","Bords souvent submergés du Rio-Paraguay à l'Assomption.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02514666' target='other'> <mi>dwc_moreinfo</mi></a>","P02514666",NA,NA,"Benth. & Hook.f.","1874","4","28","P02514666_01",NA,NA,NA,"Asunción - Distrito Capital","-57.6487","-25.28533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-11 17:17:59-03","UFPR","UPCB","46786","PreservedSpecimen","Plantae","Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"Schinini, A.",NA,"Paraguai","Dep. Amambay, 41km SW de Pedro Juan Caballero, por ruta 5, Itapopó",NA,NA,"Arbusto 2m, ramoso, hojas ásperas, verde claro, flores anaranjadas, lígulas amarillo-oro, escaso..",NA,NA,NA,"(Hook. & Arn.) Benth. & Hook.f.","1997","12","12",NA,NA,"Dematteis, M.","35416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2008-05-27 22:02:00-03","MO","MOBOT","568933","PreservedSpecimen","Plantae","Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"Elsa M. Zardini|M. Velázquez","South America","Paraguay","Confluence of Río Paraguay and Río Salado. Inundated savanna.",NA,NA,NA,NA,NA,NA,"(Hook. & Arn.) Benth. & Hook. f. ex Baker","1990","7","21",NA,NA,"H. Robinson (US)","Zardini 22278","Cordillera","-57.5","-25.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"394","4",NA
"36","2008-05-27 22:02:00-03","MO","MOBOT","566379","PreservedSpecimen","Plantae","Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"Elsa M. Zardini|U. Velázquez","South America","Paraguay","Confluence of Río Paraguay and Río Salado. Inundated savanna on clay.",NA,NA,NA,NA,NA,NA,"(Hook. & Arn.) Benth. & Hook. f. ex Baker","1990","3","3",NA,NA,"H. Robinson (US)","Zardini 19924","Cordillera","-57.5","-25.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"310","4",NA
"37","2008-05-27 22:02:00-03","MO","MOBOT","574220","PreservedSpecimen","Plantae","Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"Elsa M. Zardini|M. Velázquez","South America","Paraguay","Río Salado basin, 7 km. Northeast of Emboscada. Inundated savanna.",NA,NA,NA,NA,NA,NA,"(Hook. & Arn.) Benth. & Hook. f. ex Baker","1989","11","18",NA,NA,"H. Robinson (US)","Zardini 16695","Cordillera","-57.5","-25.11666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"200","4",NA
"38","2013-09-05 17:30:00-03","MO","MOBOT","100626830","PreservedSpecimen","Plantae","Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"Angel L. Cabrera","South America","Argentina","Canal Oeste, frente a la des Fileria.",NA,NA,NA,NA,NA,NA,"(Hook. & Arn.) Benth. & Hook. f. ex Baker","1945","1","4",NA,NA,NA,"Cabrera 9994","Buenos Aires",NA,NA,NA,"La Plata",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"39","2009-07-31 09:44:00-03","MO","MOBOT","2247701","PreservedSpecimen","Plantae","Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"Renée H. Fortunato|Susana Crespo|Elisa G. Nicora|Colaboradores","South America","Argentina","Parque Nac. Pilcomayo, alrededores de la Laguna Blanca.",NA,NA,NA,NA,NA,NA,"(Hook. & Arn.) Benth. & Hook. f. ex Baker","1992","3","14",NA,NA,NA,"Fortunato 2719","Formosa",NA,NA,NA,"Pilcomayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2010-05-16 08:12:00-03","MO","MOBOT","2247724","PreservedSpecimen","Plantae","Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"Aurelio Schinini","South America","Argentina","Isla del Cerrito, confluencia de los ríos Paraguay y Paraná",NA,NA,NA,NA,NA,NA,"(Hook. & Arn.) Benth. & Hook. f. ex Baker","1993","1","18",NA,NA,"Cristóbal, C. L., //","Schinini Cacace 27532","Chaco",NA,NA,NA,"Bermejo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2008-05-27 22:02:00-03","MO","MOBOT","2247746","PreservedSpecimen","Plantae","Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"Luis Ariza Espinar","South America","Argentina","Ruta nº 11: Poco antes del límite con Formosa",NA,NA,NA,NA,NA,NA,"(Hook. & Arn.) Benth. & Hook. f. ex Baker","1967","9","22",NA,NA,NA,"Ariza Espinar 2313","Chaco",NA,NA,NA,"Bermejo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2011-04-03 21:11:00-03","MO","MOBOT","2344922","PreservedSpecimen","Plantae","Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"A. Di Giácomo","South America","Argentina","Reserva Ecológica El Bagual",NA,NA,NA,NA,NA,NA,"(Hook. & Arn.) Benth. & Hook. f. ex Baker","2000","1","12",NA,NA,"Cristóbal, C. L., //","Di Giácomo 456","Formosa",NA,NA,NA,"Laishí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2011-04-03 21:11:00-03","MO","MOBOT","2396217","PreservedSpecimen","Plantae","Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"A. Di Giácomo","South America","Argentina","Reserva Ecológica El Bagual",NA,NA,NA,NA,NA,NA,"(Hook. & Arn.) Benth. & Hook. f. ex Baker","2000","1","12",NA,NA,"Cristóbal, C. L., //","Di Giácomo 456","Formosa",NA,NA,NA,"Laishí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2011-10-05 10:17:00-03","MO","MOBOT","2403901","PreservedSpecimen","Plantae","Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"Renée H. Fortunato|A. D'Agostini|Alejandro J. Martínez","South America","Argentina","Pto. Antequera, 2 km al W de la Isla del Cerrito.",NA,NA,NA,NA,NA,NA,"(Hook. & Arn.) Benth. & Hook. f. ex Baker","1998","12","5",NA,NA,"Sáenz, A. A.","Fortunato 6108","Chaco","-58.86666","-27.41666","21.00000000","Bermejo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2016-11-15 05:15:00-02","MO","MOBOT","2490366","PreservedSpecimen","Plantae","Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"Antonio C. Krapovickas|R.M. Harley|Carmen L. Cristóbal|Aurelio Schinini","South America","Paraguay","Acosta Ñú,4 km de Ytororó hacia el río Paraguay",NA,NA,NA,NA,NA,NA,"(Hook. & Arn.) Benth. & Hook. f. ex Baker","1994","10","16",NA,NA,NA,"Krapovickas 45652","Central","-57.53333","-25.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2014-12-07 17:36:00-02","MO","MOBOT","3259594","PreservedSpecimen","Plantae","Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"Aurelio Schinini|Marita Dematteis","South America","Paraguay","41 Km Sw de Pedro Juan Caballero, por Ruta 5. Itapopo",NA,NA,NA,NA,NA,NA,"(Hook. & Arn.) Benth. & Hook. f. ex Baker","1997",NA,NA,NA,NA,"M. Dematteis","Schinini Cacace 35416","Amambay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2008-05-27 22:02:00-03","MO","MOBOT","567171","PreservedSpecimen","Plantae","Asteraceae","Aspilia","silphioides","Aspilia silphioides",NA,"Elsa M. Zardini|C. Velázquez","South America","Paraguay","Tavarory, Río Paraguay. Gallery forest.",NA,NA,NA,NA,NA,NA,"(Hook. & Arn.) Benth. & Hook. f. ex Baker","1990","11","17",NA,NA,"H. Robinson (US)","Zardini 24148","Central","-57.5","-25.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"468","4",NA
