"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","phylum","order","recordNumber","continentOcean","preparationType","imagecode","coordinatePrecision","geoFlag","class","infraspecificEpithet","relatedCatalogItem","typeStatus","eventTime","individualCount"
"47","2020-10-14 10:03:22-03","FURB","FURB","27993","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Sobral, M","2010","08","25","Dreveck, S.; Carneiro, F.E.","2009","12","15","Brasil","Santa Catarina","Joinville","Serra Dona Francisca - SC-301.","-49.0477777","-26.1925","-49.0477777","-26.1925000","27","27","Fito IFFSC 1048 /S/42 e L/02 Habitat: Floresta Ombrófila Densa; Estágio Avançado; área inclinada Habito: arbórea; Fruto amarelo;","FURB32266",NA,NA,"1528",NA,NA,"FURB32266",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-10-14 10:03:22-03","FURB","FURB","30243","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Sobral, M","2010","08","15","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2010","02","02","Brasil","Santa Catarina","Joinville","Rio Manso.","-49.14","-26.28","-49.1400000","-26.2800000","770","770","Florística IFFSC e1025a (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Primário; interior do fragmento Habito: arbusto; Fruto vinho;","FURB32267",NA,NA,"1202",NA,NA,"FURB32267",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-10-14 10:03:22-03","FURB","FURB","46800","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Oliveira, AA de","2015","03","27","Oliveira, A.A. de","2015","03","27","Brasil","Santa Catarina","Corupá","Sertãozinho.","-49.41","-26.3697223","-49.4100000","-26.3697223","857","857","Regeneração IFFSC 991 /S/43 Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio médio de regeneração Habito: arbustiva;","FURB32265",NA,NA,"1396",NA,NA,"FURB32265",NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-08 08:53:48-03","FURB","FURB","48674","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Oliveira, AA de","2015","10","30","Oliveira, A.A. de","2015","10","30","Brasil","Santa Catarina","Garuva","Palmital.","-48.78","-26.0086111","-48.7800000","-26.0086111","39","39",NA,"FURB48674",NA,NA,"2698",NA,NA,"FURB48674",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-10-14 10:03:22-03","FURB","FURB","2850","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Sobral, M","1998",NA,NA,"Silva, J.M.; Barbosa, E. & Ribas, O.S.","1997","10","06","Brasil","Paraná","Campina Grande do Sul","Sítio do Belizário.","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"FURB02453",NA,NA,NA,NA,NA,"FURB02453","55154","auto",NA,NA,NA,NA,NA,NA
"52","2021-03-16 17:53:53-03","UCS","HUCS","27181","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D. Legrand) Sobral","Sobral, M.","2005",NA,NA,"Silva, J.M.","2003","11","02","Brasil","Paraná","Doutor Ulysses","Cabeceiras do Ribeirão do Tigre","-49.4197006225586","-24.5680999755859",NA,NA,NA,NA,"árvore 6m, flor alva.; floresta",NA,"Angiospermae","Myrtales","3831",NA,NA,NA,"32237","auto",NA,NA,NA,NA,NA,NA
"53","2021-03-16 17:53:53-03","UCS","HUCS","15028","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D. Legrand) Sobral","Sobral, M.","1999",NA,NA,"Silva, J.M.","1996","10","31","Brasil","Paraná","São José dos Pinhais","Castelhanos, Rio São João","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"árvore, 15m, frutos imaturos verdes; floresta atlântica",NA,"Angiospermae","Myrtales","1766",NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA
"54","2014-10-14 15:56:58-03","BS","M","M-0170996","S","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral",NA,NA,NA,NA,"Reitz, R.","1957","06","14","Brasil",NA,NA,"Santa Catarina, Sabiá, Vidal Ramos",NA,NA,NA,NA,NA,NA,NA,"M0170996","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"NOTATYPE","21:00",NA
"55","2014-10-14 15:56:58-03","BS","M","M-0170997","S","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral",NA,NA,NA,NA,"Klein, R.M.","1954","12","13","Brasil",NA,NA,"Santa Catarina, Braco Joaquim, Luis Alves",NA,NA,NA,NA,NA,NA,NA,"M0170997","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"NOTATYPE","21:00",NA
"56","2019-06-27 10:25:52-03","UFES","VIES","40055","S","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral",NA,NA,NA,NA,"Gomes, J.M.L.","2011","01","15","Brasil","Espírito Santo","Anchieta","Área da Samarco.","-40.6455993652344","-20.8057994842529",NA,NA,NA,NA,NA,"VIES040055",NA,NA,"4212",NA,NA,"VIES040055","28755","auto",NA,NA,NA,NA,NA,NA
"57","2021-02-12 18:12:20-03","UFES","VIES","14265","S","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Sobral, M.","2003",NA,NA,"Thomaz, L.D.","2003",NA,NA,"Brasil","Espírito Santo","Aracruz",NA,"-40.2733001708984","-19.8202991485596",NA,NA,NA,NA,NA,"VIES014265",NA,NA,"s.n.",NA,NA,"VIES014265","37987","auto",NA,NA,NA,NA,NA,NA
"58","2021-02-12 18:12:20-03","UFES","VIES","14055","S","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","A. Giaretta","2017","09",NA,"s.col.",NA,NA,NA,"Brasil","Espírito Santo","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,"VIES014055",NA,NA,"s.n.",NA,NA,"VIES014055",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-04-27 16:10:45-03","UFES","VIES","20785","S","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","A.C. Tuler","2014","03","11","Pereira, M.A.","1997","08","12","Brasil","Espírito Santo","Aracruz",NA,"-40.2733001708984","-19.8202991485596",NA,NA,NA,NA,NA,"VIES020785",NA,NA,"117",NA,NA,NA,"37987","auto",NA,NA,NA,NA,NA,NA
"60","2019-08-16 08:40:15-03","UTFPR","HCF","15494","S","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D. Legrand) Sobral","M.L. Brotto","2018",NA,NA,"M.G. Caxambu","2014","10","31","Brasil","PR","Guaraqueçaba","Agropecuária Bananal. Propriedade do Sr.","-48.385167","-25.177722","48°23'06,6 W","25°10'39,8 S","19","19","árvore ca. 8 m, ripária, semi-ciófila. Frutos maduros amarelos.",NA,NA,NA,"5729",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-08-16 08:40:15-03","UTFPR","HCF","18537","S","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D. Legrand) Sobral","M.L. Brotto","2014","08","04","M.L. Brotto","2014","07","09","Brasil","PR","Campina Grande do Sul","próximo à Serra do Capivari","-48.858056","-25.17","48°51'29 W","25°10'12 S","870","870","árvore de 8 m; frutos maduros amarelos e imaturos verdes. Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.",NA,NA,NA,"1703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-02-25 11:32:14-03","UTFPR","HCF","30556","S","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D. Legrand) Sobral","F. Marinero","2019","09","10","F. Marinero","2016","12","19","Brasil","PR","Guaraqueçaba","RPPN Salto Morato","-48.293056","-25.1575","48°17'35 W","25°09'27 S","310","310","árvore 20 m. Frutos verdes.",NA,NA,NA,"537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-06-29 09:31:29-03","UFRRJ","RBR","45255","S","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral",NA,NA,NA,NA,"M.C. Souza; T. Silva, N.G. Antas","2012","09","25","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Lago Azul descendo o rio Campo Belo. Beira do rio.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,"RBR00045255",NA,NA,"1099",NA,NA,"RBR00045255","19648","auto",NA,NA,NA,NA,NA,NA
"64","2020-06-29 09:31:29-03","UFRRJ","RBR","42256","S","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","L.F. Gonçalves",NA,NA,NA,"L.F. Gonçalves","2015","11","16","Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos. Trilha do Rancho Frio. Parque Nacional da Serra dos Órgãos","-43.0025","-22.458889","43º0'9''W","22º27'32''S","1272","1272",NA,"RBR00042256",NA,NA,"185",NA,NA,"RBR00042256",NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-06-29 09:31:29-03","UFRRJ","RBR","45058","S","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","M.M. Morelli","2008","10",NA,"O.M. Passarin; L.G. Temponi, Ciências. Ciências","2008","11","06","Brasil","Paraná","Cascavel","Parque Ecológico Paulo Gorski, Lago Municipal.","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,NA,"RBR00045058",NA,NA,"1",NA,NA,"RBR00045058","47841","auto",NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:36:34-03","MBM","MBM","47326","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Sobral, M.",NA,NA,NA,"Hatschbach, G.","1962","12","16","Brazil","Paraná","Campina Grande do Sul","Jaguatirica","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM047326",NA,NA,"9687","Southern America",NA,"MBM047326","55154","auto",NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:36:34-03","MBM","MBM","71961","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Sobral, M.",NA,NA,NA,"Hatschbach, G.; Landrum, L.R.; Landrum, L.R.","1981","12","10","Brazil","Paraná","Antonina","Reserva Biológica de Sapitanduva","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"MBM071961",NA,NA,"44462","Southern America",NA,"MBM071961","38300","auto",NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:36:34-03","MBM","MBM","290134","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Sobral, M.",NA,NA,NA,"Silva, J.M.; Lucas, E.; Mazine, F.F.; Lucas, E.; Mazine, F.F.","2003","11","02","Brazil","Paraná","Doutor Ulysses","Cabeceiras do Ribeirão do Tigre","-49.4197006225586","-24.5680999755859",NA,NA,NA,NA,NA,"MBM290134",NA,NA,"3831","Southern America",NA,"MBM290134","32237","auto",NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:36:34-03","MBM","MBM","3597","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Sobral, M.",NA,NA,NA,"Hatschbach, G.","1967","07","27","Brazil","Paraná","Paranaguá","Rio das Pombas","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM003597",NA,NA,"16778","Southern America",NA,"MBM003597","24916","auto",NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:36:34-03","MBM","MBM","200997","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Sobral, M.",NA,NA,NA,"Silva, J.M.; Saldanha, J.; Saldanha, J.","1996","10","31","Brazil","Paraná","São José dos Pinhais","Castelhanos, rio São João","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM200997",NA,NA,"1766","Southern America",NA,"MBM200997","45291","auto",NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:36:34-03","MBM","MBM","390626","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Brotto, M.L.","2014","08","04","Brotto, M.L.; Silva, J.M.; Santos, T.F.; Silva, J.M.; Santos, T.F.","2014","07","09","Brazil","Paraná","Campina Grande do Sul","próximo à Serra do Capivari","-48.858056","-25.17","-48.858056","-25.17","870","870","Árvore de 8m; frutos maduros amarelos e imaturos verdes.; Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.","MBM390626",NA,NA,"1703","Southern America",NA,"MBM390626",NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:36:34-03","MBM","MBM","416575","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Marinero, F.","2019","09","10","Marinero, F.; Brotto, M.L.; Brotto, M.L.","2016","12","19","Brazil","Paraná","Guaraqueçaba","RPPN Salto Morato","-48.293","-25.157444","-48.293","-25.157444","310","310","Árvore 20 m; frutos verdes.; Floresta Ombrófila Densa Submontana.","MBM416575",NA,NA,"537","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:36:34-03","MBM","MBM","427203","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Sobral, M.","2010","08","15","Cadorin, T.J.; Grosh, B.; Zimmermann, R.; Grosh, B.; Zimmermann, R.","2010","02","02","Brazil","Santa Catarina","Joinville","Rio Manso","-49.14","-26.28","-49.14","-26.28","770","770","Arbusto, fruto vinho; Floresta Ombrófila Densa. Estágio Primário de regeneração. Interior do fragmento.","MBM427203",NA,NA,"1202","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:36:34-03","MBM","MBM","47325","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral",NA,NA,NA,NA,"Hatschbach, G.","1947","12","26","Brazil","Paraná","Quatro Barras","Morro Anhagava, Base","-49.005367","-25.386325","-49.005367","-25.386325","1000","1000","Árvore 30m, flor branca perfumada; em mata higrófila; Árvore 30m, flor branca perfumada.; Mata higrófila.","MBM047325",NA,NA,"825","Southern America",NA,"MBM047325",NA,NA,NA,NA,NA,"PARATYPE",NA,NA
"75","2020-12-21 16:36:34-03","MBM","MBM","63695","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Sobral, M.",NA,NA,NA,"Hatschbach, G.","1973","11","19","Brazil","Paraná","Antonina","Cabeceiras do Rio Pequeno","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"MBM063695",NA,NA,"33406","Southern America",NA,"MBM063695","38300","auto",NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:36:34-03","MBM","MBM","169852","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Sobral, M.",NA,NA,NA,"Hatschbach, G.; Deodato, F.; Deodato, F.","1994","11","14","Brazil","Paraná","Antonina","Porto das Moças","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"MBM169852",NA,NA,"61220","Southern America",NA,"MBM169852","38300","auto",NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:36:34-03","MBM","MBM","216244","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Sobral, M.",NA,NA,NA,"Silva, J.M.; Barboza, E.; Ribas, O.S.; Barboza, E.; Ribas, O.S.","1997","10","05","Brazil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM216244",NA,NA,"2062","Southern America",NA,"MBM216244","55154","auto",NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:36:34-03","MBM","MBM","2694","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Sobral, M.",NA,NA,NA,"Hatschbach, G.","1967","05","17","Brazil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM002694",NA,NA,"16407","Southern America",NA,"MBM002694","55154","auto",NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:36:34-03","MBM","MBM","289149","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Sobral, M.",NA,NA,NA,"Mazine, F.F.; et al.; et al.","2003","11","02","Brazil","Paraná","Cerro Azul","Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,NA,NA,NA,"MBM289149",NA,NA,"969","Southern America",NA,"MBM289149","32006","auto",NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:36:34-03","MBM","MBM","8995","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Sobral, M.",NA,NA,NA,"Hatschbach, G.","1968","11","21","Brazil","Paraná","Guaraqueçaba","Rio do Cedro","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"MBM008995",NA,NA,"20364","Southern America",NA,"MBM008995","37295","auto",NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:36:34-03","MBM","MBM","3825","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Sobral, M.",NA,NA,NA,"Hatschbach, G.; Haas, H.; Haas, H.","1967","08","09","Brazil","Paraná","Guaraqueçaba","Serrinha","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"MBM003825",NA,NA,"16883","Southern America",NA,"MBM003825","37295","auto",NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:36:34-03","MBM","MBM","4887","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Sobral, M.",NA,NA,NA,"Hatschbach, G.","1967","10","20","Brazil","Paraná","Guaratuba","Praia do Mendanha","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"MBM004887",NA,NA,"17888","Southern America",NA,"MBM004887","41937","auto",NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:36:34-03","MBM","MBM","2400","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Sobral, M.",NA,NA,NA,"Hatschbach, G.","1966","11","29","Brazil","Paraná","Morretes","Rio Ipiranga","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM002400",NA,NA,"15296","Southern America",NA,"MBM002400","30514","auto",NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:36:34-03","MBM","MBM","47327","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral",NA,NA,NA,NA,"Reitz, R.; Klein, R.M.; Klein, R.M.","1954","08","05","Brazil","Santa Catarina","Itajaí","Cunhas","-48.6618995666504","-26.9078006744385",NA,NA,"10","10","Mata. Árvore 12m alt.; Fruto maduro alaranjado; Árvore 12m, fruto maduro alaranjado.; Mata.","MBM047327",NA,NA,"2037","Southern America",NA,"MBM047327","27253","auto",NA,NA,NA,"PARATYPE",NA,NA
"85","2020-12-21 16:36:34-03","MBM","MBM","238816","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Sobral, M.",NA,NA,NA,"Sobral, M.","1992","07",NA,"Brazil","São Paulo","Peruíbe","Reserva Ecológica da Juréia","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,"MBM238816",NA,NA,"7449","Southern America",NA,"MBM238816","21922","auto",NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:36:43-03","MBM","MBM","14387","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stictosepala","Eugenia stictosepala melanogyna","D.Legrand","Sobral, M.",NA,NA,NA,"Lindeman, J.; Haas, H.; Haas, H.","1966","01","08","Brazil","Paraná","Morretes","Estrada da Graciosa, Vista Cavalcanti","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM014387",NA,NA,"189","Southern America",NA,"MBM014387","30514","auto",NA,"melanogyna",NA,NA,NA,NA
"87","2020-10-01 14:24:03-03","JBB","HEPH","29193","S","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Sobral, M","2009",NA,NA,"Stival-Santos, A; Silveira, S","2009","11","20","Brasil","Santa Catarina","Itajaí","Brilhante.","-48.780278","-26.999722","-48.780278","-26.999722","72","72","IFFSC 640, entorno do fragmento.",NA,"Dicotyledon","Myrtales","1259","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-11 11:39:11-03","UFMG","BHCB","38413","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-12-11 11:39:11-03","UFMG","BHCB","96349","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral",NA,NA,NA,NA,"equipe acaraú","2004","09","15","Brasil","Santa Catarina",NA,"faz. Acaraú",NA,NA,NA,NA,NA,NA,"Árvore, fruto imaturo verde.",NA,"Dicotyledon",NA,"123","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-11 11:39:11-03","UFMG","BHCB","96351","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral",NA,NA,NA,NA,"Iza, OB","2005","06","21","Brasil","Santa Catarina",NA,"faz. Acaraú",NA,NA,NA,NA,NA,NA,"Arvoreta, fruto imaturo verde.",NA,"Dicotyledon",NA,"200","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-11 11:39:11-03","UFMG","BHCB","97337","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral",NA,"2019","04",NA,"Sobral, M; et al.","1993","10",NA,"Brasil","São Paulo","Peruíbe","Jureia","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"Arbusto em beira de mata, 2-3m. Frutos imaturos; Beira de mata","BHCB050460","Dicotyledon",NA,"7607","Southern America",NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA
"92","2020-12-11 11:39:11-03","UFMG","BHCB","174055","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral",NA,"2011",NA,NA,"Stehmann, JR; Sobral, M","1994","08","17","Brasil","São Paulo","Peruibe","Juréia, Trilha de Grajaúna-Guilherme","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"Árvore, frutos imaturos verdes","BHCB019520","Dicotyledon",NA,"1418","Southern America",NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA
"93","2020-12-11 11:39:11-03","UFMG","BHCB","113509","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral",NA,"2001",NA,NA,"Demuner, V; Bausen, E","2000","01","13","Brasil","Espírito Santo","Santa Teresa","Mata Fria, Ter. Do Clério Loss (Lado esquerdo).","-40.6002998352051","-19.9356002807617",NA,NA,"1","1","Árvore 12m, DAP 18cm, Fuste 8m, frutos jovens de cor verde, folha bicolor, face dorsal verde claro, face ventral verde escuro.","BHCB010342","Dicotyledon",NA,"532","Southern America",NA,"BHCB010342","23813","auto",NA,NA,NA,NA,NA,NA
"94","2020-12-11 11:39:11-03","UFMG","BHCB","150330","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral",NA,"2006","10",NA,"Ivanauskas, NM; Polisel, RT; Souza, D; Pisciota, K; Silva, CO; Silva, NO","2006","09","04","Brasil","São Paulo","Sete Barras","PECB, trilha da Figueira (SAD69) Zona 23J","-47.9199981689453","-24.3799991607666",NA,NA,"133","133","Árvore, 7m altura, frutos imaturos verdes","BHCB003193","Dicotyledon",NA,"6218","Southern America",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"95","2021-02-11 17:20:40-03","UFPR","UPCB","77248","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Sobral, M.","2003","11",NA,"Mazine, F.F. | Capelo, F.A. | Lucas, E. | Silva, J.M.","2003","11","02","Brasil","Paraná","Cerro azul",NA,"-49.261100769043","-24.823600769043",NA,NA,NA,NA,"Árvore ca. 7m, botões verdes e flores brancas. Amostras coletadas para análise macromolecular..",NA,NA,NA,"969",NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA
"96","2021-02-11 17:20:40-03","UFPR","UPCB","29536","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legr.) Sobral","Sobral, M.","1996","01","01","Hatschbach, G.","1994","11","14","Brasil","Paraná","Antonina","Porto das Moças","-48.7118988037109","-25.4286003112793",NA,NA,"10","10","Árvore, 6m, fruto imaturo amarelo, maduro preto, gosto adstringente. Mata pluvial das margens do rio..",NA,NA,NA,"61220",NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"97","2021-02-11 17:20:40-03","UFPR","UPCB","8067","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legr.) Sobral","Sobral, M.","2000","01","01","Hatschbach, G.","1966","11","29","Brasil","Paraná","Ipiranga","Rio Ipiranga","-50.5842018127441","-25.0238990783691",NA,NA,NA,NA,"Árvore 10m, tronco ca. 30cm na base, flor alva. Mata pluvial..",NA,NA,NA,"15296",NA,NA,NA,"31827","auto",NA,NA,NA,NA,NA,NA
"98","2018-06-22 05:25:00-03","MO","MOBOT","2483221","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D. Legrand) Sobral",NA,NA,NA,NA,"Pe. Raulino Reitz|Roberto M. Klein",NA,NA,NA,"Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reitz 5944","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
