"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","eventTime","fieldNumber","individualCount","sex"
"186","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055485","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","Kiaersk.",NA,NA,NA,NA,"A. Krapovickas; C.L. Cristobal","1990","2","1","Brazil","Santa Catarina","Barra Velha","-48.7167","-26.65",NA,NA,NA,NA,"43539","Itajuba.",NA,NA,"Coor from www.fallingrain.com/world; Arbusto 2.50m alto; flores blancas.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2018-03-08 09:18:16-03","ASU","ASU-PLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","Kiaersk.","E. Kausel, 1958",NA,NA,NA,"Reitz","1958","3","26","Brazil","Santa Catarina",NA,"-48.855053","-26.026618",NA,NA,NA,NA,"6-620","Mina Velha, Garuva, S. Francisco do Sul","10",NA,"PHOTO-MICH; arvoreta altura 6m. fruto imaturo:verde","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0050191","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","Kiaersk.","Legrand",NA,NA,NA,"L.B. Smith; Pe. R. Reitz","1956","12","19","Brazil","Santa Catarina",NA,"-51.074517","-26.242841",NA,NA,NA,NA,"8854","Mun. Porto Uniao: by new airport east of Porto Uniao","750",NA,"PHOTO-MICH; tree, 25 m.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0056129","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","Kiaersk.","M. C. Souza (specieslink at RB)",NA,NA,NA,"H. C. de Lima; G. P. Lewis, J. C. Gomes, L. M. M. Morao","1987","5","10","Brazil","Espirito Santo",NA,"-40.507025","-20.650393",NA,NA,NA,NA,"2933","Estrada Rodovia do Sol, Meaipe, ca. 10 km depois de Guarapari.",NA,NA,"Arbusto com 1-2 m alt. Ramos e tronco com casca lisa e acinzentada. Frutos amarelo-esverdeados. Frequente.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0050193","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","Kiaersk.","M. Sobral, 1993.",NA,NA,NA,"G. Hatschbach; C. Koczicki","1993","1","29","Brazil","Parana","Paranagua","-48.5","-25.5167",NA,NA,NA,NA,"58538","Estrada das Praias, Rio da Vila.",NA,NA,"Coor from www.fallingrain.com/world; Arvoreta, 5m, flor alva, odorifera.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2019-11-27 13:50:52-03","UFS","ASE","19076","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Proença, C","2012","11",NA,"Gomes, LA; Santos, E","2010","11","23","Brasil","Sergipe","Santa Luzia do Itanhy","-37.420833","-11.386389","-37.420833","-11.386389","ASE0026386","ASE0026386 ASE0026386_2","17","RPPN Mata do Crasto, Interior da mata. Fonte do boi. Solo areno-argiloso.",NA,NA,"Árvore, ca. de 6m de altura. Flores creme, algumas em botões.; Árvore, ca. de 6m de altura. Flores creme, algumas em botões.; Mata Atlântica.","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2019-11-27 13:50:52-03","UFS","ASE","19101","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Proença, C; Gomes, LA","2010","12","02","Gomes, LA; Monteiro, SHN; Oliveira, DG; Santos, E","2010","12","01","Brasil","Sergipe","Santa Luzia do Itanhy","-37.418611","-11.391944","-37.418611","-11.391944","ASE0026408","ASE0026408 ASE0026408_1","42","RPPN Mata do Crasto, Borda da mata. Fragmento lado direito do coqueiral. Solo areno-argiloso.",NA,NA,"Árvore, ca. de 6m de altura. Flores creme, algumas em botões.; Árvore, ca. de 6m de altura. Flores creme, algumas em botões.; Mata Atlântica.","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2019-11-27 13:50:52-03","UFS","ASE","20280","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Proença, C","2012","11",NA,"Amorim, BS; Maciel, JR; Araújo, D","2010","12","06","Brasil","Pernambuco","Cabo de Santo Agostinho","-34.986389","-8.316389","-34.986389","-8.316389","ASE0026318","ASE0026318","694","Reserva Ecológica Mata do Zumbi, Interior da mata.",NA,NA,"Arvoreta ca. 6m de altura.; Arvoreta ca. 6m de altura.","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2019-11-27 13:50:52-03","UFS","ASE","23176","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Proença, C","2012","11",NA,"Déda, RM; Amorim, BS; Chagas, MA; Costa-Lima, JL; Lourenço, AR; Santos, E","2012","04","16","Brasil","Sergipe","Santa Luzia do Itanhy","-37.440611","-11.406611","-37.440611","-11.406611","ASE0028727","ASE0028727","92","RPPN Mata do Crasto, Inteiror da mata.",NA,NA,"Árvore com ca. de 6m. Frutos imaturos verdes.; Árvore com ca. de 6m. Frutos imaturos verdes.; Mata Atlântica.","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2019-11-27 13:50:52-03","UFS","ASE","34056","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Proença, C","2015","05","25","Almeida, ES","2014","04","16","Brasil","Sergipe","Laranjeiras","-37.169722","-10.806389","-37.169722","-10.806389","ASE0009773","ASE0009773","241",NA,NA,NA,"Árvore, casca externa cinza e interna branca, fina, número do conglomerado:124. Coordenadas em UTM do ponto central: E ( 0690209m) N ( 8800614m), número da subunidade: 02, número da subparcela : 10, número da árvore: 08RF8.","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2019-11-27 13:50:52-03","UFS","ASE","34057","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Proença, C","2015","05","25","Almeida, ES","2014","04","24","Brasil","Sergipe","Laranjeiras","-37.169722","-10.806389","-37.169722","-10.806389","ASE0009774","ASE0009774","221",NA,NA,NA,"Árvore, casca externa marrom e interna salmão, fina, número do conglomerado:124. Coordenadas em UTM do ponto central: E ( 0690209m) N ( 8800614m), número da subunidade: 01, número da subparcela : 4, número da árvore: 29F6.","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2019-11-27 13:50:52-03","UFS","ASE","39588","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Korte, A","2011","03","22","Korte, A","2011","02","22","Brasil","Santa Catarina","São Francisco do Sul","-48.3638","-26.2336","-48.3638","-26.2336","ASE0041109",NA,"5757","Praia do Ervino, Paarque Estadual do Acaraí.",NA,NA,"Arbórea.; FOD de Terras baixas. Estágio avançado.","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2019-11-27 13:50:52-03","UFS","ASE","5565","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Sobral, M","2005",NA,NA,"S.C. de Sant'Ana; Amorim, A; J.G.Jardim; E.B. dos Santos","1993","11","29","Brasil","Sergipe","Santa Luzia do Itanhy","-37.424278","-11.378056","-37.424278","-11.378056","ASE0016213","ASE0016213","441","Estrada Santa Luzia - Crasto, Entrada a 1km á esquerda da estrada Santa Luzia/Cr",NA,NA,"Arbusto. 3. m. Flores pequenas com sépalas esverdeadas.Frutos imaturos verdes.; Arbusto. 3. m. Flores pequenas com sépalas esverdeadas.Frutos imaturos verdes.; Mata","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2019-11-27 13:50:52-03","UFS","ASE","5669","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Proença, C","2009","04",NA,"A.M.A.Amorim; S.C.Santana; J.G.Jardim; E.B.dos Santos","1993","11","27","Brasil","Sergipe","Santa Luzia do Itanhy","-37.448333","-11.350833","-37.448333","-11.350833","ASE0016288","ASE0016288","1466","2,5 KM do Distrito do Crasto",NA,NA,"Arbórea. 6 m. . Flores com cálice verde, pétalas e estames alvos.; Arbórea. 6 m. . Flores com cálice verde, pétalas e estames alvos.; Mata Atlântica","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2019-11-27 13:50:52-03","UFS","ASE","5747","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Proença, C","2009","06",NA,"J.G.Jardim; Mattos Silva, LA; S.C.Santana; E.B. dos Santos","1994","06","14","Brasil","Sergipe","Santa Luzia do Itanhy","-37.424278","-11.378056","-37.424278","-11.378056","ASE0016340","ASE0016340","450","Estrada Santa Luzia - Crasto",NA,NA,"Arvoreta. 5m.; Arvoreta. 5m.; Mata em solo silico-argiloso","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2019-11-27 13:50:52-03","UFS","ASE","5760","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Proença, C","2009","06",NA,"J.G.Jardim; Mattos Silva, LA; S.C.Santana; E.B. dos Santos","1994","06","14","Brasil","Sergipe","Santa Luzia do Itanhy","-37.424278","-11.378056","-37.424278","-11.378056","ASE0016351","ASE0016351","465","Estrada Santa Luzia - Crasto",NA,NA,"Arvoreta. 5 m. . frutos imaturos verdes.; Arvoreta. 5 m. . frutos imaturos verdes.; Mata em solo silico-argiloso","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2019-11-27 13:50:52-03","UFS","ASE","6251","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Proença, C","2009","06",NA,"Landim, M; Proença, C; L.Landrum; E.Melo; F.França","1995","09","15","Brasil","Sergipe","Santa Luzia do Itanhy","-37.425861","-11.385528","-37.425861","-11.385528","ASE0016718",NA,"627","Mata do Crasto, Interior da mata",NA,NA,"arvoreta. 5. m. Com ramos péndulos, escandente. Frutos carnosos imaturos creme esverdeados, amadurecendo rosa-vináceos alvo-purpúreos.; arvoreta. 5. m. Com ramos péndulos, escandente. Frutos carnosos imaturos creme esverdeados, amadur","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2019-11-27 13:50:52-03","UFS","ASE","6351","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Proença, C","2009","06",NA,"Ladim, MF; Proença, C; Landrum, L; Melo, E; França, F","1995","09","15","Brasil","Sergipe","Santa Luzia do Itanhy","-37.425861","-11.385528","-37.425861","-11.385528","ASE0023873","ASE0023873","627","Mata do Crasto",NA,NA,"Arvoreta com ramos péndulos, escandente, com cerca de 5,0 m. de altura. Frutos carnosos imaturos creme esverdeados, amadurecendo rosa-vináceos alvo-púrpureos. Interior da mata.; Arvoreta com ramos péndulos, escandente, com cerca de 5,","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2019-11-27 13:50:52-03","UFS","ASE","7778","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Proença, C","2009","04",NA,"Landim, M; A.Cralos; Santos, E; joão; Damião","1997","04","24","Brasil","Sergipe","Santa Luzia do Itanhy","-37.425861","-11.385528","-37.425861","-11.385528","ASE0017725","ASE0017725","1210","Mata do Crasto",NA,NA,"arvoreta. 5. m. presença de frutos maduros amarelos.; arvoreta. 5. m. presença de frutos maduros amarelos.; Interior da mata","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2019-11-27 13:50:52-03","UFS","ASE","7840","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Proença, C","2009","06",NA,"Landim, M","1997","05","23","Brasil","Sergipe","Santa Luzia do Itanhy","-37.425861","-11.385528","-37.425861","-11.385528","ASE0017772","ASE0017772","1274","Mata do Crasto",NA,NA,"arvoreta. Em clareira. Frutos em diferentes estágios de maturação.; arvoreta. Em clareira. Frutos em diferentes estágios de maturação.; Mata","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2019-11-27 13:50:52-03","UFS","ASE","7846","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Proença, C","2009","06",NA,"Landim, M","1997","06","12","Brasil","Sergipe","Santa Luzia do Itanhy","-37.425861","-11.385528","-37.425861","-11.385528","ASE0017776","ASE0017776","1280","Mata do Crasto",NA,NA,"Árvore. 7. m. Frutos imaturos verdes amarelados. Inventário fitossociológico, parcela 35, in. 1583; Árvore. 7. m. Frutos imaturos verdes amarelados. Inventário fitossociológico, parcela 35, in. 1583; Interior da mata","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2019-11-27 13:50:52-03","UFS","ASE","7849","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Proença, C","2009","06",NA,"Landim, M; G.Conceição","1997","06","13","Brasil","Sergipe","Santa Luzia do Itanhy","-37.425861","-11.385528","-37.425861","-11.385528","ASE0017778","ASE0017778","1283","Mata do Crasto",NA,NA,"árvore. 7. m. frutos imaturos cerdes, inventário fitossociológico.; árvore. 7. m. frutos imaturos cerdes, inventário fitossociológico.; Interior da mata","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2019-11-27 13:50:52-03","UFS","ASE","7850","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Proença, C","2009","06",NA,"Landim, M; G.Conceição","1997","06","13","Brasil","Sergipe","Santa Luzia do Itanhy","-37.425861","-11.385528","-37.425861","-11.385528","ASE0017779","ASE0017779","1284","Mata do Crasto",NA,NA,"Árvore. 10. m. Frutos imaturos verdes. Inventário fitossociológico, parcela 38, ind. 1698; Árvore. 10. m. Frutos imaturos verdes. Inventário fitossociológico, parcela 38, ind. 1698; Interior da mata","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2019-11-27 13:50:52-03","UFS","ASE","7851","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Proença, C","2009","06",NA,"Landim, M; G.Conceição","1997","06","13","Brasil","Sergipe","Santa Luzia do Itanhy","-37.425861","-11.385528","-37.425861","-11.385528","ASE0017780","ASE0017780","1285","Mata do Crasto",NA,NA,"Árvore. 10. m. Frutos imaturos verdes. Inventário fitossociológico, parcela 38, ind. 1701; Árvore. 10. m. Frutos imaturos verdes. Inventário fitossociológico, parcela 38, ind. 1701; Interior da mata","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2019-11-27 13:50:52-03","UFS","ASE","20292","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Amorim, BS",NA,NA,NA,"Amorim, BS; Garcia, JD; Souza, JAN; Cavalcanti, D; Pessoa, E; Santos, S; Gomes, GA","2010","03","02","Brasil","Pernambuco","Igarassu","-35.566667","-7.843056","-35.566667","-7.843056","ASE0026330","ASE0026330","562","Mata de Piedade, Usina São José; Interior da mata.",NA,NA,"Arvoreta ca. 4m de altura; frutos verdes.; Arvoreta ca. 4m de altura; frutos verdes.; Mata Atlântica.","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2019-11-27 13:50:52-03","UFS","ASE","31905","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Proença, C","2017","10","18","Matos, GMA; Gemano, MFS; Santana, JP; Silva, BD","2014","03","11","Brasil","Sergipe","Itaporanga d'Ajuda","-37.19158","-10.53118","-37.19158","-10.53118","ASE0003068","ASE0003068","402",NA,NA,NA,"Arbusto com ca. de 4m. de altura. Frutos imaturos verdes.; Cerrado","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2019-11-27 13:50:52-03","UFS","ASE","34780","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Proença, C",NA,NA,NA,"Santana, JP; Silvestre, SMS; Albuquerque N.M.","2015","03","07","Brasil","Sergipe","Itaporanga d'Ajuda","-37.1944","-11.0429","-37.1944","-11.0429","ASE0035717","ASE0035717","311","Fazenda Rio Fundo.",NA,NA,"Arbusto, 5 m, frutos imaturos verdes.; Mata Atlântica.","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2019-11-27 13:50:52-03","UFS","ASE","34774","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Proença, C",NA,NA,NA,"Santana, JP; Silvestre, SMS; Albuquerque N.M.","2015","03","07","Brasil","Sergipe","Itaporanga d'Ajuda","-37.1944","-11.0429","-37.1944","-11.0429","ASE0035711","ASE0035711","305","Fazenda Rio Fundo.",NA,NA,"Subarbusto, 3 m, folhas opostas simples, botões florais esverdeados, frutos imaturos verdes com calice presente.; Mata Atlântica.","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2019-11-27 13:50:52-03","UFS","ASE","36567","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Santana, JP","2016","02",NA,"Santana, JP","2015","03","09","Brasil","Sergipe","Itaporanga d'Ajuda","-37.1944","-11.0429","-37.1944","-11.0429","ASE0037037",NA,"433","Mata Rio Fundo",NA,NA,"Arbusto, 4m, folhas simples opostas, flores brancas.; Mata Atlântica.","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2019-11-27 13:50:52-03","UFS","ASE","36268","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Silva, BD","2016","03","23","Silva, BD; Santos, E","2016","03","04","Brasil","Sergipe","Santa Luzia do Itanhy","-37.2654","-11.2103","-37.2654","-11.2103","ASE0036712","ASE0036712","80","Mata do Crasto",NA,NA,"Frutos maduros vermelhos.","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2021-03-01 16:36:44-03","UNICAMP","UEC","107538","S","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Sobral, M","2008","09",NA,"Kozera, C; Vanini, A; Hayashi, AH; Lima, CBK","1999","01","10","Brazil","São Paulo","Iguape","-47.683333","-24.733333","-47.683333","-24.733333","UEC104552","UEC104552","814","Estação Ecológica de Chauás.Trilha de Cupuava do Mumuna.",NA,NA,"Árvore de 4m, botões florais jovens.; Floresta Ombrófila Densa. Floresta de Restinga Alta,com exploração de palmito e madeira.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2021-03-01 16:36:44-03","UNICAMP","UEC","107940","S","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Sobral, M","2008","09",NA,"Sztutman, M; Brito, MCC; Cezare, CHG; Santos, JD; Santos, MJC; Felipim, AP","1999","01","11","Brazil","São Paulo","Pariquera-Açu","-40.616667","-22.716667","-40.616667","-22.716667","UEC104543","UEC104543","266","Parque Estadual do Pariquera-Abaixo, (PEPA). Acesso pelo bairro Braço Preto, no lado Oeste, passando pelo viveiro, nas coordenadas aproximadas de 24º 42' 32 S e 47º 38' 58 W, seguindo a trilha no interior da Floresta de Restinga de Baixada",NA,NA,"Árvore 6m, flores creme.; Floresta Ombrófila Densa.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2021-03-01 16:36:44-03","UNICAMP","UEC","113774","S","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Kawasaki, L",NA,NA,NA,"Pedroni, F; Sanchez, M","1996","05","25","Brazil","São Paulo","Ubatuba","-44.8","-23.366667","-44.8","-23.366667","UEC104555","UEC104555","541","Picinguaba.",NA,NA,"Árvore 18 cm 3 de altura, frutos imaturos verdes,casca desfoliante +/- ferrugem.; Mata de Planície. Restinga.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2021-03-01 16:36:44-03","UNICAMP","UEC","113775","S","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Kawasaki, L",NA,NA,NA,"Pedroni, F; Sanchez, M","1995","12","11","Brazil","São Paulo","Ubatuba","-44.8","-23.366667","-44.8","-23.366667","UEC104557","UEC104557","569","Picinguaba.",NA,NA,"Árvore 3694 com 7,5m de altura, com botões, folhas novas rosadas, tronco casca desfoliante +/- ferrugem.; Mata de Planície. Restinga.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2021-03-01 16:36:44-03","UNICAMP","UEC","113776","S","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Kawasaki, L",NA,NA,NA,"Pedroni, F; Sanchez, M","1995","12","15","Brazil","São Paulo","Ubatuba","-44.8","-23.366667","-44.8","-23.366667","UEC104554","UEC104554","548","Picinguaba.",NA,NA,"Árvore 1411 com 10m de altura, com botões, folhas novas rosadas, tronco casca desfoliante +/- ferrugem.; Mata de Planície. Restinga.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2021-03-01 16:36:44-03","UNICAMP","UEC","116164","S","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Sobral, M","2008","09",NA,"Oliveira, AA; Baptista, VR; Foster, W; Ferreira, L; Cielo-Filho, R; Zidko, A; et al.","2000","04","23","Brazil","São Paulo","São Sebastião","-45.665083","-23.774361","-45.665083","-23.774361","UEC104542","UEC104542","3654","Praia da Baleia. R. Olavo Pazzanesi, 100m da antiga Rio- Santos, remanescente margeando loteamentos.","10","10","Árvore ca. 2,5m alt., frutos imaturos verdes.; Floresta de Restinga- Caixetal,com perturbação. Interior da mata.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2021-03-01 16:36:44-03","UNICAMP","UEC","189347","S","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Lima, DF","2014","09",NA,"Lima, DF; Bacci, LF","2013","11","27","Brazil","Espírito Santo","Santa Teresa","-40.541111","-19.910278","-40.541111","-19.910278","UEC120111","UEC120111","398","Reserva Biológica Augusto Ruschi. Estrada para Goiapabaçu.","805","805","Árvore 6 m. Frutos verdes.; Floresta Ombrófila Densa","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2021-03-01 16:36:44-03","UNICAMP","UEC","155182","S","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Sobral, M",NA,NA,NA,"Urbanetz, C","2008","02","26","Brazil","São Paulo","Cananéia","-51.9125","-28.905556","-51.9125","-28.905556","UEC070594","UEC070594","616","km 31,5 da rodovia SP- 226.","15","15","Árvore de 13m.; Floresta Ombrófila Densa de Terras Baixas. Coletada na planície,sobre solo arenoso do tipo podzol hidromórfico. (D0711)","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2021-03-01 16:36:44-03","UNICAMP","UEC","155183","S","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Sobral, M",NA,NA,NA,"Urbanetz, C","2008","02","26","Brazil","São Paulo","Cananéia","-50.9125","-27.905556","-50.9125","-27.905556","UEC070593","UEC070593","614","km 31,5 da rodovia SP- 226.","15","15","Árvore de 6m; Floresta Ombrófila Densa de Terras Baixas. Coletada na planície,sobre solo arenoso do tipo podzol hidromórfico. (D0418)","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2021-03-01 16:36:44-03","UNICAMP","UEC","189442","S","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Lima, DF","2014","09",NA,"Lima, DF; Bacci, LF","2013","11","24","Brazil","Espírito Santo","Santa Teresa","-40.529722","-18.974167","-40.529722","-18.974167","UEC120162","UEC120162","389","Estação Biológica de Santa Lúcia. Trilha do Rio, na beira do Rio Timbuí.","650","650","Árvore 4,5 m. Frutos verdes.; Floresta Ombrófila Densa","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2021-03-01 16:36:44-03","UNICAMP","UEC","80301","S","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","Sanchez, M",NA,NA,NA,"Leitão Filho, HF; Rodrigues, RR; Santin, DA; et al.","1996","01","30","Brazil","São Paulo","Ubatuba","-44.852789","-23.352639","-44.852789","-23.352639","UEC104547","UEC104547","34729","Trilha da Casa da Farinha.",NA,NA,"Árvore com 18 metros de altura, floração branca.; Transição entre planície e encosta Atlântica.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
