"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"47","2014-04-14 23:07:00-03","MO","MOBOT","3165025","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A. Juss.",NA,"André M. Amorim|W. Wayt Thomas|K. Everhart|E. Whitfield","Amorim 3128","South America","Brazil","Bahia",NA,"Município de Uruçuca. Distrito de Serra Grande. Parque Estadual da Serra do Condurú. Saíde da Fazenda Oregon em direção ao povoado de Itibuia. Mata Higrófila sul baiana.","-39.06638","-14.56277",NA,NA,NA,NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2018-06-26 05:23:00-03","MO","MOBOT","3228277","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A. Juss.",NA,"André M. Amorim|M.B. Thomas|J. Lima da Paixão|Sérgio C. de Sant'Ana","Amorim 2505","South America","Brazil","Bahia",NA,"Mpio de Porto Seguro, Parque Nacional de Monte Pascoal. Área limite entre o Parna e a Reserva Indígena Barra Velha, de tribo Pataxó. Mata Higrófila Sul Baiana.",NA,NA,NA,NA,NA,NA,"André M. Amorim","1998","9","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"49","2020-06-17 15:25:13-03","UNESP-RC","HRCB","29806","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens","(Griseb.) A. Juss.",NA,"Takahasi, A.",NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"André M. Amorim",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"50","2020-06-17 15:25:13-03","UNESP-RC","HRCB","10924","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens","(Griseb.) A. Juss.",NA,"Garcia, F. C. P.",NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"André M. Amorim",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"51","2020-06-17 15:25:13-03","UNESP-RC","HRCB","11107","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens","(Griseb.) A. Juss.",NA,"Ribeiro, J. E. L. S.",NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"André M. Amorim",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"52","2020-06-17 15:25:13-03","UNESP-RC","HRCB","8533","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens","(Griseb.) A. Juss.",NA,"Furlan, A.",NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"André M. Amorim",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"53","2020-06-17 15:25:13-03","UNESP-RC","HRCB","9190","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens","(Griseb.) A. Juss.",NA,"Ribeiro, J. E. L. S.",NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"André M. Amorim",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"54","2020-06-17 15:25:13-03","UNESP-RC","HRCB","9312","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens","(Griseb.) A. Juss.",NA,"Garcia, F. C. P.",NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"André M. Amorim",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"55","2020-12-16 11:32:58-03","UFG","UFG","577","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A. Juss.",NA,"Rizzo, J.A.; Barbosa, A.","2383",NA,"Brasil","Tocantins","Pium",NA,"-49.182201385498","-10.4425001144409",NA,"Cipó. Fruto alado.","UFG0000577","UFG0000577","Francener, A.","1968","10","01",NA,"2009","04","01",NA,NA,"159515","auto",NA,NA,NA,NA,NA,NA,NA
"56","2021-01-26 13:55:49-03","IMA","MAC","39618","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens","(Griseb.) A.Juss.",NA,"G.Viana","873",NA,"Brasil","Sergipe","Serra de Itabaiana.",NA,"-37.360592","-10.737825",NA,"Trepadeira. Flores amarelas.; Mata Ciliar.","MAC0039618",NA,NA,"1984","03","13",NA,NA,NA,NA,"-37.360592","-10.737825",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-09-12 05:00:02-03","US","US","USw15872","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Heteropterys","anomala","Heteropterys anomala",NA,NA,"F. Woytkowski","5318","South America - Neotropics","Peru","San Martín","Mariscal Cáceres","Rio Huallaga, margen Derecha del; Balsa Probana; dtto. Tocache Nuevo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"58","2020-09-12 05:00:02-03","US","US","3337759","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Heteropterys","anomala","Heteropterys anomala",NA,NA,"W. W. Thomas, A. Carvalho, A. Amorim, J. Jardim & S. Sant'Ana","10013","South America - Neotropics","Brazil","Prado",NA,"On road from Itamaraju to Cumuruxatiba, 10.5 km NE to turn off of road to Prado on road to Cumuruxatiba.","-39.42","-17.13",NA,NA,"US01871119","US01871119_01 US01871119_02",NA,"1993","10","20",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"59","2020-09-12 05:00:02-03","US","US","3297032","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Heteropterys","anomala","Heteropterys anomala",NA,NA,"J. G. Járdim, A. M. Carvalho, S. C. Sant'Ana, E. B. Santos & A. Gois Neto","249","South America - Neotropics","Brazil","Ilhéus",NA,"5 a 6 km SW de Olivença, na estrada que liga Olivença ao povoado do Maruim.",NA,NA,NA,NA,"US01871121","US01871121_01 US01871121_02",NA,"1993","7","29",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"60","2020-09-12 05:00:02-03","US","US","3297039","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Heteropterys","anomala","Heteropterys anomala",NA,NA,"J. Jardim, S. C. Sant'Ana, A. Amorim, E. B. Santos & A. Gois Neto","305","South America - Neotropics","Brazil","Una",NA,"Km 50 da Rod. Ilhéus/Una. Estação da Embrapa (EDJAB)",NA,NA,NA,NA,"US01871120","US01871120_01 US01871120_02",NA,"1993","9","16",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"61","2020-09-12 05:00:02-03","US","US","3172730","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Heteropterys","anomala","Heteropterys anomala",NA,NA,"G. Hatschbach & A. C. Cervi","51424","South America - Neotropics","Brazil","Conceição da Barra",NA,"Rod. para Itaúnas",NA,NA,NA,NA,"US01871122","US01871122_01 US01871122_02",NA,"1987","8","24",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"62","2020-09-12 05:00:02-03","US","US","703536","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Heteropterys","anomala","Heteropterys anomala",NA,NA,"Riedel, --","s.n.","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,"US01871123","US01871123_01 US01871123_02",NA,"1822","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"63","2021-03-15 18:28:27-03","USP","SPF","103648","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A.Juss.",NA,"Carvalho, AMV","PCD956",NA,"Brasil","Bahia","Palmeiras","Morro do Pai Inácio, Pai Inácio, mata de encosta entre os dois morros. Em grotão. Solo com horizonte superficial orgânico e afloramentos rochosos.","-41.470833","-12.455556",NA,"Trepadeira lenhosa: folha simples discolores com face inferior mais clara. Frutos com alas castanhas, glândulas esverdeadas.","SPF00103648","SPF00103648","Amorim, AMA","1994","10","25",NA,"1999",NA,NA,"-41.470833","-12.455556",NA,NA,NA,"1080","1080",NA,NA,NA,NA
"64","2021-03-15 18:28:27-03","USP","SPF","104124","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A.Juss.",NA,"Guedes, MLS","PCD764",NA,"Brasil","Bahia","Palmeiras","Morro do Pai Inácio, Pai Inácio. Mata ciliar. Arenito com afloramento rochoso.","-41.468056","-12.454722",NA,"Trepadeira lenhosa: ramos volúveis de ca. 1 cm de diâmetro. Folhas simples. Flores com cálice castanho, sem glândulas, pétalas amarelas com dorso carenado, filetes e anteras amarelas.","SPF00104124","SPF00104124","Amorim, AMA","1994","09","25",NA,"1999",NA,NA,"-41.468056","-12.454722",NA,NA,NA,"960","960",NA,NA,NA,NA
"65","2021-03-15 18:28:27-03","USP","SPF","73754","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A.Juss.",NA,"Esteves, GL","2032",NA,"Brasil","Alagoas","Marechal Deodoro","APA de Santa Rita, Campo Grande. Restinga, vegetação arbustiva-arbórea sobre cordões litorâneos.","-35.8950004577637","-9.710280418396",NA,"Botões florais ferrugíneos, pétalas amarelas.","SPF00073754","SPF00073754","Amorim, AMA","1988","05","16",NA,"1999",NA,NA,NA,NA,"15565","auto",NA,NA,NA,NA,NA,NA,NA
"66","2019-11-13 11:24:29-03","USP","SPF","41758b","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A.Juss.",NA,"Mattos-Silva, LA","1320",NA,"Brasil","Bahia","Canavieiras","Fazenda Gromogô. Km 22 da rod. Canavieiras/Santa Luzia (BA 270), ramal à dirieta, 2 km adentro. Mata com piaçaveiras. Coletas testemunhas para o Proje. Piaçava.","-38.9472007751465","-15.6750001907349",NA,"Frutos de Heteropterys anomala. Folhas de Polygonaceae. A.M. Amorim 1999.","SPF00041758",NA,"Amorim, AMA","1981","07","21",NA,"1999",NA,NA,NA,NA,"48203","auto",NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 18:28:27-03","USP","SPF","20766","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A.Juss.",NA,"Santos, TS","3545",NA,"Brasil","Bahia","Maraú","Rod. BR-030, trecho Maraú-Ubaitaba, ramal à esquerda a 12 km de Maraú. Restinga arbórea.","-39.0147018432617","-14.103099822998",NA,"Cipó com folhas discolor, pedúnculo ferrugíneo, flores amarelo vivas.","SPF00020766","SPF00020766","Amorim, AMA","1980","02","27",NA,"1999",NA,NA,NA,NA,"47076","auto",NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 18:28:27-03","USP","SPF","41767","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A.Juss.",NA,"Santos, TS","2882",NA,"Brasil","Bahia","Nilo Peçanha","Km 5 a 12 do ramal Tiuca/São Francisco. Mata litorânea.","-39.1068992614746","-13.5993995666504",NA,"Trepadeira. Flor creme, cálice marrom.","SPF00041767","SPF00041767","Amorim, AMA","1975","02","20",NA,"1999",NA,NA,NA,NA,"39303","auto",NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 18:28:27-03","USP","SPF","20791","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A.Juss.",NA,"Euponino, A","299",NA,"Brasil","Bahia","Porto Seguro","Rod. Porto Seguro aos 9 km para Eunápolis. Capoeira.","-39.0647010803223","-16.4496994018555",NA,"Trepadeira, flor amarela, estames brancos, cálice marrom.","SPF00020791","SPF00020791","Amorim, AMA","1972","10","05",NA,"1999",NA,NA,NA,NA,"68835","auto",NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 18:28:29-03","USP","SPF","162997","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens","(Griseb.) A.Juss.",NA,"Giordano, LC","2164",NA,"Brasil","Rio de Janeiro","Macaé","Acesso pela estrada Frade-Trajano de Moraes, após Glicério. Flores Pluvial Atlântica, acima da Fazenda Crubixás, Decisão, vegetação heliófila do topo da encosta trilha para o Pico do Frade. Relevo semi-íngrime.","-41.7868995666504","-22.3708000183105",NA,"Trepadeira volúvel. Folhas mebranáceas, discolores. Frutos imaturos, verde-claro.","SPF00162997","SPF00162997","Amorim, AMA","1997","05","06",NA,"2003",NA,NA,NA,NA,"47209","auto",NA,"1350","1350",NA,NA,NA,NA
"71","2019-09-04 18:30:11-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala",NA,"Type [status unknown]","J. B. A. Guillemin","996","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"1839","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"72","2015-03-13 18:46:47-03","F","FMNH-SEEDPLANTS","V0222830F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0222830F","V0222830F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"73","2019-09-05 15:38:21-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala aurea",NA,"Type [status unknown]","G. Tessmann","4785","South America","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,NA,"1924",NA,NA,"aurea",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"74","2019-09-04 20:03:08-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens",NA,"Type [status unknown]","F. Sellow","67","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"75","2019-06-11 13:45:10-03","F","FMNH-SEEDPLANTS","V0063334F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens",NA,"Isolectotype","J. B. A. Guillemin","996","South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"V0063334F","V0063334F_01 V0063334F_02","RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"996",NA,NA,NA
"76","2020-07-23 12:11:20-03","CEPLAC","CEPEC","136258","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala",NA,NA,"Gomes, L.A.","221",NA,"Brasil",NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"Gomes, L.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-07-23 12:11:20-03","CEPLAC","CEPEC","52016","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala",NA,NA,"A. M. de Carvalho","3395",NA,"Brasil","Bahia","URUÇUCA","7.3Km na estrada Serra Grande/Itacaré, Faz. Lagoa do Conj. Sta. Cruz.","-39.016667","-14.416667",NA,NA,NA,NA,"A. M. Amorim","2002","12","01",NA,NA,NA,NA,"39W1'","14S25'",NA,NA,NA,NA,NA,NA,NA,"09/03/1999",NA
"78","2020-07-23 12:11:20-03","CEPLAC","CEPEC","69079","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala",NA,NA,"W. W. Thomas","10831",NA,"Brasil","Bahia","URUÇUCA","7.4Km ao N de Serra Grande Rod. Para Itacaré, Faz. Lagoa do Conj. Sta. Cruz. Inventário # 2509.","-39.060556","-14.423333",NA,NA,NA,NA,"W. W. Thomas","1995","05","08",NA,NA,NA,NA,"39W3'38","14S25'24",NA,NA,NA,NA,NA,NA,NA,"30/12/1995",NA
"79","2020-07-23 12:11:31-03","CEPLAC","CEPEC","67469","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens",NA,NA,"R. Marquete","1820",NA,"Brasil","Rio de Janeiro","PARATY","Caminho para a Faz. Doo Gibrail, na bifurcação.","-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,"A. M. Amorim","1994","05","12",NA,NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA,"30/12/2003",NA
"80","2020-07-23 12:11:31-03","CEPLAC","CEPEC","108730","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens",NA,NA,"C. A. L. de Oliveira","1019",NA,"Brasil","Rio de Janeiro","rio de janeiro","Alto da Boa Vista. Estrada da Vista Chinesa, KM 2. Reserva Florestal da Vista Chinesa, vertente Sul, caminho para Gruta Geonoma, acima da Caixa d'Água.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"A. M. Amorim","1997","11","06",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,"30/12/2007",NA
"81","2020-07-23 12:11:31-03","CEPLAC","CEPEC","78525","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens",NA,NA,"S. Araújo & Pereira",NA,NA,"Brasil","Rio de Janeiro","TERESÓPOLIS","Serra dos Orgãos - Barreiras.","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"A. M. Amorim","1946","05","28",NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,"30/12/2003",NA
"82","2020-07-23 12:11:31-03","CEPLAC","CEPEC","109726","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens",NA,NA,"C. M. Vieira","31",NA,"Brasil","Rio de Janeiro","nova friburgo","Reserva Ecológica Municipal de Macaé de Cima. Nascente do rio das Flores.","-42.566667","-22.466667",NA,NA,NA,NA,"A. M. Amorim","1989","06","21",NA,NA,NA,NA,"42W34'","22S28'",NA,NA,NA,NA,NA,NA,NA,"30/12/2003",NA
"83","2020-07-23 12:11:31-03","CEPLAC","CEPEC","109399","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens",NA,NA,"A. M. Amorim","3383",NA,"Brasil","São Paulo","picinguaba","Rodovia Rio/Santos. Estrada da casa da farinha. Núcleo da Serra do mar.",NA,NA,NA,NA,NA,NA,"A. M. Amorim","1995","06","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2003",NA
"84","2020-07-23 12:11:31-03","CEPLAC","CEPEC","146472","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens",NA,NA,"C.N. Fraga","3222",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"Amorim, A. M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-07-23 12:11:31-03","CEPLAC","CEPEC","51918","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens",NA,NA,"S. de V. A. Pessoa","3683",NA,"Brasil","Rio de Janeiro","nova friburgo","Macae de Cima, Sitio Sophronites nascente do Rio das Flores.","-43.538889","-22.458333",NA,NA,NA,NA,"A. M. Amorim",NA,NA,NA,NA,NA,NA,NA,"43W32'20","22S27'30",NA,NA,NA,NA,NA,NA,NA,"30/12/1991",NA
"86","2020-07-23 12:11:31-03","CEPLAC","CEPEC","51849","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens",NA,NA,"H. C. de Lima",NA,NA,"Brasil","Rio de Janeiro","nova friburgo","Macaé de Cima, Sitito Sophronites, nascente do Rio das Flores.","-43.538889","-22.458333",NA,NA,NA,NA,"A. M. Amorim","1988","07","18",NA,NA,NA,NA,"43W32'20","22S27'30",NA,NA,NA,NA,NA,NA,NA,"30/12/2004",NA
"87","2020-07-23 12:11:31-03","CEPLAC","CEPEC","138509","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens",NA,NA,"Haroldo, C. de Lima","7963",NA,"Brasil","Rio de Janeiro","MIGUEL PEREIRA",NA,"-43.4688987731934","-22.4538993835449",NA,"<ll>dwc_commonname:</ll>",NA,NA,"Haroldo, C. de Lima",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25640","auto",NA,NA,NA,NA,NA,NA,NA
"88","2020-07-23 12:11:31-03","CEPLAC","CEPEC","51847","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens",NA,NA,"S. de V. A. Pessoa","488",NA,"Brasil","Rio de Janeiro","nova friburgo","Macaé de Cima.","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"A. M. Amorim","1989","08","30",NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,"30/12/2003",NA
"89","2020-07-23 12:11:31-03","CEPLAC","CEPEC","51840","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens",NA,NA,"C. M. Vieira","31",NA,"Brasil","Rio de Janeiro","nova friburgo","Macaé de Cima (dentro parcela), Micro parcela 1D.","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"A. M. Amorim","1989","06","21",NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,"30/12/2004",NA
"90","2020-07-23 12:11:31-03","CEPLAC","CEPEC","51848","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens",NA,NA,"H. C. de Lima","3489",NA,"Brasil","Rio de Janeiro","nova friburgo","Macaé de Cima, nascente do Rio das Flores.","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"A. M. Amorim","1989","03","09",NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,"30/12/2003",NA
"91","2020-07-23 12:11:31-03","CEPLAC","CEPEC","51846","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens",NA,NA,"M. Peron","839",NA,"Brasil","Rio de Janeiro","nova friburgo","Macaé de Cima, Sitio Sophronites.","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"A. M. Amorim","1989","07","17",NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,"30/12/2003",NA
"92","2020-07-23 12:11:31-03","CEPLAC","CEPEC","51839","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens",NA,NA,"H. C. de Lima",NA,NA,"Brasil","Rio de Janeiro","nova friburgo","Parcela 1, Area A, Microparcela: 5D. Planta no. 1054.","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"A. M. Amorim","1988","06","18",NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,"30/12/2004",NA
"93","2020-07-23 12:11:31-03","CEPLAC","CEPEC","109730","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens",NA,NA,"C.A.L. de Oliveira","1019",NA,"Brasil","Rio de Janeiro","rio de janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,"<ll>dwc_commonname:</ll>",NA,NA,"Amorim, A. M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"94","2020-07-23 12:11:31-03","CEPLAC","CEPEC","102702","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens",NA,NA,"R. Marquete","3024",NA,"Brasil","Rio de Janeiro","rio de janeiro","Horto Florestal. Caminho para o Parque da Cidade, subindo a trilha atrás do Solar da Imperatriz para primeira torre do Horto.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Amorim, A. M.","1981","06","07",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"95","2020-07-23 12:11:31-03","CEPLAC","CEPEC","109394","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens",NA,NA,"A. Furlan","416",NA,"Brasil","São Paulo","ubatuba","Ubatuba, Picinguaba. Estrada da Casa da farinha.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"A. M. Amorim","1988","04","09",NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,"30/12/2003",NA
"96","2021-04-08 17:12:54-03","UESB","HUESB","5759","S","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","Adr. Juss.",NA,"Queiroz, L.P. de; M.Mda Silva, FRBravo, I; B.M.Silva.; M.Mda Silva, FRBravo, I; B.M.Silva.","6372",NA,"Brasil","Bahia","Santa Teresinha","Serra da Jibóia, ca. 4Km de Pedra Branca.","-39.475556","-12.852778",NA,"Liana volúvel escandendo a ca. 12m. Alt. Folhas coriáceas. Inflorescência com pedúnculo e ramos ferrugíenos. Botões com elaióforos verdes, sépalas ferrugíneos e pétalas amarelas.",NA,NA,NA,"2000","09","27",NA,NA,NA,NA,"-39.475556","-12.852778",NA,NA,NA,NA,NA,NA,NA,NA,NA
