"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","individualCount"
"16","2021-02-18 09:29:15-03","UNESP-IBB","BOTU","21494","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.","Costa, M.P.","Catharino, E.L.M.","1518","1990","11","21",NA,"Brasil","São Paulo","Iguape",NA,NA,NA,NA,"Arbusto ca., 2,5 m de altura, folhas discolores, glaucas na face abaxial, flores cremes","BOTU021494",NA,NA,NA,NA,"1991","06","05","9999","9999",NA,NA,NA,NA,NA,NA
"17","2021-02-18 09:29:14-03","UNESP-IBB","BOTU","20794","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.","Amaral Jr., A.","Moraes, P.L.R.","359","1990","11","04",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,NA,NA,NA,"Árvore de 6 m de altura, flores brancas","BOTU020794",NA,NA,NA,NA,"1997","01","06","9999","9999",NA,NA,NA,NA,NA,NA
"18","2021-02-18 09:29:14-03","UNESP-IBB","BOTU","17926","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.","Amaral Jr., A.","Hatschbach, G.","30533","1972","10","23",NA,"Brasil","Paraná","Morretes",NA,NA,NA,NA,"Arbusto, flor ocre","BOTU017926",NA,NA,NA,NA,"1976",NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA
"19","2021-02-18 09:29:15-03","UNESP-IBB","BOTU","21522","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.","Amaral Jr., A.","Farrey, C.","1040","1986","01","23",NA,"Brasil","Minas Gerais","Itabirito",NA,NA,NA,NA,"Arbusto, heliófilo, saxicola, folhas discolores verdes, frutos imaturosm frutos maduros alaranjados","BOTU021522",NA,NA,NA,NA,"1997","09","23","9999","9999",NA,NA,NA,NA,NA,NA
"20","2021-02-18 09:29:15-03","UNESP-IBB","BOTU","21493","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.",NA,"Rossi, L.","1004","1991","12","15",NA,"Brasil","São Paulo","Iguape",NA,NA,NA,NA,"Arvoreta 3,0 mde altura,frutos imaturos verdes","BOTU021493",NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA
"21","2021-02-18 09:29:15-03","UNESP-IBB","BOTU","26904","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.","Amaral Jr., A.","Pirani, J.R.","4439","1998","09","20",NA,"Brasil","São Paulo","Itanhaém",NA,NA,NA,NA,"Arvoreta ca., 3 m de altura creme","BOTU026904",NA,NA,NA,NA,"2010",NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA
"22","2021-02-18 09:29:14-03","UNESP-IBB","BOTU","17936","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.","Amaral Jr., A.","Hatschbach, G.","22449","1969","10","15",NA,"Brasil","Paraná","Guaraqueçaba",NA,NA,NA,NA,"Arbusto 2 m de altura, flor alvecente","BOTU017936",NA,NA,NA,NA,"2010",NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA
"23","2021-02-18 09:29:15-03","UNESP-IBB","BOTU","21495","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.","Costa, M.P.","Anunciação, E.A.",NA,"1990","10","17",NA,"Brasil","São Paulo","Iguape",NA,NA,NA,NA,"Arbusto até 1,5 m de altura, flores alvas","BOTU021495",NA,NA,NA,NA,"1991","06","05","9999","9999",NA,NA,NA,NA,NA,NA
"24","2021-02-18 09:29:15-03","UNESP-IBB","BOTU","20798","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.","Amaral Jr., A.","Moraes, P.L.R.","526","1991","10","08",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,NA,NA,NA,"Árvore 4 m de altura, botões florais brancos","BOTU020798",NA,NA,NA,NA,"1997","01","06","9999","9999",NA,NA,NA,NA,NA,NA
"25","2021-02-18 09:29:15-03","UNESP-IBB","BOTU","21497","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.","Costa, M.P.","Mamede, M.C.H.","318","1990","09","20",NA,"Brasil","São Paulo","Iguape",NA,NA,NA,NA,"Arbusto, flores alvas","BOTU021497",NA,NA,NA,NA,"1991","05","15","9999","9999",NA,NA,NA,NA,NA,NA
"26","2021-02-18 09:29:15-03","UNESP-IBB","BOTU","21468","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.","Amaral Jr., A.","Garcai, J.M.","994","1996","12","19",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"Arvoreta, 1,6 m de altura, flores brancas, frutos verdes","BOTU021468",NA,NA,NA,NA,"1997","07","02","9999","9999",NA,NA,NA,NA,NA,NA
"27","2021-02-18 09:29:15-03","UNESP-IBB","BOTU","21496","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.","Costa, M.P.","Costa, M.P.","19","1990","12","13",NA,"Brasil","São Paulo","Iguape",NA,NA,NA,NA,"Arvoreta ca., 6 m de altura, frutos verdes a vermelhos","BOTU021496",NA,NA,NA,NA,"1991","07","11","9999","9999",NA,NA,NA,NA,NA,NA
"28","2021-02-18 09:29:14-03","UNESP-IBB","BOTU","20797","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.","Amaral Jr., A.","Moraes, P.L.R.","554","1991","11","16",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,NA,NA,NA,"Arvoreta de 6 m de altura botões brancos","BOTU020797",NA,NA,NA,NA,"1997","01","06","9999","9999",NA,NA,NA,NA,NA,NA
"29","2021-02-18 09:29:14-03","UNESP-IBB","BOTU","20785","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.","Amaral Jr., A.","Moraes, P.L.R.","583","1991","12","19",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,NA,NA,NA,"Arbusto de 3 m de altura, frutos vermelhos","BOTU020785",NA,NA,NA,NA,"1997","01","06","9999","9999",NA,NA,NA,NA,NA,NA
"30","2021-02-18 09:29:14-03","UNESP-IBB","BOTU","20192","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.","Amaral Jr., A.","Kawasaki, M.L.","651","1994","10","10",NA,"Brasil","São Paulo","Sete Barras",NA,NA,NA,NA,"Arvoreta ca., 2 mde altura, folhas discolores, face abaxial, glauca, folhas brancas com estrias castanho-avermelhado","BOTU020192",NA,NA,NA,NA,"1996","07","30","9999","9999",NA,NA,NA,NA,NA,NA
"31","2021-02-18 09:29:15-03","UNESP-IBB","BOTU","25189","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.","Amaral Jr., A.","Bianchini-Simão, R.","584","1994","11","17",NA,"Brasil","Rio de Janeiro","Itaiaia",NA,NA,NA,NA,"Árvore 2,5 m de altura, pétalas e anteras amarelas","BOTU025189",NA,NA,NA,NA,"1997","01","07","9999","9999",NA,NA,NA,NA,NA,NA
"32","2021-02-18 09:29:14-03","UNESP-IBB","BOTU","20701","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.","Amaral Jr., A.","Moraes, P.L.R.","1171","1995","01","19",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,NA,NA,NA,"Arvoreta ca., 1 m de altura, frutos vermelhos","BOTU020701",NA,NA,NA,NA,"1996","12","20","9999","9999",NA,NA,NA,NA,NA,NA
"33","2021-02-18 09:29:14-03","UNESP-IBB","BOTU","20412","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.","Amaral Jr., A.","Garcia, R.J.F.",NA,"1996","01","19",NA,"Brasil","São Paulo","Marsilac",NA,NA,NA,NA,"Arvoreta, 2 m de altura, DAP 1,5 cm , fruto alaranjado a vermelho","BOTU020412",NA,NA,NA,NA,"1996",NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA
"34","2021-02-18 09:29:15-03","UNESP-IBB","BOTU","20799","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.","Amaral Jr., A.","Moraes, P.L.R.","383","1991","01","13",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,NA,NA,NA,"Arvoreta 2 m de altura, frutos avermelhados","BOTU020799",NA,NA,NA,NA,"1997","01","06","9999","9999",NA,NA,NA,NA,NA,NA
"35","2021-02-18 09:29:14-03","UNESP-IBB","BOTU","20795","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.","Amaral Jr., A.","Moraes, P.L.R.","502","1991","10","06",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,NA,NA,NA,"Árvore de 6 m de altura","BOTU020795",NA,NA,NA,NA,"1997","01","06","9999","9999",NA,NA,NA,NA,NA,NA
"36","2021-02-18 09:29:14-03","UNESP-IBB","BOTU","10285","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.","Amaral Jr., A.","Kuhlmann, M.","2902","1953","11","07",NA,"Brasil","Minas Gerais","Sapucaí","Serra da Mantiqueira, (cidade Azul)",NA,NA,NA,NA,"BOTU010285",NA,NA,NA,NA,"1994","02",NA,"9999","9999",NA,NA,NA,NA,NA,NA
"37","2021-02-18 09:29:15-03","UNESP-IBB","BOTU","26954","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.",NA,"Durigan, G.","1026","1999","12","09",NA,"Brasil","São Paulo","Bauru",NA,NA,NA,NA,NA,"BOTU026954",NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA
"38","2021-02-18 09:29:14-03","UNESP-IBB","BOTU","20183","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.","Amaral Jr., A.","Sanches, C.D.","34","1994","09","07",NA,"Brasil","São Paulo","Subaúma",NA,NA,NA,NA,"Arvoreta, 3 m de altura, flores creme","BOTU020183",NA,NA,NA,NA,"1996","07","30","9999","9999",NA,NA,NA,NA,NA,NA
"39","2021-02-18 09:29:15-03","UNESP-IBB","BOTU","25192","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.","Cordeiro, I.","Catharino, L.M.E.","2181","1997","10","10",NA,"Brasil","Minas Gerais","Rio Doce",NA,NA,NA,NA,"Arbusto ca., 1,5 m de altura, folhas discolores, flores cremes","BOTU025192",NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA
"40","2021-02-18 09:29:14-03","UNESP-IBB","BOTU","20177","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.","Amaral Jr., A.","Souza, V.C.","9302","1995","10","09",NA,"Brasil","São Paulo","Peruíbe",NA,NA,NA,NA,"Arbusto, ca. 1 m de altura, botões verdes","BOTU020177",NA,NA,NA,NA,"1996","07","30","9999","9999",NA,NA,NA,NA,NA,NA
"41","2021-02-18 09:29:14-03","UNESP-IBB","BOTU","20429","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.","Amaral Jr., A.","Borges, S.M.","31","1981","11","10",NA,"Brasil","São Paulo","Cananéia",NA,NA,NA,NA,"Arvoreta baixa, ca., 1 m de altura, flores creme","BOTU020429",NA,NA,NA,NA,"1996","07",NA,"9999","9999",NA,NA,NA,NA,NA,NA
"42","2021-02-18 09:29:14-03","UNESP-IBB","BOTU","20650","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.",NA,"Amaral Jr., A.","49","1996","11","12",NA,"Brasil","São Paulo","Campos do Jordão",NA,NA,NA,NA,"Arbusto + ou - 1,80 m de altura","BOTU020650",NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA
"43","2021-02-18 09:29:14-03","UNESP-IBB","BOTU","15395","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.","Amaral Jr., A.","Grande, D.A.","151","1978","10","28",NA,"Brasil","São Paulo","Cananéia",NA,NA,NA,NA,"Arbusto + ou - 1,5 m de altura, flores brancas","BOTU015395",NA,NA,NA,NA,"1997","01","13","9999","9999",NA,NA,NA,NA,NA,NA
"44","2021-02-18 09:29:14-03","UNESP-IBB","BOTU","18520","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.","Amaral Jr., A.","Melo, M.R.F.","263","1981","11","10",NA,"Brasil","São Paulo","Cananéia",NA,NA,NA,NA,"Arbustiva, corola branca","BOTU018520",NA,NA,NA,NA,"1996","08","02","9999","9999",NA,NA,NA,NA,NA,NA
"45","2021-02-18 09:29:14-03","UNESP-IBB","BOTU","13215","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.","Amaral Jr., A.","Pirani, J.R.","1379","1985","11","20",NA,"Brasil","São Paulo","Campos do Jordão",NA,NA,NA,NA,"Arvoreta no interior da mata nebular, 4 m de altura, flores creme-esverdeadas","BOTU013215",NA,NA,NA,NA,"1997","08","21","9999","9999",NA,NA,NA,NA,NA,NA
"46","2021-02-18 09:29:15-03","UNESP-IBB","BOTU","25186","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.","Amaral Jr., A.","Borges, S.M.","31","1981","11","10",NA,"Brasil","São Paulo","Cananéia",NA,NA,NA,NA,"Arvoreta baixa ca., 1 m de altura, flores creme","BOTU025186",NA,NA,NA,NA,"1994","03",NA,"9999","9999",NA,NA,NA,NA,NA,NA
"47","2021-02-18 09:29:14-03","UNESP-IBB","BOTU","20710","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.","Amaral Jr., A.","Catharino, E.L.M.","580","1986",NA,NA,NA,"Brasil","São Paulo","Iguape",NA,NA,NA,NA,"Arvoreta com 3 m de altura, frutos vermelhos","BOTU020710",NA,NA,NA,NA,"1996","12","20","9999","9999",NA,NA,NA,NA,NA,NA
"48","2021-02-18 09:29:14-03","UNESP-IBB","BOTU","20793","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.","Amaral Jr., A.","Moraes, P.L.R.","350","1990","11","04",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,NA,NA,NA,"Árvore de 8 m de altura, flores brancas","BOTU020793",NA,NA,NA,NA,"1997","01","16","9999","9999",NA,NA,NA,NA,NA,NA
"49","2021-02-18 09:29:14-03","UNESP-IBB","BOTU","19116","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.","Amaral Jr., A.","Grande, D.A.","151","1978","10","28",NA,"Brasil","São Paulo","Cananéia",NA,NA,NA,NA,"Arbusto de + ou - 1,5 m de altura, flores brancas","BOTU019116",NA,NA,NA,NA,"1993","05",NA,"9999","9999",NA,NA,NA,NA,NA,NA
"50","2021-02-18 09:29:14-03","UNESP-IBB","BOTU","20711","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.","Amaral Jr., A.","Moraes, P.L.R.","779","1993","01","20",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,NA,NA,NA,"Árvoreta, + ou - 1 m de altura, frutos vermelho","BOTU020711",NA,NA,NA,NA,"1996","12","20","9999","9999",NA,NA,NA,NA,NA,NA
"51","2021-02-18 09:29:14-03","UNESP-IBB","BOTU","20206","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.","Amaral Jr., A.","Leitão Filho, H.F.","33147","1995","02","09",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"Floresta Tropical de Encosta, 3,50 m de altura, frutos maduros vermelhos","BOTU020206",NA,NA,NA,NA,"1996","07","30","9999","9999",NA,NA,NA,NA,NA,NA
