"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","day","minimumElevationInMeters","stateProvince","decimalLongitude","decimalLatitude","maximumElevationInMeters","class","identifiedBy","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","imagecode","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","typeStatus"
"47","2020-02-08 10:45:35-03","NBC","NL-BOTANY","U.1039921","PreservedSpecimen","Plantae",NA,"Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","Werff HH van der; Wingfield RC",NA,"1978","09","Southern America","Venezuela","Cerro de Maracuica, 6 km S. de Punto Cumarebo.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1039921 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1039921","16",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,"NL-U1039921",NA,NA,NA,NA,NA,NA,NA
"48","2020-02-08 10:45:35-03","NBC","NL-BOTANY","U.1039922","PreservedSpecimen","Plantae",NA,"Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","Werff HH van der; Wingfield RC",NA,"1978","09","Southern America","Venezuela","Cerro de Maracuica, 6 km S. de Punto Cumarebo.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1039922 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1039922","16",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,"NL-U1039922",NA,NA,NA,NA,NA,NA,NA
"49","2020-02-08 10:45:35-03","NBC","NL-BOTANY","U.1039923","PreservedSpecimen","Plantae",NA,"Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","Werff HH van der; Wingfield RC",NA,"1978","09","Southern America","Venezuela","Cerro El Caballo, 53 km E de Coro.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1039923 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1039923","16",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,"NL-U1039923",NA,NA,NA,NA,NA,NA,NA
"50","2020-02-08 10:45:35-03","NBC","NL-BOTANY","U.1039925","PreservedSpecimen","Plantae",NA,"Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","Smith HH",NA,"1898","01","Southern America","Colombia","Sta. Marta.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1039925 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1039925","01",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,"NL-U1039925",NA,NA,NA,NA,NA,NA,NA
"51","2020-02-08 10:45:40-03","NBC","NL-BOTANY","U.1039927","PreservedSpecimen","Plantae",NA,"Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","Breteler FJ",NA,"1964","01","Southern America","Venezuela","Ticoporo forest reserve. State of Barinas.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1039927 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1039927","23",NA,NA,"-70.75","8.25",NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,"NL-U1039927","-70.75","8.25",NA,NA,NA,NA,NA
"52","2020-02-08 10:45:40-03","NBC","NL-BOTANY","U.1039928","PreservedSpecimen","Plantae",NA,"Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","Breteler FJ",NA,"1964","01","Southern America","Venezuela","Ticoporo forest reserve. State of Barinas.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1039928 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1039928","23",NA,NA,"-70.75","8.25",NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,"NL-U1039928","-70.75","8.25",NA,NA,NA,NA,NA
"53","2020-02-08 10:45:40-03","NBC","NL-BOTANY","WAG.1741313","PreservedSpecimen","Plantae",NA,"Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","Bruijn J de",NA,"1966","12","Southern America","Venezuela","State of Tachira. About 5 km S. of Rubio, about 30 km S.W. of San Cristobal.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1741313 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1741313","15",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,"NL-WAG1741313",NA,NA,NA,NA,NA,NA,NA
"54","2020-02-08 10:45:40-03","NBC","NL-BOTANY","WAG.1741314","PreservedSpecimen","Plantae",NA,"Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","Bruijn J de",NA,"1966","12","Southern America","Venezuela","State of Tachira. About 5 km S. of Rubio, about 30 km S.W. of San Cristobal.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1741314 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1741314","15",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,"NL-WAG1741314",NA,NA,NA,NA,NA,NA,NA
"55","2014-09-25 12:33:20-03","FEMACT","MIRR","2098","S","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona",NA,"Milliken, W.","332","1987","06",NA,"Brasil","Ilha de Maracá, SEMA Estação., Terra firme forest close to river near Casa de Maracá.",NA,"Terrestrial fern to 0cm tall. Fonds dull gree. Sori dull chocolate brown.",NA,"15",NA,"Roraima","-61.433333","3.366667",NA,NA,NA,"Alto Alegre",NA,NA,NA,NA,NA,NA,"-61.433333","3.366667",NA,NA,NA,NA,NA
"56","2019-08-27 13:36:38-03","IAP","PACA-AGP","107506","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","Wunder, D.","D15","2004","06",NA,"Brasil","Esquina Gaúcha",NA,"Habitat: Terrícola, interior de mata","PACA107506","09",NA,"RS","-53.9921989440918","-28.5168991088867",NA,"Filicopsida","Kieling- Rubio, M. A.","Augusto Pestana","15366","auto","2005","05","05",NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-08-27 13:36:38-03","IAP","PACA-AGP","90552","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","F. P. F. Athayde","515","2000","05",NA,"Brasil","Estrada vicinal de acesso à cidade. Fazenda Mon Plaizir.",NA,"HASU 11236&nf;..cont habitat: mais elevado e úmida no restante da área. Terrestre. Habitat: grande capão de mata semi-decídua bastante conservada, seca em um certo trecho..","PACA090552","12",NA,"SP","-49.05","-20.8",NA,"Filicopsida","M. A. Kieling","Olímpia",NA,NA,"2001","06","29",NA,"49°03'W","20°48'S",NA,NA,NA,NA,NA
"58","2019-08-27 13:36:38-03","IAP","PACA-AGP","90554","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","Windisch, P. G.","9760","2002","08",NA,"Brasil",NA,NA,"..cont. habitat: Terrícola. Habitat: Remanescente de Floresta ombrófila Mista e transição para F. E. Semidecidual...","PACA090554","08",NA,"RS","-53.394401550293","-27.3591995239258",NA,"Filicopsida","M. A. Kieling-Rubio","Frederico Westphalen","16988","auto","2003","02","21",NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-08-27 13:36:38-03","IAP","PACA-AGP","90553","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","Silva Jr., A.","548","1988","10",NA,"Brasil","Picada Verão",NA,"HASU 2909","PACA090553","11",NA,"RS","-51.0069007873535","-29.6380996704102",NA,"Filicopsida","M. A. Kieling","Sapiranga","11711","auto","2002","12","06",NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-10-20 14:18:20-03","UFOPA","HSTM","13423","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Goniopteris","tetragona","Goniopteris tetragona","(Sw.) C. Presl","Giacomin, L.L.; Oliveira, A.A. de",NA,"2018","07",NA,"Brasil","Fazenda Taperinha; próximo ao Lago do Maicá. Trilha que leva ao alto da serra partindo da sede, passando por pasto.",NA,NA,"HSTM013423","19","72","Pará","-54.3625","-2.577222","72",NA,"Almeida, T.E.","Santarém",NA,NA,"2019","09","27","HSTM013423","54º21'45''W","2º34'38''S",NA,NA,NA,NA,NA
"61","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0006791","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","Herbert H. Smith;","995","1898","1",NA,"Colombia","Santa Marta.",NA,NA,NA,"1",NA,"Magdalena","-74.4056","10.4113",NA,"Polypodiopsida","A. R. Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-04-07 11:49:02-03","UFMS","CGMS","58045","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","B.B. Brandão; A.H.A. Souza; L.M. Bergamo","34","2015","11",NA,"Brasil","Parque Estadual das Várzeas do Rio Ivinhema.",NA,"Habitat: Floresta Estacional Semidecidual. Habito: Epífita.","CGMS1087983","16","477","Mato Grosso do Sul","-53.4013889","-18.1538889","477",NA,"A.H.A. Souza; B.B. Brandão; L.M. Bergamo","Jateí",NA,NA,"2015","11","16",NA,"-53,4013889","-18,1538889",NA,NA,NA,NA,NA
"63","2020-10-14 10:06:55-03","FURB","FURB","65666","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Goniopteris","tetragona","Goniopteris tetragona","(Sw.) C. Presl","Aona, LYS; Costa, G; Souza, EH; Vitório, CDP; Fonseca, WO","5313","2019","01",NA,"Brasil","Cabruca. PM 07, PM 15, PM 28, PM 10, PM 06.",NA,NA,"FURB65666","23",NA,"Bahia","-39.0494003295898","-14.7889003753662",NA,NA,"Gasper, AL","Ilhéus","61245","auto","2020","02","06","FURB65666",NA,NA,NA,NA,NA,NA,NA
"64","2021-03-16 17:56:59-03","UCS","HUCS","37220","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Goniopteris","tetragona","Goniopteris tetragona","(Sw.) C. Presl","Gonzatti, F.","83","2011","03",NA,"Brasil","Linha Santa Terezinha",NA,"na mata ciliar - próximo ao arroio","HUCS004447","13","875","Rio Grande do Sul","-51.295972","-28.049361","875",NA,"Gonzatti, F.","Esmeralda",NA,NA,NA,NA,NA,"HUCS004447 HUCS004447_01","-51.295972","-28.049361",NA,NA,NA,NA,NA
"65","2021-03-16 17:56:59-03","UCS","HUCS","20217","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Goniopteris","tetragona","Goniopteris tetragona","(Sw.) C. Presl","Schneider, V.","s.n.","2000","06",NA,"Brasil","Parque dos Pinhais",NA,"em local úmido","HUCS004453","17","780","Rio Grande do Sul","-51.1794013977051","-29.1681003570557","780",NA,"Rubio, M.A.K.","Caxias do Sul","49662","auto","2003","02",NA,"HUCS004453",NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:46:17-03","MBM","MBM","269080","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Goniopteris","tetragona","Goniopteris tetragona","(Sw.) C.Presl","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","73035","2002","05","Southern America","Brazil","Fazenda Salobra",NA,"Terrícola.; Mata de galeria.","MBM269080","16",NA,"Mato Grosso do Sul","-56.7150001525879","-20.5386009216309",NA,NA,"Salino, A.","Bodoquena","47684","auto","2017","09","06",NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:46:25-03","MBM","MBM","46999","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","Smith, H.H.","995","1898",NA,"Southern America","Colombia","Santa Marta",NA,NA,"MBM046999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM046999",NA,NA,NA,NA,NA,NA,NA
"68","2018-03-07 12:57:20-03","MNHN","RECOLNAT_MNHN_P","P00328081","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","Soubirou, G.",NA,"1909","5",NA,"Guyane","Bord du lac Rorota, 12 km de Cayenne.","hb","Soubirou 31 juillet 1905 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00328081' target='other'> <mi>dwc_moreinfo</mi></a>","P00328081",NA,NA,NA,NA,NA,NA,NA,"Smith",NA,NA,NA,NA,NA,NA,"P00328081_01",NA,NA,NA,"52",NA,NA,NA
"69","2020-10-01 14:14:58-03","JBB","HEPH","34340","S","Plantae",NA,"Polypodiales","Thelypteridaceae","Goniopteris","tetragona","Goniopteris tetragona","(Sw.) C.Presl","Salino, A; Arruda, AJ; Ranieri, B; Lelis, B","15577","2012","12","Southern America","Brasil","Serra do Tarzan, Borda de mata",NA,"Prensado em álcool",NA,"15","580","Pará","-50.1039","-6.1857","580",NA,"Salino, A","Canaã dos Carajás",NA,NA,"2016","04",NA,NA,"-50.1039","-6.1857",NA,NA,NA,NA,NA
"70","2019-02-19 04:30:00-03","MO","MOBOT","100587737","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Polypodium","tetragonum","Polypodium tetragonum","Sw.","C.F.P. Martius","Martius 319",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"71","2008-05-27 22:02:00-03","MO","MOBOT","1001512","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","Phylliis S. Bentley","Bentley 38A","1982","11","South America","Ecuador","Charles Darwin Research Station",NA,NA,NA,"3","150.00000000","Galapagos","-90.3036","-0.7422",NA,NA,"P.S. Bentley","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2012-08-30 09:13:00-03","MO","MOBOT","100514220","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","F. Gonzatti","Gonzatti 83","2011","3","South America","Brazil","Mun. Esmeralda. Linha Santa Terezinha.",NA,NA,NA,"13","875.00000000","Rio Grande do Sul","-51.2961111","-28.0494444",NA,NA,"F. gonzatti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"73","2011-06-08 17:17:00-03","MO","MOBOT","12684","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","L.B. Holm-Nielsen|et al.","Holm-Nielsen 2657","2005","3","South America","Ecuador","Surroundings of Montalvo (foothills of the Andes, c. 40 km E of Babahoyo). Rain forest with coffee and cocoa-plantations.",NA,NA,NA,"30","100.00000000","Los Ríos","-79.28333","-1.78333","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2011-06-08 17:17:00-03","MO","MOBOT","12694","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","L.B. Holm-Nielsen|et al.","Holm-Nielsen 2659","2005","3","South America","Ecuador","Surroundings of Montalvo (foothills of the Andes, c. 40 km E of Babahoyo). Rain forest with coffee and cocoa-plantations.",NA,NA,NA,"30","100.00000000","Los Ríos","-79.28333","-1.78333","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2008-05-27 22:02:00-03","MO","MOBOT","2215855","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","Eissing","Eissing 451",NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"Beni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2008-05-27 22:02:00-03","MO","MOBOT","3377647","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","Austin Smith","Smith 878","1982","11","South America","Venezuela","Dtto. Sucre: Between San Isidro and Biscucuy, just beyon (100m) turnoff along road to Concepcion.",NA,NA,NA,"2","800.00000000","Portuguesa","-69.98333","9.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2009-12-13 16:07:00-02","MO","MOBOT","3378243","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","Francisco J. Ortega|Gerardo Aymard","Ortega 1893","1983","10","South America","Venezuela","Dtto. Araure Camburito a 20 km al NO de Acarigua.",NA,NA,NA,"3",NA,"Portuguesa",NA,NA,NA,NA,"Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2008-05-27 22:02:00-03","MO","MOBOT","3378519","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","Holt","Holt 583","1929","9","South America","Venezuela","Hacienda Cardenas, near Santa Lucia.",NA,NA,NA,"9",NA,"Miranda",NA,NA,NA,NA,"Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2011-02-22 16:36:00-03","MO","MOBOT","3378923","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","Wendell H. Camp","Camp E-3583","1945","6","South America","Ecuador","Coastal plain, in the vicinity of Naranjito.",NA,NA,NA,"6","36.57600000","Guayas","-79.4","-2.21666",NA,NA,"Smith","Naranjito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2009-12-06 16:23:00-02","MO","MOBOT","3379041","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","A.H.G. Alston","Alston 5394","1938","12","South America","Venezuela","Petare. Coffee estate",NA,NA,NA,"7","1050.00000000","Miranda",NA,NA,NA,NA,"Moran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2014-10-29 05:36:00-02","MO","MOBOT","3379180","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","William Milliken","Milliken 332","1987","6","South America","Brazil","Terra firme forest close to river near Casa de Maraca.",NA,NA,NA,"15",NA,"Roraima","-61.51666","3.35",NA,NA,"Edwards",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2011-06-08 17:17:00-03","MO","MOBOT","37456","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","L.B. Holm-Nielsen|et al.","Holm-Nielsen 2662","1973",NA,"South America","Ecuador","Surroundings of Montalvo (foothills of the Andes, c. 40 km E of Babahoyo). Rain forest with coffee and cocoa-plantations.",NA,NA,NA,NA,"100.00000000","Los Ríos","-79.28333","-1.78333","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2008-05-27 22:02:00-03","MO","MOBOT","771072","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","Walter A. Palacios","Palacios Cuenca 10149","1992","5","South America","Ecuador","PUYO: Pambayucua. Río Lliquino. Bosque primario.",NA,NA,NA,"7","420.00000000","Pastaza","-77.36666","-1.48333",NA,NA,"R.C. Moran (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92-29","5",NA,NA
"84","2008-05-27 22:02:00-03","MO","MOBOT","771125","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","Walter A. Palacios","Palacios Cuenca 10275","1992","7","South America","Ecuador","Pozo Petrolero Villano 2. Bosque húmedo Tropical. Bosque primario. Cresta de colina hacia el Sur del campamento.",NA,NA,NA,"24","500.00000000","Pastaza","-77.45","-1.48333",NA,NA,"R.C. Moran (MO)","Pastaza",NA,NA,NA,NA,NA,NA,NA,NA,NA,"92-36","3",NA,NA
"85","2008-05-27 22:02:00-03","MO","MOBOT","771138","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","Walter A. Palacios","Palacios Cuenca 10286","1992","7","South America","Ecuador","Pozo Petrolero Villano 2. Bosque húmedo Tropical. Bosque primario. Cresta de colina hacia el Sur del campamento.",NA,NA,NA,"24","500.00000000","Pastaza","-77.45","-1.48333",NA,NA,"R.C. Moran (MO)","Pastaza",NA,NA,NA,NA,NA,NA,NA,NA,NA,"92-36","4",NA,NA
"86","2016-01-12 12:22:27-02","F","FMNH-PTERIDOPHYTES","C0665421F","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small",NA,NA,NA,NA,"South America","Colombia",NA,NA,NA,"C0665421F",NA,NA,NA,"-72.8667","3.8811",NA,"Pteridopsida",NA,NA,NA,NA,NA,NA,NA,"C0665421F_01",NA,NA,NA,NA,NA,NA,NA
"87","2016-01-12 12:22:38-02","F","FMNH-PTERIDOPHYTES","C0665422F","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small",NA,NA,NA,NA,"South America","Colombia",NA,NA,NA,"C0665422F",NA,NA,NA,"-72.8667","3.8811",NA,"Pteridopsida",NA,NA,NA,NA,NA,NA,NA,"C0665422F_01",NA,NA,NA,NA,NA,NA,NA
"88","2016-01-12 12:15:06-02","F","FMNH-PTERIDOPHYTES","C0665425F","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small",NA,NA,NA,NA,"South America","Colombia",NA,NA,NA,"C0665425F",NA,NA,NA,"-72.8667","3.8811",NA,"Pteridopsida",NA,NA,NA,NA,NA,NA,NA,"C0665425F_01",NA,NA,NA,NA,NA,NA,NA
"89","2016-01-12 12:14:36-02","F","FMNH-PTERIDOPHYTES","C0665426F","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small",NA,NA,NA,NA,"South America","Venezuela",NA,NA,NA,"C0665426F",NA,NA,NA,"-65.9119","7.0758",NA,"Pteridopsida",NA,NA,NA,NA,NA,NA,NA,"C0665426F_01",NA,NA,NA,NA,NA,NA,NA
"90","2016-01-12 12:14:17-02","F","FMNH-PTERIDOPHYTES","C0665427F","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small",NA,NA,NA,NA,"South America","Venezuela",NA,NA,NA,"C0665427F",NA,NA,NA,"-65.9119","7.0758",NA,"Pteridopsida",NA,NA,NA,NA,NA,NA,NA,"C0665427F_01",NA,NA,NA,NA,NA,NA,NA
"91","2016-01-12 12:13:25-02","F","FMNH-PTERIDOPHYTES","C0665428F","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small",NA,NA,NA,NA,"South America","Ecuador",NA,NA,NA,"C0665428F",NA,NA,NA,"-78.1869","-1.4628",NA,"Pteridopsida",NA,NA,NA,NA,NA,NA,NA,"C0665428F_01",NA,NA,NA,NA,NA,NA,NA
"92","2016-01-12 12:13:02-02","F","FMNH-PTERIDOPHYTES","C0665429F","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small",NA,NA,NA,NA,"South America","Ecuador",NA,NA,NA,"C0665429F",NA,NA,NA,"-78.1869","-1.4628",NA,"Pteridopsida",NA,NA,NA,NA,NA,NA,NA,"C0665429F_01",NA,NA,NA,NA,NA,NA,NA
"93","2016-01-12 12:12:44-02","F","FMNH-PTERIDOPHYTES","C0665430F","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small",NA,NA,NA,NA,"South America","Ecuador",NA,NA,NA,"C0665430F",NA,NA,NA,"-78.1869","-1.4628",NA,"Pteridopsida",NA,NA,NA,NA,NA,NA,NA,"C0665430F_01",NA,NA,NA,NA,NA,NA,NA
"94","2016-01-12 12:12:24-02","F","FMNH-PTERIDOPHYTES","C0665431F","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small",NA,NA,NA,NA,"South America","Ecuador",NA,NA,NA,"C0665431F",NA,NA,NA,"-78.1869","-1.4628",NA,"Pteridopsida",NA,NA,NA,NA,NA,NA,NA,"C0665431F_01",NA,NA,NA,NA,NA,NA,NA
"95","2016-01-12 12:12:04-02","F","FMNH-PTERIDOPHYTES","C0665432F","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small",NA,NA,NA,NA,"South America","Ecuador",NA,NA,NA,"C0665432F",NA,NA,NA,"-78.1869","-1.4628",NA,"Pteridopsida",NA,NA,NA,NA,NA,NA,NA,"C0665432F_01",NA,NA,NA,NA,NA,NA,NA
"96","2016-01-12 12:11:39-02","F","FMNH-PTERIDOPHYTES","C0665433F","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small",NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"C0665433F",NA,NA,NA,"-74.14","-9.1839",NA,"Pteridopsida",NA,NA,NA,NA,NA,NA,NA,"C0665433F_01",NA,NA,NA,NA,NA,NA,NA
"97","2016-01-12 12:11:19-02","F","FMNH-PTERIDOPHYTES","C0665434F","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small",NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"C0665434F",NA,NA,NA,"-74.14","-9.1839",NA,"Pteridopsida",NA,NA,NA,NA,NA,NA,NA,"C0665434F_01",NA,NA,NA,NA,NA,NA,NA
