"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","typeStatus","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"103","2020-02-08 09:52:33-03","NBC","NL-BOTANY","U.1588744","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","05","12","Brazil",NA,NA,"Flora Brasiliae Australis. Est. Paraná. Open forest with much bamboo (taquara) in the undergrowth near Rio Tigre Preto, ca. 25 km S of Marmeleiro.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1588744 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1588744","NL-U1588744",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"104","2020-02-08 09:52:33-03","NBC","NL-BOTANY","U.1588745","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","05","02","Brazil",NA,NA,"Est. Paraná, near sawmill Brandalize, N of Rio Chopim, ca. 20 km N of Clevelandia, in Araucaria forest.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1588745 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1588745","NL-U1588745",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"105","2020-02-08 09:52:33-03","NBC","NL-BOTANY","U.1588746","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","05","12","Brazil",NA,NA,"Flora Brasiliae Australis. Est. Paraná. Forest near Rio Tigre Preto, ca.25 km S of Marmeleiro, at border with Santa Catarina.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1588746 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1588746","NL-U1588746",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"106","2020-02-08 09:52:33-03","NBC","NL-BOTANY","U.1588747","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler",NA,NA,NA,NA,"Mexia YEJ",NA,"1930","09","22","Brazil",NA,NA,"State of Minas Geraes, Viçosa, Agricultural College lands; hill northwest of main buildings.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1588747 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1588747","NL-U1588747",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"107","2020-02-08 09:52:33-03","NBC","NL-BOTANY","U.1588748","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler",NA,NA,NA,NA,"Mexia YEJ",NA,"1930","11","13","Brazil",NA,NA,"Brazil. Minas Gerais: Distr. Rio Branco, Retiro de Antonio Avelino.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1588748 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1588748","NL-U1588748",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"108","2020-11-04 12:16:08-03","ESALQ","ESA","116215","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia",NA,"Estevam. D.A.","1999",NA,NA,"Estevam, D.A,","29.0","1999","10","01","Brasil","Paraná","Curiúva",NA,"-50.4583015441895","-24.0324993133545",NA,NA,NA,NA,NA,"ESA116215","ESA116215",NA,NA,NA,NA,NA,"23566","auto",NA,NA,NA,NA,NA,NA
"109","2020-11-04 11:19:13-03","ESALQ","ESA","7240","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler",NA,NA,NA,NA,"Rodrigues, R.R. ; Morellato-Fonzar, L.P.C.",NA,"1985","01","01","Brasil","São Paulo","Jundiaí",NA,"-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,NA,"ESA007240",NA,"Magnoliophyta",NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA
"110","2020-11-04 11:19:13-03","ESALQ","ESA","80411","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolium","Xylosma ciliatifolium","(Clos.) Eichl.","Sena, T.S.N.",NA,NA,NA,"Melo, E. et al.","1855.0","1996","12","14","Brasil","Bahia","Itatim",NA,"-39.6981010437012","-12.7118997573853",NA,NA,NA,NA,NA,"ESA080411","ESA080411","Magnoliophyta",NA,NA,NA,NA,"24374","auto",NA,NA,NA,NA,NA,NA
"111","2020-11-04 11:19:13-03","ESALQ","ESA","36636","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolium","Xylosma ciliatifolium",NA,NA,NA,NA,NA,"Rotta, E.","105.0","1979","10","03","Brasil","Paraná","Colombo",NA,"-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,NA,"ESA036636","ESA036636","Magnoliophyta",NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA
"112","2020-11-04 11:19:13-03","ESALQ","ESA","36638","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolium","Xylosma ciliatifolium","(Clos.) Eichl.","Hatschbach, G.",NA,NA,NA,"Rotta, E.","105.0","1979","10","03","Brasil","Paraná","Colombo",NA,"-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,NA,"ESA036638","ESA036638","Magnoliophyta",NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA
"113","2020-11-04 11:19:13-03","ESALQ","ESA","80846","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolium","Xylosma ciliatifolium","(Clos) Eichler","Dias, M.C.",NA,NA,NA,"Ferreira, J.A. et al.",NA,"1998","11","11","Brasil","Paraná","Reserva",NA,"-50.8506011962891","-24.6502990722656",NA,NA,NA,NA,NA,"ESA080846","ESA080846","Magnoliophyta",NA,NA,NA,NA,"43627","auto",NA,NA,NA,NA,NA,NA
"114","2020-11-04 11:19:13-03","ESALQ","ESA","13936","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolium","Xylosma ciliatifolium","(Clos.) Eichl.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G. ; Silva, J.M.","55728.0","1991","10","14","Brasil","Paraná","Turvo",NA,"-51.5297012329102","-25.0428009033203",NA,NA,NA,NA,NA,"ESA013936","ESA013936","Magnoliophyta",NA,NA,NA,NA,"36663","auto",NA,NA,NA,NA,NA,NA
"115","2020-11-04 11:19:13-03","ESALQ","ESA","102266","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolium","Xylosma ciliatifolium",NA,"Tsuji, R.","2007","03","05","Tsuji, R.","1786.0","2007","03","05","Brasil","Rio Grande do Sul","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,"ESA102266","ESA102266","Magnoliophyta",NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA
"116","2021-01-14 15:33:33-03","MN","R","7482","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler",NA,NA,NA,NA,"Glaziou, A.F.M.","2845","1874","07","08","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000007482","R000007482_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-01-14 15:33:33-03","MN","R","79921","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler",NA,NA,NA,NA,"Freire Allemão, F. 58; Cysneiros, M.",NA,NA,NA,NA,"Brasil","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará","R000079921","R000079921_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-03-12 01:35:13-03","UFPI","TEPB","6440","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","R. B. Torres","2017","02","06","M.A . Figueiredo","259","1991","07","19","Brasil","Rio Grande do Norte","Joao Pessoa","Mata Redonda",NA,NA,NA,NA,NA,NA,"Origem: Herbário Prisco Bezerra, reg. 18178.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-04-02 11:40:29-03","UFPI","TEPB","20054","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","ciliatifolium","Xylosma ciliatifolium","(Clos)Eichler","CHAVES, E. M. F.","2004","04","04","CHAVES, E. M. F.","561","2004","01","17","Brasil","Piauí","Cocal","Gado Bravo","-41.5225","-3.449722","41°31'21W","03°26'59S","150","150","arbusto, 2m. Ambiente: Carrasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-03-31 10:26:27-03","UFPI","TEPB","20053","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","ciliatifolium","Xylosma ciliatifolium","(Clos)Eichler","M. Keutana","2002","10","18","CHAVES, E. M. F.","541","2003","12","01","Brasil","Piauí","Cocal","Cocal de cima I","-41.543056","-3.483889","41°32'35W","03°29'02S","150","150","arbusto, 3m, ereto, flores de pétalas branco esverdeadas, fruto imaturo verde, frequencia alta, substrato arenoso, Usos:melífera Ambiente: Carrasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-03-12 01:35:13-03","UFPI","TEPB","22440","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","ciliatifolium","Xylosma ciliatifolium","(Clos.) Eichl","O.Cano","2007","02","22","L.Santos","140","2006","01","07","Brasil","Piauí","Monsenhor Gil","Fazenda Saquinho","-42.6077995300293","-5.56416988372803",NA,NA,NA,NA,"arbusto 2m, planta c/frutos vermelhos, pouco frequente Ambiente: Cerrado",NA,NA,NA,NA,NA,NA,NA,"20710","auto",NA,NA,NA,NA,NA,NA
"122","2021-03-12 01:35:13-03","UFPI","TEPB","22440","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","ciliatifolium","Xylosma ciliatifolium","(Clos.) Eichl.","CHAVES, E. M. F.","2004","03","03","L. Santos","140","2006","01","07","Brasil","Piauí","Monsenhor Gil","Fazenda Saquinho","-42.6077995300293","-5.56416988372803",NA,NA,"950","950","arbusto 2m, planta c/ frutos vermelhos, pouco freqüente. Ambiente: Cerrado",NA,NA,NA,NA,NA,NA,NA,"20710","auto",NA,NA,NA,NA,NA,NA
"123","2015-07-02 14:04:08-03","JBP","HPL","10388","S","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","R.B. Torres","2009","09","16","R. Tsuji & A. Campos-Rocha","2269","2007","10","18","Brasil","PR","Castro","Coletado em borda de estrada sentido Ponta Grossa-PR (lado direito); em área de borda de floresta ombrófila.","-50.0119","-24.7911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50779","auto",NA,NA,NA,NA,NA,NA
"124","2015-07-02 14:04:08-03","JBP","HPL","10410","S","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","R.B. Torres","2009","09","16","R. Tsuji & A. Campos-Rocha","2290","2007","10","19","Brasil","PR","Irati","Coletado na estrada da cidade, próximo a ponto de ônibus.","-50.6511","-25.4672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA,NA
"125","2015-07-02 14:04:08-03","JBP","HPL","9535","S","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","R.B. Torres","2009","09","16","R. Tsuji","2306","2007","11","15","Brasil","PR","Palmeiras","Coletado nas proximidades do município de Palmeiras; em beira de rodovia (lado direito, em borda de mata).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2015-07-02 14:04:08-03","JBP","HPL","9540","S","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","R.B. Torres","2009","09","16","R. Tsuji","2311","2007","11","15","Brasil","PR","Bom Sucesso de Itararé","Coletado nas proximidades do município de Bom Sucesso de Itararé; em beira de estrada de terra (lado esquerdo da mata).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2015-07-02 14:04:08-03","JBP","HPL","11157","S","Plantae","Salicaceae","Xylosma","cf. ciliatifolium","Xylosma cf. ciliatifolium",NA,"H. Lorenzi","2007","11","28","H. Lorenzi","6439","2007","11","28","Brasil","RS","Antonio Prado","Coletado nas proximidades do município de Antonio Prado.","-51.2828","-28.8583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18693","auto",NA,NA,NA,NA,NA,NA
"128","2015-07-02 14:04:08-03","JBP","HPL","11160","S","Plantae","Salicaceae","Xylosma","ciliatifolium","Xylosma ciliatifolium",NA,"H. Lorenzi","2007","11","29","H. Lorenzi","6442","2007","11","29","Brasil","RS","Porto Alegre","Coletado e cultivado no Parque Zoobotânico.","-51.23","-30.0331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA
"129","2019-07-26 11:40:01-03","IPA","IPA","53403","S","Plantae","Flacourtiaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","Fernandes, A.",NA,NA,NA,"Araújo, F.S. de","335","1991","03","09","Brasil","Ceará","Novo Oriente","Planalto do Ibiapaba, carrasco.","-40.7742004394531","-5.53444004058838",NA,NA,NA,NA,"Arbusto.","IPA0053403",NA,"Plantae",NA,NA,"Southern America",NA,"28544","auto",NA,NA,NA,NA,NA,NA
"130","2019-02-15 11:40:14-02","IPA","IPA","4423","S","Plantae","Flacourtiaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","Killip.",NA,NA,NA,"Pickel, B.","2286","1925","01","25","Brasil","Pernambuco","Recife","Bsoque no campo (cercado).","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"Frutos vermelhos.","IPA0004423",NA,"Plantae",NA,NA,"Southern America",NA,"18865","auto",NA,NA,NA,NA,NA,NA
"131","2019-02-15 11:40:14-02","IPA","IPA","52946","S","Plantae","Flacourtiaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler",NA,NA,NA,NA,"Elba Ferraz; Santos, F.A.R.; Santos, F.A.R.","45","1991","12","07","Brasil","Pernambuco","Triunfo","Sítio Olho D'água","-38.1016998291016","-7.83805990219116",NA,NA,NA,NA,"Arvoreta; botões imaturos. Frequência média.; Brejo de Altitude.","IPA0052946",NA,"Plantae",NA,NA,"Southern America",NA,"14606","auto",NA,NA,NA,NA,NA,NA
"132","2019-02-15 11:40:14-02","IPA","IPA","22503","S","Plantae","Flacourtiaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","Ataíde, M.","1978","05","22","Luetzelburg","25876","1936","05","26","Brasil","Ceará",NA,"margem do Rio Coqueiro.",NA,NA,NA,NA,NA,NA,"Arbusto de 1m, amarelo; frutos vermelho, depois preto.","IPA0022503",NA,"Plantae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-02-15 11:40:14-02","IPA","IPA","22504","S","Plantae","Flacourtiaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler",NA,NA,NA,NA,"Luetzelburg","25876","1936","05","26","Brasil","Ceará",NA,"Cariri cearense, tabuleiro semi-xerófilo.",NA,NA,NA,NA,NA,NA,"Semi - árvore de 6m de altura com flores brnacas, longos espinhos agudos; frutos vermelhos. Cascas medicinais, madeira de lei.","IPA0022504",NA,"Plantae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-02-15 11:40:14-02","IPA","IPA","40964","S","Plantae","Flacourtiaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler",NA,NA,NA,NA,"Gardner","1450","1838","11",NA,"Brasil","Ceará",NA,"in woods near Crato.",NA,NA,NA,NA,NA,NA,"A shrub about 8 feet high. Staminiferous plant.","IPA0040964",NA,"Plantae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-02-15 11:40:14-02","IPA","IPA","40965","S","Plantae","Flacourtiaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler",NA,NA,NA,NA,"Gardner","1450","1838","11",NA,"Brasil","Ceará",NA,"in woods near Crato.",NA,NA,NA,NA,NA,NA,"A shrub about 8 feet high. Staminiferous plant.","IPA0040965",NA,"Plantae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-02-15 11:40:14-02","IPA","IPA","40966","S","Plantae","Flacourtiaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler",NA,NA,NA,NA,"Gardner","1450","1838","11",NA,"Brasil","Ceará",NA,"in woods near Crato.",NA,NA,NA,NA,NA,NA,"A shrub about 8 feet high. Staminiferous plant.","IPA0040966",NA,"Plantae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-02-15 11:40:14-02","IPA","IPA","73173","S","Plantae","Flacourtiaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","Cano, O.","2006","03","02","Rita Pereira; Bocage, A.; Albuquerque, N.A.; Maciel, J.R.; Marques, J.S.; Cano,; Bocage, A.; Albuquerque, N.A.; Maciel, J.R.; Marques, J.S.; Cano, O.; Costa e S","2631","2006","02","22","Brasil","Pernambuco","Arcoverde","Serra das Varas, Mata da Jacú - trilha principal.","-36.988528","-8.442833","-36.988528","-8.442833","890","890","Árvore, ca de 4 m de altura. Folhas pilosas. caulifloria, flores amarelas. alaranjados a avermelhados e pretos quando maturos.","IPA0073173",NA,"Plantae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-02-15 11:40:14-02","IPA","IPA","92051","S","Plantae","Flacourtiaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","Oliveira, M.A.","2017","12","26","Nascimento, I.S.","343","2017","04","24","Brasil","Pernambuco","São Caetano","Conglomerado do Inventário Florestal Nacional.&nf; PE_124, 3-10-1RN","-36.18","-8.28","-36.18","-8.28",NA,NA,"Arbusto; fruto redondo, verde.; Caatinga arbórea; solo compactado; relevo ondulado.","IPA0092051","IPA0092051","Plantae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-02-15 11:40:14-02","IPA","IPA","4424","S","Plantae","Flacourtiaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","Sleumer",NA,NA,NA,"Pickel, B.","3221","1933","01","24","Brasil","Pernambuco","São Lourenço da Mata","Tapera, São Bento, margem da capoeira, no cercado.","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,NA,"IPA0004424",NA,"Plantae",NA,NA,"Southern America",NA,"21764","auto",NA,NA,NA,NA,NA,NA
"140","2019-02-15 11:40:14-02","IPA","IPA","4422","S","Plantae","Flacourtiaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","Pilger","1934","07",NA,"Pickel, B.","1214","1927","01",NA,"Brasil","Pernambuco","São Lourenço da Mata","Tapera, São Bento, na capoeira.","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,NA,"IPA0004422",NA,"Plantae",NA,NA,"Southern America",NA,"21764","auto",NA,NA,NA,NA,NA,NA
"141","2019-02-15 11:40:14-02","IPA","IPA","53505","S","Plantae","Flacourtiaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler",NA,NA,NA,NA,"Elba Ferraz","221","1992","11","04","Brasil","Pernambuco","Triunfo","Sítio Lagoa Nova","-38.1016998291016","-7.83805990219116",NA,NA,"1100","1100","Fruto avermelhado. Frequência alta.; Brejo de Altitude.","IPA0053505",NA,"Plantae",NA,NA,"Southern America",NA,"14606","auto",NA,NA,NA,NA,NA,NA
"142","2019-02-15 11:40:14-02","IPA","IPA","52921","S","Plantae","Flacourtiaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler",NA,NA,NA,NA,"Elba Ferraz","116","1992","02","28","Brasil","Pernambuco","Triunfo","Sítio Lagoa Nova","-38.1016998291016","-7.83805990219116",NA,NA,NA,NA,"Árvore ca. 10m. Frutos marrons. Frequência média.; Brejo de Altitude.","IPA0052921",NA,"Plantae",NA,NA,"Southern America",NA,"14606","auto",NA,NA,NA,NA,NA,NA
"143","2019-08-27 13:34:02-03","IAP","PACA-AGP","104123","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler",NA,NA,NA,NA,"Jagmin, N.",NA,"1991","08","29","Brasil","RS","Ana Rech","Barragem Faxinal",NA,NA,NA,NA,NA,NA,"Xiloteca nº 354&nf;Altura: 9m; Fuste: 7m; Circunferência: 41cm. Caule com espinhos longos.","PACA104123",NA,"Magnoliophyta","Violales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"144","2019-08-27 13:34:02-03","IAP","PACA-AGP","104383","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","ciliatifolium","Xylosma ciliatifolium","(Clos) Eichler",NA,NA,NA,NA,"Jagmin, N.",NA,"1995","06","12","Brasil","RS","São Francisco","FLONA",NA,NA,NA,NA,NA,NA,"Xiloteca nº 609&nf;Altura: 10m; Circunferência: 10cm; Fuste: 5m.","PACA104383",NA,"Magnoliophyta","Violales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"145","2019-11-22 13:44:40-03","IAP","PACA-AGP","105403","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","ciliatifolium","Xylosma ciliatifolium","(Clos) Eichler","Sobral, M.",NA,NA,NA,"Jagmin, N.",NA,"1999","01","20","Brasil","SC","Aratiba",NA,NA,NA,NA,NA,NA,NA,"Xiloteca nº 959&nf;Altura: 10,10m; Circunferência: 55cm; Fuste: 2,50m.","PACA105403",NA,"Magnoliophyta","Violales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"146","2019-08-27 13:34:02-03","IAP","PACA-AGP","105068","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","ciliatifolium","Xylosma ciliatifolium","(Clos) Eichler","Jagmin, N.",NA,NA,NA,"Jagmin, N.",NA,"1997","04","10","Brasil","RS","Aratiba",NA,"-52.3003005981445","-27.3941993713379",NA,NA,NA,NA,"Xiloteca nº 805&nf;Altura: 10,50m; Circunferência: 0,32m; Fuste: 5,70m.","PACA105068",NA,"Magnoliophyta","Violales",NA,NA,NA,"18075","auto","Magnoliatae",NA,NA,NA,NA,NA
"147","2019-08-27 13:34:02-03","IAP","PACA-AGP","105628","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","ciliatifolium","Xylosma ciliatifolium","(Clos) Eichler","Sobral, M.",NA,NA,NA,"Jagmin, N.",NA,"1993","03","25","Brasil","SC","Bom Jesus",NA,"-52.3941993713379","-26.7339000701904",NA,NA,NA,NA,"HASU nº 16715","PACA105628",NA,"Magnoliophyta","Violales",NA,NA,NA,"7315","auto","Magnoliatae",NA,NA,NA,NA,NA
"148","2021-03-10 14:35:19-03","UFSC","CTBS","386","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","Scipioni, M.C.","2012","10","16","Scipioni, Marcelo Calegari","133","2012","10","16","Brasil","Santa Catarina","Curitibanos","Praça do capão","-50.579583","-27.290308","50°34'46.50W","27°17'25.11S",NA,NA,"Agulheiro-grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-10-15 08:12:57-03","ASU","ASU-PLANTS","ASU0030685","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","ciliatifolium","Xylosma ciliatifolium","(Clos) Eichler","S. F. Smith",NA,NA,NA,"G. Hatschbach; E. Barbosa, M. Hatschbach","59242","1993","10","13","Brazil","Parana",NA,"Turvo (Mun. Dr. Ulysses).","-49.007778","-24.655442",NA,NA,NA,NA,"Arvoreta, 4 m, frutos vermelhos.",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-04-07 11:48:32-03","UFMS","CGMS","7213","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolium","Xylosma ciliatifolium","(Clos) Eichler","Reflora 2020, nome valido","2020","03","12","L.R.H. Bicudo; C.J. Campos; S.B. Barbosa","249","1998","10","17","Brasil","São Paulo","São Paulo","Margem do rio Paraná, a montante da barragem de Porto Primavera.","-52.8880555","-22.4622222","-52,8880555","-22,4622222",NA,NA,"Cálice verde,Corola creme. Cerca de 1,50m de altura.","CGMS1012817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-04-07 11:48:32-03","UFMS","CGMS","7024","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolium","Xylosma ciliatifolium","(Clos) Eichler","Reflora 2020, nome valido","2020","03","12","L.R.H. Bicudo; C.J. Campos; S.B. Barbosa","82","1998","10","13","Brasil","São Paulo","Panorama","Bairro Itazira. Margem do rio Paraná.","-51.8566667","-21.3475","-51,8566667","-21,3475",NA,NA,"Corola creme, estames amarelos- sem odor. Cerca de 5,00m de altura.","CGMS1012736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-11-27 13:52:44-03","UFS","ASE","40359","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","Caxambu, MG","2016","10","13","Caxambu, MG; Siqueira, EL; Araujo, CC","7602","2016","10","13","Brasil","Paraná","Matelandia","Parque Nacional do Iguaçú, Estrada de terra Ceu Azul-Serranopolis do Iguaçu.","-53.54238","-25.25253","-53.54238","-25.25253","280","280","Arvoreta heliofita, ca. 5 m. Botões alvo-esverdeados.; Floresta estacional semidecidual submontana. Relevo suave-ondulado.","ASE0041876",NA,"Magnoliophyta",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
