"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","relationshipType","individualCount","fieldNumber"
"48","2019-01-17 11:23:57-02","PUCRS","MPUC","8637","S","Plantae",NA,"Aquifoliales","Aquifoliaceae","Ilex","kleinii","Ilex kleinii","Edwin","W. Maier",NA,NA,"1996","12","01","South America","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.5755556","-29.4205556",NA,NA,NA,NA,NA,NA,NA,"-50.5755556000","-29.4205556000",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"1",NA
"49","2019-12-19 09:15:14-03","PUCRS","MPUC","16362","S","Plantae",NA,"Aquifoliales","Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","C.A. Mondin","et.al.",NA,NA,NA,NA,"South America","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,NA,NA,NA,NA,NA,"2012","-50.1744444000","-29.4808333000","01","01",NA,NA,"Magnoliopsida",NA,NA,NA,"1",NA
"50","2019-01-17 11:23:57-02","PUCRS","MPUC","20935","S","Plantae",NA,"Aquifoliales","Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","C.A. Mondin",NA,NA,"2007","10","22","South America","Brasil","RS","São Francisco de Paula","Pró-Mata","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Na trilha.",NA,NA,NA,NA,NA,NA,NA,"76715","auto","Magnoliopsida",NA,NA,NA,"1","3190"
"51","2020-10-14 09:58:24-03","FURB","FURB","10153","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Sobral, M","Verdi, M.; Dreveck, S. & Godoy, M.B.","155","2008","01","15",NA,"Brasil","Santa Catarina","São Bento do Sul","Minas de Caulim.","-49.2283334","-26.2780556","1005","1005",NA,"Florística IFFSC 1024. Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração; estepe Habito: Fruto verde;","FURB00575","FURB00575","2008","-49.2283334","-26.2780556","06","24",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-10-14 09:58:24-03","FURB","FURB","34971","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Sobral, M","Dreveck, S.","2585","2010","06","16",NA,"Brasil","Santa Catarina","Rio dos Cedros","Alto Rio dos Cedros.","-49.32","-26.55","890","890",NA,"Voucher estéril IFFSC 906 (Fitossociologia) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio médio de regeneração Habito: arbórea;","FURB15501","FURB15501","2010","-49.3200000","-26.5500000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-10-14 09:58:24-03","FURB","FURB","47002","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Brotto, ML","Schwirkowski, P.","112","2013","12","07",NA,"Brasil","Santa Catarina","Campo Alegre","Rio Vermelho.","-49.2572222","-26.2483333",NA,NA,NA,"Herbácea IFFSC 934 /S/1 Habitat: Campo de Altitude Habito: branca","FURB15500","FURB15500","2013","-49.2572222","-26.2483333","08","20",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-10-14 09:58:24-03","FURB","FURB","65942","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Schwirkowski, P.","Schwirkowski, P.","3651","2019","11","09",NA,"Brasil","Santa Catarina","São Bento do Sul","Rio Vermelho. Estrada Bismarck. Propriedade de Carlos Rodolfo Hantschel.","-49.2719445","-26.2716667","1050","1050",NA,"FOM Altomontana Habitat: Subbosque. Ciófita, cálice verde, corola branca Habito: Arvoreta","FURB65942","FURB65942","2019","-49.2719445","-26.2716667","11","09",NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-10-14 09:58:24-03","FURB","FURB","9482","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Brotto, M.L.","Gasper, A.L. de; Brogni, E. & Santos, E.M.","1091","2007","12","11",NA,"Brasil","Santa Catarina","Monte Castelo","Campo do Areião.","-50.3091667","-26.8222223","1287","1287",NA,"IFFSC 736/N/91. Habitat: Floresta Ombrófila Mista; Estágio Avançado","FURB15437","FURB15437","2017","-50.3091667","-26.8222223","08","15",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-08 08:49:02-03","FURB","FURB","9949","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Brotto, M.L.","Verdi, M.; Carneiro, F.E.","576","2008","04","11",NA,"Brasil","Santa Catarina","Curitibanos","Guarda - Mor.","-50.6713889","-27.0886111","869","869",NA,"IFFSC 89/O/29 e O/06.","FURB15436","FURB15436","2017","-50.6713889","-27.0886111","08","15",NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-16 17:50:08-03","UCS","HUCS","39966","PreservedSpecimen","Plantae","Angiospermae","Aquifoliales","Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes","Brotto, M.L.","Brotto, M.L.","952","2013","02","15",NA,"Brasil","Paraná","Piraí do Sul","Fazenda Nova Era","-49.855556","-24.398889",NA,NA,NA,"árvore 4m - frutos imaturos; Floresta Ombrófila Mista Altomontanha",NA,NA,"2013","-49.855556","-24.398889","02","18",NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-16 17:50:08-03","UCS","HUCS","36559","PreservedSpecimen","Plantae","Angiospermae","Aquifoliales","Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes","Croppo, M.","Ribas, O.S.","3502","2001","04","27",NA,"Brasil","Santa Catarina","Campo Alegre","Rio dos Alemães-Serra Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,NA,"Herbário MBM; matinha nebular",NA,NA,"2009",NA,NA,NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA
"59","2020-04-27 16:08:40-03","UFES","VIES","34120","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","J.P.F. Zorzanelli","Zorzanelli, J.P.F.","1217","2015","03","02",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim: saindo da Floresta Nebular da galeria de água para o Campo de Altitude, próximo à trilha o 'Valter'.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,"VIES034120","VIES034120","2015",NA,NA,"03","02","32198","auto",NA,NA,NA,NA,NA,NA
"60","2019-08-16 08:38:19-03","UTFPR","HCF","14374","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","M.L. Brotto","M.L. Brotto","1585","2014","03","30",NA,"Brasil","PR","Piraquara","Recreio da Serra","-49.015556","-25.4475","990","990",NA,"árvore de 7 m; frutos verde-claros e vinosos. Tansição entre a Floresta Ombrófila Mista e a Floresta Ombrófila Densa.",NA,NA,"2014","49°00'56 W","25°26'51 S","04","15",NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-06-29 09:29:15-03","UFRRJ","RBR","45957","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","M. Gomes","D.P. Leonarczyk","s/n","2015","10","26",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","solo com afloramento rochoso em estrato médio da paisagem.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RBR00045957",NA,"2018",NA,NA,"03","29","57442","auto",NA,NA,NA,NA,NA,NA
"62","2021-02-11 14:47:52-03","UFSM","SMDB","19731","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Brotto, ML","Brotto, ML; Barboza, E; Cordeiro, J & Sarida","952","2013","02","15",NA,"Brasil","Paraná","Piraí do Sul","Fazenda Nova Era","-49.855764","-24.398889","119","119",NA,"Árvore, 4m, frutos imaturos. Doação do Museu Botânico Municipal de Curitiba; Floresta Ombrófila Mista Altomontana","SMDB019731",NA,"2013","-49.855764","-24.398889","02","18",NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:13:08-03","MBM","MBM","283292","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Lacerda, A.","Lacerda, A.","256","1998","11","13","Southern America","Brazil","Paraná","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM283292","MBM283292",NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:13:08-03","MBM","MBM","261949","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Groppo Jr, M.","Kricum, S.D.P.; et al.; et al.","23592","1992","02","26","Southern America","Brazil","Rio Grande do Sul",NA,"Parque Nacional Aparatos da Serra",NA,NA,NA,NA,NA,"Monte natural explotado y sobrepastoreado con araucarias","MBM261949","MBM261949","2009",NA,NA,"05","23",NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:13:08-03","MBM","MBM","397342","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Cordeiro, J.","Ariati, V.; Engels, M.E.; Engels, M.E.","863","2013","02","02","Southern America","Brazil","Paraná","São José dos Pinhais",NA,"-49.102608","-25.762822",NA,NA,NA,"Frutos brancos.; Floresta Ombrófila Mista Altomontana.","MBM397342",NA,"2015","-49.102608","-25.762822","06","01",NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:13:08-03","MBM","MBM","388045","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Brotto, M.L.","Uhlmann, A.","414","2011","08","31","Southern America","Brazil","Rio de Janeiro","Nova Friburgo","Antena SBT","-42.564078","-22.359192","1600","1600",NA,"Árvore de 7m com flores em botões.; Floresta Ombrófila Densa Montana.","MBM388045","MBM388045","2020","-42.564078","-22.359192","02","20",NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:13:08-03","MBM","MBM","388346","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Brotto, M.L.","Brotto, M.L.","1585","2014","03","30","Southern America","Brazil","Paraná","Piraquara","Recreio da Serra","-49.015444","-25.447472","990","990",NA,"Árvore de 7m; frutos verde-claros e vinosos.; Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.","MBM388346","MBM388346","2014","-49.015444","-25.447472","04","15",NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:13:08-03","MBM","MBM","392465","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Brotto, M.L.","Brotto, M.L.; Prado, S.; Prado, S.","1824","2014","11","04","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.712286","-24.853839","890","890",NA,"Árvore de 15m de altura; flores brancas.; Floresta Ombrófila Densa Montana.","MBM392465","MBM392465","2014","-48.712286","-24.853839","11","13",NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:13:08-03","MBM","MBM","401039","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Brotto, M.L.","Brotto, M.L.; Barboza, E.; Barboza, E.","2096","2015","10","26","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.716642","-24.863797","1010","1010",NA,"Árvore com 5m de altura; flores brancas.; Floresta Ombrófila Densa Altomontana.","MBM401039","MBM401039","2015","-48.716642","-24.863797","12","03",NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:13:08-03","MBM","MBM","402518","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Brotto, M.L.","Brotto, M.L.; Marinero, F.; Marinero, F.","2264","2016","03","14","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.688611","-24.854722","1100","1100",NA,"Árvore com 10m de altura; frutos imatuos verdes.; Floresta Ombrófila Densa Altomontana.","MBM402518","MBM402518","2016","-48.688611","-24.854722","03","30",NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:13:08-03","MBM","MBM","409908","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Brotto, M.L.","Brotto, M.L.; Völtz, R.R.; Völtz, R.R.","2546","2017","12","04","Southern America","Brazil","Paraná","Tunas do Paraná",NA,"-48.876167","-24.946722","848","848",NA,"Árvore com 14 metros de altura; flores com pétalas brancas e pistilo verde.; Floresta Ombrófila Mista.","MBM409908","MBM409908","2017","-48.876167","-24.946722","12","18",NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:13:08-03","MBM","MBM","411542","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Brotto, M.L.","Seubert, R.C.; Sampaio, D.K.; Hofschneider, E.; Rezini, J.A.; Gebien, W.; Sampaio, D.K.; Hofschneider, E.; Rezini, J.A.; Gebien, W.","76","2014","03","20","Southern America","Brazil","Santa Catarina","Indaial","Parque Nacional da Serra do Itajaí, Faxinal do Bepe","-49.193889","-27.105556","756","756",NA,"Arbórea; F.O.D. Montana; Encosta","MBM411542","MBM411542","2018","-49.193889","-27.105556","03","07",NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:13:08-03","MBM","MBM","429867","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Brotto, M.L.","Brotto, M.L.","3840","2020","02","25","Southern America","Brazil","Paraná","Piraí do Sul","Morro Corpo Seco","-50.04","-24.506111","1110","1110",NA,"Árvore com 11 m de altura; frutos imaturos verdes.; Floresta Ombrófila Mista.","MBM429867",NA,"2020","-50.04","-24.506111","08","20",NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:13:08-03","MBM","MBM","12623","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Groppo Jr, M.","Hatschbach, G.","21348","1969","04","18","Southern America","Brazil","Paraná","Balsa Nova","Serra Santana","-49.6356010437012","-25.5839004516602",NA,NA,NA,"Arvoreta 5m, fruto avermelhado da matinha nebular a borda da cuesta devoniana","MBM012623","MBM012623","2009",NA,NA,"05","21","27346","auto",NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:13:08-03","MBM","MBM","73449","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Groppo Jr, M.","Hatschbach, G.","31026","1972","12","20","Southern America","Brazil","Paraná","Bocaiúva do Sul","Cerrinho","-49.1150016784668","-25.2061004638672",NA,NA,NA,"Arvoreta 6m, flor alva; mata pluvial da crista de morro","MBM073449","MBM073449","2009",NA,NA,"05","21","61623","auto",NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:13:08-03","MBM","MBM","299914","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Groppo Jr, M.","Cavassani, A.; et al.; et al.","s.n.","2002","04","21","Southern America","Brazil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato, Fazenda Esperança","-48.3288993835449","-25.3066997528076",NA,NA,NA,"Frutos. Floresta ombrófila densa altomontana; floresta primára pouco alterada.","MBM299914","MBM299914","2009",NA,NA,"05","23","37295","auto",NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:13:08-03","MBM","MBM","27092","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Groppo Jr, M.","Hatschbach, G.","2950","1952","12","14","Southern America","Brazil","Paraná","Piraquara","Estrada da Graciosa, Alto da Serra","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Árvore 8m, flor alvecente, em mata higrófila","MBM027092","MBM027092","2009",NA,NA,"05","21","12577","auto",NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:13:08-03","MBM","MBM","167504","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Groppo Jr, M.","Roderjan, C.V.","1116","1993","12","07","Southern America","Brazil","Paraná","Quatro Barras","Morro Anhangava","-49.0769004821777","-25.3656005859375","1250","1250",NA,"Árvore 8m, frequente na floresta montana, flores alvas","MBM167504","MBM167504","2009",NA,NA,"05","21","17116","auto",NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:13:08-03","MBM","MBM","105582","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Groppo Jr, M.","Kummrow, R.; et al.; et al.","2678","1985","12","12","Southern America","Brazil","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,"Árvore de 4m, flor alva. Mata da encosta do morro","MBM105582","MBM105582","2009",NA,NA,"05","21","17116","auto",NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:13:08-03","MBM","MBM","139310","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Giberti, G.C.","Giberti, G.C.; et al.; et al.","267","1989","11","14","Southern America","Brazil","Paraná","Quatro Barras","Parque Marumbi","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM139310","MBM139310",NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:13:08-03","MBM","MBM","100039","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Brotto, M.L.","Sobral, M.","3635","1985","01","01","Southern America","Brazil","Rio Grande do Sul","Cambará do Sul","Faxinal","-50.1446990966797","-29.0478000640869",NA,NA,NA,"Arvoreta 4 m alt., flores brancas.; Em beira de mata.","MBM100039","MBM100039","2020",NA,NA,"01","30","30776","auto",NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:13:08-03","MBM","MBM","332480","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Groppo Jr, M.","Vieira, F.C.S.","1762","2006","03",NA,"Southern America","Brazil","Santa Catarina","Joinville","Serra Queimada","-48.8456001281738","-26.3043994903564","900","900",NA,"Árvore, fruto maduro roxo, Floresta Ombrófila Mista Altomontana?","MBM332480","MBM332480","2009",NA,NA,"05","23","37150","auto",NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:13:08-03","MBM","MBM","262903","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Groppo Jr, M.","Fisschi, P.; et al.; et al.","522","2000","12","07","Southern America","Brazil","São Paulo","Campos do Jordão","Estrada para o Pico do Itapeva","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"MBM262903","MBM262903",NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:13:08-03","MBM","MBM","8957","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Groppo Jr, M.","Hatschbach, G.","20943","1969","01","29","Southern America","Brazil","Paraná","Bocaiúva do Sul","Sesmaria, Rio Capivari, 2km ao oeste","-49.1150016784668","-25.2061004638672",NA,NA,NA,"Arvoreta 8m, matinha da crista do morro","MBM008957","MBM008957","2009",NA,NA,"05","21","61623","auto",NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:13:08-03","MBM","MBM","254778","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Hatschbach, G.","Silva, J.M.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","3250","2000","02","25","Southern America","Brazil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"MBM254778","MBM254778",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:13:08-03","MBM","MBM","27071","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Asplund, E.","Hatschbach, G.","2083","1951","01","07","Southern America","Brazil","Paraná","Morretes","Véu da Noiva","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM027071","MBM027071",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:13:08-03","MBM","MBM","73450","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Groppo Jr, M.","Hatschbach, G.","44450","1981","12","03","Southern America","Brazil","Paraná","Palmeira","Fazenda Santa Rita","-50.0064010620117","-25.4293994903564",NA,NA,NA,"Árvore 5m, capão","MBM073450","MBM073450","2009",NA,NA,"05","21","35166","auto",NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:13:08-03","MBM","MBM","249687","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Groppo Jr, M.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","69887","2000","01","12","Southern America","Brazil","Paraná","Piraí do Sul","Rod. PR-090, Serra das Furnas","-49.948600769043","-24.5261001586914",NA,NA,NA,"Arbusto, 2m, zona de campo. Em capão com Araucária","MBM249687","MBM249687","2009",NA,NA,"05","21","37171","auto",NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:13:08-03","MBM","MBM","342532","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Brotto, M.L.","Caxambu, M.G.","2075","2008","04","19","Southern America","Brazil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895","1003","1003",NA,"Árvore ca. 15m. Frutos imaturos verdes e maduros vermelho-enegrecidos. Orla da floresta. relevo forte ondulado. Vegetação Floresta Ombrófila Densa Montana; Árvore ca. 15 m. Frutos imaturos verdes e maduros vermelho-enegrecidos.; Orla","MBM342532",NA,"2020",NA,NA,"01","29","12577","auto",NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:13:08-03","MBM","MBM","161263","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.",NA,"Roderjan, C.V.","1084","1993","05","12","Southern America","Brazil","Paraná","Quatro Barras","Morro Anhangava","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM161263",NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:13:08-03","MBM","MBM","123412","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Brotto, M.L.","Silva, J.M.; Cordeiro, J.; Cordeiro, J.","517","1988","04","12","Southern America","Brazil","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,"Árvore 5 m, fruto maduro preto.; Mata pluvial, transição para nebular.","MBM123412","MBM123412","2020",NA,NA,"01","30","17116","auto",NA,NA,NA,NA,NA,NA
"92","2020-12-21 16:13:08-03","MBM","MBM","125153","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Giberti, G.C.","Hatschbach, G.; Manosso, A.; Manosso, A.","52533","1988","11","23","Southern America","Brazil","Paraná","Quatro Barras","Rio do Corvo","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM125153",NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:13:08-03","MBM","MBM","79411","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Groppo Jr, M.","Kummrow, R.","2081","1982","11","11","Southern America","Brazil","Paraná","São José dos Pinhais","Zinco","-49.2064018249512","-25.5347003936768",NA,NA,NA,"Árvore de 10m, tronco de 50cm. Flor alva. Mata pluvial do alto do morro","MBM079411","MBM079411","2009",NA,NA,"05","21","45291","auto",NA,NA,NA,NA,NA,NA
"94","2020-12-21 16:13:08-03","MBM","MBM","216325","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.",NA,"Sobral, M.; et al.; et al.","8356","1997","04",NA,"Southern America","Brazil","Rio Grande do Sul","Cambará do Sul","Fortaleza dos Aparados","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"MBM216325","MBM216325",NA,NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:13:08-03","MBM","MBM","351624","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Brotto, M.L.","Verdi, M.; Carneiro, F.E.; Carneiro, F.E.","576","2008","03","11","Southern America","Brazil","Santa Catarina","Curitibanos","Guarda-Mor","-50.584400177002","-27.2828006744385","869","869",NA,"Fruto maduro vermelho.","MBM351624","MBM351624","2020",NA,NA,"01","30","25987","auto",NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:13:08-03","MBM","MBM","349005","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Brotto, M.L.","Gasper, A.L. de; Brogni, E.; Santos, E.M.; Brogni, E.; Santos, E.M.","1091","2007","12","11","Southern America","Brazil","Santa Catarina","Monte Castelo","Campo do Areião","-50.2310981750488","-26.4622001647949","1287","1287",NA,"FOM Alto Montana, estágio avançado de regeneração.","MBM349005","MBM349005","2020",NA,NA,"01","30","43489","auto",NA,NA,NA,NA,NA,NA
"97","2020-12-21 16:13:08-03","MBM","MBM","365707","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Brotto, M.L.","Schmitt, J.L.; Caglioni, E.; Andrade, S.; Cristofolini, C.; Caglioni, E.; Andrade, S.; Cristofolini, C.","2246","2010","05","13","Southern America","Brazil","Santa Catarina","Praia Grande","Serra do Faxinal","-49.9502983093262","-29.1966991424561","958","958",NA,"Arvoreta, 4m, fruto verde claro.; Floresta Ombrófila Densa Alto Montana, estágio avançado.","MBM365707","MBM365707","2020",NA,NA,"01","30","21549","auto",NA,NA,NA,NA,NA,NA
"98","2020-12-21 16:13:08-03","MBM","MBM","391923","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Brotto, M.L.","Schwirkowski, P.","112","2013","12","07","Southern America","Brazil","Santa Catarina","São Bento do Sul","Rio Vermelho","-49.3786010742188","-26.2502994537354",NA,NA,NA,"Flores brancas.; Mata ciliar; campo de altitude.","MBM391923","MBM391923","2014",NA,NA,"08","20","23090","auto",NA,NA,NA,NA,NA,NA
