"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","year","county","decimalLongitude","decimalLatitude","imagecode","month","day","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","class","relatedCatalogItem"
"49","2020-06-15 15:29:58-03","UNESP-RC","HRCB","60348","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Kaminura, V.A.","8",NA,"Brasil","São Paulo","Núcleo Picinguaba, localizada ao longo da Trilha do Corisco, no Sertão da Casa da Farinha.",NA,"Indivíduo nº C 848",NA,"2009","Ubatuba","-44.834444","-23.335556",NA,"02","12","53","53","Kamimura, V.A.",NA,NA,"44º50'04W","23º20'08S",NA,NA,NA,NA,NA,NA,NA
"50","2021-03-12 16:33:20-03","USP","SPF","72166","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance","isotype","Hoehne, FC","s.n.",NA,"Brasil","São Paulo","Alto da Serra.",NA,"Árvore, flores alvas.","SPF00072166","1925",NA,NA,NA,"SPF00072166","12","08",NA,NA,"Prance, GT",NA,NA,NA,NA,"1969","03",NA,NA,NA,NA,NA
"51","2019-11-13 11:17:49-03","USP","SPF","72167","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Kuhlmann, M","3174",NA,"Brasil","São Paulo","Paranapiacaba",NA,NA,"SPF00072167","1951","Santo André","-46.5299987792969","-23.6599998474121",NA,"06","06",NA,NA,"Kuhlmann, M","27258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-11-13 11:17:49-03","USP","SPF","141533","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Garcia, RJF","1932",NA,"Brasil","São Paulo","Parque Estadual da Serra do Mar",NA,NA,"SPF00141533","2000","São Paulo","-46.6300010681152","-23.5400009155273",NA,"03","16","750","800","Prance, GT","53584","auto",NA,NA,"2000","12",NA,NA,NA,NA,NA
"53","2019-10-07 09:29:58-03","UEFS","HUEFS","237406","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Baez, C.","1650",NA,"Brasil","Rio de Janeiro","Parque Estadual da Pedra Selada. Bosque do Visconde. Trilha da Família.",NA,"Floresta Ombrófila Densa em avançado estágio de regeneração.","HUEFS0237406","2018","Resende","-44.537778","-22.3375","HUEFS0237406","04","20","1171","1171",NA,NA,NA,"44W32'16''","22S20'15''",NA,NA,NA,NA,NA,"Rosanae",NA
"54","2015-03-07 08:43:15-03","F","FMNH-SEEDPLANTS","V0184610F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0184610F",NA,NA,"-52.8731","-10.8339","V0184610F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"55","2015-03-07 08:43:15-03","F","FMNH-SEEDPLANTS","V0184611F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0184611F",NA,NA,"-52.8731","-10.8339","V0184611F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"56","2019-06-11 13:04:27-03","F","FMNH-SEEDPLANTS","V0356709F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa",NA,NA,"M. A. Nadruz Coelho","549","South America","Brazil","Rio de Janeiro",NA,NA,NA,"V0356709F","1989",NA,"-42.5","-22","V0356709F_01 V0356709F_02","12","28",NA,NA,"RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,"549",NA,"Dicotyledoneae",NA
"57","2019-01-25 15:39:19-02","IAC","IAC","48961","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"J.A.M.A. Gomes; L.C. Bernacci; O.A. Santos; S. Santos & F.J. Benedetti","318",NA,"Brasil","São Paulo","Fazenda Capricórnio, Parcela G (Parque Estadual da Serra do Mar, Núcleo Picinguaba)",NA,"subparcela 17, indivíduo G 302",NA,"2006","Ubatuba","-45.080223","-23.373498",NA,"08","11",NA,NA,"J.A.M.A. Gomes et al.",NA,NA,"-45.080223","-23.373498","2006","08","11",NA,NA,NA,NA
"58","2019-01-25 15:39:19-02","IAC","IAC","49174","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"E. Ramos; H.R. Gonçalves; J.A.M.A. Gomes; F.J. Benedetti & S. Santos","379",NA,"Brasil","São Paulo","Fazenda Capricórnio, Núcleo Picinguaba/PESM, Parcela F",NA,"Subparcela 31 indivíduo F0422",NA,"2007","Ubatuba","-45.07879","-23.380941",NA,"08","06",NA,NA,"E. Ramos et al.",NA,NA,"-45.078790","-23.380941","2007","08","06",NA,NA,NA,NA
"59","2019-06-24 08:12:32-03","IAC","IAC","50297","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"J.A.M.A. Gomes; O.A. Santos; S. Santos & F.J. Benedetti","462",NA,"Brasil","São Paulo","Fazenda Capricórnio, Parcela I (Parque Estadual da Serra do Mar, Núcleo Picinguaba)",NA,"subparcela 99 , indivíduo P-0029.",NA,"2007","Ubatuba","-45.083511","-23.367009",NA,"11","13",NA,NA,"J.A.M.A. Gomes; L.C. Bernacci & R.B. Torres et al.",NA,NA,"-45.083511","-23.367009","2007","11","13",NA,NA,NA,NA
"60","2019-01-25 15:39:19-02","IAC","IAC","53827","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"R.A.F. Lima & A.G. Aguirre (2)","854",NA,"Brasil","São Paulo","P. E. Jurupará Base Fumaça, trilha do Tamanduá",NA,NA,NA,"2008","Ibiúna","-47.2225","-23.6564",NA,"10","23",NA,NA,"R.A.F. Lima & A.G. Aguirre (2)",NA,NA,"-47.2225","-23.6564","2008","10","23",NA,NA,NA,NA
"61","2020-07-23 12:02:51-03","CEPLAC","CEPEC","124916","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa",NA,NA,"H. C. de Lima","5512",NA,"Brasil","Rio de Janeiro",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"nova friburgo","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,"H. C. de Lima","33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-07-23 12:02:51-03","CEPLAC","CEPEC","133995","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa",NA,NA,"H. C. de Lima","5516",NA,"Brasil","Rio de Janeiro","Reserva Ecológica Municipal de Macaé de Cima, Rio das Flores, trilha para o Pirineus, entre Pirineus e o Vale do Rio das Flores.",NA,NA,NA,"1997","nova friburgo","-42.5311012268066","-22.2819004058838",NA,"12","13",NA,NA,"H. C. de Lima","33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1997"
"63","2019-11-13 16:04:37-03","UNISANTA","HUSC","8518","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Martins, S.E.","803",NA,"Brasil","São Paulo","Praia de Itaguaré",NA,"Árvore, 3,2m de alt.; Floresta de restinga alta",NA,"2000","Bertioga","-46.138599395752","-23.8544006347656",NA,"09","27",NA,NA,"Martins, S.E.","37616","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-04 15:43:02-03","IF","SPSF","44191","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"R.A.F.Lima & A.G.Aguirre","854","América do Sul","Brasil","SP","Parque Estadual de Jurupará, Base Fumaça",NA,"COLETA: Floresta Ombrófila Densa Montana.; GEOGRAFIA: Trilha do Tamanduá; mata secundária;",NA,"2008","Ibiúna","-47.2200012207031","-23.6499996185303",NA,"10","23","560","680",NA,"43112","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"65","2021-03-04 15:43:02-03","IF","SPSF","31622","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Chrysobalanaceae","Couepia","venosa","Couepia venosa",NA,NA,"R.J.F. Garcia","1932A","América do Sul","Brasil","SP","Parque Estadual da Serra do Mar, Núcleo Curucutú",NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 8m altura; pétalas e estames brancos;",NA,"2000","São Paulo","-46.743056","-23.985278",NA,"03","16","750","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"66","2021-03-04 15:43:02-03","IF","SPSF","34397","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Chrysobalanaceae","Couepia","venosa","Couepia venosa",NA,NA,"N.M.Ivanauskas & F.M.Souza & R.Cielo-Filho & C.O.Araújo & D.Souza.","6032","América do Sul","Brasil","SP","Parque Estadual da Serra do Mar - Núcleo Caraguatatuba",NA,"COLETA: XLS: SPSFNovo; Árvore de 5m. Flores.; GEOGRAFIA: UTM: X=469049 Y=7394273 ZONA=23;",NA,"2005","Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,"02","19",NA,NA,"R.Cielo-Filho","30093","auto",NA,NA,"2005","05","01",NA,NA,"Magnoliopsida",NA
"67","2021-03-04 15:43:02-03","IF","SPSF","23896","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Chrysobalanaceae","Couepia","venosa","Couepia venosa",NA,NA,"I.Cordeiro","1494","América do Sul","Brasil","SP","Estação Ecológica Juréia-Itatins",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata de planicie&nf;;",NA,"1994","Iguape","-47.5499992370605","-24.7000007629395",NA,"12","08",NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"68","2021-03-04 15:43:02-03","IF","SPSF","34836","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Chrysobalanaceae","Couepia","venosa","Couepia venosa",NA,NA,"F. A. R. D. P. Arzolla & F. M. Souza & C. O. Araújo & W. Corrêa","816","América do Sul","Brasil","SP","Parque Estadual da Serra do Mar - Núcleo Curucutu",NA,"COLETA: XLS: SPSFNovo; Árvore ca. 18 m, frutos; GEOGRAFIA: Trilha da Serra Velha. Floresta Ombrófila Densa Submontana&nf;UTM: X=324260 Y=7346236;",NA,"2005","Itanhaém","-46.7799987792969","-24.1800003051758",NA,"03","29","355","355","G. A. D. C. Franco","26998","auto",NA,NA,"2005","04","07",NA,NA,"Magnoliopsida",NA
"69","2021-03-04 15:43:02-03","IF","SPSF","34628","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Chrysobalanaceae","Couepia","venosa","Couepia venosa",NA,NA,"R.Cielo-Filho & N.M.Ivanauskas & D.de Souza","397","América do Sul","Brasil","SP","Parque Estadual da Serra do Mar, Núcleo Curucutu",NA,"COLETA: XLS: SPSFNovo; Árvore de 25m.; GEOGRAFIA: Trilha do Rio Itarirú&nf;UTM: X=301170 Y=7332340;",NA,"2005","Itanhaém","-46.7799987792969","-24.1800003051758",NA,"03","14","8","8","R.Cielo-Filho","26998","auto",NA,NA,"2005","04","12",NA,NA,"Magnoliopsida",NA
"70","2021-03-04 15:43:02-03","IF","SPSF","18621","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"M.A.Assis & A.Furlan & C.E.Carneiro & M.A.Farinaccio & V.Scudeller & D.C.Cavalcante","409","América do Sul","Brasil","SP","Nucleo Picinguaba",NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 6m., frutos verdes.; GEOGRAFIA: Estrada da Casa da Farinha.;",NA,"1994","Ubatuba","-45.0699996948242","-23.4300003051758",NA,"08","29",NA,NA,"J. A. Pastore","34265","auto",NA,NA,"2007","05","10",NA,NA,"Magnoliopsida",NA
"71","2019-11-21 10:03:12-03","IBt","SP","17197","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance","Isotype","Hoehne, FC","s.n.",NA,"Brasil","São Paulo","Alto da Serra",NA,"Árvore, flores alvas","SP000470","1925",NA,NA,NA,"SP000470","12","08",NA,NA,"Prance, GT",NA,NA,NA,NA,"1969","03",NA,NA,NA,NA,NA
"72","2020-05-07 17:14:00-03","IBt","SP","266065","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Lima, HC","3685",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"1989","Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,"09","12",NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-05-07 17:14:00-03","IBt","SP","266010","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Farney, C","1218",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"1986","Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,"09","18",NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-05-07 17:14:00-03","IBt","SP","263594","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Nadruz, M","549",NA,"Brasil","Rio de Janeiro","Reserva Ecológica de Macaé de Cima",NA,NA,NA,"1989","Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,"12","28",NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-08-27 12:19:17-03","IBt","SP","309334","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Melo, MMRF","1127",NA,"Brasil","São Paulo","Estação Ecológica Juréia-Itatins",NA,NA,NA,"1994","Iguape","-47.5499992370605","-24.7000007629395",NA,"07","15",NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-11-21 10:03:12-03","IBt","SP","275299","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Anunciação, EA; Jardim, JG","1494",NA,"Brasil","São Paulo","Estação Ecológica Juréia-Itatins, Mata de planície às margens do Rio Verde",NA,"Árvore ca. 10m alt., pétalas e estames alvos, flores odoríferas",NA,"1994","Iguape","-47.5499992370605","-24.7000007629395",NA,"12","08",NA,NA,"Prance, GT","55628","auto",NA,NA,"1998","03",NA,NA,NA,NA,NA
"77","2019-11-21 10:03:12-03","IBt","SP","244573","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Rossi, L; et al.","611",NA,"Brasil","São Paulo","Estação Ecológica Juréia-Itatins, Proximidades do maciço da Juréia, trilha do alojamento do IBAMA até o pocinho do Rio Verde, mata das margens do rio",NA,"Árvore ca. 15,0m alt., frutos imaturos verdes, folhas levemente discolores",NA,"1990","Iguape","-47.5499992370605","-24.7000007629395",NA,"05","16",NA,NA,"Mamede, MCH","55628","auto",NA,NA,"1995","03",NA,NA,NA,NA,NA
"78","2019-11-21 10:03:12-03","IBt","SP","200307","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Kuhlmann, M","s.n.",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba",NA,NA,NA,"1946","Santo André","-46.5299987792969","-23.6599998474121",NA,"08","19",NA,NA,"Prance, GT","27258","auto",NA,NA,"1993","02","08",NA,NA,NA,NA
"79","2019-11-21 10:03:12-03","IBt","SP","396","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Schwebel, E","19",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba",NA,NA,NA,"1917","Santo André","-46.5299987792969","-23.6599998474121",NA,"09",NA,NA,NA,"Prance, GT","27258","auto",NA,NA,"1969","05",NA,NA,NA,NA,NA
"80","2019-11-21 10:03:12-03","IBt","SP","54264","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Kuhlmann, M","3374",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba",NA,"Árvore da mata",NA,"1948","Santo André","-46.5299987792969","-23.6599998474121",NA,"03","06",NA,NA,"Prance, GT","27258","auto",NA,NA,"1969","05",NA,NA,NA,NA,NA
"81","2019-11-21 10:03:12-03","IBt","SP","78913","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Kuhlmann, M","3174",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba",NA,NA,NA,"1951","Santo André","-46.5299987792969","-23.6599998474121",NA,"06","06",NA,NA,"Prance, GT","27258","auto",NA,NA,"1969","03",NA,NA,NA,NA,NA
"82","2019-11-21 10:03:12-03","IBt","SP","269569","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Sugiyama, M; Lopes, EA","1198",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba, Campo Grande",NA,"Arbusto 2,0m., estéril",NA,"1994","Santo André","-46.5299987792969","-23.6599998474121",NA,"06","17",NA,NA,"Sugiyama, M","27258","auto",NA,NA,"1994","07",NA,NA,NA,NA,NA
"83","2020-10-22 10:12:34-03","IBt","SP","344262","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Garcia, RJF","1932",NA,"Brasil","São Paulo","Parque Estadual da Serra do Mar",NA,NA,NA,"2000","São Paulo","-46.6300010681152","-23.5400009155273",NA,"03","16",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-07-02 08:39:47-03","IBt","SP","278359","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Assis, MA","409",NA,"Brasil","São Paulo",NA,NA,NA,NA,"1994","Ubatuba","-45.0699996948242","-23.4300003051758",NA,"08","29",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
