"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","typeStatus","eventTime","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","885020","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pradosia","lactescens","Pradosia lactescens","(Vell.) Radlk.",NA,"P. Fiaschi","2903","2005","06","21","South America","Brazil","Bahia","Almadina","Serra do Corcovado. 9.8 km a SW de Coarací na estrada para Almadina, daí N até a Fazenda São José. Proprietário Senhor Francisco.","-39.6033","-14.7058","650","750","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970911' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885020","NY00885020_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-30 12:52:00-03","NY","NYBG","01806419","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pradosia","lactescens","Pradosia lactescens",NA,"R. A. S. de Pontes","R. A. S. de Pontes","842","2012","11","22","South America","Brazil","Pernambuco",NA,"Água Preta, Fazenda Camarão.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2197062' target='other'> <mi>dwc_moreinfo</mi></a>","NY01806419","NY01806419_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","375792","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pradosia","lactescens","Pradosia lactescens","(Vell.) Radlk.","T. D. Pennington","A. M. V. de Carvalho","4543","1994","04","26","South America","Brazil","Bahia","Una","Reserva Biologica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Caminho paralelo ao Rio Maruim","-39.08","-15.15",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=395821' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375792","NY00375792_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","375786","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pradosia","lactescens","Pradosia lactescens","(Vell.) Radlk.",NA,"S. A. Mori","12998","1979","11","10","South America","Brazil","Bahia","Ilhéus","Estrada entre Sururu e Vila Brasil, a 6-14 km de Sururu. A 12-20 km ao SE de Buerarema","-39.0492","-14.7892","100","100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=395829' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375786","NY00375786_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","375797","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pradosia","lactescens","Pradosia lactescens","(Vell.) Radlk.","T. D. Pennington","P. K. H. Dusén","10191","1910","09","06","South America","Brazil","Paraná","Paranaguá","Alexandra, in silv. prim","-48.62","-25.57",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=395828' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375797","NY00375797_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01192891","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pradosia","lactescens","Pradosia lactescens","(Vell.) Radlk.","M. H. Terra-Araújo","W. W. Thomas","14550","2006","01","18","South America","Brazil","Bahia","Mun. Arataca","Serra Peito de Moça, 9.7 km NE of Arataca on dirt road to Una, then 8.8 km NW (left) on road through Fazenda Sta. Rita to Reserva do IESB (Fazenda Palmeira).","-39.3417","-15.1731","510","650","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=889353' target='other'> <mi>dwc_moreinfo</mi></a>","NY01192891","NY01192891_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-30 18:43:00-03","NY","NYBG","01874508","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pradosia","lactescens","Pradosia lactescens",NA,NA,"L. Nusbaumer","4043","2014","05","14","South America","Brazil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada, localité de Quebrangulo.","-36.43816","-9.238045","800",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2512046' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874508","NY01874508_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02636989","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pradosia","lactescens","Pradosia lactescens","(Vell.) Radlk.",NA,"P. da C. Gadelha Neto","3882","2014","11","23","South America","Brazil","Paraíba","Caaporã","Sítio Brejo de Lima","-34.962222","-7.426389","94","94","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3392189' target='other'> <mi>dwc_moreinfo</mi></a>","NY02636989","NY02636989_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","375795","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pradosia","lactescens","Pradosia lactescens","(Vell.) Radlk.","T. D. Pennington","J. R. Pirani","2736","1993","01","20","South America","Brazil","Bahia",NA,"Santo Antonia de Jesus. Rodovia Sao Miguel das Mats e Amargosa, a 7km do trevo com a BR 101","-39.33","-13",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=395818' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375795","NY00375795_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","375799","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pradosia","lactescens","Pradosia lactescens","(Vell.) Radlk.","A. Cronquist","L. Riedel","1239","1872",NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=395814' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375799","NY00375799_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02637412","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pradosia","lactescens","Pradosia lactescens","(Vell.) Radlk.","B. S. Amorim","B. S. Amorim","912","2011","06","29","South America","Brazil","Pernambuco","Jaqueira","RPPN Frei Caneca. Mata do Jasmim/ Mata do Ageró, interior da mata","-35.838333","-8.727778","545","545","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3677023' target='other'> <mi>dwc_moreinfo</mi></a>","NY02637412","NY02637412_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","375798","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pradosia","lactescens","Pradosia lactescens","(Vell.) Radlk.","M. M. F. Melo","G. G. Hatschbach","13521","1966","01","19","South America","Brazil","Paraná","Antonina","Caixa D'Agua","-48.7117","-25.4286",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=395827' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375798","NY00375798_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1738383","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pradosia","lactescens","Pradosia lactescens","(Vell.) Radlk.","B. S. Amorim","B. S. Amorim","1508","2012","04","24","South America","Brazil","Alagoas","Quebrangulo","REBIO Pedra Talhada, Trilha Pedra Talhada.","-36.4281","-9.2511",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2007718' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738383","NY01738383_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","416484","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pradosia","lactescens","Pradosia lactescens","(Vell.) Radlk.","T. D. Pennington","W. W. Thomas","11730","1998","02","07","South America","Brazil","Bahia","Jussari","Serra do Teimoso, 7.5 km N of Jussari on road to Palmira, then 2 km W to Fazenda Teimoso, then 45 min. walk W to Reserva da Fazenda Teimoso.","-39.58","-15.17","300","450","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=395825' target='other'> <mi>dwc_moreinfo</mi></a>","NY00416484","NY00416484_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","375789","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pradosia","lactescens","Pradosia lactescens","(Vell.) Radlk.","T. D. Pennington","A. M. V. de Carvalho","4697","1994","09","18","South America","Brazil","Bahia","Ilhéus","Entrada a 2 km a partir da antiga ponte do Rio Fundao. Mata da Esperança. Parcela no. 4","-39.06916667","-14.7819444",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=395820' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375789","NY00375789_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","375785","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pradosia","lactescens","Pradosia lactescens","(Vell.) Radlk.",NA,"S. A. Mori","13969","1981","05","12","South America","Brazil","Bahia","Una","Maruim, border of the Fazendas Maruim and Dois de Julho, 33 km SW of Olivença on the road from Olivença to Buerarema. Point 107-C","-39.1202492","-15.1148921","100","100","sheet","Voucher for ecological study of forest diversity <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=395830' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375785","NY00375785_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","634420","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pradosia","lactescens","Pradosia lactescens","(Vell.) Radlk.","T. D. Pennington","S. C. de Sant'Ana","789","2000","04","30","South America","Brazil","Bahia","Una","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA 001 Ilhéus/Una. Coletas efetuadas a ca 10 km no ramal de acsso ao Ecoparque de Una","-39.08","-15.15",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=395826' target='other'> <mi>dwc_moreinfo</mi></a>","NY00634420","NY00634420_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","375791","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pradosia","lactescens","Pradosia lactescens","(Vell.) Radlk.","T. D. Pennington","J. G. Jardim","807","1996","05","01","South America","Brazil","Bahia","Una","Reserva Biologica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Coletas efetuados no ramal que leva a Faz. Jaqueiral Ca. 8 km da entrada","-39.08","-15.15",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=395823' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375791","NY00375791_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","110717","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pradosia","lactescens","Pradosia lactescens","(Vell.) Radlk.","T. D. Pennington","W. W. Thomas","11151","1996","03","25","South America","Brazil","Bahia","Porto Seguro","Parque Nacional Monte Pascoal, along trail leading to summit of Monte Pascoal.","-40.5747","-15.2647","150","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=395822' target='other'> <mi>dwc_moreinfo</mi></a>","NY00110717","NY00110717_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00749583","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pradosia","lactescens","Pradosia lactescens","(Vell.) Radlk.","P. Fiaschi","P. Fiaschi","1761","2003","11","02","South America","Brazil","Bahia","Barro Preto","Serra da Pedra Lascada. 13.7 km de Barro Preto, na estrada que passa pela Fazenda São Miguel e sobe até o acesso a serra. Caminhada ao topo da serra.","-39.5361","-14.7703",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=899593' target='other'> <mi>dwc_moreinfo</mi></a>","NY00749583","NY00749583_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01192892","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pradosia","lactescens","Pradosia lactescens","(Vell.) Radlk.","M. H. Terra-Araújo","W. W. Thomas","14299","2005","01","16","South America","Brazil","Bahia","Mun. Barro Preto","Serra da Pedra Lascada, 13.7 km from Barro Preto on road passing Fazenda São Miguel towards mountains. Lower slopes.","-39.5361","-14.7703","550","750","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=843202' target='other'> <mi>dwc_moreinfo</mi></a>","NY01192892","NY01192892_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","885021","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pradosia","lactescens","Pradosia lactescens","(Vell.) Radlk.","P. Fiaschi","M. M. M. Lopes","297","2005","11","21","South America","Brazil","Bahia","Barro Preto","Serra da Pedra Lascada, 13.7 km de Baro Preto, na estrada que passa pela Fazenda São Miguel, em direção à serra.","-39.2028","-14.7703","600","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970915' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885021","NY00885021_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1039800","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pradosia","lactescens","Pradosia lactescens","(Vell.) Radlk.","T. D. Pennington","K. Almeida","241","2002","01","21","South America","Brazil","Pernambuco","Sao Lourenço da Mata","Estaçao Ecológica do Tapacurá","-34.95027778","-8.0127778",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1492318' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039800","NY01039800_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-06-29 11:32:36-03","UFRJ","RFA","9818","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pradosia","lactescens","Pradosia lactescens","(Vell.) Radlk.","P. Occhioni","P. Occhioni","4232","1971","01","07",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Matas do antigo Horto Florestal","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Árvore pequena; flôr, no caule rôxa.","RFA28501",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:49:38-03","EAO","IAN","179876","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pradosia","glycyphloea","Pradosia glycyphloea","(Casar.) Liais",NA,"Kuhlmann, JG","s.n.","1927",NA,NA,"Southern America","Brasil","Rio de Janeiro",NA,"Horto Florestal da Gávea.",NA,NA,NA,NA,NA,"Casca doce.","IAN179876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:49:38-03","EAO","IAN","71122","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pradosia","lactescens","Pradosia lactescens","(Vell.) Radlk.","Pennington, TD","Ducke, A","2295","1952","01","19","Southern America","Brasil","Pernambuco","Recife","Brejo de Macacos; mata alta.","-34.8810997009277","-8.05389022827148",NA,NA,NA,"Árvore pequena; flores só no tronco, cálice verde, pétalas violáceas escuras, estames brancentos. Casca de sabor adstringente.","IAN071122",NA,"18865","auto","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-10-09 11:24:58-03","UFBA","ALCB","124989","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Pradosia","lactescens","Pradosia lactescens","(Vall.) Radlk.","Guedes, ML","Casaes, M; Stadnik, A","63","2016","06","07","Southern America","Brasil","Bahia","Varzedo","Recôncavo Sul, Fazenda do Sr. Getúlio, Rio Cai Camarão.","-39.750833","-13.602222",NA,NA,NA,"látex leitoso. Folhas coriáceas, discolores. Inflorescência cauliflora. Frutos imaturos.","ALCB019845","ALCB019845",NA,NA,"2016","07","-39.750833","-13.602222",NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:24:58-03","UFBA","ALCB","86643","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Pradosia","lactescens","Pradosia lactescens","(Vall.) Radlk.","Terra-Araújo, MH","Ramos, C.H.A.; Santos, FC; Santos, CE; Ana Rita","294","2008","07","10","Southern America","Brasil","Bahia","Itacaré","Litoral Sul, Mata da Portaria","-39.722222","-14.167222",NA,NA,NA,"de ca 3 m de altura, com látex. Folhas discolores, cartáceas. Frutos imaturos amarelos.",NA,NA,NA,NA,"2011","06","-39.722222","-14.167222","30",NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:24:58-03","UFBA","ALCB","027285","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Pradosia","lactescens","Pradosia lactescens","(Vall.) Radlk.","Terra-Araújo, MH","Guedes, ML","2274","1990","02","15","Southern America","Brasil","Pernambuco",NA,"Mata de Dois Irmãos.","-34.866667","-8.05",NA,NA,NA,"De 7,50m de altura, 102cm de CAP. Flores com cálice verde, corola violacea escura, estames brancacentes.",NA,NA,NA,NA,"2011","06","-34.866667","-8.05",NA,NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:24:58-03","UFBA","ALCB","110549","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Pradosia","lactescens","Pradosia lactescens","(Vall.) Radlk.","Guedes, ML","Guedes, ML; Silva, MS dos; et al.","20768","2013","08","18","Southern America","Brasil","Bahia","Elísio Medrado","Serra da Jibóia.","-39.516667","-12.933333",NA,NA,NA,"de ca 12 m de altura, látex leitoso. Folhas cartáceas, discolores. Inflorescência cauliflora, flores vermelhas. Frutos imaturos verdes.",NA,NA,NA,NA,"2014","01","-39.516667","-12.933333",NA,NA,NA,NA,NA,NA,NA
"41","2021-02-08 21:33:09-03","UFBA","ALCB","110905","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Pradosia","lactescens","Pradosia lactescens","(Vall.) Radlk.","Mariano-Neto, E","Rigueira, D","s/n","2011","09",NA,"Southern America","Brasil","Bahia","Nilo Peçanha",NA,"-39.196111","-13.648889",NA,NA,NA,"Indivíduo nº4424, de ca 14 m de altura, DAP 19 cm. Látex branco. Material estéril.",NA,NA,NA,NA,"2011","10","-39.196111","-13.648889",NA,NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:24:58-03","UFBA","ALCB","121410","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Pradosia","lactescens","Pradosia lactescens","(Vall.) Radlk.","Gomes, FS","Gomes, FS","1628","2013","04","15","Southern America","Brasil","Bahia","Una",NA,"-39.045278","-15.349444",NA,NA,NA,"Látex leitoso. Folhas cartáceas, discolores. 89.3, parcela 04.","ALCB052589","ALCB052589",NA,NA,"2013","12","-39.045278","-15.349444",NA,NA,NA,NA,NA,NA,NA
