"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","dayIdentified","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"46","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043184","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","affinis","Marlierea affinis","(O.Berg) D.Legrand","M. Sobral","G. Hatschbach; J. M. Silva","61508","1995",NA,"15",NA,"Brazil","Espirito Santo",NA,"Alto Bananal (Mun. Venda Nova do Imigrante).","-41.13365","-20.3278","1000",NA,NA,"Arvore ramosa, 10 m, flor alva. Mata pluvial.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0057590","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","affinis","Marlierea affinis","(O.Berg) D.Legrand","L. R. Landrum","J. L. Paixão; Luiz Carlos, M. Pessoa, J. Reis","702","2006","2","19",NA,"Brazil","Bahia",NA,"Una. Reserva Biológica de Una (REBIO de Una). Entrada no km 46 da rodovia BA 001 Ilhéus-Una.","-39.06917","-15.15",NA,NA,NA,"Árvore, ca. 14.0 m alt. Folhas discolores. Frutos imaturos marrons.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2018-03-08 09:18:16-03","ASU","ASU-PLANTS",NA,"PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","affinis","Marlierea affinis","(O.Berg) D.Legrand","M. Sobral, 2005","G. Hatschbach; J.M. Silva","61508","1995","1","15",NA,"Brazil","Espirito Santo","Venda Nova do Imigrante","Alto Bananal","-41.13365","-20.3278","1000",NA,NA,"Arvore ramosa, 10m, flor alva. Mata pluvial.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-11-21 14:40:10-03","UFJF","CESJ","31055","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Marlierea","affinis","Marlierea affinis","(O. Berg) D. Legrand","M. Sobral","P.C.L. Faria; L.D. Meireles; P.C. Zampa; F. Magalhâes; P.O. Costa; L.F. Fazza","s.n.","2000","02","25","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,"Árvore, 15m, flores com estames brancos, amarronzados quando velhos. Braúna. (Coleta 64)","CESJ031055",NA,"2002",NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA
"50","2019-11-21 14:40:10-03","UFJF","CESJ","38754","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","(Vell.) Kiaersk.","M. Sobral","L.D. Meireles; P.C.L. Faria; L.C.B.Antunes","1167","2002","09","25","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,"Árvore, 8 m, folhas levemente discolores, inflorescência levemente ferrugínea, flores creme. Corresponde ao indivíduo 898 da parcela 34.","CESJ038754",NA,"2004",NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA
"51","2021-04-07 11:46:37-03","UFMS","CGMS","39085","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine",NA,"A. Furlan; O. Cesar; S.N. Pagano; A.G. Manzatto",NA,"1998","10","20",NA,"Brasil","São Paulo","São Paulo","Clube SESC Interlagos. Região Metropolitana de São Paulo.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Doação HRCB. Habitat: Fragmento de Mata Atlântica.","CGMS1068473",NA,"2021",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"52","2021-03-01 16:36:27-03","UNICAMP","UEC","166666","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","(Vell.) Kiaersk.","Meireles, LD","Padgurschi, MCG; Tamashiro, JY; Belinello, R","28","2008",NA,NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","PESM - Núcleo Santa Virgínia - Parcela K, Floresta Ombrófila Densa Montana.","-45.068333","-23.325","1073","1093",NA,"K0028 Árvore, ca. 7 m, sem flores ou frutos. Abundância: 17 ind.ha-1.","UEC039934","UEC039934","2013",NA,"-45.068333","-23.325",NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-01 16:36:52-03","UNICAMP","UEC","107508","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine","Santos, MF","Gorenstein, MR; Souza, FM; Betini, GS; Costa, CG; Garrote, V; Franco, G","51","1999","01","07",NA,"Brazil","São Paulo","Iguape","Estação Ecológica de Chauás. Floresta Ombrófila densa. Trilha de acesso pelo sítio do Sr. João caçador, no Km 78 da Rodovia Pariquera-Iguarape.","-47.7","-24.783333",NA,NA,NA,"Árvore 5m tese Tati.; Florestade Restinga de Baixada (paludosa).","UEC063693","UEC063693","2010","12","-47.7","-24.783333",NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-01 16:36:52-03","UNICAMP","UEC","200141","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine","Meireles, LD","Padgurschi, MCG; Belinello, R","M1594","2009",NA,NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4","990","1045",NA,"Parcela M - Projeto Biota-FAPESP. Árvore com 12.5 metros de altura. Frequência da espécie na parcela: n=3","UEC177766","UEC177766","2016",NA,"-45.183333","-23.4",NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-01 16:36:52-03","UNICAMP","UEC","200682","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine","Sobral, M","Pereira, LS; Tamashiro, JY; Belinello, R; Padgurschi, MCG","N102","2007","05",NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4","990","1045",NA,"Parcela N - Projeto Biota-FAPESP. Árvore com 16 metros de altura. Frequência da espécie na parcela: n=2; Mata Atlântica","UEC158073","UEC158073","2008",NA,"-45.183333","-23.4",NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-01 16:36:52-03","UNICAMP","UEC","121459","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine",NA,"Souza, FM; Duarte, AR; Sampaio, D; Bernhardt, R; Rodrigues, RR; Souza, VC; et al.","205","2001","04","17",NA,"Brazil","São Paulo","Itanhaém","Parque Estadual da Serra do Mar, Núcleo Curucutu.","-46.824417","-24.041222","30","180",NA,"Árvore, ca. 4,5malt. Frutos imaturos verdes.; Floresta Ombrófila Densa Baixomontana no entorno do Vale Dos rios Manbu e dos Macacos.","UEC049001","UEC049001",NA,NA,"-46.824417","-24.041222",NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-01 16:36:52-03","UNICAMP","UEC","137746","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine",NA,"Meireles, LD","1420","2003","05",NA,NA,"Brazil","Paraná","Guaraqueçaba","Parque Nacional do Superagui","-48.236861","-25.46975",NA,NA,NA,"Arvoreta, 2m, frutos verdes","UEC110508","UEC110508",NA,NA,"-48.236861","-25.46975",NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-08-20 10:21:42-03","UNICAMP","UEC","147763","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine","Meireles, LD","Campos, MCR; Belinello, R","762","2006","07","17",NA,"Brazil","São Paulo","Picinguaba","Parque Estadual da Serra do Mar, Parcela E na Trilha do Corisco (Projeto Temático Biota Gradiente Funcional)",NA,NA,NA,NA,NA,"indivíduo E1013, altura 11m","UEC033217","UEC033217","2017","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-01 16:36:52-03","UNICAMP","UEC","172405","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine","Meireles, LD","Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1295","1997","02","04",NA,"Brazil","São Paulo","Ubatuba","Picinguaba, Morro do Corisco","-44.812222","-23.311111","300","300",NA,"árvore 84, 11m altura, vegetativo; mata atlântica de encosta","UEC016605","UEC016605","2017","09","-44.812222","-23.311111",NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-01 16:36:52-03","UNICAMP","UEC","172560","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine","Meireles, LD","Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1463","1997","01","13",NA,"Brazil","São Paulo","Ubatuba","Picinguaba. Proximo à trilha do corisco.","-44.835","-23.339167","120","120",NA,"Árvore 239 fp com 7 m de altura, vegetativo.; Mata Atlãntica de Encosta.","UEC016608","UEC016608","2017","09","-44.835","-23.339167",NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-01 16:36:52-03","UNICAMP","UEC","178196","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine",NA,"Gomes, JAMA; Bernacci, LC; Santos, OA; Santos, S; Benedetti, FJ","s.n.","2008","04","03",NA,"Brazil","São Paulo","Ubatuba","fazenda capricornio, parcela g do parque estadual da serra do mar, nucleo picinguaba)","-45.133333","-23.616667",NA,NA,NA,"arvore com 12m de altura, DAP 110,5 cm; floresta ombrofila densa submontana","UEC002740","UEC002740",NA,NA,"-45.133333","-23.616667",NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-01 16:36:52-03","UNICAMP","UEC","121388","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine","Kawasaki, ML","Tameirão Neto, E","2771","1998","11","18",NA,"Brazil","Minas Gerais","Coroaci","Usina de tronqueiras, Rio Tronqueiras.","-42.2858009338379","-18.6219005584717",NA,NA,NA,"Arboreo.","UEC008289","UEC008289","1999",NA,NA,NA,"24192","auto",NA,NA,NA,NA,NA,NA
"63","2021-03-01 16:36:52-03","UNICAMP","UEC","11984","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine","Sobral, M","Hatschbach, G","35507","1974","11","20",NA,"Brazil","Paraná","Guaraqueçaba","Picada Praia Deserta-Rio Paciencia.","-48.3288993835449","-25.3066997528076",NA,NA,NA,"Arbusto 3m de alt, flor alva mata pluvial planicie litorânea.","UEC033311","UEC033311",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"64","2021-03-01 16:36:52-03","UNICAMP","UEC","61156","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine","Arantes, A A","Silva, SM; Britez, RM","24577","1987","04","17",NA,"Brazil","Paraná","Paranaguá","Ilha do Mel.","-48.5092010498047","-25.5200004577637",NA,NA,NA,"Arvoreta de 3m de alt, CAP=20cm, com frutos verdes, frequentemente.; Reserva Ecológica.","UEC049004","UEC049004","1996","05",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"65","2021-03-01 16:36:52-03","UNICAMP","UEC","61157","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine","Arantes, AA","Britez, RM; Silva, SM","24578","1986","11","08",NA,"Brazil","Paraná","Paranaguá","Ilha do Mel. Morro Bento Alves.","-48.5092010498047","-25.5200004577637",NA,NA,NA,"Arvoreta de 5 m de alt, CAP=19cm, flores esverdeadas (botões) floresta de encosta.","UEC008181","UEC008181","1996","05",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"66","2021-03-01 16:36:52-03","UNICAMP","UEC","75574","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine","Lima, DF","Silva, SM; Britez, RM","s.n.","1992","12","05",NA,"Brazil","Paraná","Paranaguá","Reserva Ecológica, Ilha do Mel.","-48.5092010498047","-25.5200004577637",NA,NA,NA,"àrvore de 7m, CAP-28cm, com botões ferrugíneos em Subosque da Floresta alta de restinga .","UEC033222","UEC033222","2010","11",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"67","2021-03-01 16:36:52-03","UNICAMP","UEC","130663","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine","Barroso, GM","Marquete, R","1578","1994","04","12",NA,"Brazil","Rio de Janeiro","Paraty","APA Cairuçu, Ponta Negra, próxima a casa do Cláudio.","-44.7131004333496","-23.2178001403809",NA,NA,NA,"Semi-ciófila. Ripária. Arvoreta com cerca de 5m de alt, tronco com casca lisa de cor acizentada; folhas coriáceas discolores verdes; frutos carosos, indeiscentes de cor verde.","UEC008354","UEC008354",NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA
"68","2021-03-01 16:36:52-03","UNICAMP","UEC","130666","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine","Barroso, GM","Giordano, LC; Caruzo, J","s.n.","1991","04","11",NA,"Brazil","Rio de Janeiro","Paraty","Larangeiras, caminho para a Praia d Sono. Mata Secundária; relevo plano; APA- Cairuçu.","-44.7131004333496","-23.2178001403809","200","200",NA,"Árvore de mais ao menos 25 metros de altur, heliófila. Folhas subcoriáceas verdes discolores. Frutos verdes.","UEC008284","UEC008284",NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA
"69","2021-03-01 16:36:52-03","UNICAMP","UEC","121356","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine","Santos, MF","Oliveira, PP","8541","2000","04","10",NA,"Brazil","Rio de Janeiro","Rio das Ostras","Reserva Ecológica União, Mata Atlântica, vale.","-41.9449996948242","-22.5268993377686",NA,NA,NA,"Frutos verdes.","UEC012980","UEC012980","2019",NA,NA,NA,"17620","auto",NA,NA,NA,NA,NA,NA
"70","2021-03-01 16:36:52-03","UNICAMP","UEC","121375","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine","Kawasaki, ML","Kirizawa, M; Angelo, J","2291","1990","05","29",NA,"Brazil","São Paulo","Bertioga","Rodovia 101.","-46.138599395752","-23.8544006347656",NA,NA,NA,"Mata de restinga. Árvore 5m de alt, Frutos verde.","UEC008294","UEC008294","1996",NA,NA,NA,"37616","auto",NA,NA,NA,NA,NA,NA
"71","2021-03-01 16:36:52-03","UNICAMP","UEC","54764","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine",NA,"Grombone-Guaratini, MT; Sales, MF; et al.","22862","1989","11","29",NA,"Brazil","São Paulo","Boracéia",NA,"-48.7700004577637","-22.1900005340576",NA,NA,NA,"Árvore com 6m de alt, flores brancas.; Mata de Restinga","UEC049002","UEC049002",NA,NA,NA,NA,"10241","auto",NA,NA,NA,NA,NA,NA
"72","2021-03-01 16:36:52-03","UNICAMP","UEC","33701","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine","Matsemoto, K","Figueiredo, N; Rodrigues, RR","14400","1983","01","16",NA,"Brazil","São Paulo","Iguape","Estação Ecológica de Juréia.","-47.5499992370605","-24.7000007629395",NA,NA,NA,"Árvore 8 m, flores amareladas. Beira da Picada.","UEC049008","UEC049008","2005","01",NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA
"73","2021-03-01 16:36:52-03","UNICAMP","UEC","121376","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine","Kawasaki, ML","Cordeiro, I; Oliveira, RJ","1505","1994","04","21",NA,"Brazil","São Paulo","Peruíbe","Peruíbe Estação Ecológica Juréia-Itatins, Guarazinho, trilha das Caçadores, mata pluvial tropical de encosta.","-46.9900016784668","-24.3199996948242",NA,NA,NA,"Arvoreta ca. 6m alt, frutos imaturos verdes.","UEC008293","UEC008293","1996",NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA
"74","2021-03-01 16:36:52-03","UNICAMP","UEC","56224","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine","Turma de 1992","Grombone-Guaratini, MT; Silveira, ST; Martins, E; Sales, M; Spigolon, RAP; Lieberg, SA","22.449","1989","11","27",NA,"Brazil","São Paulo","Santos","Praia de Boracéia, Distrito de Bertioga.","-46.3300018310547","-23.9599990844727",NA,NA,NA,"Árvore +- 4m de alt, botões imaturos.; Mata de Restinga.","UEC012997","UEC012997","1992","09",NA,NA,"26836","auto",NA,NA,NA,NA,NA,NA
"75","2021-03-01 16:36:52-03","UNICAMP","UEC","56181","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine","Arantes, AA","Silveira, LT; Martins, E; Sales, M; Spigolon, RAP; Lieberg, SA; Stranghetti, V; Sousa, WS","22514A","1989","11","28",NA,"Brazil","São Paulo","Santos","Praia de Boracéia, Distrito de Bertioga.","-46.3300018310547","-23.9599990844727",NA,NA,NA,"Arbusto com mais ou menos 1 metro de altura , flores crema, estames brancos.; Mata de Restinga.","UEC065740","UEC065740","1997","02",NA,NA,"26836","auto",NA,NA,NA,NA,NA,NA
"76","2021-03-01 16:36:52-03","UNICAMP","UEC","31109","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine","Jorquera J.","Silva, AF","9226","1978","12","18",NA,"Brazil","São Paulo","Ubatuba","Nativo em mata da Estação Experimental do Intituto agronônico.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Árvore com até 9m de alt, flores brancas cálice ferrugíneo. Araçarana.","UEC033228","UEC033228","1987","11",NA,NA,"34265","auto",NA,"04",NA,NA,NA,NA
"77","2021-03-01 16:36:52-03","UNICAMP","UEC","118402","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine","Barroso, GM","Furlan, A; et al.","639","1988","11","07",NA,"Brazil","São Paulo","Ubatuba","Picinguaba.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Árvore, 6m de alt.Botões esbranquiçados.","UEC008288","UEC008288","1992","11",NA,NA,"34265","auto",NA,"13",NA,NA,NA,NA
"78","2021-03-01 16:36:52-03","UNICAMP","UEC","118403","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine","Barroso, GM","Furlan, A; et al.","596","1988","11","06",NA,"Brazil","São Paulo","Ubatuba","Picinguaba. Trilha das 3 Lagoas.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Árvore, 6m de alt, botões creme-esverdeados.","UEC008287","UEC008287","1992","11",NA,NA,"34265","auto",NA,"13",NA,NA,NA,NA
"79","2021-03-01 16:36:52-03","UNICAMP","UEC","109621","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine",NA,"Zappi, DC; Amaral, MCE; Costa, CB; Aona, LYS; Belinello, R","311","1999","11","17",NA,"Brazil","São Paulo","Ubatuba","Rodovia para Parati, cachoeira da Escada, a 1 km da divisa SP/RJ.","-45.0699996948242","-23.4300003051758","1000","1000",NA,"Arvoreta 4 m, botões creme. DNA.; Mata Atlântica de encosta, com muitas palmeiras e solo humoso, sobre pedras e raízes.","UEC008158","UEC008158",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"80","2021-03-01 16:36:52-03","UNICAMP","UEC","67942","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine","Lima, DF","Franco, ALM; et al.","29358","1993","11","13",NA,"Brazil","São Paulo","Ubatuba","Trilha das três lagoas, Picinguaba.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Árvore 3m de alt, com botões.","UEC033226","UEC033226","2010","11",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"81","2021-03-01 16:36:52-03","UNICAMP","UEC","118392","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine",NA,"Assis, MA","71","1993","01","12",NA,"Brazil","São Paulo","Ubatuba","Trilha Picada da Barra.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Arvoreta 2m de alt. Botões esverdeados.","UEC008290","UEC008290",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"82","2021-03-16 17:53:57-03","UCS","HUCS","44156","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Marlierea","racemosa","Marlierea racemosa","(Vell.) K.",NA,"Sobral, M.","7513","1992","08",NA,NA,"Brasil","São Paulo","Ubatuba","Subida da serra Ubatuba - São Luis do Paraitinga.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Região de mata ombrófila densa",NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"83","2021-03-29 11:45:25-03","UTFPR","HCF","19161","S","Plantae",NA,NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine","M. Sobral","G. Hatschbach","61508","1995","01","15",NA,"Brasil","ES","Venda Nova do Imigrante","Alto Bananal","-41.1347007751465","-20.3397006988525",NA,NA,NA,"árvore racemosa, 10 m, flor alva. Mata pluvial. Alt: 1000 m.",NA,NA,"2005",NA,NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA
"84","2020-06-29 09:31:32-03","UFRRJ","RBR","38238","S","Plantae",NA,NA,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","(Vell.) Kiaersk.","M.C. Souza","G.R. Souza; N.C.","455","2002","09","27",NA,"Brasil","Rio de Janeiro","Volta Redonda","Floresta da Cicuta, ARIE Floresta da Cicuta, Volta Redonda, RJ. Médio Paraíba do Sul. Floresta semidecidual, Coordenadas 22°32#?#51,38#?##?#S 44°05#?#13,60#?##?# O.","-44.1041984558105","-22.523099899292",NA,NA,NA,NA,"RBR00038238","RBR00038238","2015","11",NA,NA,"16209","auto",NA,"27",NA,NA,NA,NA
"85","2020-06-29 09:31:32-03","UFRRJ","RBR","16859","S","Plantae",NA,NA,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","(Vell.) Kiaersk.",NA,"I.A. Silva","10479","1979","10","25",NA,"Brasil","Espírito Santo","Linhares","Reserva Florestal da CRVD, Estrada 163, km 1.070 lado esquerdo.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"RBR00016859",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"86","2020-06-29 09:31:32-03","UFRRJ","RBR","16867","S","Plantae",NA,NA,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","(Vell.) Kiaersk.","G.M. Barroso","A. Peixoto","3139","1985","02","01",NA,"Brasil","Espírito Santo","Linhares","Reserva Florestal da CRVD, Transect 2","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"RBR00016867","RBR00016867",NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"87","2020-06-29 09:31:32-03","UFRRJ","RBR","16878","S","Plantae",NA,NA,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","(Vell.) Kiaersk.","G.M. Barroso","A. Peixoto","3350","1985","02","02",NA,"Brasil","Espírito Santo","Linhares","Reserva Florestal da CRVD, Transect 9","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"RBR00016878",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"88","2020-06-29 09:31:32-03","UFRRJ","RBR","44150","S","Plantae",NA,NA,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","(Vell.) Kiaersk.","M.C. Souza","R.C. Paulino","114","2014","12","02",NA,"Brasil","Bahia","Santa Cruz Cabrália","Conglomerado BA_1381-1-10-41","-39.060278","-16.199444",NA,NA,NA,NA,"RBR00044150","RBR00044150","2017","03","39º3'37''W","16º11'58''S",NA,NA,NA,"29",NA,NA,NA,NA
"89","2020-06-29 09:31:32-03","UFRRJ","RBR","38218","S","Plantae",NA,NA,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","(Vell.) Kiaersk.","M.C. Souza","G.R. Souza","462","2000","03","15",NA,"Brasil","Rio de Janeiro","Volta Redonda","Brasil, ARIE Floresta da Cicuta no Município de Volta Redonda, RJ. Médio Paraíba do Sul. Floresta semidecidual, ca. 22°32#?#51,38#?##?#S 44°05#?#13,60#?##?#O.","-44.1041984558105","-22.523099899292",NA,NA,NA,NA,"RBR00038218","RBR00038218","2015","11",NA,NA,"16209","auto",NA,"27",NA,NA,NA,NA
"90","2020-06-29 09:31:32-03","UFRRJ","RBR","38236","S","Plantae",NA,NA,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","(Vell.) Kiaersk.","M.C. Souza","G.R. Souza; N.C.","442","2003","03","27",NA,"Brasil","Rio de Janeiro","Volta Redonda","Floresta da Cicuta, Médio Paraíba do Sul. Município de Volta Redonda, Rio de Janeiro, Brasil. Floresta semidecidual, coordenadas 22°32#?#51,38#?##?#S 44°05#?#13,60#?##?#O.","-44.1041984558105","-22.523099899292",NA,NA,NA,NA,"RBR00038236","RBR00038236","2015","11",NA,NA,"16209","auto",NA,"27",NA,NA,NA,NA
"91","2020-06-29 09:31:32-03","UFRRJ","RBR","26206","S","Plantae",NA,NA,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","(Vell.) Kiaersk.","B.L. Tiellet","H.C. Rodrigues","s.n.","1994","06","11",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Estrada do Ouro, Linha 3. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"RBR00026206","RBR00026206","2016","04",NA,NA,"25743","auto",NA,"29",NA,NA,NA,NA
"92","2020-06-29 09:31:32-03","UFRRJ","RBR","26205","S","Plantae",NA,NA,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","(Vell.) Kiaersk.","M.C. Souza, B.L. Tiellet","H.C. Rodrigues","s.n.","1994","05","28",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Estrada do Ouro, Linha 3. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"RBR00026205","RBR00026205","2016","04",NA,NA,"25743","auto",NA,"29",NA,NA,NA,NA
