"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","phylum","order","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","class","infraspecificEpithet","individualCount","fieldNumber","relatedCatalogItem","sex"
"177","2021-04-02 11:39:42-03","UFPI","TEPB","23427","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","R.T.Queiróz","2003","04","13","Oliveira, F. C. S.","2008","08","03","Brasil","Piauí","Oeiras",NA,"-42.1310997009277","-7.0252799987793",NA,NA,NA,NA,NA,NA,"188",NA,NA,NA,NA,"Subarbusto, flor rósea, fruto marrom esverdeado, pouco frequente, substrato arenoso. Uso: ornamental. Ambiente: Transição Cerrado/Caatinga <ll>dwc_commonname:</ll> Espirradeira Vermelha","54774","auto",NA,NA,NA,NA,NA,NA
"178","2021-04-04 23:42:30-03","UFPI","TEPB","28307","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","R. BARROS","2012","08","01","Sousa, M.O","2011","12","14","Brasil","Piauí","Teresina","Povoado Santa Teresa, quintal da Sra. Maria do Socorro","-42.8018989562988","-5.08916997909546",NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,"Arbusto; flores roxas Ambiente: Seco","56344","auto",NA,NA,NA,NA,NA,NA
"179","2015-07-02 14:41:53-03","JBP","HPL","450","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","Linn","H. Lorenzi","1994","03","24","H. Lorenzi","1994","03","24","Brasil","SP","Piracicaba","Coletada e cultivada na arborização urbana.","-47.64","-22.72",NA,NA,NA,NA,NA,NA,"1444",NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA
"180","2019-02-15 11:33:08-02","IPA","IPA","68488","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Barros, C.S.S.","1993","12",NA,"Barros, C.S.S.","1993","12","03","Brasil","Alagoas","Belém","Sítio Cabeça Dantas, a 5km da cidade, área antrópica.","-36.4921989440918","-9.57110977172852",NA,NA,NA,NA,"IPA0068488",NA,"152","Plantae",NA,"Southern America",NA,"Subarbusto ca. 2m de altura; flores lilás com estames alvos.","8349","auto",NA,NA,NA,NA,NA,NA
"181","2019-02-15 11:33:08-02","IPA","IPA","48211","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Barreto, R.","1985","08","15","Florêncio, M.; Farias, D.; Farias, D.","1985","07","18","Brasil","Pernambuco","Olinda",NA,"-34.8553009033203","-8.00889015197754",NA,NA,NA,NA,"IPA0048211",NA,"31","Plantae",NA,"Southern America",NA,"Arbusto latescentes com folhas opostas apresentando estípulas. Flores pequenas de coloração rósea.","7110","auto",NA,NA,NA,NA,NA,NA
"182","2019-07-26 11:39:22-03","IPA","IPA","48221","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Ataíde, M.","1985",NA,NA,"Amazonas, J.P.","1985","11",NA,"Brasil","Pernambuco","Recife","Campus da UFPE, Cidade Universitária.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0048221",NA,"-48221","Plantae",NA,"Southern America",NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA
"183","2019-02-15 11:33:08-02","IPA","IPA","48237","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Ataíde, M.","1985",NA,NA,"Amazonas, J.L.A.","1985","11",NA,"Brasil","Pernambuco","Recife","Campus da UFPE, Cidade Universitária.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0048237",NA,"07","Plantae",NA,"Southern America",NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA
"184","2019-02-15 11:33:08-02","IPA","IPA","61521","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Cavalcanti, M.F.","2002","06","04","Alves, J.","2002","05","11","Brasil","Pernambuco","Recife","Casa Amarela, cultivado em Jardim.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0061521",NA,"03","Plantae",NA,"Southern America",NA,"Arbusto ca. 3m; flores brancas. Planta ornamental.","18865","auto",NA,NA,NA,NA,NA,NA
"185","2019-02-15 11:33:08-02","IPA","IPA","91594","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Cano, O.","2017","08","24","Santos, D.M.ª.","2017","08","22","Brasil","Pernambuco","Recife","Cidade Universitária, próximo ao Deptº de Farmácia.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0091594",NA,"s.n.","Plantae",NA,"Southern America",NA,"Material botânico em estudo para Projeto de PIBIC no Curso de Farmácia-UFPE, da aluna Deysielle Maria dos Santos, sob orientação da Profª Drª. Karina Randau.; Arbusto ca. 3m de altura. Cultivada.","18865","auto",NA,NA,NA,NA,NA,NA
"186","2019-02-15 11:33:08-02","IPA","IPA","49375","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Belo, D.","1996","04","08","Campos, L de M","1986","06","11","Brasil","Pernambuco","Recife","IPA, Av. Gal. San Martin.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0049375",NA,"14","Plantae",NA,"Southern America",NA,"Arbusto; flores alvas.","18865","auto",NA,NA,NA,NA,NA,NA
"187","2019-02-15 11:33:08-02","IPA","IPA","50262","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Belo, D.","1987",NA,NA,"Belo, D.","1986","04","29","Brasil","Pernambuco","Recife","IPA, Jardins do IPA - Bongi.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0050262",NA,"10","Plantae",NA,"Southern America",NA,"Arbusto. Flores alvas. Planta c/látex.","18865","auto",NA,NA,NA,NA,NA,NA
"188","2019-02-15 11:33:08-02","IPA","IPA","68188","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Miranda, A.M.","2004","09","05","Silva, L.R.","2004","05","18","Brasil","Pernambuco","Recife","Parque 13 de Maio","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0068188",NA,"10","Plantae",NA,"Southern America",NA,"Arbusto ca. 1,40m de altura; folhas coriáceas; flores róseas, com base amarelada, androceu e estígma pilosos.","18865","auto",NA,NA,NA,NA,NA,NA
"189","2019-03-22 12:20:16-03","IPA","IPA","83038","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.",NA,NA,NA,NA,"Mercês, P.F.F. das; Alves, R.C.C.; Alves, R.C.C.","2008","11","04","Brasil","Pernambuco","Recife","Sede do IPA - Av. Gal. San Martin.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0083038",NA,"7","Plantae",NA,"Southern America",NA,"Planta arbustíva. Flores com corola branca, tornando-se amarelada na região próxima ao cálice. Cálice verde.","18865","auto",NA,NA,NA,NA,NA,NA
"190","2020-02-21 12:07:27-03","IPA","IPA","66524","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Bocage, A.","1992",NA,NA,"Rita Pereira; et al.; et al.","1992",NA,NA,"Brasil","Pernambuco","Taquaritinga do Norte",NA,"-36.0442008972168","-7.90305995941162",NA,NA,NA,NA,"IPA0066524",NA,"66524","Plantae",NA,"Southern America",NA,NA,"25558","auto",NA,NA,NA,NA,NA,NA
"191","2019-02-15 11:33:08-02","IPA","IPA","6447","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.",NA,NA,NA,NA,"Ramos, J.I.","1953","11",NA,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IPA0006447",NA,"92","Plantae",NA,"Europe",NA,"Cultivado.",NA,NA,NA,NA,NA,NA,NA,NA
"192","2019-02-15 11:33:08-02","IPA","IPA","26475","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.",NA,NA,NA,NA,"Hage, J.L.; Mattos-Silva, L.A.; Ribeiro, A.J.; Mattos-Silva, L.A.; Ribeiro, A.J.","1979","07","04","Brasil","Bahia","Alcobaça","Hotel Sul Americano, jardim do hotel, próximo à praia.","-39.2","-17.566667","-39.2","-17.566667",NA,NA,"IPA0026475",NA,"252","Plantae",NA,"Southern America",NA,"Arbusto ornamental, tóxico, 2,5m de altura. Flores róseas, látex incolor.",NA,NA,NA,NA,NA,NA,NA,NA
"193","2019-07-26 11:39:22-03","IPA","IPA","328","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Vasconcellos Sobrinho",NA,NA,NA,"Vasconcellos Sobrinho","1927","02",NA,"Brasil","Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,"IPA0000328",NA,"-328","Plantae",NA,"Southern America",NA,"Arbustivo; flores róseas. Cultivado. Ornamental.",NA,NA,NA,NA,NA,NA,NA,NA
"194","2019-07-26 11:39:22-03","IPA","IPA","49021","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Belo, D.","1986",NA,NA,"Belo, D.","1986","05","13","Brasil","Pernambuco","Recife","IPA","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0049021",NA,"-49021","Plantae",NA,"Southern America",NA,"Planta arbustiva, ovário, lactescente.","18865","auto",NA,NA,NA,NA,NA,NA
"195","2019-02-15 11:33:08-02","IPA","IPA","60257","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Rita Pereira","2002",NA,NA,"Stª Cruz, G.","2002","02","02","Brasil","Pernambuco","Recife","Parque 13 de Maio, Santo Amaro.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0060257",NA,"43","Plantae",NA,"Southern America",NA,"Arbusto ca. 2m de altura. Flores vermelhas.","18865","auto",NA,NA,NA,NA,NA,NA
"196","2019-02-15 11:33:08-02","IPA","IPA","60259","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Rita Pereira","2002",NA,NA,"Stª Cruz, G.","2002","02","02","Brasil","Pernambuco","Recife","Parque 13 de Maio, Santo Amaro.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0060259",NA,"45","Plantae",NA,"Southern America",NA,"Arbusto ca. 2m de altura. Flores rosas.","18865","auto",NA,NA,NA,NA,NA,NA
"197","2019-02-15 11:33:08-02","IPA","IPA","69881","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Costa; Silva, M.B.","2005","12","14","Costa; Silva, M.B.; et al.; et al.","2003","06","15","Brasil","Pernambuco","Recife","Praças da cidade","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0069881",NA,"2873","Plantae",NA,"Southern America",NA,"Plantas ornamentais utilizadas nas praças da cidade do Recife. Arvoreta com flores brancas.","18865","auto",NA,NA,NA,NA,NA,NA
"198","2019-02-15 11:33:08-02","IPA","IPA","4633","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Pickel, B.",NA,NA,NA,"Pickel, B.","1929","09",NA,"Brasil","Pernambuco","São Lourenço da Mata","Tapera","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,"IPA0004633",NA,"2059","Plantae",NA,"Southern America",NA,"Crbusto ornamental. Cultivado.","21764","auto",NA,NA,NA,NA,NA,NA
"199","2019-02-15 11:33:08-02","IPA","IPA","89320","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Cano, O.","2014","07","21","Souza, J.S.A. de","2014","07","15","Brasil","Pernambuco","Caruaru","próximo a PE-104, antes do viaduto da Agamenon, lado direito, no sentido Caruaru - Santa Cruz do Capibaribe.","-35.9761009216309","-8.28332996368408",NA,NA,NA,NA,"IPA0089320",NA,"s.n.","Plantae",NA,"Southern America",NA,"Material para fins de TCC e projeto PIBIC na UFPE - CAA- Caruaru, sob a orientação do Prof. Ricardo Sena Guimarães.; Arbusto ca. 2 a 3m de altura. Flores róseas. Cultivada.","35136","auto",NA,NA,NA,NA,NA,NA
"200","2019-02-15 11:33:08-02","IPA","IPA","4632","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Pickel, B.",NA,NA,NA,"Pickel, B.","1916",NA,NA,"Brasil","Pernambuco","Olinda",NA,"-34.8553009033203","-8.00889015197754",NA,NA,NA,NA,"IPA0004632",NA,"375","Plantae",NA,"Southern America",NA,"Cultivado, todas as partes são venenosas. Flores dobradas vermelhas.","7110","auto",NA,NA,NA,NA,NA,NA
"201","2019-02-15 11:33:08-02","IPA","IPA","90174","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Cano, O.","2015","06","01","Lima Pascoal, B de A","2015","05","27","Brasil","Pernambuco","Recife","Boas Viagem, Av. Bernardo Vieira de Melo, num canteiro.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0090174",NA,"s.n.","Plantae",NA,"Southern America",NA,"Material em estudo para monografia de graduação - Curso de Farmácia UFPE - aluna Luana da Silva Lima, sob a orientação da Prof. Karina Randau.; Arbusto ca. 2m de altura; flores róseas.","18865","auto",NA,NA,NA,NA,NA,NA
"202","2019-02-15 11:33:08-02","IPA","IPA","60232","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Rita Pereira","2002",NA,NA,"Stª Cruz, G.","2001","08","30","Brasil","Pernambuco","Recife","Boa Vista, Rua 7 de Setembro.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0060232",NA,"17","Plantae",NA,"Southern America",NA,"Arbusto ca. 2m de altura; flores rosas.","18865","auto",NA,NA,NA,NA,NA,NA
"203","2019-02-15 11:33:08-02","IPA","IPA","49026","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Ataíde, M.","1986",NA,NA,"Freire, G.","1986","04","23","Brasil","Pernambuco","Recife","IPA, Av. Gal. San Martin.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0049026",NA,"003","Plantae",NA,"Southern America",NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA
"204","2019-02-15 11:33:08-02","IPA","IPA","51360","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Moraes, J.","1991","08","06","Sampaio, V.","1986","07","15","Brasil","Pernambuco","Recife","IPA, Campus do IPA, Bongi.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0051360",NA,"15","Plantae",NA,"Southern America",NA,"Solo areno-argiloso.","18865","auto",NA,NA,NA,NA,NA,NA
"205","2020-02-21 12:07:27-03","IPA","IPA","66543","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Bocage, A.","1992",NA,NA,"Rita Pereira; et al.; et al.","1992",NA,NA,"Brasil","Pernambuco","Taquaritinga do Norte",NA,"-36.0442008972168","-7.90305995941162",NA,NA,NA,NA,"IPA0066543",NA,"66543","Plantae",NA,"Southern America",NA,NA,"25558","auto",NA,NA,NA,NA,NA,NA
"206","2019-08-27 13:34:16-03","IAP","PACA-AGP","1551","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Emrich-Rambo","1954","05","05","Rambo, B.","1935","01","15","Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA001551",NA,NA,"Magnoliophyta","Gentianales",NA,NA,"Habitat: In horto culta. Fenofase: flor","29946","auto","Magnoliopsida",NA,NA,NA,NA,NA
"207","2020-12-21 16:37:26-03","IAP","PACA-AGP","91472","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","A. C. Alves",NA,NA,NA,"Alves, A.C.","2000","03","30","Brasil","RS","São Leopoldo","Novo Campus - Unisinos","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA091472",NA,NA,"Magnoliophyta","Gentianales",NA,NA,"HASU 16002","10287","auto","Magnoliopsida",NA,NA,NA,NA,NA
"208","2019-08-27 13:34:16-03","IAP","PACA-AGP","30373","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Emrich-Rambo","1954","05","05","Reitz, R.","1943","11","28","Brasil","SC","Turvo",NA,"-49.67919921875","-28.9260997772217",NA,NA,NA,NA,"PACA030373",NA,"1022","Magnoliophyta","Gentianales",NA,NA,"Habitat: In horto culta. Fenofase: flor","18298","auto","Magnoliopsida",NA,NA,NA,NA,NA
"209","2020-12-20 21:15:29-03","UFV","VIC","17406","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.",NA,NA,NA,NA,"Coelho, L.B.V.","1994","10","25","Brasil","Minas Gerais","Viçosa","Campus da UFV","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC017406","VIC017406","48",NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"210","2020-12-20 21:15:29-03","UFV","VIC","3555","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Alvim, P.","1994","06","16","Alvim, P.","1944","06","16","Brasil","Minas Gerais","Viçosa","E. S. A. V., Jardim Botânico da E.S.A.V.","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC003555",NA,"s.n.",NA,NA,NA,NA,"Arbusto muito venenoso. Cultivado em jardins.","13937","auto",NA,NA,NA,NA,NA,NA
"211","2020-12-20 21:15:29-03","UFV","VIC","23037","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.",NA,NA,NA,NA,"Siqueira, C.","1999","03","05","Brasil","Minas Gerais","Viçosa","Rua Álvaro Gouveia","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC023037","VIC023037","01",NA,NA,NA,NA,"Arbusto com c.a. de 1,70 metros de altura, flor rosa.","13937","auto",NA,NA,NA,NA,NA,NA
"212","2020-12-20 21:15:29-03","UFV","VIC","7772","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Vieira, M.F.","1983","03","03","Silveira, F.A. da; Garcia, M.V.B.","1983","02","15","Brasil","Minas Gerais","Viçosa","Campus da UFV, Ao lado da Assessoria Cultural.","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC007772","VIC007772","s.n.",NA,NA,NA,NA,"Planta ornamental com cerca de 4,0 metros de altura. Flores rosas. Ligeiramente perfumada.","13937","auto",NA,NA,NA,NA,NA,NA
"213","2021-03-24 17:08:35-03","UFES","SAMES","353","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.",NA,NA,NA,NA,"Leite,L.C.","2010","06","22","Brasil","Espírito Santo","São Mateus","Bairro Boa Vista. Avenida José Tozze. Terrestre de clima quente e úmido.","-39.8588981628418","-18.716100692749",NA,NA,NA,NA,"SAMES00353",NA,"1",NA,NA,NA,NA,"Arbusto de 2,5 m; cálice persistente na base do fruto; odor similar ao jambo; fruto do tipo folículo; flor com coloração rosa claro e botão floral rosa intenso; nervura principal esbranquiçada; látex presente.","56510","auto",NA,NA,NA,NA,NA,NA
"214","2019-11-21 14:30:41-03","UFJF","CESJ","258","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.",NA,NA,NA,NA,"s.col.","1945","01","10","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"CESJ000258","CESJ000258","258","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2019-11-21 14:30:41-03","UFJF","CESJ","7130","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","L. Krieger","1970","06",NA,"L. Krieger","1969","08",NA,"Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"CESJ007130","CESJ007130","CESJ7130","Angiosperma",NA,"América do Sul",NA,"Cultivado. Arbusto alto, flores roseas ou brancas","36144","auto",NA,NA,NA,NA,NA,NA
"216","2019-11-21 14:30:41-03","UFJF","CESJ","19729","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.",NA,NA,NA,NA,"L. Krieger","1983","03",NA,"Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"CESJ019729","CESJ019729","CESJ19729","Angiosperma",NA,"América do Sul",NA,"arbusto cultivado","36144","auto",NA,NA,NA,NA,NA,NA
"217","2019-11-21 14:30:41-03","UFJF","CESJ","10722","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","L. Krieger","1971","08","05","L. Krieger","1971","08","05","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"CESJ010722","CESJ010722","CESJ10722","Angiosperma",NA,"América do Sul",NA,"Arbusto, cultivado.","36144","auto",NA,NA,NA,NA,NA,NA
"218","2019-11-21 14:30:41-03","UFJF","CESJ","22776","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","L. Krieger; B.B.S. Coelho",NA,NA,NA,"B.B.S. Coelho; L. Krieger","1986","11","07","Brasil","Minas Gerais","Juiz de Fora","Museu Mariano Procópio","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"CESJ022776","CESJ022776","s.n.","Angiosperma",NA,"América do Sul",NA,"árvore pequena de ramos trígonos, flores de cores variadas, em cimeira corimbiformes. Extremamente venenosa, rústica, ornamental. Flores de perfume agradavel. Originaria da àfrica e ásia.","36144","auto",NA,NA,NA,NA,NA,NA
"219","2021-04-07 11:40:57-03","UFMS","CGMS","50641","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","A. Pott","2014","05","10","S.S. Moura; I.P. Araújo","2014","01","20","Brasil","Mato Grosso do Sul","Porto Murtinho","Bairro Nossa Senhora Aparecida.","-57.8869444","-21.7022222","-57,8869444","-21,7022222",NA,NA,"CGMS1080636",NA,"145",NA,NA,NA,NA,"Flores rosas. Habitat: Chaco. Solo arenoso-argiloso. Relevo plano. Ampla ocorrência. Habito: Arbusto. 2,00 m de altura.",NA,NA,NA,NA,NA,NA,NA,NA
"220","2021-04-07 11:40:57-03","UFMS","CGMS","28613","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.",NA,NA,NA,NA,"S.A. Cunha","2008","12","15","Brasil","Mato Grosso do Sul","Anastácio","Assentamento Monjolinho. Lote 16.","-55.8069000244141","-20.4836006164551",NA,NA,"200","200","CGMS1058067",NA,"249",NA,NA,NA,NA,"Flor rosa. Coordenadas originais 20°78#?#S 55°64#?#W Habitat: Próximo à casa. Habito: Arvoreta. 4,00m de altura.","80799","auto",NA,NA,NA,NA,NA,NA
"221","2021-04-07 11:40:57-03","UFMS","CGMS","7998","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.",NA,NA,NA,NA,"Planurb","2000","07","07","Brasil","Mato Grosso do Sul","Campo Grande",NA,"-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"CGMS002505",NA,NA,NA,NA,NA,NA,"Flor rósea. Habito: Arbusto.","161190","auto",NA,NA,NA,NA,NA,NA
"222","2021-04-07 11:40:57-03","UFMS","CGMS","53109","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","A. Pott","2015","09","03","J.B. Pereira","2015","05","17","Brasil","Mato Grosso do Sul","Campo Grande","Bairro Cabreúva.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"CGMS002504",NA,"100",NA,NA,NA,NA,"Flor rosa. Coordenadas 7737395 S 748245 E Habitat: Ambiente antropizado, área urbana. Habito: Árvore.","161190","auto",NA,NA,NA,NA,NA,NA
"223","2021-04-07 11:40:57-03","UFMS","CGMS","9435","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.",NA,NA,NA,NA,"P.R. Teodosio; et al.",NA,NA,NA,"Brasil","Mato Grosso do Sul","Campo Grande","Bairro piratininga.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"CGMS002508",NA,NA,NA,NA,NA,NA,"Flor cor-de-rosa. Folhas e flores tóxicas. Habitat: Cerrado. Habito: Arbusto. Cerca de 4,00m de altura.","161190","auto",NA,NA,NA,NA,NA,NA
"224","2021-04-07 11:40:57-03","UFMS","CGMS","2621","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","R. Pegoraro",NA,NA,NA,"R. Pegoraro","1990","01","16","Brasil","Mato Grosso do Sul","Campo Grande","Câmpus UFMS.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"CGMS002513",NA,NA,NA,NA,NA,NA,"Flor rosa. Planta tóxica. Habitat: Terrestre. Habito: Arbusto.","161190","auto",NA,NA,NA,NA,NA,NA
"225","2021-04-07 11:40:57-03","UFMS","CGMS","4550","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.",NA,NA,NA,NA,"K.N. Cação; R. Farias","1992","03","07","Brasil","Mato Grosso do Sul","Campo Grande","Câmpus UFMS.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"CGMS002512",NA,"1",NA,NA,NA,NA,"Flor rosa. Presença de látex transparente. Habitat: Terrestre. Habito: Arbóreo.","161190","auto",NA,NA,NA,NA,NA,NA
"226","2021-04-07 11:40:57-03","UFMS","CGMS","6385","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.",NA,NA,NA,NA,"P. Ramires","1998","09","11","Brasil","Mato Grosso do Sul","Campo Grande","Câmpus UFMS.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"CGMS1017685",NA,NA,NA,NA,NA,NA,"Flor rosada. Habitat: Terrestre. Habito: Arbustivo.","161190","auto",NA,NA,NA,NA,NA,NA
"227","2021-04-07 11:40:57-03","UFMS","CGMS","2756","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","A.O. Simões","2012","11","27","A. Oliveira","1976","09","25","Brasil","Mato Grosso do Sul","Campo Grande","Lagoa Rica.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"CGMS002506",NA,NA,NA,NA,NA,NA,"Flor amarela. Habitat: Terrestre. Habito: Subarbusto.","161190","auto",NA,NA,NA,NA,NA,NA
"228","2021-04-07 11:40:57-03","UFMS","CGMS","5220","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.",NA,NA,NA,NA,"R.N. Rodrigues; et al.","1995","06","17","Brasil","Mato Grosso do Sul","Campo Grande","Reserva Biológica da UFMS.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"CGMS002511",NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA
"229","2021-04-07 11:40:57-03","UFMS","CGMS","29535","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Melchiorre","1998","08","14","Melchiorre","1998","08","14","Brasil","Mato Grosso do Sul","Sidrolândia","Fazenda São Jorge.","-54.9613990783691","-20.9319000244141",NA,NA,NA,NA,"CGMS1058919",NA,"45",NA,NA,NA,NA,"Flor rosa Habitat: Terrestre. Habito: Arbusto.","73119","auto",NA,NA,NA,NA,NA,NA
