"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","identifiedBy","locality","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","typeStatus","relatedCatalogItem","eventTime","infraspecificEpithet","fieldNumber","individualCount"
"21","2019-12-12 15:31:46-03","UFABC","HUFABC","001246","PreservedSpecimen","Plantae","Angiospermas",NA,"Myrtaceae","Myrcia","eriopus","Myrcia eriopus","DC.","Pascalicchio, FF","74","2018","04","18",NA,"Brasil","São Paulo","São Paulo","-46.401389","-23.616667",NA,NA,"Doação do herbário municipal (Pq do Ibirapuera).; arvoreta 3 m alt., casca lisa, botões verdes.","HUFABC001246",NA,NA,"M.F.Santos","Parque Natural Municipal Cabeceiras do Aricanduva",NA,NA,"2018","05","-46.401389","-23.616667",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:07:00-03","NBC","NL-BOTANY","U.1450100","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","eriopus","Myrcia eriopus","DC.","Riedel L",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1450100 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1450100","NL-U1450100",NA,NA,"Brasilia, Mandioeea, teste Berg.",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:07:00-03","NBC","NL-BOTANY","L.2527139","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","eriopus","Myrcia eriopus","DC.","Sucre Benjamin D; Braga PIS",NA,"1968","12","07","Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527139 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2527139","NL-L2527139",NA,NA,"Estado do Rio de Janeiro, mata do Judeu, Petrópolis, mais ou menos 700 msm.",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:07:00-03","NBC","NL-BOTANY","L.2527140","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","eriopus","Myrcia eriopus","DC.","Sucre Benjamin D; Braga PIS",NA,"1968","08","10","Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527140 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2527140","NL-L2527140",NA,NA,"Est. do Rio de Janeiro, Petrópolis, Araras, Base da Pedra Maria Comprida.",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:07:00-03","NBC","NL-BOTANY","L.2527141","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","eriopus","Myrcia eriopus","DC.","Martius CFP von",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527141 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2527141","NL-L2527141",NA,NA,"Brasilia.",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:07:00-03","NBC","NL-BOTANY","U 0005106","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","eriopus","Myrcia eriopus","DC.","Sello F",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200005106 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0005106","NL-U0005106",NA,"Amshoff GJH",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","isosyntype","69280 B",NA,NA,NA,NA
"27","2020-02-08 10:07:00-03","NBC","NL-BOTANY","U.1450098","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","eriopus","Myrcia eriopus","DC.","Capell P",NA,"1952","09","26","Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1450098 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1450098","NL-U1450098",NA,NA,"Monnerat, e silva nostra.",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:07:00-03","NBC","NL-BOTANY","U.1450099","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","eriopus","Myrcia eriopus","DC.","Mexia YEJ",NA,"1930","06","26","Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1450099 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1450099","NL-U1450099",NA,NA,"State of Minas Geraes, Vicosa. Direction of São Miguel 8 km ; Fazenda, A. Corerro; cut-over woods en slope, understory alt. 700m.",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:14:50-03","ESALQ","ESA","113567","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","cf. eriopus","Myrcia cf. eriopus","DC.","Bosquetti, L.B.","506.0","2007","01","14",NA,"Brasil","Goiás","Cocalzinho de Goiás","-48.7757987976074","-15.7944002151489","56114",NA,NA,"ESA113567","ESA113567","auto","Lima, L.",NA,NA,NA,"2017","10",NA,NA,"27",NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:14:50-03","ESALQ","ESA","113770","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","eriopus","Myrcia eriopus","DC.","Bosquetti, L.B.","506.0","2007","01","13",NA,"Brasil","Goiás","Cocalzinho de Goiás","-48.7757987976074","-15.7944002151489","56114",NA,NA,"ESA113770","ESA113770","auto","Lima, L.",NA,NA,NA,"2017","10",NA,NA,"27",NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:14:50-03","ESALQ","ESA","68680","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","eriopus","Myrcia eriopus","DC.","Oliveira, R.C.","25192.0","1990","07","08",NA,"Brasil","Minas Gerais","Conceição de Ibitipoca",NA,NA,NA,NA,NA,"ESA068680",NA,NA,"Lima, L.",NA,NA,NA,"2017","10",NA,NA,"27",NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:14:50-03","ESALQ","ESA","102211","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","eriopus","Myrcia eriopus",NA,"Stehmann, J.R.","4467.0","2006","11","20",NA,"Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096","23079",NA,NA,"ESA102211",NA,"auto","Sobral, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:14:50-03","ESALQ","ESA","82106","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","eriopus","Myrcia eriopus","DC.","Mazine, F.F. Araújo, A.O.; Duarte, A.R.; Tsuji, R.","706.0","2002","11","13",NA,"Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697","44599",NA,"Arbusto 3m; frutos vermelhos sanguíneo.","ESA082106",NA,"auto","Sobral, M.","Beira de estrada entre Ouro Branco e Ouro Preto - Córrego do Falcão - Mata ciliar","1105","1105",NA,NA,"-43,567,222","-20,441,944",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:14:50-03","ESALQ","ESA","52213","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","eriopus","Myrcia eriopus","DC.","Krieger, L.",NA,"1969","10","12",NA,"Brasil","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713","36144",NA,NA,"ESA052213",NA,"auto","Sobral, M.",NA,NA,NA,"2003","01",NA,NA,"01",NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 10:56:24-03","ESALQ","ESA","136126","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","eriopus","Myrcia eriopus","DC.","R.J.F. Garcia","3507.0","2008","05","05",NA,"Brasil","São Paulo","Embu Guaçu",NA,NA,NA,NA,NA,"ESA136126",NA,NA,"L.E.F.B.",NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:14:50-03","ESALQ","ESA","99225","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","eriopus","Myrcia eriopus",NA,"Pífano, D.S.","59.0","2001","07","12",NA,"Brasil","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713","36144",NA,NA,"ESA099225",NA,"auto","Sobral, M.",NA,NA,NA,"2003","12",NA,NA,"07",NA,NA,NA,NA,NA,NA,NA
"37","2021-01-17 13:47:49-03","MN","R","231414","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","eriopus","Myrcia eriopus","DC.","Salimena, F.R.G. 2644; Costa, I.A. & Nobre, P.H.",NA,"2008","02","29",NA,"Brasil","Minas Gerais","Lima Duarte","-43.846333","-21.951278",NA,NA,"Herbário Leopoldo Krieger - CESJ: 50301","R010032216",NA,NA,"Sobral, M.",NA,"1068","1068","2008","09","43°50'46,8W","21°57'04,6S",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-01-14 15:32:11-03","MN","R","9050","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","eriopus","Myrcia eriopus","DC.","Glaziou, A.F.M.","7633","1874","07","07",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000009050","R000009050_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-01-17 13:47:49-03","MN","R","231415","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","eriopus","Myrcia eriopus","DC.","Souza, F.S. 681; Ribeiro, J.H.C.",NA,"2009","05","30",NA,"Brasil","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455","30417",NA,"Herbário Leopoldo Krieger - CESJ: 53526","R010032215",NA,"auto","Sobral, M.",NA,NA,NA,"2010","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-01-14 15:32:11-03","MN","R","9046","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","hispida","Myrcia hispida","O. Berg","Glaziou, A.F.M.","8394","1875","09","24",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000009046","R000009046_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-04-02 02:01:11-03","UFPI","TEPB","2787","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","hispida","Myrcia hispida","O. Berg","FERNANDES, A.",NA,"1981","09","02",NA,"Brasil","Piauí","Santa Filomena","-45.9221992492676","-9.11221981048584","83422",NA,"arbusto Ambiente: Cerrado",NA,NA,"auto","G. H. Barros","Serra das Guaribas",NA,NA,"1995","11",NA,NA,"01",NA,NA,NA,NA,NA,NA,NA
"42","2019-02-15 11:46:23-02","IPA","IPA","86743","S","Plantae","Plantae",NA,"Myrtaceae","Myrcia","eriopus","Myrcia eriopus","DC.","Faria, J.E.Q.; Villarroel, D.; Villarroel, D.","995","2010","11","14","Southern America","Brasil","Minas Gerais","Marliéria","-42.7322006225586","-19.7122001647949","28215",NA,"Árvore ca. 4m de altura; frutos imaturos avermelhados e maduros negros, embrião mircióide verde.; Floresta Ombrófila. Solo argiloso, relevo acidentado.","IPA0086743",NA,"auto","Faria, J.E.Q.","margem da estrada de Timóteo para Dionísio.",NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-02-15 11:46:23-02","IPA","IPA","86722","S","Plantae","Plantae",NA,"Myrtaceae","Myrcia","eriopus","Myrcia eriopus","DC.","Faria, J.E.Q.; Villarroel, D.; Villarroel, D.","998","2010","11","14","Southern America","Brasil","Minas Gerais","Marliéria","-42.643333","-19.766667",NA,NA,"Árvore ca. 3m de altura; frutos imaturos vermelhos e maduros negros.; Floresta Ombrófila.","IPA0086722",NA,NA,"Faria, J.E.Q.","margem da estrada de Timóteo para Dionísio, próximo à entrada para o Parque Estadual do Rio Doce.","291","291","2011",NA,"-42.643333","-19.766667",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-20 21:18:38-03","UFV","VIC","9595","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","eriopus","Myrcia eriopus","DC.","Vieira, M.F.; et al.","356","1986","04","04",NA,"Brasil","Minas Gerais","Araponga","-42.5208015441895","-20.6667003631592","16385",NA,"Arbusto,petálas brancas, folhas , pedunculos e ramos novos averlehados.","VIC009595","VIC009595","auto",NA,"Estouro, subida para a pedra do Boné",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-20 21:18:38-03","UFV","VIC","9808","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","eriopus","Myrcia eriopus","DC.","Vieira, M.F.; et al.","462","1986","10","08",NA,"Brasil","Minas Gerais","Araponga","-42.5208015441895","-20.6667003631592","16385",NA,"Arbusto de 1 m, cálice verde amarelado, corola branca, frutos vermelhos.","VIC009808","VIC009808","auto",NA,"Serra da Grama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-20 21:18:38-03","UFV","VIC","30891","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","eriopus","Myrcia eriopus","DC.","Silva, A.F. da","2569","2006","01","25",NA,"Brasil","Minas Gerais","Matipó","-42.3410987854004","-20.283899307251","15491",NA,"Arvoreta de 2,5 m, ramos de pêlos ferruginosos, flores brancas.","VIC030891",NA,"auto",NA,"Fazenda do brigadeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-20 21:18:38-03","UFV","VIC","16222","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","eriopus","Myrcia eriopus","DC.","Valente, G.E.; et al.","196","1996","08","29",NA,"Brasil","Minas Gerais","Rio doce","-42.8958015441895","-20.2446994781494","14517",NA,"Planta de ca 2 m,em local sombreado no subbosque, indumento e brácteas marrom avermelhafo, pétalas brancas","VIC016222","VIC016222","auto",NA,"Trilha da Lagoa Carioca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-20 21:18:38-03","UFV","VIC","2459","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","eriopus","Myrcia eriopus","DC.","Kulhmann, J.G.","s.n.","1935","08","07",NA,"Brasil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541","13937",NA,NA,"VIC002459","VIC002459","auto",NA,"ESAV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
