"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","infraspecificEpithet","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber","sex"
"88","2020-12-11 11:38:35-03","UFMG","BHCB","63787","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Pleroma","echinatum","Pleroma echinatum","Gardner",NA,"Camargo, RFN","22227","1988","03","20","Southern America","Brasil","Minas Gerais",NA,"Serra do Caparaó.",NA,NA,NA,NA,NA,"Subarbusto, até 30 cm de altura, flores alvas, filetes alvos, anteras amarelas; A beira da mata","BHCB054394",NA,NA,NA,NA,"2020",NA,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-12-11 11:38:39-03","UFMG","BHCB","136328","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Tibouchina","alba","Tibouchina alba","Cogn.",NA,"Bünger, MO; Fernandes, AC; Silva, MH; Ribeiro, ASS; Oliveira Filho, AT de","372","2010","03","05","Southern America","Brasil","Minas Gerais","Espera Feliz","Parque Nacional do Caparaó, Trilha da Macieira para a cachoeira do Aurélio","-41.832611","-20.480111","1841","1841",NA,"Arvoreta, ca. 4m. Flores brancas","BHCB011399",NA,NA,NA,NA,"2013",NA,"11",NA,"-41.832611","-20.480111",NA,NA,NA,NA,NA,NA
"90","2020-12-11 11:38:39-03","UFMG","BHCB","136423","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Tibouchina","alba","Tibouchina alba","Cogn.",NA,"Bünger, MO; Fernandes, AC; Silva, MH; Ribeiro, ASS","495","2010","03","09","Southern America","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Trilha Pico da Bandeira","-41.795833","-20.434778","2890","2890",NA,"Arbusto ca. 1,5m alt. Flores brancas; Terreirão. Campo sobre afloramento","BHCB011370",NA,NA,NA,NA,"2013",NA,"11",NA,"-41.795833","-20.434778",NA,NA,NA,NA,NA,NA
"91","2021-02-11 17:20:19-03","UFPR","UPCB","90823","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","alba","Tibouchina alba","Cogn.","Meyer, F.S.","Monge, M. et al.","2577","2014","03","16",NA,"Brasil","Espírito Santo","Dores do Rio Preto","Parque Nacional do Caparaó. Lado direito do Rio, sentido do Rio Escrube","-41.826944","-20.483333",NA,NA,NA,"Arbusto, 1,5m de altura, flores alvas..","UPCB0027410","UPCB0027410",NA,NA,NA,"2017",NA,"04",NA,"-41.826944","-20.483333",NA,NA,NA,NA,NA,NA
"92","2021-02-11 17:20:19-03","UFPR","UPCB","90825","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","alba","Tibouchina alba","Cogn.","Meyer, F.S.","Monge, M. et al.","2529","2014","03","16",NA,"Brasil","Espírito Santo","Dores do Rio Preto","Parque Nacional do Caparaó","-41.4919","-20.239999",NA,NA,NA,"Arbusto, 1,5m de altura, flores alvas, anteras amarelas..","UPCB0027413","UPCB0027413",NA,NA,NA,"2017",NA,"04",NA,"-41.491900","-20.239999",NA,NA,NA,NA,NA,NA
"93","2021-02-11 17:20:19-03","UFPR","UPCB","80427","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","alba","Tibouchina alba","Cogn.","Meyer, F.S.","Colletta, G.D.","326","2010","01","12",NA,"Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, caminho entre recepção e Tronqueira","-41.8683013916016","-20.4333000183105",NA,NA,NA,"Arvoreta 3m alt.; cálice verde e corola branca.",NA,NA,NA,"21645","auto","2016",NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-02-11 17:20:19-03","UFPR","UPCB","82992","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","alba","Tibouchina alba","Cogn.","Meyer, F.S.","Goldenberg, R.","2195","2015","05","29",NA,"Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, estrada entre Macieira e Casa Queimada; vegetação rupestre.","-41.8683013916016","-20.4333000183105",NA,NA,NA,"Arbusto 1,5m; flores com pétalas brancas, filetes brancos, apêndices do conectivo amarelos, estames grandes com anteras lilases, estames menores com anteras amarelas..",NA,NA,NA,"21645","auto","2016",NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-02-11 17:20:21-03","UFPR","UPCB","73180","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.","Meyer, F.S.","Bünger, M.O.","372","2010","03","05",NA,"Brasil","Minas Gerais","Espera Feliz","Parque Nacional do Caparaó, Trilha da Macieira para a cachoeira do Aurélio.","-41.8325","-20.48","1841","1841",NA,"Arvoreta ca. 4m, flores brancas..","UPCB0017664","UPCB0017664",NA,NA,NA,"2011",NA,"04","28","-41.8325","-20.48",NA,NA,NA,NA,NA,NA
"96","2021-02-11 17:20:21-03","UFPR","UPCB","80298","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.","Meyer, F. S.","Lombardi, J.A.","8240","2011","04","13",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, tilha para o Alojamento 04 e a Pedra do Sino, ca. 1190-2130m","-42.983","-22.417",NA,NA,NA,"Mata de encosta. Árvore ca. 4m, frutos imaturos verdes..","UPCB0017670","UPCB0017670",NA,NA,NA,"2011",NA,"12","14","-42.983","-22.417",NA,NA,NA,NA,NA,NA
"97","2021-02-11 17:20:21-03","UFPR","UPCB","80453","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","(Triana) Cogn.","Meyer, F.S.","Fraga, C.N.","3297","2011","06","26",NA,"Brasil","Rio de Janeiro",NA,"Area de Proteção Ambiental Petrópolis. Araras, Vale das Videiras, Trilha para o Mirante na subida para o Morro do Cuca. Floresta Atlântica de Encosta com inselberg. Elev.: 1247m.","-43.291","-22.422",NA,NA,NA,"Arbusto, ca. 1,5m. Folhas verde na face adaxial e amarelada na face abaxial. Flores com ovário e sépalas verdes. Pétalas roxas, anteras com filetes roxos e anteras amarelas..","UPCB0017662","UPCB0017662",NA,NA,NA,"2016",NA,"02",NA,"-43.291","-22.422",NA,NA,NA,NA,NA,NA
"98","2021-02-11 17:20:21-03","UFPR","UPCB","91173","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.","Meyer, F.S.","Meyer, F.S. | Reginato, M.","2083","2014","10","08",NA,"Brasil","Rio de Janeiro","Petrópolis","Serra dos Órgãos, Parque Nacional da Serra dos Órgãos","-43.079401","-22.475641",NA,NA,NA,"Arbusto ca. 2,5 m alt., com flores de pétalas roxas. Coletada em Refúgio Vegetacional Altomontano..","UPCB0028354","UPCB0028354",NA,NA,NA,"2016",NA,"01",NA,"-43.079401","-22.475641",NA,NA,NA,NA,NA,NA
"99","2021-02-11 17:20:21-03","UFPR","UPCB","91175","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.","Meyer, F.S.","Meyer, F.S. | Reginato, M.","2075","2014","10","06",NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos, Parque Nacional da Serra dos Órgãos","-43.028144","-22.460148",NA,NA,NA,"Arbusto ca. 2,5 - 4 m alt., coletado em refúgio vegetacional altomontano, trilha que segue para a Pedra do Sino..","UPCB0028357","UPCB0028357",NA,NA,NA,"2016",NA,"01",NA,"-43.028144","-22.460148",NA,NA,NA,NA,NA,NA
"100","2021-02-11 17:20:21-03","UFPR","UPCB","91178","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.","Meyer, F.S.","Meyer, F.S. | Reginato, M.","2081","2014","10","08",NA,"Brasil","Rio de Janeiro","Petrópolis","Serra dos Órgãos, Parque Nacional da Serra dos Órgãos","-43.079401","-22.475641",NA,NA,NA,"Arbusto coletado em Refúgio Vegetacional Altomontano. Flores com pétalas roxas..","UPCB0028311","UPCB0028311",NA,NA,NA,"2016",NA,"01",NA,"-43.079401","-22.475641",NA,NA,NA,NA,NA,NA
"101","2021-02-11 17:20:21-03","UFPR","UPCB","91280","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","(Triana) Cogn.","Nunes, D.","Baez, C. et al.","831","2016","08","11",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Área de Proteção Ambiental de Macaé de Cima. Cume da Pedra Bicuda.","-42.530833","-22.438611","1534","1534",NA,"Vegetação de baixo porte. Arvoreta, terrícola, heliófila, 3m. Caule piloso discolores, frutos pilosos secos castanhos.","UPCB0036039","UPCB0036039",NA,NA,NA,"2016",NA,"11","11","-42.530833","-22.438611",NA,NA,NA,NA,NA,NA
"102","2021-02-11 17:20:21-03","UFPR","UPCB","91304","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","(Triana) Cogn.","Meyer, F.S.","Bacci, L.F. | Zorzanelli, J.P.F.","54","2013","06","18",NA,"Brasil","Minas Gerais","Alto Caparaó","Serra do Caparaó","-41.4951","-20.2908","1818","1818",NA,"Arvoreta ca. 6m alt..","UPCB0027909","UPCB0027909",NA,NA,NA,"2013",NA,NA,NA,"-41.4951","-20.2908",NA,NA,NA,NA,NA,NA
"103","2021-02-11 17:20:21-03","UFPR","UPCB","67929","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.","Meyer, F.S.","Meirelles, J. | Caddah, M.K.","434","2010","01","19",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Orgãos. Trilha da Pedra do Sino, próx. abrigo 4.","-42.9655990600586","-22.4122009277344",NA,NA,NA,"Campo de altitude. Arbusto ca. 2 m alt. Flor lilás..","UPCB0017668","UPCB0017668",NA,"38539","auto","2011",NA,"10","10",NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-02-11 17:20:21-03","UFPR","UPCB","82842","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.","Goldenberg, R.","Kollmann, L.","12733","2013","05","30",NA,"Brasil","Espírito Santo","Iuna","Serra do Valentin, Morro das antenas.","-41.5358009338379","-20.3458003997803",NA,NA,NA,"Arvoreto 3m ao sol, flores brancas..","UPCB0017661","UPCB0017661",NA,"32198","auto","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-07-07 09:41:00-03","MO","MOBOT","101203100","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Pleroma","echinatum","Pleroma echinatum","Gardner","fide Guimarães et al.","George Gardner","Gardner 404","1837","5",NA,"South America","Brazil","Rio de Janeiro",NA,"Organ Mountains",NA,NA,"1828.80000000",NA,NA,NA,NA,NA,"Lectotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"106","2008-05-27 22:02:00-03","MO","MOBOT","3275292","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","alba","Tibouchina alba","Cogn.","J. Wurdack","Gert G. Hatschbach","Hatschbach 31414","1973",NA,NA,"South America","Brazil","Minas Gerais",NA,"Parque Nac. de Caparao Mun. Caparao . Minas Gerais.",NA,NA,"2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2018-09-12 14:48:20-03","UNIOESTE","UNOP","8391","S","Plantae",NA,NA,"Melastomataceae","Pleroma","echinatum","Pleroma echinatum","Gardner","Meyer, F.S.","Lombardi, J.A.; Taxonomia de campo; Taxonomia de campo","8356","2011","04","12",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, trilha para o alojamento 04 e a Pedra do Sino.","-42.995297","-22.425556","1190","1190",NA,"Mata de encosta. Árvore ca. 6 m, ovário e cálice vermelho, pétalas lilases, filetes brancos a avermelhados, anteras amarelas ou roxas.",NA,NA,NA,NA,NA,"2017",NA,"09","21","-42.995297","-22.425556",NA,NA,NA,NA,NA,NA
"108","2020-08-31 09:07:16-03","INPA","INPA","103011","S","Plantae","Dicotyledon Com-Clade","Myrtales","Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","(Triana) Cogn.","Renner, SS","Renner, SS","166","1981","03","03","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","Parque Nacional Serra dos Órgãos, Parque Nacional Serra dos Órgãos.","-43.2075004577637","-22.9027996063232","1800","1800",NA,NA,"INPA0103011","INPA0103011 INPA0103011_e",NA,"57442","auto","1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-07-10 09:47:32-03","MBML","MBML-HERBARIO","52358",NA,"Plantae",NA,NA,"Melastomataceae","Pleroma","echinatum","Pleroma echinatum","Gardner","J.F.A. Baumgratz/2017","L.A.F. Santos Filho; R.S. Couto, P. Godinho & Ricardo","113","2010","03","31",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos. Trilha em direção a Pedra do Sino, após o Abrigo 4. Campos de altitude","-42.9655990600586","-22.4122009277344",NA,NA,NA,"Ramos e pecíolos verdes, folhas verdes discolores, flores com pétalas liláses, filetes alvos com conectivos amarelos, anteras liláses, estilete lilás. Frutos verde-vinosos. Altura 2,5m. Hábito/Forma de vida. Arbusto. Luminosidade. Cióf","MBML052358","MBML052358",NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-09-04 11:40:37-03","MBML","MBML-HERBARIO","46199",NA,"Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.","R. Goldenberg & L. Kollmann/2015","L. Kollmann; A. P. Fontana","12733","2013","05","30",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentin, Morro das antenas","-41.466944","-20.386111",NA,NA,NA,"Arvoreto 3m ao sol, flores brancas","MBML046199","MBML046199",NA,NA,NA,NA,NA,NA,NA,"41W28'1","20S23'10",NA,NA,NA,NA,NA,NA
"111","2020-07-10 09:47:36-03","MBML","MBML-HERBARIO","48061",NA,"Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.","F.S. Meyer/XII-2011","J. A. Lombardi; Taxonomia de Campo","8240","2011","04","12",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, trilha para o Alojamento 4 e a Pedra do Sino","-42.995278","-22.425556","1190","1190",NA,"Mata de encosta. Árvore ca 4m, frutos imaturos verdes","MBML048061","MBML048061",NA,NA,NA,NA,NA,NA,NA,"42W59'43","22S25'32",NA,NA,NA,NA,NA,NA
"112","2020-07-21 18:42:49-03","MBML","MBML-HERBARIO","48874",NA,"Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.","F.S. Meyer/11-04-2016","R. Goldenberg; T. Carrijo, M. Garbin","2195","2015","05","29",NA,"Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, estrada entre Macieira e Casa Queimada; vegetação rupestre","-41.82","-20.468611",NA,NA,NA,"Arbusto 1,5m; flores com pétalas brancas, filetes brancos, apêndices do conectivo amarelos, estames grandes com anteras lilases, estames menores com anteras amarelas","MBML048874","MBML048874",NA,NA,NA,NA,NA,NA,NA,"41W49'12","20S28'7",NA,NA,NA,NA,NA,NA
"113","2020-07-10 09:47:36-03","MBML","MBML-HERBARIO","50786",NA,"Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","(Triana) Cogn.","J.F.A. Baumgratz/IV-2016","J.F.A. Baumgratz; M. Nadruz, M. Bovini & D. Caldas","1474","2016","04","05",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Parque Estadual dos Três Picos. Sítio República dos Três Picos (Paulo & Rose), na trilha para os Três Picos Maior e Médio","-42.719444","-22.341389","1758","1758",NA,"Floresta Ombrófila Densa Alto-Montana. Planta com ramos castanhos, folhas verdes discolores, c/ pecíolos verdes, frutos jovens verdes. Altura 2m. Habitat: local ensolarado. Hábito/Forma de vida. Arbusto ca 2m alt., heliófilo","MBML050786","MBML050786",NA,NA,NA,NA,NA,NA,NA,"42W43'10","22S20'29",NA,NA,NA,NA,NA,NA
"114","2020-07-10 09:47:36-03","MBML","MBML-HERBARIO","50798",NA,"Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","(Triana) Cogn.","J.F.A. Baumgratz/IV-2016","J.F.A. Baumgratz; M. Nadruz, M. Bovini & D. Caldas","1483","2016","04","06",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Parque Estadual dos Três Picos. Sítio República dos Três Picos (Paulo & Rose). Na trilha para a Cabeça do Dragão","-42.721389","-22.3225","1901","1901",NA,"Floresta Ombrófila Densa Alto-Montana. Planta com ramos castanhos a cinéreos, folhas verdes discolores, pecíolos verdes, inflorescências, hipanto e cálice verdes c/ regiões vinosas, pétalas alvo-lilases, estames c/ filetes alvo-lilaase","MBML050798","MBML050798",NA,NA,NA,NA,NA,NA,NA,"42W43'17","22S19'21",NA,NA,NA,NA,NA,NA
"115","2020-07-10 09:47:36-03","MBML","MBML-HERBARIO","48020",NA,"Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.","F.S. Meyer/11-04-2016","C. N. de Fraga; M.M. Saavedra & M.O.O. Pellegrini","3297","2011","06","26",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Área de Proteção Ambiental Petrópolis. Araras, Vale das Videiras, Trilha para o Mirante na subida para o Morro do Cuca. Floresta Atlântica de Encosta com inselberg","-43.290833","-22.422222","1247","1247",NA,"Arbusto ca 1,5m. Folhas verde na face adaxial e amarelada na face abaxial. Flores com ovário e sépalas verdes. Pétalas roxas, anteras com filetes roxos e anteras amarelas","MBML048020","MBML048020",NA,NA,NA,NA,NA,NA,NA,"43W17'27","22S25'20",NA,NA,NA,NA,NA,NA
"116","2021-03-03 13:56:20-03","UFF","NIT","NIT11237","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Pleroma","echinatum","Pleroma echinatum","Gardner",NA,"J. Garcia","124","2012","06","17",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Parque Estadual dos Três Picos, Vale dos Deuses.","-42.5311012268066","-22.2819004058838",NA,NA,NA,"Árvore","NIT00004086",NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-03-03 13:56:20-03","UFF","NIT","NIT11236","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Pleroma","echinatum","Pleroma echinatum","Gardner",NA,"J. Garcia","105","2012","06","17",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Parque Estadual dos Três Picos, Vale dos Deuses.","-42.5311012268066","-22.2819004058838",NA,NA,NA,"Árvore","NIT00004085",NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-03-03 13:56:20-03","UFF","NIT","NIT1138","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","(Triana) Cogn.","A. Lobão","A. Lobão","1882",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"NIT00001147",NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-09-12 05:00:02-03","US","US","3180067","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","alba","Tibouchina alba","Cogn.",NA,"S. S. Renner","2132","1989","1","18","South America - Neotropics","Brazil","Minas Gerais",NA,"Minas Gerais / Espírito Santo border. Parque Nacional do Caparaó, near enad of road to Pico da Bandeira",NA,NA,"2000",NA,NA,NA,"US01903276","US01903276_01 US01903276_02",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"120","2020-09-12 05:00:02-03","US","US","2623706","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","alba","Tibouchina alba","Cogn.",NA,"A. C. Brade","16954","1941","9","17","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra do Caparaó.",NA,NA,"2000",NA,NA,NA,"US01903273","US01903273_01 US01903273_02",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"121","2020-09-12 05:00:02-03","US","US","2623497","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","alba","Tibouchina alba","Cogn.",NA,"A. Souza","48","1969","8","6","South America - Neotropics","Brazil","Minas Gerais",NA,"Descida do Pico da Bandeira",NA,NA,"2200",NA,NA,NA,"US01903275","US01903275_01 US01903275_02",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"122","2020-09-12 05:00:02-03","US","US","2623691","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","alba","Tibouchina alba","Cogn.",NA,"J. Santos Lima & -. Brade","13236","1934","3","3","South America - Neotropics","Brazil","Rio de Janeiro","Santa Maria Madalena","Alto do Desengano","-42.0080986022949","-21.9552993774414","2200",NA,NA,NA,"US01903274","US01903274_01 US01903274_02",NA,"30526","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"123","2020-09-12 05:00:02-03","US","US","2820595","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.",NA,"A. C. Brade","s.n.","1951","5","7","South America - Neotropics","Brazil","São Paulo",NA,"Serra da Bocaina, Tira Chapeu",NA,NA,"2100",NA,NA,NA,"US01904078","US01904078_01 US01904078_02",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"124","2020-09-12 05:00:02-03","US","US","2687263","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.",NA,"G. Eiten & L. T. Eiten","7965","1966","7","31","South America - Neotropics","Brazil","Rio de Janeiro","Resende","Itatiaia Nacional Park. South face of Mt. Itatiaia.","-44.4467010498047","-22.468900680542","1915",NA,NA,NA,"US01904072","US01904072_01 US01904072_02",NA,"36089","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"125","2020-09-12 05:00:02-03","US","US","2623824","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.",NA,"A. Pereira","24","1949","11","25","South America - Neotropics","Brazil",NA,NA,"km 4,5",NA,NA,NA,NA,NA,NA,"US01904079","US01904079_01 US01904079_02",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"126","2020-09-12 05:00:02-03","US","US","2755565","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.",NA,"P. Occhioni","7052","1975","3","15","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Parque Nac. Itatiaia",NA,NA,"1800",NA,NA,NA,"US01904068","US01904068_01 US01904068_02",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"127","2020-09-12 05:00:02-03","US","US","2412621","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.",NA,"E. Santos, R. Fromm & Z. Trinta","1211","1962","4","28","South America - Neotropics","Brazil","Rio de Janeiro","Teresópolis","Parque Nac. da Serra dos Orgãos, caminho do Nariz do Frade.","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"US01904074","US01904074_01 US01904074_02",NA,"38539","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"128","2020-09-12 05:00:02-03","US","US","2623822","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.",NA,"E. Pereira","1896","1956","3","5","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Estrada de Itaipava a Teresópolis",NA,NA,NA,NA,NA,NA,"US01904076","US01904076_01 US01904076_02",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"129","2020-09-12 05:00:02-03","US","US","2583438","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.",NA,"K. Lems","s.n.","1964","3","19","South America - Neotropics","Brazil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Orgaos, near Theresopolis. Pedra do Sino.","-42.9655990600586","-22.4122009277344","1700","2000",NA,NA,"US01904073","US01904073_01 US01904073_02",NA,"38539","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"130","2020-09-12 05:00:02-03","US","US","2755564","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.",NA,"P. Occhioni","7090","1975","3","12","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Serra do Itatiaia Estrada Registro - planalto km 4.6",NA,NA,NA,NA,NA,NA,"US01904069","US01904069_01 US01904069_02",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"131","2020-09-12 05:00:02-03","US","US","2734113","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.",NA,"P. Occhioni","864","1947","3","7","South America - Neotropics","Brazil","Rio de Janeiro","Itatiaia","Parque Nac. Itatiaia. Macieiras","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"US01904082","US01904082_01 US01904082_02",NA,"19648","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"132","2020-09-12 05:00:02-03","US","US","2698302","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.",NA,"G. Hatschbach & Z. Ahumada","31414","1973","2","10","South America - Neotropics","Brazil","Minas Gerais","Caparaó","Parque Nac. de Caparao. Caminho ao pico da bandeira.","-41.9043998718262","-20.523099899292","2000",NA,NA,NA,"US01904070","US01904070_01 US01904070_02",NA,"15056","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
