"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","yearIdentified","class","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","relationshipType","relatedCatalogItem","individualCount","fieldNumber","infraspecificEpithet","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","493436","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","vaga","Gomphrena vaga","L. J. Novara","1987","06","10","South America","Argentina","Salta","Dpto. Capital. Loc.: Ciudad de Salta. Cerro San Bernardo. Ladera oeste, sobre el camino peatonal detras del Museo Arqueologico","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197686' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493436","6837","Magnoliophyta","Caryophyllales","Mart.","M. H. Nee",NA,NA,NA,NA,"1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01112750","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","vaga","Gomphrena vaga","A. M. V. de Carvalho",NA,NA,NA,"South America","Brazil","Bahia","Brejinho das Ametistas. Ca. 2-3 km a SW da sede do Distrito","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197667' target='other'> <mi>dwc_moreinfo</mi></a>","NY01112750","6286","Magnoliophyta","Caryophyllales","Mart.","T. M. Pedersen","Caetité","-42.47","-14.06","NY01112750_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","306190","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","vaga","Gomphrena vaga","M. H. Nee","1998","04","07","South America","Bolivia","Santa Cruz","Along Quebrada Turino, 5 km NNW of Paurito.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197648' target='other'> <mi>dwc_moreinfo</mi></a>","NY00306190","48874","Magnoliophyta","Caryophyllales","Mart.","M. H. Nee","Andrés Ibáñez","-62.97","-17.85",NA,"350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00837949","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","vaga","Gomphrena vaga","J. E. B. Warming",NA,NA,NA,"South America","Brazil",NA,"Brasilia. Ad Lagoa Santa","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930854' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837949","s.n.","Magnoliophyta","Caryophyllales","Mart.","J. C. de Siqueira",NA,NA,NA,"NY00837949_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","493433","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","vaga","Gomphrena vaga","R. M. Klein","1955","07","26","South America","Brazil","Santa Catarina","Cunhas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197682' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493433","1484","Magnoliophyta","Caryophyllales","Mart.","J. C. de Siqueira","Itajaí","-48.6617","-26.9081","NY00493433_01","15","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","493437","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","vaga","Gomphrena vaga","S. F. Smith","1987","07","17","South America","Peru","Madre de Dios","Trail beyond the Lookout Tree; Explorer's Inn, near the confluence of Rio Tambopata and Rio La Torre, 39 km. SW. of Puerto Moldonado","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197673' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493437","1079","Magnoliophyta","Caryophyllales","Mart.","M. H. Nee",NA,"-69.33","-12.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","493423","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","vaga","Gomphrena vaga","J. N. Rose","1915","06","19","South America","Brazil","Bahia","Vicinity of Machado Portello","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197693' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493423","21403","Magnoliophyta","Caryophyllales","Mart.",NA,"Marcionílio Souza","-40.5306","-13.0033","NY00493423_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","493431","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","vaga","Gomphrena vaga","R. Reitz","1956","07","18","South America","Brazil","Santa Catarina",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197680' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493431","3505","Magnoliophyta","Caryophyllales","Mart.","J. C. de Siqueira","Ibirama","-49.5178","-27.0569","NY00493431_01","150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","493418","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","vaga","Gomphrena vaga","J. N. Rose","1915","06","19","South America","Brazil","Bahia","Vicinity of Machado Portello","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197692' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493418","19962","Magnoliophyta","Caryophyllales","Mart.",NA,"Marcionílio Souza","-40.5306","-13.0033","NY00493418_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","309488","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","vaga","Gomphrena vaga","M. H. Nee","1998","04","10","South America","Bolivia","Santa Cruz","South of ridge with oleoducto, just W of the main, wide valley of Mairana, 1.2 km W of Todos Santos.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197650' target='other'> <mi>dwc_moreinfo</mi></a>","NY00309488","48921","Magnoliophyta","Caryophyllales","Mart.","M. H. Nee","Florida","-64","-18.1417",NA,"1350","1350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00837947","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","vaga","Gomphrena vaga","J. R. Pirani","1985","10","10","South America","Brazil","Mato Grosso","Perto da cidade, em pequena elevaçao à margem do Rio Araguaia.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930851' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837947","1173","Magnoliophyta","Caryophyllales","Mart.","T. M. Pedersen","Santa Terezinha","-50.5","-10.42","NY00837947_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","493427","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","vaga","Gomphrena vaga","M. B. Casari","1980","07","21","South America","Brazil","Rio de Janeiro","Vargem Grande, Morro do Sacarrao, caminho para a Represa do Camorim","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197676' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493427","242","Magnoliophyta","Caryophyllales","Mart.","M. H. Nee","Rio de Janeiro","-43.2075","-22.9031","NY00493427_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","493415","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","vaga","Gomphrena vaga","P. von Luetzelburg","1920","11","01","South America","Brazil","Paraíba","Parahyba do Norte, Monteiro","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197670' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493415","12212","Magnoliophyta","Caryophyllales","Mart.","J. C. de Siqueira",NA,NA,NA,"NY00493415_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","03270085","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","vaga","Gomphrena vaga","B. M. Torke","2015","11","04","South America","Brazil","Pará","FLONA do Tapajós, access road departing on the W side of the BR-163 highway at Km 67 , trail departing N of camp at end of road","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2954697' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270085","1506","Magnoliophyta","Caryophyllales","Mart.","B. M. Torke","Belterra","-54.9747","-2.8428","NY03270085_01","172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","02474417","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","vaga","Gomphrena vaga","M. A. Lopes","1984","07","24","South America","Brazil","Minas Gerais","Estação Biológica de Caratinga-Matão.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2693174' target='other'> <mi>dwc_moreinfo</mi></a>","NY02474417","305","Magnoliophyta","Caryophyllales","Mart.",NA,NA,NA,NA,"NY02474417_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00837939","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","vaga","Gomphrena vaga","H. S. Irwin","1966","06","21","South America","Brazil","Goiás","Ca. 78 km. S. E. of Aragarças. Drainage of the Upper Rio Araguaia.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930816' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837939","17520","Magnoliophyta","Caryophyllales","Mart.","J. C. de Siqueira","Piranhas","-51.97","-16.42","NY00837939_01","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","493421","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","vaga","Gomphrena vaga","G. G. Hatschbach","1996","04","20","South America","Brazil","Bahia","Rodovia Oliveira dos Brejinhos a Macaúbas, BR-122, km 8","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197666' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493421","65067","Magnoliophyta","Caryophyllales","Mart.","T. M. Pedersen","Oliveira dos Brejinhos","-42.8958","-12.3169","NY00493421_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","493412","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","vaga","Gomphrena vaga","M. de F. Agra","1993","03","05","South America","Brazil","Paraíba","Soledade, sitio Moreninha","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197662' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493412","1619","Magnoliophyta","Caryophyllales","Mart.","M. de F. Agra; E. Bocatelli",NA,NA,NA,"NY00493412_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00837938","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","vaga","Gomphrena vaga","H. S. Irwin","1966","06","26","South America","Brazil","Goiás","Córrego d'Anta, ca. 40 km. S. of Caiapônia, road to Jataí. Serra do Caiapó.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930814' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837938","17738","Magnoliophyta","Caryophyllales","Mart.","J. C. de Siqueira","Caiapônia","-51.8","-17.25","NY00837938_01","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","493430","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","vaga","Gomphrena vaga","R. Reitz","1954","06","21","South America","Brazil","Santa Catarina","Cunhas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197677' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493430","1878","Magnoliophyta","Caryophyllales","Mart.","J. C. de Siqueira","Itajaí","-48.6617","-26.9081","NY00493430_01","15","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","493428","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","vaga","Gomphrena vaga","G. G. Hatschbach","1970","06","19","South America","Brazil","Paraná","Col. Maria Luiza","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197675' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493428","24410","Magnoliophyta","Caryophyllales","Mart.","M. H. Nee","Paranaguá","-48.5092","-25.5203","NY00493428_01","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00837940","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","vaga","Gomphrena vaga","H. S. Irwin","1966","06","23","South America","Brazil","Goiás","Drainage of the Upper Rio Araguaia.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930818' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837940","17667","Magnoliophyta","Caryophyllales","Mart.","J. C. de Siqueira","Piranhas","-51.85","-16.53","NY00837940_01","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00837943","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","vaga","Gomphrena vaga","G. G. Hatschbach","1994","06","08","South America","Brazil","Mato Grosso do Sul","Fazenda Uruba","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930829' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837943","60785","Magnoliophyta","Caryophyllales","Mart.","T. M. Pedersen","Ladário","-57.6017","-19.0047","NY00837943_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","03044760","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","vaga","Gomphrena vaga","L. C. Giordano","1992","07","04","South America","Brazil","Rio de Janeiro","Laranjeiras, caminho para a Praia do Sono, após à 2ª porteira, Fazenda Santa Maria. .","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3281590' target='other'> <mi>dwc_moreinfo</mi></a>","NY03044760","1378","Magnoliophyta","Caryophyllales","Mart.",NA,"Paraty","-44.7131004333496","-23.2178001403809","NY03044760_01","100","100","34470","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","493413","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","vaga","Gomphrena vaga","M. de F. Agra","1993","06","25","South America","Brazil","Paraíba","Distrito Sao José da Mata, Fazenda Pedro da Costa Agra, estrada para Soledade, 16 km Oeste do centro de Campina Grande","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197688' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493413","2088","Magnoliophyta","Caryophyllales","Mart.",NA,"Campina Grande","-35.87","-7.77","NY00493413_01","500","510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","498472","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","vaga","Gomphrena vaga","E. I. Silva","1995","09","15","South America","Brazil","Pernambuco","Reserva Biológica de Serra Negra","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197668' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498472","96","Magnoliophyta","Caryophyllales","Mart.","T. M. Pedersen","Inajá","-38.5708","-8.6333","NY00498472_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","493426","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","vaga","Gomphrena vaga","J. F. Widgren","1844",NA,NA,"South America","Brazil","Rio de Janeiro",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197678' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493426","s.n.","Magnoliophyta","Caryophyllales","Mart.","J. C. de Siqueira",NA,NA,NA,"NY00493426_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","309809","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","vaga","Gomphrena vaga","M. H. Nee","1998","07","10","South America","Bolivia","Cochabamba","Near Río Pojo at Pojo.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197661' target='other'> <mi>dwc_moreinfo</mi></a>","NY00309809","49997","Magnoliophyta","Caryophyllales","Mart.","M. H. Nee","Carrasco","-64.87","-17.77",NA,"2030","2030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","493422","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","vaga","Gomphrena vaga","S. C. de Sant'Ana","1991","07","18","South America","Brazil","Bahia","Km 79 da BA-262 trecho Anajé/Aracatu","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197664' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493422","7","Magnoliophyta","Caryophyllales","Mart.","T. M. Pedersen","Tremedal","-41.4106","-14.9758","NY00493422_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","02461019","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","vaga","Gomphrena vaga","A. Moraes","2006","02","12","South America","Brazil","Bahia","Inselbergue Morro da Quixaba.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2691500' target='other'> <mi>dwc_moreinfo</mi></a>","NY02461019","149","Magnoliophyta","Caryophyllales","Mart.",NA,"Itatim","-39.7919","-12.7389","NY02461019_01","270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00837944","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","vaga","Gomphrena vaga","G. C. G. Argent","1968","08","21","South America","Brazil","Mato Grosso","Central Brazilian Plateau. [Expedition] Base Camp Square, 'Terra preta camp'.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930836' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837944","6750","Magnoliophyta","Caryophyllales","Mart.","J. C. de Siqueira",NA,"-51.77","-12.82","NY00837944_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","493432","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","vaga","Gomphrena vaga","R. M. Klein","1955","06","23","South America","Brazil","Santa Catarina","Cunhas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197681' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493432","1429","Magnoliophyta","Caryophyllales","Mart.","J. C. de Siqueira","Itajaí","-48.6617","-26.9081","NY00493432_01","15","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
