"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"11","2016-09-29 15:55:00-03","NY","NYBG","590398","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis",NA,"R. M. Klein","1963","10","30","Brazil","Santa Catarina","Lacerdópolis",NA,"-51.5556","-27.2603",NA,NA,"NY00590398","NY00590398_01","L. B. Smith",NA,NA,NA,"4277","700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606913' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","590377","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis","(Spreng.) Mart.","G. G. Hatschbach","1974","07","13","Brazil","Paraná","Morretes","Ilha do Malha","-48.8342","-25.4769",NA,NA,"NY00590377","NY00590377_01","B. A. Krukoff",NA,NA,NA,"35625",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606944' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","590378","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis","(Spreng.) Mart.","G. G. Hatschbach","1974","10","10","Brazil","Paraná","Catanduvas","Barra do Guarani","-53.1567","-25.2033",NA,NA,"NY00590378","NY00590378_01","B. A. Krukoff",NA,NA,NA,"35135",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606945' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-29 15:55:00-03","NY","NYBG","590401","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis",NA,"R. M. Klein","1955","04","14","Brazil","Santa Catarina","Itajaí","Cunhas","-48.6617","-26.9081",NA,NA,"NY00590401","NY00590401_01 NY00590401_02","B. A. Krukoff",NA,NA,NA,"1273","15","15","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606927' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-29 15:55:00-03","NY","NYBG","590395","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis",NA,"C. Kozera","1996","11","20","Brazil","Paraná","Curitiba","Parque Barigui","-49.22","-25.37",NA,NA,"NY00590395","NY00590395_01","S. M. Silva",NA,NA,NA,"s.n.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606904' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","590410","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis","(Spreng.) Mart.","C. A. W. Schwacke",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"NY00590410","NY00590410_01 NY00590410_02 NY00590410_03","B. A. Krukoff",NA,NA,NA,"II.45",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606920' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","778858","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis","(Spreng.) Mart.","G. G. Hatschbach","1983","02","13","Brazil","Mato Grosso do Sul","Amambai","Cabeceiras do Rio Iguatemi","-55.2256","-23.1044",NA,NA,"NY00778858","NY00778858_01","S. F. Smith",NA,NA,NA,"46202","450","450","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=799330' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-29 15:55:00-03","NY","NYBG","590389","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis",NA,"A. P. Duarte","1949","05","12","Brazil","Paraná",NA,"Parque Nacional do Ihguassú",NA,NA,NA,NA,"NY00590389","NY00590389_01 NY00590389_02","B. A. Krukoff",NA,NA,NA,"1764",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606930' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-29 15:55:00-03","NY","NYBG","590418","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis",NA,"C. T. Rizzini","1952","10",NA,"Brazil","Rio de Janeiro","Teresópolis","Cascata do Imbuy, Wald","-42.9656","-22.4122",NA,NA,"NY00590418","NY00590418_01","B. A. Krukoff",NA,NA,NA,"10058",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606936' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-29 15:55:00-03","NY","NYBG","590371","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis",NA,"E. Pereira","1961","10","29","Brazil","Rio Grande do Sul","Canela","Caracol prox. de Canela","-50.8156","-29.3658",NA,NA,"NY00590371","NY00590371_01","B. A. Krukoff",NA,NA,NA,"6553",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606928' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-29 15:55:00-03","NY","NYBG","590367","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis",NA,"J. Dutra",NA,NA,NA,"Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"NY00590367","NY00590367_01 NY00590367_02","B. A. Krukoff",NA,NA,NA,"278",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606918' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-29 15:55:00-03","NY","NYBG","590408","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis",NA,"A. M. Amorim","1993","02","21","Brazil","Bahia","Jacobina","Estrada Jacobina-Itaitu, Ca. de 22km a partir da sede do município.","-40.5181","-11.1808",NA,NA,"NY00590408","NY00590408_01 NY00590408_02 NY00590408_03","A. J. M. Leeuwenberg",NA,NA,NA,"996",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606889' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-29 15:55:00-03","NY","NYBG","590392","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis",NA,"O. Handro","1942","10","12","Brazil","São Paulo","Atibaia","Jardim Botânico de Sao Paulo","-46.5497","-23.1103",NA,NA,"NY00590392","NY00590392_01","B. A. Krukoff; J. V. Monachino",NA,NA,NA,"s.n.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606897' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","590382","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis","(Spreng.) Mart.","G. G. Hatschbach","1968","04","25","Brazil","Paraná","Guaraniaçu","Rod. BR-277","-52.8781","-25.1008",NA,NA,"NY00590382","NY00590382_01","A. J. M. Leeuwenberg",NA,NA,NA,"256",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606886' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-29 15:55:00-03","NY","NYBG","590365","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis",NA,"N. A. Rosa","1980","11","15","Brazil","São Paulo","Sao Paulo","Reserva do Instituto de Botânica de Sao Paulo","-46.63","-23.5403",NA,NA,"NY00590365","NY00590365_01","N. A. Rosa",NA,NA,NA,"3721",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606905' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-29 15:55:00-03","NY","NYBG","590387","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis",NA,"L. Emygdio de Mello Filho","1946","04","28","Brazil","Rio de Janeiro","Rio de Janeiro","Grajaú","-43.2075","-22.9031",NA,NA,"NY00590387","NY00590387_01","B. A. Krukoff",NA,NA,NA,"463",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606925' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-29 23:13:00-03","NY","NYBG","1015807","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis",NA,"L. C. Bernacci","1994","06","14","Brazil","São Paulo",NA,"E. E. Monte alegre, região montanhosa.",NA,NA,NA,NA,"NY01015807","NY01015807_01",NA,NA,NA,NA,"356",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1113785' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-29 15:55:00-03","NY","NYBG","590399","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis",NA,"L. B. Smith","1956","12","04","Brazil","Santa Catarina","Lajes","15km North of Lajes","-50.3258","-27.8161",NA,NA,"NY00590399","NY00590399_01","L. B. Smith",NA,NA,NA,"8212","900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606914' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-29 15:55:00-03","NY","NYBG","590404","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis",NA,"R. M. Klein","1955","06","23","Brazil","Santa Catarina","Itajaí","Cunhas","-48.6617","-26.9081",NA,NA,"NY00590404","NY00590404_01 NY00590404_02","L. B. Smith",NA,NA,NA,"1427","15","15","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606907' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-09-30 00:38:00-03","NY","NYBG","01081559","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis",NA,"E. L. M. Catharino","1987","12","15","Brazil","São Paulo","Piracicaba","Piracicaba, Mata de Pedreira, ESALO/USP.","-47.6397","-22.72",NA,NA,"NY01081559","NY01081559_01",NA,NA,NA,NA,"1151",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237937' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-09-29 15:55:00-03","NY","NYBG","00590374","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis",NA,"C. Medri","1997","09","27","Brazil","Paraná","Sapopema","Salto das Orquídeas","-50.5803","-23.9108",NA,NA,"NY00590374","NY00590374_01","C. Medri; M. C. Dias",NA,NA,NA,"446",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606896' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-09-29 15:55:00-03","NY","NYBG","590375","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis",NA,"W. Hoehne","1951","07","17","Brazil","São Paulo","Limeira",NA,"-47.4","-22.56",NA,NA,"NY00590375","NY00590375_01 NY00590375_02 NY00590375_03","A. E. Brant",NA,NA,NA,"s.n.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606902' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","3910082","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis","Mart.","J. G. Jardim","2000","02","24","Brazil","Bahia","Sao Miguel das Matas","Faz. Engenho da Lama (Proprietário Genival Lucas), ca. 4.5 km ao S da cidade","-39.4322","-13.0469",NA,NA,"NY03910082",NA,NA,NA,NA,NA,"2894","400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4541317' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","590415","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis","(Spreng.) Mart.","A. C. Brade","1941","04","21","Brazil","Rio de Janeiro",NA,"Serra dos Orgaos","-43.065885","-22.509901",NA,NA,"NY00590415","NY00590415_01","B. A. Krukoff",NA,NA,NA,"16806","1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606934' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-09-29 15:55:00-03","NY","NYBG","590412","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis",NA,"O. M. Gonçalves","1998","04","03","Brazil","Paraná","Arapongas","Pesque-pague Martinelli (caminho)","-51.4242","-23.4194",NA,NA,"NY00590412","NY00590412_01","M. R. C. Paiva",NA,NA,NA,"s.n.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606901' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-09-29 15:55:00-03","NY","NYBG","590370","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis",NA,"J. C. Lindeman","1966","07","28","Brazil","Rio Grande do Sul","Vacaria","6km of Vacaria, 219km of Porto Alegre","-50.9339","-28.5122",NA,NA,"NY00590370","NY00590370_01","A. J. M. Leeuwenberg",NA,NA,NA,"3728",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606895' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","03485157","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis","(Spreng.) Mart.","E. Sesmero","1944","12","29","Argentina","Misiones",NA,"Dep. San Jose. Arroyo Cirilo.",NA,NA,NA,NA,"NY03485157",NA,"R. B. Setubal",NA,NA,NA,"272",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3747920' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","2200","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis minor","Benth.","J. S. Blanchet","1839",NA,NA,"Brazil","Bahia",NA,"Serra de Acurua",NA,NA,NA,NA,"NY00002200","NY00002200_01","B. A. Krukoff",NA,NA,NA,"2792",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=453941' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales","minor",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","590385","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis","(Spreng.) Mart.","B. Maguire","1963","10","11","Brazil","Distrito Federal","Brasília","Between Fercal and Brasilia","-47.9294","-15.7797",NA,NA,"NY00590385","NY00590385_01","B. A. Krukoff",NA,NA,NA,"57039",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606937' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-09-29 15:55:00-03","NY","NYBG","590413","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis",NA,"W. Hoehne","1951","07","17","Brazil","São Paulo","Limeira",NA,"-47.4","-22.56",NA,NA,"NY00590413","NY00590413_01","B. A. Krukoff",NA,NA,NA,"s.n.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606946' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","590373","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis","(Spreng.) Mart.","L. Riedel","1833","11",NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"NY00590373","NY00590373_01","B. A. Krukoff",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606919' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-09-29 15:55:00-03","NY","NYBG","590409","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis",NA,"A. M. Amorim","1993","02","21","Brazil","Bahia","Jacobina","Estrada Jacobina-Itaitu, ca. 30km a partir da sede do município, na Cachoeira Pequena","-40.5181","-11.1808",NA,NA,"NY00590409","NY00590409_01 NY00590409_02 NY00590409_03","A. J. M. Leeuwenberg",NA,NA,NA,"1002",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606890' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2016-09-29 15:55:00-03","NY","NYBG","590416","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis",NA,"A. C. Brade","1946","10","29","Brazil","Rio de Janeiro",NA,"Correias",NA,NA,NA,NA,"NY00590416","NY00590416_01","B. A. Krukoff",NA,NA,NA,"18666",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606935' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","590421","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","brasiliensis","Strychnos brasiliensis","(Spreng.) Mart.","W. W. Thomas","1993","10","20","Brazil","Bahia","Prado","8 km west of Cumuruxatiba on road to Itamaraju","-39.25","-17.25",NA,NA,"NY00590421","NY00590421_01","A. J. M. Leeuwenberg",NA,NA,NA,"10002",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606891' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
