"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","infraspecificEpithet","typeStatus","relatedCatalogItem","sex"
"48","2016-09-23 11:21:00-03","MO","MOBOT","642743","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W. Chase","Carl A. Luer|et al.","Luer 5576","1980","9","24","South America","Ecuador","El Oro",NA,"Above Zaruma.","-79.616667","-3.683333",NA,NA,NA,NA,"Max Rykaczewski (UGDA)",NA,NA,NA,NA,NA,"1400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2008-05-27 22:02:00-03","MO","MOBOT","1718119","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pleurothallis","aphthosa","Pleurothallis aphthosa","Lindl.","Israel G. Vargas C.|I. Mendéz F.","Vargas Caballero 5375","2000","10","5","South America","Bolivia","Santa Cruz","Ichilo","El Carmen, alrredores de la comunidad (8 km al SSW de Buena Vista, por el camino a Huayti). Bosque alto poco intervenido con Virola sevifera, Jessenia bataua y Terminalia amazonica.","-63.68333","-14.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2011-06-09 17:11:00-03","MO","MOBOT","673586","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pleurothallis","aphthosa","Pleurothallis aphthosa","Lindl.","Calaway H. Dodson|et al.","Dodson 8636","1979","7",NA,"South America","Ecuador","El Oro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2017-11-18 05:19:00-02","MO","MOBOT","100229780","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pleurothallis","aphthosa","Pleurothallis aphthosa","Lindl.","Iván Jiménez","Jiménez Pérez 5274","2008","7","6","South America","Bolivia","La Paz","Franz Tamayo","Sumpulo, cruzando el río Mojos, ladera entre la PPM 1 y la PPM 2.","-68.46","-14.34",NA,NA,NA,NA,"I. Jímenez (LPB)",NA,NA,NA,NA,NA,"980.00000000","1250.00000000",NA,NA,NA,NA,"1",NA,NA,NA,NA
"52","2013-08-23 04:12:00-03","MO","MOBOT","1303875","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pleurothallis","aphthosa","Pleurothallis aphthosa","Lindl.","Roberto Vásquez","Vásquez C. 177","1979","8",NA,"South America","Bolivia","Cochabamba","Carrasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2012-03-01 05:10:00-03","MO","MOBOT","1744441","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pleurothallis","aphthosa","Pleurothallis aphthosa","Lindl.","Thorsten Krömer|Amparo Acebey","Krömer 513","1999","7","1","South America","Bolivia","La Paz","Sud Yungas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"600.00000000",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"54","2013-08-23 04:12:00-03","MO","MOBOT","1744443","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pleurothallis","aphthosa","Pleurothallis aphthosa","Lindl.","Roberto Vásquez|L.R. Moreno","Vásquez C. 1155","1989","8","13","South America","Bolivia","Santa Cruz","Ichilo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"270.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2012-03-01 05:10:00-03","MO","MOBOT","1859665","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pleurothallis","aphthosa","Pleurothallis aphthosa","Lindl.","Thorsten Krömer","Krömer 1016","2000","4","20","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, refugio Chalalßn, campamento Eslabon y alrededores.","-67.93333","-14.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2018-12-03 15:35:27-02","UNIOESTE","UNOP","1912","S","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W. Chase","Boff, L.; Temponi, L. .G.; Temponi, L. .G.","138","2014","10","13",NA,"Brasil","Paraná","Céu Azul","Parque Nacional do Iguaçu. Trilha da Jacutinga.","-53.85775","-25.241056",NA,"Epífita. Folhas carnosas. Flores vináceas à amareladas.",NA,NA,"Boff, L.","-53.85775","-25.241056","2015","07","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2018-12-03 15:35:27-02","UNIOESTE","UNOP","36","S","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W. Chase","Engels, M.E.; Ferneda Rocha, L.C.; Lautert, M.; Escher, A.; Ferneda Rocha, L.C.; Lautert, M.; Escher, A.","731","2012","10","05",NA,"Brasil","Paraná","Céu Azul","Parque Nacional do Iguaçu. Trilha da Cachoeira Jacutinga.","-53.85775","-25.241056",NA,"Epífita. Caule e folhas verdes. Fruto maduro verde amarelado. Sementes esbranquiçadas. N controle 11.",NA,NA,"Engels, M.E.","-53.85775","-25.241056","2012","10","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2018-12-03 15:35:27-02","UNIOESTE","UNOP","6851","S","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W. Chase","Martinez, M.T.; Ferneda Rocha, L.C.; Lautert, M.; Temponi, L.G.; Ferneda Rocha, L.C.; Lautert, M.; Temponi, L.G.","16","2011","03","30",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu. Trilha Poço Preto.","-54.446083","-25.62175",NA,"Epífita. Estéril. Planta sem pseudobulbo.",NA,NA,"Martinez, M.T.","-54.446083","-25.62175","2011","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-03-08 14:15:20-03","UNIOESTE","UNOP","9781","S","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W. Chase","Silva, D.R. da; Piva, J.; Machado, C.; Pereira, J.P.; Piva, J.; Machado, C.; Pereira, J.P.","423","2018","07","26",NA,"Brasil","Paraná","Capitão Leônidas Marques","Futuro reservatório da UHE Baixo Iguaçu, lado esquerdo do Rio Monteiro.","-53.654986","-25.504097",NA,"Erva epífita 20 cm. Folhas carnosas, lisas. Tépalas vináceas internamente e amareladas externamente.",NA,NA,"Silva, D.R. da","-53.654986","-25.504097","2018","11","21","255","255",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2015-10-22 10:03:08-02","UNIOESTE","UNOP","1906","S","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W. Chase","Boff, L.; Silva, T. .M.; Hoffmann, F.; Silva, T. .M.; Hoffmann, F.","132","2015","07","12",NA,"Brasil","Paraná","Céu Azul","Parque Nacional do Iguaçu. Trilha Rio Azul.","-53.8485984802246","-25.1466999053955",NA,"Epífita. Folhas carnosas e alongadas. Flores vináceas.",NA,NA,"Boff, L.",NA,NA,"2015","07","15",NA,NA,"51148","auto",NA,NA,NA,NA,NA,NA,NA
"61","2015-10-22 10:03:08-02","UNIOESTE","UNOP","737","S","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W. Chase","Boff, L.; Silva, T. .M.; Hoffmann, F.; Silva, T. .M.; Hoffmann, F.","132","2015","07","12",NA,"Brasil","Paraná","Céu Azul","Parque Nacional do Iguaçu. Trilha Rio Azul.","-53.8485984802246","-25.1466999053955",NA,"Epífita. Folhas carnosas e alongadas. Flores vináceas.",NA,NA,"Boff, L.",NA,NA,"2015","07","15",NA,NA,"51148","auto",NA,NA,NA,NA,NA,NA,NA
"62","2020-07-17 17:21:43-03","MBML","MBML-HERBARIO","23138",NA,"Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","L. Kollmann; et al","6937","2004","08","15",NA,"Brasil","Espírito Santo","Santa Teresa","Várzea Alegre","-40.795833","-19.887222",NA,"Epífita no quintal de uma casa. Sépalas amarelas avermelhadas, pétalas amarelas, labelo avermelhado, folhas avermelhadas, face abaxial. Floração em cultivo.","MBML023138","MBML023138","H.L. Silva/16-01-2020","40W47'45","19S53'14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-07-10 09:48:07-03","MBML","MBML-HERBARIO","47119",NA,"Plantae",NA,NA,"Orchidaceae","Acianthera","foetens","Acianthera foetens","(Lindl.) Chiron & Van den Berg","R. Barbosa da Silva",NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,"MBML047119","MBML047119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-07 11:44:40-03","FUVATES","HVAT","763","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","E. Freitas","s.n.","2001","06","21",NA,"Brasil","Rio Grande do Sul","Forquetinha","Morro Eckardt.",NA,NA,NA,"Rupícola","HVAT00000763",NA,"E. Freitas",NA,NA,"2012","07","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-07 11:44:40-03","FUVATES","HVAT","612","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","E. Freitas","s.n.","2001","02","28",NA,"Brasil","Rio Grande do Sul","Rio Grande do Sul",NA,NA,NA,NA,NA,"HVAT00000612",NA,"E. Freitas",NA,NA,"2001","06","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-07 11:44:40-03","FUVATES","HVAT","234","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","E. Freitas","s.n.","1999","06","26",NA,"Brasil","Rio Grande do Sul","Lajeado","Bairro Carneiros.","-51.961389","-29.466944",NA,"Epífita; Coletada no banhado.","HVAT00000234",NA,"E. Freitas","-51º57'41''W","-29º28'1''S","1999","09","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-07 11:44:40-03","FUVATES","HVAT","827","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","R. Klahr","s.n.","2001","09","24",NA,"Brasil","Rio Grande do Sul","São José do Herval",NA,"-52.295278","-29.044167",NA,NA,"HVAT00000827",NA,"E. Freitas","-52º17'43''W","-29º2'39''S","2001","09","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-07 11:44:40-03","FUVATES","HVAT","764","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","E. Freitas","s.n.","2001","06","21",NA,"Brasil","Rio Grande do Sul","Arroio do Meio","Forqueta.","-51.945","-29.401111",NA,"Rupícola","HVAT00000764",NA,"E. Freitas","-51º56'42''W","-29º24'4''S","2012","07","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-07-09 12:44:11-03","F","FMNH-SEEDPLANTS","V0434791F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa",NA,"C. Schunke","1127","1930","9",NA,"South America","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0434791F","V0434791F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA
"70","2020-03-12 13:10:31-03","F","FMNH-SEEDPLANTS","V0434960F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa",NA,"F. C. Hoehne","12879","1924","12","4","South America","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,"V0434960F","V0434960F_01 V0434960F_02","RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae","12879",NA,NA,NA,NA,NA
"71","2019-09-04 17:52:33-03","F","FMNH-SEEDPLANTS","V0040672F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Pleurothallis","ciliata","Pleurothallis ciliata abbreviata",NA,"J. F. Macbride","3837","1923","5","13","South America","Peru",NA,NA,"Yanano",NA,NA,NA,NA,"V0040672F","V0040672F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,"abbreviata","Isotype",NA,NA
"72","2020-07-23 12:17:04-03","CEPLAC","CEPEC","44354","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa",NA,"L. S. Leoni","92","1988","05","25",NA,"Brasil","Minas Gerais","CARANGOLA","Sem informação.","-42.0293998718262","-20.7331008911133",NA,NA,NA,NA,"D. N. Carvalho",NA,NA,NA,NA,NA,NA,NA,"21913","auto",NA,NA,NA,NA,NA,"15/05/2014",NA
"73","2019-04-02 09:32:19-03","URICER","HPBR","6169","S","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","SCARIOT, C.",NA,"1998","09","08",NA,"Brasil","RS","Marcelino Ramos","ESTREITO AUGUSTO CÉSAR","-51.9063987731934","-27.4617004394531",NA,NA,"HPBR006169",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18635","auto",NA,NA,"1",NA,NA,NA,NA
"74","2019-11-12 17:14:59-03","URICER","HPBR","6179","S","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","SCARIOT, C.",NA,"1998","06","24",NA,"Brasil","RS","Marcelino Ramos","ESTREITO AUGUSTO CÉSAR","-51.9063987731934","-27.4617004394531",NA,NA,"HPBR006179","HPBR006179","BRUM, A. P.; CHAVES, A.",NA,NA,"2018","03","22",NA,NA,"18635","auto",NA,NA,"1",NA,NA,NA,NA
"75","2019-04-02 09:32:19-03","URICER","HPBR","6021","S","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","DEMARCO, E. V.",NA,"1996","09","02",NA,"Brasil","RS","Marcelino Ramos","ESTREITO AUGUSTO CÉSAR","-51.9063987731934","-27.4617004394531",NA,NA,"HPBR006021",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18635","auto",NA,NA,"1",NA,NA,NA,NA
"76","2020-11-04 17:30:08-03","UEM","HUEM","21925","S","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","Milaneze-Gutierre, MA","s.n.","2011","07","27",NA,"Brasil","Paraná","Telêmaco Borba","Área de alagamento da UHE Mauá","-50.583333","-24.35",NA,"Herbácea; labelo de coloração marrom escuro; pétalas e sépalas de coloração amarela; odor desagradável.","HUEM000014354","HUEM000014354","Milaneze-Gutierre, MA","-50.583333","-24.35","2011","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-07-02 15:56:15-03","UEM","HUEM","11392","S","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","Guilherme Minoro Takeda","s.n.","2003","07","18",NA,"Brasil","Paraná","Maringá","orquidário da UEM","-51.9385986328125","-23.4253005981445",NA,NA,"HUEM000009425","HUEM000009425","Werner S. Mancinelli",NA,NA,"2009","10","06",NA,NA,"19250","auto",NA,NA,NA,NA,NA,NA,NA
"78","2020-11-04 17:30:08-03","UEM","HUEM","11815","S","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","Janunzzi, AM","120","2005","08","17",NA,"Brasil","Paraná","Maringá","orquidário da UEM, Próximo ao bloco H-78.","-51.9385986328125","-23.4253005981445",NA,"Flores marrons com odor forte.","HUEM000009426","HUEM000009426","Werner S. Mancinelli",NA,NA,"2009","10","06",NA,NA,"19250","auto",NA,NA,NA,NA,NA,NA,NA
"79","2020-11-04 17:30:08-03","UEM","HUEM","24274","S","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","Milaneze-Gutierre, MA","s.n.","2012","09",NA,NA,"Brasil","Paraná","Telêmaco Borba","Área de alagamento da UHE Mauá","-50.6156005859375","-24.3239002227783",NA,"Epífita; flores lilases.","HUEM000009669","HUEM000009669","Milaneze-Gutierre, MA",NA,NA,"2018","03","29",NA,NA,"35037","auto",NA,NA,NA,NA,NA,NA,NA
"80","2021-02-12 15:02:21-03","UFSCar","SPSC","7282","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","A.W.C. Ferreira",NA,"2007","07","17",NA,"Brasil","São Paulo","São Carlos","Fazenda Canchim.",NA,NA,NA,NA,NA,NA,"A.W.C. Ferreira","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-11-12 16:58:07-03","UEL","FUEL","31853","PreservedSpecimen","Plantae","Tracheophyta","Asparagales","Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","Ferrarezi, E","51","2001","08","17",NA,"Brasil","Paraná","Londrina","Campus Universitário da UEL, Orquidário do CCA, orquidário do CCA","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Bastos, RRC",NA,NA,"2013","01","01",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"82","2020-11-12 16:58:07-03","UEL","FUEL","52589","PreservedSpecimen","Plantae","Tracheophyta","Asparagales","Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","Molina, JMP","77","2013","07","24",NA,"Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Molina, JMP",NA,NA,"2013","07",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"83","2020-11-12 16:58:07-03","UEL","FUEL","52590","PreservedSpecimen","Plantae","Tracheophyta","Asparagales","Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","Molina, JMP","78","2013","07","24",NA,"Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Molina, JMP",NA,NA,"2013","07",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"84","2020-11-12 16:58:07-03","UEL","FUEL","21323","PreservedSpecimen","Plantae","Tracheophyta","Asparagales","Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","Kinupp, VF; Medri, C; Francisco, EM","603","1997","05","24",NA,"Brasil","Paraná","Sapopema","Salto das Orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"Mancinelli, WS",NA,NA,"2009","10","07",NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA,NA
"85","2020-11-12 16:58:07-03","UEL","FUEL","21376","PreservedSpecimen","Plantae","Tracheophyta","Asparagales","Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","Kinupp, VF; Medri, C; Francisco, EM","552","1997","05","28",NA,"Brasil","Paraná","Sapopema","Salto das Orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"Mancinelli, WS",NA,NA,"2009","10","07",NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA,NA
"86","2019-11-01 15:15:32-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Pleurothallis","aphthosa","Pleurothallis aphthosa","Lindl.","Leoni, LS","92","1988","05","25","Southern America","Brasil","Minas Gerais","Carangola","Córrego da Água Limpa","-42.35","-20.766667",NA,"Desenvolve-se sobre árvores e arbustos a partir de 1,5m do solo. Flores de coloração vinosa-esverdeada; Mata ciliar","UB0018968","UB0018968","Leoni, LS","-42.35","-20.766667","1987","10",NA,"700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-11-01 15:15:32-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Pleurothallis","aphthosa","Pleurothallis aphthosa","Lindl.","Gottsberger, IS; Campos, CJ","11414972","1972","09","19","Southern America","Brasil","São Paulo","Botucatu","18km ao norte de Botucatu, 12km ao leste de São Manuel. Ao longo da estrada São Manuel-Piracicaba","-48.439998626709","-22.8799991607666",NA,"Exala um mal cheiro. Moscas; Epífita. Pétalas externamente verde, internamente vermelho escuro; Mata secundária","UB0019042","UB0019042","Soto, MA",NA,NA,"1991","09",NA,NA,NA,"40412","auto",NA,NA,NA,NA,NA,NA,NA
"88","2017-09-11 17:12:12-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Pleurothallis","foetens","Pleurothallis foetens","Lindl.","Loddiges, CL","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in Brasilia loco haud indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2017-09-11 17:12:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Pleurothallis","macrophyta","Pleurothallis macrophyta","Barb.Rodr.","Schenck, JHR","308",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Blumenau","ad Velha prope Blumenau prov. S. Catharina","-49.0661","-26.9194",NA,"Floret Julio - Octobri",NA,"P03P4N0107",NA,NA,NA,NA,NA,NA,NA,NA,"34291","auto",NA,NA,NA,NA,NA,NA,NA
"90","2017-09-11 17:12:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Pleurothallis","macrophyta","Pleurothallis macrophyta","Barb.Rodr.","Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caldas","Habitat in arboribus et in rupibus ad Pico do Frade prope Caldas prov. Minas Geraes","-46.3861","-21.9236",NA,NA,NA,"P03P4N0107",NA,NA,NA,NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA
"91","2017-09-11 17:12:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Pleurothallis","macrophyta","Pleurothallis macrophyta","Barb.Rodr.","Regnell, AF","1125",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caldas","ad Chacara prope Caldas","-46.3861","-21.9236",NA,NA,NA,"P03P4N0107",NA,NA,NA,NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA
"92","2017-09-11 17:12:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Pleurothallis","pelioxantha","Pleurothallis pelioxantha","Barb.Rodr.","Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Carmo do Rio Claro","Habitat in arboribus ad Carmo do Rio Claro prov. Minas Geraes","-46.1189","-20.9719",NA,"Floret Novembri",NA,"P03P4N0108",NA,NA,NA,NA,NA,NA,NA,NA,"25874","auto",NA,NA,NA,NA,NA,NA,NA
"93","2021-02-08 12:52:09-03","UFRGS","ICN","014894","S","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W. Chase","Dutra, J","894","1926","08",NA,"América do Sul","Brasil","RS","São Leopoldo","Quinta São Manoel","-51.1472015380859","-29.7602996826172",NA,NA,"ICN00038679",NA,"Gonçalves, CN",NA,NA,"2002","09","06",NA,NA,"10287","auto",NA,NA,NA,NA,NA,NA,NA
"94","2021-02-08 12:52:09-03","UFRGS","ICN","034852","S","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W. Chase","Waechter, JL","574","1977","06",NA,"América do Sul","Brasil","RS","Torres","Faxinal","-49.7268981933594","-29.3353004455566",NA,"Floresce em meados e fins de agosto, cultivada e herborizado em 19/08/1977. Flores amareladas com vináceo.","ICN00038681",NA,"Waechter, JL",NA,NA,"1978","05","22",NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA
"95","2021-02-08 12:52:09-03","UFRGS","ICN","034518","S","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W. Chase","Waechter, JL","566","1977","07","09","América do Sul","Brasil","RS","Torres","Morro Azul","-49.7268981933594","-29.3353004455566",NA,"Epífita a mais ou menos 2 m de altura.; Mato","ICN00038680",NA,"Gonçalves, CN",NA,NA,"2002","09","06",NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA
"96","2021-02-08 12:52:09-03","UFRGS","ICN","041725","S","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W. Chase","Waechter, JL","842","1978","05","13","América do Sul","Brasil","RS","Torres","Morro Azul","-49.7268981933594","-29.3353004455566",NA,"Epífita sobre Açoita-cavalo, flores externamente oliváceo-amareladas, inteiramente vinoso-purpúreas. Flores com odor desagradável.; Beira de mato","ICN00038677",NA,"Gonçalves, CN",NA,NA,"2002","09","06",NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA
"97","2021-02-08 12:52:09-03","UFRGS","ICN","007496","S","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W. Chase","Ferreira, AG; Körner, L","528","1968","10",NA,"América do Sul","Brasil","RS","Viamão","Viamópolis","-51.0233001708984","-30.0811004638672",NA,"Epífita com flores amareladas e caule alongado. Em cultivo flores em novembro de 1969.; Mato fechado","ICN00038678",NA,"Gonçalves, CN",NA,NA,"2002","09","06",NA,NA,"41667","auto",NA,NA,NA,NA,NA,NA,NA
