"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","locality","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","individualCount","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","1114015","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez","G. G. Hatschbach",NA,NA,NA,"J. M. Silva","1999","12","14","Brazil","Paraná","Tunas do Paraná","-48.6970711","-24.9429505",NA,NA,NA,NA,"NY01114015","NY01114015_01","3113","Parque Estadual das Lauráceas","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1256946' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1039633","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez","M. L. Brotto",NA,NA,NA,"M. L. Brotto","2008","05","08","Brazil","Paraná","Morretes","-48.8694","-25.5978",NA,NA,"850",NA,"NY01039633","NY01039633_01","130","Serra da Igreja.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1488653' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","886988","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez","C. C. Mez",NA,NA,NA,"F. C. Hoehne","1917","12","14","Brazil","São Paulo",NA,"-46.724373","-23.565521",NA,NA,NA,NA,"NY00886988","NY00886988_01","1076","Butantan","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1069324' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"14","2020-11-13 09:20:05-03","UFRJ","RFA","19138","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach","1972","12","19","Brasil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"RFA16013",NA,"31010","Figueira, Capivari","Arvoreta 4 m de altura; flor creme",NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA
"15","2020-06-29 11:31:03-03","UFRJ","RFA","4674","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez","Ida de Vattino",NA,NA,NA,"P. Occhioni","1945","01","21","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA25221",NA,"197","Estrada Vista Chinesa","Árvore mediana; flores esverdeadas",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"16","2020-06-29 11:31:02-03","UFRJ","RFA","16218","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez","Ida de Vattinno","1978","01","09","P. Occhioni","1974","12","00","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA13898",NA,"6635","Serra dos Órgãos","Arbusto; flor verde",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"17","2020-06-29 11:31:03-03","UFRJ","RFA","16265","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez","I. de Vattimo","1978","01","09","P. Occhioni","1974","12",NA,"Brasil","Rio de Janeiro","Guapimirim","-42.9818992614746","-22.5372009277344",NA,NA,NA,NA,"RFA43291",NA,"6588","Serra dos Órgãos próximo a Guapimirim","Arvoreta; flor esverdeada",NA,NA,NA,NA,"21463","auto",NA,NA,NA,NA,NA
"18","2020-11-13 09:20:05-03","UFRJ","RFA","25417","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez","A. Quinet","2001","06","20","A. Quinet","2000","11","04","Brasil","Rio de Janeiro","Rio de Janeiro","-43.460556","-22.9175","43º27'38''W","22º55'3''S","280","280","RFA38688",NA,"ago-50","Jacarepaguá - Taquara. Caminho do Rio Pequeno - Santa Maria.","Árvore, 2m de altura, 10cm de DAP, folha verde discolor, flor com tépalas amarela clara.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-13 09:20:05-03","UFRJ","RFA","25690","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez","A. Quinet","2001","06","20","A. Quinet","2000","11","24","Brasil","Rio de Janeiro","Magé","-43.124444","-22.573333","43º7'28''W","22º34'24''S","290","290","RFA38689",NA,"jul-54","Distrito de Piabetá.","Árvore, 5m de altura, 36cm de DAP, flores: botões verdes, folha verde discolor.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 11:31:03-03","UFRJ","RFA","8875","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez",NA,NA,NA,NA,"P. Occhioni","1968","11","20","Brasil","Santa Catarina","Santa Catarina",NA,NA,NA,NA,NA,NA,"RFA27779",NA,"3745","Morro Costa da Lago","Arvoreta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-13 09:20:05-03","UFRJ","RFA","11508","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach","1971","01","19","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"900","900","RFA11143",NA,"25996","Serra Marumbi, picada ao Olimpo","Arbusto 3 m de altura; flor creme",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"22","2020-06-29 11:31:02-03","UFRJ","RFA","15863","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez","Ida de Vattinno","1978","01","12","P. Occhioni","1974","12","00","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA13675",NA,"6664","Serra dos Órgãos, Loc. Caneca-Fina","Arbusto de 3 - 5 m de altura; flor esverdeada",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"23","2020-06-29 11:31:02-03","UFRJ","RFA","16199","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez","Ida de Vattinno","1978","11","09","P. Occhioni","1975","01","00","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA13888",NA,"6677","Serra dos Órgãos, loc. Limoeiro","Arbusto de 5 a 6 m de altura; flor esverdeada",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"24","2020-06-29 11:31:03-03","UFRJ","RFA","16716","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez","A. Quinet","2006","02","23","P. Occhioni","1974","12",NA,"Brasil","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344",NA,NA,"1000","1000","RFA43299",NA,"6653","Serra dos Órgãos, Dedo de Deus","Arbusto; flores alvas",NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA
"25","2020-06-29 11:31:02-03","UFRJ","RFA","15350","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez","Ida de Vattinno","1978","01","09","P. Occhioni","1974","09","00","Brasil","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"RFA13381",NA,"6189","Serra dos Órgãos, próximo ao Dedo de Deus","Arvoreta; fruto maduro",NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA
"26","2020-11-24 17:10:47-03","UTFPR","DVPR","3182","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez","Brotto, ML","2014","09","09","Brotto, ML; Silva, JM; Mello, MCH","2014","08","26","Brasil","Paraná","Adrianópolis","-48.4245","-24.5118","-48.4245","-24.5118","868","868","DVPR003182",NA,"1760","Parque Estadual das Lauráceas","Àrvore 4 m, frutos imaturos verdes.; Floresta Ombrófila Densa Montana","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-01-20 14:40:34-03","UPM","MACK","416","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez",NA,NA,NA,NA,NA,"2008","11","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-01-20 14:40:34-03","UPM","MACK","415","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez","S. Honda","2008","03","18","R. J. F. Garcia","2007","10","10","Brasil","SP","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"3198","Sítio Roda d'água, Parelheiros, mata",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"29","2020-01-20 14:40:34-03","UPM","MACK","2824","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez.","F. S. Siqueira","2008","12","19","S. Honda; R. Costa, R.J.F. Costa","2008","11","28","Brasil","SP","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"864","Parque Tizo",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"30","2019-12-04 15:26:06-03","PUCPR","HUCP","20291","S","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez.","Selusniaki, M",NA,NA,NA,"Selusniaki, M","2009","07","30","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,"2496","Morro do Canal",NA,"Magnoliidae",NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
"31","2019-12-04 15:26:06-03","PUCPR","HUCP","23807","S","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez.","Brotto, M",NA,NA,NA,"Dunaiski, A","2004","12","18","Brasil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"HUCP00013009","HUCP00013009","2633","Cunhãy",NA,"Magnoliidae",NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"32","2019-12-04 15:26:06-03","PUCPR","HUCP","3419","S","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez.",NA,"1988","03","26","Souza, WS; Silva, SM; Britez, RM",NA,NA,NA,"Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,"1858/1251/1482","Ilha do Mel, Morro Bento Alves.",NA,"Magnoliidae",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"33","2019-12-04 15:26:06-03","PUCPR","HUCP","3275","S","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez.",NA,"1988","03","26","Britez, RM; Silva, SM",NA,NA,NA,"Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,"1858/1482","Ilha do Mel, Morro Bento Alvez.",NA,"Magnoliidae",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"34","2020-02-08 09:36:42-03","NBC","NL-BOTANY","WAG.1693381","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez",NA,NA,NA,NA,"Cordeiro J; Silva JM","1986","12","04","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-WAG1693381","NL-WAG1693381",NA,"Véu de Noiva (mun. Morretes) Paraná.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1693381 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"35","2020-02-08 09:36:42-03","NBC","NL-BOTANY","L.1066881","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"NL-L1066881","NL-L1066881",NA,"Atlantic slope above Bela Vista. old road from Curitiba to Morretes","rain forest on Atlantic slope<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1066881 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw12570",NA,NA,NA
"36","2020-02-08 09:36:42-03","NBC","NL-BOTANY","L.1804462","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez",NA,NA,NA,NA,"Klein RM","1957","11","27","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1804462","NL-L1804462",NA,"SANTA CATARINA. Sabiá Presidente Nereu. Mata. Arvoreta.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1804462 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"37","2020-02-08 09:36:42-03","NBC","NL-BOTANY","L.1804463","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez",NA,NA,NA,NA,"Klein RM","1955","12","07","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1804463","NL-L1804463",NA,"SANTA CATARINA. Morro da Fazenda, Itajaí. Mata. Arvoreta.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1804463 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"38","2020-02-08 09:36:42-03","NBC","NL-BOTANY","L.1804464","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez",NA,NA,NA,NA,"Klein RM","1956","12","19","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1804464","NL-L1804464",NA,"SANTA CATARINA. Hôrto Florestal I.N. Pp, Ibirama. Mata. Arvoreta.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1804464 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2020-02-08 09:36:42-03","NBC","NL-BOTANY","L.1804465","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez",NA,NA,NA,NA,"Hatschbach GG","1966","06","29","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1804465","NL-L1804465",NA,"Rio Ipiranga (mun.Morretes) Paraná.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1804465 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"40","2020-02-08 09:36:42-03","NBC","NL-BOTANY","L.1804466","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez",NA,NA,NA,NA,"Hatschbach GG","1967","11","21","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1804466","NL-L1804466",NA,"Picadão Cambará-Col.Limmira(Mun.Parana-guá)Paraná.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1804466 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"41","2020-02-08 09:36:42-03","NBC","NL-BOTANY","L.1804467","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez",NA,NA,NA,NA,"Reitz R; Klein RM","1957","12","18","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1804467","NL-L1804467",NA,"SANTA CATARINA. Estrada Dona Francisca, Joinville. Mata. Arvoreta.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1804467 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"42","2020-02-08 09:36:42-03","NBC","NL-BOTANY","L.1804468","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez",NA,NA,NA,NA,"Hatschbach GG; Moreira E","1959","12","04","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1804468","NL-L1804468",NA,"est. Parana (brasil). num. Morretes. Pilão de Pedra.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1804468 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"43","2020-02-08 09:36:42-03","NBC","NL-BOTANY","U 0053123","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"NL-U0053123",NA,NA,"Atlantic slope above Bela Vista. old road from Curitiba to Morretes","rain forest on Atlantic slope<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200053123 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw 12570",NA,NA,NA
"44","2020-02-08 09:36:42-03","NBC","NL-BOTANY","U 0053124","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"NL-U0053124",NA,NA,"Atlantic slope above Bela Vista. old road from Curitiba to Morretes","rain forest on Atlantic slope<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200053124 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw 12570",NA,NA,NA
"45","2020-02-08 09:36:42-03","NBC","NL-BOTANY","U 0275382","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"NL-U0275382",NA,NA,"Atlantic slope above Bela Vista. old road from Curitiba to Morretes","rain forest on Atlantic slope<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200275382 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw12570",NA,NA,NA
"46","2020-02-08 09:36:42-03","NBC","NL-BOTANY","U 0275462","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez",NA,NA,NA,NA,"Reitz R","1956","01","01","Brazil","Santa Catarina",NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"NL-U0275462",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200275462 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw6363",NA,NA,NA
"47","2020-02-08 09:36:42-03","NBC","NL-BOTANY","U 0288537","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"NL-U0288537",NA,NA,"Serra do Mar Bela Vista","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200288537 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw12457",NA,NA,NA
"48","2020-02-08 09:36:42-03","NBC","NL-BOTANY","U 0288538","PreservedSpecimen","Plantae","Lauraceae","Ocotea","teleiandra","Ocotea teleiandra","(Meisn.) Mez",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"NL-U0288538",NA,NA,"Atlantic slope above Bela Vista, old road Curitiba-Morretes","rain forest on Atlantic slope<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200288538 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw12451",NA,NA,NA
