"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","individualCount","class","fieldNumber","sex"
"48","2020-12-11 11:33:14-03","UFMG","BHCB","152851","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso",NA,"Fernandes, AC; Oliveira, CT; Vale, AA; Augsten, M","832","2011","04","23","Southern America","Brasil","Minas Gerais","Serro","Parque Estadual do Pico do Itambé, Capivari","-43.358889","-18.39",NA,"Subarbusto; Campo úmido","BHCB031834",NA,"1529","1529",NA,"-43.358889","-18.39",NA,NA,"2015","09",NA,NA,NA,NA,NA
"49","2020-12-11 11:33:14-03","UFMG","BHCB","167081","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso",NA,"Carvalho, BM de; Batista, JAN","85","2011","06","01","Southern America","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Cerca de 23km após a ponte sobre o córrego Soberbo em Cardeal Mota, margem da MG-010, área a esquerda da pista, em direção a Conceição do Mato Dentro","-43.53","-19.248889",NA,"Erva terrestre; Campo rupestre","BHCB012071",NA,"1320","1320",NA,"-43.53","-19.248889",NA,NA,"2014","10","06",NA,NA,NA,NA
"50","2020-12-11 11:33:14-03","UFMG","BHCB","167750","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso",NA,"Miranda, E; Tomich, S; Machado, TM; Souza, FS","578","2013","04","09","Southern America","Brasil","Minas Gerais","Nova Lima","Mina Capitão do Mato","-43.901389","-20.099444",NA,"Herbácea; Campo Cerrado Ferruginoso. Litotipo: Cobertura detrito-laterítica; concreções supergênicas de óxidos de ferro e concreções ferruginosas preenchendo fraturas.","BHCB020335",NA,"1313","1313",NA,"-43.901389","-20.099444",NA,NA,"2014","12",NA,NA,NA,NA,NA
"51","2020-12-11 11:33:14-03","UFMG","BHCB","182195","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso",NA,"Moreira, SN; França, M; Toledo, F; Knegt, R","1710","2015","06","05","Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Estadual da Serra do Intendente","-43.677222","-18.9425",NA,"Erva terrícola até 50cm de altura. Flor branca. Campo quartzítico. Solo arenoso.","BHCB037511",NA,NA,NA,NA,"-43.677222","-18.9425",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-11 11:33:14-03","UFMG","BHCB","184884","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso",NA,"Rezende, SG; Justo, AG","5544","2015","04","17","Southern America","Brasil","Minas Gerais","Nova Lima","Região do Condomínio Vale do Sol, Próximo a estação Ecológica de Fechos","-43.958056","-20.076944",NA,"Arbusto; Cerrado rupestre","BHCB184884",NA,"1285","1320",NA,"-43.958056","-20.076944",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-11 11:33:14-03","UFMG","BHCB","178113","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso",NA,"Gontijo, FD; Braga, IF","801","2015","03","12","Southern America","Brasil","Minas Gerais","Caeté",NA,"-20.020278","-43.687222",NA,"Flores brancas, aprox. 30 cm de altura.; Arbustivo. Campo cerrado/Cerrado","BHCB030590","BHCB030590","1428","1428",NA,"-20.020278","-43.687222",NA,NA,"2015","04","13",NA,NA,NA,NA
"54","2020-12-11 11:33:14-03","UFMG","BHCB","57422","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso",NA,"Stehmann, JR; Velten, SB; Fonseca, CC; Delgado, PCS; Goodwin, KL","2879","2001","02","13","Southern America","Brasil","Minas Gerais","Diamantina","APA Pau-de-Fruta - COPASA","-43.652222","-18.250278",NA,"Plantas do Brasil. Campo. Subarbustivo.",NA,NA,NA,NA,NA,"-43.652222","-18.250278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-11 11:33:14-03","UFMG","BHCB","5786","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso",NA,"Andrade, PM de; R.C.F.C.; Grandi, TSM","1422","1983","05","18","Southern America","Brasil","Minas Gerais",NA,"Serra do Cipó.",NA,NA,NA,"Campo rupestre. Herbáceo, 0,5m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-11 11:33:14-03","UFMG","BHCB","80567","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso",NA,"Magalhães, GM","5234","1949","03","30","Southern America","Brasil","Minas Gerais",NA,"Serra do Cipó., Km 111",NA,NA,NA,"Erva. Flor alva; Campo","BHCB018510",NA,NA,NA,NA,NA,NA,NA,NA,"2012","10",NA,NA,NA,NA,NA
"57","2020-12-11 11:33:14-03","UFMG","BHCB","88281","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso",NA,"Viana, PL; Mota, NFO; Andrade, LE","1789","2004","05","10","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto.","-43.328889","-18.231389",NA,"Plantas do Brasil. Campo rupestre. Capítulos brancos.",NA,NA,"1510","1510",NA,"-43.328889","-18.231389",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-11 11:33:14-03","UFMG","BHCB","20093","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso",NA,"Pereira, M; Lucca, M","862","1992","03","21","Southern America","Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó., Região do Congonhas, abaixo da Casa de Pedra, próximo ao Córrego Gavião.","-43.7144012451172","-19.1688995361328",NA,"Campo rupestre (campo). Herbáceo, 0,3m. Inflorescência branca.",NA,NA,"1100","1100",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
"59","2020-12-11 11:33:14-03","UFMG","BHCB","50364","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso",NA,"Figueira, JEC; Miranda, CAK; Martins, VCS","s.n.","2000","02","15","Southern America","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó.","-43.7144012451172","-19.1688995361328",NA,"Plantas do Brasil. Campo rupestre.",NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
"60","2020-12-11 11:33:14-03","UFMG","BHCB","56214","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso",NA,"Magalhães, GM","5915","1953","04","20","Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó., Km 138 da estrada para Conceição","-43.4249992370605","-19.0372009277344",NA,"Muito frequente, poucos indivíduos aglomerados (4-10). Subarbusto, 0,4m. Flor alva; Campo alpino graminoso úmido","BHCB015228",NA,NA,NA,NA,NA,NA,"60318","auto","2015","11",NA,NA,NA,NA,NA
"61","2020-12-11 11:33:14-03","UFMG","BHCB","83454","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso",NA,"Black, G","s.n.","1943","03",NA,"Southern America","Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó. Palácio","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA
"62","2021-02-11 17:18:06-03","UFPR","UPCB","9309","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Hatschbach, G.","Hatschbach, G.","28789","1972","01","18",NA,"Brasil","Minas Gerais","Jaboticatuba","Serra do Cipó",NA,NA,NA,"Ereta, capítulo creme, campo pedegroso..",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1972","03",NA,NA,NA,NA,NA
"63","2011-06-16 16:30:00-03","MO","MOBOT","3351536","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M. Barroso","G. Hatschbach","Gert G. Hatschbach|Lyman B. Smith|Edward S. Ayensu","Hatschbach 28789","1972",NA,NA,"South America","Brazil","Minas Gerais",NA,"Serra do Cipó (mun. Jaboticatuba).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2014-01-08 09:35:00-02","MO","MOBOT","3351295","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M. Barroso","G. M. Barroso","William R. Anderson|M.T. Stieber|Joseph H. Kirkbride, Jr.","Anderson 35790","1972","2","11","South America","Brazil","Minas Gerais",NA,"Eastern slopes of Pico do Itambe, first large sandstone outcrop below the summit. Sandstone and adjacent meadows, with both sandy soil and overlying humus.",NA,NA,NA,NA,NA,NA,"1700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"65","2011-02-17 10:57:00-02","MO","MOBOT","3351739","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M. Barroso","G. M. Barroso","Howard S. Irwin|H. Maxwell|Dieter C. Wasshausen","Irwin 20248","1968","2","16","South America","Brazil","Minas Gerais",NA,"High campo slopes, outcrops, and creek margin. Serra do Cipo, ca km 132 (ca. 153km N. of Belo Horizonte).",NA,NA,NA,NA,NA,NA,"1400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-06-10 10:10:19-03","FZB-BH","BHZB","9948","S","Plantae",NA,NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis",NA,"C.T. Oliveira","Ordones, J. et al.","2133","2013","01","29",NA,"Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo do Gerais, Brumas","-43.717222","-19.033056",NA,"Ponto 103, 635004 7895005 1355 m, Coletada para estudos de filogenia..Duplicata doada para Herbário SPF.Mikania officinalis segundo Jimi Nakajima em 02/2013",NA,NA,"1355","1355",NA,"43W 43' 02","19S 01' 59",NA,NA,"2015","12",NA,NA,NA,NA,NA
"67","2019-06-10 10:10:19-03","FZB-BH","BHZB","8823","S","Plantae",NA,NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis",NA,"C.T.Oliveira","Ordones, J. et al.","1969","2012","04","19",NA,"Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo dos Gerais,","-43.714444","-19.035278",NA,"Ponto 96 635297 7894786 1418m, Duplicata doada para Herbário SPF e HUFU, Mikania officinalis segundo Jimi Nakajima em 02/2013",NA,NA,"1418","1418",NA,"43W 42' 52","19S 02' 07",NA,NA,"2013","05",NA,NA,NA,NA,NA
"68","2019-06-10 10:10:19-03","FZB-BH","BHZB","8828","S","Plantae",NA,NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis",NA,"Caetano T. Oliveira","Ordones, J. et al.","1828","2012","04","17",NA,"Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo dos Gerais,","-43.7144012451172","-19.1688995361328",NA,"s/ ponto. Mikania officinalis segundo Jimi Nakajima em 01/2013.",NA,NA,NA,NA,NA,NA,NA,"26557","auto","2013","02",NA,NA,NA,NA,NA
"69","2019-06-10 10:10:19-03","FZB-BH","BHZB","8816","S","Plantae",NA,NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis",NA,"C.T.Oliveira","Ordones, J. et al.","1878","2012","04","18",NA,"Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo dos Gerais,","-43.703611","-19.045278",NA,"Ponto 91 636413 7893668 1409 m. unicata.Anteriormente identificada como Mikania officinalis por Jimi Nakajima, 02/2013",NA,NA,"1409","1409",NA,"43W 42' 13","19S 02' 43",NA,NA,"2013","05",NA,NA,NA,NA,NA
"70","2019-06-10 10:10:19-03","FZB-BH","BHZB","9924","S","Plantae",NA,NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis",NA,"C.T. Oliveira","Ferreira Junior, C.A. et al.","722","2012","11","28",NA,"Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo do Gerais, Bru","-43.709722","-19.038611",NA,"Ponto 85 , 635786 7894395 1341m , , Duplicata doada para Herbário HUFU e Herbário SPF. Anteriormente identificada como M. officinalis",NA,NA,"1341","1341",NA,"43W 42' 35","19S 02' 19",NA,NA,"2013","04",NA,NA,NA,NA,NA
"71","2020-09-12 05:00:02-03","US","US","2922369","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M. Barroso",NA,"R. M. King & L. E. Bishop","8474","1981","1","15","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra do Cipo, along road ca. 5 Km NE of Chapeu de Sol",NA,NA,NA,NA,"US01673175","US01673175_01","1036","1219",NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"72","2020-09-12 05:00:02-03","US","US","2197826","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M. Barroso",NA,"L. B. Smith, F. Segadas-Vianna, L. Dau & W. T. Ormond","6743","1952","4","28","South America - Neotropics","Brazil","Minas Gerais",NA,"Município Jaboticatubas, Serra do Cipó, Palacio","-43.58","-19.17",NA,NA,"US01673176","US01673176_01","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"73","2020-09-12 05:00:02-03","US","US","2752728","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M. Barroso",NA,"W. Anderson, M. Stieber & J. H. Kirkbride","35790","1972","2","11","South America - Neotropics","Brazil","Minas Gerais",NA,"The Planalto do Brasil, Serra do Espinhaço, Eastern slopes of Pico do Itambé, first large sanstone outcrop below the summit",NA,NA,NA,NA,"US01673177","US01673177_01","1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"74","2020-09-12 05:00:02-03","US","US","2569797A","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M. Barroso",NA,"H. S. Irwin, H. Maxwell & D. C. Wasshausen","20248","1968","2","16","South America - Neotropics","Brazil","Minas Gerais",NA,"The Planalto do Brasil, Serra do Espinhaço. Campo. High campo slopes, outcrops, and creek margin, Serra do Cipó, Minas Gerais, ca. km 132 (ca 153km N of Belo Horizonte)",NA,NA,NA,NA,"US01673172","US01673172_01","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"75","2020-09-12 05:00:02-03","US","US","2706558","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M. Barroso",NA,"G. Hatschbach, L. Smith & E. S. Ayensu","28789","1972","1","18","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra do Cipó (mun. Jaboticatuba)",NA,NA,NA,NA,"US01673174","US01673174_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"76","2020-09-12 05:00:02-03","US","US","3396228","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M. Barroso",NA,"J. Figueira, C. Miranda & V. Martins","s.n.","2000","2","15","South America","Brazil",NA,NA,"MG, Santana do Riacho: Serra do Cipó",NA,NA,NA,NA,"US01673173","US01673173_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"77","2019-11-13 11:16:27-03","USP","SPF","216359","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Oliveira, CT","Rando, JG","644","2009","02","03",NA,"Brasil","Minas Gerais","Congonhas do Norte","Serra Talhada (setor nordeste da Serra do Cipó), 9 km S de Congonhas do Norte na estrada para Conceição do Mato Dentro, entrada para Extrema seguindo ca. 11 km - Estrada para Lapinha.","-43.682139","-18.939833",NA,NA,"SPF00216359",NA,"1350","1350",NA,"-43.682139","-18.939833",NA,NA,"2011","09",NA,NA,NA,NA,NA
"78","2019-11-13 11:16:27-03","USP","SPF","217084","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Anônimo","Quaresma, AS","363","2012","04","11",NA,"Brasil","Minas Gerais","São Gonçalo do Rio Preto",NA,"-43.315556","-18.212222",NA,NA,"SPF00217084",NA,"1584","1584",NA,"-43.315556","-18.212222",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-11-13 11:16:27-03","USP","SPF","222028","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Pirani, JR","Pirani, JR","6253","2011","02","17",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, APA Morro da Pedreira, Rod. Belo Horizonte - Conceição do Mato Dentro (MG 010), km 129, Alto do Palácio.","-43.533333","-19.25",NA,NA,"SPF00222028",NA,"1250","1300",NA,"-43.533333","-19.25",NA,NA,"2011",NA,NA,NA,NA,NA,NA
"80","2019-11-13 11:16:27-03","USP","SPF","217083","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Anônimo","Quaresma, AS","418","2012","04","17",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.808889","-17.911111",NA,NA,"SPF00217083",NA,"1266","1266",NA,"-43.808889","-17.911111",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-11-13 11:16:27-03","USP","SPF","217096","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Anônimo","Ordones, J","2133","2013","01","29",NA,"Brasil","Minas Gerais","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo dos Gerais","-43.7144012451172","-19.1688995361328",NA,"Levantamento florístico da RPPN Brumas Ponto 103, 635004 7895005.","SPF00217096",NA,"1355","1355",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
"82","2019-11-13 11:16:27-03","USP","SPF","217069","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Oliveira, CT","Ordones, J","1969","2012","04","19",NA,"Brasil","Minas Gerais","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo dos Gerais, Levantamento florístico da RPPN Brumas do Espinhaço Ponto 96 635297 7894786","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00217069",NA,"1418","1418",NA,NA,NA,"26557","auto","2015","05",NA,NA,NA,NA,NA
"83","2019-10-07 09:11:42-03","UEFS","HUEFS","193030","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","C.T.Oliveira","Quaresma, A.S.","363","2012","04","11",NA,"Brasil","Minas Gerais","São Gonçalo do Rio Preto","PERP.Caminho do barraco para o Pico 2 irmãos.","-43.315556","-18.212222",NA,"Campo rupestre.","HUEFS0193030","HUEFS0193030","1584","1584",NA,"43W18'56''","18S12'44''",NA,NA,"2015",NA,NA,NA,"Asteranae",NA,NA
"84","2019-10-07 09:11:42-03","UEFS","HUEFS","193085","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","C.T.Oliveira","Quaresma, A.S.","418","2012","04","17",NA,"Brasil","Minas Gerais","Diamantina","Parna Sempre Vivas. Trilha da Vargem do Rio Preto para a Lapa dos Moura.","-43.808889","-17.911111",NA,"Campo rupestre.","HUEFS0193085","HUEFS0193085","1266","1266",NA,"43W48'32''","17S54'40''",NA,NA,"2015",NA,NA,NA,"Asteranae",NA,NA
"85","2019-11-01 14:54:15-03","UnB","UB","122750","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Barroso, GM","Irwin, HS","20248","1968","02","16","Southern America","Brasil","Minas Gerais",NA,"Ca. km 132 (ca. 153km N of Belo Horizonte)",NA,NA,NA,"Heads white.; Erect herb 0,2m.; Campo. High campo slopes, outcrops and creek margin",NA,NA,"1400","1400",NA,NA,NA,NA,NA,"1968",NA,NA,NA,NA,NA,NA
"86","2019-11-01 14:54:15-03","UnB","UB","122751","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Barroso, GM","Heringer, EP","6210","1958","03","06","Southern America","Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-05-06 11:53:42-03","UFU","HUFU","68985","S","Plantae",NA,NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Roque, N.","Echternacht, L.; Machado, F.A.; Lucca, M.; Ramos, R. & Ribeiro, F.M.F.","2531","2014","11","26",NA,"Brasil","Minas Gerais","Olhos d'água","Parque Nacional das Sempre-vivas., Fazenda dos álamos, cabeceira do córrego dos confins.","-43.751944","-17.633056",NA,"Inflorescência creme.; Afloramentos quatzídicos.","HUFU00059357","HUFU00059357","1044","1044",NA,"-43.751944","-17.633056",NA,NA,"2014","11","26",NA,NA,NA,NA
"88","2019-05-06 11:53:42-03","UFU","HUFU","12156","S","Plantae",NA,NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Quaresma, A.S.","Castro, N.M.","376","1995","02","21",NA,"Brasil","Minas Gerais",NA,"Serra do cipó, Estrada Lagoa Santa - Conceição do Mato Dentro. Km 121.",NA,NA,NA,"Herbácea com capítulos brancos.","HUFU00070640","HUFU00070640",NA,NA,NA,NA,NA,NA,NA,"2012","07",NA,NA,NA,NA,NA
"89","2019-05-06 11:53:42-03","UFU","HUFU","133","S","Plantae",NA,NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Fleury-Silva, H.R.","Castro, N.M.","s.n.","1981","03","01",NA,"Brasil","Minas Gerais",NA,"Serra do cipó, Km 125.",NA,NA,NA,"Erva, ca. 0,6 m. Flores creme.","HUFU00070641","HUFU00070641",NA,NA,NA,NA,NA,NA,NA,"1982","08","29",NA,NA,NA,NA
"90","2020-08-04 12:47:41-03","UFU","HUFU","238","S","Plantae",NA,NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Arantes, A.A.A.","Castro, N.M.","s.n.","1981","01",NA,NA,"Brasil","Minas Gerais",NA,"Serra do cipó, Km 117.",NA,NA,NA,"Planta, ca. 1 a 2 m. Flor creme.; Terreno Brejoso.","HUFU00070642","HUFU00070642",NA,NA,NA,NA,NA,NA,NA,"1994","03",NA,NA,NA,NA,NA
"91","2019-05-06 11:53:42-03","UFU","HUFU","68678","S","Plantae",NA,NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso",NA,"Pereira, E.","8900","1964","03","16",NA,"?",NA,NA,NA,NA,NA,NA,"Plantinha de cerca de 25-30 cm., flores alvas; abundante do local.","HUFU00070778","HUFU00070778","1200","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-05-06 11:53:42-03","UFU","HUFU","70704","S","Plantae",NA,NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Contro, F.L.","Contro, F.L.; Romero, R.; Versiane, A.F.A.; Fontelas, J.C. & Vital, L.P.","90","2015","06","30",NA,"Brasil","Minas Gerais",NA,"Serra do cipó, Estrada para Conceicao do Mato Dentro, aprox. Km 125.","-43.509444","-19.233889",NA,"Erva, 0.3m altura. Bracteas involucrais verdes, corola e ramos do estilete brancos.; Campo limpo umido.","HUFU00070643","HUFU00070643","1295","1295",NA,"-43.509444","-19.233889",NA,NA,"2015","08",NA,NA,NA,NA,NA
"93","2019-08-08 09:59:28-03","UFU","HUFU","79413","S","Plantae",NA,NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Silva, F.O.C.; Cantarim, G.F.","Fontelas, J.C.; Godoi, M.V.S.; Bertolini, M.A. & Brito, R.S.","250","2019","04","25",NA,"Brasil","Minas Gerais","Diamantina","Rodovia MG-367, Ca. de 12 km S de Diamantina. Próximo ao asfalto.","-43.754444","-18.292222",NA,"Subarbusto ca. 15cm, brácteas involucrais verdes, flores creme.; Campo rupestre","HUFU00076889",NA,"1329","1329",NA,"-43.754444","-18.292222",NA,NA,"2019","07",NA,NA,NA,NA,NA
"94","2021-02-08 12:36:37-03","UFRGS","ICN","143809","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","cf. cipoensis","Mikania cf. cipoensis","G.M. Barroso","Almeida, GSS","Almeida, GSS; Dutra, VF; Custódio, J","254","2006","01","27","América do Sul","Brasil","MG","Mariana","PEI: Trilha do Sertão","-43.4160995483398","-20.377799987793",NA,"Doação do herbário VIC.; Erva ereta; capítulos com brácteas involucrais verdes; flores brancas com anteras enegrecidas.; Campo rupestre.",NA,NA,NA,NA,NA,NA,NA,"33524","auto","2006","01","16",NA,NA,NA,NA
"95","2019-11-21 10:00:58-03","IBt","SP","179424","S","Plantae",NA,NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Cordeiro, I","Pirani, JR; Cordeiro, I; Wagner, HL; Hensold, N","CFSC8099","1982","03","22",NA,"Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó, Fazenda Inhame (Serra Mineira)","-43.9","-18.916667",NA,NA,NA,NA,NA,NA,NA,"-43.9","-18.916667",NA,NA,"1987","11","13",NA,NA,NA,NA
"96","2019-11-21 10:00:58-03","IBt","SP","179451","S","Plantae",NA,NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Cordeiro, I","Amaral, MCE; Furlan, A; Hensold, N","CFSC8395","1982","04","22",NA,"Brasil","Minas Gerais","Congonhas do Norte","Serra do Cipó, Retiro do Barbado, morro a esquerda do Rio Preto","-43.766667","-18.866667",NA,NA,NA,NA,NA,NA,NA,"-43.766667","-18.866667",NA,NA,"1987","11","13",NA,NA,NA,NA
"97","2019-11-21 10:00:58-03","IBt","SP","58690","S","Plantae",NA,NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Barroso, GM","Joly, AB","1056","1951","01","17",NA,"Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1965",NA,NA,NA,NA,NA,NA
