"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","previousCatalogNumber","coordinatePrecision","geoFlag","relationshipType","relatedCatalogItem","typeStatus","fieldNumber","individualCount","infraspecificEpithet"
"50","2020-12-11 11:42:00-03","UFMG","BHCB","84909","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","affine","Solanum affine","Sendt.","Almeida-Neto, M","s. n.","2002","01",NA,"Southern America","Brasil","São Paulo","Parque Estadual Intervales",NA,"Borda de mata atlântica.; Borda da Mata Atlântica","BHCB005172",NA,NA,"Ribeirão Grande","-48.3600006103516","-24.0900001525879","2012","07",NA,NA,NA,"11",NA,NA,NA,"25028","auto",NA,NA,NA,NA,NA,NA
"51","2020-12-11 11:42:00-03","UFMG","BHCB","84903","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","affine","Solanum affine","Sendt.","Leoni, LS","5199","2002","11","22","Southern America","Brasil","Minas Gerais","Parque Nacional do Caparaó, Surge ao lado da estrada, chegando na Macieira.",NA,"Subarbustiva, aculeada, com 1,3-1,4m de altura; corola brancacenta.","BHCB023018",NA,NA,"Espera Feliz","-41.9071998596191","-20.6502990722656","2007","04",NA,NA,NA,"16",NA,NA,NA,"21988","auto",NA,NA,NA,NA,NA,NA
"52","2020-12-11 11:42:00-03","UFMG","BHCB","76899","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","affine","Solanum affine","Sendt.","Mendes, OT","s.n.","1938","11","28","Southern America","Brasil","São Paulo","Sede Velha da Estação Experimental, Pindorama 208",NA,"Herbáceo.&nf;(Joá Bravo); Herbáceo","BHCB023019",NA,NA,"Pindorama","-48.9000015258789","-21.1800003051758","2007",NA,NA,NA,NA,NA,NA,NA,NA,"14884","auto",NA,NA,NA,NA,NA,NA
"53","2021-02-11 17:21:49-03","UFPR","UPCB","28049","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Kozera, C.","74","1996","01","21",NA,"Brasil","Paraná","Parque Barigui",NA,"Herbácea com flores brancas e frutos verdes. Face abaxial das folhas róseas. Coletada na orla da floresta com Araucaria..",NA,NA,"Mentz, L.A.","Curitiba","-49.2731018066406","-25.4277992248535","1996","12",NA,NA,NA,"06",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"54","2021-02-11 17:21:49-03","UFPR","UPCB","40946","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Gatti, A.L.S.","198","1999","04","17",NA,"Brasil","Paraná","Reserva Natural Salto Morato, Área Projeto Sucessão",NA,"Subarbusto 1,2m, frutos maduros amarelo e imaturos rajados verde claro com escuro. Floresta ombrófila densa submontana, capoeirinha herbácea/arbustiva, local sem sombreamento..",NA,NA,"Borgo, M.","Guaraqueçaba","-48.3288993835449","-25.3066997528076","1999","05",NA,NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"55","2021-02-11 17:21:49-03","UFPR","UPCB","24131","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Bidá, A.","187","1984","01","12",NA,"Brasil","Paraná","Santa Mônica Clube de Campo",NA,"Arbusto..",NA,NA,"Mentz, L.A.","Colombo","-49.2242012023926","-25.2917003631592","1996","12",NA,NA,NA,"09",NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA
"56","2021-02-11 17:21:49-03","UFPR","UPCB","14650","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Acra, L.A.","74","1986","01","16",NA,"Brasil","Paraná","UFPR - Centro Politécnico",NA,"Interior do capão..",NA,NA,"Mentz, L.A.","Curitiba","-49.2731018066406","-25.4277992248535","1996","12",NA,NA,NA,"09",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"57","2018-06-22 05:25:00-03","MO","MOBOT","2476023","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Pe. Raulino Reitz|Roberto M. Klein","Reitz 6543",NA,NA,NA,"South America","Brazil","Santa Catarina","Sin localidad",NA,NA,NA,NA,"Mentz, L. A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2011-03-14 17:02:00-03","MO","MOBOT","471956","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","H.W. Schott","Schott 5443","1817",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"59","2008-05-27 22:02:00-03","MO","MOBOT","1057976","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","micans","Solanum micans","Witasek","Muller","Muller s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"60","2008-05-27 22:02:00-03","MO","MOBOT","1057977","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","micans","Solanum micans","Witasek","Wettstein","Wettstein s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"61","2020-09-12 05:00:02-03","US","US","1616702","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","affine","Solanum affine","Sendtn.","F. C. Hoehne",NA,"1918","10","28","South America - Neotropics","Brazil","São Paulo","Butantan",NA,NA,"US01914542","US01914542_01 US01914542_02",NA,"São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,"1",NA
"62","2020-09-12 05:00:02-03","US","US","2271910","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","affine","Solanum affine","Sendtn.","R. Reitz & D. Klein",NA,"1958","3","1","South America - Neotropics","Brazil","Santa Catarina","Mina Velha, Garuva",NA,NA,"US01914548","US01914548_01 US01914548_02",NA,"Garuva","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,"Dicotyledonae",NA,"10",NA,NA,"22441","auto",NA,NA,NA,NA,"1",NA
"63","2020-09-12 05:00:02-03","US","US","2340924","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","affine","Solanum affine","Sendtn.","R. Reitz & D. Klein",NA,"1959","11","13","South America - Neotropics","Brazil","Santa Catarina","Cordeiros",NA,NA,"US01914545","US01914545_01 US01914545_02",NA,"Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"Dicotyledonae",NA,"5",NA,NA,"27253","auto",NA,NA,NA,NA,"1",NA
"64","2020-09-12 05:00:02-03","US","US","2567540","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","affine","Solanum affine","Sendtn.","R. M. Klein & -- Bresolin",NA,"1965","11","25","South America - Neotropics","Brazil","Santa Catarina","Pântano do Sul",NA,NA,"US01914547","US01914547_01 US01914547_02",NA,"Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Dicotyledonae",NA,"2",NA,NA,"27000","auto",NA,NA,NA,NA,"1",NA
"65","2020-09-12 05:00:02-03","US","US","1616965","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","affine","Solanum affine","Sendtn.","A. Loefgren",NA,"1901","10","19","South America - Neotropics","Brazil","São Paulo","Alto Tiete",NA,NA,"US01914539","US01914539_01 US01914539_02",NA,"Rio Claro","-47.560001373291","-22.4099998474121",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"21773","auto",NA,NA,NA,NA,"1",NA
"66","2020-09-12 05:00:02-03","US","US","2340985","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","affine","Solanum affine","Sendtn.","R. Reitz & D. Klein",NA,"1960","3","19",NA,"Brazil","Santa Catarina","Garapuvu, Vista Alegre",NA,NA,"US01914546","US01914546_01 US01914546_02",NA,"Sombrio","-49.61669921875","-29.113899230957",NA,NA,NA,NA,"Dicotyledonae",NA,"20",NA,NA,"16515","auto",NA,NA,NA,NA,"1",NA
"67","2020-09-12 05:00:02-03","US","US","2544250","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","affine","Solanum affine","Sendtn.","E. P. Heringer",NA,"1958","2","15",NA,"Brazil","Minas Gerais","Fazenda do Rasgão 3 km de Paraopeba",NA,NA,"US01914544","US01914544_01 US01914544_02",NA,"Paraopeba","-44.4042015075684","-19.2744007110596",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"26090","auto",NA,NA,NA,NA,"1",NA
"68","2020-09-12 05:00:02-03","US","US","2568895","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","affine","Solanum affine","Sendtn.","R. Reitz",NA,"1953","2","5",NA,"Brazil","Santa Catarina","Campo Massiambú",NA,NA,"US01914543","US01914543_01 US01914543_02",NA,"Palhoça","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,"Dicotyledonae",NA,"5",NA,NA,"31105","auto",NA,NA,NA,NA,"1",NA
"69","2020-09-12 05:00:02-03","US","US","1917136","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","affine","Solanum affine","Sendtn.","F. C. Hoehne",NA,"1905","3","29","South America - Neotropics","Brazil","Rio de Janeiro","Morro do Cabrito",NA,NA,"US01914541","US01914541_01 US01914541_02",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,"1",NA
"70","2020-09-12 05:00:02-03","US","US","1199419","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","affine","Solanum affine","Sendtn.","P. K. Dusén",NA,"1902","11","24","South America - Neotropics","Brazil","Paraná","Roca Nova (Eisenbahnst.). Roça Nova is a railroad station between Curityba and Paranagua",NA,NA,"US01914540","US01914540_01 US01914540_02",NA,"Piraquara","-48.97","-25.48",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"71","2021-03-25 13:53:40-03","UNIVILLE","JOI","17893","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Vieira, F.C.S.","2306","2018","12","13",NA,"Brasil","Santa Catarina","Fazenda Cerro Verde.",NA,"Flor Branca Habitat: Floresta Ombrófila Mista Habito: Arbusto","JOI017893",NA,"Vieira, F.C.S.","São Cristovão do Sul","-50.334167","-27.311389","2019","01","50º20'3''W","27º18'41''S",NA,"17","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-09-04 18:26:03-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Solanum","affine","Solanum affine",NA,"H. W. Schott","5443",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Syntype",NA,NA,NA
"73","2019-01-23 10:07:10-02","F","FMNH-SEEDPLANTS","V0073192F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Solanum","affine","Solanum affine",NA,"H. W. Schott","5443",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0073192F","V0073192F_01",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Isosyntype",NA,NA,NA
"74","2015-03-07 08:27:54-03","F","FMNH-SEEDPLANTS","V0126775F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Solanum","affine","Solanum affine",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0126775F","V0126775F_01",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2015-03-07 08:27:48-03","F","FMNH-SEEDPLANTS","V0126921F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Solanum","affine","Solanum affine",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0126921F","V0126921F_01",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-09-04 19:25:54-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Solanum","micans","Solanum micans",NA,"F. Mueller",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA
"77","2019-09-04 19:25:53-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Solanum","micans","Solanum micans",NA,"R. Wettstein & V. F. Schiffner",NA,"1901",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA
"78","2019-09-04 19:00:41-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Solanum","platanifolium","Solanum platanifolium lagoense",NA,"J. E. B. Warming",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,"lagoense"
"79","2020-09-21 11:39:36-03","URICER","HPBR","2174","S","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","PLAUMANN, F.",NA,"1943","12","23",NA,"Brasil","SC",NA,NA,NA,"HPBR002174",NA,"RIGO, V.","Nova Teutônia",NA,NA,"2000","01",NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"80","2016-08-23 09:46:07-03","NHMLondon","NHM-LONDON-BOT","BM000935730","S","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Johannes Eugenius (Eugen) Bülow Warming; b.1841; d.1924; Warm.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Michael (Mike) Nee; b.1947; M.Nee",NA,"-53.08982","-10.773109","1979",NA,"-53.08982","-10.773109",NA,NA,NA,NA,"NHMUK:ecatalogue:4344238",NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-11-01 15:11:04-03","UnB","UB","90412","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Rocha, SCA","19","1986","11",NA,"Southern America","Brasil","Distrito Federal","FERCAL",NA,NA,NA,NA,"Batista, G","Sobradinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-11-01 15:11:04-03","UnB","UB","90414","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Gomes, WV","6","1986","11",NA,"Southern America","Brasil","Distrito Federal","FERCAL",NA,NA,NA,NA,"Batista, G","Sobradinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-11-01 15:11:04-03","UnB","UB","90413","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Prance, GT","59008","1964","09","12","Southern America","Brasil","Distrito Federal","Estrada para Taguatinga",NA,NA,NA,NA,"Batista, G","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"84","2019-11-01 15:11:04-03","UnB","UB","171339","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Heringer, EP","5917","1958","02","15","Southern America","Brasil","Minas Gerais","Faz do Rasgão 3km de Paraopeba.",NA,"Mata virgem.",NA,NA,"Nee, M","Paraopeba","-44.4042015075684","-19.2744007110596","1978","10",NA,NA,NA,NA,NA,NA,NA,"26090","auto",NA,NA,NA,NA,NA,NA
"85","2020-08-20 20:42:15-03","UFSC","FLOR","27089","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Silva, J.M.; Cordeiro, J.","1594","1995","12","15",NA,"Brasil","Paraná","Zinco.",NA,"arbusto, flor creme, 0,5m altura","FLOR0027089",NA,"Mentz, L.A.","São José dos Pinhais","-49.2064018249512","-25.5347003936768","1996",NA,NA,NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA
"86","2020-08-20 20:42:15-03","UFSC","FLOR","1315","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Klein, R.M.; Bresolin, A.","6381","1965","11","25",NA,"Brasil","Santa Catarina","Pântano do Sul, Ilha de Santa Catarina.",NA,"flor petalos esverderados, estames amarelados","FLOR0001315",NA,"Smith, L.B.","Florianópolis","-48.5491981506348","-27.596700668335","1968",NA,NA,NA,NA,NA,"2","2",NA,"27000","auto",NA,NA,NA,NA,NA,NA
"87","2020-08-20 20:42:15-03","UFSC","FLOR","1187","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Reitz, R.","5597a","1953","02","05",NA,"Brasil","Santa Catarina","Campo Massiambú.",NA,"flor amarelada, Fruto Maduro, amarelo: imaturo verde com listas brancas","FLOR0001187",NA,"Reitz, R.","Palhoça","-48.6678009033203","-27.645299911499","1965",NA,NA,NA,NA,NA,"5","5",NA,"31105","auto",NA,NA,NA,NA,NA,NA
"88","2017-09-11 17:14:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Schott, HW","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"Ad Magé, prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2017-09-11 17:14:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"in Brasilia australiore",NA,"Herb. Reg. Berol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2021-02-08 12:45:43-03","UFRGS","ICN","111256","S","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Stehmann, JR; et al.","1611","1995","07","22","América do Sul","Brasil","PR","estrada para o morro Anhangava",NA,"Espécie ameaçada de extinção (Em perigo).; Erva ereta, ca. 1m de altura; frutos maduros amarelos.","ICN00035250",NA,"Stehmann, JR","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"91","2021-02-08 12:45:43-03","UFRGS","ICN","115721","S","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Rodrigues, RS","641","1998","04","24","América do Sul","Brasil","RS","Faxinal",NA,"Espécie ameaçada de extinção (Em perigo).; arbusto, 1,5m, frutos amarelos.; Mata paludosa.","ICN00035248",NA,"Mentz, LA","Torres","-49.7268981933594","-29.3353004455566","1998","07",NA,NA,NA,"20",NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA
"92","2021-02-08 12:45:43-03","UFRGS","ICN","028131","S","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Lindeman, JC; et al.","s.n.","1972","07","13","América do Sul","Brasil","RS","Parque de Torres",NA,"Espécie ameaçada de extinção (Em perigo).; Mato úmido central, margem.","ICN00035246",NA,"Mentz, LA","Torres","-49.7268981933594","-29.3353004455566","1995","10",NA,NA,NA,"20",NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA
"93","2021-02-08 12:45:43-03","UFRGS","ICN","111257","S","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Sobral, M; Attili, D","s.n.","1991","07",NA,"América do Sul","Brasil","SP","Parque Estadual da Juréia",NA,"Espécie ameaçada de extinção (Em perigo).; Flores amarelo-pálidas; erva de 0,5m.; beira de mata.","ICN00035244",NA,"Mentz, LA","Peruíbe","-46.9900016784668","-24.3199996948242","1995","10",NA,NA,NA,"20",NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA
"94","2020-11-03 09:47:44-03","MCN-FZBRS","HAS","50152","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Silveira, N.","1483","1984","04",NA,NA,"Brasil","Rio Grande do Sul","Morro da Itapeva, próximo a praia.",NA,"Com ca. de 0,70m de altura. Frutos amarelos quase maduros.","HAS0050152",NA,"Mentz, L.A.","Torres","-49.7268981933594","-29.3353004455566","1996","10",NA,NA,NA,"15",NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA
"95","2020-08-26 10:50:57-03","MCN-FZBRS","HAS","50154","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Mondin, C.","061","1987","04",NA,NA,"Brasil","Rio Grande do Sul","Praia de Rondinha Nova, na costa da Lagoa Itapeva, distante ca. de 3 km do mar.",NA,"; Nervuras dos fulhos de cor branca. Frutos imaturos.","HAS0050154",NA,NA,"Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA
"96","2020-08-26 10:50:57-03","MCN-FZBRS","HAS","50147","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Mattos, J.","28695","1996","10",NA,NA,"Brasil","Santa Catarina","Praia de Jurerê Internacional,",NA,"Planta espinhosa, flores amarelo-esverdeadas, rajado.","HAS0050147",NA,NA,"Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"48°30'42,18","27°27'12,02",NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"97","2014-09-23 11:02:23-03","G","G-DC","G00145976","S","Plantae",NA,NA,"Solanaceae","Solanum","jatrophifolium","Solanum jatrophifolium","Dunal","Lhotsky, J.","118","1831",NA,"00","AMERIQUE DU SUD","Brazil",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=145495&base=img&lang=en","G00145976","G00145976","CAT.HERB.PRODR.",NA,"-53.08972222","-10.77305556","2008","01","-53.08972222","-10.77305556",NA,"01",NA,NA,NA,NA,NA,NA,NA,"ISOTYPUS of Solanum jatrophifolium Dunal",NA,NA,NA
"98","2019-11-21 10:19:31-03","IBt","SP","15379","S","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Loefgren, A","CGG3487","1896","12","24",NA,"Brasil","São Paulo","Capoeirão, beira do caminho para Córrego Alegre.",NA,"Arbusto herbaceo, aculeoso, flores grandes alvas.","SP008602","SP008602","Nee, M",NA,NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-02-06 10:42:03-03","IBt","SP","304293","S","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Leitão Filho, HF; et al.","34572","1996","01","31",NA,"Brasil","São Paulo","Condomínio Edifício Laranjeiras (trilha). Fazenda Santa Maria",NA,NA,"SP115894","SP115894","Knapp, S","Ubatuba","-44.681389","-23.328889","2013",NA,"-44.681389","-23.328889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-12-05 09:46:16-03","IBt","SP","209583","S","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Melo, MMRF","424","1982","08","16",NA,"Brasil","São Paulo","Ilha do Cardoso",NA,NA,"SP115891","SP115891",NA,"Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"101","2020-02-06 10:42:03-03","IBt","SP","119319","S","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Hoehne, W","6157","1966","11","04",NA,"Brasil","São Paulo","Serra do Mar",NA,NA,"SP115892","SP115892","Mentz, LA","Cunha","-44.9599990844727","-23.0699996948242","2000","02",NA,NA,NA,"03",NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA
"102","2020-02-06 10:42:03-03","IBt","SP","159586","S","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Alexandre, MAV","s.n.","1979","02","05",NA,"Brasil","São Paulo","Jardim Jamaica",NA,NA,"SP115890","SP115890","Mentz, LA","Itanhaém","-46.7799987792969","-24.1800003051758","2000","02",NA,NA,NA,"03",NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA
"103","2019-11-21 10:19:31-03","IBt","SP","15343","S","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Loefgren, A","CGG384","1887","11","17",NA,"Brasil","São Paulo","Vulgar em pasto. Fazenda French.",NA,"Arbusto sublenhoso, propr. ignoradas.","SP008636","SP008636","Morton, CV","Itapetininga","-48.0499992370605","-23.5900001525879","1942","02",NA,NA,NA,NA,NA,NA,NA,"40712","auto",NA,NA,NA,NA,NA,NA
"104","2020-02-06 10:42:03-03","IBt","SP","340419","S","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Nicolau, SA; et al.","2189","1993","12","03",NA,"Brasil","São Paulo","Fazenda Sã0 Sebastião do Ribeirão Grande, talão 4, borda de eucaliptal",NA,NA,"SP115889","SP115889","Cordeiro, I","Pindamonhangaba","-45.4599990844727","-22.9200000762939",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24176","auto",NA,NA,NA,NA,NA,NA
