"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","scientificNameAuthorship","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2016-09-30 10:36:00-03","NY","NYBG","1802230","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum",NA,"D. Villarroel S.","70","South America","Bolivia","Santa Cruz","Bella Vista, Sendero Ecológico el Cañadón.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2047337' target='other'> <mi>dwc_moreinfo</mi></a>","NY01802230","Magnoliophyta","Solanales",NA,"2005","08","09","Florida","-63.70558","-18.24189","1495",NA,NA,"NY01802230_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00854334","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum",NA,"S. Gallegos","78","South America","Bolivia","Tarija","Papachacra.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1121743' target='other'> <mi>dwc_moreinfo</mi></a>","NY00854334","Magnoliophyta","Solanales","M. H. Nee","2005","10","12","Burnet O'Connor","-64.4514","-21.7422","1410","1410","Rusby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00724058","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum",NA,"J. C. Solomon","10173","South America","Bolivia","Tarija","5.5 km N of Mamora","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=862181' target='other'> <mi>dwc_moreinfo</mi></a>","NY00724058","Magnoliophyta","Solanales","S. D. Knapp","1983","04","27","Aniceto Arce","-64.67","-22.13","1500","1500","Rusby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00732504","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum",NA,"E. M. Zardini","41900","South America","Paraguay","Alto Paraná","Estancia Río Bonito: Forest II (around Río Bonito)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=872014' target='other'> <mi>dwc_moreinfo</mi></a>","NY00732504","Magnoliophyta","Solanales","M. H. Nee","1994","12","27",NA,"-54.8052778","-25.6316667","60","60","Rusby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","782106","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum",NA,"M. H. Nee","50046","South America","Bolivia","Santa Cruz","Along highway from Comarapa to Samaipata, 6 km (by road) SE of Abra de Quiñe, 13 km (by road) NW of Mataral.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=538033' target='other'> <mi>dwc_moreinfo</mi></a>","NY00782106","Magnoliophyta","Solanales","M. H. Nee","1998","07","11","Manuel María Caballero","-64.3","-18.12","1675","1675","Rusby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-27 03:14:00-03","NY","NYBG","00724055","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum",NA,"S. G. Tressens","4976","South America","Argentina","Misiones","Predio Guarani. Ayo. Caramelito y limite con el Predio del Instituto de Prevision Social (IPS)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=862172' target='other'> <mi>dwc_moreinfo</mi></a>","NY00724055","Magnoliophyta","Solanales","S. D. Knapp","1994","03","17","Guaraní","-54.25","-26.942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-27 02:01:00-03","NY","NYBG","00732485","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum",NA,"E. M. Zardini","12108","South America","Paraguay","Paraguarí","Parque Nacional Ybycu'í. On trail to Arroyo Corrientes from administration building","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=871973' target='other'> <mi>dwc_moreinfo</mi></a>","NY00732485","Magnoliophyta","Solanales","S. D. Knapp","1989","03","18",NA,"-56.83","-26.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-27 03:01:00-03","NY","NYBG","00724034","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum",NA,"E. Sillg","37","South America","Argentina","Tucumán","Dep. Tafi. Cerro San Javier","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=862105' target='other'> <mi>dwc_moreinfo</mi></a>","NY00724034","Magnoliophyta","Solanales","S. D. Knapp","1945","07","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00732494","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum",NA,"E. M. Zardini","44649","South America","Paraguay","Alto Paraná","Estancia Río Bonito. Forest II around Río Bonito","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=871995' target='other'> <mi>dwc_moreinfo</mi></a>","NY00732494","Magnoliophyta","Solanales","M. H. Nee","1996","02","27",NA,"-54.8047222","-25.6319444",NA,NA,"Rusby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-27 13:10:00-03","NY","NYBG","00724041","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum",NA,"C. A. O'Donell","85","South America","Argentina","Tucumán","Cochuna","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=862142' target='other'> <mi>dwc_moreinfo</mi></a>","NY00724041","Magnoliophyta","Solanales","S. D. Knapp","1941","03","04","Chicligasta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00732495","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum",NA,"E. M. Zardini","38502","South America","Paraguay","Misiones","Between San Juan Bautista and road San Ignacio-Pilar. Lafuente cué, 20 km SE of San Juan Bautista","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=871996' target='other'> <mi>dwc_moreinfo</mi></a>","NY00732495","Magnoliophyta","Solanales","M. H. Nee","1994","02","23",NA,"-57.27","-26.7",NA,NA,"Rusby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-27 00:07:00-03","NY","NYBG","00724073","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum",NA,"M. Bernardi","18278","South America","Paraguay","Canindeyú","In regione ad septentrionem Salto del Guairá, Cordillera de Mbaracayú","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=862325' target='other'> <mi>dwc_moreinfo</mi></a>","NY00724073","Magnoliophyta","Solanales","S. D. Knapp","1978","10","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-27 13:10:00-03","NY","NYBG","00724032","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum",NA,"F. Ortiz","5","South America","Argentina","Tucumán","Dep. Tafí. Aconquija","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=862052' target='other'> <mi>dwc_moreinfo</mi></a>","NY00724032","Magnoliophyta","Solanales","S. D. Knapp","1945","04","01",NA,NA,NA,"635","635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00724068","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum",NA,"M. H. Nee","36171","South America","Bolivia","Santa Cruz","5 km (by air) SE of Mairana, on road to Samaipata, at Quebrada Seca","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=538031' target='other'> <mi>dwc_moreinfo</mi></a>","NY00724068","Magnoliophyta","Solanales","M. H. Nee","1988","02","04","Florida","-63.93","-18.15","1550","1550","Rusby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-27 03:03:00-03","NY","NYBG","00732502","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum",NA,"E. M. Zardini","4798","South America","Paraguay","Paraguarí","Macizo Acahay. Within inner valley","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=872012' target='other'> <mi>dwc_moreinfo</mi></a>","NY00732502","Magnoliophyta","Solanales","S. D. Knapp","1988","06","16",NA,"-57.15","-25.9","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-27 14:05:00-03","NY","NYBG","172199","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum","holotype","M. Bang","1478","South America","Bolivia",NA,"Mapiri","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339911' target='other'> <mi>dwc_moreinfo</mi></a>","NY00172199","Magnoliophyta","Solanales",NA,"1892","07",NA,NA,"-68.223337","-15.308996",NA,NA,NA,"NY00172199_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00732510","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum",NA,"J. C. Solomon","11129","South America","Bolivia","Tarija","Vicinity of Sidras, (5.5 km N of Emborozú)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=872024' target='other'> <mi>dwc_moreinfo</mi></a>","NY00732510","Magnoliophyta","Solanales","S. D. Knapp","1983","10","09","Aniceto Arce","-64.53","-22.2","950","950","Rusby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00732489","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum",NA,"E. M. Zardini","48973","South America","Paraguay","Caazapá","Estancia Golondrina. Reserva Privada Ypeti","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=871985' target='other'> <mi>dwc_moreinfo</mi></a>","NY00732489","Magnoliophyta","Solanales","M. H. Nee","1998","07","22",NA,"-55.48361111","-25.5388889",NA,NA,"Rusby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00724053","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum",NA,"M. H. Nee","50778","South America","Argentina","Salta","Along Río Bermejo, 3-4 km upstream (NW) from the international bridge between Aguas Blancas (Argentina) and Bermejo (Bolivia)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=806035' target='other'> <mi>dwc_moreinfo</mi></a>","NY00724053","Magnoliophyta","Solanales","M. H. Nee","2000","04","15","Orán","-64.4","-22.72","410","410","Rusby","NY00724053_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00732511","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum",NA,"A. H. Gentry","51799","South America","Argentina","Salta","Parque Nacional El Rey, between intendencia and Quebrada Aguas Negras","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=872026' target='other'> <mi>dwc_moreinfo</mi></a>","NY00732511","Magnoliophyta","Solanales","M. H. Nee","1985","09","24","Anta","-64.7","-24.58","900","900","Rusby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00829497","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum",NA,"R. Lozano Ajata","1822","South America","Bolivia","Chuquisaca","Trayecto, Casa-Pedro Guzman-Camino Laguna. Pendiente superior de serranía de los Milagros, exposición NE.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=939305' target='other'> <mi>dwc_moreinfo</mi></a>","NY00829497","Magnoliophyta","Solanales","M. H. Nee","2005","12","29","Hernando Siles","-64.0431","-20.3392","1263","1263","Rusby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00724056","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum",NA,"A. Schinini","28805","South America","Argentina","Misiones","Picada al Ayo. Soberbio","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=862175' target='other'> <mi>dwc_moreinfo</mi></a>","NY00724056","Magnoliophyta","Solanales","S. D. Knapp","1994","09","09","Guaraní","-54.25","-26.942",NA,NA,"Rusby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-09-27 18:08:00-03","NY","NYBG","00724077","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum",NA,"A. L. Bernardi","19336","South America","Paraguay","Amambay","Circa Tres Palos ad septentr. P. J. Caballero","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=862336' target='other'> <mi>dwc_moreinfo</mi></a>","NY00724077","Magnoliophyta","Solanales","S. D. Knapp","1978","12","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00732497","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum",NA,"E. M. Zardini","50904","South America","Paraguay","Canindeyú","Mbaracayú Natural Reserve, administered by Fundación Moisés Bertoni: around Jejuí-Mí","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=872007' target='other'> <mi>dwc_moreinfo</mi></a>","NY00732497","Magnoliophyta","Solanales","M. H. Nee","1999","05","28",NA,"-55.5277778","-24.1330556",NA,NA,"Rusby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-09-27 15:23:00-03","NY","NYBG","00724070","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum",NA,"P. Jorgensen","3682","South America","Paraguay",NA,"Villarrica","sheet",NA,"[Collection date unclear; year could be 1931 instead of 1932] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=862321' target='other'> <mi>dwc_moreinfo</mi></a>","NY00724070","Magnoliophyta","Solanales","S. D. Knapp","1932","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-09-27 13:10:00-03","NY","NYBG","00724038","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum",NA,"Varela","570","South America","Argentina","Salta",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=862127' target='other'> <mi>dwc_moreinfo</mi></a>","NY00724038","Magnoliophyta","Solanales","S. D. Knapp","1944","07","08","Orán",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-09-27 01:35:00-03","NY","NYBG","00724060","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum",NA,"M. Saldías Paz","4289","South America","Bolivia","Santa Cruz","Loc. Santa Rosa de Lima, Yunguilla, 4 km NE de la comunidad","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=862187' target='other'> <mi>dwc_moreinfo</mi></a>","NY00724060","Magnoliophyta","Solanales","S. D. Knapp","1996","07","01","Florida","-64.25","-17.87","1470","1470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-09-27 02:59:00-03","NY","NYBG","00724047","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum",NA,"S. A. Renvoize","3342","South America","Argentina","Tucumán","Cumbres de San Javier, Ruta Provincial 340","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=862154' target='other'> <mi>dwc_moreinfo</mi></a>","NY00724047","Magnoliophyta","Solanales",NA,"1978","11","04","Tafí Viejo",NA,NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00853212","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum",NA,"R. Lozano Ajata","2111","South America","Bolivia","Chuquisaca","Trayecto Las Abras - Cañón Verde.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995095' target='other'> <mi>dwc_moreinfo</mi></a>","NY00853212","Magnoliophyta","Solanales","M. H. Nee","2006","02","06","Sud Cinti","-64.2403","-21.1103","903","1031","Rusby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-09-29 19:59:00-03","NY","NYBG","00724072","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum",NA,"L. A. Bohs","3182","South America","Paraguay","Canindeyú","Estación Biológica Mbaracayú, ca. 10 km E of Villa Ygatimí. Road between main station at Jejui'mí and Lagunita, about 10 km E of main station","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=862324' target='other'> <mi>dwc_moreinfo</mi></a>","NY00724072","Magnoliophyta","Solanales",NA,"2003","11","23",NA,"-55.45027778","-24.1247222","220","220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-09-27 13:10:00-03","NY","NYBG","00724045","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum",NA,"Á. L. Cabrera","4221","South America","Argentina","Salta","Quebrada del rio Carapari","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=862149' target='other'> <mi>dwc_moreinfo</mi></a>","NY00724045","Magnoliophyta","Solanales","S. D. Knapp","1937","07","15","Orán",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-09-27 03:23:00-03","NY","NYBG","00854543","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum",NA,"M. Jiménez","521","South America","Bolivia","Chuquisaca","Municipio Villa Vaca Guzmán, Cantón Iguembe - Boya. Dentro del cañon Naranjo.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204962' target='other'> <mi>dwc_moreinfo</mi></a>","NY00854543","Magnoliophyta","Solanales","S. D. Knapp","2007","10","19","Luis Calvo",NA,NA,"1148","1148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2016-09-27 02:55:00-03","NY","NYBG","00732506","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum",NA,"A. H. Gentry","66173","South America","Paraguay","Alto Paraná","Itaipu, Forest Reserve Noe. Pto. Puente Stroessner","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=872017' target='other'> <mi>dwc_moreinfo</mi></a>","NY00732506","Magnoliophyta","Solanales","S. D. Knapp","1989","05","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","00724063","PreservedSpecimen","Plantae","Solanaceae","Solanum","symmetricum","Solanum symmetricum",NA,"M. Moraes Ramírez","2407","South America","Bolivia","Tarija","Río Negro","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=862194' target='other'> <mi>dwc_moreinfo</mi></a>","NY00724063","Magnoliophyta","Solanales","M. H. Nee","1996","03","28","Aniceto Arce","-64.67","-22.1","1480","1480","Rusby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
