"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","continentOcean","locality","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","recordNumber","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","relationshipType","individualCount","fieldNumber","typeStatus"
"291","2013-04-01 09:15:01-03","IPT","BCTW","3138","S","Plantae",NA,"Araucaria","brasiliensis","Araucaria brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"292","2019-11-25 12:11:27-03","UFSM","SMDB","2110","S","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Ralf.",NA,NA,NA,"Ralf.","1981","08","28","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB002110","SMDB002110",NA,"Bairro Camobi - Campus da UFSM/ Parque das Nações",NA,NA,NA,NA,NA,"s.n.","37819","auto",NA,NA,NA,NA,NA,NA,NA
"293","2019-11-25 12:11:27-03","UFSM","SMDB","5185","S","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Silva, EMA",NA,NA,NA,"Silva, E.M.A.",NA,NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB005185","SMDB005185",NA,"Campus da UFSM",NA,NA,"Parque das nações.",NA,NA,"s.n.","37819","auto",NA,NA,NA,NA,NA,NA,NA
"294","2019-11-25 12:11:27-03","UFSM","SMDB","996","S","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Alvarez, A.F.","1974",NA,NA,"Paviani, T.I.","1974","04",NA,"Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB000996",NA,NA,"Estação Experimental de Silvicultura- Boca do Mont",NA,NA,NA,NA,NA,"s.n.","37819","auto",NA,NA,NA,NA,NA,NA,NA
"295","2019-11-25 12:11:27-03","UFSM","SMDB","3216","S","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Lopes, AM",NA,NA,NA,"Masiero, S","1986","03","11","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB003216","SMDB003216",NA,"Itaára - Parque Pinhal",NA,NA,NA,NA,NA,"s.n.","37819","auto",NA,NA,NA,NA,NA,NA,NA
"296","2019-11-25 12:11:27-03","UFSM","SMDB","2176","S","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Masiero, S",NA,NA,NA,"Masiero, S","1983","10","12","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB002176","SMDB002176",NA,"Parque das Nações",NA,NA,NA,NA,NA,"s.n.","37819","auto",NA,NA,NA,NA,NA,NA,NA
"297","2019-11-25 12:11:27-03","UFSM","SMDB","2478","S","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Alvarez, A.F.",NA,NA,NA,"Masiero, S","1986","02",NA,"Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB002478",NA,NA,"Parque Pinhal",NA,NA,NA,NA,NA,"s.n.","37819","auto",NA,NA,NA,NA,NA,NA,NA
"298","2020-12-21 16:13:31-03","MBM","MBM","120346","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Solomon, J.C.",NA,NA,NA,"Solomon, J.C.; et al.; et al.","1986","06","28","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,"MBM120346","MBM120346","Southern America",NA,NA,NA,NA,NA,NA,"15459",NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2020-12-21 16:13:31-03","MBM","MBM","386253","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Silva, J.M.","2013","11","20","Silva, J.M.; Martins, L.M.; Martins, L.M.","2013","07","05","Brazil","Paraná","Curitiba","-49.236944","-25.442778","-49.236944","-25.442778","935","935","MBM386253","MBM386253","Southern America","Jardim Botânico Municipal, bosque",NA,NA,"Conífera de 9m; estróbilos masculinos.; Floresta Ombrófila Mista.",NA,NA,"8476",NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","2020-12-21 16:13:31-03","MBM","MBM","415243","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Brotto, M.L.","2018","11","08","Brotto, M.L.","2018","04","04","Brazil","Paraná","Adrianópolis","-48.718611","-24.772222","-48.718611","-24.772222","847","847","MBM415243",NA,"Southern America","Estrada da Berneck a Tatupeba",NA,NA,"Conífera com 12 m de altura; estróbilos masculinos de cor marrom.; Floresta Ombrófila Densa Montana.",NA,NA,"2590",NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","2020-12-21 16:13:31-03","MBM","MBM","415405","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Barboza, E.","2017","11","09","Barboza, M.L.","2017","11","09","Brazil","Paraná","Curitiba","-49.238333","-25.442778","-49.238333","-25.442778","925","925","MBM415405",NA,"Southern America","Jardim Botânico Municipal",NA,NA,"Árvore até 30 m de altura, seus frutos são comestíveis.",NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","2020-12-21 16:13:31-03","MBM","MBM",NA,"PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Barboza, E.","2013","05","29","Czornei, N.","2013","04","26","Brazil","Paraná","Porto Barreiro","-52.38","-25.560006","-52.38","-25.560006",NA,NA,"IFN000246",NA,"Southern America",NA,NA,NA,"Árvore.",NA,NA,"27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","2020-12-21 16:13:31-03","MBM","MBM",NA,"PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Barboza, E.","2013","06","13","Dalmaso, C.A.","2013","04","22","Brazil","Paraná","Laranjeiras do Sul","-52.380003","-25.379997","-52.380003","-25.379997",NA,NA,"IFN000182",NA,"Southern America",NA,NA,NA,"Árvore.; Floresta Ombrófila Mista.",NA,NA,"162",NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","2020-12-21 16:13:31-03","MBM","MBM",NA,"PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Brotto, M.L.","2013","05","28","Saueressig, D.","2013","04","03","Brazil","Paraná","Irati","-50.760006","-25.56","-50.760006","-25.56",NA,NA,"IFN000017",NA,"Southern America",NA,NA,NA,"Árvore.",NA,NA,"1827",NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","2020-12-21 16:13:31-03","MBM","MBM","396184","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Engels, M.E.","2014","05","01","Engels, M.E.","2014","05","01","Brazil","Paraná","Carambeí","-50.0971984863281","-24.9178009033203",NA,NA,NA,NA,"MBM396184","MBM396184","Southern America","Catanduva de Fora",NA,NA,"Arbórea emergente, ca. 12m. Caule castanho. Acículas verdes. Estróbilos masculinos imaturos verdes. Indivíduo masculino.; Floresta Ombrófila Mista.",NA,NA,"2444","26641","auto",NA,NA,NA,NA,NA,NA,NA
"306","2020-12-21 16:13:31-03","MBM","MBM","53422","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1977","03","29","Brazil","Paraná","Catanduvas","-53.1567001342773","-25.2031002044678",NA,NA,NA,NA,"MBM053422","MBM053422","Southern America","Ibema",NA,NA,NA,NA,NA,"39867","23657","auto",NA,NA,NA,NA,NA,NA,NA
"307","2020-12-21 16:13:31-03","MBM","MBM","53423","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1977","05","05","Brazil","Paraná","Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"MBM053423","MBM053423","Southern America","Estrela",NA,NA,NA,NA,NA,"39908","32006","auto",NA,NA,NA,NA,NA,NA,NA
"308","2020-12-21 16:13:31-03","MBM","MBM","32169","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Hatschbach, G.",NA,NA,NA,"Kummrow, R.; Golte, W.; Golte, W.","1974","08","22","Brazil","Paraná","Colombo","-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,"MBM032169","MBM032169","Southern America","Rod. BR-116",NA,NA,NA,NA,NA,"279","13536","auto",NA,NA,NA,NA,NA,NA,NA
"309","2020-12-21 16:13:31-03","MBM","MBM","37603","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Hatschbach, G.",NA,NA,NA,"Kummrow, R.; Golte, W.; Golte, W.","1975","08","27","Brazil","Paraná","Coronel Vivida","-52.567798614502","-25.979700088501",NA,NA,NA,NA,"MBM037603","MBM037603","Southern America","Coronel Vivida",NA,NA,NA,NA,NA,"935","24833","auto",NA,NA,NA,NA,NA,NA,NA
"310","2020-12-21 16:13:31-03","MBM","MBM","267488","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Cordeiro, J.",NA,NA,NA,"Fabri, V.C.","2000","10","09","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM267488","MBM267488","Southern America","Capão da Imbuia",NA,NA,NA,NA,NA,"15","25180","auto",NA,NA,NA,NA,NA,NA,NA
"311","2020-12-21 16:13:31-03","MBM","MBM","244090","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Dombrowski, L.T.",NA,NA,NA,"Dombrowski, L.T.","1971","04","12","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM244090","MBM244090","Southern America","Capão da Imbuia",NA,NA,"= 231987",NA,NA,"3450","25180","auto",NA,NA,NA,NA,NA,NA,NA
"312","2020-12-21 16:13:31-03","MBM","MBM","231987","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Dombrowski, L.T.",NA,NA,NA,"Dombrowski, L.T.","1971","04","13","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM231987","MBM231987","Southern America","Capão da Imbuia",NA,NA,"= 244090",NA,NA,"3450","25180","auto",NA,NA,NA,NA,NA,NA,NA
"313","2020-12-21 16:13:31-03","MBM","MBM","393111","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Silva, J. .M.","2011","08","30","Bolson, M.","2011","08","30","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM393111","MBM393111","Southern America","Jardim Botânico Muncipal",NA,NA,"Árvore, 4m. Estéril.; Floresta Ombrófila Mista.",NA,NA,"485","25180","auto",NA,NA,NA,NA,NA,NA,NA
"314","2020-12-21 16:13:31-03","MBM","MBM","263256","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Ribas, O.S.",NA,NA,NA,"Ribas, O.S.; Pinto, A.S.; Silva, A.; Pinto, A.S.; Silva, A.","2001","07","11","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM263256","MBM263256","Southern America","Pilarzinho",NA,NA,NA,NA,NA,"3632","25180","auto",NA,NA,NA,NA,NA,NA,NA
"315","2020-12-21 16:13:31-03","MBM","MBM","393093","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Bolson, M.","2011","06","03","Bolson, M.","2011","03","28","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM393093","MBM393093","Southern America","Rampa do Setor de Ciências Biológicas",NA,NA,"Árvore do sexo feminino, 5m.",NA,NA,"477","25180","auto",NA,NA,NA,NA,NA,NA,NA
"316","2020-12-21 16:13:31-03","MBM","MBM","239332","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"Favoreto, R.F.","1999","10","15","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM239332","MBM239332","Southern America","Uberaba",NA,NA,NA,NA,NA,"1","25180","auto",NA,NA,NA,NA,NA,NA,NA
"317","2020-12-21 16:13:31-03","MBM","MBM","22489","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1971","12","06","Brazil","Paraná","General Carneiro","-51.315601348877","-26.4274997711182",NA,NA,NA,NA,"MBM022489","MBM022489","Southern America","Iratim",NA,NA,NA,NA,NA,"28328","33284","auto",NA,NA,NA,NA,NA,NA,NA
"318","2020-12-21 16:13:31-03","MBM","MBM","15325","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1969","10","08","Brazil","Paraná","Ipiranga","-50.5842018127441","-25.0238990783691",NA,NA,NA,NA,"MBM015325","MBM015325","Southern America","Rio Capivara",NA,NA,NA,NA,NA,"22352","31827","auto",NA,NA,NA,NA,NA,NA,NA
"319","2020-12-21 16:13:31-03","MBM","MBM","136747","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"Lindeman, J.; Haas, H.; Haas, H.","1966","11","05","Brazil","Paraná","Laranjeiras do Sul","-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,"MBM136747","MBM136747","Southern America","Campo Novo",NA,NA,NA,NA,NA,"2836","28404","auto",NA,NA,NA,NA,NA,NA,NA
"320","2020-12-21 16:13:31-03","MBM","MBM","232436","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Spichiger, R.; Loizeau, P.A.; Spichiger, R.; Loizeau, P.A.","1998","11","26","Brazil","Paraná","Palmas","-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,"MBM232436","MBM232436","Southern America","Rod. BR-449, km 5-10",NA,NA,NA,NA,NA,"68727","46666","auto",NA,NA,NA,NA,NA,NA,NA
"321","2020-12-21 16:13:31-03","MBM","MBM","342039","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Cordeiro, J.; Barboza, E.","2008",NA,NA,"Ribeiro, I.K.","2007","03","09","Brazil","Paraná","Pinhais","-49.1925010681152","-25.4447002410889",NA,NA,NA,NA,"MBM342039","MBM342039","Southern America",NA,NA,NA,NA,NA,NA,"s.n.","10418","auto",NA,NA,NA,NA,NA,NA,NA
"322","2020-12-21 16:13:31-03","MBM","MBM","161806","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Imaguire, N.",NA,NA,NA,"Imaguire, N.","1970","06","29","Brazil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM161806","MBM161806","Southern America","Fazenda Experimental de Agronomia",NA,NA,NA,NA,NA,"2364","12577","auto",NA,NA,NA,NA,NA,NA,NA
"323","2020-12-21 16:13:31-03","MBM","MBM","386669","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Engels, M.E.","2013","12","10","Engels, M.E.","2013","09","25","Brazil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"MBM386669","MBM386669","Southern America","Resgate FLORA Linha de transmissão elétrica Curitiba a Joinville",NA,NA,"Arbórea. Acículas verdes.; Floresta Ombrófila Mista.",NA,NA,"1700","45291","auto",NA,NA,NA,NA,NA,NA,NA
"324","2020-12-21 16:13:31-03","MBM","MBM","386669","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Engels, M.E.","2013","12","10","Engels, M.E.","2013","09","25","Brazil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"MBM386669","MBM386669","Southern America","Resgate FLORA Linha de transmissão elétrica Curitiba a Joinville",NA,NA,"Arbórea. Acículas verdes.; Floresta Ombrófila Mista.",NA,NA,"1700","45291","auto",NA,NA,NA,NA,NA,NA,NA
"325","2020-12-21 16:13:31-03","MBM","MBM","11252","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1969","05","18","Brazil","Paraná","Terra Boa","-52.4441986083984","-23.7681007385254",NA,NA,NA,NA,"MBM011252","MBM011252","Southern America","Rio Ligeiro",NA,NA,NA,NA,NA,"21544","26445","auto",NA,NA,NA,NA,NA,NA,NA
"326","2020-12-21 16:13:31-03","MBM","MBM","424210","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Ariati, V.","2019","08",NA,"Ariati, V.; Roher, D.; Bittencourt, L.S.; Bonin Junior, P.; Roher, D.; Bittencourt, L.S.; Bonin Junior, P.","2019","07","18","Brazil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"MBM424210",NA,"Southern America","UHE Tibagi Montante",NA,NA,"Árvore.; Floresta Ombrófila Mista.",NA,NA,"1748","56988","auto",NA,NA,NA,NA,NA,NA,NA
"327","2020-12-21 16:13:31-03","MBM","MBM","424228","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Jesus, J.M.A.","2019","10","03","Ariati, V.; Roher, D.; Bittencourt, L.S.; Roher, D.; Bittencourt, L.S.","2019","08","01","Brazil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"MBM424228",NA,"Southern America","UHE Tibagi Montante",NA,NA,"Floresta Ombrófila Mista.",NA,NA,"1766","56988","auto",NA,NA,NA,NA,NA,NA,NA
"328","2020-12-21 16:13:31-03","MBM","MBM","18897","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1971","08","13","Brazil","Paraná","Vitorino","-52.7839012145996","-26.2768993377686",NA,NA,NA,NA,"MBM018897","MBM018897","Southern America","Vitorino",NA,NA,NA,NA,NA,"26915","15556","auto",NA,NA,NA,NA,NA,NA,NA
"329","2020-12-21 16:13:31-03","MBM","MBM","405247","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Andreata, R.","2006",NA,NA,"Forzza, R.C.; Santos-Silva, F.; Neves, B.T.; Barboza, E.; Santos-Silva, F.; Neves, B.T.; Barboza, E.","2012","10","06","Brazil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"MBM405247","MBM405247","Southern America","Itapuaçú",NA,NA,"Árvore, ca. 20 m alt. Estróbilos castanhos.",NA,NA,"7357","57442","auto",NA,NA,NA,NA,NA,NA,NA
"330","2020-12-21 16:13:31-03","MBM","MBM","119121","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Poloni, M.",NA,NA,NA,"Poloni, M.; Wasum, R.; Wasum, R.","1987","11","06","Brazil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"MBM119121","MBM119121","Southern America","Campus da UDS",NA,NA,NA,NA,NA,"3702","49662","auto",NA,NA,NA,NA,NA,NA,NA
"331","2020-12-21 16:13:31-03","MBM","MBM","275792","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Butzke, A.",NA,NA,NA,"Butzke, A.; et al.; et al.","1993","05","12","Brazil","Rio Grande do Sul","Erechim","-52.2738990783691","-27.6341991424561",NA,NA,NA,NA,"MBM275792","MBM275792","Southern America","Parque L. Malinowski",NA,NA,NA,NA,NA,"75","46790","auto",NA,NA,NA,NA,NA,NA,NA
"332","2020-12-21 16:13:31-03","MBM","MBM","2982","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Reitz, R.",NA,NA,NA,"Reitz, R.; Klein, R.M.; Klein, R.M.",NA,NA,NA,"Brazil","Santa Catarina","Caçador","-51.0149993896484","-26.7752990722656",NA,NA,NA,NA,"MBM002982","MBM002982","Southern America","Rio do Bugre",NA,NA,NA,NA,NA,"12865","38516","auto",NA,NA,NA,NA,NA,NA,NA
"333","2020-12-21 16:13:31-03","MBM","MBM","61428","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Hatschbach, G.",NA,NA,NA,"Landrum, L.R.","1977","11","21","Brazil","Santa Catarina","Lages","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"MBM061428","MBM061428","Southern America","Otacílio Costa",NA,NA,NA,NA,NA,"2655","70701","auto",NA,NA,NA,NA,NA,NA,NA
"334","2020-12-21 16:13:31-03","MBM","MBM","348916","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Verdi, M.","2008","04","17","Verdi, M.; et al.; et al.","2008","04","17","Brazil","Santa Catarina","São Joaquim","-49.9317016601562","-28.2938995361328",NA,NA,"1449","1449","MBM348916","MBM348916","Southern America",NA,NA,NA,"FOM. Floresta em estágio médio de regeneração",NA,NA,"623","48290","auto",NA,NA,NA,NA,NA,NA,NA
"335","2020-12-21 16:13:31-03","MBM","MBM","53240","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Reitz, R.",NA,NA,NA,"Reitz, R.; Klein, R.M.; Klein, R.M.","1958","09","20","Brazil","Santa Catarina","Urussanga","-49.32080078125","-28.5177993774414",NA,NA,NA,NA,"MBM053240","MBM053240","Southern America","Pinhal da Companhia Lauro Muller",NA,NA,NA,NA,NA,"7188","14548","auto",NA,NA,NA,NA,NA,NA,NA
"336","2019-08-15 09:04:40-03","UESC","UESC","21994","S","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"Carlos André Espolador Leitão","2012","05","07","Brasil","Bahia","Santana do Riacho","-40.804167","-14.89","40w48'15''","14s53'24''","883","883","UESC0021994",NA,NA,NA,NA,NA,"Cultivada. Chapa IMG_4991.","Gymnospermae","Florideophycidae","35",NA,NA,"Pinopsida",NA,NA,NA,NA,NA,NA
"337","2015-09-03 18:31:25-03","MNHN","RECOLNAT_MNHN_P","P01635402","PreservedSpecimen",NA,"Araucariaceae","Araucaria","brasiliana","Araucaria brasiliana","A.Rich.",NA,NA,NA,NA,"Schnell, R.","1958","8","25","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"P01635402","P01635402_01",NA,"Jardim de l´Institut Botanique de São Paulo.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01635402' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8506",NA
"338","2015-09-03 18:31:25-03","MNHN","RECOLNAT_MNHN_P","P01635403","PreservedSpecimen",NA,"Araucariaceae","Araucaria","brasiliana","Araucaria brasiliana","A.Rich.",NA,NA,NA,NA,"Gaudichaud","1836","3","1","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"P01635403","P01635403_01",NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01635403' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2015-09-03 18:31:25-03","MNHN","RECOLNAT_MNHN_P","P01635406","PreservedSpecimen",NA,"Araucariaceae","Araucaria","brasiliana","Araucaria brasiliana","A.Rich.",NA,NA,NA,NA,"Saint-Hilaire","1816","1","1","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"P01635406","P01635406_01",NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01635406' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1627",NA
"340","2015-09-29 08:14:52-03","MNHN","RECOLNAT_MNHN_P","P00722095","PreservedSpecimen",NA,"Araucariaceae","Araucaria","brasiliana","Araucaria brasiliana","A.Rich.",NA,NA,NA,NA,"Gaudichaud, C.","1818",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,"P00722095","P00722095_01",NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00722095' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type"
"341","2015-10-01 01:09:13-03","MNHN","RECOLNAT_MNHN_P","P00722096","PreservedSpecimen",NA,"Araucariaceae","Araucaria","brasiliana","Araucaria brasiliana","A.Rich.",NA,NA,NA,NA,"Bonpland, A.J.A.",NA,NA,NA,"Argentine",NA,NA,NA,NA,NA,NA,NA,NA,"P00722096","P00722096_01",NA,"Province de Corrientes","hb",NA,"Sur la même planche que P00722097 Voir s'il est différent de l'Araucaria du Chili [A.Rich. scr.] <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00722096' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"989","type"
