"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","recordNumber","phylum","order","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","typeStatus","eventTime","fieldNumber","individualCount","sex"
"11","2020-09-23 10:43:50-03","E","E","205571","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum",NA,NA,"Pirani, J.R.; Campos, M.T.V.A.; Nunes, J.V.C.; Parra, L.R.","1992","01","30","BR","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"E00205571",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:218594","<a href=http://data.rbge.org.uk/herb/E00205571 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-09-23 10:43:50-03","E","E","221585","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum",NA,NA,"Philcox, D., Fereira, A. & Bertoldo, J.","1967","12","02","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00221585",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:232037","<a href=http://data.rbge.org.uk/herb/E00221585 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","3342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-09-23 10:43:50-03","E","E","105967","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum",NA,NA,"Proenca, C. & Silva, M.A.","1994","05","23","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00105967",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:115455","<a href=http://data.rbge.org.uk/herb/E00105967 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","1179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-09-23 10:43:50-03","E","E","221587","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum",NA,NA,"Argent, G.; Ramos, J.; Richards, P.W. & Souza, R.","1967","09","15","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00221587",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:232035","<a href=http://data.rbge.org.uk/herb/E00221587 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","6406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-09-23 10:43:50-03","E","E","40308","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum",NA,NA,"Bridgewater, S. & García, A. Ibáñez","1996","10","23","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00040308",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:48533","<a href=http://data.rbge.org.uk/herb/E00040308 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-09-23 10:43:50-03","E","E","221590","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum",NA,NA,"Argent, G.","1968","08","21","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00221590",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:232032","<a href=http://data.rbge.org.uk/herb/E00221590 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","6755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-09-23 10:43:50-03","E","E","221593","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum",NA,NA,"Martius",NA,NA,NA,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00221593",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:232016","<a href=http://data.rbge.org.uk/herb/E00221593 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-09-23 10:43:50-03","E","E","221588","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum",NA,NA,"Argent, G.; Ramos, J.; Richards, P.W. & Souza, R.","1967","09","30","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00221588",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:232034","<a href=http://data.rbge.org.uk/herb/E00221588 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","6569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-09-23 10:43:50-03","E","E","221595","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum",NA,NA,"Gardner, George","1905","01","10","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00221595",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:232014","<a href=http://data.rbge.org.uk/herb/E00221595 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-09-23 10:43:50-03","E","E","104933","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum",NA,NA,"Gottsberger, I.S. & Gottsberger, G.K.","1978","04","21","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00104933",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:114662","<a href=http://data.rbge.org.uk/herb/E00104933 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-09-23 10:43:50-03","E","E","105986","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum",NA,NA,"Lopes, E. & Rose, M.F.C.","1990","06","11","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00105986",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:115440","<a href=http://data.rbge.org.uk/herb/E00105986 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-09-23 10:43:50-03","E","E","105976","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum",NA,NA,"Ratter, J.A.; Argent, G.C.G.; Gibbs, P.E.; Shepherd, G.J. & de Rocha, D.M.S.","1983","11","11","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00105976",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:115441","<a href=http://data.rbge.org.uk/herb/E00105976 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-09-23 10:43:50-03","E","E","105968","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum",NA,NA,"Carvalho, D.A.","1989","11","22","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00105968",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:115454","<a href=http://data.rbge.org.uk/herb/E00105968 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-09-23 10:43:50-03","E","E","104940","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum",NA,NA,"Gottsberger, I.S. & Gottsberger, G.K.","1974","11","09","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00104940",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:114655","<a href=http://data.rbge.org.uk/herb/E00104940 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-09-23 10:43:50-03","E","E","105975","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum",NA,NA,"Ratter, J.A., Proenca, C., Filho, J.F., Dos Santos, J.B., de Oliveira, N.R. & Pais, N.O.","1993","11","15","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00105975",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:115444","<a href=http://data.rbge.org.uk/herb/E00105975 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-09-23 10:43:50-03","E","E","221592","PreservedSpecimen","Plantae","Styracaceae","Styrax","chrysasterus","Styrax chrysasterus",NA,NA,"Sellow, F.",NA,NA,NA,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00221592",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:232030","<a href=http://data.rbge.org.uk/herb/E00221592 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1182294","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum","Pohl","C. Grey-Wilson","R. M. Harley","1974","01","29","Brazil","Bahia",NA,"Ca. 6 km N of Barra da Estiva not far from Rio Preto","-41.3","-13.58",NA,NA,"1100","1100","NY01182294","NY01182294_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1399612' target='other'> <mi>dwc_moreinfo</mi></a>","15656","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","821600","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum","Pohl","D. C. Zappi","W. Ganev","1992","05","16","Brazil","Bahia","Abaíra","Distrito de Catolés: Bem Querer. Próximo Roca de Mariano.","-41.88","-13.28",NA,NA,"1250","1250","NY00821600","NY00821600_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=898910' target='other'> <mi>dwc_moreinfo</mi></a>","302","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1019348","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum","Pohl","D. C. Zappi","W. Ganev","1994","06","17","Brazil","Bahia","Abaíra","Jambreiro.","-41.85","-13.3",NA,NA,"1100","1100","NY01019348","NY01019348_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1280678' target='other'> <mi>dwc_moreinfo</mi></a>","3392","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","821599","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum","Pohl","D. C. Zappi","W. Ganev","1994","06","17","Brazil","Bahia","Abaíra","Jambreiro.","-41.85","-13.3",NA,NA,"1100","1100","NY00821599","NY00821599_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=898909' target='other'> <mi>dwc_moreinfo</mi></a>","3392","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","821597","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum","Pohl","D. C. Zappi","W. Ganev","1992","11","24","Brazil","Bahia","Abaíra","Catolés de Cima: Beira do Córrego do Bem Querer","-41.88","-13.28",NA,NA,"1280","1280","NY00821597","NY00821597_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=898893' target='other'> <mi>dwc_moreinfo</mi></a>","1564","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1182582","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum","Pohl","P. W. Fritsch","P. Clausen",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY01182582","NY01182582_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1407037' target='other'> <mi>dwc_moreinfo</mi></a>","706A","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1522491","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum","Pohl",NA,"R. C. Forzza","2007","07","20","Brazil","Goiás","Mossâmedes","Riacho na base da Serra Dourada.","-50.1856","-16.1",NA,NA,"691","691","NY01522491","NY01522491_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1753060' target='other'> <mi>dwc_moreinfo</mi></a>","4554","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","945329","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum","Pohl","P. W. Fritsch","W. W. Thomas","1988","02","15","Brazil","Minas Gerais","Almenara","Morro do Cruzeiro, across Rio Jequitinhonha from Almenara.","-40.63","-16.2",NA,NA,"700","900","NY00945329","NY00945329_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031932' target='other'> <mi>dwc_moreinfo</mi></a>","5996","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","945331","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum","Pohl","P. W. Fritsch","B. A. d. Silva Pereira","1997","01","18","Brazil","Minas Gerais","Paracatu","Fazenda Ponte Nova.","-46.33","-17.17",NA,NA,"700","700","NY00945331","NY00945331_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031944' target='other'> <mi>dwc_moreinfo</mi></a>","3346","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1182581","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum","Pohl","P. W. Fritsch","P. Clausen",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"NY01182581","NY01182581_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1407035' target='other'> <mi>dwc_moreinfo</mi></a>","23","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1182340","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum","Pohl","P. W. Fritsch","E. P. Heringer","1975","05","20","Brazil","Distrito Federal","Brasília","Catetinho.","-47.988069","-15.948311",NA,NA,NA,NA,"NY01182340","NY01182340_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401106' target='other'> <mi>dwc_moreinfo</mi></a>","14636","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1182584","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum","Pohl","P. W. Fritsch","P. Clausen",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"NY01182584","NY01182584_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1407044' target='other'> <mi>dwc_moreinfo</mi></a>","23","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","821596","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum","Pohl","D. C. Zappi","W. Ganev","1993","01","04","Brazil","Bahia","Abaíra","Estrada Catolés-Barra, após o salão","-41.88","-13.27",NA,NA,"1200","1200","NY00821596","NY00821596_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=898892' target='other'> <mi>dwc_moreinfo</mi></a>","1774","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1552094","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum","Pohl",NA,"L. Echternacht","2004","01","25","Brazil","Minas Gerais","Carmópolis","Carmópolis de Minas. Estação Ecológica da Mata do Cedro.",NA,NA,NA,NA,NA,NA,"NY01552094","NY01552094_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1434795' target='other'> <mi>dwc_moreinfo</mi></a>","213","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1182580","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum","Pohl","P. W. Fritsch","P. Clausen",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"NY01182580","NY01182580_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1407032' target='other'> <mi>dwc_moreinfo</mi></a>","23","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1182300","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum","Pohl","R. M. Harley","R. M. Harley","1977","02","13","Brazil","Bahia",NA,"15-20 km. from Andaraí, along the road to Itaeté which branches East off the road to Mucugé.","-41.2","-12.85",NA,NA,"500","600","NY01182300","NY01182300_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1399619' target='other'> <mi>dwc_moreinfo</mi></a>","18629","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","945330","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum","Pohl","P. W. Fritsch","F. C. A. Oliveira","1996","11","01","Brazil","Goiás","Niquelândia","Maceo; cerca de 3 km da estrada à direita da mina de níquel","-48.4192","-14.3867",NA,NA,"1005","1005","NY00945330","NY00945330_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031940' target='other'> <mi>dwc_moreinfo</mi></a>","715","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","821598","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum","Pohl","D. C. Zappi","W. Ganev","1992","06","08","Brazil","Bahia","Abaíra","Piatã, encosta Morro do Santana. Fundo da Igreja","-41.6633","-13.2497",NA,NA,"1270","1270","NY00821598","NY00821598_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=898904' target='other'> <mi>dwc_moreinfo</mi></a>","446","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","1182265","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum","Pohl","P. W. Fritsch","G. Eiten","1959","12","10","Brazil","São Paulo","Moji-Guaçu","Campos das Sete Lagôas. Fazenda Campininha, just north of Rio Moji-Guaçu. 7km NNW of Padua Sales. (About 27km NW of city of Moji-Mirim). 3km N of river.","-47.142","-22.242",NA,NA,"575","625","NY01182265","NY01182265_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1399534' target='other'> <mi>dwc_moreinfo</mi></a>","1546","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","02715898","PreservedSpecimen","Plantae","Styracaceae","Styrax","camporum","Styrax camporum","Pohl","R. C. Asprino","A. M. Amorim","1999","04","24","Brazil","Bahia","Campo Formoso","Estrada de acesso ao morro da torre de transmissao","-40.32","-10.5",NA,NA,NA,NA,"NY02715898","NY02715898_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=432492' target='other'> <mi>dwc_moreinfo</mi></a>","2936","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
