"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","class","typeStatus"
"54","2020-09-12 05:00:02-03","US","US","2678700","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.",NA,"M. Kuhlmann","s.n.","1948","2","27","South America - Neotropics","Brazil","São Paulo",NA,"Estacao biologica, paranapiacaba",NA,NA,NA,NA,"US00028821","US00028821_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"55","2020-09-12 05:00:02-03","US","US","2810423","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius-Silva, R.","T. R. Soderstrom","2154","1976","4","20","South America - Neotropics","Brazil","Bahia","Ubaitaba","Ubaitaba, br-101, fazenda santa rita","-39.323299407959","-14.3125",NA,NA,"US00029010","US00029010_01","150","200",NA,NA,"27575","auto",NA,NA,NA,"1","Monocotyledonae",NA
"56","2020-09-12 05:00:02-03","US","US","2725815","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius-Silva, R.","C. E. Calderón","2376","1976","4","11","South America - Neotropics","Brazil","Bahia","Jaguaquara","Jaguaquara, apuarema","-39.9707984924316","-13.5305995941162",NA,NA,"US00029006","US00029006_01","550","550",NA,NA,"34448","auto",NA,NA,NA,"1","Monocotyledonae",NA
"57","2020-09-12 05:00:02-03","US","US","2810428","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius-Silva, R.","T. R. Soderstrom","2154","1976","4","20","South America - Neotropics","Brazil","Bahia","Ubaitaba","Ubaitaba, br-101, fazenda santa rita","-39.323299407959","-14.3125",NA,NA,"US00029015","US00029015_01","150","200",NA,NA,"27575","auto",NA,NA,NA,"1","Monocotyledonae",NA
"58","2020-09-12 05:00:02-03","US","US","2982152","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius-Silva, R.","T. Da Silva","s.n.","1980","1","15","South America - Neotropics","Brazil","São Paulo",NA,"Parque do estado, instituto de botanica, sao paulo",NA,NA,NA,NA,"US00007332","US00007332_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"59","2020-09-12 05:00:02-03","US","US","2925817","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius-Silva, R.","C. E. Calderón","2376","1976","4","11","South America - Neotropics","Brazil","Bahia","Jaguaquara","Jaguaquara, apuarema","-39.9707984924316","-13.5305995941162",NA,NA,"US00029007","US00029007_01","550","550",NA,NA,"34448","auto",NA,NA,NA,"1","Monocotyledonae",NA
"60","2020-09-12 05:00:02-03","US","US","2722790","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius-Silva, R.","C. E. Calderón & R. S. Pinheiro","2257","1972","3","8","South America - Neotropics","Brazil","Bahia","Jaguaquara","Riacho de ouro","-39.9707984924316","-13.5305995941162",NA,NA,"US00026413","US00026413_01","625","625",NA,NA,"34448","auto",NA,NA,NA,"1","Monocotyledonae",NA
"61","2020-09-12 05:00:02-03","US","US","2999912","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.",NA,"M. Kuhlmann & J. F. Toledo","s.n.","1948","3","10","South America - Neotropics","Brazil","São Paulo",NA,"Jardim botanico",NA,NA,NA,NA,"US00028824","US00028824_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"62","2020-09-12 05:00:02-03","US","US","2043752","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.",NA,"B. J. Pickel","5932","1949","1","5","South America - Neotropics","Brazil","São Paulo",NA,"Serra da cantareira",NA,NA,NA,NA,"US00026447","US00026447_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"63","2020-09-12 05:00:02-03","US","US","2810426","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius-Silva, R.","T. R. Soderstrom","2154","1976","4","20","South America - Neotropics","Brazil","Bahia","Ubaitaba","Ubaitaba, br-101, fazenda santa rita","-39.323299407959","-14.3125",NA,NA,"US00029013","US00029013_01","150","200",NA,NA,"27575","auto",NA,NA,NA,"1","Monocotyledonae",NA
"64","2020-09-12 05:00:02-03","US","US","3084835","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius-Silva, R.","R. Reitz & R. M. Klein","18105","1968","5","5","South America","Brazil","Santa Catarina",NA,"Morro spitzkopf, blumenau",NA,NA,NA,NA,"US00058824","US00058824_01","700","700",NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"65","2020-09-12 05:00:02-03","US","US","2925816","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius-Silva, R.","C. E. Calderón","2376","1976","4","11","South America - Neotropics","Brazil","Bahia","Jaguaquara","Jaguaquara, apuarema","-39.9707984924316","-13.5305995941162",NA,NA,"US00029005","US00029005_01","550","550",NA,NA,"34448","auto",NA,NA,NA,"1","Monocotyledonae",NA
"66","2020-09-12 05:00:02-03","US","US","2925819","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius-Silva, R.","C. E. Calderón","2376","1976","4","11","South America - Neotropics","Brazil","Bahia","Jaguaquara","Jaguaquara, apuarema","-39.9707984924316","-13.5305995941162",NA,NA,"US00029009","US00029009_01","550","550",NA,NA,"34448","auto",NA,NA,NA,"1","Monocotyledonae",NA
"67","2020-09-12 05:00:02-03","US","US","2900192","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius-Silva, R.","Collector unknown","s.n.","1980","1","18","South America - Neotropics","Brazil","São Paulo",NA,"Reserva biologica, sao paulo",NA,NA,NA,NA,"US00007328","US00007328_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"68","2020-09-12 05:00:02-03","US","US","2992808","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius-Silva, R.","F. A. McClure","21294","1943","11","8","South America - Neotropics","Brazil","São Paulo",NA,"Estacao biologica do alto da serra",NA,NA,NA,NA,"US00028925","US00028925_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"69","2020-09-12 05:00:02-03","US","US","2810427","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius-Silva, R.","T. R. Soderstrom","2154","1976","4","20","South America - Neotropics","Brazil","Bahia","Ubaitaba","Ubaitaba, br-101, fazenda santa rita","-39.323299407959","-14.3125",NA,NA,"US00029014","US00029014_01","150","200",NA,NA,"27575","auto",NA,NA,NA,"1","Monocotyledonae",NA
"70","2020-09-12 05:00:02-03","US","US","601203","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius-Silva, R.","P. K. Dusén","11990","1911","7","28","South America","Brazil","Paraná",NA,"Pato de cima",NA,NA,NA,NA,"US00028624","US00028624_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"71","2020-09-12 05:00:02-03","US","US","2992809","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius-Silva, R.","F. A. McClure","21294","1943","11","8","South America - Neotropics","Brazil","São Paulo",NA,"Estacao biologica do alto da serra",NA,NA,NA,NA,"US00028924","US00028924_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"72","2020-09-12 05:00:02-03","US","US","2722795","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius-Silva, R.","C. E. Calderón & R. S. Pinheiro","2257","1972","3","8","South America - Neotropics","Brazil","Bahia","Jaguaquara","Riacho de ouro","-39.9707984924316","-13.5305995941162",NA,NA,"US00026418","US00026418_01","625","625",NA,NA,"34448","auto",NA,NA,NA,"1","Monocotyledonae",NA
"73","2020-09-12 05:00:02-03","US","US","2810425","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius-Silva, R.","T. R. Soderstrom","2154","1976","4","20","South America - Neotropics","Brazil","Bahia","Ubaitaba","Ubaitaba, br-101, fazenda santa rita","-39.323299407959","-14.3125",NA,NA,"US00029012","US00029012_01","150","200",NA,NA,"27575","auto",NA,NA,NA,"1","Monocotyledonae",NA
"74","2020-09-12 05:00:02-03","US","US","2678696","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.",NA,"M. Kuhlmann & J. F. Toledo","s.n.","1948","3","10","South America - Neotropics","Brazil","São Paulo",NA,"Jardim botanico; sao paulo",NA,NA,NA,NA,"US00028822","US00028822_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"75","2020-09-12 05:00:02-03","US","US","2900191","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.",NA,"M. Kuhlmann","54764","1948","2","27","South America - Neotropics","Brazil","São Paulo",NA,"Estacao biologica; paanapiacaba",NA,NA,NA,NA,"US00028823","US00028823_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"76","2020-09-12 05:00:02-03","US","US","3301544","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius-Silva, R.","L. G. Clark & M. Morel","830","1991","2","25","South America - Neotropics","Brazil","São Paulo",NA,"Salesopolis, rio claro-sabesp","-45.9","-22.6",NA,NA,"US00520253","US00520253_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"77","2020-09-12 05:00:02-03","US","US","2919917","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius-Silva, R.","A. B. Joly","8450","1948","6","14","South America - Neotropics","Brazil",NA,NA,"Serra",NA,NA,NA,NA,"US00021204","US00021204_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"78","2020-09-12 05:00:02-03","US","US","1962695","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.",NA,"A. Netto","15189","1948","5","26","South America - Neotropics","Brazil",NA,NA,"Serra do mar; estradade ferro",NA,NA,NA,NA,"US00026445","US00026445_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"79","2020-09-12 05:00:02-03","US","US","2722792","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius-Silva, R.","C. E. Calderón & R. S. Pinheiro","2257","1972","3","8","South America - Neotropics","Brazil","Bahia","Jaguaquara","Riacho de ouro","-39.9707984924316","-13.5305995941162",NA,NA,"US00026415","US00026415_01","625","625",NA,NA,"34448","auto",NA,NA,NA,"1","Monocotyledonae",NA
"80","2020-09-12 05:00:02-03","US","US","2992810","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius-Silva, R.","F. A. McClure","21294","1943","11","8","South America - Neotropics","Brazil","São Paulo",NA,"Estacao biologica do alto da serra",NA,NA,NA,NA,"US00028922","US00028922_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"81","2020-09-12 05:00:02-03","US","US","2910575","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.",NA,"P. G. Windisch","2788","1980","4","14","South America - Neotropics","Brazil","São Paulo",NA,"Serra da mantiqueira, parque estadual de campos de jordac",NA,NA,"Bulky fruit",NA,"US00028825","US00028825_01","1500","1500",NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"82","2020-09-12 05:00:02-03","US","US","2900166","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius-Silva, R.","T. Da Silva","s.n.","1980","1","15","South America - Neotropics","Brazil","São Paulo",NA,"Instituto de botanica, parque do estado, sao paulo",NA,NA,NA,NA,"US00007330","US00007330_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"83","2020-09-02 16:36:51-03","Cenargen","CEN","51551","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","R. Vinícius-Silva","Theophilo Salem da Silva - SP",NA,"1980","01","15",NA,"Brasil","SP","SAO PAULO","10 Km ao sul do centro da cidade de São Paulo, nos campos do Parque do Estado e Instituto de Botânica.","-46.6300010681152","-23.5400009155273","Exsicatas","Doação do Instituto de Botânica SP.","CEN00051551",NA,NA,NA,"2018","06","53584","auto",NA,NA,NA,"1",NA,NA
"84","2021-03-15 18:29:26-03","USP","SPF","225664","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Grombone-Guaratini, MT","Furlan, CM","70","2016","02","17",NA,"Brasil","São Paulo","São Paulo","Jardim Botânico de São Paulo","-46.620611","-23.641861",NA,"Bambu lenhoso, em touceiras, colmo verde de até 10 cm de diâmetro. Voucher de estudo fitoquímico.; Mata.","SPF00225664",NA,"800","800","2016","02",NA,NA,"17","-46.620611","-23.641861",NA,NA,NA
"85","2019-11-13 11:28:52-03","USP","SPF","84302","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Ferreira, FM","Netto, A","6","1948","05","26",NA,"Brasil","São Paulo",NA,"Alto da Serra",NA,NA,NA,NA,"SPF00084302",NA,NA,NA,"2007","04",NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-11-13 11:28:52-03","USP","SPF","104536","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Sendulsky, T","Joly, AB","s.n.","1948","06","14",NA,"Brasil","São Paulo","Santo André","Alto da Serra","-46.5299987792969","-23.6599998474121",NA,NA,"SPF00104536",NA,NA,NA,"2000","10","27258","auto",NA,NA,NA,NA,NA,NA
"87","2021-03-15 18:29:26-03","USP","SPF","212006","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Shirasuna, R","Pace, MR; Villagra, BLP","177","2012","02","02",NA,"Brasil","São Paulo","Santo André","Reserva Biológica Alto da Serra de Paranapiacaba, Trilha 17.","-46.5299987792969","-23.6599998474121",NA,"Planta escandente. Porção apical do ramo com tricomas aderentes.; Floresta Ombrófila Densa Montana.","SPF00212006",NA,NA,NA,"2012","02","27258","auto","15",NA,NA,NA,NA,NA
"88","2019-11-13 11:28:52-03","USP","SPF","12123","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Shirasuna, RT","Hoehne, W","2967","1949","01","24",NA,"Brasil","São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,"SPF00012123",NA,NA,NA,"2011",NA,"53584","auto",NA,NA,NA,NA,NA,NA
"89","2014-04-04 18:28:18-03","PNFM","IRAI","7111","S","Plantae","Magnoliophyta",NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Shirasuna, R.T.","Villagra, B.L.P.","330","2012","02","02",NA,"Brasil","São Paulo","Santo André","Reserva Biológica do Alto da Serra de Paranapiacaba, trilha 5","-46.316778","-23.777417",NA,"Bambu escandente, 8 m","IRAI00007111",NA,"840","840",NA,NA,NA,NA,NA,"-46.316778","-23.777417",NA,NA,NA
"90","2019-10-07 09:22:08-03","UEFS","HUEFS","85142","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.",NA,"Silva, T.S.da","s/n","1980","01","15",NA,"Brasil","São Paulo","São Paulo","10 km ao sul do centro da cidade de São Paulo, nos campos do Instituto de Botânica e Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,"HUEFS0085142","HUEFS0085142",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,"Lilianae",NA
"91","2019-10-07 09:22:08-03","UEFS","HUEFS","133225","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","R.V.Silva","Ferreira, F.M.","1793","2007","11","16",NA,"Brasil","Bahia","Amargosa","Serra do Timbó, Fazenda do sr.Arlindo.","-39.6046981811523","-13.0303001403809",NA,NA,"HUEFS0133225","HUEFS0133225",NA,NA,"2015","07","22699","auto",NA,NA,NA,NA,"Lilianae",NA
"92","2019-10-07 09:22:08-03","UEFS","HUEFS","111035","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","A.C.Mota","Lopes, M.M.M.","412","2006","01","08",NA,"Brasil","Bahia","Camacan","RPPN Serra Bonita. 9,7 km W de Camacã na estrada para Jacarecí, daí 6 km SW na estrada para a RPPN e Torre da Embratel.","-39.565278","-15.391667",NA,"Floresta Ombrófila Densa Montana.","HUEFS0111035","HUEFS0111035","850","850","2008","12",NA,NA,NA,"39W33'55''","15S23'30''",NA,"Lilianae",NA
"93","2019-10-07 09:22:08-03","UEFS","HUEFS","127248","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","A.C.Mota","Mota, A.C.","62","2007","05","26",NA,"Brasil","Bahia","Camacan","RPPN Serra Bonita. Trilha da pousada em direção a cachoeira.","-39.565278","-15.391667",NA,"Floresta ombrófila densa montana.","HUEFS0127248","HUEFS0127248","835","1000","2008","12",NA,NA,NA,"39W33'55''","15S23'30''",NA,"Lilianae",NA
"94","2019-10-07 09:22:08-03","UEFS","HUEFS","168485","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.",NA,"Mota, A.C.","203","2008","01","25",NA,"Brasil","Bahia","Camacan","RPPN Serra Bonita, trilha da bapeba.","-39.565278","-15.391667",NA,"Floresta Ombrófila Densa Montana","HUEFS0168485","HUEFS0168485","500","940",NA,NA,NA,NA,NA,"39W33'55''","15S23'30''",NA,"Lilianae",NA
"95","2020-09-22 13:49:00-03","USP","SPFW","6532","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.",NA,"Pace, M.R. Villagra, B.","177",NA,NA,NA,NA,"Brasil","São Paulo","Paranapiacaba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-11-01 15:16:27-03","UnB","UB","185967","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Filgueiras, TS","Krieger, PL","9803","1970","12","28","Southern America","Brasil","Paraná ","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,"Flor e fruto.; Na mata (taquaral).","UB0020843","UB0020843",NA,NA,"2012","05","46557","auto","22",NA,NA,NA,NA,NA
"97","2019-11-01 15:16:27-03","UnB","UB","155268","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinícius-Silva, R","Kuhlmann, M; Kuhn, E","3153","1949","01","26","Southern America","Brasil","São Paulo","Salesópolis","Salesópolis","-45.8400001525879","-23.5300006866455",NA,"Florido em Janeiro de 1949","UB0125615","UB0125615",NA,NA,"2018","06","18032","auto","19",NA,NA,NA,NA,NA
"98","2019-11-01 15:16:27-03","UnB","UB","155267","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinícius-Silva, R","Silva, TS","s.n.","1980","01",NA,"Southern America","Brasil","São Paulo","São Paulo","10km ao sul do centro da cidade de São Paulo, nos campos do Instituto de Botânica e Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"2018","06","53584","auto","19",NA,NA,NA,NA,NA
"99","2019-05-06 12:01:41-03","UFU","HUFU","66816","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.",NA,"Stubblebine, W.H.; et al.","551","1980","11","18",NA,"Brasil","Minas Gerais","Poços de Caldas","Mata da Colina","-46.564722","-21.838889",NA,"3m com inflorescência bem aberta.; Mata.","HUFU00031916","HUFU00031916",NA,NA,NA,NA,NA,NA,NA,"-46.564722","-21.838889",NA,NA,NA
"100","2021-03-04 15:42:12-03","IF","SPSF","03256","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Merostachys","neesii","Merostachys neesii",NA,NA,"D.Bento Pickel",NA,"1949","01","05","América do Sul","Brasil","SP","São Paulo","Serra da Cantereira","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,"Liliopsida",NA
"101","2017-09-11 17:12:45-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.",NA,"?","s.n.",NA,NA,NA,NA,"?",NA,NA,"alia ejusdem numeri specimina ad Merostachyn speciosam pertinent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2017-09-11 17:12:45-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.",NA,"?","s.n.",NA,NA,NA,NA,"?",NA,NA,"alia ejusdem numeri specimina ad Merostachyn speciosam pertinent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2017-09-11 17:12:45-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.",NA,"Sellow, F","1286ex p.",NA,NA,NA,"Southern America","Brazil",NA,NA,"in Brasilia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2017-09-11 17:12:45-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.",NA,"Sello, HL","1286ex p.",NA,NA,NA,"Southern America","Brazil",NA,NA,"in Brasilia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2017-09-11 17:12:45-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.",NA,"?","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"in Brasilia australi, cum Merostachy speciosa sub eodem numero missa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2017-09-11 17:12:45-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.",NA,"?","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"in Brasilia australi, cum Merostachy speciosa sub eodem numero missa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2017-09-11 17:12:45-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.",NA,"Keller, R","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"etiam ad fluvium Madeira prov. Grâo Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2017-09-11 17:12:45-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.",NA,"Keller, R","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"etiam ad fluvium Madeira prov. Grâo Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-02-08 12:53:48-03","UFRGS","ICN","144944","S","Plantae","Monocotyledon",NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinícius-Silva, R","da Silva, TS","s.n.","1980","01","15","América do Sul","Brasil","SP","São Paulo","10 km ao sul do centro da cidade de São Paulo nos campos do Instituto de Botânica e Parque do Estado","-46.6300010681152","-23.5400009155273",NA,"Doação Herbário SP",NA,NA,NA,NA,"2018","06","53584","auto","19",NA,NA,NA,NA,NA
"110","2019-11-21 10:15:56-03","IBt","SP","249449","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Shirasuna, RT","Clark, L; Morel, M","830","1991","02","25",NA,"Brasil","São Paulo","Salesópolis","Estação Biológica de Boracéia, Reserva Hidrológica do Rio Claro - SABESP, trail to Campos da Boraceia","-45.9","-22.6",NA,NA,NA,NA,"850","850","2011",NA,NA,NA,NA,"-45.9","-22.6",NA,NA,NA
"111","2019-11-21 10:15:56-03","IBt","SP","337795","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Sarahyba, LS; Sendulsky, T; Gomes, DMS","1035","1999","09","14",NA,"Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, IBt. Trilha junto ao prédio da DF, inicia em frente ao Anfiteatro e termina no Horto do Hoehne, lado esquerdo da trilha.","-42.416667","-22.383333",NA,NA,NA,NA,NA,NA,"2017","06",NA,NA,"29","-42.416667","-22.383333",NA,NA,NA
"112","2019-11-21 10:15:59-03","IBt","SP","412184","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Shirasuna, RT; Filgueiras, TS","2230","2009","03","12",NA,"Brasil","São Paulo","Santo André","Reserva Biológica de Paranapiacaba","-46.18877","-23.46718",NA,NA,NA,NA,"794","794","2017","06",NA,NA,"29","-46.18877","-23.46718",NA,NA,NA
"113","2019-11-21 10:15:59-03","IBt","SP","406460","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Shirasuna, RT","1782","2008","10","07",NA,"Brasil","São Paulo","Mauá","Rodoanel, trecho sul, OEA 110, lote 1.","-46.30981","-23.45285",NA,NA,NA,NA,"802","802","2017","06",NA,NA,"29","-46.30981","-23.45285",NA,NA,NA
