"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","class","dayIdentified","coordinatePrecision","geoFlag","typeStatus","individualCount","fieldNumber","relatedCatalogItem"
"11","2019-02-15 11:34:54-02","IPA","IPA","60943","S","Plantae","Plantae",NA,"Bignoniaceae","Adenocalymma","hypostictum","Adenocalymma hypostictum","Bureau & K. Schum.","Silva-Castro, M.M.","Bautista, H.P.; Roque, N.; Ribeiro, T.; Roque, N.; Ribeiro, T.","3221","2002","03","12","Southern America","Brasil","Bahia","Brumado","Serra das Éguas, próximo à torre da Embratel.","-41.749444","-14.196111","1130","1130",NA,"Arbusto com ramos decumbentes. Folhas discolores. Sépalas creme-esverdeadas, corola alva com fauce amarela. Frutos imaturos verdes.; Caatinga.","IPA0060943",NA,"2008","-41.749444","-14.196111","05",NA,"08",NA,NA,NA,NA,NA,NA
"12","2019-02-15 11:34:54-02","IPA","IPA","79429","S","Plantae","Plantae",NA,"Bignoniaceae","Adenocalymma","hypostictum","Adenocalymma hypostictum","Bureau & K. Schum.","Araújo, D.","Alves-Araújo, A.; Araújo, D.; Marques, J.S.; Albuquerque, N.A.; Araújo, D.; Marques, J.S.; Albuquerque, N.A.","413","2007","07","17","Southern America","Brasil","Pernambuco","Igarassu","Usina São José, Mata da Zambana, borda da mata.","-34.986944","-7.725556","130","130",NA,"Trepadeira, flores amarelas.; Mata Atlântica.","IPA0079429",NA,"2008","-34.986944","-7.725556","09",NA,"11",NA,NA,NA,NA,NA,NA
"13","2019-02-15 11:34:54-02","IPA","IPA","79575","S","Plantae","Plantae",NA,"Bignoniaceae","Adenocalymma","hypostictum","Adenocalymma hypostictum","Bureau & K. Schum.","Araújo, D.","Araújo, D.; Alves-Araújo, A.; Melo, A.; Mendes, K.; Albuquerque, N.A.; Alves-Araújo, A.; Melo, A.; Mendes, K.; Albuquerque, N.A.","383","2007","07","29","Southern America","Brasil","Pernambuco","Igarassu","Usina São José, Mata da Piedade, borda da mata.","-38.1375","-8.256944","178","178",NA,"Trepadeira. Flores amarelas.; Mata Atlântica.","IPA0079575",NA,"2007","-38.1375","-8.256944","08",NA,"23",NA,NA,NA,NA,NA,NA
"14","2019-02-15 11:34:54-02","IPA","IPA","31983","S","Plantae","Plantae",NA,"Bignoniaceae","Adenocalymma","hypostictum","Adenocalymma hypostictum","Bureau & K. Schum.","Gentry, A.","Chiappeta, A.","234","1982","08","05","Southern America","Brasil","Pernambuco","Camaragibe","Miritiba","-34.9810981750488","-8.0216703414917",NA,NA,NA,"Cipó.","IPA0031983",NA,"1987",NA,NA,NA,NA,NA,"11122","auto",NA,NA,NA,NA
"15","2019-02-15 11:34:54-02","IPA","IPA","48302","S","Plantae","Plantae",NA,"Bignoniaceae","Adenocalymma","hypostictum","Adenocalymma hypostictum","Bureau & K. Schum.","Gentry, A.","Chiappeta, A.","234A","1982","02","05","Southern America","Brasil","Pernambuco","Paudalho","estrada Miritiba/Aldeia.","-35.1796989440918","-7.89666986465454",NA,NA,NA,"Cipó.","IPA0048302",NA,"1987",NA,NA,NA,NA,NA,"17062","auto",NA,NA,NA,NA
"16","2019-02-15 11:34:54-02","IPA","IPA","11122","S","Plantae","Plantae",NA,"Bignoniaceae","Adenocalymma","hypostictum","Adenocalymma hypostictum","Bureau & K. Schum.","Garcia G., J.D.","Andrade-Lima","57-2700","1957","09","24","Southern America","Brasil","Pernambuco","Recife","Caxangá, propriedade Gulandi.","-34.8810997009277","-8.05389022827148",NA,NA,NA,"Cipó da mata; flor amarelo citrino.","IPA0011122",NA,"2010",NA,NA,"04",NA,"13","18865","auto",NA,NA,NA,NA
"17","2019-02-15 11:34:54-02","IPA","IPA","87165","S","Plantae","Plantae",NA,"Bignoniaceae","Adenocalymma","hypostictum","Adenocalymma hypostictum","Bureau & K. Schum.","Costa; Silva, M.B.","Sobrinho, M.S.","309","2003","08","21","Southern America","Brasil","Pernambuco","São Lourenço da Mata","Tapacurá","-35.0182991027832","-8.00222015380859",NA,NA,NA,"Escandente lenhosa, flor amarela.","IPA0087165",NA,NA,NA,NA,NA,NA,NA,"21764","auto",NA,NA,NA,NA
"18","2021-03-01 16:26:23-03","UNICAMP","UEC","155701","S","Plantae","Magnoliopsida",NA,"Bignoniaceae","Adenocalymma","hypostictum","Adenocalymma hypostictum","Bureau & K.Schum.","Udulutsch, RG","Udulutsch, RG; Dias, P","2814","2007","02","08",NA,"Brazil","Bahia","Ibiassucê","Rodovia BA-030, entre Brumado e Caetité, estrada à direita da rodovia, a 29,9km antes de Caetité, logo após o cruzamento para Ibiassucê, então 1,9Km ramal a dentro, barranco no lado direito, próximo à cerca.","-42.270889","-14.146139","585","585",NA,"Liana inicialmente escandente, tornando-se preênsil, cerca de 2,3 m de altura. Flores com cálice verde-claro; corola alva com guias nectaríferas amarelo-ouro; anteras amarelo-ouro, filetes, estilete e estigma alvos e amarelo-pálido. Fr","UEC052978","UEC052978","2007","-42.270889","-14.146139","02",NA,"08",NA,NA,NA,NA,NA,NA
"19","2020-04-22 16:17:58-03","UFPB","JPB","48253","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Bignoniaceae","Adenocalymma","hypostictum","Adenocalymma hypostictum","Bureau & K. Schum",NA,"Mendonça, ED; Araújo, AAM; Amorim, BS; Araújo, D; Chagas, MA","67","2011","09","20","Southern America","Brasil","Pernambuco","Jaqueira","RPPN Frei Caneca, Mata do Jasmim/Ageró, Borda da mata","-35.841389","-8.727778",NA,NA,NA,"; HABITAT: Floresta Atlântica; DESC: Liana ca de 4m alt., folhas compostas opostas, inflorescência com flores amarelas com glândulas.","JPB0048253",NA,NA,"-35.841389","-8.727778",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-04-23 11:53:40-03","UNEMAT","HERBAM","18884","S","Plantae",NA,NA,"Bignoniaceae","Adenocalymma","hypostictum","Adenocalymma hypostictum","Bureau & K. Schum.",NA,"Carneiro-Torres, D.S.; et al.","234","2002","05","17",NA,"Brasil","Bahia","Maracás",NA,"-40.4308013916016","-13.4411001205444",NA,NA,NA,NA,"HERBAM018884",NA,NA,NA,NA,NA,NA,NA,"50558","auto",NA,NA,NA,NA
"21","2021-01-18 18:17:39-03","UFES","VIES","42957","S","Plantae",NA,NA,"Bignoniaceae","Adenocalymma","hypostictum","Adenocalymma hypostictum","Bureau & K.Schum.","L.H. Fonseca & L.G. Lohmann","Mendes, B.S.; Nichio-Amara, R.; Sossai, B.G.; Mello, B.N.; Gurtler, J.;Nepomuceno, A.","168","2019","04","30",NA,"Brasil","Espírito Santo","Conceição da Barra","Borda da Trilha- Sede Abandonada. Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"VIES042957","VIES042957","2020",NA,NA,"12",NA,"13","41644","auto",NA,NA,NA,NA
"22","2020-12-21 16:18:08-03","MBM","MBM","150131","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Adenocalymma","hypostictum","Adenocalymma hypostictum","Bureau & K. Schum.","Udulutsch, R.G.","Hatschbach, G.; Barboza, E.; Barboza, E.","56524","1992","04","04","Southern America","Brazil","Bahia","Urandi","Rod. BR-122, próximo a divisa com Ouro Branco","-42.6549987792969","-14.7714004516602",NA,NA,NA,"Escandente, flor alva, centro amarelo. Caatinga.","MBM150131","MBM150131","2007",NA,NA,"10",NA,"18","28091","auto",NA,NA,NA,NA
"23","2020-12-11 11:33:52-03","UFMG","BHCB","121147","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Adenocalymma","hypostictum","Adenocalymma hypostictum","Bureau & K. Schum.",NA,"Bautista, HP; Roque, N; Ribeiro, T","3221","2002","03","12","Southern America","Brasil","Bahia","Brumado","Serra das Éguas, próximo à torre da Embratel.","-41.749444","-14.196111","1130","1130",NA,"Arbusto, com ramos documbentes, folhas discolores, sépalas creme esverdeadas. corola alva com face amarela, frutos imaturos verdes.; Caatinga.","BHCB029838",NA,"2015","-41.749444","-14.196111","09",NA,"17",NA,NA,NA,NA,NA,NA
"24","2020-12-11 11:33:52-03","UFMG","BHCB","150525","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Adenocalymma","hypostictum","Adenocalymma hypostictum","Bureau & K. Schum.",NA,"Udulutsch, RG; Dias, P","2812","2007","02","07","Southern America","Brasil","Bahia","Mucugê","Rodovia BA 245, Entre mucugê e Abaíra. Estrada para Guiné à 8,5km de Mucuge, lado direito da rodovia, então 500 m ao longo da estrada, lado direito. próximo à cerca","-41.442028","-13.019278","1019","1019",NA,"Liana, cerca de ca 1,20m de altura. Flores com cálice verde-claro; corola amarelo-pálido, interior do tubo amarelo-ouro; anteras amarelo-ouro, filetes, estilete e estigma amarelo-pálido. Fruto imaturo verde; Capoeira, solo argiloso co","BHCB004881",NA,"2015","-41.442028","-13.019278","09",NA,"17",NA,NA,NA,NA,NA,NA
"25","2020-12-11 11:33:52-03","UFMG","BHCB","198741","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Adenocalymma","hypostictum","Adenocalymma hypostictum","Bureau & K. Schum.",NA,"Zuntini, AR","258","2008","05","04","Southern America","Brasil","Espírito Santo","Linhares","dentro da Reserva Cia Vale do Rio Doce, Aceiro com Aracruz, Juerana","-40.021667","-19.097917","42","42",NA,"Liana. Folíolos discolores. Frutos imaturos verde claro","BHCB198741",NA,"2016","-40.021667","-19.097917",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-11 11:33:52-03","UFMG","BHCB","82592","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Adenocalymma","hypostictum","Adenocalymma hypostictum","Bureau & K. Schum.",NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Temponi, LG","5295","2003","07","20","Southern America","Brasil","Minas Gerais","Salto da Divisa","Fazenda Jabuti.","-40.022583","-16.038583","174","174",NA,"Arbusto, ca. 0,5m. Folhas coriáceas, brácteas e cálice verdes, corola amarelo-limão; Pasto","BHCB027392",NA,"2015","-40.022583","-16.038583","02",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-11 11:33:52-03","UFMG","BHCB","126670","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Adenocalymma","hypostictum","Adenocalymma hypostictum","Bureau & K. Schum.",NA,"Stehmann, JR; Mota, NFO","4625","2007","02","06","Southern America","Brasil","Espírito Santo","Linhares","Reserva Florestal de Linhares., Trilha para a Bicuíba","-40.547222","-20.57","46","46",NA,"Liana. Flores com cálice verde e corola amarela; Floresta de tabuleiro. Em borda de mata","BHCB027397",NA,"2015","-40.547222","-20.57","02",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-11 11:33:52-03","UFMG","BHCB","154411","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Adenocalymma","hypostictum","Adenocalymma hypostictum","Bureau & K. Schum.",NA,"Udulutsch, RG; Dias, P","2814","2007","02","08","Southern America","Brasil","Bahia","Ibiassucê","Rodovia BA 030, Entre Brumado e Caetité, estrada à direita da rodovia, a 29,9 km antes de Caetité, logo após o cruzamento para Ibiassucê, então 1,9km ramal a dentro, barranco no lado direito, próximo à cerca.","-42.270839","-14.146114","585","585",NA,"&nf;; Liana inicialmente escandente, tornando-se preensil, cerca de 2,3 metros de altura. Flores com cálice verde-claro; corola alva com guias nectaríferas amarelo-ouro; anteras amarelo-ouro, filetes, estilete e estigma alvos a amarelo-","BHCB030305",NA,"2007","-42.270839","-14.146114","02",NA,"08",NA,NA,NA,NA,NA,NA
"29","2020-12-11 11:33:52-03","UFMG","BHCB","198082","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Adenocalymma","hypostictum","Adenocalymma hypostictum","Bureau & K. Schum.",NA,"Fonseca, LHM; Gomes, BM","432","2015","04","21","Southern America","Brasil","Minas Gerais","Itaobim","saída da BR-342","-41.502056","-16.432822","470","470",NA,"Liana. Folíolos pronunciadamente discolores. Cálice verde. Corola alva externamente, interior do tubo amarelo; Carrasco antropizado","BHCB198082",NA,"2015","-41.502056","-16.432822",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-11 11:33:52-03","UFMG","BHCB","198338","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Adenocalymma","hypostictum","Adenocalymma hypostictum","Bureau & K. Schum.",NA,"Fonseca, LHM; Gomes, BM","433","2015","04","21","Southern America","Brasil","Minas Gerais","Itaobim","Saída da BR-342","-41.502056","-16.432822","470","470",NA,"Liana. Folíolos pronunciadamente discolores. Cálice verde. Corola alva externamente, interior do tubo amarelo. Fruto castanho; Carrasco antropizado","BHCB198338",NA,"2015","-41.502056","-16.432822",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-11 11:33:52-03","UFMG","BHCB","101700","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Adenocalymma","hypostictum","Adenocalymma hypostictum","Bureau & K. Schum.",NA,"Hatschbach, G; Ribas, OS; Deodato, F","65789","1997","01","15","Southern America","Brasil","Bahia","Pindaí","Rodovia BR-122, 7 km N de Pindaí","-42.687198638916","-14.4925003051758",NA,NA,NA,"Trepadeira lenhosa, flor creme, ápice mais claro; Caatinga","BHCB029846",NA,"2015",NA,NA,"09",NA,"17","22802","auto",NA,NA,NA,NA
"32","2015-08-23 05:45:00-03","MO","MOBOT","2700539","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Adenocalymma","fruticosum","Adenocalymma fruticosum","A.H. Gentry","A.H. Gentry","B.L. Stannard","Stannard 51870","1992","3","11","South America","Brazil","Bahia",NA,"Mun. Abaíra. Estrada Abaíra-Piata, 4 km de Abaíra.","-41.68333","-13.23333","870.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2012-04-12 08:03:00-03","MO","MOBOT","1017837","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Adenocalymma","hypostictum","Adenocalymma hypostictum","Bureau & K. Schum.","Al Gentry","Edmundo Pereira|Guido F.J. Pabst","Pereira 9796","1965","1","28","South America","Brazil","Bahia",NA,"20 km de Sussuarana rumo Aracatu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-07-29 17:42:00-03","MO","MOBOT","1019176","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Adenocalymma","hypostictum","Adenocalymma hypostictum","Bureau & K. Schum.","L.H.M. Fonseca (SPF)","R.M. Harley|G.L. Bromley|André M. de Carvalho|Gustavo Martinelli","Harley 20943","1980","3","25","South America","Brazil","Bahia",NA,"Serra do Sincorá. 6 km N of Cascavel on the road to Mucugé. Campo geral:grassland rich in Dicotyledonous herbs & shrubs and acaulous palms.","-41.4166667","-13.1","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype","1",NA,NA
"35","2020-10-05 07:08:00-03","MO","MOBOT","1019261","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Adenocalymma","hypostictum","Adenocalymma hypostictum","Bureau & K. Schum.","fide Fonseca & Lohmann","Auguste F.M. Glaziou","Glaziou 15257","1861",NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Rio de Janeiro et d'Ouro Preto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype","1",NA,NA
"36","2008-05-27 22:02:00-03","MO","MOBOT","1019453","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Adenocalymma","hypostictum","Adenocalymma hypostictum","Bureau & K. Schum.",NA,"Apparicio P. Duarte","Duarte 8991","1965","2","23","South America","Brazil","Espírito Santo",NA,"de Conceicao da Barra para Nanuque.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2012-04-26 05:08:00-03","MO","MOBOT","1020460","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Adenocalymma","hypostictum","Adenocalymma hypostictum","Bureau & K. Schum.",NA,"André M. de Carvalho","Carvalho 137","1980","1","26","South America","Brazil","Bahia",NA,"Mpio. Jequie. Estrada Jequie-Contendas do Sincora, 6 km de Jequie.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2012-04-12 08:03:00-03","MO","MOBOT","1124182","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Adenocalymma","hypostictum","Adenocalymma hypostictum","Bureau & K. Schum.","Al Gentry","Edmundo Pereira|Guido F.J. Pabst","Pereira 9687","1965","1","24","South America","Brazil","Bahia",NA,"A 14 km de Maracas rumo Contendas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2009-10-26 23:35:00-02","MO","MOBOT","1124186","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Adenocalymma","hypostictum","Adenocalymma hypostictum","Bureau & K. Schum.","Al Gentry","Ludwig Riedel","Riedel s.n.","1822","3",NA,"South America","Brazil",NA,NA,"Ad fluv. Itahype.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2008-05-27 22:02:00-03","MO","MOBOT","1124199","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Adenocalymma","hypostictum","Adenocalymma hypostictum","Bureau & K. Schum.","Al Gentry","Scott A. Mori|L.A. Mattos Silva|Jacquelyn A. Kallunki","Mori 9988","1978","4","26","South America","Brazil","Bahia",NA,"Mpio. de Maracas. Rod. BA 026, 13 a 15 km ao SW de Maracas, Folha SD-24 (14-40a.) Caatinga arbores.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-05-19 12:11:00-03","MO","MOBOT","3038999","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Adenocalymma","hypostictum","Adenocalymma hypostictum","Bureau & K. Schum.","A. Zuntini (SPF)","R. Marquete","Marquete 3407","2002","10","22","South America","Brazil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"42","2016-05-19 12:12:00-03","MO","MOBOT","3039304","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Adenocalymma","hypostictum","Adenocalymma hypostictum","Bureau & K. Schum.","A. Zuntini (SPF)","R. I. S. de Correia","Correia 47","2001","4","29","South America","Brazil","Bahia",NA,"Caetité; Estrada para Brejino das Amestistas","-42.4341666","-14.1258334","726.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"43","2016-08-15 08:14:00-03","MO","MOBOT","3039929","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Adenocalymma","hypostictum","Adenocalymma hypostictum","Bureau & K. Schum.","L.H.M. Fonseca","Ribeiro","Ribeiro 236","2001","2","26","South America","Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","921976","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Adenocalymma","hypostictum","Adenocalymma hypostictum","Bureau & K. Schum.","A. Gentry (MO)","Steven Ginzbarg|et al.","Ginzbarg 833","1988","3","23","South America","Brazil","Bahia",NA,"Mpio. de Maracás. 7 km ao SO de Maracás na estrada para Contendas do Sincorá. Área de caatinga próx. ao límite com mata de cipó. Mata arbustiva até 2.5 m. Lamiaceae (S. Ginsbarg 834) dominate. Plantas coletadas em álcool.","-40.5","-13.5","820.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
