"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"20","2021-02-08 11:08:59-03","UNESP-IBB","BOTU","10815","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Tephrosia","sessiliflora","Tephrosia sessiliflora","(Poir.) Hassl.","Gottsberger, I.S.","Gottsberger, I.S.","18371","1971","03","18",NA,"Brasil","São Paulo","Botucatu","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio","-48.416667","-22.75",NA,NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope. Flowers yellows.; Coleção: Cerrado Estação 13 de Maio","BOTU010815",NA,"48°25'w","22°45's","1981",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-02-08 11:08:59-03","UNESP-IBB","BOTU","10816","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Tephrosia","sessiliflora","Tephrosia sessiliflora","(Poir.) Hassl.","Gottsberger, I.S.","Gottsberger, I.S.","22471","1971","04","22",NA,"Brasil","São Paulo","Botucatu","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio","-48.416667","-22.75",NA,NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope. Flowers yellows.; Coleção: Cerrado Estação 13 de Maio","BOTU010816",NA,"48°25'w","22°45's","1981",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-08 17:42:09-03","EAO","IAN","17493","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Tephrosia","brevipes","Tephrosia brevipes","Benth.","Ducke, A","Pires, JM; Black, GA","430","1945","05",NA,"Southern America","Brasil","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,"IAN017493","IAN017493 IAN017493_1 IAN017493_e",NA,NA,"1953",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-08 17:42:09-03","EAO","IAN","75559","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Tephrosia","brevipes","Tephrosia brevipes","Benth.","Ducke, A","Black, GA; Cordeiro, E","14792","1952","06","08","Southern America","Brasil","Rondônia",NA,"Rio Guaporé, campo a W. de conceição, no meio de um capinzal alto.",NA,NA,NA,NA,NA,NA,"IAN075559",NA,NA,NA,"1953",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-08 17:42:09-03","EAO","IAN","64391","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Tephrosia","brevipes","Tephrosia brevipes","Benth.","Ducke, A","Fróes, RL; Black, GA","27381","1951","07","10","Southern America","Brasil","Amapá","Macapá","Curiaú, campo aberto.","-51.0663986206055","-0.366667002439499",NA,NA,NA,NA,"IAN064391","IAN064391 IAN064391_e",NA,NA,"1953","225229","auto",NA,NA,NA,NA,NA,NA,NA
"25","2021-04-08 17:42:09-03","EAO","IAN","13080","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Tephrosia","brevipes","Tephrosia brevipes","Benth.",NA,"Silva, A da","294","1944","07","21","Southern America","Brasil","Pará","Belém","On lands of IAN, 4 km So. of Administration building, estrada do Barracão de Borracha.","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN013080","IAN013080 IAN013080_e",NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA
"26","2021-04-08 17:42:09-03","EAO","IAN","4406","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Tephrosia","sessiliflora","Tephrosia sessiliflora","(Poir.) Hassl",NA,"Schomburgk, R","459",NA,NA,NA,NA,"Guiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN004406","IAN004406_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-08 17:42:09-03","EAO","IAN","70783","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Tephrosia","sessiliflora","Tephrosia sessiliflora","(Poir.) Hassl","Burkart, A","Black, GA; Magalhães, D","12994","1951","08","26","Southern America","Brasil","Roraima",NA,"Beira do Rio Branco, capoeira perto de Boa Vista.",NA,NA,NA,NA,NA,NA,"IAN070783",NA,NA,NA,"1954",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-26 18:08:27-03","CPAN-UFMS","COR","16155","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Tephrosia","sessiliflora","Tephrosia sessiliflora","(Poir.) Hassl.",NA,"Silva, J.S.; Shimizu, G.","956","2011","03","14",NA,"Brasil","Mato Grosso do Sul","Três Lagoas","Residencial Santa Júlia, próximo as residências, 311 msm, &nf;20 4640&nf;51 4028. Cerrado; ;.","-51.6782989501953","-20.7511005401611",NA,NA,NA,"6 m; Com Flor: Flores amarelas; Com fruto: frutos ferrugíneos",NA,NA,NA,NA,NA,"150618","auto",NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 09:15:06-03","NBC","NL-BOTANY","U.1317831","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Tephrosia","brevipes","Tephrosia brevipes","Benth.",NA,"Ducke A",NA,"1933","07","23","Southern America","Brazil",NA,NA,"Procedencia Caracarahy, Rio Branco(env. Amazonas), in campis.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1317831 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1317831","NL-U1317831",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"30","2020-02-08 09:15:06-03","NBC","NL-BOTANY","U.1318912","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Tephrosia","brevipes","Tephrosia brevipes","Benth.",NA,"Davidse G; Gonzalez A",NA,"1978","02","09","Southern America","Venezuela",NA,NA,"Venezuela. Apure: Distrito San Fernando, ca. 4.5 km airline ESE of San Carlos del Meta along the banks of the Rio Meta.","-67.833333","6.316667",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1318912 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1318912","NL-U1318912","-67.833333","6.316667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"31","2020-02-08 09:15:12-03","NBC","NL-BOTANY","L.2065825","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Tephrosia","sessiliflora","Tephrosia sessiliflora","(Poir.) Hassl.","Teixeira de Queiroz R","Schomburgk RH",NA,NA,NA,NA,"Southern America","Guyana",NA,NA,"Guiana anglica.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2065825 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2065825","NL-L2065825",NA,NA,"2012",NA,NA,"Magnoliopsidae","01","28","L 0823198",NA,NA,NA
"32","2020-02-08 09:15:12-03","NBC","NL-BOTANY","L.2065826","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Tephrosia","sessiliflora","Tephrosia sessiliflora","(Poir.) Hassl.","Queiroz RT","Schomburgk RH",NA,NA,NA,NA,"Southern America","Guyana",NA,NA,"Guiana anglic. Savannahs c. Annay.",NA,NA,NA,NA,NA,"Savannahs.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2065826 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2065826","NL-L2065826",NA,NA,"2009",NA,NA,"Magnoliopsidae","10","20","L 0823199",NA,NA,NA
"33","2020-02-08 09:15:12-03","NBC","NL-BOTANY","U 0003654","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Tephrosia","sessiliflora","Tephrosia sessiliflora","(Poir.) Hassl.","Amshoff GJH","Schomburgk RH",NA,NA,NA,NA,"Southern America","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200003654 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0003654","NL-U0003654",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"241841 B","isotype",NA,NA
"34","2020-02-08 09:15:12-03","NBC","NL-BOTANY","U.1317816","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Tephrosia","sessiliflora","Tephrosia sessiliflora","(Poir.) Hassl.",NA,"Pires JM; Cavalcante PB",NA,"1962","07","12","Southern America","Brazil",NA,NA,"Territorio Amapa, Brasil, Coastal Region, border of Rio Matapi.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1317816 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1317816","NL-U1317816",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"35","2020-02-08 09:15:12-03","NBC","NL-BOTANY","U.1317818","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Tephrosia","sessiliflora","Tephrosia sessiliflora","(Poir.) Hassl.",NA,"Lanjouw J; Lindeman JC",NA,"1949","01","06","Southern America","Surinam",NA,NA,"Flora Surinamensis. Tibiti savanne.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1317818 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1317818","NL-U1317818",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0193690",NA,NA,NA
"36","2020-02-08 09:15:12-03","NBC","NL-BOTANY","U.1318937","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Tephrosia","sessiliflora","Tephrosia sessiliflora","(Poir.) Hassl.",NA,"Davidse G",NA,"1973","11","22","Southern America","Venezuela",NA,NA,"Venezuela. Bolivar: 14 km SE of Caicara along Hwy. 19 to Ciudad Bolivar. Savanna and partially forested very rocky soil.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1318937 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1318937","NL-U1318937",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"37","2020-02-08 09:15:12-03","NBC","NL-BOTANY","U.1318938","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Tephrosia","sessiliflora","Tephrosia sessiliflora","(Poir.) Hassl.",NA,"Wurdack JJ; Monachino JV",NA,"1956","01","07","Southern America","Venezuela",NA,NA,"Estado Bolivar, Venezeula. Locally frequent at morichal edge just above Salto de Humito.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1318938 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1318938","NL-U1318938",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"38","2020-11-19 10:23:55-03","CPAP","CPAP","16080","PreserverdSpecimen","Plantae",NA,NA,"Fabaceae","Tephrosia","sessiliflora","Tephrosia sessiliflora","(Poir.) Hassl.","G. P. Lewis","Hatschbach, G.","34005","1974","02","10",NA,"Brasil","MS","Coxim","Arredores de Coxim","-54.7599983215332","-18.5067005157471",NA,NA,NA,"Arbusto, 1,25m de altura. FLOR: amarela. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cerrado. SUBSTRATO: . RELEVO: .",NA,NA,NA,NA,"1993","102528","auto",NA,NA,NA,NA,NA,NA,NA
"39","2014-10-02 12:41:03-03","FEMACT","MIRR","1117","S","Plantae",NA,NA,"Leguminosae-Pap","Tephrosia","sessiliflora","Tephrosia sessiliflora","(Pois) Hasil",NA,"Lewis, G. .P.","1578","1987","03","28",NA,"Brasil","Roraima","Alto Alegre","Ilha de Maracá, SEMA Estação., Estrada from base camp to Rio Urariquera.&nf;Grassy campo to left of track near base camp, on route to river.","-61.833333","3.583333",NA,NA,NA,"Woody herb to 1.5m. Foliage discolorous mid bluish-green above, silvery-grey below due to dense pubescence. Flowers pale lemon yellow. Fruit rusty brown, valves greyish.",NA,NA,"-61.833333","3.583333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-04-07 11:44:51-03","UFMS","CGMS","21823","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Tephrosia","sessiliflora","Tephrosia sessiliflora","(Poir.) Hassl.",NA,"A.L.B. Sartori; A. Pott; L.C.P. Lima; V.J. Pott","528","2001","05","20",NA,"Brasil","Mato Grosso do Sul","Aquidauana","Aldeia Limão Verde.","-55.7027778","-20.3244445","2269","2269",NA,"Papilionoideae. Fruto ferruginoso-velutino. Distribuição esparsa.","CGMS1051233",NA,"-55,7027778","-20,3244445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-04-07 11:44:51-03","UFMS","CGMS","20759","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Tephrosia","sessiliflora","Tephrosia sessiliflora","(Poir.) Hassl.","R.T. Queiroz","A.L.B. Sartori; A. Pott; J.F.M. Valls; S. Aragaki","584","2001","06","29",NA,"Brasil","Mato Grosso do Sul","Alcinópolis","35 km de Alcinópolis. Estrada para Coxim.","-54.0952777","-18.2680556",NA,NA,NA,"Papilionoideae. Frutos maduros amarromzados, imturos verde-ferrugíneos Habitat: Campo cerrado, borda. Habito: Herbácea 0,3m.","CGMS1050161",NA,"-54,0952777","-18,2680556","2009",NA,NA,NA,"12","17",NA,NA,NA,NA
"42","2021-01-29 12:47:07-03","UNICAMP","UEC","101377","S","Plantae","Magnoliopsida",NA,"Fabaceae","Tephrosia","brevipes","Tephrosia brevipes","Benth.","Flores, AS","Santos, E","s.n.","1996","05","17",NA,"Brazil","Tocantins","Porto Nacional","Estrada para Ipueiras, a 22 km da TO-365","-48","-10",NA,NA,NA,"fruto, Área úmida de Buritizais - Subarbusto - Frutos verde-piloso, jovem.",NA,NA,"-48","-10","2000",NA,NA,NA,"08",NA,NA,NA,NA,NA
"43","2019-08-20 10:15:18-03","UNICAMP","UEC","35194","S","Plantae","Magnoliopsida",NA,"Fabaceae","Tephrosia","brevipes","Tephrosia brevipes","Benth.",NA,"?","s.n.","1982","02","05",NA,"Brazil","Mato Grosso do Sul",NA,"Fazenda Boa Sorte",NA,NA,NA,NA,NA,"flor, Arbustiva com tronco e ramos pilosos, folhas verde escuro na face superior glabra, e prateada na face inferior pilosa; apresentando flores amarelas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-08-20 10:15:18-03","UNICAMP","UEC","9167","S","Plantae","Magnoliopsida",NA,"Fabaceae","Tephrosia","brevipes","Tephrosia brevipes","Benth.","Andrade, JB","Shepherd, GJ; Tamashiro, JY; Salgado, PR; Andrade, JB","7585","1978","04","23",NA,"Brazil","Mato Grosso","Rondonópolis","Rod. Rondonópolis - Coxim, a 375 km de C","-54.6356010437012","-16.4708003997803",NA,NA,NA,"fruto, Subarbusto de 1.50 m",NA,NA,NA,NA,"1978","69781","auto",NA,"08",NA,NA,NA,NA,NA
