"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"11","2021-02-18 09:29:52-03","UNESP-IBB","BOTU","7136","PreservedSpecimen","Plantae","Fabaceae","Vigna","longifolia","Vigna longifolia","(Benth.) Verdc.",NA,NA,NA,NA,"Almeida, C.M.P.R.","1979","11","13","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999","Erva trepadeira com flores roxas","BOTU007136",NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-08 17:41:57-03","EAO","IAN","21260","PreservedSpecimen","Plantae","Leguminosae-Pap.","Phaseolus","ovatus","Phaseolus ovatus","Benth.",NA,NA,NA,NA,"Salzmann",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"IAN021260","IAN021260_f","Dicotiledônea",NA,"182","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-08 17:41:57-03","EAO","IAN","151445","PreservedSpecimen","Plantae","Leguminosae-Pap.","Phaseolus","schottii","Phaseolus schottii","Benth.","Silva, NT da",NA,NA,NA,"Silva, NT da","1976","01","23","Brasil","Maranhão",NA,"Lapela. Capoeira na margem do rio Mearim.",NA,NA,NA,NA,"Cipó; flor amarela.","IAN151445",NA,"Dicotiledônea",NA,"4265","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-08 17:41:57-03","EAO","IAN","72355a","PreservedSpecimen","Plantae","Leguminosae-Pap.","Phaseolus","schottii","Phaseolus schottii longifolium","(Benth.) Hassl.",NA,NA,NA,NA,"Camargo, FC de","1952","01","26","Brasil","Pará",NA,"Cacaual grande, campo inundado.",NA,NA,NA,NA,"Cipó, flor amarela.&nf;Amostra 2.","IAN72355a",NA,"Dicotiledônea",NA,"s.n.","Southern America",NA,NA,NA,"longifolium",NA,NA,NA,NA,NA,NA,NA
"15","2021-04-08 17:41:57-03","EAO","IAN","108308","PreservedSpecimen","Plantae","Leguminosae-Pap.","Phaseolus","schottii","Phaseolus schottii longifoluis","Benth.",NA,NA,NA,NA,"Oliveira, E","1960","12","12","Brasil","Pará",NA,"Rio Tocantins. Região de Tucuruí. Terreno arenoso alagado.",NA,NA,NA,NA,"Cipó sobre árvore; flores amarelas; frutos m vagem como feijão.","IAN108308",NA,"Dicotiledônea",NA,"1175","Southern America",NA,NA,NA,"longifoluis",NA,NA,NA,NA,NA,NA,NA
"16","2021-04-08 17:41:57-03","EAO","IAN","100739","PreservedSpecimen","Plantae","Leguminosae-Pap.","Phaseolus","schottii","Phaseolus schottii","Benth.",NA,NA,NA,NA,"Lima, RP de","1959","03","15","Brasil","Pará","Breves","Foro de Breves. Várzea.","-50.4803009033203","-1.68221998214722",NA,NA,NA,"IAN100739",NA,"Dicotiledônea",NA,"159","Southern America",NA,NA,NA,NA,"134266","auto",NA,NA,NA,NA,NA
"17","2021-04-08 17:41:57-03","EAO","IAN","151459","PreservedSpecimen","Plantae","Leguminosae-Pap.","Phaseolus","schottii","Phaseolus schottii longifoluis","Benth.","Silva, NT da",NA,NA,NA,"Silva, NT da","1976","02","05","Brasil","Pará","Itupiranga","Lago Preto.","-49.3266983032227","-5.13471984863281",NA,NA,"Cipó; flor amarela.","IAN151459",NA,"Dicotiledônea",NA,"4278","Southern America",NA,NA,NA,"longifoluis","131749","auto",NA,NA,NA,NA,NA
"18","2021-04-08 17:41:57-03","EAO","IAN","99156","PreservedSpecimen","Plantae","Leguminosae-Pap.","Phaseolus","schottii","Phaseolus schottii","Benth.",NA,NA,NA,NA,"Sacco, JC da","1955","03","11","Brasil","Rio Grande do Sul","Pelotas",NA,"-52.3424987792969","-31.771900177002",NA,NA,NA,"IAN099156",NA,"Dicotiledônea",NA,"288","Southern America",NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA
"19","2021-04-08 17:42:13-03","EAO","IAN","101470","PreservedSpecimen","Plantae","Leguminosae-Pap.","Vigna","longifolia","Vigna longifolia","(Benth.) Verdc.","Silva, ED","2011","06","14","Lanjouw, J; Lindeman, JC","1948","11","16","Suriname",NA,NA,"Via secta ab Wia wia-bank ad Grote Zwiebelzwamp. In 4th swamp near Km 1,6.",NA,NA,NA,NA,"Flowers pale yellow.","IAN101470",NA,"Dicotiledônea",NA,"11118","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-08 17:42:13-03","EAO","IAN","132952","PreservedSpecimen","Plantae","Leguminosae-Pap.","Vigna","longifolia","Vigna longifolia","(Benth.) Verdc.","Silva, ED","2011","06","14","Serrão, A; Bulhosa, JA","1970","05","27","Brasil","Pará",NA,"Fazenda São Pedro, Marajó. Terreno arenoso.",NA,NA,NA,NA,"Cipó sobre moitas em teso. Inflorescência amarela.","IAN132952",NA,"Dicotiledônea",NA,"11","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-08 17:42:13-03","EAO","IAN","159253","PreservedSpecimen","Plantae","Leguminosae-Pap.","Vigna","longifolia","Vigna longifolia","(Benth.) Verdc.","Silva, ED","2011","06","14","Dantas, M; Cordeiro, MR","1982","11","04","Brasil","Amapá",NA,"Fazenda Paraíso, campo inundado.",NA,NA,NA,NA,"Arbusto, com fruto e flor.","IAN159253",NA,"Dicotiledônea",NA,"1294","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-08 17:42:13-03","EAO","IAN","74155","PreservedSpecimen","Plantae","Leguminosae-Pap.","Vigna","longifolia","Vigna longifolia","(Benth.) Verdc.","Silva, ED","2011","06","14","Black, GA; Ledoux, PVD","1952","05","04","Brasil","Pará",NA,"Rio Ararí, Ilha do Marajó, Fazenda Tuiuiú; campo.",NA,NA,NA,NA,"Flor amarela.","IAN074155",NA,"Dicotiledônea",NA,"14427","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-08 17:42:13-03","EAO","IAN","77270","PreservedSpecimen","Plantae","Leguminosae-Pap.","Vigna","longifolia","Vigna longifolia","(Benth.) Verdc.","Silva, ED","2011","06","14","Black, GA","1952","07","03","Brasil","Pará",NA,"Cacaual Grande. Canal Novais Filho.",NA,NA,NA,NA,"Cipó dentro d'água. Flor amarela.","IAN077270",NA,"Dicotiledônea",NA,"15369","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-08 17:42:13-03","EAO","IAN","77321","PreservedSpecimen","Plantae","Leguminosae-Pap.","Vigna","longifolia","Vigna longifolia","(Benth.) Verdc.","Silva, ED","2011","06","14","Black, GA","1952","07","05","Brasil","Pará",NA,"Cacaual Grande, baixo, entre o canal Fernando Costa e o canal Vicente C. Miranda.",NA,NA,NA,NA,"Cipó. Flor amarela.","IAN077321",NA,"Dicotiledônea",NA,"15417","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-08 17:42:13-03","EAO","IAN","83875","PreservedSpecimen","Plantae","Leguminosae-Pap.","Vigna","longifolia","Vigna longifolia","(Benth.) Verdc.","Silva, ED","2011","06","14","Black, GA; Pires, JM","1954","07","05","Brasil","Maranhão","Perizes","Campo.",NA,NA,NA,NA,"Erva-Cipó. Flor amarela.","IAN083875",NA,"Dicotiledônea",NA,"16477","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-08 17:42:13-03","EAO","IAN","64224","PreservedSpecimen","Plantae","Leguminosae-Pap.","Vigna","longifolia","Vigna longifolia","(Benth.) Verdc.","Silva, ED","2011","06","14","Fróes, RL; Black, GA","1951","07","05","Brasil","Amapá","Macapá","Rio Macacoarí.","-51.0663986206055","-0.366667002439499",NA,NA,"Cipó. Flor amarela.","IAN064224","IAN064224 IAN064224_e IAN064224_e1","Dicotiledônea",NA,"27203","Southern America",NA,NA,NA,NA,"225229","auto",NA,NA,NA,NA,NA
"27","2021-04-08 17:42:13-03","EAO","IAN","17956","PreservedSpecimen","Plantae","Leguminosae-Pap.","Vigna","longifolia","Vigna longifolia","(Benth.) Verdc.","Silva, ED","2011","06","14","Pires, JM; Black, GA","1945","10","24","Brasil","Amazonas","Benjamin Constant",NA,"-70.0310974121094","-4.38305997848511",NA,NA,"Flores amarelas.","IAN017956","IAN017956 IAN017956_1 IAN017956_e IAN017956_e1","Dicotiledônea",NA,"975","Southern America",NA,NA,NA,NA,"293020","auto",NA,NA,NA,NA,NA
"28","2021-04-08 17:42:13-03","EAO","IAN","121001","PreservedSpecimen","Plantae","Leguminosae-Pap.","Vigna","longifolia","Vigna longifolia","(Benth.) Verdc.","Silva, ED","2011","06","14","Pires, JM; Silva, NT da","1967","03","27","Brasil","Pará","Belém","IPEAN. Capoeira à margem da estrada da Bomba do Utinga. Terreno baixo de várzea.","-48.5043983459473","-1.4558299779892",NA,NA,"Planta escandente, sobre arbusto de 2m de altura. Flores amarelas.","IAN121001",NA,"Dicotiledônea",NA,"10355","Southern America",NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"29","2021-04-08 17:42:13-03","EAO","IAN","37697","PreservedSpecimen","Plantae","Leguminosae-Pap.","Vigna","longifolia","Vigna longifolia","(Benth.) Verdc.","Silva, ED","2011","06","14","Andrade-Lima, D de; Black, GA","1948","08","23","Brasil","Pará","São Miguel do Guamá","Mata de capoeira velha, à beira do brejo.","-47.4832992553711","-1.62667000293732",NA,NA,"Trepadeira. Flor amarela.","IAN037697","IAN037697 IAN037697_e","Dicotiledônea",NA,"3204","Southern America",NA,NA,NA,NA,"53234","auto",NA,NA,NA,NA,NA
"30","2019-12-04 15:25:15-03","PUCPR","HUCP","23785","S","Plantae","Fabaceae","Vigna","longifolia","Vigna longifolia","(Benth.) Verdc.","Bohrer, P",NA,NA,NA,"Bohrer, P","2012","05","29","Brasil","Paraná","Pontal do Paraná","Balneário Barrancos","-48.511100769043","-25.6735992431641",NA,NA,NA,"HUCP00011909","HUCP00011909","Eudicotiledonea",NA,"165",NA,NA,NA,NA,NA,"19508","auto",NA,NA,NA,NA,NA
"31","2019-12-04 15:25:15-03","PUCPR","HUCP","3623","S","Plantae","Fabaceae","Vigna","longifolia","Vigna longifolia","(Benth.) Verdc.","Silva, SM","1988","04","17","Silva, SM; Britez, RM",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Praia do Farol.","-48.5092010498047","-25.5200004577637",NA,NA,NA,"HUCP00011829","HUCP00011829","Eudicotiledonea",NA,"1532/1905",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"32","2020-02-08 09:14:11-03","NBC","NL-BOTANY","L.2039994","PreservedSpecimen","Plantae","Leguminosae-Pap.","Phaseolus","longifolius","Phaseolus longifolius","Benth.",NA,NA,NA,NA,"Pedersen TM","1981","02","22","Brazil",NA,NA,"Rio Grande do Sul: São José do Norte. Grassland in sandy soil near the beach.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2039994 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2039994","NL-L2039994",NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"33","2020-02-08 09:14:11-03","NBC","NL-BOTANY","L.2039995","PreservedSpecimen","Plantae","Leguminosae-Pap.","Phaseolus","longifolius","Phaseolus longifolius","Benth.",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2039995 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2039995","NL-L2039995",NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"34","2020-02-08 09:14:11-03","NBC","NL-BOTANY","L.2039996","PreservedSpecimen","Plantae","Leguminosae-Pap.","Phaseolus","longifolius","Phaseolus longifolius","Benth.",NA,NA,NA,NA,"Pedersen TM","1958","03","12","Argentina",NA,NA,"Estancia #Las Tres Marias'. Dep. Empedrado. Prov. Corrientes.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2039996 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2039996","NL-L2039996",NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"35","2020-02-08 09:14:11-03","NBC","NL-BOTANY","L.2039997","PreservedSpecimen","Plantae","Leguminosae-Pap.","Phaseolus","longifolius","Phaseolus longifolius","Benth.",NA,NA,NA,NA,"Pedersen TM","1969","12","17","Paraguay",NA,NA,"Estancia 'La Soledad'. Santiago, Dep. Misiones.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2039997 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2039997","NL-L2039997",NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"36","2020-02-08 09:14:11-03","NBC","NL-BOTANY","L.2039859","PreservedSpecimen","Plantae","Leguminosae-Pap.","Phaseolus","ovatus","Phaseolus ovatus","Benth.",NA,NA,NA,NA,"Fiebrig K","1902","12","01","Paraguay",NA,NA,"Cordillera de Altos.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2039859 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2039859","NL-L2039859",NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"37","2020-02-08 09:14:11-03","NBC","NL-BOTANY","L.2039860","PreservedSpecimen","Plantae","Leguminosae-Pap.","Phaseolus","ovatus","Phaseolus ovatus","Benth.",NA,NA,NA,NA,"Tulleken JE","1900","01","15","Surinam",NA,NA,"Boven de Lombokval. Boven Nickerie.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2039860 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2039860","NL-L2039860",NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"38","2020-02-08 09:14:11-03","NBC","NL-BOTANY","U.1308690","PreservedSpecimen","Plantae","Leguminosae-Pap.","Phaseolus","ovatus","Phaseolus ovatus","Benth.",NA,NA,NA,NA,"Prance GT; Steward JR; Ramos JF; Farias LG","1969","02","28","Brazil",NA,NA,"Brazilian Amazonia. State of Amazonas, Basin of Rio Demeni, Vicinity of Tatatobi.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1308690 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1308690","NL-U1308690",NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2020-02-08 09:15:18-03","NBC","NL-BOTANY","L.3814235","PreservedSpecimen","Plantae","Leguminosae-Pap.","Vigna","longifolia","Vigna longifolia","(Benth.) Verdc.",NA,NA,NA,NA,"Pedersen TM","1963","01","07","Brazil",NA,NA,"Plantes brasiliensis, Rio Grande do Sul, pr. oppidum Rio Grande Cassino.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3814235 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3814235","NL-L3814235",NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"40","2020-02-08 09:15:18-03","NBC","NL-BOTANY","U.1333668","PreservedSpecimen","Plantae","Leguminosae-Pap.","Vigna","longifolia","Vigna longifolia","(Benth.) Verdc.",NA,NA,NA,NA,"Mélinon M",NA,NA,NA,"French Guiana",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1333668 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1333668","NL-U1333668",NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0029616",NA,NA,NA
"41","2020-02-08 09:15:18-03","NBC","NL-BOTANY","U.1335193","PreservedSpecimen","Plantae","Leguminosae-Pap.","Vigna","longifolia","Vigna longifolia","(Benth.) Verdc.","Vanni RO",NA,NA,NA,"Arbo MM; et al.","1996","12","02","Argentina","Corrientes",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1335193 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1335193","NL-U1335193",NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0143582",NA,NA,NA
"42","2020-11-04 11:11:07-03","ESALQ","ESA","77369","PreservedSpecimen","Plantae","Fabaceae","Vigna","longifolia","Vigna longifolia","(Benth.) VerDC.ourt","Souza, V.C.","1999","03","06","Sampaio, D.","1999","01","07","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,"ESA077369","ESA077369","Magnoliophyta",NA,"101.0",NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA
"43","2020-11-04 11:11:07-03","ESALQ","ESA","7172","PreservedSpecimen","Plantae","Fabaceae","Vigna","longifolia","Vigna longifolia","(Benth.) Verdc.","Capellari Jr., L.",NA,NA,NA,"Moraes, P.L.R.","1992","01","21","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,"ESA007172",NA,"Magnoliophyta",NA,"663.0",NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"44","2020-11-04 11:11:07-03","ESALQ","ESA","115044","PreservedSpecimen","Plantae","Fabaceae","Vigna","longifolia","Vigna longifolia",NA,NA,NA,NA,NA,"Devecchi, M.F.","2011","04","20","Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"ESA115044","ESA115044","Magnoliophyta",NA,"99.0",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA
"45","2020-11-04 11:11:07-03","ESALQ","ESA","3824","PreservedSpecimen","Plantae","Fabaceae","Vigna","longifolia","Vigna longifolia",NA,"Silva, E.D.","2011","06","14","Silva, A.M.T.","1988","12","29","Brasil","São Paulo","Ilha Comprida",NA,"-47.5400009155273","-24.7399997711182",NA,NA,NA,"ESA003824",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,"49747","auto",NA,NA,NA,NA,NA
"46","2020-11-04 11:11:07-03","ESALQ","ESA","86521","PreservedSpecimen","Plantae","Fabaceae","Vigna","longifolia","Vigna longifolia","(Benth.) Verde","Bopp, L.T.",NA,NA,NA,"Bopp, L.T.","2002","05","22","Brasil","São Paulo","Luís Antônio",NA,"-47.7000007629395","-21.5499992370605",NA,NA,NA,"ESA086521","ESA086521","Magnoliophyta",NA,"57.0",NA,NA,NA,NA,NA,"26872","auto",NA,NA,NA,NA,NA
"47","2020-11-04 11:11:07-03","ESALQ","ESA","31135","PreservedSpecimen","Plantae","Fabaceae","Vigna","longifolia","Vigna longifolia","(Benth.) VerDC.ourt",NA,NA,NA,NA,"Leitão Filho, H.F. et al.","1996","02","02","Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,"ESA031135","ESA031135","Magnoliophyta",NA,"34419.0",NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"48","2021-01-14 15:30:08-03","MN","R","126831","PreservedSpecimen","Plantae","Fabaceae","Phaseolus","ovatus","Phaseolus ovatus","Benth.","Arroyo, M.T.","1972",NA,NA,"Prance, G.T.; Steward, J.R.; Ramos, J.F. & Farias, L.G.","1969","02","28","Brasil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-01-14 15:30:08-03","MN","R","23695","PreservedSpecimen","Plantae","Fabaceae","Phaseolus","ovatus","Phaseolus ovatus","Benth.",NA,NA,NA,NA,"Hoehne, F.C.","1913","10",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,"138",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"50","2021-01-14 15:30:08-03","MN","R","30714","PreservedSpecimen","Plantae","Fabaceae","Phaseolus","ovatus","Phaseolus ovatus","Benth.",NA,NA,NA,NA,"Drouet, F.E.","1935","11","02","Brasil","Ceará","Fortaleza","Barra do Ceará","-38.543098449707","-3.71722006797791",NA,NA,"Comissão Techinica de Piscicultura do Nordeste do Brasil-Plantas do estado do Ceará",NA,NA,NA,NA,"2666",NA,NA,NA,NA,NA,"19924","auto",NA,NA,NA,NA,NA
