"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","sex","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","typeStatus"
"277","2020-06-15 12:32:23-03","UFPB","JPB","41172","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Amburana","cearensis","Amburana cearensis","(Allemao) A.C.Sm.","Lima, IB","Delgado-Júnior, GC","38","2008","04",NA,"Southern America","Brasil","Paraíba","São José dos Cordeiros","RPPN Fazenda Almas","600","600",NA,"; DESC: Árvore",NA,NA,"-36.898222","-7.470556","2011","05","03","-36.898222","-7.470556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2020-06-15 12:32:23-03","UFPB","JPB","42120","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Amburana","cearensis","Amburana cearensis","(Allemao) A.C.Sm.",NA,"Aurino, ANB","42","2006",NA,NA,"Southern America","Brasil","Paraíba","Tenório","Sítio Várzea do Cariri","610","610",NA,"; DESC: Arbóreo.",NA,NA,"-36.629167","-6.941944","2006","09","16","-36.629167","-6.941944",NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2020-06-15 12:32:23-03","UFPB","JPB","43070","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Amburana","cearensis","Amburana cearensis","(Allemao) A.C.Sm.","Costa, RMT","Costa, RMT; Delgado-Júnior, GC; Vieira, LAF","115","2010","06","18","Southern America","Brasil","Paraíba","São José dos Cordeiros","RPPN Fazenda Almas, Lajedo da Barriguda","600","600",NA,"; HABITAT: Borda do lajedo; DESC: Árvore de aprox. 5m de altura.",NA,NA,"-36.898222","-7.470556","2010","06","22","-36.898222","-7.470556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2020-06-15 12:32:23-03","UFPB","JPB","44209","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Amburana","cearensis","Amburana cearensis","(Allemao) A.C.Sm.","Costa, RMT","Costa, RMT; Vieira, LAF","126","2010","07","24","Southern America","Brasil","Paraíba","São José dos Cordeiros","RPPN Fazenda Almas, Lajedo do Cumaru","600","600",NA,"; DESC: Borda do lajedo.","JPB0044209",NA,"-36.890083","-7.47625","2010","08","03","-36.890083","-7.47625",NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2020-06-15 12:32:23-03","UFPB","JPB","45895","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Amburana","cearensis","Amburana cearensis","(Allemao) A.C.Sm.",NA,"Delgado-Júnior, GC","190","2010","06","22","Southern America","Brasil","Paraíba","São José dos Cordeiros","RPPN Fazenda Almas","600","600",NA,"; DESC: Árvorre",NA,NA,"-36.898222","-7.470556",NA,NA,NA,"-36.898222","-7.470556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2020-06-15 12:32:23-03","UFPB","JPB","52635","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Amburana","cearensis","Amburana cearensis","(Allemao) A.C.Sm.",NA,"Gadelha Neto, PC; Costa, RMT","3385","2012","08","23","Southern America","Brasil","Paraíba","Aguiar","Serra de Santa Catarina","551","551",NA,"; HABITAT: Mata Serrana; DESC: Árvore com cerca de 8m, decídua. Casca lisa descamando em placas irregulares. Fruto legume linear, deiscente, bivalvar, exudando resina pegajosa. Semente distal. Substrato areno-argiloso.","JPB0052635",NA,"-38.227222","-7.007778",NA,NA,NA,"-38.227222","-7.007778",NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2020-06-15 12:32:23-03","UFPB","JPB","53512","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Amburana","cearensis","Amburana cearensis","(Allemao) A.C.Sm.","Queiroz, LP de","Queiroz, LP de; Ribeiro, PG; Cardoso, D; Salas, RM","14752","2010","05","22","Southern America","Brasil","Bahia","Pilão Arcado","Estrada para lú Grande, região do Brejo do Zacarias.","392","392",NA,"; HABITAT: Caatinga sobre solo de areia quartzosa, vegetação agrupada, dossel a ca. 4,0 m alt.; DESC: Árvore ca. 10 m alt., copada; tronco ca. 40 cm DAP, casca descamante avermelhada, entrecasca verde. Folhas com folíolos papiráceos.","JPB0053512",NA,"-42.742222","-10.097222","2010","05",NA,"-42.742222","-10.097222",NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2020-06-15 12:32:23-03","UFPB","JPB","53513","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Amburana","cearensis","Amburana cearensis","(Allemao) A.C.Sm.","Queiroz, LP de","Queiroz, LP de; Ribeiro, PG; Cardoso, D; Salas, RM","14754","2010","05","22","Southern America","Brasil","Bahia","Pilão Arcado","Estrada para lú Grande, região do Brejo do Zacarias.","392","392",NA,"; HABITAT: Caatinga sobre solo de areia quartzosa, vegetação agrupada, dossel a ca. 4,0 m alt.; DESC: Árvore ca. 15 m alt., copada. Folíolos papiráceos. Flores com hipanto verde, cálice amarronzado, pétala branca. Foto.","JPB0053513",NA,"-42.742222","-10.097222","2010","05",NA,"-42.742222","-10.097222",NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2020-06-15 12:32:23-03","UFPB","JPB","59060","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Amburana","cearensis","Amburana cearensis","(Allemao) A.C.Sm.",NA,"Lima, IB; Nascimento, FHF; Rios, LS","1378","2014","05","23","Southern America","Brasil","Paraíba","São José dos Cordeiros","RPPN Fazenda Almas","600","600",NA,"; DESC: Árvore ca. 1-3m de altura. Folhas compostas, imparipinadas. Flores alvas-creme, perfumadas, sisitadas por borboletas, abelhas e moscas. [Photo][DNA].","JPB0059060",NA,"-36.898222","-7.470556",NA,NA,NA,"-36.898222","-7.470556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","2020-06-15 12:31:55-03","UFPB","JPB","64730","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemao) A.C.Sm.",NA,"Gadelha Neto, PC","4270","2018","08","18","Southern America","Brasil","Paraíba","Prata","Fazenda São Paulo","601","601",NA,"; HABITAT: Savana Estépica; DESC: Árvore caducifólia com cerca de 8m. Casca lisa vermelha-pardacenta, soltando lâminas finas e irregulares. Fruto criptosâmara preto, coriáceo, seco com deiscência distal.","JPB0064730",NA,"-37.078889","-7.6275",NA,NA,NA,"-37.078889","-7.6275",NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2020-06-15 12:32:23-03","UFPB","JPB","IFNPBADVG174","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Amburana","cearensis","Amburana cearensis","(Allemao) A.C.Sm.","Figueira, M; Schindler, B","Gomes, ADV","174","2017","03","21","Southern America","Brasil","Paraíba","Livramento",NA,NA,NA,NA,"; DESC: Árvore. Conglomerado IFN-PB-99. Subunidade 4. Subparcela 1. Indivíduo 1.","IFNPBADVG000174",NA,"-36.9","-7.380002","2017","08","21","-36.9","-7.380002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2020-06-15 12:32:23-03","UFPB","JPB","IFNPBRAPA161","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Amburana","cearensis","Amburana cearensis","(Allemao) A.C.Sm.","Figueira, M; Schindler, B","Almeida, RAP","161","2017","03","07","Southern America","Brasil","Paraíba","São Domingos de Pombal",NA,NA,NA,NA,"; DESC: Árvore. Conglomerado IFN-PB-33. Subunidade 1. Subparcela 1. Indivíduo 1.","IFNPBRAPA000161",NA,"-37.980007","-6.840009","2017","05","23","-37.980007","-6.840009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2020-06-15 12:32:23-03","UFPB","JPB","62997","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Amburana","cearensis","Amburana cearensis","(Allemao) A.C.Sm.",NA,"Arcanjo, J","10","2004","07","14","Southern America","Brasil","Paraíba","Condado","Fazenda Oriente",NA,NA,NA,NA,NA,NA,"-37.6007995605469","-6.90971994400024",NA,NA,NA,NA,NA,NA,"22208","auto",NA,NA,NA,NA,NA,NA
"290","2020-06-15 12:32:23-03","UFPB","JPB","29302","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Amburana","cearensis","Amburana cearensis","(Allemao) A.C.Sm.","Filardi, FLR","Barbosa, MR; et al.","2141","2001","09","05","Southern America","Brasil","Paraíba","Monte Horebe","Estrada para Mauriti.",NA,NA,NA,"; DESC: Árvore ca. 5m alt, frutos maduros abertos e imaturos.",NA,NA,"-38.5863990783691","-7.21500015258789","2008","08",NA,NA,NA,NA,"20290","auto",NA,NA,NA,NA,NA,NA
"291","2020-06-15 12:32:23-03","UFPB","JPB","34172","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Amburana","cearensis","Amburana cearensis","(Allemao) A.C.Sm.","Lima, IB","Lacerda, AV; Barbosa, FM","143","2004","05","26","Southern America","Brasil","Paraíba","São João do Cariri","Riacho Aveloz",NA,NA,NA,"; DESC: Árvore, flores alvas muito perfumadas, botões florais.",NA,NA,"-36.5327987670898","-7.39083003997803","2005","11","07",NA,NA,NA,"33254","auto",NA,NA,NA,NA,NA,NA
"292","2020-06-15 12:32:23-03","UFPB","JPB","34181","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Amburana","cearensis","Amburana cearensis","(Allemao) A.C.Sm.","Lima, IB","Lacerda, AV; Barbosa, FM","152","2004","06","10","Southern America","Brasil","Paraíba","São João do Cariri","Riacho Aveloz",NA,NA,NA,"; DESC: Árvore, flores alvas.",NA,NA,"-36.5327987670898","-7.39083003997803","2005","11","07",NA,NA,NA,"33254","auto",NA,NA,NA,NA,NA,NA
"293","2020-06-15 12:32:23-03","UFPB","JPB","2978-2","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Amburana","cearensis","Amburana cearensis","(Allemao) A.C.Sm.",NA,"Veloso, TMG","290","1900","01","01","Southern America","Brasil","Paraíba","Solânea",NA,NA,NA,NA,NA,NA,NA,"-35.5400009155273","-6.75500011444092",NA,NA,NA,NA,NA,NA,"23851","auto",NA,NA,NA,NA,NA,NA
"294","2020-06-15 12:32:23-03","UFPB","JPB","29962","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Amburana","cearensis","Amburana cearensis","(Allemao) A.C.Sm.","Cardoso, D","Moura, ACA","285","2002","03","03","Southern America","Brasil","Piauí","São Raimundo Nonato","Parque Nacional da Serra da Capivara, Zabelê.",NA,NA,NA,NA,NA,NA,"-42.6994018554688","-9.01527976989746","2008","12","12",NA,NA,NA,"45407","auto",NA,NA,NA,NA,NA,NA
"295","2021-02-12 18:12:05-03","UFES","VIES","36849","S","Plantae",NA,NA,"Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.",NA,"Gurtler, J.; Dutra, S.C.","JAC 367","2018","02","02",NA,"Brasil","Espírito Santo","Nova Venécia","Fazenda Santa Rita. Ao pé da pedra da torre (P3).",NA,NA,NA,NA,"VIES036849","VIES036849","-40.441389","-18.785278",NA,NA,NA,"40º26'29''W","18º47'7''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","2021-04-05 11:06:03-03","UNESP-IBB","BOTUW","1728","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Amburana","cearensis","Amburana cearensis","A.C Smith.",NA,"Lima, R.",NA,NA,NA,NA,NA,"Brasil","Paraíba","Soledade","Estação Experimental da Empresa Estadual de Pesquisa Agropecuária da Paraíba SA. EMEPA, localizada a 210 KM da cidade João Pessoa-PB e possui um área de 727 há, na região do Cariri paraibano.",NA,NA,NA,"Vegetação do local é típica de caatinga. Amostra com 5 metros de altura, coletada a 1 m do solo.","BOTUW001728",NA,"-36.36","-7.057222",NA,NA,NA,"36° 21' 36 W","07° 03' 26 S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2021-04-05 11:06:03-03","UNESP-IBB","BOTUW","606","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Amburana","cearensis","Amburana cearensis acreana","(Allemão) A.C Smith",NA,NA,NA,NA,NA,NA,NA,"Peru",NA,NA,NA,NA,NA,NA,NA,"BOTUW000606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acreana",NA,NA,NA
"298","2021-04-05 11:06:03-03","UNESP-IBB","BOTUW","1729","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Amburana","cearensis","Amburana cearensis","A.C Smith.",NA,"Lima, R.",NA,NA,NA,NA,NA,"Brasil","Paraíba","Soledade","Estação Experimental da Empresa Estadual de Pesquisa Agropecuária da Paraíba SA. EMEPA, localizada a 210 KM da cidade João Pessoa-PB e possui um área de 727 há, na região do Cariri paraibano.",NA,NA,NA,"Vegetação do local é típica de caatinga. Amostra com 4 metros de altura, coletada a 1 m do solo.","BOTUW001729",NA,"-36.36","-7.057222",NA,NA,NA,"36° 21' 36 W","07° 03' 26 S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2019-08-16 08:39:17-03","UTFPR","HCF","15725","S","Plantae",NA,NA,"Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.","D. Cardoso","J.M. Silva","5797","2007","04","19",NA,"Brasil","MG","Manga","Brejo São Caetano",NA,NA,NA,"árvore, 5 m, flor creme.",NA,NA,"-43.932201385498","-14.7558002471924","2007",NA,NA,NA,NA,NA,"51351","auto",NA,NA,NA,NA,NA,NA
"300","2020-06-29 09:30:16-03","UFRRJ","RBR","19571","S","Plantae",NA,NA,"Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.",NA,"A.L. Silva","s.n.","2001","08","21",NA,"Brasil","Minas Gerais","Riacho dos Machados","Assentamento Nossa Senhora das Oliveiras.",NA,NA,NA,NA,"RBR00019571",NA,"-43.0494003295898","-16.0060997009277",NA,NA,NA,NA,NA,NA,"39016","auto",NA,NA,NA,NA,NA,NA
"301","2020-06-29 09:30:16-03","UFRRJ","RBR","4672","S","Plantae",NA,NA,"Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.",NA,"J. Pedro","s.n.","2001","09","20",NA,"Brasil","Rio de Janeiro","Seropédica","Jardim Botânico da UFRRJ",NA,NA,NA,NA,"RBR00004672",NA,"-43.7075004577637","-22.7439002990723",NA,NA,NA,NA,NA,NA,"13730","auto",NA,NA,NA,NA,NA,NA
"302","2020-06-29 09:30:16-03","UFRRJ","RBR","4600","S","Plantae",NA,NA,"Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.",NA,"J. Pedro","s.n.","2001","08","20",NA,"Brasil","Rio de Janeiro","Seropédica","Jardim Botânico da UFRRJ",NA,NA,NA,NA,"RBR00004600",NA,"-43.7075004577637","-22.7439002990723",NA,NA,NA,NA,NA,NA,"13730","auto",NA,NA,NA,NA,NA,NA
"303","2013-04-01 09:14:49-03","IPT","BCTW","6183","S","Plantae","Magnoliophyta",NA,NA,"Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Smith","IPT",NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,NA,NA,NA,NA,NA,NA,"-41.9494","-18.8511",NA,NA,NA,NA,NA,NA,"50833","auto","Magnoliopsida",NA,NA,NA,NA,NA
"304","2013-04-01 09:14:49-03","IPT","BCTW","1922","S","Plantae","Magnoliophyta",NA,NA,"Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"305","2013-04-01 09:14:49-03","IPT","BCTW","8602","S","Plantae","Magnoliophyta",NA,NA,"Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"306","2013-04-01 09:14:49-03","IPT","BCTW","8603","S","Plantae","Magnoliophyta",NA,NA,"Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"307","2013-04-01 09:14:49-03","IPT","BCTW","1923","S","Plantae","Magnoliophyta",NA,NA,"Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"308","2013-04-01 09:14:49-03","IPT","BCTW","1925","S","Plantae","Magnoliophyta",NA,NA,"Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Smith",NA,NA,NA,NA,NA,NA,NA,"Uruguai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"309","2013-04-01 09:14:49-03","IPT","BCTW","5926","S","Plantae","Magnoliophyta",NA,NA,"Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Smith","IPT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"310","2013-04-01 09:14:49-03","IPT","BCTW","2884","S","Plantae","Magnoliophyta",NA,NA,"Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coleção Madeiras da Amazônia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"311","2013-04-01 09:14:49-03","IPT","BCTW","1919","S","Plantae","Magnoliophyta",NA,NA,"Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Smith",NA,NA,NA,NA,NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"312","2013-04-01 09:14:49-03","IPT","BCTW","5287","S","Plantae","Magnoliophyta",NA,NA,"Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Smith","IPT",NA,NA,NA,NA,NA,NA,"Bolívia","Beni","Riberalta","Rio Beni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"313","2013-04-01 09:14:49-03","IPT","BCTW","18641","S","Plantae","Magnoliophyta",NA,NA,"Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Smith",NA,NA,NA,NA,NA,NA,NA,"Bolívia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"314","2013-04-01 09:14:49-03","IPT","BCTW","5464","S","Plantae","Magnoliophyta",NA,NA,"Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Smith","IPT",NA,NA,NA,NA,NA,NA,"Bolívia","Tarija","Yacuíba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"315","2013-04-01 09:14:49-03","IPT","BCTW","5274","S","Plantae","Magnoliophyta",NA,NA,"Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Smith","IPT",NA,NA,NA,NA,NA,NA,"Bolívia",NA,NA,"Villa Montes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"316","2013-04-01 09:14:49-03","IPT","BCTW","5285","S","Plantae","Magnoliophyta",NA,NA,"Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Smith","IPT",NA,NA,NA,NA,NA,NA,"Bolívia","Pando",NA,"Rio Orton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"317","2013-04-01 09:14:49-03","IPT","BCTW","18966","S","Plantae","Magnoliophyta",NA,NA,"Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Smith",NA,NA,NA,NA,NA,NA,NA,"Bolívia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"318","2013-04-01 09:14:49-03","IPT","BCTW","8604","S","Plantae","Magnoliophyta",NA,NA,"Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Smith",NA,NA,NA,NA,NA,NA,NA,"Bolívia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"319","2013-04-01 09:14:49-03","IPT","BCTW","13039","S","Plantae","Magnoliophyta",NA,NA,"Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Smith",NA,NA,NA,NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"320","2013-04-01 09:14:49-03","IPT","BCTW","6269","S","Plantae","Magnoliophyta",NA,NA,"Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Smith","IPT",NA,NA,NA,NA,NA,NA,"Brasil","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"321","2013-04-01 09:14:49-03","IPT","BCTW","5416","S","Plantae","Magnoliophyta",NA,NA,"Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Smith",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"322","2013-04-01 09:14:49-03","IPT","BCTW","18946","S","Plantae","Magnoliophyta",NA,NA,"Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Smith",NA,NA,NA,NA,NA,NA,NA,"Brasil","Paraíba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"323","2013-04-01 09:14:49-03","IPT","BCTW","13886","S","Plantae","Magnoliophyta",NA,NA,"Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Smith",NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Pinhalzinho",NA,NA,NA,NA,NA,NA,NA,"-46.59","-22.77",NA,NA,NA,NA,NA,NA,"10137","auto","Magnoliopsida",NA,NA,NA,NA,NA
"324","2013-04-01 09:14:49-03","IPT","BCTW","13605","S","Plantae","Magnoliophyta",NA,NA,"Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Smith",NA,NA,NA,NA,NA,NA,NA,"Brasil","Mato Grosso","Aripuanã",NA,NA,NA,NA,NA,NA,NA,"-59.4594","-10.1667",NA,NA,NA,NA,NA,NA,"273871","auto","Magnoliopsida",NA,NA,NA,NA,NA
"325","2013-04-01 09:14:49-03","IPT","BCTW","10741","S","Plantae","Magnoliophyta",NA,NA,"Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Smith",NA,NA,NA,NA,NA,NA,NA,"Brasil","Mato Grosso do Sul","Aquidauana",NA,NA,NA,NA,NA,NA,NA,"-55.7872","-20.4711",NA,NA,NA,NA,NA,NA,"212961","auto","Magnoliopsida",NA,NA,NA,NA,NA
"326","2013-04-01 09:14:49-03","IPT","BCTW","9347","S","Plantae","Magnoliophyta",NA,NA,"Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Smith","IPT",NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"327","2013-04-01 09:14:49-03","IPT","BCTW","6695","S","Plantae","Magnoliophyta",NA,NA,"Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Smith","IPT",NA,NA,NA,NA,NA,NA,"Brasil","Mato Grosso","Colniza","aprox. 27 km da cidade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"328","2013-04-01 09:14:49-03","IPT","BCTW","14669","S","Plantae","Magnoliophyta",NA,NA,"Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Smith",NA,NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico",NA,NA,NA,NA,NA,NA,"-43.2075","-22.9028",NA,NA,NA,NA,NA,NA,"57442","auto","Magnoliopsida",NA,NA,NA,NA,NA
"329","2013-04-01 09:14:49-03","IPT","BCTW","9241","S","Plantae","Magnoliophyta",NA,NA,"Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Smith",NA,NA,NA,NA,NA,NA,NA,"Brasil","Ceará","Russas",NA,NA,NA,NA,NA,NA,NA,"-37.9758","-4.94028",NA,NA,NA,NA,NA,NA,"57169","auto","Magnoliopsida",NA,NA,NA,NA,NA
"330","2013-04-01 09:14:49-03","IPT","BCTW","1924","S","Plantae","Magnoliophyta",NA,NA,"Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Smith",NA,NA,NA,NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"331","2013-04-01 09:14:49-03","IPT","BCTW","1921","S","Plantae","Magnoliophyta",NA,NA,"Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Smith",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"332","2013-04-01 09:14:49-03","IPT","BCTW","19375","S","Plantae","Magnoliophyta",NA,NA,"Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Smith",NA,NA,NA,NA,NA,NA,NA,"Brasil","Rio Grande do Norte",NA,"100 km da cidade de Açu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"333","2013-04-01 09:14:49-03","IPT","BCTW","11794","S","Plantae","Magnoliophyta",NA,NA,"Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Smith",NA,NA,NA,NA,NA,NA,NA,"Brasil","Distrito Federal","Brasília",NA,NA,NA,NA,NA,NA,NA,"-47.9297","-15.7797",NA,NA,NA,NA,NA,NA,"70570","auto","Magnoliopsida",NA,NA,NA,NA,NA
