"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","locality","phylum","order","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"87","2021-03-15 16:37:00-03","NY","NYBG","00987016","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","S. S. Renner","B. G. S. Ribeiro","1976","10","13","Brazil","Amapá",NA,NA,NA,NA,NA,NA,NA,"NY00987016","NY00987016_01","1501","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273381' target='other'> <mi>dwc_moreinfo</mi></a>","Porto Platon.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-03-15 16:37:00-03","NY","NYBG","3241259","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"R. Guillén","1999","11","26","Bolivia","Santa Cruz","Chiquitos","-59.5717","-18.3281",NA,NA,"650","650","NY03241259",NA,"4784","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3551672' target='other'> <mi>dwc_moreinfo</mi></a>","Serrania Santiago","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2021-03-15 16:37:00-03","NY","NYBG","3241309","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"T. W. Henkel","1993","02","04","Guyana","Potaro-Siparuni",NA,"-60.03","4.8",NA,NA,"560","560","NY03241309",NA,"1197","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3551979' target='other'> <mi>dwc_moreinfo</mi></a>","Pakaraima Mts, Upper Ireng River, 1-2 km S of Cipo settlement along banks of Ireng River","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2021-03-15 16:37:00-03","NY","NYBG","00916805","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"S. L. M. Moore","1891",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NY00916805","NY00916805_01","138","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987321' target='other'> <mi>dwc_moreinfo</mi></a>","Iter Matogrossense.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-03-15 16:37:00-03","NY","NYBG","00987004","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","N. A. Rosa","N. A. Rosa","1983","01","23","Brazil","Pará","Marabá","-50.2921486","-6.0253411",NA,NA,"700","700","NY00987004","NY00987004_01","4494","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273376' target='other'> <mi>dwc_moreinfo</mi></a>","Serra Norte (Serra dos Carajás) arredores do alojamento N1","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-03-15 16:37:00-03","NY","NYBG","521133","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","J. J. Wurdack","H. C. de Lima","1979","04","30","Brazil","Rio de Janeiro","Caxias",NA,NA,NA,NA,NA,NA,"NY00521133","NY00521133_01","933","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=699532' target='other'> <mi>dwc_moreinfo</mi></a>","Caxias, proximo a Xerem. Leito da antiga estrada de Ferro (Ramal Xerem)","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-03-15 16:37:00-03","NY","NYBG","3241289","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"O. Haught","1946","10","18","Colombia","Cauca",NA,NA,NA,NA,NA,"1600","1600","NY03241289",NA,"5082","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3551783' target='other'> <mi>dwc_moreinfo</mi></a>","Roadside, between Santander and Piendamó","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-03-15 16:37:00-03","NY","NYBG","00987060","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"D. F. Austin","1979","10","10","Brazil","Amapá",NA,"-51.608987","1.482444",NA,NA,NA,NA,"NY00987060","NY00987060_01","7001","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272871' target='other'> <mi>dwc_moreinfo</mi></a>","Parque Florestal de Amapá, perto a fazendinho","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-03-15 16:37:00-03","NY","NYBG","01806272","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"P. da C. Gadelha Neto","2012","03","22","Brazil","Paraíba",NA,"-35.2653","-6.6272",NA,NA,"209",NA,"NY01806272","NY01806272_01","3224","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2156750' target='other'> <mi>dwc_moreinfo</mi></a>","Jacaraú. Mata da Pitanga: Fragmento Pb 098. Floresta Estacional Semidecidual das Terras Baixas.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-03-15 16:37:00-03","NY","NYBG","03257219","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"V. P. B. Fevereiro","1980","12","30","Brazil","Paraiba",NA,"-35.7042","-6.97",NA,NA,"600","600","NY03257219",NA,"M418","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3559394' target='other'> <mi>dwc_moreinfo</mi></a>","Areia, Mata de Pau Ferro, Picada dos Postes, ao lado do caminho que atravessa a Picada numa area aberta.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-03-15 16:37:00-03","NY","NYBG","3241320","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"J. F. Macbride","1923","07","19","Peru",NA,NA,NA,NA,NA,NA,"1067","1067","NY03241320",NA,"5103","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3551990' target='other'> <mi>dwc_moreinfo</mi></a>","Pampayacu, hacienda at mouth of Chinchao rio.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2021-03-15 16:37:00-03","NY","NYBG","522430","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","R. Goldenberg","K. Deguchi","1987","09","29","Brazil","São Paulo","Tanabi","-49.6397","-20.6203",NA,NA,"500","500","NY00522430","NY00522430_01","B1635","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=527705' target='other'> <mi>dwc_moreinfo</mi></a>","Ecatur - Cosmorama, 70 km NW from Sao José do Rio Preto","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-03-15 16:37:00-03","NY","NYBG","01421291","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","R. Goldenberg","J. Muller","1997","09","17","Bolivia","La Paz","Nor Yungas","-67.73","-16.2",NA,NA,"2000",NA,"NY01421291","NY01421291_01","6182","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1670980' target='other'> <mi>dwc_moreinfo</mi></a>","NW slope of Cerro Uchumachi S coroico.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-03-15 16:37:00-03","NY","NYBG","521116","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"Collector unspecified",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NY00521116","NY00521116_01","1198","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=699571' target='other'> <mi>dwc_moreinfo</mi></a>","Brasilia","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-03-15 16:37:00-03","NY","NYBG","01538741","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","J. J. Wurdack","C. M. Belshaw","1937","09","16","Peru","San Martín","Lamas",NA,NA,NA,NA,NA,NA,"NY01538741","NY01538741_01","3480","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1817023' target='other'> <mi>dwc_moreinfo</mi></a>","District Lamas. East-facing slope in quebrada, below English Evangelical Mission, Lamas.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2021-03-15 16:37:00-03","NY","NYBG","00916820","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"J. A. Ratter","1976","09","01","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,"NY00916820","NY00916820_01","R.3514","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987437' target='other'> <mi>dwc_moreinfo</mi></a>","Fazenda Água Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km SSW of Brasília TV Tower.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2016-09-27 03:38:00-03","NY","NYBG","02098143","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans",NA,"C. Delnatte","C. Delnatte","2009","05","27","French Guiana",NA,NA,"-53.3747","5.52",NA,NA,"30",NA,"NY02098143","NY02098143_01","1951","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2410708' target='other'> <mi>dwc_moreinfo</mi></a>","Lieu-dit Moucaya, commune d'Iracoubo. R.N.1.P.K. 165, piste menant à la savonneire.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-03-15 16:37:00-03","NY","NYBG","822784","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","R. Goldenberg","M. R. de V. Barbosa","2003","03","03","Brazil","Paraíba","Rio Tinto","-34.9","-6.8377778",NA,NA,"40","50","NY00822784","NY00822784_01","2763","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=925428' target='other'> <mi>dwc_moreinfo</mi></a>","Tabuleiro do Murici, falésia costeira bem próxima ao mar.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2021-03-15 16:37:00-03","NY","NYBG","521161","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","J. J. Wurdack","R. L. Liesner","1981","04","07","Venezuela","Bolívar",NA,"-63.05","7.53",NA,NA,"250","300","NY00521161","NY00521161_01","11289","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=699533' target='other'> <mi>dwc_moreinfo</mi></a>","Represa Guri, 40 to 70 km east of Ciudad Piar by twisty road","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-03-15 16:37:00-03","NY","NYBG","3241250","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"M. Nee","1987","01","24","Bolivia","Santa Cruz","Andrés Ibáñez","-63.2417","-17.57",NA,NA,"360","360","NY03241250",NA,"33758","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3551663' target='other'> <mi>dwc_moreinfo</mi></a>","2 km. W of center of La Belgica","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-03-15 16:37:00-03","NY","NYBG","01538751","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","J. J. Wurdack","R. L. Liesner","1988","04","09","Venezuela","Bolívar",NA,"-61.16666667","5",NA,NA,"850","850","NY01538751","NY01538751_01","23041","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1817087' target='other'> <mi>dwc_moreinfo</mi></a>","Gran Sabana, San Ignacio de Yuruani","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-03-15 16:37:00-03","NY","NYBG","01796352","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","J. Meirelles","E. I. Dryander",NA,"07",NA,"Colombia","Valle del Cauca",NA,NA,NA,NA,NA,"1200",NA,"NY01796352","NY01796352_01","533","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2020197' target='other'> <mi>dwc_moreinfo</mi></a>","Loma Pedada.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-03-15 16:37:00-03","NY","NYBG","00987019","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","M. G. da Silva","U. N. Maciel","1978","12","13","Brazil","Pará","Santarém","-54.9567032","-2.5192198",NA,NA,NA,NA,"NY00987019","NY00987019_01","332","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273387' target='other'> <mi>dwc_moreinfo</mi></a>","Enseada de Alter do Chão","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-03-15 16:37:00-03","NY","NYBG","01538758","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","T. H. Hollowell","T. W. Henkel","1994","07","13","Guyana","Potaro-Siparuni",NA,NA,NA,NA,NA,"1400","1400","NY01538758","NY01538758_01","5589","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1817101' target='other'> <mi>dwc_moreinfo</mi></a>","Pakaraima Mts; Upper Ireng watershed; Malakwalai-Tipu summit along SE escarpment","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-03-15 16:37:00-03","NY","NYBG","3241305","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"J. J. Pipoly","1986","12","19","Guyana","East Berbice-Corentyne",NA,"-57.58","5.6",NA,NA,"1","25","NY03241305",NA,"9433","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3551975' target='other'> <mi>dwc_moreinfo</mi></a>","Left (S) bank upper Canje River W of Digitima Creek","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-03-15 16:37:00-03","NY","NYBG","02607997","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"S. J. da Silva Neto","1997","08","05","Brazil","Rio de Janeiro","Duque de Caxias","-43.25","-22.53333",NA,NA,"50",NA,"NY02607997","NY02607997_01","618","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2919740' target='other'> <mi>dwc_moreinfo</mi></a>","Reserva da Petrobràs. Trilha ao redor da represa (barragem).","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-15 16:37:00-03","NY","NYBG","00916803","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","J. J. Wurdack","G. Eiten","1969","12","14","Brazil","Mato Grosso","Barra do Garças","-52.2567","-15.8903",NA,NA,NA,NA,"NY00916803","NY00916803_01","9924","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987316' target='other'> <mi>dwc_moreinfo</mi></a>","Crest of Serra do Roncador, along new road, 103 km NNE of Xavantina. 11 km S of the stream, Córrego do Pintado. Stand 10.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-15 16:37:00-03","NY","NYBG","3107556","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","F. A. Michelangeli","B. M. Torke","2011","11","24","Brazil","Pará","Santarém","-54.8844","-2.5047",NA,NA,"73",NA,"NY03107556","NY03107556_01","1291","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2772366' target='other'> <mi>dwc_moreinfo</mi></a>","along E side of road to Punta Piedra, about 3.4 km from where the road departs to the NW from the Santarém–Alter do Chão road (PA-457), ca. 21.5 km E and somewhat S of Santarém","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2016-09-30 05:42:00-03","NY","NYBG","01421279","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans",NA,"R. Goldenberg","G. Torrico","2003","07","16","Bolivia","El Beni","Vaca Diez",NA,NA,NA,NA,NA,NA,"NY01421279","NY01421279_01","1424","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1669960' target='other'> <mi>dwc_moreinfo</mi></a>","El triangulo.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-03-15 16:37:00-03","NY","NYBG","02680518","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"V. de F. Mansano","2011","11","25","Brazil","Para","Santarém","-54.7094","-2.4753",NA,NA,NA,NA,"NY02680518","NY02680518_01","904","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2947894' target='other'> <mi>dwc_moreinfo</mi></a>","Diamantino, subida para as torres, ramal do Mutunuí, Ponta Negra.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-03-15 16:37:00-03","NY","NYBG","00916795","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","J. J. Wurdack","H. S. Irwin","1964","10","02","Brazil","Mato Grosso",NA,"-52.57","-13.18",NA,NA,"300","400","NY00916795","NY00916795_01","6565","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987216' target='other'> <mi>dwc_moreinfo</mi></a>","Ca. 1 km. N.E. of Garapú.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-03-15 16:37:00-03","NY","NYBG","3241348","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"G. S. Bunting","1979","04","27","Venezuela","Zulia","Colon",NA,NA,NA,NA,"350","450","NY03241348",NA,"7265","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552019' target='other'> <mi>dwc_moreinfo</mi></a>","Alrededores de Casigua El Cubo: sector Las Cruces, en cerro El Mirador, a lo largo de la vía antigua entre El Carmelo y Estación Concordia, al sur del Pozo T-221, trayecto de aprox. 4 km;","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-03-15 16:37:00-03","NY","NYBG","00987008","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","S. S. Renner","L. Coradin","1977","10","26","Brazil","Roraima",NA,NA,NA,NA,NA,"920","920","NY00987008","NY00987008_01","879","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273377' target='other'> <mi>dwc_moreinfo</mi></a>","Along Boa Vista - BV 8 road (BR 174), Km 220","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-03-15 16:37:00-03","NY","NYBG","1009422","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","T. Rolim","T. Rolim","2009","09","10","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"NY01009422","NY01009422_01","108","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1747594' target='other'> <mi>dwc_moreinfo</mi></a>","Parque Estadual do Itacolomi-PEI, estrada de cima (ESQ2)","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-03-15 16:37:00-03","NY","NYBG","1015042","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"C. Luchiari","1994","11","17","Brazil","Rio de Janeiro","Silva Jardim","-42.3917","-22.6508",NA,NA,NA,NA,"NY01015042","NY01015042_01","544","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1098877' target='other'> <mi>dwc_moreinfo</mi></a>","Reserva Biológica de Poço das Antas, Est. Juturnaiba, direita - km 0.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-03-15 16:37:00-03","NY","NYBG","01538742","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","H. David","A. Rivas","2006","02",NA,"Colombia","Antioquia","Amalfi","-75.12586","6.79667",NA,NA,"950",NA,"NY01538742","NY01538742_01","862","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1817033' target='other'> <mi>dwc_moreinfo</mi></a>","Quebrada la Frijolera.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-03-15 16:37:00-03","NY","NYBG","3241342","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"H. M. Curran","1917","06","17","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,"NY03241342",NA,"1087","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552013' target='other'> <mi>dwc_moreinfo</mi></a>","Coticita","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-03-15 16:37:00-03","NY","NYBG","521142","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","J. J. Wurdack","Z. A. Trinta","1964","12","09","Brazil","Espírito Santo","Vitória","-40.3378","-20.3194",NA,NA,NA,NA,"NY00521142","NY00521142_01","1059","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=699547' target='other'> <mi>dwc_moreinfo</mi></a>","BR 5 pr. Vitória","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-03-15 16:37:00-03","NY","NYBG","01538756","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","J. J. Wurdack","B. Hoffman","1992","11","13","Guyana","Cuyuni-Mazaruni",NA,"-60.06666667","5.45",NA,NA,"700","800","NY01538756","NY01538756_01","3368","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1817096' target='other'> <mi>dwc_moreinfo</mi></a>","Pakaraima Mountains; Heika River, 4 km E of Chinoweing village","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-03-15 16:37:00-03","NY","NYBG","02098424","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","E. C. de O. Chagas","E. C. de O. Chagas","2010","09","28","Brazil","Paraíba","Mamanguape","-35.1419","-6.7419",NA,NA,"181",NA,"NY02098424","NY02098424_01","8709","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2492365' target='other'> <mi>dwc_moreinfo</mi></a>","Reserva Biológica de Guaribas: Sede da Rebio.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-15 16:37:00-03","NY","NYBG","00916836","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","J. J. Wurdack","R. Kral","1988","09","27","Brazil","Mato Grosso","Santo Antônio do Leverger","-56.0767","-15.8658",NA,NA,"600","600","NY00916836","NY00916836_01","75100","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987553' target='other'> <mi>dwc_moreinfo</mi></a>","Serra de São Vicente, vic. Cascata do Rio das Mortes.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-03-15 16:37:00-03","NY","NYBG","01538755","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","J. J. Wurdack","M. J. Jansen-Jacobs","1985","02","09","Guyana",NA,NA,"-59.47","3.07",NA,NA,"90","120","NY01538755","NY01538755_01","90","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1817095' target='other'> <mi>dwc_moreinfo</mi></a>","Kanuku Mts., Rupununi R., Bush Mouth near Witaru Falls.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-15 16:37:00-03","NY","NYBG","00916856","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","R. Romero","R. Romero","1996","09","23","Brazil","Minas Gerais","São Roque de Minas","-46.3656","-20.2456",NA,NA,NA,NA,"NY00916856","NY00916856_01","3630","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987725' target='other'> <mi>dwc_moreinfo</mi></a>","Estrada São Roque - Sacramento, córrego dos Passageiros, vertente do córrego, Parque Nacional da Serra da Canastra.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-03-15 16:37:00-03","NY","NYBG","00987002","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"N. A. Rosa","1976","10","13","Brazil","Amapá","Macapá","-51.4441252","0.7064974",NA,NA,NA,NA,"NY00987002","NY00987002_01","991","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273337' target='other'> <mi>dwc_moreinfo</mi></a>","Porto Platon, margem da estrada de ferro","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
