"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","relationshipType","fieldNumber","individualCount","sex"
"108","2021-01-14 15:31:56-03","MN","R","39253","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Dewolf Jr., G.P.","Dutra, J.","820","1908",NA,NA,"Brasil","Rio Grande do Sul","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1958","07","23","10287","auto",NA,NA,NA,NA,NA,NA,NA
"109","2021-01-14 15:31:56-03","MN","R","199761","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Berg, C.C.","Souza, H.M.","3","2000","10",NA,"Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA
"110","2021-01-14 15:31:56-03","MN","R","145861","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.",NA,"Emmerich, M.","406","1982","09","19","Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA
"111","2021-01-14 15:31:56-03","MN","R","171429","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.",NA,"Mello Filho, L.E.","5209","1987","02","03","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"112","2021-01-14 15:31:56-03","MN","R","203428","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.",NA,"Carauta, J.P.P.","7365","2003","09","30","Brasil","Rio de Janeiro","Rio de Janeiro","Alto da Boa Vista","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"113","2021-01-14 15:31:56-03","MN","R","206344","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Carauta, J.P.P.","Pederneiras, L.C.","116","2004","08","21","Brasil","Rio de Janeiro","Rio de Janeiro","Alto da Boa Vista","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004","09",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"114","2021-01-14 15:31:56-03","MN","R","207231","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.",NA,"Senna, P.","166","2003","12","01","Brasil","Rio de Janeiro","Rio de Janeiro","Barra da Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"115","2021-01-17 13:47:18-03","MN","R","108479","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Dewolf Jr., G.P.","Smith, L.B. 6540; Magnanini, A.; Machline, G.C.; Oliveira e Silva, S.L.; Ormond, W.T. & Augusto, J.",NA,"1952","04","11","Brasil","Rio de Janeiro","Rio de Janeiro","Barra da Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1964","12","08","57442","auto",NA,NA,NA,NA,NA,NA,NA
"116","2021-01-17 13:47:18-03","MN","R","205337","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Dias, E.","Payer, M. 5; Diaz, B.E.",NA,"2004","01","15","Brasil","Rio de Janeiro","Rio de Janeiro","Cosme Velho","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004","01","15","57442","auto",NA,NA,NA,NA,NA,NA,NA
"117","2021-01-17 13:47:18-03","MN","R","215423","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Carauta, J.P.P.","Hatschbach, G.G. 52282; Silva, J.M.",NA,"1988","08","20","Brasil","Paraná","Morretes","Guaratuba","-48.834400177002","-25.476900100708",NA,NA,"20","20",NA,NA,NA,NA,NA,NA,NA,NA,"2007",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"118","2021-01-17 13:47:18-03","MN","R","139929","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Carauta, J.P.P.","Carauta, J.P.P. 3715; Araújo, D.S.D.; Cardoso, J.; Lira, C.M.S.; Oliveira, R.F.; Rocha, E.S.F. & Souza, D.S.",NA,"1981","04","24","Brasil","Rio de Janeiro","Rio de Janeiro","Ilha de Paquetá","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"119","2021-02-08 19:35:00-03","MN","R","215422","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Carauta, J.P.P.","Fernandes, J.; Silva, J.G.","s.n.","1996","02","27","Brasil","Rio de Janeiro","Rio de Janeiro","Ilha do governador","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,"levantamento de espécies florestais na Ilha do Governador, Parte I",NA,NA,"1996","07","11","57442","auto",NA,NA,NA,NA,NA,NA,NA
"120","2021-02-08 19:35:00-03","MN","R","184789","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Bertolo, A.F.","Bertolo, A.F.","s.n.","1994","10","20","Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"121","2021-01-14 15:31:56-03","MN","R","207223","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.",NA,"Senna, P.","164","2003","11","09","Brasil","Rio de Janeiro","Rio de Janeiro","Leme","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"122","2021-01-14 15:31:56-03","MN","R","202620","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Carauta, J.P.P.","Souza, P.P.","155","2003","01","13","Brasil","Rio de Janeiro","Itatiaia","Maromba","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003","04",NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA
"123","2021-01-17 13:47:18-03","MN","R","204569","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Carauta, J.P.P.","Vianna-Filho, M.D.M. 505; Lacerda, R.W.",NA,"2005","03","13","Brasil","Rio de Janeiro","Petrópolis","Moinho Preto","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005",NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA
"124","2021-01-17 13:47:18-03","MN","R","204568","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Carauta, J.P.P.","Vianna-Filho, M.D.M. 506; Lacerda, R.W.",NA,"2005","03","13","Brasil","Rio de Janeiro","Petrópolis","Moinho Preto","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005",NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA
"125","2021-01-14 15:31:56-03","MN","R","203772","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Carauta, J.P.P.","Machado, A.F.P.","33","2004","01","30","Brasil","Rio de Janeiro","Nova Friburgo","Mury","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004","03",NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA
"126","2021-01-17 13:47:18-03","MN","R","215480","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Machado, A.F.P.","Vervloet, R.R. 1864; Bausen, E. & Pizziolo, W.",NA,"2003","02","18","Brasil","Espírito Santo","Santa Teresa","Nova Lombardia","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA
"127","2021-02-08 19:35:00-03","MN","R","215482","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Machado, A.F.P.","Krieger, L.; Brugger, M. & Orlando","s.n.","1989","10","10","Brasil","Minas Gerais","Juiz de Fora","Olaria","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","03","19","36144","auto",NA,NA,NA,NA,NA,NA,NA
"128","2021-01-14 15:31:56-03","MN","R","201714","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Carauta, J.P.P.","Souza, P.P.","148","2002","03","23","Brasil","Rio de Janeiro","Resende","Pedra Selada","-44.4467010498047","-22.468900680542",NA,NA,"425","425",NA,NA,NA,NA,NA,NA,NA,NA,"2002","05",NA,"36089","auto",NA,NA,NA,NA,NA,NA,NA
"129","2021-01-14 15:31:56-03","MN","R","201713","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Carauta, J.P.P. & Souza, P.P.","Souza, P.P.","143","2002","11","24","Brasil","Rio de Janeiro","Itatiaia","Penedo","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002","05",NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA
"130","2021-01-14 15:31:56-03","MN","R","203763","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Carauta, J.P.P.","Souza, P.P.","131","2001","05","02","Brasil","Rio de Janeiro","Itatiaia","Penedo","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","05","02","19648","auto",NA,NA,NA,NA,NA,NA,NA
"131","2021-01-14 15:31:56-03","MN","R","148265","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Carauta, J.P.P.","Sucre Benjamin, D.","9997","1973","05","31","Brasil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1982","06","15","57442","auto",NA,NA,NA,NA,NA,NA,NA
"132","2021-01-17 13:47:18-03","MN","R","178179","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Carauta, J.P.P.","Prance, G.T; Ramos, J.F.",NA,"1975","08","11","Brasil","Manaus","Itacoatiara","reserva CEPLAC","-58.4441986083984","-3.14305996894836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","08",NA,"120124","auto",NA,NA,NA,NA,NA,NA,NA
"133","2021-01-17 13:47:18-03","MN","R","215479","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.",NA,"Carauta, J.P.P. 7225; Fleury, C.",NA,"2003","01","13","Brasil","Rio de Janeiro","Rio de Janeiro","São Cristóvão","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"134","2021-01-14 15:31:56-03","MN","R","15807","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Dewolf Jr., G.P.","Freire, C.V.","192","1926","10",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","São Cristóvão","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1958","07","23","57442","auto",NA,NA,NA,NA,NA,NA,NA
"135","2021-02-08 19:35:00-03","MN","R","190205","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Carauta, J.P.P.","Almeida, V.C.","s.n.","1994","03","19","Brasil","Minas Gerais","Lima Duarte","São José dos Lopes","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996","01",NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA
"136","2021-02-08 19:35:00-03","MN","R","190176","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Berg, C.C.","Almeida, V.C.","s.n.","1994","01",NA,"Brasil","Minas Gerais","Lima Duarte","São José dos Lopes","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","03","26","30417","auto",NA,NA,NA,NA,NA,NA,NA
"137","2021-01-17 13:47:18-03","MN","R","206323","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Machado, A.F.P.","Kollmann, L. 2618; Bausen, E. & Pizziolo, W.",NA,"1999","06","17","Brasil","Espírito Santo","Santa Teresa","São Lourenço","-40.6002998352051","-19.9356002807617",NA,NA,"800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA
"138","2021-02-08 19:35:00-03","MN","R","39322","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Dewolf Jr., G.P.","Dutra, J.","s.n.",NA,NA,NA,"Brasil","Rio Grande do Sul","São Leopoldo","Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1958","07","23","10287","auto",NA,NA,NA,NA,NA,NA,NA
"139","2021-01-14 15:31:56-03","MN","R","215425","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Machado, A.F.P.","Mota, R.C.","2711","2004","09","15","Brasil","Minas Gerais","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","04","29","11966","auto",NA,NA,NA,NA,NA,NA,NA
"140","2021-01-17 13:47:18-03","MN","R","215481","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Carauta, J.P.P. & Souza, P.P.","Nunes, J.A.; Ferreira Junior, W.G.",NA,"2007","08","03","Brasil","Pará","Parauapebas","Serra Sul","-49.9021987915039","-6.06750011444092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008",NA,NA,"147801","auto",NA,NA,NA,NA,NA,NA,NA
"141","2021-01-17 13:47:18-03","MN","R","194572","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Carauta, J.P.P.","Carauta, J.P.P. 3516; Andrade, J.C. 112",NA,"1979","01","22","Brasil","Minas Gerais","Curvelo","Sucuriú","-44.4308013916016","-18.7563991546631",NA,NA,"600","600",NA,NA,NA,NA,NA,NA,NA,NA,"1991","04",NA,"57661","auto",NA,NA,NA,NA,NA,NA,NA
"142","2021-01-17 13:47:18-03","MN","R","205336","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Dias, E.","Payer, M. 10; Diaz, B.E.",NA,"2004","01","15","Brasil","Rio de Janeiro","Rio de Janeiro","Urca","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004","01","15","57442","auto",NA,NA,NA,NA,NA,NA,NA
"143","2021-02-08 19:35:00-03","MN","R","169313","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Carauta, J.P.P.","Isaias, R.M.S.; Sá, M.F.A. & Pimenta, N.L.","s.n.","1989","09","11","Brasil","Rio de Janeiro","Rio de Janeiro","Urca","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"144","2021-01-14 15:31:56-03","MN","R","142949","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Carauta, J.P.P.","Cardoso, J.","226","1983","09","13","Brasil","Rio de Janeiro","Rio de Janeiro","Urca","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1990","11","14","57442","auto",NA,NA,NA,NA,NA,NA,NA
"145","2021-01-14 15:31:56-03","MN","R","142638","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Carauta, J.P.P.","Cardoso, J.","222","1983","08","02","Brasil","Rio de Janeiro","Rio de Janeiro","Urca","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1983","08",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"146","2015-07-02 14:03:04-03","JBP","HPL","5220","S","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","H. Lorenzi","H. Lorenzi","3829","2003","06","25","Brasil","RJ","Rio de Janeiro","Coletado nas proximidades da cidade no aterro do Flamengo.","-43.2075","-22.9028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003","06","25","57442","auto",NA,NA,NA,NA,NA,NA,NA
"147","2015-07-02 14:03:04-03","JBP","HPL","8959","S","Plantae","Moraceae","Ficus","enormis","Ficus enormis","(Mart. Ex Miq.) Miq.","A. Amaral Jr.","A. Amaral Jr., J.O. Mendonça et al.","428","1999","04","11","Brasil","MS","Bataguassu","Coletado na margem direita do Rio Paraná, na Fazenda Fátima; dentro d'água. S 21° 32' 55,5; W 52° 06' 36,7","-52.4222","-21.7142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999","04","11","65610","auto",NA,NA,NA,NA,NA,NA,NA
"148","2015-07-02 14:03:04-03","JBP","HPL","9091","S","Plantae","Moraceae","Ficus","enormis","Ficus enormis","(Mart. ex Miq.) Mart.","H. Lorenzi","H. Lorenzi","137","1992","10","20","Brasil","SP","Limeira","Coletado na fazenda Guabiroba na estrada Limeira - Cosmópolis.","-47.4","-22.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1992","10","20","20999","auto",NA,NA,NA,NA,NA,NA,NA
"149","2015-07-02 14:03:04-03","JBP","HPL","5224","S","Plantae","Moraceae","Ficus","enormis","Ficus enormis","(Mart. ex Miq.) Miq","Sérgio R. Neto","H. Lorenzi","1202","1993","12","10","Brasil","SP","Lindóia","Coletada na idade na rua de saída para Socorro e Serra Negra.","-46.65","-22.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995","07","03","6377","auto",NA,NA,NA,NA,NA,NA,NA
"150","2019-12-19 08:15:23-03","FPS","FPS","1275","MachineObservation","Plantae","Moraceae","Ficus","enormis","Ficus enormis","(Mart. ex Miq.) Miq.","Brotto, M.L.","Schwirkowski, P. & Bianconcini, J.","64A","2014","04","06","Brasil","Santa Catarina","São Bento do Sul","Sertãozinho. Buger Strasse.","-49.36733","-26.318235","-49.36733","-26.318235",NA,NA,"FPS01275,MBM391868","FPS01275_v01 FPS01275_v02 FPS01275_v03 FPS01275_v04 FPS01275_v05 FPS01275_v06 FPS01275_v07 MBM391868",NA,NA,NA,"<ll>dwc_commonname:</ll> Figueira-da-pedra, figueira, figueira-gameleira",NA,NA,"2014","08","20",NA,NA,NA,NA,"MBM 391868","voucher",NA,NA,NA
"151","2019-02-15 11:46:04-02","IPA","IPA","12668","S","Plantae","Moraceae","Ficus","enormis","Ficus enormis","(Mart. ex Miq.) Mart.","Duarte, A.","Andrade-Lima","61-3751","1961",NA,NA,"Brasil","São Paulo",NA,"Parque Nacional de Itatiaia",NA,NA,NA,NA,NA,NA,"IPA0012668",NA,"Southern America",NA,NA,"Árvore.","Plantae",NA,"1961","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-08-27 13:33:51-03","IAP","PACA-AGP","57192","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Paulo Brack",NA,NA,NA,NA,NA,"Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA057192",NA,NA,NA,NA,"Emrich-Rambo det como F. diabolica Herter Habitat: in silva Fenofase: fruto","Magnoliophyta","Urticales","1984","10","19","29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"153","2019-08-27 13:33:51-03","IAP","PACA-AGP","29238","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Paulo Brack","Rambo, B.",NA,"1945","10","03","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA029238",NA,NA,NA,NA,"Emrich-Rambo det. como F.diabolica Herter&nf;não tem material Habitat: in silva campestri Fenofase: estéril","Magnoliophyta","Urticales","1984","10","19","29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"154","2019-08-27 13:33:51-03","IAP","PACA-AGP","65547","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","G. P. Dewolf, JR.","Reitz, R.",NA,"1958","08","01","Brasil","SC","Rio do Sul","Alto Matador","-49.6431007385254","-27.2141990661621",NA,NA,NA,NA,"PACA065547",NA,NA,NA,NA,"HBR 16226 &nf;sem material Habitat: Pasto","Magnoliophyta","Urticales","1958",NA,NA,"15163","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"155","2019-08-27 13:33:51-03","IAP","PACA-AGP","65548","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","G. P. Dewolf, Jr.","Reitz, R.",NA,"1957","06","14","Brasil","SC","Vidal Ramos","Sabiá","-49.3558006286621","-27.3918991088867",NA,NA,NA,NA,"PACA065548",NA,NA,NA,NA,"HBR 16224&nf;sem material Habitat: mata","Magnoliophyta","Urticales","1958",NA,NA,"21797","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"156","2019-08-27 13:33:51-03","IAP","PACA-AGP","65552","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","G. P. Dewolf, JR.","Reitz, R.",NA,"1956","03","22","Brasil","SC","Luís Alves","Braço Joaquim",NA,NA,NA,NA,NA,NA,"PACA065552",NA,NA,NA,NA,"HBR 16215&nf;sem material Habitat: caapoeirão","Magnoliophyta","Urticales","1958",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"157","2019-08-27 13:33:51-03","IAP","PACA-AGP","104041","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Sobral, M.","Jagmin, N.",NA,NA,NA,NA,"Brasil",NA,NA,"Margem do Rio dos Sinos",NA,NA,NA,NA,NA,NA,"PACA104041",NA,NA,NA,NA,"Xiloteca nº 0213x&nf;affinis ronosii","Magnoliophyta","Urticales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"158","2019-08-27 13:33:51-03","IAP","PACA-AGP","65553","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","G. P. Dewolf, JR.","Reitz, R.",NA,"1954","09","30","Brasil","AC","Itajaí","Luis Alves Braço Joaquim",NA,NA,NA,NA,NA,NA,"PACA065553",NA,NA,NA,NA,"HBR 16213&nf;sem material Habitat: mata","Magnoliophyta","Urticales","1958",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"159","2019-08-27 13:33:51-03","IAP","PACA-AGP","66467","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","P. Brack","O.R. Camargo","3278","1958","11","08","Brasil","RS","Taquarí","Est. Exp. Pomicultura","-51.8643989562988","-29.7996997833252",NA,NA,NA,NA,"PACA066467",NA,NA,NA,NA,"antes era diabolica Herter &nf;sem material Habitat: no mato","Magnoliophyta","Urticales","1984","10","19","21657","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"160","2019-08-27 13:33:51-03","IAP","PACA-AGP","65543","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","G. P. de Wolf, Jr","R. Klein","460","1953","04","02","Brasil","SC","Anitápolis","Palhoça","-49.1286010742188","-27.9018993377686",NA,NA,NA,NA,"PACA065543",NA,NA,NA,NA,"não há material&nf;HBR 16234 Habitat: caapoeira, margem do rio","Magnoliophyta","Urticales","1958",NA,NA,"20462","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"161","2019-08-27 13:33:51-03","IAP","PACA-AGP","65551","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","G. P. Dewolf, JR","Reitz, R.",NA,"1954","10","14","Brasil","SC","Blumenau","Mata da Cia. Hering","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,"PACA065551",NA,NA,NA,NA,"HBR 16219&nf;sem material Habitat: cultivada","Magnoliophyta","Urticales","1958",NA,NA,"34291","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"162","2019-08-27 13:33:51-03","IAP","PACA-AGP","65549","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","G. P. Dewolf, JR.","Reitz, R.",NA,"1957","06","22","Brasil","SC","Garuva","São Francisco do Sul","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,"PACA065549",NA,NA,NA,NA,"HBR 16223&nf;sem material Habitat: caapoeirão","Magnoliophyta","Urticales","1958",NA,NA,"22441","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"163","2019-08-27 13:33:51-03","IAP","PACA-AGP","65550","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","F. P. Dewolf, JR.","Reitz, R.",NA,"1957","07","27","Brasil","SC","Garuva","São Francisco do Sul","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,"PACA065550",NA,NA,NA,NA,"HBR 16221&nf;sem material Habitat: epífito da mata","Magnoliophyta","Urticales","1958",NA,NA,"22441","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
