"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","minimumElevationInMeters","maximumElevationInMeters","imagecode","recordNumber","coordinatePrecision","geoFlag","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"134","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U 0004647","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.",NA,NA,NA,NA,"Luschnath B",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Cabo Frio, Rio de Janeiro",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200004647 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0004647",NA,NA,"NL-U0004647",NA,NA,NA,"isotype","Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","22472 A",NA,NA,NA
"135","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U 0285731","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","08","05","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200285731 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0285731",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","Uw13469",NA,NA,NA
"136","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U 0285855","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","08","10","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200285855 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0285855",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","Uw13578",NA,NA,NA
"137","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U 0291022","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1967","05","20","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200291022 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0291022",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","Uw14287",NA,NA,NA
"138","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U 0291144","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.",NA,NA,NA,NA,"Reitz R; Klein RM","1956","10","26","Brazil","Santa Catarina",NA,"Santa Catarina, Pilões, Palhoça.","-53.733333","-26.533333","-53.733333","-26.533333","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200291144 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0291144",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","Uw6912",NA,NA,NA
"139","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U 0291158","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","09","24","Brazil","Paraná",NA,"N outskirts of Curitiba, towards Cruz Pelarsinho",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200291158 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0291158",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","Uw13724",NA,NA,NA
"140","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426064","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1967","05","20","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426064 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426064",NA,NA,"NL-U1426064",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023351",NA,NA,NA
"141","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426065","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","Berg CC","1984","04","01","Lindeman JC; Haas JH de","1967","07","03","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426065 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426065",NA,NA,"NL-U1426065",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023339",NA,NA,NA
"142","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426066","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","09","24","Brazil","Paraná",NA,"N outskirts of Curitiba, towards Cruz Pelarsinho",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426066 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426066",NA,NA,"NL-U1426066",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023335",NA,NA,NA
"143","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426067","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","08","10","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426067 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426067",NA,NA,"NL-U1426067",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023097",NA,NA,NA
"144","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426068","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","Berg CC","1984","04","01","Góes OC; Dionisio","1943","07","06","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426068 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426068",NA,NA,"NL-U1426068",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023373",NA,NA,NA
"145","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426069","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","Berg CC","1984","04","01","Martius CFP von",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426069 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426069",NA,NA,"NL-U1426069",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023372",NA,NA,NA
"146","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426070","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426070 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426070",NA,NA,"NL-U1426070",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023371",NA,NA,NA
"147","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426071","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","Berg CC","1984","04","01","Emrich K","1945","10","25","Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426071 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426071",NA,NA,"NL-U1426071",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023370",NA,NA,NA
"148","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426072","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","Berg CC","1983","08","01","Elias de Paula J","1982","11","10","Brazil","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426072 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426072",NA,NA,"NL-U1426072",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023368",NA,NA,NA
"149","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426073","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","08","05","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426073 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426073",NA,NA,"NL-U1426073",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023366",NA,NA,NA
"150","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426074","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","Berg CC","1983","04","01","Kummrow R","1982","11","04","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426074 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426074",NA,NA,"NL-U1426074",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023365",NA,NA,NA
"151","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426075","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","Berg CC","1983","04","01","Oliveira PI","1980","02","16","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426075 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426075",NA,NA,"NL-U1426075",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023364",NA,NA,NA
"152","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426076","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","Berg CC","1983","04","01","Hatschbach GG","1979","11","22","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426076 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426076",NA,NA,"NL-U1426076",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023363",NA,NA,NA
"153","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426077","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","Berg CC","1984","04","01","Lindeman JC; Haas JH de","1966","11","08","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426077 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426077",NA,NA,"NL-U1426077",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023361",NA,NA,NA
"154","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426079","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","Berg CC","1984","04","01","Kuhlmann JG","1927","04","19","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426079 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426079",NA,NA,"NL-U1426079",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023360",NA,NA,NA
"155","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426080","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","Berg CC","1984","04","01","Carauta JPP","1967","08","30","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426080 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426080",NA,NA,"NL-U1426080",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023359",NA,NA,NA
"156","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426081","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","Berg CC","1984","04","01","Duarte AP","1960","07","26","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426081 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426081",NA,NA,"NL-U1426081",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023355",NA,NA,NA
"157","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426083","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","Berg CC","1984","04","01","Duarte AP","1960","07","26","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426083 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426083",NA,NA,"NL-U1426083",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023336",NA,NA,NA
"158","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426084","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","Berg CC","1984","04","01","Reitz R; Klein RM","1957","06","22","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426084 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426084",NA,NA,"NL-U1426084",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023354",NA,NA,NA
"159","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426085","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","Berg CC","1984","04","01","Reitz R; Klein RM","1954","10","14","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426085 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426085",NA,NA,"NL-U1426085",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023353",NA,NA,NA
"160","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426086","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","Berg CC","1984","04","01","Reitz R; Klein RM","1954","10","14","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426086 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426086",NA,NA,"NL-U1426086",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023352",NA,NA,NA
"161","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426087","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","Berg CC","1984","04","01","Lindeman JC; Haas JH de","1966","10","19","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426087 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426087",NA,NA,"NL-U1426087",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023350",NA,NA,NA
"162","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426088","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","Berg CC",NA,NA,NA,"Bernardi L","1978","10","20","Paraguay","Paraguarí",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426088 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426088",NA,NA,"NL-U1426088",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023349",NA,NA,NA
"163","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426108","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","Berg CC","1983","06","01","Simonis JE","1983","02","03","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426108 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426108",NA,NA,"NL-U1426108",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023333",NA,NA,NA
"164","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426109","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","Berg CC",NA,NA,NA,"Hatschbach GG","1966","01","20","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426109 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426109",NA,NA,"NL-U1426109",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023334",NA,NA,NA
"165","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426110","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.",NA,NA,NA,NA,"Carauta JPP","1979","01","28","Paraguay","Amambay",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426110 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426110",NA,NA,"NL-U1426110",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023347",NA,NA,NA
"166","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426111","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.",NA,NA,NA,NA,"Carauta JPP","1979","01","28","Brazil","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426111 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426111",NA,NA,"NL-U1426111",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023346",NA,NA,NA
"167","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426112","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","Berg CC","1984","04","01","Klein RM","1957","11","28","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426112 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426112",NA,NA,"NL-U1426112",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023345",NA,NA,NA
"168","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426113","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","Berg CC","1984","08","01","Duarte AP","1962","02","14","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426113 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426113",NA,NA,"NL-U1426113",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023343",NA,NA,NA
"169","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426114","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","Berg CC","1986","09","01","Berg CC","1980","03","19","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426114 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426114",NA,NA,"NL-U1426114",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023342",NA,NA,NA
"170","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426115","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.",NA,NA,NA,NA,"Reitz R; Klein RM","1956","10","26","Brazil","Santa Catarina",NA,"Santa Catarina, Pilões, Palhoça.","-53.733333","-26.533333","-53.733333","-26.533333","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426115 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426115",NA,NA,"NL-U1426115",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023341",NA,NA,NA
"171","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426116","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","Berg CC","1984","04","01","Carauta JPP","1979","09","23","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426116 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426116",NA,NA,"NL-U1426116",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023340",NA,NA,NA
"172","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426117","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","Berg CC","1984","04","01","Lindeman JC; Haas JH de","1967","06","18","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426117 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426117",NA,NA,"NL-U1426117",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023338",NA,NA,NA
"173","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1426119","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","Berg CC","1984","04","01","Lindeman JC; Haas JH de","1967","08","06","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1426119 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1426119",NA,NA,"NL-U1426119",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0023337",NA,NA,NA
"174","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1435257","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","Vázquez Avila MD",NA,NA,NA,"Troncoso NS","1976","11","01","Argentina","Entre Rios",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435257 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435257",NA,NA,"NL-U1435257",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0024704",NA,NA,NA
"175","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1435258","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","Vázquez Avila MD",NA,NA,NA,"Troncoso NS","1976","11","01","Argentina","Entre Rios",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435258 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435258",NA,NA,"NL-U1435258",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0024705",NA,NA,NA
"176","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1435259","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","Tressens SG",NA,NA,NA,"Arbo MM","1993","09","08","Argentina","Misiones",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435259 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435259",NA,NA,"NL-U1435259",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0024702",NA,NA,NA
"177","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1435260","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.",NA,NA,NA,NA,"Tressens SG","1989","02","01","Argentina","Corrientes",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435260 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435260",NA,NA,"NL-U1435260",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,"Magnoliopsidae","U 0024703",NA,NA,NA
