"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","occurrenceRemarks","class","coordinatePrecision","geoFlag","relatedCatalogItem","individualCount","fieldNumber","infraspecificEpithet","sex"
"91","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035439","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Kramer KU",NA,NA,NA,"Kramer KU; Hekking WHAM",NA,"1960","11","25","Surinam",NA,NA,NA,NA,NA,NA,NA,"NL-U1035439","NL-U1035439",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035439 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0105789",NA,NA,NA,NA
"92","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035440","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Kramer KU",NA,NA,NA,"Kramer KU; Hekking WHAM",NA,"1960","11","25","Surinam",NA,NA,NA,NA,NA,NA,NA,"NL-U1035440","NL-U1035440",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035440 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0105790",NA,NA,NA,NA
"93","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035441","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Kramer KU",NA,NA,NA,"Kramer KU; Hekking WHAM",NA,"1960","11","25","Surinam",NA,NA,NA,NA,NA,NA,NA,"NL-U1035441","NL-U1035441",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035441 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0105791",NA,NA,NA,NA
"94","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035442","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Kramer KU",NA,NA,NA,"Kramer KU; Hekking WHAM",NA,"1960","11","25","Surinam",NA,NA,NA,NA,NA,NA,NA,"NL-U1035442","NL-U1035442",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035442 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0105792",NA,NA,NA,NA
"95","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035443","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Kramer KU",NA,NA,NA,"Kramer KU; Hekking WHAM",NA,"1960","11","25","Surinam",NA,NA,NA,NA,NA,NA,NA,"NL-U1035443","NL-U1035443",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035443 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0105793",NA,NA,NA,NA
"96","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035444","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Kramer KU",NA,NA,NA,"Kramer KU; Hekking WHAM",NA,"1960","11","25","Surinam",NA,NA,NA,NA,NA,NA,NA,"NL-U1035444","NL-U1035444",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035444 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0105794",NA,NA,NA,NA
"97","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035445","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Kramer KU",NA,NA,NA,"Kramer KU; Hekking WHAM",NA,"1960","11","25","Surinam",NA,NA,NA,NA,NA,NA,NA,"NL-U1035445","NL-U1035445",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035445 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0105795",NA,NA,NA,NA
"98","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035446","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Kramer KU",NA,NA,NA,"Kramer KU; Hekking WHAM",NA,"1960","11","25","Surinam",NA,NA,NA,NA,NA,NA,NA,"NL-U1035446","NL-U1035446",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035446 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0105796",NA,NA,NA,NA
"99","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035447","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Kramer KU",NA,NA,NA,"Kramer KU; Hekking WHAM",NA,"1960","11","25","Surinam",NA,NA,NA,NA,NA,NA,NA,"NL-U1035447","NL-U1035447",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035447 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0105797",NA,NA,NA,NA
"100","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035448","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Sedayu A","2004","04","01","Cremers GA",NA,"1980","12","27","French Guiana","Cayenne",NA,NA,NA,NA,NA,NA,"NL-U1035448","NL-U1035448",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035448 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0099483",NA,NA,NA,NA
"101","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035449","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Sedayu A","2004","04","01","Cremers GA",NA,"1980","12","27","French Guiana","Cayenne",NA,NA,NA,NA,NA,NA,"NL-U1035449","NL-U1035449",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035449 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0099484",NA,NA,NA,NA
"102","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035450","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Sedayu A","2004","04","01","Cremers GA",NA,"1980","12","27","French Guiana","Cayenne",NA,NA,NA,NA,NA,NA,"NL-U1035450","NL-U1035450",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035450 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0099485",NA,NA,NA,NA
"103","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035451","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Sedayu A","2004","04","01","Burchell WJ",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"NL-U1035451","NL-U1035451",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035451 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0099486",NA,NA,NA,NA
"104","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035452","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Sedayu A","2004","04","01","Jenman GS",NA,"1899","01","01","Guyana",NA,NA,NA,NA,NA,NA,NA,"NL-U1035452","NL-U1035452",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035452 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0099487",NA,NA,NA,NA
"105","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035454","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Sedayu A","2004","04","01","Mosén CWH",NA,"1873","07","10","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"NL-U1035454","NL-U1035454",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035454 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0099489",NA,NA,NA,NA
"106","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035455","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Sedayu A","2004","04","01","Harley RM; et al.",NA,"1974","03","31","Brazil","Bahia",NA,NA,"-38.983333","-14.3","-38.983333","-14.3","NL-U1035455","NL-U1035455",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035455 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0099490",NA,NA,NA,NA
"107","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035461","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Kramer KU",NA,NA,NA,"Smith HH",NA,NA,NA,NA,"Colombia","Magdalena",NA,NA,NA,NA,NA,NA,"NL-U1035461","NL-U1035461",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035461 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0105769",NA,NA,NA,NA
"108","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035463","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Sedayu A","2004","04","01","Schulz JP",NA,"1971","03","28","Venezuela","Barinas",NA,NA,NA,NA,NA,NA,"NL-U1035463","NL-U1035463",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035463 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0099491",NA,NA,NA,NA
"109","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035464","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Sedayu A","2004","04","01","Gentry AH; Juncosa A; Mazuera H",NA,"1983","02","17","Colombia","Valle del Cauca",NA,NA,"-77.25","4","-77.25","4.0","NL-U1035464","NL-U1035464",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035464 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0099492",NA,NA,NA,NA
"110","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035465","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Sedayu A","2004","04","01","Vargas Calderón JC",NA,"1985","05","25","Peru","Madre de Dios",NA,NA,NA,NA,NA,NA,"NL-U1035465","NL-U1035465",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035465 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0099493",NA,NA,NA,NA
"111","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035472","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Lindeman JC",NA,NA,NA,"Teunissen PA",NA,"1973","10","19","Surinam","Nickerie",NA,NA,NA,NA,NA,NA,"NL-U1035472","NL-U1035472",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035472 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0105784",NA,NA,NA,NA
"112","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035473","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Lindeman JC",NA,NA,NA,"Teunissen PA",NA,"1973","10","19","Surinam","Nickerie",NA,NA,NA,NA,NA,NA,"NL-U1035473","NL-U1035473",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035473 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0105785",NA,NA,NA,NA
"113","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035474","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Kramer KU",NA,NA,NA,"Lindeman JC",NA,"1954","03","23","Surinam",NA,NA,NA,NA,NA,NA,NA,"NL-U1035474","NL-U1035474",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035474 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0105782",NA,NA,NA,NA
"114","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035475","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Kramer KU",NA,NA,NA,"Lindeman JC",NA,"1954","03","23","Surinam",NA,NA,NA,NA,NA,NA,NA,"NL-U1035475","NL-U1035475",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035475 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0105783",NA,NA,NA,NA
"115","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035476","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Kramer KU","1953","11","01","Focke HC",NA,NA,NA,NA,"Surinam",NA,NA,"SUriname, Martu",NA,NA,NA,NA,"NL-U1035476","NL-U1035476",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035476 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0105781",NA,NA,NA,NA
"116","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035477","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Kramer KU","1957","04","01","Jonker-Verhoef AME; Jonker FP",NA,"1955","11","29","Surinam","Paramaribo",NA,NA,"-55.159049","5.846517","-55.159049","5.846517","NL-U1035477","NL-U1035477",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035477 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0105780",NA,NA,NA,NA
"117","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035478","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Kramer KU","1953","10","01","Lanjouw J; Lindeman JC",NA,"1948","12","21","Surinam",NA,NA,NA,NA,NA,NA,NA,"NL-U1035478","NL-U1035478",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035478 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0105779",NA,NA,NA,NA
"118","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035479","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Kramer KU","1960","02","01","Jenman GS",NA,"1897","01","01","Guyana",NA,NA,NA,NA,NA,NA,NA,"NL-U1035479","NL-U1035479",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035479 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0105778 | 99635 B",NA,NA,NA,NA
"119","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035480","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Kramer KU","1953","05","01","Leprieur FMR",NA,"1838","01","01","French Guiana",NA,NA,NA,NA,NA,NA,NA,"NL-U1035480","NL-U1035480",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035480 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0105777",NA,NA,NA,NA
"120","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035481","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Kramer KU","1959","12","01","Jenman GS",NA,"1897","01","01","Guyana",NA,NA,NA,NA,NA,NA,NA,"NL-U1035481","NL-U1035481",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035481 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0105774 | 99702 B",NA,NA,NA,NA
"121","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035482","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Kramer KU","1960","02","01","Jenman GS",NA,"1897","01","01","Guyana",NA,NA,NA,NA,NA,NA,NA,"NL-U1035482","NL-U1035482",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035482 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0105776 | 99634 B",NA,NA,NA,NA
"122","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035483","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Kramer KU","1959","12","01","Jenman GS",NA,"1899","01","01","Guyana",NA,NA,NA,NA,NA,NA,NA,"NL-U1035483","NL-U1035483",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035483 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0105775 | 99704 B",NA,NA,NA,NA
"123","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035484","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Kramer KU",NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1967","07","03","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"NL-U1035484","NL-U1035484",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035484 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0105773",NA,NA,NA,NA
"124","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035485","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Kramer KU","1953","11","01","Sagot PA",NA,"1856","01","01","French Guiana",NA,NA,NA,NA,NA,NA,NA,"NL-U1035485","NL-U1035485",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035485 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0105772",NA,NA,NA,NA
"125","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035486","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Sedayu A","2004","04","01","Lanjouw J",NA,"1933","10","24","Surinam",NA,NA,NA,NA,NA,NA,NA,"NL-U1035486","NL-U1035486",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035486 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0034085",NA,NA,NA,NA
"126","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035487","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Sedayu A","2004","04","01","Lindeman JC; Haas JH de",NA,"1967","07","06","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,"NL-U1035487","NL-U1035487",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035487 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0034086",NA,NA,NA,NA
"127","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035488","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Sedayu A","2004","04","01","Lindeman JC; Haas JH de",NA,"1967","07","06","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,"NL-U1035488","NL-U1035488",NA,NA,NA,"Polypodiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035488 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteropsida",NA,NA,"U 0034087",NA,NA,NA,NA
"128","2020-11-04 11:12:18-03","ESALQ","ESA","104460","PreservedSpecimen","Plantae","Lomariopsidaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium",NA,NA,NA,NA,NA,"Paciencia, M.B.","2452.0","2006","04","10","Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA104460",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA
"129","2020-11-04 11:21:18-03","ESALQ","ESA","101344","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch","Della, A.P.","2020","03","10","Breier, T.B.","1023.0","2003","05","09","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,"ESA101344",NA,NA,NA,"Pteridophyta",NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"130","2020-11-19 10:25:08-03","CPAP","CPAP","18166","PreserverdSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","A. Salino","1999","05",NA,"Pott, V. J.","3803","1998","12","02","Brasil","MS","Bonito","Fazenda São Geraldo, rio Sucuri (na nascente com ressurgência), 12lm Leste de Bonito","-56.559167","-21.264444","56°33'33'' W","21°15'52'' S",NA,NA,"350","350",NA,NA,NA,NA,"Erva, 2,5m de altura. FLOR: . FRUTO: marrom. INTERESSE: Levantamento florístico. FREQUÊNCIA: Muito frequente. AMBIENTE: Barranco de nascente de rio com ressurgência. SUBSTRATO: solo orgânico com subsolo calcário xaraés. RELEVO: plano. <ll>dwc_commonname:</ll> Sa",NA,NA,NA,NA,NA,NA,NA,NA
"131","2015-07-02 14:55:46-03","JBP","HPL","9329","S","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium",NA,"R. Tsuji","2007","08","22","R. Tsuji","2038","2007","08","22","Brasil","ES","Colatina","Coletado na beira da estrada de terra Colatina-Itaguaçu, distante ca. 8km de Colatina; em plena água.","-40.6306","-19.5394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57036","auto",NA,NA,NA,NA,NA
"132","2019-02-15 11:49:01-02","IPA","IPA","91336","S","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Sousa, B.M.",NA,NA,NA,"Sousa, B.M.","26","2014","10","17","Brasil","Paraíba","Remígio","Ecossistema Açude da Palma., Reservatório.","-35.798889","-6.971389","-35.798889","-6.971389","IPA0091336",NA,NA,NA,"Plantae",NA,"Southern America",NA,"Subarbustivo.; Terrestre. Planta aquática, margem do ecossistema, fértil.",NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-02-15 11:49:01-02","IPA","IPA","91358","S","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Sousa, B.M.",NA,NA,NA,"Sousa, B.M.","47","2014","11","28","Brasil","Paraíba","Sobrado","Fazenda Riacho da Serra., Reservatório. Na BR 230.","-35.315556","-7.183611","-35.315556","-7.183611","IPA0091358",NA,NA,NA,"Plantae",NA,"Southern America",NA,"Subarbustivo. Planta anfíbia.",NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-02-15 11:49:01-02","IPA","IPA","91138","S","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Santos, V.V.","2008","08","22","Santos, V.V.","s.n.","2008","08","22","Brasil","Bahia","Rodelas",NA,"-38.7667007446289","-8.84556007385254",NA,NA,"IPA0091138",NA,NA,NA,"Plantae",NA,"Southern America",NA,"Material botânico para fins de publicação de artigo científico - Depto. De Biologia da UFRPE, sob a orientação da Profª Karine Matos Magalhães.; Macrófita aquática emergente.; Caatinga.",NA,"97635","auto",NA,NA,NA,NA,NA
"135","2019-02-15 11:49:01-02","IPA","IPA","91313","S","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Goetz, M.N.B.","2013","06","13","Goetz, M.N.B.","12","2013","06","06","Brasil","Paraíba","João Pessoa","Jardim Botânico., Na beira da trilha da ilha.","-34.8630981445312","-7.11499977111816",NA,NA,"IPA0091313",NA,NA,NA,"Plantae",NA,"Southern America",NA,"Área alagada.",NA,"15975","auto",NA,NA,NA,NA,NA
