"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","identifiedBy","recordNumber","continentOcean","locality","preparationType","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","previousCatalogNumber"
"113","2019-08-27 13:31:18-03","IAP","PACA-AGP","50993","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O. Berg","Sehnem, A.","1950","12","19","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"Habitat: in campestribus dumetosis Fenofase: flor","PACA050993","Magnoliophyta","Myrtales",NA,"Emrich-Rambo","5121",NA,"Taimbezinho",NA,NA,NA,NA,NA,"1954","08","76715","auto","Magnoliatae",NA,"29",NA,NA,NA,NA,NA
"114","2019-08-27 13:31:17-03","IAP","PACA-AGP","4356","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O. Berg","Rambo, B.","1941","02","07","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"Habitat: in campestribus dumetosis Fenofase: flor","PACA004356","Magnoliophyta","Myrtales",NA,"Emrich-Rambo",NA,NA,"Taimbezinho",NA,NA,NA,NA,NA,"1954","08","76715","auto","Magnoliatae",NA,"29",NA,NA,NA,NA,NA
"115","2019-08-27 13:31:17-03","IAP","PACA-AGP","32263","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O. Berg","Rambo, B.","1946","02","16","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"Habitat: in campestribus dumetosis Fenofase: fruto submaturo","PACA032263","Magnoliophyta","Myrtales",NA,"Emrich-Rambo",NA,NA,"Tainhas",NA,NA,NA,NA,NA,"1954","08","76715","auto","Magnoliatae",NA,"29",NA,NA,NA,NA,NA
"116","2019-08-27 13:31:17-03","IAP","PACA-AGP","38683","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O. Berg","Rambo, B.","1948","12","10","Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,"Habitat: in campestribus dumetosis Fenofase: fruto novo","PACA038683","Magnoliophyta","Myrtales",NA,"Emrich-Rambo",NA,NA,"Rio dos Sinos",NA,NA,NA,NA,NA,"1954","08","10287","auto","Magnoliatae",NA,"29",NA,NA,NA,NA,NA
"117","2019-08-27 13:31:18-03","IAP","PACA-AGP","86184","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O. Berg","Sehnem, A.","1965","12","11","Brasil","RS","São Lourenço do Sul","-51.9782981872559","-31.3652992248535",NA,NA,"Habitat: in campo Hábito: arbustum parvum","PACA086184","Magnoliophyta","Myrtales",NA,"A. Sehnem SJ","8576",NA,"Faz. Crisanto Soares",NA,NA,"30","30",NA,NA,NA,"48842","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"118","2019-08-27 13:31:18-03","IAP","PACA-AGP","47330","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O. Berg","A. Spies","1950","02",NA,"Brasil","RS","Soledade","-52.5102996826172","-28.8183002471924",NA,NA,"Habitat: in campestribus dumetosis Fenofase: flor","PACA047330","Magnoliophyta","Myrtales",NA,"Emrich-Rambo",NA,NA,NA,NA,NA,NA,NA,NA,"1954","08","42411","auto","Magnoliatae",NA,"29",NA,NA,NA,NA,NA
"119","2019-08-27 13:31:18-03","IAP","PACA-AGP","52998","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O. Berg","Rambo, B.","1952","11","16","Brasil","RS","Soledade","-52.5102996826172","-28.8183002471924",NA,NA,"Habitat: in campestribus dumetosis Fenofase: flor","PACA052998","Magnoliophyta","Myrtales",NA,"Emrich-Rambo",NA,NA,NA,NA,NA,NA,NA,NA,"1954","08","42411","auto","Magnoliatae",NA,"29",NA,NA,NA,NA,NA
"120","2019-08-27 13:31:18-03","IAP","PACA-AGP","56209","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O. Berg","Rambo, B.","1954","11","12","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"Habitat: in arenosis dumetosis Fenofase: flor","PACA056209","Magnoliophyta","Myrtales",NA,"Emrich-Rambo",NA,NA,"Paraíso",NA,NA,NA,NA,NA,"1955","04","20837","auto","Magnoliatae",NA,"06",NA,NA,NA,NA,NA
"121","2019-08-27 13:31:18-03","IAP","PACA-AGP","9276","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O. Berg","Rambo, B.","1942","01","26","Brasil","RS","Tupanciretã","-53.8358001708984","-29.0806007385254",NA,NA,"Habitat: in campestribus dumetosis Fenofase: fruto maturo","PACA009276","Magnoliophyta","Myrtales",NA,"Emrich-Rambo",NA,NA,"Jari",NA,NA,NA,NA,NA,"1954","08","59498","auto","Magnoliatae",NA,"29",NA,NA,NA,NA,NA
"122","2019-08-27 13:31:18-03","IAP","PACA-AGP","9393","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O. Berg","Rambo, B.","1942","01","26","Brasil","RS","Tupanciretã","-53.8358001708984","-29.0806007385254",NA,NA,"Habitat: in campestribus dumetosis Fenofase: fruto novo","PACA009393","Magnoliophyta","Myrtales",NA,"D. Legrand",NA,NA,"Jari",NA,NA,NA,NA,NA,"1954","08","59498","auto","Magnoliatae",NA,"29",NA,NA,NA,NA,NA
"123","2019-08-27 13:31:18-03","IAP","PACA-AGP","9510","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O. Berg","Rambo, B.","1942","01","25","Brasil","RS","Tupanciretã","-53.8358001708984","-29.0806007385254",NA,NA,"Habitat: in campestribus dumetosis Fenofase: estéril","PACA009510","Magnoliophyta","Myrtales",NA,"Emrich-Rambo",NA,NA,"Jari",NA,NA,NA,NA,NA,"1954","08","59498","auto","Magnoliatae",NA,"29",NA,NA,NA,NA,NA
"124","2019-08-27 13:31:17-03","IAP","PACA-AGP","35123","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O. Berg","Rambo, B.","1947","01","14","Brasil","RS","Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,"Habitat: in campestribus dumetosis Fenofase: flor","PACA035123","Magnoliophyta","Myrtales",NA,"Emrich-Rambo",NA,NA,"Faz. da Ronda",NA,NA,NA,NA,NA,"1954","08","63451","auto","Magnoliatae",NA,"29",NA,NA,NA,NA,NA
"125","2019-08-27 13:31:18-03","IAP","PACA-AGP","51619","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O. Berg","Rambo, B.","1951","12","27","Brasil","RS","Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,"Habitat: in campestribus dumetosis Fenofase: flor","PACA051619","Magnoliophyta","Myrtales",NA,"Emrich-Rambo",NA,NA,"Socorro",NA,NA,NA,NA,NA,"1954","08","63451","auto","Magnoliatae",NA,"29",NA,NA,NA,NA,NA
"126","2019-08-27 13:31:18-03","IAP","PACA-AGP","46718","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O. Berg","Rambo, B.","1950","04","10","Brasil","RS","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"Habitat: in campestribus dumetosis Fenofase: flor","PACA046718","Magnoliophyta","Myrtales",NA,"Emrich-Rambo",NA,NA,NA,NA,NA,NA,NA,NA,"1954","08","41667","auto","Magnoliatae",NA,"28",NA,NA,NA,NA,NA
"127","2019-08-27 13:31:17-03","IAP","PACA-AGP","101144.1","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O. Berg","Olga Pasinato","1971","03","09","Brasil","RS","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,NA,"PACA101144-1","Magnoliophyta","Myrtales",NA,"A. Sehnem",NA,NA,"Parque Saint Hilaire",NA,NA,NA,NA,NA,NA,NA,"41667","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"128","2020-12-21 16:37:25-03","IAP","PACA-AGP","6798","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O. Berg","Bruxel, A.","1935",NA,NA,"Brasil","SC","Lages","-50.326099395752","-27.8160991668701",NA,NA,"Habitat: in campestribus dumetosis Fenofase: flor","PACA006798","Magnoliophyta","Myrtales",NA,"Emrich-Rambo",NA,NA,NA,NA,NA,NA,NA,NA,"1954","08","70701","auto","Magnoliatae",NA,"29",NA,NA,NA,NA,NA
"129","2019-08-27 13:31:18-03","IAP","PACA-AGP","49626","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O. Berg","Rambo, B.","1951","01","10","Brasil","SC","Lages","-50.326099395752","-27.8160991668701",NA,NA,"Habitat: in campestribus dumetosis Fenofase: fruto novissimo","PACA049626","Magnoliophyta","Myrtales",NA,"Emrich-Rambo",NA,NA,NA,NA,NA,NA,NA,NA,"1954","08","70701","auto","Magnoliatae",NA,"29",NA,NA,NA,NA,NA
"130","2019-08-27 13:31:18-03","IAP","PACA-AGP","103497","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea var aurea","O. Berg.","K. T. B. Kerber","2004","12","20","Brasil","RS","Cambará do Sul","-50.133333","-29.033333","50°08'W","29°02'S","Habitat: terrestre","PACA103497","Magnoliophyta","Myrtales","var aurea","Ibrahim, M","61",NA,"Parque Nacional Aparados da Serra",NA,NA,NA,NA,NA,"2014","08",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"131","2019-08-27 13:31:18-03","IAP","PACA-AGP","86710","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea var hatschbachii","(Mattos) D. Legrand","Sehnem, A.","1973","01","09","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"Habitat: in campo Hábito: arbustulum","PACA086710","Magnoliophyta","Myrtales","var hatschbachii","De Oliveira Ibrahim, M","13258",NA,"Taimbezinho",NA,NA,"900","900",NA,"2013","10","76715","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"132","2020-12-20 21:18:34-03","UFV","VIC","52424","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O. Berg","Gonzatti, F.","2014","11","20","Brasil","Rio Grande do Sul",NA,"-50","-29","-50","-29","Em campo; Arbusto formando moitas","VIC052424",NA,NA,NA,"Grizzon, M.","1428",NA,"Osório, Lagoa das traíras",NA,NA,"14","14",NA,"2014","12",NA,NA,NA,NA,"20",NA,NA,NA,NA,NA
"133","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009312","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O.Berg in Mart.","A. Krapovickas; C. L. Cristobal","1988","1","10","Brazil","Santa Catarina",NA,"-50.320059","-27.807406",NA,NA,"30-50cm alto.",NA,"Magnoliophyta","Myrtales",NA,"L.R. Landrum, 1991.","41944",NA,"50km S de Lages, BR-116.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009316","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O.Berg in Mart.","A. Krapovickas; R. Harley, C. L. Cristobal, A. Schinini","1994","10","30","Paraguay","Itapua","Capitan Miranda","-55.75973","-27.151881",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"L.R. Landrum, 1995.","46175",NA,"4.2km N del Hotel Tirol.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009311","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O.Berg in Mart.","A. Krapovickas; C. L. Cristobal","1988","1","14","Brazil","Santa Catarina",NA,"-50.757329","-27.898514",NA,NA,"30-40cm alto; flores blancas.",NA,"Magnoliophyta","Myrtales",NA,"L.R. Landrum, 1991.","42000",NA,"7km de Campo Belo do Sul, camino a Cerro Negro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009318","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O.Berg in Mart.","William Hahn; J. Fdez. Casas y A. Schinini","1982","12","13","Paraguay","Caaguazu",NA,"-55.9167","-25",NA,NA,"scanned; Small shrub 1m tall. Fruits green.",NA,"Magnoliophyta","Myrtales",NA,"L.R. Landrum, 1988.","869",NA,"3km N of Yhu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009310","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O.Berg in Mart.","G. Hatschbach; O. S. Ribas","1990","11","20","Brazil","Parana","Palmas","-52","-26.5",NA,NA,"Coor from www.fallingrain.com/world; Xilopodifera, 35cm, botoes alvos.",NA,"Magnoliophyta","Myrtales",NA,NA,"54812",NA,"Rio Chopim, 7km abaixo da nascente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009317","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O.Berg in Mart.","L. R. Landrum; S.S. Landrum","1995","11","9","Paraguay","Itapua","Capitan Miranda","-55.75973","-27.151881",NA,NA,"Group of nearly unbranched stems, ca. 1.5m in diameter.",NA,"Magnoliophyta","Myrtales",NA,NA,"8809",NA,"Capt. Miranda, 4.2 km N of entrance to Hotel tirol beside and behind CONAVI project",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009313","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O.Berg in Mart.","A. Krapovickas; C. L. Cristobal","1988","1","14","Brazil","Santa Catarina",NA,"-50.757329","-27.898514",NA,NA,"Erecta 30-40cm alto.",NA,"Magnoliophyta","Myrtales",NA,"L.R. Landrum, 1991.","41996",NA,"26km de BR-116, camino a Campo Belo do Sul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009319","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O.Berg in Mart.","E. Zardini; Leongino Guerrero","1998","7","24","Paraguay","Caaguazu",NA,"-55.8167","-25.4",NA,NA,"Subshrub 40cm. Corolla white.",NA,"Magnoliophyta","Myrtales",NA,NA,"49146",NA,"Near J.E. Estigarriba.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009320","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O.Berg in Mart.","R. Wasum","1988","12","7","Brazil","Rio Grande do Sul","Caxias do Sul","-51.1833","-29.1667",NA,NA,"1 gland in 5 anthers. Coor from www.fallingrain.com/world; Arbusto, flores brancas",NA,"Magnoliophyta","Myrtales",NA,"L.R. Landrum, 1989.","4946",NA,"Ana Rech- Faxinal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009315","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O.Berg in Mart.","G. Grazziotin","1990","2","27","Brazil","Rio Grande do Sul","Pantano Grande","-52.3667","-30.1833",NA,NA,"Coor from www.fallingrain.com/world; Arbusto",NA,"Magnoliophyta","Myrtales",NA,"L.R. Landrum, 1990.","6575",NA,"Antiga Faz. Capivarita.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009314","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O.Berg in Mart.","L. R. Landrum","1977","12","28","Brazil","Rio Grande do Sul","Cambara do Sul","-50","-29.1667",NA,NA,"Flowers yellow; fruit long, light green, stripes.",NA,"Magnoliophyta","Myrtales",NA,"L.R. Landrum, 1988.","3017",NA,"Tambescinho, at eastern edge of Plan Alto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-11-27 13:50:40-03","UFS","ASE","41252","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O. Berg.","Gonzatti, F","2014","11","29","Brasil","Rio Grande do Sul","Osório","-50.1141","-29.5019","-50.1141","-29.5019","Arbusto formando moitas.","ASE0042755","Magnoliophyta",NA,NA,"Grizzon, M","1428 B","Southern America","Lagoa das Traíras",NA,NA,NA,NA,NA,"2014","12",NA,NA,NA,NA,"20",NA,NA,NA,NA,NA
"145","2021-03-01 16:36:06-03","UNICAMP","UEC","21362","S","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O.Berg","Heringer, EP; Paula, JE; Mendonça, RB; Heringer-Salles, AE","1978","10","26","Brazil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"Árvore pequena tortuosa bem ramosa. Folhagem jovem, casca descorticante lisa. Botão floral avermelhado flor alva, galho quebradiço. Frequente.; Cerrado.",NA,"Magnoliopsida",NA,NA,"Lombardi, JA","237",NA,"Recor - Coletada na picada M2",NA,NA,NA,NA,NA,"1989",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-03-01 16:36:06-03","UNICAMP","UEC","11661","S","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O.Berg","Hatschbach, G","1951","11","10","Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"Flor alacenta, do capão.",NA,"Magnoliopsida",NA,NA,"Legrand, D","2676",NA,"Rio do Salto",NA,NA,NA,NA,NA,"1956",NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-03-01 16:36:06-03","UNICAMP","UEC","65259","S","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O.Berg","Stehmann, JR; Vieira, AOS; Falkenberg, DB","1994","01","22","Brazil","Rio Grande do Sul","Encruzilhada do Sul","-52.521900177002","-30.5438995361328",NA,NA,"Arbusto até 40cm alt., em campo perturbado; frutos imaturos verde-arroxeados.",NA,"Magnoliopsida",NA,NA,"Proença, C","1349",NA,"Belvedere, km 205, estrada Pantano Grande - Encruzilhada.",NA,NA,NA,NA,NA,"2007","09","62084","auto",NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-12-04 13:19:27-03","UDESC","LUSC","10003","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O.Berg","Ademir Reis; Cassio Daltrini; Renata Menin; Giovana Reali","2018","11","13","Brasil","Santa Catarina","Papanduva","-50.193611","-26.313333","50º11'37''W","26º18'48''S",NA,"LUSC009427",NA,NA,NA,"Ademir Reis","2505",NA,"Parcela 52.",NA,NA,NA,NA,NA,"2018","11",NA,NA,NA,NA,"13",NA,NA,NA,NA,NA
"149","2021-03-26 10:43:28-03","UDESC","LUSC","8009","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O.Berg","Souza, V.C.; Romão, G.O., Rodrigues, C.D.N. & Dantas, A.P.T.","2006","02","15","Brasil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,"LUSC006977",NA,NA,NA,"Ibrahim, M.","32050",NA,"Rodovia do Café, km 552, 55 km de Ponta Grossa.",NA,"LUSC006977",NA,NA,NA,"2000",NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-12-04 13:19:27-03","UDESC","LUSC","8283","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O.Berg","Chaves, C.L.","2011","11","29","Brasil","Rio Grande do Sul","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,"LUSC006902",NA,NA,NA,"Chaves, C.L.",NA,NA,"Fazenda São Maximilianum.",NA,"LUSC006902",NA,NA,NA,NA,NA,"28343","auto",NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-12-04 13:19:27-03","UDESC","LUSC","6393","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O.Berg","Gomes, J.P.","2013","11","07","Brasil","Santa Catarina","Lages","-50.326099395752","-27.8160991668701",NA,NA,NA,"LUSC006984",NA,NA,NA,"Gomes, J.P.",NA,NA,"Garganta do diabo.",NA,"LUSC006984",NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-12-04 13:19:27-03","UDESC","LUSC","6396","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O.Berg","Gomes, J.P.","2013","11","22","Brasil","Santa Catarina","Lages","-50.326099395752","-27.8160991668701",NA,NA,NA,"LUSC006981",NA,NA,NA,"Gomes, J.P.",NA,NA,"Garganta do diabo.",NA,"LUSC006981",NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-12-04 13:19:27-03","UDESC","LUSC","6394","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O.Berg","Gomes, J.P.","2013","01","25","Brasil","Santa Catarina","São José do Cerrito","-50.5800018310547","-27.6630992889404",NA,NA,NA,"LUSC006983",NA,NA,NA,"Gomes, J.P.",NA,NA,NA,NA,"LUSC006983",NA,NA,NA,NA,NA,"37694","auto",NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-03-26 10:43:28-03","UDESC","LUSC","3201","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O.Berg","Bortoluzzi, R.L.C.; Padilha, M.","2008","12","01","Brasil","Santa Catarina","São José do Cerrito","-50.5800018310547","-27.6630992889404",NA,NA,"Habitat: campo Habito: subarbusto","LUSC008642",NA,NA,NA,"SOBRAL, M.",NA,NA,"BR 282.",NA,"LUSC008642",NA,NA,NA,NA,NA,"37694","auto",NA,NA,NA,NA,NA,NA,NA,NA
"155","2019-01-17 11:26:37-02","PUCRS","MPUC","22003","S","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O. Berg",NA,"2016","11","05","Brasil","RS","Viamão","-51.0155556","-30.2766667","-51.0155556000","-30.2766667000","PI2 P8",NA,NA,"Myrtales",NA,"C. Vogel Ely",NA,"South America","Parque Estadual de Itapuã",NA,NA,NA,NA,NA,"2017","01",NA,NA,"Magnoliopsida",NA,"01","1",NA,NA,NA,NA
"156","2019-01-17 11:26:37-02","PUCRS","MPUC","14071","S","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O. Berg",NA,"1990","11","13","Brasil","RS","Santana da Boa Vista","-53.1363889","-30.8725","-53.1363889000","-30.8725000000","Campo sujo, pastasgens, rochas, arroios, vegetação aberta, solo arenoso (F: 38)",NA,NA,"Myrtales",NA,"M. Sobral",NA,"South America","Minas do Camaquã, perto do rio Camaquã",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"1","100","300",NA,NA
"157","2019-01-17 11:26:37-02","PUCRS","MPUC","17853","S","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O. Berg",NA,NA,NA,NA,"Brasil","RS","Cachoeirinha","-51.0936111","-29.9511111","-51.0936111000","-29.9511111000",NA,NA,NA,"Myrtales",NA,"M. Molz",NA,"South America",".",NA,NA,NA,NA,NA,"2016","06",NA,NA,"Magnoliopsida",NA,"30","1",NA,NA,NA,NA
"158","2019-01-17 11:26:37-02","PUCRS","MPUC","14072","S","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O. Berg",NA,"1989","12","02","Brasil","RS","Guaíba","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000","Mato ciliar, capoeiras, pastagens, vegetação rochosa (F: 16)",NA,NA,"Myrtales",NA,"M. Haussen",NA,"South America","BR 116, km 307, Fazenda São Maximiano.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"1","50","200",NA,NA
"159","2019-04-04 10:57:34-03","PUCRS","MPUC","265","S","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O. Berg",NA,"1943","12","19","Brasil","RS","Porto Alegre","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,NA,"Myrtales",NA,"C.L. Ribeiro",NA,"South America","Morro Santana",NA,NA,NA,NA,NA,"2019","03",NA,NA,"Magnoliopsida",NA,"28","1",NA,NA,NA,NA
"160","2019-01-17 11:26:37-02","PUCRS","MPUC","19399","S","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O. Berg",NA,"2008","10","23","Brasil","RS","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"Subarbusto de aproximadamente 40 cm, em campo seco.",NA,NA,"Myrtales",NA,"P.J.S. Silva Filho",NA,"South America","entorno do Lago Tarumã",NA,NA,NA,NA,NA,"2010","01","41667","auto","Magnoliopsida",NA,"01","1",NA,NA,"549",NA
"161","2019-01-17 11:26:37-02","PUCRS","MPUC","21827","S","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O. Berg",NA,"2017","01","02","Brasil","RS","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"SH1P18",NA,NA,"Myrtales",NA,"C. Vogel-Ely",NA,"South America","Parque Natural Municipal Saint Hilaire",NA,NA,NA,NA,NA,"2017","01","41667","auto","Magnoliopsida",NA,"01","1",NA,NA,NA,NA
"162","2019-11-08 08:53:44-03","FURB","FURB","37714","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O.Berg","Grizzon, M.","2011","11","17","Brasil","Rio Grande do Sul","Caxias do Sul","-50.9147222","-28.995","-50.9147222","-28.9950000",NA,"FURB02403",NA,NA,NA,"Grizzon, M","54",NA,"Dalanhos.",NA,"FURB02403","780","780",NA,"2011","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
