"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount","sex"
"250","2014-04-04 18:26:09-03","PNFM","IRAI","2314","S","Plantae","Magnoliophyta",NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Cordeiro, J.","Ristow, R.","742","2010","07","04",NA,"Brasil","Paraná","Antonina","Abrigo I, Trilha para o Pico Paraná","-48.823972","-25.246722",NA,NA,NA,"Arbusto, 2 m","IRAI00002314",NA,NA,"-48.823972","-25.246722","2011","01","01",NA,NA,NA,NA,NA,NA,NA,NA
"251","2014-04-04 18:26:09-03","PNFM","IRAI","2313","S","Plantae","Magnoliophyta",NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Cordeiro, J.","Ristow, R.","741","2010","07","04",NA,"Brasil","Paraná","Antonina","Abrigo I, Trilha para o Pico Paraná","-48.823972","-25.246722",NA,NA,NA,"Arbusto, 2 m, frutos pretos","IRAI00002313",NA,NA,"-48.823972","-25.246722","2011","01","01",NA,NA,NA,NA,NA,NA,NA,NA
"252","2021-03-25 13:51:27-03","UNIVILLE","JOI","3655","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","J. Cordeiro & E. Barbosa","O.S. Ribas","7182","2006","04","10",NA,"Brasil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, trilha para o Pico Caratuva.","-49.0553016662598","-25.3055992126465",NA,NA,NA,"; HABITAT: encosta do morro; HABITO: arbusto; TIPO VEGETACIONAL: Floresta Atlântica da Serra do Mar","JOI003655",NA,NA,NA,NA,"1905","06","28","55154","auto",NA,NA,NA,NA,NA,NA
"253","2021-03-25 13:51:27-03","UNIVILLE","JOI","10023","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Ribeiro, A.","Ribeiro, A.","4","2009","09","18",NA,"Brasil","Paraná","Piraquara","Morro do Canal.","-49.0633010864258","-25.4416999816895","1300","1300",NA,"; HABITO: Árvore; TIPO VEGETACIONAL: Floresta Ombrófila Densa Alto Montana","JOI010023",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"254","2021-03-25 13:51:27-03","UNIVILLE","JOI","10319","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","M. Groppo","O.S. Ribas","3501","2001","04","27",NA,"Brasil","Santa Catarina","Campo Alegre","Subida para a Serra Quiriri.","-49.2655982971191","-26.1924991607666","1400","1400",NA,"; HABITAT: campo de altitude; HABITO: arbusto","JOI010319",NA,NA,NA,NA,"1905","06","30","37493","auto",NA,NA,NA,NA,NA,NA
"255","2021-03-04 11:15:06-03","UEFS","HUEFS","21130","PreservedSpecimen","Plantae","Angiospermae","Aquifoliales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","G.C.Coelho","Guedes, M.L.S.","PCD1418","1994","11","27",NA,"Brasil","Bahia","Palmeiras","Pai Inácio.","-41.466667","-12.45","1100","1100",NA,"Vegetação rupícola com predominância de compostas. Solo areno-argiloso com afloramentos rochosos.","HUEFS0021130","HUEFS0021130 HUEFS0021130_e1",NA,"41W28'","12S27'","1998","07",NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"256","2021-03-04 11:15:06-03","UEFS","HUEFS","20986","PreservedSpecimen","Plantae","Angiospermae","Aquifoliales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","G.C.Coelho","Carvalho, A.M.de","PCD1050","1994","10","26",NA,"Brasil","Bahia","Palmeiras","Pai Inácio.","-41.466667","-12.45","1080","1080",NA,"Vegetação de campo aberto sobre pedras. Arenoso com substrato pedregoso.","HUEFS0020986","HUEFS0020986 HUEFS0020986_e1",NA,"41W28'","12S27'","1998","07",NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"257","2019-10-07 09:10:53-03","UEFS","HUEFS","79310","PreservedSpecimen","Plantae","Angiospermae","Aquifoliales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"Tameirão Neto, E.","3616","2003","07","18",NA,"Brasil","Minas Gerais","Juiz de Fora","Cia Paraibuna de Metais.","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"HUEFS0079310","HUEFS0079310",NA,NA,NA,NA,NA,NA,"36144","auto","Asteranae",NA,NA,NA,NA,NA
"258","2019-10-07 09:10:53-03","UEFS","HUEFS","71459","PreservedSpecimen","Plantae","Angiospermae","Aquifoliales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"Cordeiro, J.","1733","1999","12","28",NA,"Brasil","Santa Catarina","Campo Alegre","Subida da Serra Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,"HUEFS0071459","HUEFS0071459",NA,NA,NA,NA,NA,NA,"37493","auto","Asteranae",NA,NA,NA,NA,NA
"259","2019-12-04 16:39:40-03","FFCLRP","SPFR","13472","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Campos, R.P.","Campos, R.P.; Silva,K.F.; Romero,M.H., Castro, J.P.; Groppo, M.","34","2010","05","30",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, rodovia MG 010, na beira do córrego (mata paludícula), ao lado da estátua do Junquinha.","-43.553778","-19.257917","1307","1307",NA,"Mata de Galeria",NA,NA,NA,"43o33'13,6''W","19o15'28,5''S","2012","07","06",NA,NA,NA,NA,NA,NA,NA,NA
"260","2019-12-04 16:39:40-03","FFCLRP","SPFR","10902","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Mgf","Markgraf,F.","10260","1952","07","07",NA,"Brasil","São Paulo","Serra da Bocaína","Lageado","-44.578614","-22.646064",NA,NA,NA,"Mato de Podocarpus.",NA,NA,NA,"44o34'43,01''W","22o38'45,83''S","1952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2017-12-11 16:58:21-02","F","FMNH-SEEDPLANTS","V0426930F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia",NA,NA,"L. T. Dombrowski","6992","1977","1","26","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0426930F","V0426930F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"262","2017-12-11 16:58:22-02","F","FMNH-SEEDPLANTS","V0426936F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia",NA,NA,"R. M. Klein & A. Bresolin","9936","1971","11","17","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0426936F","V0426936F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"263","2017-12-11 16:58:24-02","F","FMNH-SEEDPLANTS","V0426942F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia",NA,NA,"G. Hatschbach","17547","1967","10","22","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0426942F","V0426942F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"264","2018-04-04 16:45:26-03","F","FMNH-SEEDPLANTS","V0426948F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia",NA,"RRC ID Flag","G. Hatschbach","19965","1968","10","10","South America","Brazil","Paraná",NA,NA,NA,NA,"500",NA,NA,NA,"V0426948F","V0426948F_01 V0426948F_02",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"19965",NA,NA,NA
"265","2017-12-11 16:58:27-02","F","FMNH-SEEDPLANTS","V0426954F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia",NA,NA,"R. Reitz & R. M. Klein","17936","1965","12","18","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0426954F","V0426954F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"266","2017-12-11 16:58:29-02","F","FMNH-SEEDPLANTS","V0426960F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia",NA,NA,"W. R. Anderson & et al.","36358","1972","2","20","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0426960F","V0426960F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"267","2017-12-11 16:58:31-02","F","FMNH-SEEDPLANTS","V0426966F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia",NA,NA,"L. B. Smith & et al.","14623","1965","1","16","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0426966F","V0426966F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"268","2019-12-06 08:47:16-03","F","FMNH-SEEDPLANTS","V0426972F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia",NA,NA,"L. B. Smith & R. M. Klein","8554","1956","12","9","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0426972F","V0426972F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"269","2017-12-11 16:58:34-02","F","FMNH-SEEDPLANTS","V0426978F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia",NA,NA,"G. Hatschbach","5110","1958","10","9","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0426978F","V0426978F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"270","2017-12-11 16:58:36-02","F","FMNH-SEEDPLANTS","V0426984F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia",NA,NA,"G. Hatschbach","11972","1962","12","4","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0426984F","V0426984F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"271","2018-01-23 14:59:22-02","F","FMNH-SEEDPLANTS","V0448583F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia",NA,NA,"W. Hoehne",NA,"1940","11",NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0448583F","V0448583F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"272","2019-09-04 19:14:40-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Aquifoliaceae","Ilex","virgata","Ilex virgata",NA,NA,"A. Glaziou","883",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"Type [status unknown]",NA,NA
"273","2020-11-12 16:58:04-03","UEL","FUEL","13427","PreservedSpecimen","Plantae","Tracheophyta","Aquifoliales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Tamashiro, JY","Leitão Filho, HF","1404","1981","10","30",NA,"Brasil","Minas Gerais","Poços de Caldas","Campo Seco","-46.564722","-21.838889",NA,NA,NA,NA,"FUEL005263",NA,NA,"-46.564722","-21.838889","1982","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2020-11-12 16:58:04-03","UEL","FUEL","13428","PreservedSpecimen","Plantae","Tracheophyta","Aquifoliales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Tamashiro, JY","Tamashiro, JY; et al.","1299","1981","10","28",NA,"Brasil","Minas Gerais","Poços de Caldas","Capoeira da Mata do Campo do Saco","-46.564722","-21.838889",NA,NA,NA,NA,"FUEL005266",NA,NA,"-46.564722","-21.838889","1982","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2020-11-12 16:58:04-03","UEL","FUEL","13974","PreservedSpecimen","Plantae","Tracheophyta","Aquifoliales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Tamashiro, JY","Tamashiro, JY; et al.","1255","1981","10","26",NA,"Brasil","Minas Gerais","Poços de Caldas","Santa Rosália","-46.564722","-21.838889",NA,NA,NA,NA,"FUEL005264",NA,NA,"-46.564722","-21.838889","1982","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2020-11-12 16:58:04-03","UEL","FUEL","18827","PreservedSpecimen","Plantae","Tracheophyta","Aquifoliales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Brotto, ML","Francisco das Chagas e Silva; Soares-Silva, LH; Rolston, E","2039","1996","10","30",NA,"Brasil","Paraná","Apucarana","Parque da Raposa","-51.4608001708984","-23.5508003234863",NA,NA,NA,NA,"FUEL005178",NA,NA,NA,NA,"2017","08","15","23979","auto",NA,NA,NA,NA,NA,NA
"277","2020-11-12 16:58:04-03","UEL","FUEL","31527","PreservedSpecimen","Plantae","Tracheophyta","Aquifoliales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"Moro, RS","357","1992","05","10",NA,"Brasil","Paraná","Ponta Grossa","Rio São Jorge","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"FUEL005261",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"278","2020-11-12 16:58:04-03","UEL","FUEL","21058","PreservedSpecimen","Plantae","Tracheophyta","Aquifoliales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"Moro","973","1992","05","10",NA,"Brasil","Paraná","Ponta Grossa","Rio São Jorge","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"FUEL005262",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"279","2020-11-12 16:58:04-03","UEL","FUEL","34426","PreservedSpecimen","Plantae","Tracheophyta","Aquifoliales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Andrews, S","Cordeiro, J; et al.","1733","1999","12","28",NA,"Brasil","Santa Catarina","Campo Alegre","Subida a Serra Quiriri","-49.2655982971191","-26.1924991607666","1500","1500",NA,NA,"FUEL005265",NA,NA,NA,NA,"2002",NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA
"280","2020-11-12 16:58:04-03","UEL","FUEL","26515","PreservedSpecimen","Plantae","Tracheophyta","Aquifoliales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Brotto, ML","Xavier, S; et al.","238","1991","11","25",NA,"Brasil","São Paulo","Campos do Jordão","Morro do Elefante","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"FUEL005203",NA,NA,NA,NA,"2017","08","15","21048","auto",NA,NA,NA,NA,NA,NA
"281","2020-11-12 16:58:04-03","UEL","FUEL","26549","PreservedSpecimen","Plantae","Tracheophyta","Aquifoliales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Brotto, ML","Robim, MJ; et al.","757","1992","11","18",NA,"Brasil","São Paulo","Campos do Jordão","P.E. Instituto Florestal, E. Instituto Florestal","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"FUEL005208",NA,NA,NA,NA,"2017","08","15","21048","auto",NA,NA,NA,NA,NA,NA
"282","2019-11-01 14:52:57-03","UnB","UB","148626","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reiss.","Edwin, G","Anderson, WR","36358","1972","02","20","Southern America","Brasil","Minas Gerais","Serra do Cipó",NA,NA,NA,"1200","1200",NA,"Fruit black; Shrub. 8m tall; Sandy island in stream, full sun. Rocky cerrado, campo sujo and gallery forest along stream; sandy soil with sandstone outcrops",NA,NA,NA,NA,NA,"1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2019-11-01 14:52:57-03","UnB","UB","189458","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reiss.","Lindeman, JC","Lindeman, JC","3051","1966","10","16","Southern America","Brasil","Paraná ","Jaguariaíva","Bank of Rio 5 Reis, 5 km S. of Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"284","2019-11-01 14:52:57-03","UnB","UB","148627","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reiss.","Hatschbach, G","Cervi, AC","2974","1989","11","02","Southern America","Brasil","Paraná ","Jaguariaíva","Rio das Mortes","-49.7057991027832","-24.2511005401611",NA,NA,NA,"Flores alvas, anteras amarelas; Arbusto 1m; Zona de campo, marges de rio",NA,NA,NA,NA,NA,"1989",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"285","2019-11-01 14:52:57-03","UnB","UB","148628","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reiss.",NA,"Magalhães, M","2283","1942","09","21","Southern America","Brasil","Minas Gerais","Jaboticatubas","Serra da Ponte da Pedra","-43.7449989318848","-19.513599395752",NA,NA,NA,"Flor alva; Arbusto 2m",NA,NA,NA,NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA
"286","2019-05-06 11:52:09-03","UFU","HUFU","10418","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia mugiensis","Loes.","Andrews, S.","Nakajima, J.N.; Romero, R.; Zanini, E. & Simão, D.G.","1455","1995","11","19",NA,"Brasil","Minas Gerais","São Roque de Minas","Base do morro próximo a sede administrativa.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Arbusto, ca. 0,5m. Cálice verde. Corola branca. Anteras amarelas. Filetes cremes.; Campo rupestre.","HUFU00052580","HUFU00052580","mugiensis",NA,NA,"1997","01","02","57119","auto",NA,NA,NA,NA,NA,NA
"287","2019-05-06 11:52:09-03","UFU","HUFU","16405","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia mugiensis","Loes.",NA,"Nakajima, J.N.; Romero, R.; Farinaccio, M.A. & Roque, N.","2989","1997","10","19",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Córrego do Bárbaro.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Arbusto ca. 1,5m. Cálice verde. Corola branca. Filetes esverdeados. Flores odorífera e melíferas.; Borda do capão da mata.","HUFU00052579","HUFU00052579","mugiensis",NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA
"288","2019-05-06 11:52:09-03","UFU","HUFU","6535","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia mugiensis","Loes.","Andrews, S.","Romero, R.; et al.","1301","1994","10","16",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Morro após a nascente do rio São Francisco.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Arbusto, ca. 0,30m. Cálice esverdeado. Corola branca. Estames branco - esverdeado.; Campo rupestre.","HUFU00052574","HUFU00052574","mugiensis",NA,NA,"1997","01","02","57119","auto",NA,NA,NA,NA,NA,NA
"289","2019-05-06 11:52:09-03","UFU","HUFU","7036","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia mugiensis","Loes.","Andrews, S.","Nakajima, J.N.; Romero, R.","634","1994","12","07",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Morro próximo a sede administrativa.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Arbusto, ca. 0,40m. Cálice verde; corola branca; anteras creme.; Campo rupestre.","HUFU00052575","HUFU00052575","mugiensis",NA,NA,"1997","01","02","57119","auto",NA,NA,NA,NA,NA,NA
"290","2019-05-06 11:52:09-03","UFU","HUFU","30507","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia mugiensis","Loes.",NA,"Fleury-Silva, H.R.; Lima, D. & Pinehiros, A.","264","2002","11","20",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Próximo à nascente do Rio São Francisco.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Subarbusto, aprox. 0,80m. Cálice verde, corola branca.; Campo hidromórfico.","HUFU00052573","HUFU00052573","mugiensis",NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA
"291","2019-05-06 11:52:09-03","UFU","HUFU","5146","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia mugiensis","Loes.","Andrews, S.","Romero, R.; Nakajima, J.N.","655","1994","02","20",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Próximo à sede.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Subarbusto, ca. 0,40m. Cálice esverdeado. Corola esbranquiçada, estames amarelos.; Campo alterado em solo úmido.","HUFU00052576","HUFU00052576","mugiensis",NA,NA,"1997","01","02","57119","auto",NA,NA,NA,NA,NA,NA
"292","2019-05-06 11:52:09-03","UFU","HUFU","7591","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"Pereira, S.C.","1509","1981","12","02",NA,"Brasil","Minas Gerais","Poços de Caldas","Escubre de Santa Rosália","-46.5614013671875","-21.7877998352051",NA,NA,NA,"Arbusto, ca. 1,5 m. Flores brancas.","HUFU00001840","HUFU00001840",NA,NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA
"293","2019-05-06 11:52:09-03","UFU","HUFU","16266","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia mugiensis","Loes.",NA,"Nakajima, J.N.; Romero, R.; Farinaccio, M.A. & Roque, N.","2878","1997","10","15",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada para o sítio do João Domingos.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Subarbusto, ca. 0,2m. Cálice esverdeado. Corola e filete brancos. Anteras amareladas.; Campo rupestre.","HUFU00052578","HUFU00052578","mugiensis",NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA
"294","2019-05-06 11:52:09-03","UFU","HUFU","6681","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia mugiensis","Loes.","Andrews, S.","Nakajima, J.N.; et al.","488","1994","10","15",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Morro próximo a sede.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Arusto, ca. 0,20m. Cálice esverdeado. Corola e filete brancos.; Campo rupestre.","HUFU00052571","HUFU00052571","mugiensis",NA,NA,"1997","01","02","57119","auto",NA,NA,NA,NA,NA,NA
"295","2019-05-06 11:52:09-03","UFU","HUFU","6683","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia mugiensis","Loes.","Andrews, S.","Nakajima, J.N.; et al.","490","1994","10","15",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Morro próximo a sede.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Arbusto, ca. 0,40m. Frutos esverdeados e pretos.; Campo rupestre.","HUFU00052577","HUFU00052577","mugiensis",NA,NA,"1997","01","02","57119","auto",NA,NA,NA,NA,NA,NA
"296","2019-05-06 11:52:09-03","UFU","HUFU","13950","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia mugiensis","Loes.",NA,"Romero, R.; Nakajima, J.N.; Furlan, A. & Farinaccio, M.A.","3838","1997","02","19",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Morro próximo à sede administrativa.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Arbusto, ca. 0,5m. Cálice verde. Corona branca. Flores em botão.; Campo rupestre.","HUFU00052572","HUFU00052572","mugiensis",NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA
"297","2021-03-05 16:09:35-03","MN","R-TIPOS","8090","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Barriera, G.","Glaziou, A.F.M.","14598","1884","11","11",NA,"Brasil","Minas Gerais",NA,"Serra de Ouro Branco",NA,NA,NA,NA,NA,NA,"R000008090","R000008090_001",NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,"Isosyntypus de Ilex chamaedryfolia var. mugiensis Loes.",NA,NA
"298","2020-08-20 14:54:36-03","UFSC","FLOR","20144","PreservedSpecimen","Plantae",NA,"Aquifoliales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"Reitz, R.; Klein, R.M.","17936","1965","12","18",NA,"Brasil","Paraná","Jaguariaíva","Rio das Mortes.","-49.7057991027832","-24.2511005401611","850","850",NA,"arbusto, Fruto Maduro, roxo-escuro, 0,5m altura. Citado na FIC (AQUI): 23, 1967","FLOR0020144","FLOR0020144",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"299","2020-08-20 20:37:49-03","UFSC","FLOR","21553","PreservedSpecimen","Plantae",NA,"Aquifoliales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Hatschbach, G.","Cervi, A.C.; Hatschbach, G.","3014","1989","11","09",NA,"Brasil","Paraná","Ponta Grossa","Rio São Jorge.","-50.1618995666504","-25.0949993133545",NA,NA,NA,"subarbusto, flor alva geminada, 0,7m altura","FLOR0021553","FLOR0021553",NA,NA,NA,"1990",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
