"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","relationshipType","typeStatus","fieldNumber","individualCount","sex"
"239","2021-03-01 16:36:24-03","UNICAMP","UEC","97775","S","Plantae","Myrtaceae","Gomidesia","affinis","Gomidesia affinis","(Cambess.) D.Legrand","Kawasaki, L",NA,NA,NA,"Santos, K","205","1997","02","28","Brazil","São Paulo","Campinas","Sub-distrito de Sousas.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Interior de mata. Árvore, 12m de alt; PAP 33cm. Flores brancas.; Floresta estacional semidecidual.","UEC058095","UEC058095","Magnoliopsida",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"240","2021-03-01 16:36:24-03","UNICAMP","UEC","81217","S","Plantae","Myrtaceae","Gomidesia","affinis","Gomidesia affinis","(Cambess.) D.Legrand",NA,NA,NA,NA,"Gandolfi, S; Bezerra, CLF; Leitão Filho, HF","s.n.","1985","02","13","Brazil","São Paulo","Guarulhos","Mata de Cumbica, Aeroporto Internacional.","-46.5299987792969","-23.4599990844727",NA,NA,NA,NA,"Sub-arbusto com 1,5m de alt.","UEC058079","UEC058079","Magnoliopsida",NA,NA,NA,"26398","auto",NA,NA,NA,NA,NA,NA,NA,NA
"241","2021-03-01 16:36:24-03","UNICAMP","UEC","34034","S","Plantae","Myrtaceae","Gomidesia","affinis","Gomidesia affinis","(Cambess.) D.Legrand","Lughadha, EN","1997",NA,NA,"Sugiyama, M; Chiea, SAC","15519","1983","09","22","Brazil","São Paulo","Jundiaí","Serra do Japí.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"Árvore 3m de alt., frutos maduros de coloração vermelha.","UEC058077","UEC058077","Magnoliopsida",NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA
"242","2021-03-01 16:36:24-03","UNICAMP","UEC","20584","S","Plantae","Myrtaceae","Gomidesia","affinis","Gomidesia affinis","(Cambess.) D.Legrand",NA,NA,NA,NA,"Pagano","230","1980","04","01","Brazil","São Paulo","Rio Claro","Fazenda São josé.","-47.560001373291","-22.4099998474121",NA,NA,NA,NA,"Árvore com 10m de altura.DAP=14cm.; Mata mesófila Semidecídua.","UEC058087","UEC058087","Magnoliopsida",NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA,NA,NA
"243","2021-03-01 16:36:24-03","UNICAMP","UEC","20584","S","Plantae","Myrtaceae","Gomidesia","affinis","Gomidesia affinis","(Cambess.) D.Legrand","Lughadha, EN",NA,NA,NA,"Pagano, SN","230","1980","04","01","Brazil","São Paulo","Rio Claro","Fazenda São José","-47.560001373291","-22.4099998474121",NA,NA,NA,NA,"DAP: 14cm. Árvore com 10 m de altura.",NA,NA,"Magnoliopsida",NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA,NA,NA
"244","2019-08-20 10:21:14-03","UNICAMP","UEC","54375","S","Plantae","Myrtaceae","Gomidesia","affinis","Gomidesia affinis","(Cambess.) D.Legrand","Lughadha, EN","1997",NA,NA,"Silva, AF; Capellari Jr, L; Linnaeus, C","11047","1986","03","20","Brazil","São Paulo","São José dos Campos","Estrada do Turvo, depois do Horto","-45.8800010681152","-23.1700000762939",NA,NA,NA,NA,"Árvore de 18 m, flores aromáticas de pétalas brancas, botões laranja na base.",NA,NA,"Magnoliopsida",NA,NA,NA,"39297","auto",NA,NA,NA,NA,NA,NA,NA,NA
"245","2021-03-01 16:36:31-03","UNICAMP","UEC","150860","S","Plantae","Myrtaceae","Myrcia","affinis","Myrcia affinis","Cambess.","Dreveck, S","2009","05","20","Dreveck, S; Carneiro, FE","899","2009","05","20","Brazil","Santa Catarina","Angelina","Rio do Meio.","-49.227778","-27.539167","-49.227778","-27.539167","809","809","Florística IFFSC 346(arbusto) de 2,5 m, com fruto inmaturo.","UEC105146","UEC105146","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2021-03-01 16:36:35-03","UNICAMP","UEC","11865","S","Plantae","Myrtaceae","Myrcia","catharinensis","Myrcia catharinensis","(D.Legrand) Nic Lugh.","Lughadha, EN","2012",NA,NA,"Hatschbach, G","16705","1967","07","19","Brazil","Paraná","São José Dos Pinhaes","Purgatorio.",NA,NA,NA,NA,NA,NA,"Árvore 8m de alt, tronco 15 cm na base, mata.","UEC105247","UEC105247","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2021-03-01 16:36:35-03","UNICAMP","UEC","11864","S","Plantae","Myrtaceae","Myrcia","catharinensis","Myrcia catharinensis","(D.Legrand) Nic Lugh.","Lughadha, EN","2012",NA,NA,"Hatschbach, G","16705","1967","07","19","Brazil","Paraná","São José Dos Pinhaes","Purgatorio.",NA,NA,NA,NA,NA,NA,"Árvore 8m de alt, tronco 15 cm na base, mata.","UEC037762","UEC037762","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2021-03-01 16:36:35-03","UNICAMP","UEC","21255","S","Plantae","Myrtaceae","Myrcia","catharinensis","Myrcia catharinensis","(D.Legrand) Nic Lugh.","Lughadha, EN","2012",NA,NA,"Hatschbach, G","39917","1977","05","17","Brazil","Paraná",NA,"Barração, arredores.",NA,NA,NA,NA,NA,NA,"Arvore 5m de alt, frutos vinosos, mata secundária.","UEC105246","UEC105246","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2021-03-01 16:36:40-03","UNICAMP","UEC","115414","S","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","A.DC.","Santos, MF","2010","12",NA,"Hanazaki, N; Peroni, N; Teixeira, B","147","1999","06","22","Brazil","São Paulo","IIha Comprida","Pedrinhas.&nf;&nf;Nome do Local: Batitô.&nf;Uso: lenha.&nf;Status: Nativa.","-47.805556","-24.895","-47.805556","-24.895",NA,NA,"Floresta Ombrófila Densa das Terras Baixas. Capoeira, beira de rio.","UEC063692","UEC063692","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2021-03-01 16:36:40-03","UNICAMP","UEC","85672","S","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","A.DC.","Sobral, M","2003",NA,NA,"Cordeiro, I; Barros, MAB","1456","1994","05","18","Brazil","São Paulo","Eldorado","Parque Estadual de Jacupiranga. Beira de estrada de Eldorado para a Caverna do Diabo.","-48.394722","-24.6475","-48.394722","-24.6475",NA,NA,"Árvore ca. de 6m de altura; frutos imaturos amarelados, tornando-se avermelhados.; Mata Pluvial Montana.","UEC103480","UEC103480","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2021-03-01 16:36:40-03","UNICAMP","UEC","11989","S","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","A.DC.","Caliari, CP","2013","07","01","Prance, GT; Shepherd, GJ; Benson, WW","6870","1978","01","31","Brazil","São Paulo",NA,"Reserva Carlos Botelho, entre S. Miguel Arcanjo e Sete Barras","-48","-24.416667","-48","-24.416667","800","800","arvoreta de 4m; corola e filetes brancos; em mata e beira de mata","UEC060972","UEC060972","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2021-03-01 16:36:40-03","UNICAMP","UEC","147148","S","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","A.DC.","Sobral, M",NA,NA,NA,"Aguirre, GH; et al.","151","2005","10","27","Brazil","São Paulo","São Luiz do Paraitinga",NA,NA,NA,NA,NA,NA,NA,"Fragmento de Floresta Ombrófila Densa empaisagem rural.","UEC103484","UEC103484","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2021-03-01 16:36:40-03","UNICAMP","UEC","152000","S","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","A.DC.","Caliari, CP","2011","08",NA,"Costa, IR; Urdampilleta, JD; Obando, S","608a","2005","09","10","Brazil","São Paulo","Iguape","Estrada de Iguape a Pariquera-Açu.","-47.731694","-24.802694","-47.731694","-24.802694",NA,NA,"Árvore, cerca de 5m de altura, frutos maduros de marelo a vermelho, pilosos, folhas coriáceas.","UEC009688","UEC009688","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2021-03-01 16:36:40-03","UNICAMP","UEC","199431","S","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","A.DC.","Stival-Santos, A","2010","03","15","Stival-Santos, A; Legal, E; Silveira, S","1485","2010","01","27","Brazil","Santa Catarina","Angelina","Coqueiral.","-49.049722","-27.54","-49.049722","-27.54","835","835","Arvoreta; flor branca.; Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado; beira da estrada.","UEC160508","UEC160508","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2021-03-01 16:36:40-03","UNICAMP","UEC","83908","S","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","A.DC.","Caliari, CP","2013","07","01","Koch, I; Goldenberg, R; Macias, L; Árbocz, GF; Belinello, R","471","1996","05","23","Brazil","São Paulo","Queluz","Margens do Rio das Cruzes, Mata ciliar.","-44.781667","-22.455556","-44.781667","-22.455556",NA,NA,"Arvoreta, 4m; ramos prostrados; frutos imaturos vináceos.","UEC105641",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2021-03-01 16:36:40-03","UNICAMP","UEC","84019","S","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","A.DC.","Sobral, M","2003",NA,NA,"Moreira, JLA; Belinello, R","423","1995","04","04","Brazil","Minas Gerais","Passa Quatro","Estrada da Serra do Leite.","-44.922222","-22.416944","-44.922222","-22.416944",NA,NA,"Arvoreta, ca. de 6m, flores brancas.","UEC103482","UEC103482","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2021-03-01 16:36:40-03","UNICAMP","UEC","78713","S","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","A.DC.","Sobral, M","2003",NA,NA,"Bernacci, LC","1210","1995","03","10","Brazil","São Paulo","Campinas","Reserva Santa Genebra.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Arvoreta ca. 4m alt.; flores brancas.; Floresta paludícola.","UEC103481","UEC103481","Magnoliopsida",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"258","2021-03-01 16:36:40-03","UNICAMP","UEC","70999","S","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","A.DC.","Caliari, CP","2011","08",NA,"Tamashiro, JY; Rodrigues, RR; Ivanauskas, NM; Belinello, R","976","1995","05","08","Brazil","São Paulo","Pedra Bela","Em estrada de terra, Do outro lado da cidade.","-46.439998626709","-22.7900009155273",NA,NA,NA,NA,"Árvore de 8 m., flores velhas.","UEC009686","UEC009686","Magnoliopsida",NA,NA,NA,"10848","auto",NA,NA,NA,NA,NA,NA,NA,NA
"259","2021-03-01 16:36:40-03","UNICAMP","UEC","070999","S","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","A.DC.","Caliari, CP","2011","08",NA,"Tamashiro, JY; Rodrigues, RR; Ivanauskas, NM; Belinello, R","976","1995","05","08","Brazil","São Paulo","Pedra Bela","Em estrada de terra, Do outro lado da cidade.","-46.439998626709","-22.7900009155273",NA,NA,NA,NA,"Árvore de 8 m., flores velhas.","UEC009686","UEC009686","Magnoliopsida",NA,NA,NA,"10848","auto",NA,NA,NA,NA,NA,NA,NA,NA
"260","2021-03-01 16:36:40-03","UNICAMP","UEC","85669","S","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","A.DC.","Sobral, M","2003",NA,NA,"Rossi, L; Cordeiro, I; Pastore, JA; Lopes Da Silva, E","1476","1994","03","31","Brazil","São Paulo","Pindamonhangaba","Ribeirão Grande- Fazenda São Sebastião do Ribeirão Grande, 900m de altitude. Margem de riacho.","-45.4599990844727","-22.9200000762939",NA,NA,"900","900","Arvoreta, 3m de altura; flores passadas.; Mata Pluvial Montana, Mata de Encosta.","UEC103479","UEC103479","Magnoliopsida",NA,NA,NA,"24176","auto",NA,NA,NA,NA,NA,NA,NA,NA
"261","2021-03-01 16:36:40-03","UNICAMP","UEC","183139","S","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","A.DC.","Sobral, M","2003",NA,NA,"Ogawa, K; et al.","03","1996","05","03","Brazil","São Paulo","São Paulo","Parque Estadual da Cantareira. Núcleo Pedra Grande. Região de Chapada. Beira da Estrada.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Arbusto ca. 1,5m alt. Flores alvas.","UEC103483","UEC103483","Magnoliopsida",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"262","2019-12-18 15:50:53-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.",NA,NA,NA,NA,"Glaziou, A.F.M.","16077","1894","02","10","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2019-11-06 09:56:42-03","UFOP","OUPR","3819","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.","Bünger, M.O.","2010","05","18","Schwacke, C.A.W.","s.n.","1892","05","03","Brasil","Minas Gerais","Mariana","Entre Taquarassú e Serrinha.","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA,NA,NA
"264","2019-11-06 09:56:42-03","UFOP","OUPR","9075","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.","Sobral, M.","2014",NA,NA,"Dias, S.","s.n.","1994",NA,NA,"Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi, Fazenda do Cibrão, capão de mata, próximo ao curso d'água","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,"Arvoreta de aprox. 6,0m",NA,NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA,NA,NA
"265","2019-11-06 09:56:42-03","UFOP","OUPR","1491","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.","Bünger, M.O.","2010","05","18","Messias, M.C.T.B.; Roschel, M.B. & Dias, S.","s.n.","1994","04","30","Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi, Vale do Belchior.","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,"Arbusto 4 metros. Flores brancas, muito aromáticas. Mata.",NA,NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA,NA,NA
"266","2019-11-06 09:56:42-03","UFOP","OUPR","8357","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.","Sobral, M.","2014",NA,NA,"Aglio, F.J.A.","62","1999","11","22","Brasil","Minas Gerais","Ouro Preto","APA Estadual Cachoeira das Andorinhas, Estrada próx. à gruta de São Bartolomeu","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbóreo, frutos amarelos/avermelhados",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"267","2019-12-18 15:50:53-03","UFOP","OUPR","23762","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.",NA,NA,NA,NA,"Fonseca, A.","s.n.","1895","05",NA,"Brasil","Minas Gerais","Ouro Preto","Saramenha","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Frutex, cor alba. Ex Herb. Magalhães Gomes n. 2527",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"268","2019-11-06 09:56:42-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.","Sobral, M.","2014",NA,NA,"Magalhães-Gomes, F.M.","s.n.","1894","09","28","Brasil","Rio de Janeiro","Rio de Janeiro","Copacabana, Restinga de Copacabana","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Arbusto, restinga",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"269","2020-12-04 13:19:30-03","UDESC","LUSC","9584","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.","A. Stival-Santos","2010","03","15","A. Stival-Santos; E. Legal & S. Silveira","1485","2010","01","27","Brasil","Santa Catarina","Angelina","Coqueiral. beira da estrada.","-49.049722","-27.54","49º2'59''W","27º32'24''S",NA,NA,NA,"LUSC005979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2021-03-26 10:43:29-03","UDESC","LUSC","7094","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.","M.Sobral","2003",NA,NA,"F.F.Mazine; et al.","185","1999","10","19","Brasil","Espírito Santo","Dores do Rio Preto","Margem do Parque Nacional do Caparaó (fora dele). Estrada para 'Pedra Menina'.","-41.8452987670898","-20.6888999938965",NA,NA,NA,NA,NA,"LUSC008761","LUSC008761",NA,NA,NA,NA,"23972","auto",NA,NA,NA,NA,NA,NA,NA,NA
"271","2021-03-26 10:43:29-03","UDESC","LUSC","7175","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.","F.F.Mazine","2012",NA,NA,"F.F.Mazine; G.O.Romão & S.Vieira","857","2003","02","25","Brasil","Minas Gerais","Mariana","Distrito de Monsenhor Horta - próximo á Lagoa Ponte das Crioulas (estrada) - Mata Estacional. Próximo á curso d#?#água.","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,NA,"LUSC008792","LUSC008792",NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA,NA,NA
"272","2021-03-26 10:43:29-03","UDESC","LUSC","7164","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.","Sobral, M.",NA,NA,NA,"Catharino, E.L.M.","737","1986","05","22","Brasil","São Paulo","Iguape","Área urbana.","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"LUSC007168","LUSC007168",NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"273","2020-10-14 10:03:31-03","FURB","FURB","45641","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","catharinensis","Myrcia catharinensis","(D.Legrand) NicLugh.","Oliveira, AA de","2015","02","05","Oliveira, A.A. de","1062","2015","02","05","Brasil","Santa Catarina","Leoberto Leal","Rio do Meio.","-49.3166667","-27.5375","-49.3166667","-27.5375000","847","847","Regeneração IFFSC 345 /L/51 Habitat: Ecótono Floresta Ombrófila Mista e Floresta Ombrófila Densa; Estágio médio de regeneração Habito: flor estames brancos","FURB32658","FURB32658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2020-10-14 10:03:31-03","FURB","FURB","46501","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","catharinensis","Myrcia catharinensis","(D.Legrand) NicLugh.","Seubert, RC","2014","10","06","Seubert, R.C.; Sampaio, D.K.; Hofschneider, E.; Rezini, J.A. & Gebien, W.","3","2014","10","06","Brasil","Santa Catarina","Indaial","Faxinal do Bepe - Parque Nacional da Serra do Itajaí.","-49.2119444","-27.1211111","-49.2119444","-27.1211111","644","644","Projeto Restaurar Habitat: Floresta Ombrófila Densa Montana; encosta Habito: arvoreta;","FURB32659","FURB32659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2020-10-14 10:03:31-03","FURB","FURB","46643","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","catharinensis","Myrcia catharinensis","(D.Legrand) NicLugh.","Seubert, RC","2014","03","26","Seubert, R.C.; Sampaio, D.K.; Hofschneider, E.; Rezini, J.A. & Gebien, W.","82","2014","03","26","Brasil","Santa Catarina","Indaial","Faxinal do Bepe - Parque Nacional da Serra do Itajaí.","-49.2022222","-27.1163889","-49.2022222","-27.1163889","671","671","Projeto Restaurar Habitat: Floresta Ombrófila Densa Montana; encosta Habito: arbórea;","FURB32660","FURB32660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2020-10-14 10:03:31-03","FURB","FURB","55783","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","catharinensis","Myrcia catharinensis","(D.Legrand) NicLugh.","Schwirkowski, P.","2017","08","12","Schwirkowski, P.","2329","2017","08","12","Brasil","Santa Catarina","São Bento do Sul","Bairro Rio Vermelho Povoado. Serrinha Gatz.","-49.3027778","-26.2533333","-49.3027778","-26.2533333","900","900","Frutos negros quando maduros Habitat: Heliófita Habito: Árvore","FURB55783","FURB55783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2020-10-14 10:03:31-03","FURB","FURB","58452","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","catharinensis","Myrcia catharinensis","(D.Legrand) NicLugh.","Kassner-Filho, A.","2018","04","04","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2520","2018","04","04","Brasil","Santa Catarina","Alfredo Wagner",NA,"-49.3211111","-27.6313889","-49.3211111","-27.6313889","942","942","fruto imaturo Habitat: interior da unidade amostral Habito: árvore","FURB58452","FURB58452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2020-10-14 10:03:31-03","FURB","FURB","60183","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","catharinensis","Myrcia catharinensis","(D.Legrand) NicLugh.","Kassner-Filho, A.","2018","07","28","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","3189","2018","07","28","Brasil","Santa Catarina","Angelina",NA,"-48.96","-27.54","-48.9600000","-27.5400000",NA,NA,"fruto amarelo Habitat: interior do fragmento florestal Habito: árvore","FURB60183","FURB60183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2020-10-14 10:03:32-03","FURB","FURB","64663","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","catharinensis","Myrcia catharinensis","(D.Legrand) NicLugh.","Kassner-Filho, A.","2019","08","12","Kassner-Filho, A.; Santos, D; Uller, H.F.;Schneiders, A.","5283","2019","08","12","Brasil","Santa Catarina","Matos Costa","Pedra Branca.","-51.03","-26.46","-51.0300000","-26.4600000","1090","1090","Fruto amarelado Habitat: Interior de unidade amostral;Estágio de regeneração Médio/Avançado;Floresta Ombrófila Mista Habito: Arbórea","FURB64663","FURB64663",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2020-10-14 10:03:32-03","FURB","FURB","12034","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.","Dreveck, S","2009","05","20","Dreveck, S.; Carneiro, F.E.","899","2009","05","20","Brasil","Santa Catarina","Angelina","Rio do Meio.","-49.2277778","-27.5391666","-49.2277778","-27.5391666","809","809","Florística IFFSC 346(Arbusto) Habitat: Ecótono Floresta Ombrófila Mista e Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbustiva; Fruto verde;","FURB32544","FURB32544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2020-10-14 10:03:32-03","FURB","FURB","12458","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.","Stival-Santos, A","2009","05","11","Stival-Santos, A.; Schmitt, J. & Silveira, S.","679","2009","05","11","Brasil","Santa Catarina","Palma Sola","São João.","-53.2986111","-26.4005556","-53.2986111","-26.4005556","865","865","Florística IFFSC 6003(Arbórea) Habitat: Floresta Ombrófila Mista; Estágio Avançado; comum no fragmento Habito: arvoreta; Fruto amarelo e carnoso;","FURB32537","FURB32537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2020-10-14 10:03:32-03","FURB","FURB","13712","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.","Lopes, CP","2009","07","06","Lopes, C.P.",NA,"2009","07","06","Brasil","Santa Catarina","Florianópolis","Morro da Lagoa Vertente Itacorubi.","-48.4844444","-27.5755556","-48.4844444","-27.5755556",NA,NA,"30 cm DAP Habitat: Floresta Ombrófila Densa; Habito: árvore; Fruto amarelado;","FURB32541","FURB32541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2020-10-14 10:03:32-03","FURB","FURB","13835","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.","Korte, A","2009","07","29","Korte, A.","1","2009","08","05","Brasil","Santa Catarina","Apiúna",NA,"-49.3211111","-27.0777778","-49.3211111","-27.0777778","230","230","Coleta Extra IFFSC (Arbórea) Habitat: Floresta Ombrófila Densa; beira da estrada Habito: arbórea; flor roxa","FURB32543","FURB32543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2020-10-14 10:03:32-03","FURB","FURB","14664","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.","Korte, A","2009","10",NA,"Korte, A.; Kruger, A.","71","2009","09","14","Brasil","Santa Catarina","Vidal Ramos","Mulungu.","-49.32","-27.45","-49.3200000","-27.4500000","761","761","Florística IFFSC 383 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbórea;","FURB32553","FURB32553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2020-10-14 10:03:32-03","FURB","FURB","14728","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.","Korte, A","2009","09","24","Korte, A.; Cadorin, T.J. & Gasper, A.L. de","340","2009","09","24","Brasil","Santa Catarina","Botuverá","Cinema.","-49.23","-27.27","-49.2300000","-27.2700000","526","526","Florística IFFSC 466","FURB32556","FURB32556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","2020-10-14 10:03:32-03","FURB","FURB","15262","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.","Stival-Santos, A","2009","10","07","Stival-Santos, A.; Legal, E. & Silveira, S.","976","2009","10","07","Brasil","Santa Catarina","Gaspar","Gaspar Alto, Rua Hésio Silveira de Souza.","-49.0508333","-27.0005556","-49.0508333","-27.0005556","215","215","Florística IFFSC 637 (Arbórea) Habitat: Floresta Ombrófila Densa Submontana; Estágio Avançado; comum no fragmento Habito: árvore; Fruto preto;","FURB32549","FURB32549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
