"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","typeStatus","stateProvince","phylum","order","scientificNameAuthorship","imagecode","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem"
"221","2020-12-11 11:35:42-03","UFMG","BHCB","24238","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Tameirão Neto, E","641","1991","05","15","Southern America","Brasil","Margem esquerda do rio Sono cerca de 1 Km acima do Paredão.",NA,NA,"Arbustivo. Estames róseos.; Beira do rio entre pedras.","BHCB008879","-46.1725006103516","-17.7425003051758",NA,NA,NA,"Minas Gerais","Dicotyledon",NA,"(Hook. & Arn.) Speg.",NA,NA,"João Pinheiro",NA,NA,"102029","auto",NA,NA,NA,NA,NA,NA,NA
"222","2020-12-11 11:35:42-03","UFMG","BHCB","26552","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Carvalho, MG; Silva, ST da","8858","1991","11","03","Southern America","Brasil","Peixe Cru",NA,NA,"Arbustivo, de 2 a 3 m de altura. Corola e estames brancos róseos.; Mata ciliar (rio Jequitinhonha).","BHCB008878","-42.7299995422363","-17.2856006622314",NA,NA,NA,"Minas Gerais","Dicotyledon",NA,"(Hook. & Arn.) Speg.",NA,NA,"Turmalina",NA,NA,"36128","auto",NA,NA,NA,NA,NA,NA,NA
"223","2020-12-11 11:35:42-03","UFMG","BHCB","27721","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Tameirão Neto, E","928","1993","07","20","Southern America","Brasil","Rio Araguari., Área de inundação da UHE Nova Ponte.",NA,NA,"Arbustivo, 1.5 m de altura.; Margem do rio, sobre pedras.","BHCB008892","-47.6747016906738","-19.1525001525879",NA,NA,NA,"Minas Gerais","Dicotyledon",NA,"(Hook. & Arn.) Speg.",NA,NA,"Nova Ponte",NA,NA,"47316","auto",NA,NA,NA,NA,NA,NA,NA
"224","2020-12-11 11:35:42-03","UFMG","BHCB","8918","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Lopes, MA; Andrade, PM de","s.n.","1985","02","24","Southern America","Brasil","UCAT. Riachinho",NA,NA,"Arbusto; estames da cor vinho; corola branca; botões da cor vinho; Beira d'água","BHCB031015","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Minas Gerais","Dicotyledon",NA,"(Hook. & Arn.) Speg.",NA,NA,"Santana do Riacho",NA,NA,"26557","auto","2011","05","17",NA,NA,NA,NA
"225","2020-12-11 11:35:42-03","UFMG","BHCB","33438","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Tameirão Neto, E","1962","1996","03","04","Southern America","Brasil","UHE Capim Branco",NA,NA,"Arbustivo.; Sobre rochas no leito do rio Araguari.","BHCB008891","-48.187198638916","-18.6471996307373",NA,NA,NA,"Minas Gerais","Dicotyledon",NA,"(Hook. & Arn.) Speg.",NA,NA,"Araguari",NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA
"226","2020-12-11 11:35:42-03","UFMG","BHCB","44716","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Costa, LVC","s.n.","1998","11",NA,"Southern America","Brasil","UHE Guilman-Amorim.",NA,NA,"Arbusto de 1,5 m de altura.; Entre pedras às margens do Rio Piracicaba.","BHCB008887","-42.872200012207","-19.6527996063232",NA,NA,NA,"Minas Gerais","Dicotyledon",NA,"(Hook. & Arn.) Speg.",NA,NA,"Antônio Dias",NA,NA,"31237","auto",NA,NA,NA,NA,NA,NA,NA
"227","2020-12-11 11:35:42-03","UFMG","BHCB","9064","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Andrade, PM de; Lopes, MA","s.n.","1985","04","14","Southern America","Brasil","Usina Coronel Américo Teixeira (UCAT).",NA,NA,"Arbusto semi-escandente; c/ fruto; Mata ciliar","BHCB014091","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Minas Gerais","Dicotyledon",NA,"(Hook. & Arn.) Speg.",NA,NA,"Santana do Riacho",NA,NA,"26557","auto","2008",NA,NA,NA,NA,NA,NA
"228","2020-12-11 11:35:42-03","UFMG","BHCB","17560","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Andrade, PM de; Lopes, MA","s.n.","1985","04","14","Southern America","Brasil","Usina Coronel Américo Teixeira (UCAT).",NA,NA,"Arbustivo, com frutos; Mata ciliar","BHCB014088","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Minas Gerais","Dicotyledon",NA,"(Hook. & Arn.) Speg.",NA,NA,"Santana do Riacho",NA,NA,"26557","auto","2008",NA,NA,NA,NA,NA,NA
"229","2020-03-11 09:00:55-03","URCA","HCDAL","1334","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Fernandes, A.; Matos","HCDAL1334","1980","03","05",NA,"Brasil","Cocalzinho, Serra da Ibiapaba, Serra da Ibiapaba",NA,NA,"Subarbusto.",NA,"-41.0922012329102","-3.56222009658813",NA,NA,NA,"Ceará",NA,NA,"(Hook. & Arn.) Speg.",NA,"Fernandes, A.; Nunes, E.","Viçosa do Ceará",NA,NA,"34051","auto","1993","03","05",NA,NA,NA,NA
"230","2021-02-11 17:18:56-03","UFPR","UPCB","8328","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Hatschbach, G.","19803","1968","09","22",NA,"Brasil","Foz do Chopim",NA,NA,"Arbusto, flor base alva, ápice purpúreo. Margem pedregoso do Rio Iguaçu..",NA,"-52.4160995483398","-25.4078006744385",NA,NA,NA,"Paraná",NA,NA,"Speg.",NA,"Burkart, A.","Laranjeiras do Sul",NA,NA,"28404","auto","1970","01","01",NA,NA,NA,NA
"231","2015-02-20 12:47:00-02","MO","MOBOT","2199966","PreservedSpecimen","Plantae","Fabaceae","Calliandra","bicolor","Calliandra bicolor","Teodoro Rojas","Rojas 5673","1931","7",NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraguarí",NA,NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2008-05-27 22:02:00-03","MO","MOBOT","1086659","PreservedSpecimen","Plantae","Fabaceae","Calliandra","bicolor","Calliandra bicolor","Karl Fiebrig","Fiebrig 297",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"233","2015-02-20 12:47:00-02","MO","MOBOT","2199959","PreservedSpecimen","Plantae","Fabaceae","Calliandra","bicolor","Calliandra bicolor","Teodoro Rojas","Rojas 5673","1931","7",NA,"South America","Paraguay","Pirareta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraguarí",NA,NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2015-02-20 12:47:00-02","MO","MOBOT","2199972","PreservedSpecimen","Plantae","Fabaceae","Calliandra","bicolor","Calliandra bicolor","Teodoro Rojas","Rojas 5673","1931","7",NA,"South America","Paraguay","Pirareta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraguarí",NA,NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2011-06-27 08:42:00-03","MO","MOBOT","2887297","PreservedSpecimen","Plantae","Fabaceae","Calliandra","bicolor","Calliandra bicolor","F. Sellow","Sellow 50","1814",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2009-05-15 13:24:00-03","MO","MOBOT","2887492","PreservedSpecimen","Plantae","Fabaceae","Calliandra","bicolor","Calliandra bicolor","Pedro Jörgensen","Jörgensen 4404",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2008-05-27 22:02:00-03","MO","MOBOT","2887539","PreservedSpecimen","Plantae","Fabaceae","Calliandra","bicolor","Calliandra bicolor","Émile Hassler","Hassler 6723",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2008-05-27 22:02:00-03","MO","MOBOT","2887690","PreservedSpecimen","Plantae","Fabaceae","Calliandra","bicolor","Calliandra bicolor","O.O. Miller","Miller 58","1901","7","22","South America","Venezuela","El Valle.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,"J.R. Johnston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2014-08-23 05:35:00-03","MO","MOBOT","2887559","PreservedSpecimen","Plantae","Fabaceae","Calliandra","microphylla","Calliandra microphylla","Howard S. Irwin|S.F. da Fonsêca|R. Souza|R. Reis dos Santos|J. Ramos","Irwin 26871","1970","3","3","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,"Benth.",NA,"G.P. Lewis",NA,"600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2011-06-27 08:42:00-03","MO","MOBOT","2888542","PreservedSpecimen","Plantae","Fabaceae","Calliandra","myriophylla","Calliandra myriophylla","F. Sellow","Sellow s.n.","1814",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2013-08-23 04:12:00-03","MO","MOBOT","2888537","PreservedSpecimen","Plantae","Fabaceae","Calliandra","myriophylla","Calliandra myriophylla","Taciana B. Cavalcanti","Cavalcanti SPF 42923","1986","2","25","South America","Brazil","Grao Mogol. Vale do rio Itacambiruçu. Entre a Fazenda Jambeiro e estrada para Cristália.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,"Benth.",NA,"E. Forero",NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2008-05-27 22:02:00-03","MO","MOBOT","1420598","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Elsa M. Zardini|R. Brítez","Zardini 52799","1999","12","13","South America","Paraguay","Estancia Tapytá of Shell Forestry Ltd. Cerrado scrub on road to Tayá-i creek. Collecting area: around two hectares.",NA,NA,NA,NA,"-55.765","-26.25027",NA,NA,NA,"Caazapá",NA,NA,"(Hook. & Arn.) Speg.",NA,"M. Moroles (BAB)",NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,"1191","4",NA
"243","2008-05-27 22:02:00-03","MO","MOBOT","1420618","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Elsa M. Zardini|R. Brítez","Zardini 52817","1999","12","13","South America","Paraguay","Estancia Tapytá of Shell Forestry Ltd. Cerrado scrub on road to Tayá-i creek. Collecting area: around two hectares.",NA,NA,NA,NA,"-55.765","-26.25027",NA,NA,NA,"Caazapá",NA,NA,"(Hook. & Arn.) Speg.",NA,"M. Moroles (BAB)",NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,"1191","4",NA
"244","2011-02-02 12:54:00-02","MO","MOBOT","2198930","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Gustavo Niederlein","Niederlein 1061","1887",NA,NA,"South America","Argentina","R. Alto Uruguay, Salto Moconá",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Misiones",NA,NA,"(Hook. & Arn.) Speg.",NA,"Hoc, P. S. S.","Guaraní",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2016-01-27 05:26:00-02","MO","MOBOT","2198958","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Alberto R. Cuezzo|Elías R. de la Sota","Cuezzo 1470","1957","4","16","South America","Argentina","Cataratas",NA,NA,NA,NA,"-54.45","-25.68333",NA,NA,NA,"Misiones",NA,NA,"(Hook. & Arn.) Speg.",NA,"Hoc, P. S. S.","Iguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2013-01-22 05:51:00-02","MO","MOBOT","2198981","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Fernández","Fernández 142","1972","1","9","South America","Argentina","Puerto Libertad, Salto Uruguay",NA,NA,NA,NA,"-54.61666","-25.91666",NA,NA,NA,"Misiones",NA,NA,"(Hook. & Arn.) Speg.",NA,"Hoc, P. S. S.","Iguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2010-05-16 08:12:00-03","MO","MOBOT","2199006","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Aurelio Schinini","Schinini Cacace 19886","1980","2","15","South America","Argentina","Salto Tabay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Misiones",NA,NA,"(Hook. & Arn.) Speg.",NA,"Hoc, P. S. S.","San Ignacio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2018-05-17 05:28:00-03","MO","MOBOT","2253594","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","María E. Múlgura|F. Biganzoli|Paola Peralta|M.A. Romero","Múlgura 2013","2000","9","18","South America","Argentina","Arroyo Chimiray",NA,NA,NA,NA,"-55.7","-28.08333",NA,NA,NA,"Misiones",NA,NA,"(Hook. & Arn.) Speg.",NA,"Ulibarri, E. A.","Apóstoles","90.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2018-05-17 05:28:00-03","MO","MOBOT","2253617","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","María E. Múlgura|F. Biganzoli|Paola Peralta|M.A. Romero","Múlgura 2060","2000","9","18","South America","Argentina","Desvío de ruta 35 hacia Almafuerte.",NA,NA,NA,NA,"-55.33333","-27.55",NA,NA,NA,"Misiones",NA,NA,"(Hook. & Arn.) Speg.",NA,"Ulibarri, E. A.","Leandro N. Alem","240.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2011-03-01 23:37:00-03","MO","MOBOT","2337951","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Sara G. Tressens|M. Silvia Ferrucci|M.G. Pellegrini","Tressens 4401","1993","2","9","South America","Argentina","Garruchos, costa río Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corrientes",NA,NA,"(Hook. & Arn.) Speg.",NA,"Vanni, R. O., //","Santo Tomé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2012-01-04 05:10:00-02","MO","MOBOT","2337971","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Bernadino S. Bertoni","Bertoni 4563","1949","11","17","South America","Argentina","R. Uruguahí",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Misiones",NA,NA,"(Hook. & Arn.) Speg.",NA,"Hoc, P. S. S.","Iguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2016-01-18 21:31:00-02","MO","MOBOT","2407965","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","R. Martínez Crovetto|A. Leguizamón","Martínez Crovetto 5793",NA,NA,NA,"South America","Argentina","A. Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Misiones",NA,NA,"(Hook. & Arn.) Speg.",NA,"Hoc, P. S. S.","Iguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2009-08-21 07:12:00-03","MO","MOBOT","2444217","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Santiago Venturi","Venturi 92","1909","7","8","South America","Argentina","Puerto Leoni",NA,NA,NA,NA,"-55.16666","-26.98333",NA,NA,NA,"Misiones",NA,NA,"(Hook. & Arn.) Speg.",NA,"Hoc, P. S. S.","Libertador General San Martín",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2009-08-21 20:54:00-03","MO","MOBOT","2519758","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Bernardo Rosengurtt","Rosengurtt 4123","1942","10","22","South America","Uruguay","Orillas del Río Uruguay, Rincón de Las Gallinas, arroyo de Los Patos, Estancia de Goenaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Río Negro",NA,NA,"(Hook. & Arn.) Speg.",NA,"Hoc, P. S. S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2009-12-04 16:26:00-02","MO","MOBOT","2889119","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Gert G. Hatschbach|Maria M. Hatschbach|O.S. Ribas","Hatschbach 72988","2002","5","16","South America","Brazil","(Mun. Bodoquena). Rodovia Bodoquena a Morraria do Sul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mato Grosso do Sul",NA,NA,"(Hook. & Arn.) Speg.",NA,"O.S. Ribas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2018-05-17 05:29:00-03","MO","MOBOT","2889237","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","María E. Múlgura|et al.","Múlgura 2060","2000","9","18","South America","Argentina","Desvío de ruta 35 hacia Almafuerte.",NA,NA,NA,NA,"-55.33333","-27.55",NA,NA,NA,"Misiones",NA,NA,"(Hook. & Arn.) Speg.",NA,"E.A. Uibarri","Leandro N. Alem","240.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2008-05-27 22:02:00-03","MO","MOBOT","2889300","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Robert Kral","Kral 75524","1988","11","6","South America","Brazil","Ca. 5-6 kms toward and into Pico das Almas el.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bahia",NA,NA,"(Hook. & Arn.) Speg.",NA,"Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2018-05-17 05:29:00-03","MO","MOBOT","2407951","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Fernando O. Zuloaga|Osvaldo Morrone|María E. Múlgura|A. Vega","Zuloaga 5246","1995","3","4","South America","Argentina","Parque Nac. Iguazú, Isla San Martín",NA,NA,NA,NA,"-54.76666","-25.68333",NA,NA,NA,"Misiones",NA,NA,"(Hook. & Arn.) Speg.",NA,"Ulibarri, E. A., //","Iguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2018-05-17 05:29:00-03","MO","MOBOT","2297426","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","María E. Múlgura|Sandra S. Aliscioni|Manuel J. Belgrano|M.A. Romero","Múlgura 3168","2002","3","9","South America","Argentina","Parque Provincial Moconá, en la costa rocosa del río Uruguay",NA,NA,NA,NA,"-53.88333","-27.15",NA,NA,NA,"Misiones",NA,NA,"(Hook. & Arn.) Speg.",NA,"Ulibarri, E. A.","San Pedro","180.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2019-03-29 10:41:21-03","UFSM","HDCF","568","S","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Marchiori, J. N. C.",NA,"1981","11","23","América","Brasil",NA,NA,NA,"Mata de restinga do rio Inhanduí",NA,"-55.7919006347656","-29.7831001281738",NA,NA,NA,"Rio Grande do Sul",NA,NA,"(Hook. & Arn.) Speg.",NA,"Marchiori, J. N. C.","Alegrete",NA,NA,"89305","auto","1985","04","24",NA,NA,NA,NA
"261","2019-03-29 10:41:21-03","UFSM","HDCF","766","S","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Marchiori, J. N. C.",NA,"1982","10","21","América","Brasil","Pilão d'água",NA,NA,"Muito abundante no local",NA,"-54.8671989440918","-29.1916999816895",NA,NA,NA,"Rio Grande do Sul",NA,NA,"(Hook. & Arn.) Speg.",NA,"Marchiori, J. N. C.","Santiago",NA,NA,"56006","auto","1982","10","25",NA,NA,NA,NA
"262","2020-09-08 15:06:56-03","UNIOESTE","UNOP","5371","S","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Damasceno Jr, G.A.","1646","1998","09","06",NA,"Brasil","Ressurgência do rio Formoso.",NA,NA,"Arbustivo. Flor arroxeada.",NA,"-56.636389","-21.256667","-56.636389","-21.256667",NA,"Mato Grosso do Sul",NA,NA,"(Hook. & Arn.) Speg.",NA,"Ribas, O.S.","Bonito",NA,NA,NA,NA,"2010","03","24",NA,NA,NA,NA
"263","2015-05-20 10:35:18-03","UFERSA","MOSS","8724","S","Plantae","Leguminosae-Mim.","Calliandra","microphylla","Calliandra microphylla","Bayma, I.A.","499","2000","12","27","América do Sul","Brasil","Bacia do Rio Manibu, Fazenda Fonte Grande.",NA,NA,"arvoreta em floração, com cerca de 3 a 4 m de altura; coletada na mata atlântica antropizada, capoeira; ramos decumbentes; flor rósea, botões florais vináceos; fruto ausente",NA,"-36.251944","-9.832222","36W15'07","9S49'56",NA,"Alagoas",NA,NA,"Benth.",NA,"Bayma, I.A.","Campo Alegre",NA,NA,NA,NA,"2001",NA,NA,NA,NA,NA,NA
"264","2020-08-31 09:14:29-03","INPA","INPA","115091","S","Plantae","Leguminosae-Mim","Calliandra","parvifolia","Calliandra parvifolia","Ramos, JF","958","1983","09","30","Southern America","Brasil","PA 149, PA-149, km 20, ramal da Massa Falida.",NA,NA,NA,"INPA0115091","-49.673567","-3.764569","-49.673567","-3.764569",NA,"Pará","Dicotyledon Rosids","Fabales","(Hook. & Arn.) Speg.","INPA0115091 INPA0115091_e INPA0115091_e1 INPA0115091_nd","Barneby, RC","Tucuruí",NA,NA,NA,NA,"1996",NA,NA,NA,NA,NA,NA
"265","2020-08-31 09:14:29-03","INPA","INPA","130210","S","Plantae","Leguminosae-Mim","Calliandra","parvifolia","Calliandra parvifolia","Irwin, HS","21640","1968","03","23","Southern America","Brasil","Ca. 27km S. of Paraíso.",NA,NA,NA,"INPA0130210","-47.53","-14.38","-47.53","-14.38",NA,"Goiás","Dicotyledon Rosids","Fabales","(Hook. & Arn.) Speg.","INPA0130210 INPA0130210_e","Lewis, GP",NA,"600","600",NA,NA,"1983",NA,NA,NA,NA,NA,NA
"266","2019-06-10 10:10:52-03","FZB-BH","BHZB","11480","S","Plantae","Fabaceae-Mim.","Calliandra Cf.","parvifolia","Calliandra Cf. parvifolia","Rezende, S.G.","5229","2015","07","29",NA,"Brasil","Região do distrito de Camargos",NA,NA,"unicata., Data correta 23 /10 /2015",NA,"-43.4160995483398","-20.377799987793","43 °22' 18''","20° 16' 41''",NA,"MG",NA,NA,NA,NA,NA,"Mariana","800","800","33524","auto",NA,NA,NA,NA,NA,NA,NA
"267","2019-06-10 10:10:52-03","FZB-BH","BHZB","11481","S","Plantae","Fabaceae-Mim.","Calliandra Cf.","parvifolia","Calliandra Cf. parvifolia","Rezende, S.G.","5230","2015","07","29",NA,"Brasil","Região do distrito de Camargos",NA,NA,"Data correta 23 /10 /2015.unicata . Doação de duplicata para Herbário HUEFS em Março 2017",NA,"-43.4160995483398","-20.377799987793","43 °22' 17''","20 °16' 44''",NA,"MG",NA,NA,NA,NA,NA,"Mariana","780","780","33524","auto",NA,NA,NA,NA,NA,NA,NA
"268","2021-01-26 13:54:33-03","IMA","MAC","17338","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","M.A.B.L.Machado","294","2003","04","15",NA,"Brasil","Usina Coruripe - RPPN dos Pereira - mata em encosta.",NA,NA,"Árvore com ca. de 5m de altura. Frutos imaturos verdes e maduros marrons.; Mata Atlântica.","MAC0017338","-36.368333","-10.256111","-36.368333","-10.256111",NA,"Alagoas",NA,NA,"(Hook. & Arn.) Speg.",NA,"Santos, MR dos","Coruripe",NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA
"269","2021-01-26 13:54:33-03","IMA","MAC","1000","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","M.N.Rodrigues","21","1979","12","27",NA,"Brasil","Serra do Horizonte, Cachoeira. Na da Usina Bitinga.",NA,NA,"Arbusto.; Mata Atlântica.","MAC0001000","-35.839181","-9.393842","-35.839181","-9.393842",NA,"Alagoas",NA,NA,"(Hook. & Arn.) Speg.",NA,"M.R.Santos","Messias",NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA
"270","2021-01-26 13:54:33-03","IMA","MAC","10056","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","M.N.Rodrigues","1475","1998","12","26",NA,"Brasil","Barragem da Fazenda Gameleira., pequena grota e vale.",NA,NA,"Árvore com ca. de 5m de altura. Flores cor de rosa. Botões jovens.; Mata Atlântica.","MAC0010056","-36.488056","-10.066667","-36.488056","-10.066667",NA,"Alagoas",NA,NA,"(Hook. & Arn.) Speg.",NA,"M.N.Rodrigues","Penedo",NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA
"271","2021-01-26 13:54:33-03","IMA","MAC","13474","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","I.A.Bayma; E.Santos","545","2000","12","29",NA,"Brasil","Fazenda Matão, margem do riacho aferventa.",NA,NA,"Arvoreta com ca. de 2m de altura. Flores róseas.; Mata Atlântica em encosta.","MAC0013474","-36.2525","-9.786944","-36.2525","-9.786944",NA,"Alagoas",NA,NA,"(Hook. & Arn.) Speg.",NA,"Santos, MR dos","Campo Alegre",NA,NA,NA,NA,"2007","05",NA,NA,NA,NA,NA
"272","2021-01-26 13:54:33-03","IMA","MAC","23106","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","A.L.S.Santos","140","2005","07","17",NA,"Brasil","Povoado Olho D'água (Chã da Aldeia).",NA,NA,"Árvore ca. de 3,5m de altura. Frutos marrons.; Floresta Estacional.","MAC0023106","-36.476217","-9.922986","-36.476217","-9.922986",NA,"Alagoas",NA,NA,"(Hook. & Arn.) Speg.",NA,"R.P.Lyra-Lemos","Junqueiro",NA,NA,NA,NA,"2006",NA,NA,NA,NA,NA,NA
"273","2021-01-26 13:54:33-03","IMA","MAC","23142","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","A.L.S.Santos","121","2005","06","26",NA,"Brasil","Povoado Olho D'água.",NA,NA,"Árvore ca. de 8m de altura. Frutos abertos.; Floresta Estacional.","MAC0023142","-36.476217","-9.922986","-36.476217","-9.922986",NA,"Alagoas",NA,NA,"(Hook. & Arn.) Speg.",NA,"R.P.Lyra-Lemos","Junqueiro",NA,NA,NA,NA,"2006",NA,NA,NA,NA,NA,NA
