"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","stateProvince","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","infraspecificEpithet","relationshipType","relatedCatalogItem","individualCount","fieldNumber","typeStatus","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","496752","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","peruvianus","Cybianthus peruvianus","(A.DC.) Miq.",NA,NA,NA,NA,"A. S. Pinkus","252","1939","02","23","Guyana",NA,"Makreba Falls Kupurung River, upper Mazaruni region",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=762753' target='other'> <mi>dwc_moreinfo</mi></a>","NY00496752",NA,"Cuyuni-Mazaruni","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","2699645","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","peruvianus","Cybianthus peruvianus","(A.DC.) Miq.",NA,NA,NA,NA,"D. C. Daly","4358","1986","11","18","Brazil",NA,"Uitinga Pará, aprox. 25min. upstream by motoboard brow confluence with Rio Solimões. Scrub and low forest vegetation on white sand. Of low forest.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2994239' target='other'> <mi>dwc_moreinfo</mi></a>","NY02699645","NY02699645_01","Amazonas","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01168193","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","peruvianus","Cybianthus peruvianus","(A.DC.) Miq.",NA,NA,NA,NA,"B. A. Krukoff","5839",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1306905' target='other'> <mi>dwc_moreinfo</mi></a>","NY01168193","NY01168193_01 NY01168193_02","Amazonas","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01168194","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","peruvianus","Cybianthus peruvianus","(A.DC.) Miq.",NA,NA,NA,NA,"D. C. Daly","3839",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1306907' target='other'> <mi>dwc_moreinfo</mi></a>","NY01168194","NY01168194_01","Amapá","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00994970","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","peruvianus","Cybianthus peruvianus","(A.DC.) Miq.",NA,NA,NA,NA,"G. T. Prance","19075","1973","10","16","Brazil",NA,"Just above Veu de Noiva.","-55.75005","-15.4621",NA,NA,"720","720","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083258' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994970","NY00994970_01","Mato Grosso","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-29 18:36:00-03","NY","NYBG","496751","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","peruvianus","Cybianthus peruvianus",NA,"J. J. Pipoly",NA,NA,NA,"H. H. van der Werff","13280","1994","02","19","Ecuador",NA,"Campamemto Miazi, in forest and cliffs along Rio Nangaritza",NA,NA,NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=762752' target='other'> <mi>dwc_moreinfo</mi></a>","NY00496751",NA,"Zamora-Chinchipe","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01168195","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","peruvianus","Cybianthus peruvianus","(A.DC.) Miq.",NA,NA,NA,NA,"N. T. da Silva","1593",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1306908' target='other'> <mi>dwc_moreinfo</mi></a>","NY01168195","NY01168195_01","Amazonas","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01168425","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","peruvianus","Cybianthus peruvianus","(A.DC.) Miq.",NA,NA,NA,NA,"W. A. Ducke",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1317277' target='other'> <mi>dwc_moreinfo</mi></a>","NY01168425","NY01168425_01","Pará","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01168196","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","peruvianus","Cybianthus peruvianus","(A.DC.) Miq.",NA,NA,NA,NA,"C. A. Cid Ferreira","641","1979","08","21","Brazil","Itapiranga","Rio Uatumã, lado esquerdo do igarapé Catitu","-58.7269878","-2.3065914",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1294603' target='other'> <mi>dwc_moreinfo</mi></a>","NY01168196","NY01168196_01","Amazonas","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01168421","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","peruvianus","Cybianthus peruvianus","(A.DC.) Miq.",NA,NA,NA,NA,"N. T. da Silva","1593",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1317250' target='other'> <mi>dwc_moreinfo</mi></a>","NY01168421","NY01168421_01","Amazonas","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1582979","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","peruvianus","Cybianthus peruvianus","(A.DC.) Miq.","T. T. Carrijo",NA,NA,NA,"B. Maguire","28050","1948","12","30","Venezuela",NA,"Cerro Sipapo (Paráque). North Peak I.",NA,NA,NA,NA,"2000","2000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1410821' target='other'> <mi>dwc_moreinfo</mi></a>","NY01582979",NA,"Amazonas","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00994969","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","peruvianus","Cybianthus peruvianus","(A.DC.) Miq.","J. J. Pipoly",NA,NA,NA,"C. C. Berg","P18460","1973","10","12","Brazil",NA,"Rio Aripuanã, forest along Baihia, near Humboldt Center","-59.35","-10.2",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083256' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994969","NY00994969_01","Mato Grosso","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01168198","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","peruvianus","Cybianthus peruvianus","(A.DC.) Miq.",NA,NA,NA,NA,"R. de Lemos Fróes","1215767",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1306914' target='other'> <mi>dwc_moreinfo</mi></a>","NY01168198","NY01168198_01","Amazonas","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01168291","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","peruvianus","Cybianthus peruvianus","(A.DC.) Miq.",NA,NA,NA,NA,"A. Silva","226","1977","11","17","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1307117' target='other'> <mi>dwc_moreinfo</mi></a>","NY01168291","NY01168291_01","Pará","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","496753","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","peruvianus","Cybianthus peruvianus","(A.DC.) Miq.",NA,NA,NA,NA,"R. Negrelle","544","1992","11","06","Brazil","Itapoá","Reserva Volta Velha","-48.65","-26.15",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=762755' target='other'> <mi>dwc_moreinfo</mi></a>","NY00496753","NY00496753_01","Santa Catarina","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01168191","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","peruvianus","Cybianthus peruvianus","(A.DC.) Miq.",NA,NA,NA,NA,"B. A. Krukoff","9007",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1306901' target='other'> <mi>dwc_moreinfo</mi></a>","NY01168191","NY01168191_01","Amazonas","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01168192","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","peruvianus","Cybianthus peruvianus","(A.DC.) Miq.",NA,NA,NA,NA,"N. T. da Silva","4725",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1306904' target='other'> <mi>dwc_moreinfo</mi></a>","NY01168192","NY01168192_01","Pará","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01168292","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","peruvianus","Cybianthus peruvianus","(A.DC.) Miq.",NA,NA,NA,NA,"E. Cordeiro","24","1952",NA,NA,"Brazil",NA,"Territorio do Guaporé. Porto Velho.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1307119' target='other'> <mi>dwc_moreinfo</mi></a>","NY01168292","NY01168292_01","Rondônia","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1581794","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","peruvianus","Cybianthus peruvianus","(A.DC.) Miq.","T. T. Carrijo",NA,NA,NA,"B. Maguire","23122","1944","05","01","Guyana",NA,"Kaieteur Plateau","-59.48","5.17",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022282' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581794",NA,"Potaro-Siparuni","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01168290","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","peruvianus","Cybianthus peruvianus","(A.DC.) Miq.",NA,NA,NA,NA,"G. T. Prance","P24884","1977","11","05","Brazil",NA,"Serra do Cachimbo, BR 163, Cuiabá-Santarém Highway, Cachoeira de Curuá; north slope of Serra Cachimbo.","-54.9644","-8.7367",NA,NA,"300",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1307116' target='other'> <mi>dwc_moreinfo</mi></a>","NY01168290","NY01168290_01","Pará","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","02239871","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","peruvianus","Cybianthus peruvianus","(A.DC.) Miq.",NA,NA,NA,NA,"F. Hurbath","130","2011","04","30","Brazil","Mucugê","Chapada Diamantina. Córrego do boiadeiro.","-42.5228","-14.5347",NA,NA,"930",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2484196' target='other'> <mi>dwc_moreinfo</mi></a>","NY02239871","NY02239871_01","Bahia","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-13 09:20:46-03","UFRJ","RFA","8301","PreservedSpecimen","Plantae","Primulaceae","Conomorpha","peruviana","Conomorpha peruviana","A.DC.","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach","13068","1965","11","11","Brasil","Paranaguá","Caiobá, Morro do Boi","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Arvoreta flor creme esverdeada","RFA46161",NA,"Paraná",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-13 09:20:46-03","UFRJ","RFA","9730","PreservedSpecimen","Plantae","Primulaceae","Conomorpha","peruviana","Conomorpha peruviana","A.DC.","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach","20103","1968","10","23","Brasil","Paranaguá","Pontal do Sul","-48.5092010498047","-25.5200004577637",NA,NA,"3","3","Arbusto 3 m de altura; flor creme","RFA46159",NA,"Paraná",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-06-29 11:32:10-03","UFRJ","RFA","6547","PreservedSpecimen","Plantae","Primulaceae","Conomorpha","peruviana","Conomorpha peruviana","A.DC.","L.B. Smith","1957",NA,NA,"R.M. Klein","2070","1956","09","15","Brasil","Ibirama","Horto Florestal I.N.P.","-49.5177993774414","-27.0569000244141",NA,NA,"300","300","Arvoreta 4 m de altura; fruto maduro; roxo-escuro","RFA46162",NA,"Santa Catarina",NA,NA,NA,NA,"18533","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-06-29 11:32:10-03","UFRJ","RFA","7014","PreservedSpecimen","Plantae","Primulaceae","Conomorpha","peruviana","Conomorpha peruviana","A.DC.","L.B. Smith","1956",NA,NA,"Reitz; Klein","2431","1956","01","18","Brasil","Palhoça","Pilões","-48.6678009033203","-27.645299911499",NA,NA,"300","300","Arvoreta 6 m de altura; flor verde-amarelada","RFA46165",NA,"Santa Catarina",NA,NA,NA,NA,"31105","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:47:15-03","EAO","IAN","38655","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","peruvianus","Cybianthus peruvianus","(A.DC.) Miq.","Nascimento, EAP","2019","03","28","Pinkus, AS","252","1938","09",NA,"Guiana",NA,"Makreba Falls, Kurupung River, upper Mazaruni region.",NA,NA,NA,NA,NA,NA,"Tree 20 ft high; trunk 6 in diam.; corolla yellow-green; anthers yellow.","IAN038655",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:47:15-03","EAO","IAN","44028","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","peruvianus","Cybianthus peruvianus","(A.DC.) Miq.","Nascimento, EAP","2019","03","28","Kernan, HS","143","1944","06","27","Colômbia",NA,"Filo de Palmidal, Headwaters of Rio Frio, W. drainege of Sierra Nevada.",NA,NA,NA,NA,"2080","2080","NE. exposure. Crown class: intermediate, 25ft. high, DHB 6 in.","IAN044028",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:47:15-03","EAO","IAN","56159","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","peruvianus","Cybianthus peruvianus","(A.DC.) Miq.","Nascimento, EAP","2019","03","28","Pinkus, AS","252","1938","09",NA,"Guiana",NA,"Makreba Falls, Kurupung River, upper Mazaruni region.",NA,NA,NA,NA,NA,NA,"Tree 20 ft high; trunk 6 in diam.; corolla yellow-green; anthers yellow.","IAN056159",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:47:15-03","EAO","IAN","95975","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","peruvianus","Cybianthus peruvianus","(A.DC.) Miq.","Nascimento, EAP","2019","03","28","Pinkus, AS","252","1938","09",NA,"Guiana",NA,"Makreba Falls, Kurupung River, upper Mazaruni region.",NA,NA,NA,NA,NA,NA,"Tree 20 ft high; trunk 6 in diam.; corolla yellow-green; anthers yellow.","IAN095975",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:47:15-03","EAO","IAN","192495","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","peruvianus","Cybianthus peruvianus","(A.DC.) Miq.","Lobato, LCB","2007","02","02","Félix-da-Silva, MM; Trindade, MJS; Lobato, LCB; Santos, MR dos; Souza, CA","148","2007","02","02","Brasil","Portel","FLONA de Caxiuanã, grade do PPBio, parcela 03.","-50.8210983276367","-1.93555998802185",NA,NA,NA,NA,"Arbusto 1,70 m de altura. Frutos imaturos.","IAN192495",NA,"Pará","Dicotiledônea",NA,"Southern America",NA,"184936","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:47:15-03","EAO","IAN","88475","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","peruvianus","Cybianthus peruvianus","(A.DC.) Miq.","Nascimento, EAP","2019","03","28","Fróes, RL","31892","1955","05","11","Brasil","Prainha","Cabeceiras do Rio Uurará, flancos do Planalto Amazônico.","-53.4799995422363","-1.79999995231628",NA,NA,NA,NA,"Arbusto de 2m de altura ao longo do rio.","IAN088475",NA,"Pará","Dicotiledônea",NA,"Southern America",NA,"139164","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-02-08 09:03:22-03","NBC","NL-BOTANY","L 0708989","PreservedSpecimen","Plantae","Myrsinaceae","Conomorpha","peruviana","Conomorpha peruviana guyanensis","Mez",NA,NA,NA,NA,"Forest Department (Guyana)",NA,"1949","01","01","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200708989 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0708989",NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae","guyanensis",NA,NA,NA,NA,NA,NA
"43","2020-02-08 09:03:28-03","NBC","NL-BOTANY","L.2625000","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus","peruvianus","Cybianthus peruvianus","(A.DC.) Miq.",NA,NA,NA,NA,"Vásquez Chávez R; Jaramillo N",NA,"1986","05","29","Peru",NA,"Dpto. Loreto: Prov. Maynas. Puerto Almendras.","-73.416667","-3.8","-73.416667","-3.8",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2625000 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2625000","NL-L2625000",NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"44","2020-02-08 09:03:28-03","NBC","NL-BOTANY","WAG.1113138","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus","peruvianus","Cybianthus peruvianus","(A.DC.) Miq.",NA,NA,NA,NA,"Cordeiro J; Barbosa E",NA,"1994","03","11","Brazil",NA,"Morro Sete (mun. Quatro Barras) Paraná.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1113138 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1113138","NL-WAG1113138",NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:17:48-03","ESALQ","ESA","16223","PreservedSpecimen","Plantae","Primulaceae","Conomorpha","peruviana","Conomorpha peruviana","A.DC.","Hatschbach, G.",NA,NA,NA,"Silva, J.M. ; Sobral, M.","1205.0","1993","01","14","Brasil","Quatro Barras",NA,"-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"ESA016223","ESA016223","Paraná","Magnoliophyta",NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA
