"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","sex"
"50","2008-05-27 22:02:00-03","MO","MOBOT","56758","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","J. Rohwer (HBG)",NA,"Alwyn H. Gentry|Dias, A. Cecilio|G.A. Franco","Gentry 58844","1987","9","2","South America","Brazil","São Paulo","Carlos Botelho State Park, Riberão Branco, Km 55, ca. 23 km S of Park headquarters.",NA,NA,NA,NA,NA,"-46.93333","-24.25","550.00000000","600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-196","8",NA
"51","2015-10-22 10:02:57-02","UNIOESTE","UNOP","6230","S","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","Rohwer, J.",NA,"Koczicki, C.","233-B","1969","08","12",NA,"Brasil","Paraná","Serra do Capivari",NA,"Árvore 10m, flor alvescente. Mata do vale entre morros.",NA,NA,"Campina Grande do Sul","-49.0553016662598","-25.3055992126465","1100","1100","1987",NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA
"52","2020-08-31 09:11:19-03","INPA","INPA","152507","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","Rohwer, JG",NA,"Koczicki, C","233","1969","08","12","Southern America","Brasil","Paraná","Serra Capivari Grande",NA,NA,"INPA0152507","INPA0152507 INPA0152507_e","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"1988",NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA
"53","2020-08-31 09:11:19-03","INPA","INPA","156106","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","Rohwer, JG",NA,"Cordeiro, J","96","1985","08","15","Southern America","Brasil","Paraná","Serra Capivari Grande.",NA,NA,"INPA0156106","INPA0156106 INPA0156106_e","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"1987",NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA
"54","2020-08-31 09:11:19-03","INPA","INPA","152617","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","Werff, HH van der",NA,"Cordeiro, J","300","1986","07","10","Southern America","Brasil","Paraná","Véu de Noiva.",NA,NA,"INPA0152617","INPA0152617 INPA0152617_e","Morretes","-48.834400177002","-25.476900100708",NA,NA,"1987",NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA
"55","2020-06-15 15:30:53-03","UNESP-RC","HRCB","29878","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","Rohwer, J.",NA,"Cordeiro, J.","117","1985","08","21",NA,"Brasil","Paraná","Véu de Noiva",NA,"Árvore 5m, flor alva.",NA,NA,"Morretes","-48.834400177002","-25.476900100708",NA,NA,"1987",NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA
"56","2020-06-15 15:30:53-03","UNESP-RC","HRCB","56164","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teixeira","Rohwer, J.G.",NA,"Moraes, P.L.R.","3354","2011","09","01",NA,"Brasil","São Paulo","Trilha da Educação Ambiental",NA,"Árvore 20 m, flores brancas",NA,NA,"São Miguel Arcanjo","-47.540306","-22.357806","626","626","2011","09","19","47º32'25.1W","22º21'28.1S",NA,NA,NA,NA,NA,NA,NA
"57","2020-09-12 05:00:02-03","US","US","3128288","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.",NA,NA,"J. Cordeiro & J. M. Silva","96","1985","8","15","South America","Brazil","Paraná","Serra Capivari Grande",NA,NA,"US01322034",NA,"Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"55154","auto",NA,"1",NA
"58","2020-09-12 05:00:02-03","US","US","3146009","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.",NA,NA,"J. Cordeiro & J. M. Silva","300","1986","7","10","South America","Brazil","Paraná","Véu de Noiva",NA,NA,"US01322033",NA,"Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"30514","auto",NA,"1",NA
"59","2019-12-09 17:30:05-03","UFPR","EFC","82","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","Zanon, M.M.F.",NA,"Richter, H.G.",NA,"1975","11","29",NA,"Brasil","Paraná","Col. Castelhanos",NA,"__COMMOM_NAME__: Canela-tamanco","EFC000082",NA,"São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"2006","09","04",NA,NA,NA,NA,"45291","auto",NA,NA,NA
"60","2019-12-09 17:30:06-03","UFPR","EFC","16206","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","Brotto, M.L.",NA,"Brotto, M.L.","1714","2014","07","09",NA,"Brasil","Paraná","Rio Capivari, Barra da Cruz",NA,"Árvore de 15m; botões florais, flores brancas. Floresta Ombrófila Densa Montana","EFC016206",NA,"Campina Grande do Sul","-48.7983","-25.0692",NA,NA,"2014","08","04","-48.7983","-25.0692",NA,NA,NA,NA,NA,NA,NA
"61","2019-12-09 17:30:06-03","UFPR","EFC","15603","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","Brotto, M.L.",NA,"Brotto, M.L.","1783","2014","08","28",NA,"Brasil","Paraná","Parque Estadual das Lauráceas, próximo á estrada",NA,"Árvore 18m, flores brancas. Floresta Ombrófila Densa Montana.","EFC015603",NA,"Adrianópolis","-48.9872","-24.7316","883","883","2014","09","09","-48.9872","-24.7316",NA,NA,NA,NA,NA,NA,NA
"62","2019-12-09 17:30:06-03","UFPR","EFC","15594","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","Brotto, M.L.",NA,"Brotto, M.L.","1766","2014","08","27",NA,"Brasil","Paraná","Parque Estadual das Lauráceas",NA,"Árvore 16m, flores brancas. Floresta Ombrófila Densa Montana","EFC015594",NA,"Adrianópolis","-48.43","-24.5137","950","950","2014","09","09","-48.4300","-24.5137",NA,NA,NA,NA,NA,NA,NA
"63","2020-11-18 18:12:20-03","UFPR","EFC","16314","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","Brotto, M.L.",NA,"Silva, J.M.",NA,"2016","09","27",NA,"Brasil","Paraná","Parque Estadual das Lauráceas",NA,"Árvore 23 m, flores de cor branca com odor agradável. Floresta Ombrófila Densa Montana","EFC016314",NA,"Adrianópolis","-48.7178","-24.8561","736","736","2016","11","22","-48.7178","-24.8561",NA,NA,NA,NA,NA,NA,NA
"64","2019-12-09 17:30:05-03","UFPR","EFC","2297","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","Zanon, M.M.F.",NA,"Richter, H.G.",NA,"1975","11","29",NA,"Brasil","Paraná","Col. Castelhanos",NA,"__COMMOM_NAME__: Canela-tamanco","EFC002297",NA,"São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"2006","09","04",NA,NA,NA,NA,"45291","auto",NA,NA,NA
"65","2019-11-13 11:21:06-03","USP","SPF","159957","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","Brotto, ML",NA,"Mello-Silva, R","2180","2003","11","09",NA,"Brasil","São Paulo","Claros, sítio Palmira, próximo ao rio Claro e à igreja da Congregação Cristã.",NA,NA,"SPF00159957",NA,"Tapiraí","-47.5","-23.9599990844727",NA,NA,"2016","09","09",NA,NA,NA,NA,"41034","auto",NA,NA,NA
"66","2019-10-07 09:22:59-03","UEFS","HUEFS","232104","PreservedSpecimen","Plantae","Angiospermae","Laurales","Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","M.L.Brotto",NA,"Silva, J.M.","9452A","2016","09","27",NA,"Brasil","Paraná","Parque Estadual das Lauráceas.",NA,"Floresta Ombrófila Densa Montana.","HUEFS0232104","HUEFS0232104","Adrianópolis","-48.641111","-24.818889","736","736","2016","11",NA,"48W38'28''","24S49'8''","Magnolianae",NA,NA,NA,NA,NA,NA
"67","2018-04-04 16:36:44-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis",NA,"RRC ID Flag",NA,"G. Hatschbach","8063",NA,NA,NA,"South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"8063",NA,NA
"68","2019-09-04 18:15:05-03","F","FMNH-SEEDPLANTS","V0061521F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis",NA,NA,"Isotype","P. Dusén","10161","1910","9","1","South America","Brazil",NA,NA,NA,NA,"V0061521F","V0061521F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"69","2015-03-07 08:33:30-03","F","FMNH-SEEDPLANTS","V0155274F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis",NA,NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0155274F","V0155274F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"70","2015-03-07 08:33:30-03","F","FMNH-SEEDPLANTS","V0155275F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis",NA,NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0155275F","V0155275F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"71","2015-03-07 08:33:30-03","F","FMNH-SEEDPLANTS","V0155276F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis",NA,NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0155276F","V0155276F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"72","2020-01-27 18:25:03-03","IAC","IAC","56852","S","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","s/det.",NA,"G.F. Costa; R.A. Bonaldi; V.A. Daniel & M.M. Dutra","1045","2016","09","27",NA,"Brasil","Paraná","Linha férrea RUMO-ALL, trecho banhado - véu da noiva",NA,"coordenadas do material: 25°25#?#24S, 48°57#?#5W",NA,NA,"Quatro Barras","-48.965278","-25.423333",NA,NA,"2016","09","27","-48.965278","-25.423333",NA,NA,NA,NA,NA,NA,NA
"73","2020-11-04 17:29:14-03","UEM","HUEM","15938","S","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","Pedro L.R. de Moraes",NA,"Romagnolo, MB","2049","2009","05","19",NA,"Brasil","Paraná","Estação Ecológica do Caiuá, próximo ao ribeirão Conceição",NA,"Arbórea. Aproximadamente 15m de altura. Flores de coloração creme. Inflorescência de coloração verde.; Floresta Estacional Semidecidual.","HUEM000004986","HUEM000004986","Diamante do Norte","-52.866944","-22.596667","297","297","2012","12",NA,"-52.866944","-22.596667",NA,NA,NA,NA,NA,NA,NA
"74","2020-08-20 14:57:01-03","UFSC","FLOR","57055","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","Brotto, M.L.",NA,"Brotto, M.L.; et alii","1783","2014","08","28",NA,"Brasil","Paraná","Parque Estadual das Lauráceas, próximo à estrada.",NA,"Árvore de 18m. flores brancas","FLOR0057055",NA,"Adrianópolis","-48.695278","-24.852778","883","883","2014","09","09","48º41'43''W","24º51'10''S",NA,NA,NA,NA,NA,NA,NA
"75","2020-08-20 14:57:01-03","UFSC","FLOR","57061","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","Brotto, M.L.",NA,"Brotto, M.L.; et alii","1766","2014","08","27",NA,"Brasil","Paraná","Parque Estadual das Lauráceas.",NA,"Árvore de 16m; flores brancas","FLOR0057061",NA,"Adrianópolis","-48.716944","-24.860278","950","950","2014","09","09","48º43'1''W","24º51'37''S",NA,NA,NA,NA,NA,NA,NA
"76","2020-08-20 14:57:01-03","UFSC","FLOR","64301","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","Brotto, M.L.",NA,"Silva, J.M.; Brotto, M.L.; Völtz, R.R.","9452","2016","09","27",NA,"Brasil","Paraná","Parque Estadual das Lauráceas.",NA,"Árvore com 23m de altura; flores de cor branca e odor agradável","FLOR0064301","FLOR0064301","Adrianópolis","-48.641111","-24.818889","736","736","2016","11","22","48º38'28''W","24º49'8''S",NA,NA,NA,NA,NA,NA,NA
"77","2021-03-04 15:44:03-03","IF","SPSF","20089","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe -Teixeira","J.B.Baitello",NA,"A.Gentry","58844","1987","09","02","América do Sul","Brasil","SP","Ribeirao Branco",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,"1996","05","07",NA,NA,"Magnoliopsida",NA,"27904","auto",NA,NA,NA
"78","2021-03-04 15:44:03-03","IF","SPSF","18191","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe -Teixeira","J.B.Baitello",NA,"P.L.R.Moraes",NA,"1994","09","07","América do Sul","Brasil","SP","Parque Estadual Carlos Botelho",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"1996","05","06",NA,NA,"Magnoliopsida",NA,"34059","auto",NA,NA,NA
"79","2021-03-04 15:44:03-03","IF","SPSF","43214","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe -Teixeira","J.B.Baitello",NA,"F.M.Souza & N.M.Ivanauskas & D.Souza & A.A.Silva","1173","2009","09","05","América do Sul","Brasil","SP","P.E.Turistico do Alto Ribeira",NA,"COLETA: Floresta Ombrófila Densa Montana.&nf;Árvore 7,5m altura; flores brancas.; GEOGRAFIA: Núcleo Areado.&nf;Trilha da Serra do Facão.;",NA,NA,"Iporanga","-48.592778","-24.585833","934","934","2010","02","25",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"80","2021-03-04 15:44:03-03","IF","SPSF","49933","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","M.L.Brotto",NA,"M.L.Brotto & J.M.Silva & M.C.H.Mello","1766","2014","08","27","América do Sul","Brasil","PR","Parque estadual das lauráceas",NA,"COLETA: Árvore de 16m; flores brancas. Floresta Ombrófila Densa Montana.;",NA,NA,"Adrianópolis","-48.716944","-24.860278","950","950","2014","09","09",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"81","2021-03-04 15:44:03-03","IF","SPSF","49937","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","M.L.Brotto",NA,"M.L.Brotto & J.M.Silva & M.C.H.Mello","1783","2014","08","28","América do Sul","Brasil","PR","Parque estadual das lauráceas",NA,"COLETA: Árvore de 18m; flores brancas. Floresta Ombrófila Densa Montana.;",NA,NA,"Adrianópolis","-48.695278","-24.852778","883","883","2014","09","09",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"82","2021-03-04 15:44:03-03","IF","SPSF","51777","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","M.L. Brotto",NA,"J.M. Silva & M.L. Brotto & R.R. Völtz","9452a","2016","09","27","América do Sul","Brasil","PR","Parque estadual das lauráceas",NA,"COLETA: Árvore com 23 m de altura; flores de cor branca com odor agradável.; GEOGRAFIA: Floresta Ombrófila Densa Montana;",NA,NA,"Adrianópolis","-48.641111","-24.818889","736","736","2016","11","22",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"83","2021-03-04 15:44:03-03","IF","SPSF","50157","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","M.L.Brotto",NA,"M.L.Brotto & J.M.Silva & T.F.Santos","1714","2014","07","09","América do Sul","Brasil","MS","Rio Capivari, Barra da Cruz",NA,"COLETA: Árvore de 15m; botões florais, flores brancas. Floresta Ombrófila Densa Montana.;",NA,NA,"Campina Grande do Sul","-48.798333","-25.069167","686","686","2014","08","04",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"84","2021-03-04 15:44:03-03","IF","SPSF","51800","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","M.L. Brotto",NA,"M.L. Brotto & R.R. Völtz","2325","2016","09","03","América do Sul","Brasil","SP","Rodovia BR-116",NA,"COLETA: Árvore com 15 m de altura; flores brancas com odor agradável intenso.; GEOGRAFIA: Floresta Ombrófila Densa Submontana&nf;Na margem.;",NA,NA,"Cajati","-48.230833","-24.890833","564","564","2016","09","14",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"85","2019-11-21 10:07:25-03","IBt","SP","97116","S","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","Baitello, JB",NA,"Hatschbach, G","8063","1961","06","22",NA,"Brasil","Paraná",NA,NA,NA,"SP054605","SP054605","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"1999","07","30",NA,NA,NA,NA,"41937","auto",NA,NA,NA
"86","2019-11-21 10:07:25-03","IBt","SP","97115","S","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","Baitello, JB",NA,"Hatschbach, G","336","1946","07","29",NA,"Brasil","Paraná","Anhaia",NA,NA,"SP054607","SP054607","Morretes","-48.834400177002","-25.476900100708",NA,NA,"1999","07","30",NA,NA,NA,NA,"30514","auto",NA,NA,NA
"87","2021-02-18 08:31:00-03","IBt","SP","10517","S","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.",NA,NA,"Loefgren, A","CGG4589","1901","10","22",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"Rio Claro","-47.560001373291","-22.4099998474121",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21773","auto",NA,NA,NA
"88","2019-11-21 10:07:25-03","IBt","SP","373611","S","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","Brotto, ML",NA,"Mello-Silva, R; et al.","2180","2003","11","09",NA,"Brasil","São Paulo","Claros, sítio Palmira, próximo ao rio Claro e á igreja da Congregação Cristã, na mata próxima á sede do sítio",NA,NA,"SP054606","SP054606","Tapiraí","-47.5","-23.9599990844727",NA,NA,"2017","02","07",NA,NA,NA,NA,"41034","auto",NA,NA,NA
"89","2010-08-16 16:43:04-03","GH","HU-HERB","GH 00041958","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teixeira",NA,"Isotype","P. K. H. Dusén","10161","1910","9","1","South America","Brazil","Paraná","Ypirauga","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10161",NA,"undetermined"
